ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsuitgaven_1
4897;D41 Rente conform nationale rekeningen;Overige centrale overheid;2012;118
4898;D41 Rente conform nationale rekeningen;Overige centrale overheid;2013 1e kwartaal;26
4899;D41 Rente conform nationale rekeningen;Overige centrale overheid;2013 2e kwartaal;24
4900;D41 Rente conform nationale rekeningen;Overige centrale overheid;2013 3e kwartaal;25
4901;D41 Rente conform nationale rekeningen;Overige centrale overheid;2013 4e kwartaal;27
4902;D41 Rente conform nationale rekeningen;Overige centrale overheid;2013;102
4903;D41 Rente conform nationale rekeningen;Overige centrale overheid;2014 1e kwartaal;31
4904;D41 Rente conform nationale rekeningen;Overige centrale overheid;2014 2e kwartaal;32
4905;D41 Rente conform nationale rekeningen;Overige centrale overheid;2014 3e kwartaal;30
4906;D41 Rente conform nationale rekeningen;Overige centrale overheid;2014 4e kwartaal;28
4907;D41 Rente conform nationale rekeningen;Overige centrale overheid;2014;121
4908;D41 Rente conform nationale rekeningen;Overige centrale overheid;2015 1e kwartaal;22
4909;D41 Rente conform nationale rekeningen;Overige centrale overheid;2015 2e kwartaal;23
4910;D41 Rente conform nationale rekeningen;Overige centrale overheid;2015 3e kwartaal;23
4911;D41 Rente conform nationale rekeningen;Overige centrale overheid;2015 4e kwartaal;19
4912;D41 Rente conform nationale rekeningen;Overige centrale overheid;2015;87
4913;D41 Rente conform nationale rekeningen;Overige centrale overheid;2016 1e kwartaal;19
4914;D41 Rente conform nationale rekeningen;Overige centrale overheid;2016 2e kwartaal;18
4915;D41 Rente conform nationale rekeningen;Overige centrale overheid;2016 3e kwartaal;15
4916;D41 Rente conform nationale rekeningen;Overige centrale overheid;2016 4e kwartaal;12
4917;D41 Rente conform nationale rekeningen;Overige centrale overheid;2016;64
4918;D41 Rente conform nationale rekeningen;Overige centrale overheid;2017 1e kwartaal;20
4919;D41 Rente conform nationale rekeningen;Overige centrale overheid;2017 2e kwartaal;16
4920;D41 Rente conform nationale rekeningen;Overige centrale overheid;2017 3e kwartaal;16
4921;D41 Rente conform nationale rekeningen;Overige centrale overheid;2017 4e kwartaal;11
4922;D41 Rente conform nationale rekeningen;Overige centrale overheid;2017;63
4923;D41 Rente conform nationale rekeningen;Overige centrale overheid;2018 1e kwartaal;14
4924;D41 Rente conform nationale rekeningen;Overige centrale overheid;2018 2e kwartaal;10
4925;D41 Rente conform nationale rekeningen;Overige centrale overheid;2018 3e kwartaal;10
4926;D41 Rente conform nationale rekeningen;Overige centrale overheid;2018 4e kwartaal;16
4927;D41 Rente conform nationale rekeningen;Overige centrale overheid;2018;50
4928;D41 Rente conform nationale rekeningen;Overige centrale overheid;2019 1e kwartaal;24
4929;D41 Rente conform nationale rekeningen;Overige centrale overheid;2019 2e kwartaal;8
4930;D41 Rente conform nationale rekeningen;Overige centrale overheid;2019 3e kwartaal;7
4931;D41 Rente conform nationale rekeningen;Overige centrale overheid;2019 4e kwartaal;7
4932;D41 Rente conform nationale rekeningen;Overige centrale overheid;2019;46
4933;D41 Rente conform nationale rekeningen;Overige centrale overheid;2020 1e kwartaal;19
4934;D41 Rente conform nationale rekeningen;Overige centrale overheid;2020 2e kwartaal;4
4935;D41 Rente conform nationale rekeningen;Overige centrale overheid;2020 3e kwartaal;4
4936;D41 Rente conform nationale rekeningen;Overige centrale overheid;2020 4e kwartaal;-1
4937;D41 Rente conform nationale rekeningen;Overige centrale overheid;2020;26
4938;D41 Rente conform nationale rekeningen;Overige centrale overheid;2021 1e kwartaal;8
4939;D41 Rente conform nationale rekeningen;Overige centrale overheid;2021 2e kwartaal;-3
4940;D41 Rente conform nationale rekeningen;Overige centrale overheid;2021 3e kwartaal;6
4941;D41 Rente conform nationale rekeningen;Overige centrale overheid;2021 4e kwartaal;25
4942;D41 Rente conform nationale rekeningen;Overige centrale overheid;2021;36
4943;D41 Rente conform nationale rekeningen;Overige centrale overheid;2022 1e kwartaal;12
4944;D41 Rente conform nationale rekeningen;Overige centrale overheid;2022 2e kwartaal;19
4945;D41 Rente conform nationale rekeningen;Overige centrale overheid;2022 3e kwartaal;28
4946;D41 Rente conform nationale rekeningen;Overige centrale overheid;2022 4e kwartaal;34
4947;D41 Rente conform nationale rekeningen;Overige centrale overheid;2022;93
4948;D41 Rente conform nationale rekeningen;Overige centrale overheid;2023 1e kwartaal;87
4949;D41 Rente conform nationale rekeningen;Overige centrale overheid;2023 2e kwartaal;88
4950;D41 Rente conform nationale rekeningen;Overige centrale overheid;2023 3e kwartaal;110
4951;D41 Rente conform nationale rekeningen;Overige centrale overheid;2023 4e kwartaal;106
4952;D41 Rente conform nationale rekeningen;Overige centrale overheid;2023;391
4953;D41 Rente conform nationale rekeningen;Overige centrale overheid;2024 1e kwartaal;41
4954;D41 Rente conform nationale rekeningen;Overige centrale overheid;2024 2e kwartaal;52
4955;D41 Rente conform nationale rekeningen;Overige centrale overheid;2024 3e kwartaal;47
4956;D41 Rente conform nationale rekeningen;Overige centrale overheid;2024 4e kwartaal;57
4957;D41 Rente conform nationale rekeningen;Overige centrale overheid;2024;197
4958;D41 Rente conform nationale rekeningen;Lokale overheid;1995;4569
4959;D41 Rente conform nationale rekeningen;Lokale overheid;1996;3154
4960;D41 Rente conform nationale rekeningen;Lokale overheid;1997;3091
4961;D41 Rente conform nationale rekeningen;Lokale overheid;1998;2977
4962;D41 Rente conform nationale rekeningen;Lokale overheid;1999 1e kwartaal;783
4963;D41 Rente conform nationale rekeningen;Lokale overheid;1999 2e kwartaal;779
4964;D41 Rente conform nationale rekeningen;Lokale overheid;1999 3e kwartaal;783
4965;D41 Rente conform nationale rekeningen;Lokale overheid;1999 4e kwartaal;785
4966;D41 Rente conform nationale rekeningen;Lokale overheid;1999;3130
4967;D41 Rente conform nationale rekeningen;Lokale overheid;2000 1e kwartaal;766
4968;D41 Rente conform nationale rekeningen;Lokale overheid;2000 2e kwartaal;760
4969;D41 Rente conform nationale rekeningen;Lokale overheid;2000 3e kwartaal;757
4970;D41 Rente conform nationale rekeningen;Lokale overheid;2000 4e kwartaal;761
4971;D41 Rente conform nationale rekeningen;Lokale overheid;2000;3044
4972;D41 Rente conform nationale rekeningen;Lokale overheid;2001 1e kwartaal;689
4973;D41 Rente conform nationale rekeningen;Lokale overheid;2001 2e kwartaal;689
4974;D41 Rente conform nationale rekeningen;Lokale overheid;2001 3e kwartaal;672
4975;D41 Rente conform nationale rekeningen;Lokale overheid;2001 4e kwartaal;621
4976;D41 Rente conform nationale rekeningen;Lokale overheid;2001;2671
4977;D41 Rente conform nationale rekeningen;Lokale overheid;2002 1e kwartaal;603
4978;D41 Rente conform nationale rekeningen;Lokale overheid;2002 2e kwartaal;612
4979;D41 Rente conform nationale rekeningen;Lokale overheid;2002 3e kwartaal;579
4980;D41 Rente conform nationale rekeningen;Lokale overheid;2002 4e kwartaal;560
4981;D41 Rente conform nationale rekeningen;Lokale overheid;2002;2354
4982;D41 Rente conform nationale rekeningen;Lokale overheid;2003 1e kwartaal;499
4983;D41 Rente conform nationale rekeningen;Lokale overheid;2003 2e kwartaal;491
4984;D41 Rente conform nationale rekeningen;Lokale overheid;2003 3e kwartaal;500
4985;D41 Rente conform nationale rekeningen;Lokale overheid;2003 4e kwartaal;519
4986;D41 Rente conform nationale rekeningen;Lokale overheid;2003;2009
4987;D41 Rente conform nationale rekeningen;Lokale overheid;2004 1e kwartaal;515
4988;D41 Rente conform nationale rekeningen;Lokale overheid;2004 2e kwartaal;536
4989;D41 Rente conform nationale rekeningen;Lokale overheid;2004 3e kwartaal;535
4990;D41 Rente conform nationale rekeningen;Lokale overheid;2004 4e kwartaal;526
4991;D41 Rente conform nationale rekeningen;Lokale overheid;2004;2112
4992;D41 Rente conform nationale rekeningen;Lokale overheid;2005 1e kwartaal;538
4993;D41 Rente conform nationale rekeningen;Lokale overheid;2005 2e kwartaal;510
4994;D41 Rente conform nationale rekeningen;Lokale overheid;2005 3e kwartaal;505
4995;D41 Rente conform nationale rekeningen;Lokale overheid;2005 4e kwartaal;510
4996;D41 Rente conform nationale rekeningen;Lokale overheid;2005;2063
4997;D41 Rente conform nationale rekeningen;Lokale overheid;2006 1e kwartaal;543
4998;D41 Rente conform nationale rekeningen;Lokale overheid;2006 2e kwartaal;553
4999;D41 Rente conform nationale rekeningen;Lokale overheid;2006 3e kwartaal;549
5000;D41 Rente conform nationale rekeningen;Lokale overheid;2006 4e kwartaal;597
5001;D41 Rente conform nationale rekeningen;Lokale overheid;2006;2242
5002;D41 Rente conform nationale rekeningen;Lokale overheid;2007 1e kwartaal;572
5003;D41 Rente conform nationale rekeningen;Lokale overheid;2007 2e kwartaal;593
5004;D41 Rente conform nationale rekeningen;Lokale overheid;2007 3e kwartaal;591
5005;D41 Rente conform nationale rekeningen;Lokale overheid;2007 4e kwartaal;636
5006;D41 Rente conform nationale rekeningen;Lokale overheid;2007;2392
5007;D41 Rente conform nationale rekeningen;Lokale overheid;2008 1e kwartaal;595
5008;D41 Rente conform nationale rekeningen;Lokale overheid;2008 2e kwartaal;641
5009;D41 Rente conform nationale rekeningen;Lokale overheid;2008 3e kwartaal;633
5010;D41 Rente conform nationale rekeningen;Lokale overheid;2008 4e kwartaal;580
5011;D41 Rente conform nationale rekeningen;Lokale overheid;2008;2449
5012;D41 Rente conform nationale rekeningen;Lokale overheid;2009 1e kwartaal;479
5013;D41 Rente conform nationale rekeningen;Lokale overheid;2009 2e kwartaal;505
5014;D41 Rente conform nationale rekeningen;Lokale overheid;2009 3e kwartaal;534
5015;D41 Rente conform nationale rekeningen;Lokale overheid;2009 4e kwartaal;493
5016;D41 Rente conform nationale rekeningen;Lokale overheid;2009;2011
5017;D41 Rente conform nationale rekeningen;Lokale overheid;2010 1e kwartaal;487
5018;D41 Rente conform nationale rekeningen;Lokale overheid;2010 2e kwartaal;482
5019;D41 Rente conform nationale rekeningen;Lokale overheid;2010 3e kwartaal;432
5020;D41 Rente conform nationale rekeningen;Lokale overheid;2010 4e kwartaal;429
5021;D41 Rente conform nationale rekeningen;Lokale overheid;2010;1830
5022;D41 Rente conform nationale rekeningen;Lokale overheid;2011 1e kwartaal;476
5023;D41 Rente conform nationale rekeningen;Lokale overheid;2011 2e kwartaal;483
5024;D41 Rente conform nationale rekeningen;Lokale overheid;2011 3e kwartaal;436
5025;D41 Rente conform nationale rekeningen;Lokale overheid;2011 4e kwartaal;391
5026;D41 Rente conform nationale rekeningen;Lokale overheid;2011;1786
5027;D41 Rente conform nationale rekeningen;Lokale overheid;2012 1e kwartaal;402
5028;D41 Rente conform nationale rekeningen;Lokale overheid;2012 2e kwartaal;400
5029;D41 Rente conform nationale rekeningen;Lokale overheid;2012 3e kwartaal;359
5030;D41 Rente conform nationale rekeningen;Lokale overheid;2012 4e kwartaal;348
5031;D41 Rente conform nationale rekeningen;Lokale overheid;2012;1509
5032;D41 Rente conform nationale rekeningen;Lokale overheid;2013 1e kwartaal;333
5033;D41 Rente conform nationale rekeningen;Lokale overheid;2013 2e kwartaal;330
5034;D41 Rente conform nationale rekeningen;Lokale overheid;2013 3e kwartaal;352
5035;D41 Rente conform nationale rekeningen;Lokale overheid;2013 4e kwartaal;348
5036;D41 Rente conform nationale rekeningen;Lokale overheid;2013;1363
5037;D41 Rente conform nationale rekeningen;Lokale overheid;2014 1e kwartaal;322
5038;D41 Rente conform nationale rekeningen;Lokale overheid;2014 2e kwartaal;293
5039;D41 Rente conform nationale rekeningen;Lokale overheid;2014 3e kwartaal;242
5040;D41 Rente conform nationale rekeningen;Lokale overheid;2014 4e kwartaal;208
5041;D41 Rente conform nationale rekeningen;Lokale overheid;2014;1065
5042;D41 Rente conform nationale rekeningen;Lokale overheid;2015 1e kwartaal;202
5043;D41 Rente conform nationale rekeningen;Lokale overheid;2015 2e kwartaal;207
5044;D41 Rente conform nationale rekeningen;Lokale overheid;2015 3e kwartaal;209
5045;D41 Rente conform nationale rekeningen;Lokale overheid;2015 4e kwartaal;207
5046;D41 Rente conform nationale rekeningen;Lokale overheid;2015;825
5047;D41 Rente conform nationale rekeningen;Lokale overheid;2016 1e kwartaal;185
5048;D41 Rente conform nationale rekeningen;Lokale overheid;2016 2e kwartaal;178
5049;D41 Rente conform nationale rekeningen;Lokale overheid;2016 3e kwartaal;155
5050;D41 Rente conform nationale rekeningen;Lokale overheid;2016 4e kwartaal;179
5051;D41 Rente conform nationale rekeningen;Lokale overheid;2016;697
5052;D41 Rente conform nationale rekeningen;Lokale overheid;2017 1e kwartaal;150
5053;D41 Rente conform nationale rekeningen;Lokale overheid;2017 2e kwartaal;155
5054;D41 Rente conform nationale rekeningen;Lokale overheid;2017 3e kwartaal;161
5055;D41 Rente conform nationale rekeningen;Lokale overheid;2017 4e kwartaal;161
5056;D41 Rente conform nationale rekeningen;Lokale overheid;2017;627
5057;D41 Rente conform nationale rekeningen;Lokale overheid;2018 1e kwartaal;158
5058;D41 Rente conform nationale rekeningen;Lokale overheid;2018 2e kwartaal;163
5059;D41 Rente conform nationale rekeningen;Lokale overheid;2018 3e kwartaal;152
5060;D41 Rente conform nationale rekeningen;Lokale overheid;2018 4e kwartaal;178
5061;D41 Rente conform nationale rekeningen;Lokale overheid;2018;651
5062;D41 Rente conform nationale rekeningen;Lokale overheid;2019 1e kwartaal;124
5063;D41 Rente conform nationale rekeningen;Lokale overheid;2019 2e kwartaal;110
5064;D41 Rente conform nationale rekeningen;Lokale overheid;2019 3e kwartaal;75
5065;D41 Rente conform nationale rekeningen;Lokale overheid;2019 4e kwartaal;93
5066;D41 Rente conform nationale rekeningen;Lokale overheid;2019;402
5067;D41 Rente conform nationale rekeningen;Lokale overheid;2020 1e kwartaal;80
5068;D41 Rente conform nationale rekeningen;Lokale overheid;2020 2e kwartaal;86
5069;D41 Rente conform nationale rekeningen;Lokale overheid;2020 3e kwartaal;61
5070;D41 Rente conform nationale rekeningen;Lokale overheid;2020 4e kwartaal;53
5071;D41 Rente conform nationale rekeningen;Lokale overheid;2020;280
5072;D41 Rente conform nationale rekeningen;Lokale overheid;2021 1e kwartaal;17
5073;D41 Rente conform nationale rekeningen;Lokale overheid;2021 2e kwartaal;36
5074;D41 Rente conform nationale rekeningen;Lokale overheid;2021 3e kwartaal;13
5075;D41 Rente conform nationale rekeningen;Lokale overheid;2021 4e kwartaal;40
5076;D41 Rente conform nationale rekeningen;Lokale overheid;2021;106
5077;D41 Rente conform nationale rekeningen;Lokale overheid;2022 1e kwartaal;43
5078;D41 Rente conform nationale rekeningen;Lokale overheid;2022 2e kwartaal;129
5079;D41 Rente conform nationale rekeningen;Lokale overheid;2022 3e kwartaal;178
5080;D41 Rente conform nationale rekeningen;Lokale overheid;2022 4e kwartaal;255
5081;D41 Rente conform nationale rekeningen;Lokale overheid;2022;605
5082;D41 Rente conform nationale rekeningen;Lokale overheid;2023 1e kwartaal;307
5083;D41 Rente conform nationale rekeningen;Lokale overheid;2023 2e kwartaal;311
5084;D41 Rente conform nationale rekeningen;Lokale overheid;2023 3e kwartaal;272
5085;D41 Rente conform nationale rekeningen;Lokale overheid;2023 4e kwartaal;292
5086;D41 Rente conform nationale rekeningen;Lokale overheid;2023;1182
5087;D41 Rente conform nationale rekeningen;Lokale overheid;2024 1e kwartaal;313
5088;D41 Rente conform nationale rekeningen;Lokale overheid;2024 2e kwartaal;325
5089;D41 Rente conform nationale rekeningen;Lokale overheid;2024 3e kwartaal;287
5090;D41 Rente conform nationale rekeningen;Lokale overheid;2024 4e kwartaal;261
5091;D41 Rente conform nationale rekeningen;Lokale overheid;2024;1186
5092;D41 Rente conform nationale rekeningen;Gemeenten;1995;4061
5093;D41 Rente conform nationale rekeningen;Gemeenten;1996;2687
5094;D41 Rente conform nationale rekeningen;Gemeenten;1997;2600
5095;D41 Rente conform nationale rekeningen;Gemeenten;1998;2495
5096;D41 Rente conform nationale rekeningen;Gemeenten;1999 1e kwartaal;619
5097;D41 Rente conform nationale rekeningen;Gemeenten;1999 2e kwartaal;618
5098;D41 Rente conform nationale rekeningen;Gemeenten;1999 3e kwartaal;619
5099;D41 Rente conform nationale rekeningen;Gemeenten;1999 4e kwartaal;622
5100;D41 Rente conform nationale rekeningen;Gemeenten;1999;2478
5101;D41 Rente conform nationale rekeningen;Gemeenten;2000 1e kwartaal;601
5102;D41 Rente conform nationale rekeningen;Gemeenten;2000 2e kwartaal;598
5103;D41 Rente conform nationale rekeningen;Gemeenten;2000 3e kwartaal;595
5104;D41 Rente conform nationale rekeningen;Gemeenten;2000 4e kwartaal;595
5105;D41 Rente conform nationale rekeningen;Gemeenten;2000;2389
5106;D41 Rente conform nationale rekeningen;Gemeenten;2001 1e kwartaal;509
5107;D41 Rente conform nationale rekeningen;Gemeenten;2001 2e kwartaal;512
5108;D41 Rente conform nationale rekeningen;Gemeenten;2001 3e kwartaal;498
5109;D41 Rente conform nationale rekeningen;Gemeenten;2001 4e kwartaal;459
5110;D41 Rente conform nationale rekeningen;Gemeenten;2001;1978
5111;D41 Rente conform nationale rekeningen;Gemeenten;2002 1e kwartaal;447
5112;D41 Rente conform nationale rekeningen;Gemeenten;2002 2e kwartaal;456
5113;D41 Rente conform nationale rekeningen;Gemeenten;2002 3e kwartaal;431
5114;D41 Rente conform nationale rekeningen;Gemeenten;2002 4e kwartaal;419
5115;D41 Rente conform nationale rekeningen;Gemeenten;2002;1753
5116;D41 Rente conform nationale rekeningen;Gemeenten;2003 1e kwartaal;372
5117;D41 Rente conform nationale rekeningen;Gemeenten;2003 2e kwartaal;364
5118;D41 Rente conform nationale rekeningen;Gemeenten;2003 3e kwartaal;370
5119;D41 Rente conform nationale rekeningen;Gemeenten;2003 4e kwartaal;384
5120;D41 Rente conform nationale rekeningen;Gemeenten;2003;1490
5121;D41 Rente conform nationale rekeningen;Gemeenten;2004 1e kwartaal;383
5122;D41 Rente conform nationale rekeningen;Gemeenten;2004 2e kwartaal;397
5123;D41 Rente conform nationale rekeningen;Gemeenten;2004 3e kwartaal;398
5124;D41 Rente conform nationale rekeningen;Gemeenten;2004 4e kwartaal;392
5125;D41 Rente conform nationale rekeningen;Gemeenten;2004;1570
5126;D41 Rente conform nationale rekeningen;Gemeenten;2005 1e kwartaal;394
5127;D41 Rente conform nationale rekeningen;Gemeenten;2005 2e kwartaal;375
5128;D41 Rente conform nationale rekeningen;Gemeenten;2005 3e kwartaal;366
5129;D41 Rente conform nationale rekeningen;Gemeenten;2005 4e kwartaal;373
5130;D41 Rente conform nationale rekeningen;Gemeenten;2005;1508
5131;D41 Rente conform nationale rekeningen;Gemeenten;2006 1e kwartaal;395
5132;D41 Rente conform nationale rekeningen;Gemeenten;2006 2e kwartaal;399
5133;D41 Rente conform nationale rekeningen;Gemeenten;2006 3e kwartaal;393
5134;D41 Rente conform nationale rekeningen;Gemeenten;2006 4e kwartaal;435
5135;D41 Rente conform nationale rekeningen;Gemeenten;2006;1622
5136;D41 Rente conform nationale rekeningen;Gemeenten;2007 1e kwartaal;389
5137;D41 Rente conform nationale rekeningen;Gemeenten;2007 2e kwartaal;407
5138;D41 Rente conform nationale rekeningen;Gemeenten;2007 3e kwartaal;402
5139;D41 Rente conform nationale rekeningen;Gemeenten;2007 4e kwartaal;450
5140;D41 Rente conform nationale rekeningen;Gemeenten;2007;1648
5141;D41 Rente conform nationale rekeningen;Gemeenten;2008 1e kwartaal;407
5142;D41 Rente conform nationale rekeningen;Gemeenten;2008 2e kwartaal;449
5143;D41 Rente conform nationale rekeningen;Gemeenten;2008 3e kwartaal;435
5144;D41 Rente conform nationale rekeningen;Gemeenten;2008 4e kwartaal;392
5145;D41 Rente conform nationale rekeningen;Gemeenten;2008;1683
5146;D41 Rente conform nationale rekeningen;Gemeenten;2009 1e kwartaal;332
5147;D41 Rente conform nationale rekeningen;Gemeenten;2009 2e kwartaal;347
5148;D41 Rente conform nationale rekeningen;Gemeenten;2009 3e kwartaal;384
5149;D41 Rente conform nationale rekeningen;Gemeenten;2009 4e kwartaal;347
5150;D41 Rente conform nationale rekeningen;Gemeenten;2009;1410
5151;D41 Rente conform nationale rekeningen;Gemeenten;2010 1e kwartaal;336
5152;D41 Rente conform nationale rekeningen;Gemeenten;2010 2e kwartaal;341
5153;D41 Rente conform nationale rekeningen;Gemeenten;2010 3e kwartaal;305
5154;D41 Rente conform nationale rekeningen;Gemeenten;2010 4e kwartaal;300
5155;D41 Rente conform nationale rekeningen;Gemeenten;2010;1282
5156;D41 Rente conform nationale rekeningen;Gemeenten;2011 1e kwartaal;327
5157;D41 Rente conform nationale rekeningen;Gemeenten;2011 2e kwartaal;334
5158;D41 Rente conform nationale rekeningen;Gemeenten;2011 3e kwartaal;288
5159;D41 Rente conform nationale rekeningen;Gemeenten;2011 4e kwartaal;274
5160;D41 Rente conform nationale rekeningen;Gemeenten;2011;1223
5161;D41 Rente conform nationale rekeningen;Gemeenten;2012 1e kwartaal;278
5162;D41 Rente conform nationale rekeningen;Gemeenten;2012 2e kwartaal;280
5163;D41 Rente conform nationale rekeningen;Gemeenten;2012 3e kwartaal;248
5164;D41 Rente conform nationale rekeningen;Gemeenten;2012 4e kwartaal;239
5165;D41 Rente conform nationale rekeningen;Gemeenten;2012;1045
5166;D41 Rente conform nationale rekeningen;Gemeenten;2013 1e kwartaal;233
5167;D41 Rente conform nationale rekeningen;Gemeenten;2013 2e kwartaal;232
5168;D41 Rente conform nationale rekeningen;Gemeenten;2013 3e kwartaal;251
5169;D41 Rente conform nationale rekeningen;Gemeenten;2013 4e kwartaal;248
5170;D41 Rente conform nationale rekeningen;Gemeenten;2013;964
5171;D41 Rente conform nationale rekeningen;Gemeenten;2014 1e kwartaal;220
5172;D41 Rente conform nationale rekeningen;Gemeenten;2014 2e kwartaal;196
5173;D41 Rente conform nationale rekeningen;Gemeenten;2014 3e kwartaal;154
5174;D41 Rente conform nationale rekeningen;Gemeenten;2014 4e kwartaal;137
5175;D41 Rente conform nationale rekeningen;Gemeenten;2014;707
5176;D41 Rente conform nationale rekeningen;Gemeenten;2015 1e kwartaal;128
5177;D41 Rente conform nationale rekeningen;Gemeenten;2015 2e kwartaal;128
5178;D41 Rente conform nationale rekeningen;Gemeenten;2015 3e kwartaal;127
5179;D41 Rente conform nationale rekeningen;Gemeenten;2015 4e kwartaal;127
5180;D41 Rente conform nationale rekeningen;Gemeenten;2015;510
5181;D41 Rente conform nationale rekeningen;Gemeenten;2016 1e kwartaal;100
5182;D41 Rente conform nationale rekeningen;Gemeenten;2016 2e kwartaal;90
5183;D41 Rente conform nationale rekeningen;Gemeenten;2016 3e kwartaal;71
5184;D41 Rente conform nationale rekeningen;Gemeenten;2016 4e kwartaal;92
5185;D41 Rente conform nationale rekeningen;Gemeenten;2016;353
5186;D41 Rente conform nationale rekeningen;Gemeenten;2017 1e kwartaal;82
5187;D41 Rente conform nationale rekeningen;Gemeenten;2017 2e kwartaal;85
5188;D41 Rente conform nationale rekeningen;Gemeenten;2017 3e kwartaal;87
5189;D41 Rente conform nationale rekeningen;Gemeenten;2017 4e kwartaal;88
5190;D41 Rente conform nationale rekeningen;Gemeenten;2017;342
5191;D41 Rente conform nationale rekeningen;Gemeenten;2018 1e kwartaal;89
5192;D41 Rente conform nationale rekeningen;Gemeenten;2018 2e kwartaal;96
5193;D41 Rente conform nationale rekeningen;Gemeenten;2018 3e kwartaal;89
5194;D41 Rente conform nationale rekeningen;Gemeenten;2018 4e kwartaal;97
5195;D41 Rente conform nationale rekeningen;Gemeenten;2018;371
5196;D41 Rente conform nationale rekeningen;Gemeenten;2019 1e kwartaal;65
5197;D41 Rente conform nationale rekeningen;Gemeenten;2019 2e kwartaal;58
5198;D41 Rente conform nationale rekeningen;Gemeenten;2019 3e kwartaal;29
5199;D41 Rente conform nationale rekeningen;Gemeenten;2019 4e kwartaal;44
5200;D41 Rente conform nationale rekeningen;Gemeenten;2019;196
5201;D41 Rente conform nationale rekeningen;Gemeenten;2020 1e kwartaal;37
5202;D41 Rente conform nationale rekeningen;Gemeenten;2020 2e kwartaal;34
5203;D41 Rente conform nationale rekeningen;Gemeenten;2020 3e kwartaal;20
5204;D41 Rente conform nationale rekeningen;Gemeenten;2020 4e kwartaal;19
5205;D41 Rente conform nationale rekeningen;Gemeenten;2020;110
5206;D41 Rente conform nationale rekeningen;Gemeenten;2021 1e kwartaal;-8
5207;D41 Rente conform nationale rekeningen;Gemeenten;2021 2e kwartaal;14
5208;D41 Rente conform nationale rekeningen;Gemeenten;2021 3e kwartaal;-3
5209;D41 Rente conform nationale rekeningen;Gemeenten;2021 4e kwartaal;15
5210;D41 Rente conform nationale rekeningen;Gemeenten;2021;18
5211;D41 Rente conform nationale rekeningen;Gemeenten;2022 1e kwartaal;35
5212;D41 Rente conform nationale rekeningen;Gemeenten;2022 2e kwartaal;96
5213;D41 Rente conform nationale rekeningen;Gemeenten;2022 3e kwartaal;124
5214;D41 Rente conform nationale rekeningen;Gemeenten;2022 4e kwartaal;176
5215;D41 Rente conform nationale rekeningen;Gemeenten;2022;431
5216;D41 Rente conform nationale rekeningen;Gemeenten;2023 1e kwartaal;203
5217;D41 Rente conform nationale rekeningen;Gemeenten;2023 2e kwartaal;210
5218;D41 Rente conform nationale rekeningen;Gemeenten;2023 3e kwartaal;170
5219;D41 Rente conform nationale rekeningen;Gemeenten;2023 4e kwartaal;196
5220;D41 Rente conform nationale rekeningen;Gemeenten;2023;779
5221;D41 Rente conform nationale rekeningen;Gemeenten;2024 1e kwartaal;208
5222;D41 Rente conform nationale rekeningen;Gemeenten;2024 2e kwartaal;218
5223;D41 Rente conform nationale rekeningen;Gemeenten;2024 3e kwartaal;206
5224;D41 Rente conform nationale rekeningen;Gemeenten;2024 4e kwartaal;198
5225;D41 Rente conform nationale rekeningen;Gemeenten;2024;830
5226;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1995;74
5227;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1996;65
5228;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1997;67
5229;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1998;62
5230;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1999 1e kwartaal;14
5231;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1999 2e kwartaal;14
5232;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1999 3e kwartaal;15
5233;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1999 4e kwartaal;15
5234;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;1999;58
5235;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2000 1e kwartaal;15
5236;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2000 2e kwartaal;16
5237;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2000 3e kwartaal;15
5238;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2000 4e kwartaal;15
5239;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2000;61
5240;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2001 1e kwartaal;16
5241;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2001 2e kwartaal;17
5242;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2001 3e kwartaal;16
5243;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2001 4e kwartaal;13
5244;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2001;62
5245;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2002 1e kwartaal;14
5246;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2002 2e kwartaal;15
5247;D41 Rente conform nationale rekeningen;Gemeenschappelijke regelingen;2002 3e kwartaal;13
