ID;Nationality;Periods;TotalResidencePermitsAsylum_1;RefugeeStatusBeneficiaryStatus_2;HumanitarianReasons_3;TotalOrdinaryResidencePermit_4;TotalFamilyReunificationFormation_5;HusbandWife_6;ChildUnder18_7;OtherFamilyReunification_8;Study_9;TotalLabour_10;HighlySkilledMigrantBlueCardHolder_11;Researcher_12;OtherLabour_13;VictimOfHumanTrade_14;OtherOrdinary_15;SinglePermitGVVA_16
283;Canadian;2019;0;0.0;0.0;1815;345;185;115;45;595;320;195;50;70;0;560;
284;Canadian;2020;0;0.0;0.0;945;265;160;75;30;175;260;165;40;55;0;250;
285;Canadian;2021;0;0.0;0.0;1060;305;175;115;15;320;240;170;25;45;0;195;
286;Canadian;2022;0;0.0;0.0;1565;330;190;115;25;620;320;225;45;50;0;295;
287;Canadian;2023;0;0.0;0.0;1645;365;200;135;25;610;330;205;50;75;0;340;
288;Chilean;2008;0;0.0;0.0;120;50;25;10;15;35;25;15;5;5;0;10;
289;Chilean;2009;0;0.0;0.0;130;65;35;15;15;35;20;5;10;5;0;10;
290;Chilean;2010;0;0.0;0.0;115;50;25;15;15;30;20;10;5;5;0;10;
291;Chilean;2011;0;0.0;0.0;155;60;30;5;25;55;25;10;10;5;0;15;
292;Chilean;2012;0;0.0;0.0;150;70;30;25;15;45;25;5;10;5;0;20;
293;Chilean;2013;0;0.0;0.0;190;75;40;25;10;60;35;10;15;5;0;20;
294;Chilean;2014;0;0.0;0.0;190;50;30;20;0;85;30;5;20;5;0;25;
295;Chilean;2015;0;0.0;0.0;250;50;35;10;5;120;50;20;20;15;0;30;
296;Chilean;2016;0;0.0;0.0;280;75;50;25;5;120;55;20;35;0;0;30;
297;Chilean;2017;0;0.0;0.0;305;80;50;15;10;145;50;20;30;5;0;30;
298;Chilean;2018;0;0.0;0.0;305;75;50;15;10;125;65;25;30;5;0;40;
299;Chilean;2019;0;0.0;0.0;335;105;65;25;15;140;60;25;30;10;0;30;
300;Chilean;2020;0;0.0;0.0;215;70;40;25;10;55;50;25;20;5;0;35;
301;Chilean;2021;0;0.0;0.0;335;115;60;30;25;135;50;20;20;10;0;35;
302;Chilean;2022;0;0.0;0.0;350;125;65;45;15;105;75;45;30;5;0;50;
303;Chilean;2023;0;0.0;0.0;325;105;50;30;25;105;70;35;35;5;0;45;
304;Chinese;2008;110;0.0;0.0;5745;1280;660;565;55;1850;1340;350;230;765;0;1270;
305;Chinese;2009;120;85.0;35.0;5485;1070;565;450;55;2265;1725;310;350;1070;0;420;
306;Chinese;2010;205;160.0;50.0;4775;1120;635;430;50;2225;1335;350;385;600;0;95;
307;Chinese;2011;230;190.0;40.0;5480;1175;675;445;55;2445;1770;320;430;1020;20;75;
308;Chinese;2012;125;80.0;50.0;5870;1190;605;525;65;2505;2100;385;535;1185;15;55;
309;Chinese;2013;85;50.0;30.0;6080;1755;910;795;50;2695;1555;500;645;410;15;55;
310;Chinese;2014;110;65.0;45.0;5625;1635;825;780;35;2580;1330;505;620;200;5;75;
311;Chinese;2015;70;40.0;30.0;6170;1490;730;745;15;2850;1725;485;680;560;10;95;
312;Chinese;2016;60;30.0;30.0;6265;1570;790;760;15;2930;1675;520;820;335;5;85;
313;Chinese;2017;150;130.0;20.0;7120;1715;795;895;20;3015;2275;490;870;915;0;110;
314;Chinese;2018;100;80.0;20.0;7365;1560;745;760;60;3040;2655;490;970;1195;0;105;
315;Chinese;2019;130;105.0;20.0;8555;1830;800;935;95;3180;3245;520;1100;1620;5;295;
316;Chinese;2020;100;75.0;25.0;5045;1060;470;525;65;2020;1840;390;835;615;5;125;
317;Chinese;2021;180;120.0;60.0;6455;990;440;480;70;3220;2130;595;1225;310;0;115;
318;Chinese;2022;165;105.0;60.0;6690;1140;500;570;65;3065;2355;725;1245;385;5;130;
319;Chinese;2023;150;65.0;85.0;8890;1850;830;925;90;3845;3055;910;1140;1000;0;145;
320;Colombian;2008;20;0.0;0.0;400;200;90;50;60;105;75;30;5;45;0;15;
321;Colombian;2009;20;5.0;15.0;475;205;110;35;60;140;105;30;15;60;0;25;
322;Colombian;2010;5;5.0;5.0;500;180;80;40;60;180;125;25;20;80;0;15;
323;Colombian;2011;5;5.0;0.0;485;185;100;35;50;150;135;30;25;80;0;20;
324;Colombian;2012;0;0.0;0.0;420;150;65;25;60;140;115;20;25;75;0;15;
325;Colombian;2013;0;0.0;0.0;565;195;95;70;30;160;155;30;50;80;0;50;
326;Colombian;2014;0;0.0;0.0;450;130;85;30;10;155;120;25;45;50;0;45;
327;Colombian;2015;0;0.0;0.0;495;105;80;20;5;220;130;35;55;40;0;45;
328;Colombian;2016;0;0.0;0.0;565;120;90;20;10;245;120;40;35;45;0;80;
329;Colombian;2017;5;5.0;0.0;640;155;115;25;15;230;175;60;45;70;5;80;
330;Colombian;2018;5;0.0;5.0;785;240;160;40;40;255;200;70;55;75;0;95;
331;Colombian;2019;10;10.0;0.0;895;285;160;45;80;230;185;95;55;35;0;190;
332;Colombian;2020;35;25.0;5.0;625;230;130;40;60;135;120;65;35;25;10;135;
333;Colombian;2021;95;70.0;25.0;880;330;220;55;55;235;165;90;45;30;5;145;
334;Colombian;2022;90;60.0;30.0;915;285;175;55;60;235;225;145;60;20;5;165;
335;Colombian;2023;85;55.0;30.0;895;360;210;55;95;205;165;100;45;20;5;160;
336;Congolese;2008;160;0.0;0.0;430;65;15;40;10;5;0;0;0;0;0;360;
337;Congolese;2009;105;55.0;50.0;150;70;15;45;10;5;0;0;0;0;0;70;
338;Congolese;2010;100;65.0;35.0;90;55;10;35;5;0;0;0;0;0;0;35;
339;Congolese;2011;140;90.0;45.0;80;60;10;45;5;5;5;0;0;0;0;10;
340;Congolese;2012;75;45.0;30.0;85;70;10;55;5;5;5;0;5;0;5;5;
341;Congolese;2013;130;30.0;100.0;135;105;10;80;20;5;5;5;5;0;5;15;
342;Congolese;2014;45;20.0;25.0;35;25;0;20;5;0;5;0;0;0;5;5;
343;Congolese;2015;30;20.0;10.0;45;30;0;20;10;5;5;0;5;0;0;5;
344;Congolese;2016;30;10.0;20.0;35;20;5;10;10;5;0;0;0;0;5;5;
345;Congolese;2017;35;25.0;15.0;60;35;5;15;20;5;5;0;5;0;5;10;
346;Congolese;2018;150;75.0;75.0;45;30;5;10;15;5;5;0;0;0;5;5;
347;Congolese;2019;45;40.0;5.0;40;25;5;10;15;5;5;0;0;0;0;10;
348;Congolese;2020;5;0.0;5.0;25;15;0;10;5;5;0;0;0;0;0;5;
349;Congolese;2021;15;15.0;0.0;20;15;0;10;5;0;0;0;0;0;0;0;
350;Congolese;2022;5;0.0;5.0;35;25;5;5;10;5;0;0;0;0;0;5;
351;Congolese;2023;5;5.0;0.0;30;20;0;5;15;5;0;0;0;0;0;5;
352;Congolese (Democratic Republic);2008;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
353;Congolese (Democratic Republic);2009;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
354;Congolese (Democratic Republic);2010;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
355;Congolese (Democratic Republic);2011;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
356;Congolese (Democratic Republic);2012;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
357;Congolese (Democratic Republic);2013;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
358;Congolese (Democratic Republic);2014;5;0.0;5.0;45;40;0;40;0;0;0;0;0;0;0;0;
359;Congolese (Democratic Republic);2015;75;25.0;55.0;50;50;5;45;0;0;0;0;0;0;0;0;
360;Congolese (Democratic Republic);2016;45;15.0;30.0;40;35;5;25;0;5;5;5;0;0;0;0;
361;Congolese (Democratic Republic);2017;10;0.0;10.0;15;15;5;10;0;0;0;0;0;0;0;0;
362;Congolese (Democratic Republic);2018;35;5.0;30.0;35;35;5;25;5;5;0;0;0;0;0;0;
363;Congolese (Democratic Republic);2019;45;35.0;5.0;40;25;5;20;0;5;0;0;0;0;0;10;
364;Congolese (Democratic Republic);2020;10;0.0;10.0;50;45;5;20;20;5;0;0;0;0;0;5;
365;Congolese (Democratic Republic);2021;40;35.0;5.0;60;55;15;30;10;5;0;0;0;0;0;0;
366;Congolese (Democratic Republic);2022;200;195.0;10.0;50;45;10;15;15;5;0;5;0;5;0;0;
367;Congolese (Democratic Republic);2023;140;135.0;10.0;70;50;15;35;5;5;10;5;0;5;0;0;
368;Costa Rican;2008;0;0.0;0.0;40;15;10;0;0;15;10;5;0;0;0;0;
369;Costa Rican;2009;0;0.0;0.0;50;20;10;5;5;25;5;0;0;0;0;0;
370;Costa Rican;2010;0;0.0;0.0;55;15;10;5;0;25;5;5;0;5;0;5;
371;Costa Rican;2011;0;0.0;0.0;50;15;10;0;5;20;10;5;0;5;0;0;
372;Costa Rican;2012;0;0.0;0.0;60;15;10;0;5;25;15;5;0;10;0;5;
373;Costa Rican;2013;0;0.0;0.0;55;15;10;0;0;15;25;5;10;10;0;5;
374;Costa Rican;2014;0;0.0;0.0;70;25;20;5;0;25;20;5;5;10;0;0;
375;Costa Rican;2015;0;0.0;0.0;65;15;10;0;0;30;15;5;5;5;0;5;
376;Costa Rican;2016;0;0.0;0.0;55;10;5;5;0;25;15;10;5;0;0;5;
377;Costa Rican;2017;0;0.0;0.0;65;25;15;10;5;25;10;5;5;0;0;5;
378;Costa Rican;2018;0;0.0;0.0;105;30;15;10;0;30;40;25;10;0;0;5;
379;Costa Rican;2019;0;0.0;0.0;125;45;25;10;10;25;45;35;5;5;0;15;
380;Costa Rican;2020;0;0.0;0.0;85;40;25;5;5;20;20;15;5;0;0;5;
381;Costa Rican;2021;0;0.0;0.0;100;30;20;5;10;20;35;25;5;5;0;15;
382;Costa Rican;2022;0;0.0;0.0;145;60;35;20;5;20;60;55;5;0;0;5;
383;Costa Rican;2023;0;0.0;0.0;115;40;25;10;5;25;30;20;5;5;0;15;
384;Cuban;2008;0;0.0;0.0;80;65;30;20;15;0;5;0;0;0;0;10;
385;Cuban;2009;0;0.0;0.0;65;55;30;10;15;0;5;0;0;0;0;5;
386;Cuban;2010;5;5.0;0.0;75;55;40;10;10;5;5;0;0;5;0;5;
387;Cuban;2011;0;0.0;0.0;60;45;25;10;10;0;10;0;0;10;0;5;
388;Cuban;2012;0;0.0;0.0;40;35;20;5;10;0;0;0;0;0;0;0;
389;Cuban;2013;0;0.0;0.0;60;50;25;15;5;5;0;0;0;0;0;10;
390;Cuban;2014;0;0.0;0.0;40;25;20;5;0;5;5;5;0;0;0;5;
391;Cuban;2015;5;0.0;0.0;50;30;25;5;0;5;5;0;5;0;0;5;
392;Cuban;2016;0;0.0;0.0;45;25;20;5;0;5;5;0;5;0;0;10;
393;Cuban;2017;0;0.0;0.0;50;25;20;5;0;5;10;5;5;0;0;10;
394;Cuban;2018;10;10.0;0.0;60;35;25;5;5;5;10;0;0;5;0;10;
395;Cuban;2019;20;15.0;0.0;90;50;30;10;10;5;20;10;10;0;0;20;
396;Cuban;2020;10;10.0;0.0;70;45;25;10;15;5;20;5;15;0;0;5;
397;Cuban;2021;30;20.0;10.0;70;40;25;5;10;5;10;5;5;0;0;15;
398;Cuban;2022;15;15.0;5.0;55;40;25;5;15;5;0;10;5;0;0;10;
399;Cuban;2023;10;10.0;0.0;65;45;20;15;10;5;0;5;0;0;0;10;
400;Dominican (from Republic);2008;0;0.0;0.0;140;125;45;60;15;0;0;0;0;0;0;15;
401;Dominican (from Republic);2009;0;0.0;0.0;160;135;35;40;60;10;0;0;0;0;0;15;
402;Dominican (from Republic);2010;0;0.0;0.0;125;120;45;35;40;0;0;0;0;0;0;5;
403;Dominican (from Republic);2011;0;0.0;0.0;125;110;45;35;30;5;5;0;0;0;0;10;
404;Dominican (from Republic);2012;0;0.0;0.0;105;95;30;25;40;0;0;0;0;0;0;5;
405;Dominican (from Republic);2013;0;0.0;0.0;140;110;45;55;15;0;5;0;0;0;0;20;
406;Dominican (from Republic);2014;0;0.0;0.0;100;85;40;35;10;0;0;0;0;0;0;15;
407;Dominican (from Republic);2015;0;0.0;0.0;115;60;25;30;5;5;0;0;0;0;0;50;
408;Dominican (from Republic);2016;0;0.0;0.0;90;45;20;15;10;5;0;0;0;0;0;35;
409;Dominican (from Republic);2017;0;0.0;0.0;115;65;30;20;15;5;10;5;0;0;0;40;
410;Dominican (from Republic);2018;0;0.0;0.0;150;100;35;25;40;5;5;5;0;0;0;40;
411;Dominican (from Republic);2019;0;0.0;0.0;175;130;45;35;50;5;5;5;0;0;0;30;
412;Dominican (from Republic);2020;0;0.0;0.0;125;105;25;25;55;5;5;0;0;0;0;15;
413;Dominican (from Republic);2021;0;0.0;0.0;125;85;30;15;40;5;5;5;0;0;0;30;
414;Dominican (from Republic);2022;0;0.0;0.0;150;120;30;25;65;5;0;10;0;5;0;30;
415;Dominican (from Republic);2023;0;0.0;0.0;170;125;30;20;70;5;5;5;0;0;0;35;
416;Ecuadorian;2008;0;0.0;0.0;150;95;45;25;25;25;15;5;0;10;0;10;
417;Ecuadorian;2009;0;0.0;0.0;125;55;20;10;25;30;25;0;5;15;0;20;
418;Ecuadorian;2010;0;0.0;0.0;135;55;25;10;20;40;30;5;5;20;0;10;
419;Ecuadorian;2011;5;0.0;5.0;125;45;20;10;15;45;30;5;0;25;0;10;
420;Ecuadorian;2012;0;0.0;0.0;125;50;25;5;20;50;20;5;5;10;0;5;
421;Ecuadorian;2013;0;0.0;0.0;155;60;25;20;15;55;30;5;10;15;0;10;
422;Ecuadorian;2014;0;0.0;0.0;135;40;25;10;5;65;15;5;10;5;0;15;
423;Ecuadorian;2015;0;0.0;0.0;165;35;20;10;5;90;20;5;10;5;0;20;
424;Ecuadorian;2016;0;0.0;0.0;160;45;35;10;0;70;20;5;10;10;0;25;
425;Ecuadorian;2017;0;0.0;0.0;195;35;15;10;10;120;20;5;10;5;0;20;
426;Ecuadorian;2018;0;0.0;0.0;200;35;20;5;5;110;25;5;5;15;0;35;
427;Ecuadorian;2019;0;0.0;0.0;170;50;35;5;15;65;30;5;10;15;0;25;
428;Ecuadorian;2020;0;0.0;0.0;115;30;15;10;5;40;20;5;10;10;0;20;
429;Ecuadorian;2021;0;0.0;0.0;170;55;25;10;20;60;30;10;10;10;0;25;
430;Ecuadorian;2022;0;0.0;0.0;175;55;30;10;20;45;40;20;10;15;0;30;
431;Ecuadorian;2023;0;0.0;0.0;165;55;40;5;10;40;45;15;15;15;0;25;
432;Egyptian;2008;5;0.0;0.0;385;295;180;65;50;25;50;40;5;5;0;20;
433;Egyptian;2009;20;15.0;5.0;430;355;185;60;110;20;45;20;15;10;0;15;
434;Egyptian;2010;10;5.0;5.0;425;320;185;45;95;55;40;20;10;15;0;10;
435;Egyptian;2011;5;5.0;0.0;370;255;135;60;60;30;75;45;5;20;0;10;
436;Egyptian;2012;40;25.0;15.0;410;275;135;85;55;40;80;45;10;20;5;15;
437;Egyptian;2013;50;30.0;15.0;550;330;170;145;15;65;115;85;20;15;0;35;
438;Egyptian;2014;50;25.0;25.0;515;300;155;130;15;50;95;70;15;10;0;70;
439;Egyptian;2015;35;30.0;5.0;520;220;130;85;10;85;105;75;20;10;0;105;
440;Egyptian;2016;25;10.0;15.0;705;300;180;105;10;115;170;130;20;15;0;125;
441;Egyptian;2017;65;35.0;30.0;780;355;195;140;20;135;205;170;20;15;0;90;
442;Egyptian;2018;60;35.0;30.0;920;425;205;160;55;175;240;200;20;15;0;85;
443;Egyptian;2019;30;25.0;5.0;1235;575;235;210;130;225;310;230;35;45;0;125;
444;Egyptian;2020;80;45.0;35.0;840;425;175;180;70;175;170;130;20;25;0;65;
445;Egyptian;2021;160;85.0;75.0;1065;490;225;195;70;200;285;225;20;40;0;90;
446;Egyptian;2022;150;95.0;55.0;1295;640;285;290;70;170;410;340;30;40;0;75;
447;Egyptian;2023;150;70.0;80.0;1080;580;255;245;80;155;280;215;20;45;0;65;
448;Eritrean;2008;160;0.0;0.0;50;10;5;5;0;20;0;0;0;0;0;20;
449;Eritrean;2009;245;215.0;30.0;35;10;5;5;0;20;5;0;5;0;0;5;
450;Eritrean;2010;315;270.0;45.0;40;15;10;5;0;20;5;0;0;0;0;0;
451;Eritrean;2011;480;425.0;55.0;35;15;10;5;0;20;0;0;0;0;0;0;
452;Eritrean;2012;280;255.0;25.0;30;10;0;5;0;15;0;0;0;0;0;0;
453;Eritrean;2013;715;575.0;140.0;30;10;5;5;0;15;0;0;0;0;0;5;
454;Eritrean;2014;3745;3475.0;265.0;45;30;5;20;5;15;0;0;0;0;0;0;
455;Eritrean;2015;5945;4905.0;1040.0;185;170;10;85;75;10;0;0;0;0;0;5;
456;Eritrean;2016;4625;3300.0;1325.0;595;585;10;440;140;10;0;0;0;0;0;0;
457;Eritrean;2017;4430;1530.0;2900.0;1135;1120;5;715;400;5;5;0;0;0;0;5;
458;Eritrean;2018;3135;535.0;2600.0;1925;1915;5;1115;795;5;0;0;0;0;5;5;
459;Eritrean;2019;2430;610.0;1820.0;2050;2000;10;1310;680;5;0;0;0;0;0;45;
460;Eritrean;2020;1605;495.0;1110.0;1475;1465;15;1075;370;5;5;0;0;0;0;5;
461;Eritrean;2021;1565;740.0;825.0;1090;1080;35;800;245;5;0;0;0;0;0;5;
462;Eritrean;2022;1110;550.0;560.0;1300;1290;120;525;645;10;0;0;0;0;0;5;
463;Eritrean;2023;1225;995.0;235.0;895;890;160;420;310;0;0;0;0;0;0;5;
464;Ethiopian;2008;100;0.0;0.0;370;100;25;70;5;170;25;5;10;5;0;75;
465;Ethiopian;2009;80;35.0;40.0;355;90;25;55;5;205;40;5;30;5;0;20;
466;Ethiopian;2010;30;25.0;10.0;290;65;25;35;5;175;45;0;35;5;0;10;
467;Ethiopian;2011;135;75.0;55.0;245;60;20;35;5;140;40;0;35;5;0;0;
468;Ethiopian;2012;30;20.0;5.0;270;50;20;30;0;165;45;5;35;5;0;5;
469;Ethiopian;2013;55;30.0;25.0;270;75;30;45;5;140;50;0;40;5;0;5;
470;Ethiopian;2014;85;35.0;50.0;165;45;25;15;5;85;35;5;30;5;0;0;
471;Ethiopian;2015;70;35.0;35.0;240;70;20;40;10;105;55;5;45;5;0;10;
472;Ethiopian;2016;130;75.0;55.0;235;80;40;40;5;100;55;5;40;5;0;5;
473;Ethiopian;2017;110;60.0;50.0;175;75;20;45;10;55;40;5;30;0;0;5;
474;Ethiopian;2018;115;40.0;75.0;185;90;30;35;25;45;45;5;40;0;0;5;
475;Ethiopian;2019;45;10.0;30.0;240;120;40;55;25;50;40;0;35;10;0;30;
476;Ethiopian;2020;25;10.0;15.0;190;100;20;50;25;60;25;5;15;5;0;5;
477;Ethiopian;2021;95;60.0;35.0;225;130;35;50;45;50;40;10;25;5;0;5;
478;Ethiopian;2022;160;125.0;35.0;210;110;30;40;40;50;40;15;20;5;0;15;
479;Ethiopian;2023;120;75.0;45.0;280;140;55;60;25;80;60;15;30;15;0;5;
480;Philippine;2008;0;0.0;0.0;1275;430;265;125;35;50;720;95;0;620;0;80;
481;Philippine;2009;0;0.0;0.0;1190;430;280;120;30;50;675;40;5;630;0;40;
482;Philippine;2010;0;0.0;0.0;1070;405;255;120;30;45;605;40;5;555;0;20;
483;Philippine;2011;0;0.0;0.0;910;415;280;100;35;35;440;35;10;400;0;20;
484;Philippine;2012;0;0.0;0.0;880;355;220;100;40;35;450;75;10;370;10;25;
485;Philippine;2013;0;0.0;0.0;1170;515;330;165;20;50;575;70;15;490;5;30;
486;Philippine;2014;0;0.0;0.0;1055;450;315;130;5;60;450;60;5;385;55;35;
487;Philippine;2015;5;0.0;5.0;960;445;305;130;10;55;420;85;10;325;0;35;
488;Philippine;2016;5;0.0;5.0;1085;460;335;110;15;100;460;65;10;385;5;65;
489;Philippine;2017;5;0.0;5.0;1220;575;375;175;25;95;495;95;5;390;5;55;
490;Philippine;2018;5;0.0;5.0;1370;610;390;150;65;105;555;90;10;455;15;90;
491;Philippine;2019;5;0.0;5.0;1525;680;410;160;115;80;210;170;10;35;0;555;
492;Philippine;2020;0;0.0;0.0;1225;560;335;150;80;70;100;55;10;30;0;495;
493;Philippine;2021;0;0.0;0.0;1500;640;380;155;105;85;185;130;15;45;0;580;
494;Philippine;2022;5;0.0;5.0;1810;730;405;220;100;80;350;250;20;80;0;650;
495;Philippine;2023;0;0.0;0.0;2050;840;480;230;125;65;320;250;15;55;0;825;
496;Gambian;2008;5;0.0;0.0;55;45;30;5;5;5;0;0;0;0;0;5;
497;Gambian;2009;0;0.0;0.0;35;35;20;10;5;0;0;0;0;0;0;0;
498;Gambian;2010;5;5.0;0.0;60;55;35;15;5;0;0;0;0;0;0;5;
499;Gambian;2011;5;5.0;0.0;65;50;30;15;0;5;0;0;0;0;5;5;
500;Gambian;2012;0;0.0;0.0;20;20;10;5;5;0;0;0;0;0;0;0;
501;Gambian;2013;5;5.0;0.0;50;40;25;10;5;0;0;0;0;0;0;5;
502;Gambian;2014;10;10.0;0.0;55;50;35;10;5;0;0;0;0;0;0;5;
503;Gambian;2015;15;10.0;5.0;65;45;25;15;5;10;0;0;0;0;0;5;
504;Gambian;2016;5;5.0;0.0;70;60;50;10;5;5;0;0;0;0;0;5;
505;Gambian;2017;10;10.0;0.0;80;70;35;25;10;5;0;0;0;0;0;10;
506;Gambian;2018;10;5.0;5.0;110;90;55;25;5;5;0;0;0;0;10;5;
507;Gambian;2019;10;10.0;0.0;130;105;55;25;20;0;0;0;0;0;15;5;
508;Gambian;2020;10;10.0;0.0;105;80;40;20;20;5;5;0;0;5;5;15;
509;Gambian;2021;40;30.0;10.0;115;100;65;20;15;5;0;0;0;0;0;10;
510;Gambian;2022;20;20.0;5.0;110;95;50;30;20;5;5;0;0;0;0;5;
511;Gambian;2023;20;20.0;0.0;115;100;55;15;25;5;5;0;0;0;0;10;
512;Georgian;2008;5;0.0;0.0;160;30;15;5;10;45;15;10;0;5;0;70;
513;Georgian;2009;5;0.0;5.0;150;55;30;15;10;65;10;0;0;10;0;20;
514;Georgian;2010;5;0.0;5.0;105;35;15;5;15;50;10;0;0;10;0;10;
515;Georgian;2011;5;5.0;0.0;80;35;15;10;10;30;10;5;0;5;0;5;
516;Georgian;2012;5;0.0;0.0;90;45;20;15;10;35;5;0;0;0;0;5;
517;Georgian;2013;10;0.0;10.0;130;55;20;25;10;45;15;5;0;5;0;20;
518;Georgian;2014;5;5.0;0.0;105;30;15;10;5;40;15;10;5;5;0;15;
519;Georgian;2015;0;0.0;0.0;100;20;10;10;5;50;10;5;0;0;0;20;
520;Georgian;2016;5;5.0;0.0;140;40;25;15;5;55;10;5;5;0;0;30;
521;Georgian;2017;5;5.0;0.0;155;35;20;10;5;70;20;15;0;5;0;30;
522;Georgian;2018;0;0.0;0.0;165;45;30;5;10;70;15;15;0;0;0;35;
523;Georgian;2019;0;0.0;0.0;200;50;25;10;10;90;25;15;5;5;0;40;
524;Georgian;2020;5;5.0;0.0;125;30;10;15;10;55;20;10;5;0;0;25;
525;Georgian;2021;0;0.0;0.0;185;35;25;10;5;95;20;15;0;0;0;30;
526;Georgian;2022;10;5.0;5.0;200;55;30;15;15;75;45;35;0;5;0;25;
527;Georgian;2023;0;0.0;0.0;225;70;40;20;15;85;25;20;5;5;0;40;
528;Ghanaian;2008;0;0.0;0.0;820;565;210;230;125;105;25;0;10;10;0;125;
529;Ghanaian;2009;0;0.0;0.0;795;570;160;210;200;105;35;5;20;10;0;90;
530;Ghanaian;2010;0;0.0;0.0;710;525;175;195;150;100;30;5;15;10;0;55;
531;Ghanaian;2011;0;0.0;0.0;690;555;270;165;115;75;30;5;10;10;10;25;
532;Ghanaian;2012;0;0.0;0.0;580;445;150;150;145;85;25;0;15;5;15;10;
533;Ghanaian;2013;0;0.0;0.0;680;450;190;210;50;85;35;5;25;5;10;100;
534;Ghanaian;2014;0;0.0;0.0;530;380;150;205;25;60;25;0;20;5;0;60;
535;Ghanaian;2015;5;5.0;0.0;585;325;120;185;20;80;35;5;25;10;5;145;
536;Ghanaian;2016;5;5.0;0.0;575;295;140;140;15;125;20;5;10;5;5;130;
537;Ghanaian;2017;0;0.0;0.0;600;365;150;150;65;105;35;0;25;5;0;100;
538;Ghanaian;2018;10;0.0;5.0;645;430;170;140;115;90;40;5;25;10;0;90;
539;Ghanaian;2019;5;5.0;0.0;755;480;140;180;155;120;60;5;20;35;10;85;
540;Ghanaian;2020;0;0.0;0.0;510;355;125;145;85;75;35;10;5;15;0;45;
541;Ghanaian;2021;5;5.0;0.0;565;375;135;135;105;80;55;10;20;25;0;50;
542;Ghanaian;2022;0;0.0;0.0;675;475;195;160;115;75;75;25;15;30;0;55;
543;Ghanaian;2023;5;5.0;0.0;920;640;220;210;210;140;70;15;25;30;0;70;
544;Guinean;2008;125;0.0;0.0;315;25;15;0;10;0;0;0;0;0;0;285;
545;Guinean;2009;105;80.0;20.0;125;40;15;10;15;0;0;0;0;0;0;90;
546;Guinean;2010;125;90.0;35.0;50;15;5;5;5;0;0;0;0;0;0;35;
547;Guinean;2011;100;85.0;15.0;75;25;5;5;10;0;0;0;0;0;40;10;
548;Guinean;2012;85;60.0;25.0;70;30;5;20;5;0;0;0;0;0;35;5;
549;Guinean;2013;65;40.0;25.0;80;40;10;25;5;0;0;0;0;0;20;15;
550;Guinean;2014;85;60.0;25.0;65;35;5;20;10;0;0;0;0;0;15;10;
551;Guinean;2015;65;30.0;30.0;50;30;5;20;10;0;0;0;0;0;5;10;
552;Guinean;2016;40;35.0;5.0;70;45;5;25;15;0;0;0;0;0;10;15;
553;Guinean;2017;35;25.0;10.0;80;55;10;20;20;0;0;0;0;0;10;10;
554;Guinean;2018;35;20.0;15.0;95;65;10;25;35;0;0;0;0;0;10;15;
555;Guinean;2019;25;20.0;10.0;100;80;5;40;30;0;0;0;0;0;15;10;
556;Guinean;2020;35;30.0;5.0;75;55;5;25;25;0;0;0;0;0;10;10;
557;Guinean;2021;65;50.0;15.0;75;55;10;30;15;0;0;0;0;0;5;15;
558;Guinean;2022;40;40.0;5.0;95;80;15;35;30;0;0;0;0;0;0;15;
559;Guinean;2023;35;25.0;15.0;95;80;5;25;50;0;0;0;0;0;5;10;
560;Haitian;2008;0;0.0;0.0;90;85;0;85;0;0;0;0;0;0;0;0;
561;Haitian;2009;0;0.0;0.0;60;55;0;55;0;0;0;0;0;0;0;0;
562;Haitian;2010;0;0.0;0.0;135;80;0;75;5;0;0;0;0;0;0;50;
563;Haitian;2011;0;0.0;0.0;5;0;0;0;0;0;0;0;0;0;0;0;
564;Haitian;2012;0;0.0;0.0;5;0;0;0;0;0;0;0;0;0;0;0;
565;Haitian;2013;0;0.0;0.0;15;15;0;15;0;0;0;0;0;0;0;0;
566;Haitian;2014;0;0.0;0.0;20;15;0;10;0;5;0;0;0;0;0;0;
567;Haitian;2015;0;0.0;0.0;10;5;0;5;0;0;0;0;0;0;0;0;
568;Haitian;2016;0;0.0;0.0;10;5;0;5;0;0;0;0;0;0;0;0;
569;Haitian;2017;0;0.0;0.0;15;15;0;15;0;0;0;0;0;0;0;0;
570;Haitian;2018;0;0.0;0.0;5;5;0;0;0;0;0;0;0;0;0;0;
571;Haitian;2019;0;0.0;0.0;20;10;0;5;5;5;0;0;0;0;0;5;
572;Haitian;2020;0;0.0;0.0;20;15;5;5;5;0;0;0;0;0;0;0;
573;Haitian;2021;0;0.0;0.0;5;5;0;0;0;0;0;0;0;0;0;0;
574;Haitian;2022;0;0.0;0.0;10;10;0;5;5;5;0;0;0;0;0;0;
575;Haitian;2023;0;0.0;0.0;10;5;5;0;0;0;0;0;0;0;0;0;
576;Indian;2008;0;0.0;0.0;3815;1165;695;420;50;315;2260;2115;30;110;0;70;
