ID;Nationality;Periods;TotalResidencePermitsAsylum_1;RefugeeStatusBeneficiaryStatus_2;HumanitarianReasons_3;TotalOrdinaryResidencePermit_4;TotalFamilyReunificationFormation_5;HusbandWife_6;ChildUnder18_7;OtherFamilyReunification_8;Study_9;TotalLabour_10;HighlySkilledMigrantBlueCardHolder_11;Researcher_12;OtherLabour_13;VictimOfHumanTrade_14;OtherOrdinary_15;SinglePermitGVVA_16
164;Bengali;2012;5;5.0;0.0;130;45;30;15;0;50;35;20;10;5;0;0;
165;Bengali;2013;10;5.0;10.0;180;70;30;40;5;80;25;10;10;5;0;5;
166;Bengali;2014;5;5.0;0.0;135;45;25;15;0;50;40;15;25;0;0;0;
167;Bengali;2015;5;0.0;5.0;235;55;35;20;0;110;60;35;15;10;0;10;
168;Bengali;2016;10;10.0;0.0;315;65;40;25;0;200;40;15;20;5;0;15;
169;Bengali;2017;5;5.0;0.0;265;80;40;15;20;145;25;15;10;5;0;15;
170;Bengali;2018;0;0.0;0.0;230;70;45;25;5;80;50;25;15;10;0;30;
171;Bengali;2019;5;5.0;0.0;380;100;45;40;15;215;50;15;15;20;0;15;
172;Bengali;2020;5;0.0;0.0;400;90;55;30;5;265;40;15;15;10;0;10;
173;Bengali;2021;20;10.0;10.0;815;170;110;60;0;575;60;25;15;20;0;15;
174;Bengali;2022;5;5.0;0.0;900;305;185;115;5;490;95;45;15;35;0;15;
175;Bengali;2023;5;5.0;5.0;890;340;215;110;20;440;85;30;10;50;0;20;
176;Bhutanese;2008;35;0.0;0.0;30;0;0;0;0;25;0;0;0;0;0;5;
177;Bhutanese;2009;45;25.0;25.0;45;0;0;0;0;45;0;0;0;0;0;0;
178;Bhutanese;2010;45;25.0;20.0;35;0;0;0;0;35;0;0;0;0;0;0;
179;Bhutanese;2011;55;40.0;15.0;20;0;0;0;0;20;0;0;0;0;0;0;
180;Bhutanese;2012;0;0.0;0.0;15;0;0;0;0;15;0;0;0;0;0;0;
181;Bhutanese;2013;0;0.0;0.0;25;5;0;0;0;20;0;0;0;0;0;0;
182;Bhutanese;2014;0;0.0;0.0;15;0;0;0;0;10;0;0;0;0;0;0;
183;Bhutanese;2015;0;0.0;0.0;20;0;0;0;0;20;0;0;0;0;0;0;
184;Bhutanese;2016;0;0.0;0.0;10;0;0;0;0;5;0;0;0;0;0;0;
185;Bhutanese;2017;0;0.0;0.0;10;5;0;0;0;5;0;0;0;0;0;0;
186;Bhutanese;2018;0;0.0;0.0;25;0;0;0;0;20;0;0;0;0;0;5;
187;Bhutanese;2019;0;0.0;0.0;10;0;0;0;0;10;0;0;0;0;0;0;
188;Bhutanese;2020;0;0.0;0.0;5;0;0;0;0;5;0;0;0;0;0;0;
189;Bhutanese;2021;0;0.0;0.0;10;0;0;0;0;5;0;0;0;0;0;0;
190;Bhutanese;2022;0;0.0;0.0;10;0;0;0;0;5;0;0;0;0;0;0;
191;Bhutanese;2023;0;0.0;0.0;10;5;0;5;0;0;0;0;0;0;0;0;
192;Bolivian;2008;0;0.0;0.0;65;30;20;5;5;20;10;0;5;5;0;0;
193;Bolivian;2009;0;0.0;0.0;60;25;15;0;5;25;10;5;5;0;0;5;
194;Bolivian;2010;0;0.0;0.0;55;20;10;0;10;20;10;0;5;5;0;5;
195;Bolivian;2011;0;0.0;0.0;40;15;5;5;5;20;5;0;5;5;0;0;
196;Bolivian;2012;0;0.0;0.0;40;15;10;0;5;20;5;0;0;5;0;0;
197;Bolivian;2013;0;0.0;0.0;45;20;15;0;5;15;5;0;0;0;0;0;
198;Bolivian;2014;0;0.0;0.0;35;15;10;0;0;10;0;0;0;0;0;10;
199;Bolivian;2015;0;0.0;0.0;35;15;10;5;0;5;5;0;0;0;0;10;
200;Bolivian;2016;0;0.0;0.0;35;10;10;0;0;10;5;0;5;5;0;5;
201;Bolivian;2017;0;0.0;0.0;30;10;5;0;0;10;5;0;0;0;0;5;
202;Bolivian;2018;0;0.0;0.0;55;15;10;5;5;15;10;5;0;5;0;10;
203;Bolivian;2019;0;0.0;0.0;60;40;15;10;15;10;5;0;0;0;0;10;
204;Bolivian;2020;0;0.0;0.0;35;15;5;5;5;5;5;0;5;0;0;5;
205;Bolivian;2021;0;0.0;0.0;30;10;5;5;5;10;5;0;0;0;0;5;
206;Bolivian;2022;0;0.0;0.0;55;15;10;5;5;15;15;5;5;5;0;10;
207;Bolivian;2023;0;0.0;0.0;45;20;10;5;10;10;0;0;0;5;0;10;
208;Bosnian;2008;0;0.0;0.0;345;120;85;25;10;5;55;5;0;50;0;165;
209;Bosnian;2009;0;0.0;0.0;280;115;85;20;15;5;95;5;0;90;0;65;
210;Bosnian;2010;0;0.0;0.0;180;100;70;20;5;10;35;5;0;30;0;35;
211;Bosnian;2011;0;0.0;0.0;415;120;90;25;5;15;250;0;5;245;0;30;
212;Bosnian;2012;0;0.0;0.0;160;110;65;25;20;20;10;0;0;5;0;25;
213;Bosnian;2013;0;0.0;0.0;195;105;65;30;15;15;20;5;0;15;0;50;
214;Bosnian;2014;0;0.0;0.0;170;105;75;25;5;15;10;5;0;5;0;40;
215;Bosnian;2015;0;0.0;0.0;165;105;65;40;5;20;20;15;0;5;0;20;
216;Bosnian;2016;0;0.0;0.0;170;105;80;20;5;15;20;15;0;5;5;25;
217;Bosnian;2017;0;0.0;0.0;165;110;75;25;10;20;15;15;0;0;0;20;
218;Bosnian;2018;0;0.0;0.0;200;140;80;30;35;20;20;20;5;0;0;15;
219;Bosnian;2019;0;0.0;0.0;220;130;65;30;40;25;20;15;5;5;0;45;
220;Bosnian;2020;0;0.0;0.0;120;80;40;25;15;15;10;5;0;5;0;15;
221;Bosnian;2021;0;0.0;0.0;135;75;45;15;10;15;20;10;5;5;0;25;
222;Bosnian;2022;5;0.0;5.0;160;80;45;10;25;15;40;25;5;10;0;30;
223;Bosnian;2023;0;0.0;0.0;165;90;40;15;35;25;40;20;5;15;0;10;
224;Brazilian;2008;0;0.0;0.0;1315;765;380;175;210;135;340;135;50;160;0;75;
225;Brazilian;2009;0;0.0;0.0;1235;745;405;170;170;150;290;80;80;130;0;50;
226;Brazilian;2010;0;0.0;0.0;1220;660;340;160;160;180;310;100;70;145;0;70;
227;Brazilian;2011;0;0.0;0.0;1215;675;355;145;170;175;290;90;90;105;5;70;
228;Brazilian;2012;0;0.0;0.0;1175;495;245;100;150;335;290;75;110;105;10;45;
229;Brazilian;2013;0;0.0;0.0;1930;595;315;205;75;750;450;105;205;135;0;130;
230;Brazilian;2014;0;0.0;0.0;1785;445;285;130;30;785;445;130;235;80;5;105;
231;Brazilian;2015;0;0.0;0.0;2025;545;365;145;35;765;495;200;195;100;5;215;
232;Brazilian;2016;0;0.0;0.0;1720;585;395;135;55;340;490;260;125;105;0;305;
233;Brazilian;2017;0;0.0;0.0;2420;870;535;250;90;405;835;480;200;155;0;300;
234;Brazilian;2018;0;0.0;0.0;2925;1125;660;305;160;395;1055;635;205;210;5;350;
235;Brazilian;2019;0;0.0;0.0;3080;1215;705;305;205;365;875;625;185;70;5;620;
236;Brazilian;2020;0;0.0;0.0;2000;815;495;220;105;170;535;380;120;35;10;475;
237;Brazilian;2021;0;0.0;0.0;2740;1035;630;255;145;280;850;630;165;55;5;575;
238;Brazilian;2022;0;0.0;0.0;3175;1190;695;350;145;275;1070;860;155;50;10;630;
239;Brazilian;2023;0;0.0;0.0;2875;1140;620;305;210;270;785;550;175;55;5;675;
240;British;2008;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
241;British;2009;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
242;British;2010;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
243;British;2011;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
244;British;2012;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
245;British;2013;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
246;British;2014;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
247;British;2015;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
248;British;2016;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
249;British;2017;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
250;British;2018;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
251;British;2019;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
252;British;2020;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;
253;British;2021;0;0.0;0.0;3190;830;405;380;45;810;1415;1160;95;160;0;130;
254;British;2022;0;0.0;0.0;3630;1040;575;405;60;740;1695;1390;75;230;0;150;
255;British;2023;0;0.0;0.0;3750;1195;690;420;85;670;1715;1295;85;330;0;170;
256;Burundian;2008;110;0.0;0.0;75;35;5;25;5;0;0;0;0;0;0;40;
257;Burundian;2009;65;15.0;50.0;65;50;10;30;10;0;0;0;0;0;0;15;
258;Burundian;2010;40;15.0;25.0;35;25;10;5;10;0;0;0;0;0;0;10;
259;Burundian;2011;10;5.0;5.0;35;25;5;10;10;5;0;0;0;0;0;5;
260;Burundian;2012;15;5.0;10.0;35;20;5;10;5;5;0;0;0;0;0;10;
261;Burundian;2013;10;0.0;10.0;135;75;5;25;40;0;0;0;0;0;0;60;
262;Burundian;2014;10;0.0;5.0;30;20;5;10;5;0;5;0;5;0;0;10;
263;Burundian;2015;10;5.0;0.0;35;20;5;5;10;5;0;0;0;0;0;10;
264;Burundian;2016;5;5.0;0.0;30;15;5;5;5;0;5;0;0;0;0;10;
265;Burundian;2017;25;15.0;10.0;20;15;5;5;5;0;0;0;0;0;0;5;
266;Burundian;2018;5;5.0;0.0;30;25;5;10;10;5;0;0;0;0;0;5;
267;Burundian;2019;10;5.0;5.0;30;15;0;10;5;0;0;0;0;0;0;15;
268;Burundian;2020;5;5.0;0.0;25;15;5;5;5;5;0;0;0;0;0;5;
269;Burundian;2021;5;5.0;0.0;15;10;0;5;5;0;0;0;0;0;0;0;
270;Burundian;2022;10;0.0;10.0;30;25;10;5;10;0;0;0;5;0;0;0;
271;Burundian;2023;5;0.0;5.0;35;25;5;10;15;5;0;0;0;0;0;5;
272;Canadian;2008;0;0.0;0.0;1040;235;130;70;35;230;315;160;10;150;0;260;
273;Canadian;2009;0;0.0;0.0;940;275;135;100;35;195;220;135;25;60;0;250;
274;Canadian;2010;0;0.0;0.0;1050;220;115;65;40;255;240;130;20;85;0;340;
275;Canadian;2011;0;0.0;0.0;970;240;125;70;40;240;220;140;25;55;0;270;
276;Canadian;2012;0;0.0;0.0;1050;260;115;105;40;230;220;145;30;50;0;345;
277;Canadian;2013;0;0.0;0.0;1330;290;135;140;15;245;270;180;40;45;0;530;
278;Canadian;2014;0;0.0;0.0;1225;235;145;85;10;250;240;165;35;40;0;495;
279;Canadian;2015;0;0.0;0.0;1470;265;160;90;15;330;270;180;45;40;0;605;
280;Canadian;2016;0;0.0;0.0;1510;285;170;105;10;355;270;180;45;45;0;600;
281;Canadian;2017;5;0.0;5.0;1605;325;170;130;20;375;275;205;45;30;0;630;
282;Canadian;2018;0;0.0;0.0;1790;320;180;120;20;480;310;230;40;45;0;675;
