ID;SITC;CountriesGroups;Periods;ImportsValue_1;ExportsValue_2;BalanceOfTrade_3;Coverage_4;MutationOfImports_5;MutationOfExports_6
5980;Total goods;Croatia;2016 January;12605.0;37011.0;24406.0;293.6;23.9;-4.8
5981;Total goods;Croatia;2016 February;22776.0;46558.0;23782.0;204.4;114.8;5.7
5982;Total goods;Croatia;2016 March;21442.0;47531.0;26089.0;221.7;67.1;7.3
5983;Total goods;Croatia;2016 April;27072.0;42792.0;15720.0;158.1;14.2;-10.6
5984;Total goods;Croatia;2016 May;19926.0;49072.0;29146.0;246.3;10.9;9.1
5985;Total goods;Croatia;2016 June;24294.0;54235.0;29941.0;223.2;78.4;13.2
5986;Total goods;Croatia;2016 July;14883.0;43826.0;28943.0;294.5;-22.9;-1.7
5987;Total goods;Croatia;2016 August;81199.0;46716.0;-34483.0;57.5;976.0;19.1
5988;Total goods;Croatia;2016 September;27195.0;49164.0;21968.0;180.8;51.0;3.8
5989;Total goods;Croatia;2016 October;27271.0;43995.0;16725.0;161.3;114.5;-3.8
5990;Total goods;Croatia;2016 November;27740.0;44620.0;16880.0;160.9;103.2;3.6
5991;Total goods;Croatia;2016 December;23091.0;45644.0;22553.0;197.7;29.0;2.0
5992;Total goods;Croatia;2016;329494.0;551164.0;221670.0;167.3;85.1;3.5
5993;Total goods;Croatia;2017 January;13402.0;48456.0;35054.0;361.6;6.3;30.9
5994;Total goods;Croatia;2017 February;32044.0;51976.0;19933.0;162.2;40.7;11.6
5995;Total goods;Croatia;2017 March;30114.0;59399.0;29285.0;197.2;40.4;25.0
5996;Total goods;Croatia;2017 April;9067.0;54528.0;45462.0;601.4;-66.5;27.4
5997;Total goods;Croatia;2017 May;23557.0;55248.0;31691.0;234.5;18.2;12.6
5998;Total goods;Croatia;2017 June;72588.0;55843.0;-16745.0;76.9;198.8;3.0
5999;Total goods;Croatia;2017 July;11475.0;52144.0;40669.0;454.4;-22.9;19.0
6000;Total goods;Croatia;2017 August;23224.0;47481.0;24257.0;204.4;-71.4;1.6
6001;Total goods;Croatia;2017 September;20701.0;56604.0;35903.0;273.4;-23.9;15.1
6002;Total goods;Croatia;2017 October;20339.0;55167.0;34829.0;271.2;-25.4;25.4
6003;Total goods;Croatia;2017 November;20748.0;53131.0;32383.0;256.1;-25.2;19.1
6004;Total goods;Croatia;2017 December;11477.0;50062.0;38584.0;436.2;-50.3;9.7
6005;Total goods;Croatia;2017;288737.0;640040.0;351303.0;221.7;-12.4;16.1
6006;Total goods;Cyprus;1996 January;;;;;;
6007;Total goods;Cyprus;1996 February;;;;;;
6008;Total goods;Cyprus;1996 March;;;;;;
6009;Total goods;Cyprus;1996 April;;;;;;
6010;Total goods;Cyprus;1996 May;;;;;;
6011;Total goods;Cyprus;1996 June;;;;;;
6012;Total goods;Cyprus;1996 July;;;;;;
6013;Total goods;Cyprus;1996 August;;;;;;
6014;Total goods;Cyprus;1996 September;;;;;;
6015;Total goods;Cyprus;1996 October;;;;;;
6016;Total goods;Cyprus;1996 November;;;;;;
6017;Total goods;Cyprus;1996 December;;;;;;
6018;Total goods;Cyprus;1996;;;;;;
6019;Total goods;Cyprus;1997 January;;;;;;
6020;Total goods;Cyprus;1997 February;;;;;;
6021;Total goods;Cyprus;1997 March;;;;;;
6022;Total goods;Cyprus;1997 April;;;;;;
6023;Total goods;Cyprus;1997 May;;;;;;
6024;Total goods;Cyprus;1997 June;;;;;;
6025;Total goods;Cyprus;1997 July;;;;;;
6026;Total goods;Cyprus;1997 August;;;;;;
6027;Total goods;Cyprus;1997 September;;;;;;
6028;Total goods;Cyprus;1997 October;;;;;;
6029;Total goods;Cyprus;1997 November;;;;;;
6030;Total goods;Cyprus;1997 December;;;;;;
6031;Total goods;Cyprus;1997;;;;;;
6032;Total goods;Cyprus;1998 January;;;;;;
6033;Total goods;Cyprus;1998 February;;;;;;
6034;Total goods;Cyprus;1998 March;;;;;;
6035;Total goods;Cyprus;1998 April;;;;;;
6036;Total goods;Cyprus;1998 May;;;;;;
6037;Total goods;Cyprus;1998 June;;;;;;
6038;Total goods;Cyprus;1998 July;;;;;;
6039;Total goods;Cyprus;1998 August;;;;;;
6040;Total goods;Cyprus;1998 September;;;;;;
6041;Total goods;Cyprus;1998 October;;;;;;
6042;Total goods;Cyprus;1998 November;;;;;;
6043;Total goods;Cyprus;1998 December;;;;;;
6044;Total goods;Cyprus;1998;;;;;;
6045;Total goods;Cyprus;1999 January;;;;;;
6046;Total goods;Cyprus;1999 February;;;;;;
6047;Total goods;Cyprus;1999 March;;;;;;
6048;Total goods;Cyprus;1999 April;;;;;;
6049;Total goods;Cyprus;1999 May;;;;;;
6050;Total goods;Cyprus;1999 June;;;;;;
6051;Total goods;Cyprus;1999 July;;;;;;
6052;Total goods;Cyprus;1999 August;;;;;;
6053;Total goods;Cyprus;1999 September;;;;;;
6054;Total goods;Cyprus;1999 October;;;;;;
6055;Total goods;Cyprus;1999 November;;;;;;
6056;Total goods;Cyprus;1999 December;;;;;;
6057;Total goods;Cyprus;1999;;;;;;
6058;Total goods;Cyprus;2000 January;;;;;;
6059;Total goods;Cyprus;2000 February;;;;;;
6060;Total goods;Cyprus;2000 March;;;;;;
6061;Total goods;Cyprus;2000 April;;;;;;
6062;Total goods;Cyprus;2000 May;;;;;;
6063;Total goods;Cyprus;2000 June;;;;;;
6064;Total goods;Cyprus;2000 July;;;;;;
6065;Total goods;Cyprus;2000 August;;;;;;
6066;Total goods;Cyprus;2000 September;;;;;;
6067;Total goods;Cyprus;2000 October;;;;;;
6068;Total goods;Cyprus;2000 November;;;;;;
6069;Total goods;Cyprus;2000 December;;;;;;
6070;Total goods;Cyprus;2000;;;;;;
6071;Total goods;Cyprus;2001 January;;;;;;
6072;Total goods;Cyprus;2001 February;;;;;;
6073;Total goods;Cyprus;2001 March;;;;;;
6074;Total goods;Cyprus;2001 April;;;;;;
6075;Total goods;Cyprus;2001 May;;;;;;
6076;Total goods;Cyprus;2001 June;;;;;;
6077;Total goods;Cyprus;2001 July;;;;;;
6078;Total goods;Cyprus;2001 August;;;;;;
6079;Total goods;Cyprus;2001 September;;;;;;
6080;Total goods;Cyprus;2001 October;;;;;;
6081;Total goods;Cyprus;2001 November;;;;;;
6082;Total goods;Cyprus;2001 December;;;;;;
6083;Total goods;Cyprus;2001;;;;;;
6084;Total goods;Cyprus;2002 January;;;;;;
6085;Total goods;Cyprus;2002 February;;;;;;
6086;Total goods;Cyprus;2002 March;;;;;;
6087;Total goods;Cyprus;2002 April;;;;;;
6088;Total goods;Cyprus;2002 May;;;;;;
6089;Total goods;Cyprus;2002 June;;;;;;
6090;Total goods;Cyprus;2002 July;;;;;;
6091;Total goods;Cyprus;2002 August;;;;;;
6092;Total goods;Cyprus;2002 September;;;;;;
6093;Total goods;Cyprus;2002 October;;;;;;
6094;Total goods;Cyprus;2002 November;;;;;;
6095;Total goods;Cyprus;2002 December;;;;;;
6096;Total goods;Cyprus;2002;;;;;;
6097;Total goods;Cyprus;2003 January;;;;;;
6098;Total goods;Cyprus;2003 February;;;;;;
6099;Total goods;Cyprus;2003 March;;;;;;
6100;Total goods;Cyprus;2003 April;;;;;;
6101;Total goods;Cyprus;2003 May;;;;;;
6102;Total goods;Cyprus;2003 June;;;;;;
6103;Total goods;Cyprus;2003 July;;;;;;
6104;Total goods;Cyprus;2003 August;;;;;;
6105;Total goods;Cyprus;2003 September;;;;;;
6106;Total goods;Cyprus;2003 October;;;;;;
6107;Total goods;Cyprus;2003 November;;;;;;
6108;Total goods;Cyprus;2003 December;;;;;;
6109;Total goods;Cyprus;2003;;;;;;
6110;Total goods;Cyprus;2004 January;;;;;;
6111;Total goods;Cyprus;2004 February;;;;;;
6112;Total goods;Cyprus;2004 March;;;;;;
6113;Total goods;Cyprus;2004 April;;;;;;
6114;Total goods;Cyprus;2004 May;2552.0;14946.0;12394.0;585.6;;
6115;Total goods;Cyprus;2004 June;4384.0;17127.0;12743.0;390.6;;
6116;Total goods;Cyprus;2004 July;2298.0;16921.0;14623.0;736.2;;
6117;Total goods;Cyprus;2004 August;10796.0;15740.0;4944.0;145.8;;
6118;Total goods;Cyprus;2004 September;2418.0;16503.0;14085.0;682.6;;
6119;Total goods;Cyprus;2004 October;2919.0;22142.0;19223.0;758.6;;
6120;Total goods;Cyprus;2004 November;3159.0;17445.0;14286.0;552.3;;
6121;Total goods;Cyprus;2004 December;4390.0;21072.0;16683.0;480.1;;
6122;Total goods;Cyprus;2004;32916.0;141897.0;108981.0;431.1;;
6123;Total goods;Cyprus;2005 January;6781.0;17424.0;10643.0;256.9;;
6124;Total goods;Cyprus;2005 February;9354.0;19586.0;10232.0;209.4;;
6125;Total goods;Cyprus;2005 March;10119.0;18646.0;8527.0;184.3;;
6126;Total goods;Cyprus;2005 April;11338.0;18863.0;7525.0;166.4;;
6127;Total goods;Cyprus;2005 May;7618.0;14106.0;6488.0;185.2;198.5;-5.6
6128;Total goods;Cyprus;2005 June;14412.0;15472.0;1061.0;107.4;228.7;-9.7
6129;Total goods;Cyprus;2005 July;8256.0;15210.0;6954.0;184.2;259.2;-10.1
6130;Total goods;Cyprus;2005 August;10062.0;17210.0;7148.0;171.0;-6.8;9.3
6131;Total goods;Cyprus;2005 September;9144.0;19356.0;10211.0;211.7;278.3;17.3
6132;Total goods;Cyprus;2005 October;5427.0;26761.0;21334.0;493.1;85.9;20.9
6133;Total goods;Cyprus;2005 November;10925.0;19609.0;8684.0;179.5;245.9;12.4
6134;Total goods;Cyprus;2005 December;6986.0;20902.0;13916.0;299.2;59.1;-0.8
6135;Total goods;Cyprus;2005;110422.0;223145.0;112723.0;202.1;235.5;57.3
6136;Total goods;Cyprus;2006 January;17814.0;18179.0;365.0;102.0;162.7;4.3
6137;Total goods;Cyprus;2006 February;5817.0;27249.0;21432.0;468.4;-37.8;39.1
6138;Total goods;Cyprus;2006 March;24460.0;22975.0;-1485.0;93.9;141.7;23.2
6139;Total goods;Cyprus;2006 April;23917.0;21152.0;-2765.0;88.4;111.0;12.1
6140;Total goods;Cyprus;2006 May;6405.0;19304.0;12898.0;301.4;-15.9;36.8
6141;Total goods;Cyprus;2006 June;6100.0;18851.0;12751.0;309.0;-57.7;21.8
6142;Total goods;Cyprus;2006 July;4219.0;29313.0;25095.0;694.9;-48.9;92.7
6143;Total goods;Cyprus;2006 August;5047.0;18292.0;13245.0;362.4;-49.8;6.3
6144;Total goods;Cyprus;2006 September;6537.0;23182.0;16645.0;354.6;-28.5;19.8
6145;Total goods;Cyprus;2006 October;6752.0;26247.0;19495.0;388.7;24.4;-1.9
6146;Total goods;Cyprus;2006 November;6289.0;26174.0;19884.0;416.2;-42.4;33.5
6147;Total goods;Cyprus;2006 December;5423.0;20048.0;14625.0;369.7;-22.4;-4.1
6148;Total goods;Cyprus;2006;118782.0;270965.0;152184.0;228.1;7.6;21.4
6149;Total goods;Cyprus;2007 January;11458.0;23379.0;11920.0;204.0;-35.7;28.6
6150;Total goods;Cyprus;2007 February;6099.0;19914.0;13815.0;326.5;4.8;-26.9
6151;Total goods;Cyprus;2007 March;8976.0;24723.0;15747.0;275.4;-63.3;7.6
6152;Total goods;Cyprus;2007 April;8261.0;25345.0;17085.0;306.8;-65.5;19.8
6153;Total goods;Cyprus;2007 May;4042.0;23738.0;19696.0;587.3;-36.9;23.0
6154;Total goods;Cyprus;2007 June;5742.0;24788.0;19046.0;431.7;-5.9;31.5
6155;Total goods;Cyprus;2007 July;5922.0;22986.0;17064.0;388.1;40.4;-21.6
6156;Total goods;Cyprus;2007 August;4790.0;21333.0;16544.0;445.4;-5.1;16.6
6157;Total goods;Cyprus;2007 September;3744.0;22302.0;18558.0;595.7;-42.7;-3.8
6158;Total goods;Cyprus;2007 October;5583.0;26575.0;20992.0;476.0;-17.3;1.3
6159;Total goods;Cyprus;2007 November;3986.0;36705.0;32719.0;920.8;-36.6;40.2
6160;Total goods;Cyprus;2007 December;8587.0;21048.0;12461.0;245.1;58.3;5.0
6161;Total goods;Cyprus;2007;77190.0;292836.0;215646.0;379.4;-35.0;8.1
6162;Total goods;Cyprus;2008 January;8544.0;32738.0;24194.0;383.1;;
6163;Total goods;Cyprus;2008 February;9145.0;34040.0;24895.0;372.2;;
6164;Total goods;Cyprus;2008 March;6961.0;24772.0;17811.0;355.9;;
6165;Total goods;Cyprus;2008 April;6871.0;29785.0;22914.0;433.5;;
6166;Total goods;Cyprus;2008 May;7253.0;27014.0;19760.0;372.4;;
6167;Total goods;Cyprus;2008 June;8374.0;28462.0;20088.0;339.9;;
6168;Total goods;Cyprus;2008 July;4123.0;28442.0;24319.0;689.9;;
6169;Total goods;Cyprus;2008 August;3667.0;44873.0;41206.0;1223.7;;
6170;Total goods;Cyprus;2008 September;6330.0;30749.0;24420.0;485.8;;
6171;Total goods;Cyprus;2008 October;7815.0;37083.0;29267.0;474.5;;
6172;Total goods;Cyprus;2008 November;6672.0;28065.0;21393.0;420.6;;
6173;Total goods;Cyprus;2008 December;6633.0;23601.0;16968.0;355.8;;
6174;Total goods;Cyprus;2008;82389.0;369625.0;287236.0;448.6;;
6175;Total goods;Cyprus;2009 January;5274.0;25843.0;20569.0;490.0;-38.3;-21.1
6176;Total goods;Cyprus;2009 February;7562.0;28227.0;20665.0;373.3;-17.3;-17.1
6177;Total goods;Cyprus;2009 March;7895.0;24381.0;16486.0;308.8;13.4;-1.6
6178;Total goods;Cyprus;2009 April;6370.0;27967.0;21597.0;439.0;-7.3;-6.1
6179;Total goods;Cyprus;2009 May;6843.0;24030.0;17186.0;351.1;-5.7;-11.0
6180;Total goods;Cyprus;2009 June;6943.0;26262.0;19319.0;378.2;-17.1;-7.7
6181;Total goods;Cyprus;2009 July;4695.0;29685.0;24991.0;632.3;13.9;4.4
6182;Total goods;Cyprus;2009 August;4206.0;21514.0;17308.0;511.5;14.7;-52.1
6183;Total goods;Cyprus;2009 September;12238.0;26316.0;14077.0;215.0;93.4;-14.4
6184;Total goods;Cyprus;2009 October;6656.0;29702.0;23047.0;446.3;-14.8;-19.9
6185;Total goods;Cyprus;2009 November;5846.0;33533.0;27686.0;573.6;-12.4;19.5
6186;Total goods;Cyprus;2009 December;8193.0;27168.0;18975.0;331.6;23.5;15.1
6187;Total goods;Cyprus;2009;82722.0;324628.0;241906.0;392.4;0.4;-12.2
6188;Total goods;Cyprus;2010 January;7342.0;34524.0;27182.0;470.2;39.2;33.6
6189;Total goods;Cyprus;2010 February;7396.0;24224.0;16828.0;327.5;-2.2;-14.2
6190;Total goods;Cyprus;2010 March;8468.0;29437.0;20968.0;347.6;7.3;20.7
6191;Total goods;Cyprus;2010 April;11649.0;22939.0;11290.0;196.9;82.9;-18.0
6192;Total goods;Cyprus;2010 May;9244.0;26878.0;17633.0;290.7;35.1;11.9
6193;Total goods;Cyprus;2010 June;8152.0;28571.0;20419.0;350.5;17.4;8.8
6194;Total goods;Cyprus;2010 July;7321.0;28412.0;21091.0;388.1;55.9;-4.3
6195;Total goods;Cyprus;2010 August;6160.0;26274.0;20114.0;426.5;46.5;22.1
6196;Total goods;Cyprus;2010 September;8478.0;32958.0;24479.0;388.7;-30.7;25.2
6197;Total goods;Cyprus;2010 October;12575.0;35445.0;22870.0;281.9;88.9;19.3
6198;Total goods;Cyprus;2010 November;13061.0;59682.0;46621.0;456.9;123.4;78.0
6199;Total goods;Cyprus;2010 December;10157.0;40349.0;30192.0;397.2;24.0;48.5
6200;Total goods;Cyprus;2010;110004.0;389691.0;279686.0;354.3;33.0;20.0
6201;Total goods;Cyprus;2011 January;10644.0;27659.0;17015.0;259.8;45.0;-19.9
6202;Total goods;Cyprus;2011 February;7982.0;26471.0;18488.0;331.6;7.9;9.3
6203;Total goods;Cyprus;2011 March;14509.0;61200.0;46691.0;421.8;71.3;107.9
6204;Total goods;Cyprus;2011 April;6860.0;66771.0;59911.0;973.3;-41.1;191.1
6205;Total goods;Cyprus;2011 May;5885.0;26612.0;20726.0;452.2;-36.3;-1.0
6206;Total goods;Cyprus;2011 June;11605.0;29570.0;17966.0;254.8;42.3;3.5
6207;Total goods;Cyprus;2011 July;11341.0;31441.0;20100.0;277.2;54.9;10.7
6208;Total goods;Cyprus;2011 August;9135.0;38188.0;29053.0;418.0;48.3;45.3
6209;Total goods;Cyprus;2011 September;4935.0;35465.0;30529.0;718.6;-41.8;7.6
6210;Total goods;Cyprus;2011 October;5215.0;58697.0;53483.0;1125.6;-58.5;65.6
6211;Total goods;Cyprus;2011 November;17553.0;36589.0;19036.0;208.5;34.4;-38.7
6212;Total goods;Cyprus;2011 December;8724.0;30309.0;21585.0;347.4;-14.1;-24.9
6213;Total goods;Cyprus;2011;114389.0;468972.0;354583.0;410.0;4.0;20.3
6214;Total goods;Cyprus;2012 January;4992.0;28683.0;23691.0;574.6;-53.1;3.7
6215;Total goods;Cyprus;2012 February;5864.0;31600.0;25735.0;538.8;-26.5;19.4
6216;Total goods;Cyprus;2012 March;9907.0;46961.0;37054.0;474.0;-31.7;-23.3
6217;Total goods;Cyprus;2012 April;6564.0;36150.0;29586.0;550.7;-4.3;-45.9
6218;Total goods;Cyprus;2012 May;8261.0;32570.0;24308.0;394.2;40.4;22.4
6219;Total goods;Cyprus;2012 June;21277.0;60470.0;39193.0;284.2;83.3;104.5
6220;Total goods;Cyprus;2012 July;9393.0;49348.0;39955.0;525.4;-17.2;57.0
6221;Total goods;Cyprus;2012 August;5007.0;53949.0;48942.0;1077.5;-45.2;41.3
6222;Total goods;Cyprus;2012 September;5601.0;29727.0;24126.0;530.7;13.5;-16.2
6223;Total goods;Cyprus;2012 October;5419.0;48840.0;43421.0;901.3;3.9;-16.8
6224;Total goods;Cyprus;2012 November;5345.0;25089.0;19744.0;469.4;-69.5;-31.4
6225;Total goods;Cyprus;2012 December;4966.0;24185.0;19219.0;487.1;-43.1;-20.2
6226;Total goods;Cyprus;2012 ;92597.0;467572.0;374975.0;505.0;-19.1;-0.3
6227;Total goods;Cyprus;2013 January;6508.0;23609.0;17100.0;362.7;30.4;-17.7
6228;Total goods;Cyprus;2013 February;5957.0;35639.0;29682.0;598.3;1.6;12.8
6229;Total goods;Cyprus;2013 March;8426.0;42264.0;33837.0;501.6;-14.9;-10.0
6230;Total goods;Cyprus;2013 April;7999.0;38962.0;30964.0;487.1;21.9;7.8
6231;Total goods;Cyprus;2013 May;11503.0;41655.0;30151.0;362.1;39.2;27.9
6232;Total goods;Cyprus;2013 June;7112.0;44822.0;37710.0;630.2;-66.6;-25.9
6233;Total goods;Cyprus;2013 July;5577.0;48979.0;43402.0;878.2;-40.6;-0.7
6234;Total goods;Cyprus;2013 August;9710.0;24993.0;15283.0;257.4;93.9;-53.7
6235;Total goods;Cyprus;2013 September;5410.0;41746.0;36335.0;771.6;-3.4;40.4
6236;Total goods;Cyprus;2013 October;9251.0;51572.0;42321.0;557.5;70.7;5.6
6237;Total goods;Cyprus;2013 November;7876.0;31530.0;23654.0;400.3;47.4;25.7
6238;Total goods;Cyprus;2013 December;4363.0;25437.0;21074.0;583.0;-12.1;5.2
6239;Total goods;Cyprus;2013;89693.0;451207.0;361514.0;503.1;-3.1;-3.5
6240;Total goods;Cyprus;2014 January;6651.0;26163.0;19513.0;393.4;2.2;10.8
6241;Total goods;Cyprus;2014 February;9871.0;41007.0;31136.0;415.4;65.7;15.1
6242;Total goods;Cyprus;2014 March;6397.0;47629.0;41232.0;744.5;-24.1;12.7
6243;Total goods;Cyprus;2014 April;14045.0;41479.0;27435.0;295.3;75.6;6.5
6244;Total goods;Cyprus;2014 May;6274.0;50779.0;44505.0;809.4;-45.5;21.9
6245;Total goods;Cyprus;2014 June;10658.0;68275.0;57617.0;640.6;49.9;52.3
6246;Total goods;Cyprus;2014 July;7572.0;46990.0;39418.0;620.6;35.8;-4.1
6247;Total goods;Cyprus;2014 August;4327.0;28240.0;23913.0;652.6;-55.4;13.0
6248;Total goods;Cyprus;2014 September;3226.0;28908.0;25681.0;896.0;-40.4;-30.8
6249;Total goods;Cyprus;2014 October;5983.0;60906.0;54922.0;1017.9;-35.3;18.1
6250;Total goods;Cyprus;2014 November;4959.0;29418.0;24460.0;593.3;-37.0;-6.7
6251;Total goods;Cyprus;2014 December;3972.0;35138.0;31165.0;884.6;-9.0;38.1
6252;Total goods;Cyprus;2014;83936.0;504931.0;420996.0;601.6;-6.4;11.9
6253;Total goods;Cyprus;2015 January;4472.0;21719.0;17247.0;485.7;;
6254;Total goods;Cyprus;2015 February;3267.0;24168.0;20901.0;739.8;;
6255;Total goods;Cyprus;2015 March;5623.0;33270.0;27647.0;591.7;;
6256;Total goods;Cyprus;2015 April;4253.0;24174.0;19921.0;568.4;;
6257;Total goods;Cyprus;2015 May;6090.0;26318.0;20227.0;432.1;;
6258;Total goods;Cyprus;2015 June;4584.0;40216.0;35633.0;877.4;;
6259;Total goods;Cyprus;2015 July;4244.0;39956.0;35711.0;941.4;;
6260;Total goods;Cyprus;2015 August;4009.0;23242.0;19233.0;579.8;;
6261;Total goods;Cyprus;2015 September;4664.0;28168.0;23504.0;604.0;;
6262;Total goods;Cyprus;2015 October;4665.0;26820.0;22155.0;574.9;;
6263;Total goods;Cyprus;2015 November;7385.0;23727.0;16342.0;321.3;;
6264;Total goods;Cyprus;2015 December;7612.0;22536.0;14924.0;296.1;;
6265;Total goods;Cyprus;2015;60867.0;334313.0;273445.0;549.2;;
6266;Total goods;Cyprus;2016 January;5489.0;19630.0;14141.0;357.6;22.8;-9.6
6267;Total goods;Cyprus;2016 February;5257.0;26082.0;20824.0;496.1;60.9;7.9
6268;Total goods;Cyprus;2016 March;5847.0;27173.0;21326.0;464.7;4.0;-18.3
6269;Total goods;Cyprus;2016 April;6228.0;24030.0;17801.0;385.8;46.5;-0.6
6270;Total goods;Cyprus;2016 May;6546.0;44948.0;38402.0;686.6;7.5;70.8
6271;Total goods;Cyprus;2016 June;9748.0;34863.0;25115.0;357.6;112.7;-13.3
6272;Total goods;Cyprus;2016 July;6428.0;25661.0;19233.0;399.2;51.4;-35.8
6273;Total goods;Cyprus;2016 August;4833.0;23445.0;18612.0;485.1;20.6;0.9
6274;Total goods;Cyprus;2016 September;6811.0;27768.0;20958.0;407.7;46.0;-1.4
6275;Total goods;Cyprus;2016 October;4960.0;28946.0;23986.0;583.6;6.3;7.9
6276;Total goods;Cyprus;2016 November;5751.0;32977.0;27226.0;573.5;-22.1;39.0
6277;Total goods;Cyprus;2016 December;9808.0;29126.0;19318.0;297.0;28.9;29.2
6278;Total goods;Cyprus;2016;77706.0;344650.0;266943.0;443.5;27.7;3.1
6279;Total goods;Cyprus;2017 January;6021.0;21513.0;15492.0;357.3;9.7;9.6
6280;Total goods;Cyprus;2017 February;5851.0;26532.0;20681.0;453.5;11.3;1.7
6281;Total goods;Cyprus;2017 March;5480.0;28104.0;22623.0;512.8;-6.3;3.4
6282;Total goods;Cyprus;2017 April;5169.0;24200.0;19031.0;468.2;-17.0;0.7
6283;Total goods;Cyprus;2017 May;7460.0;31154.0;23693.0;417.6;14.0;-30.7
6284;Total goods;Cyprus;2017 June;6602.0;30452.0;23849.0;461.2;-32.3;-12.7
6285;Total goods;Cyprus;2017 July;4742.0;31050.0;26308.0;654.8;-26.2;21.0
6286;Total goods;Cyprus;2017 August;4148.0;33087.0;28939.0;797.7;-14.2;41.1
6287;Total goods;Cyprus;2017 September;5397.0;30157.0;24759.0;558.7;-20.7;8.6
6288;Total goods;Cyprus;2017 October;4500.0;32173.0;27673.0;715.0;-9.3;11.1
6289;Total goods;Cyprus;2017 November;5391.0;28734.0;23343.0;533.0;-6.3;-12.9
6290;Total goods;Cyprus;2017 December;5010.0;25577.0;20567.0;510.5;-48.9;-12.2
6291;Total goods;Cyprus;2017;65773.0;342732.0;276959.0;521.1;-15.4;-0.6
6292;Total goods;Czech Republic;1996 January;20646.0;40926.0;20280.0;198.2;;
6293;Total goods;Czech Republic;1996 February;22942.0;42480.0;19538.0;185.2;;
6294;Total goods;Czech Republic;1996 March;24096.0;48009.0;23913.0;199.2;;
6295;Total goods;Czech Republic;1996 April;24560.0;43968.0;19408.0;179.0;;
6296;Total goods;Czech Republic;1996 May;24117.0;46527.0;22410.0;192.9;;
6297;Total goods;Czech Republic;1996 June;29014.0;48559.0;19545.0;167.4;;
6298;Total goods;Czech Republic;1996 July;24891.0;44121.0;19230.0;177.3;;
6299;Total goods;Czech Republic;1996 August;22304.0;43689.0;21385.0;195.9;;
6300;Total goods;Czech Republic;1996 September;26458.0;52642.0;26184.0;199.0;;
6301;Total goods;Czech Republic;1996 October;28502.0;58193.0;29691.0;204.2;;
6302;Total goods;Czech Republic;1996 November;26180.0;53821.0;27641.0;205.6;;
6303;Total goods;Czech Republic;1996 December;23681.0;44757.0;21076.0;189.0;;
6304;Total goods;Czech Republic;1996;297393.0;567711.0;270318.0;190.9;;
6305;Total goods;Czech Republic;1997 January;23922.0;47709.0;23787.0;199.4;15.9;16.6
6306;Total goods;Czech Republic;1997 February;27067.0;50607.0;23540.0;187.0;18.0;19.1
6307;Total goods;Czech Republic;1997 March;29158.0;50249.0;21091.0;172.3;21.0;4.6
6308;Total goods;Czech Republic;1997 April;30893.0;59000.0;28107.0;191.0;25.8;34.2
6309;Total goods;Czech Republic;1997 May;30094.0;60420.0;30326.0;200.8;24.8;29.9
6310;Total goods;Czech Republic;1997 June;31512.0;62790.0;31278.0;199.3;8.6;29.3
6311;Total goods;Czech Republic;1997 July;30237.0;54547.0;24310.0;180.4;21.4;23.6
6312;Total goods;Czech Republic;1997 August;23098.0;43523.0;20425.0;188.4;3.6;-0.4
6313;Total goods;Czech Republic;1997 September;33634.0;59474.0;25840.0;176.8;27.1;13.0
6314;Total goods;Czech Republic;1997 October;32860.0;59074.0;26214.0;179.8;15.3;1.5
6315;Total goods;Czech Republic;1997 November;33551.0;57291.0;23740.0;170.8;28.1;6.4
6316;Total goods;Czech Republic;1997 December;27906.0;50340.0;22434.0;180.4;17.8;12.5
6317;Total goods;Czech Republic;1997;353908.0;655030.0;301122.0;185.1;19.0;15.4
6318;Total goods;Czech Republic;1998 January;37810.0;54999.0;17189.0;145.5;58.1;15.3
6319;Total goods;Czech Republic;1998 February;35346.0;57951.0;22605.0;164.0;30.6;14.5
6320;Total goods;Czech Republic;1998 March;46938.0;68100.0;21162.0;145.1;61.0;35.5
6321;Total goods;Czech Republic;1998 April;45060.0;56699.0;11639.0;125.8;45.9;-3.9
6322;Total goods;Czech Republic;1998 May;36304.0;63458.0;27154.0;174.8;20.6;5.0
6323;Total goods;Czech Republic;1998 June;45880.0;62549.0;16669.0;136.3;45.6;-0.4
6324;Total goods;Czech Republic;1998 July;39503.0;58973.0;19470.0;149.3;30.7;8.1
6325;Total goods;Czech Republic;1998 August;28364.0;50962.0;22598.0;179.7;22.8;17.1
6326;Total goods;Czech Republic;1998 September;40982.0;66269.0;25287.0;161.7;21.8;11.4
6327;Total goods;Czech Republic;1998 October;44657.0;74502.0;29845.0;166.8;35.9;26.1
6328;Total goods;Czech Republic;1998 November;48318.0;77107.0;28789.0;159.6;44.0;34.6
6329;Total goods;Czech Republic;1998 December;49118.0;68864.0;19746.0;140.2;76.1;36.8
6330;Total goods;Czech Republic;1998;498296.0;760416.0;262120.0;152.6;40.8;16.1
6331;Total goods;Czech Republic;1999 January;37955.0;56198.0;18243.0;148.1;0.4;2.2
6332;Total goods;Czech Republic;1999 February;43271.0;54829.0;11558.0;126.7;22.4;-5.4
6333;Total goods;Czech Republic;1999 March;54304.0;65705.0;11401.0;121.0;15.7;-3.5
6334;Total goods;Czech Republic;1999 April;53166.0;64977.0;11811.0;122.2;18.0;14.6
6335;Total goods;Czech Republic;1999 May;56149.0;63774.0;7625.0;113.6;54.7;0.5
