ID;Generatie;HerkomstgroeperingVrouw;Huwelijksjaar;TotaalMannen_1;Autochtoon_2;TotaalNietWesters_3;Marokko_4;NederlandseAntillenAruba_5;Suriname_6;Turkije_7;OverigeNietWesters_8;Westers_9
193;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2001 (Eén jaar getrouwd);3234.0;;334.0;28.0;80.0;122.0;41.0;63.0;2900.0
194;Man 2e gen. allochtoon, vrouw autochtoon;Autochtoon;2002 (Nog geen jaar getrouwd);3482.0;;374.0;38.0;89.0;117.0;37.0;93.0;3108.0
195;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2000 (Twee jaar getrouwd);;;;;;;;;
196;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2001 (Eén jaar getrouwd);;;;;;;;;
197;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2002 (Nog geen jaar getrouwd);;;;;;;;;
198;Man 2e gen. allochtoon, vrouw autochtoon;Marokko;2000 (Twee jaar getrouwd);;;;;;;;;
199;Man 2e gen. allochtoon, vrouw autochtoon;Marokko;2001 (Eén jaar getrouwd);;;;;;;;;
200;Man 2e gen. allochtoon, vrouw autochtoon;Marokko;2002 (Nog geen jaar getrouwd);;;;;;;;;
201;Man 2e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2000 (Twee jaar getrouwd);;;;;;;;;
202;Man 2e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2001 (Eén jaar getrouwd);;;;;;;;;
203;Man 2e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2002 (Nog geen jaar getrouwd);;;;;;;;;
204;Man 2e gen. allochtoon, vrouw autochtoon;Suriname;2000 (Twee jaar getrouwd);;;;;;;;;
205;Man 2e gen. allochtoon, vrouw autochtoon;Suriname;2001 (Eén jaar getrouwd);;;;;;;;;
206;Man 2e gen. allochtoon, vrouw autochtoon;Suriname;2002 (Nog geen jaar getrouwd);;;;;;;;;
207;Man 2e gen. allochtoon, vrouw autochtoon;Turkije;2000 (Twee jaar getrouwd);;;;;;;;;
208;Man 2e gen. allochtoon, vrouw autochtoon;Turkije;2001 (Eén jaar getrouwd);;;;;;;;;
209;Man 2e gen. allochtoon, vrouw autochtoon;Turkije;2002 (Nog geen jaar getrouwd);;;;;;;;;
210;Man 2e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2000 (Twee jaar getrouwd);;;;;;;;;
211;Man 2e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2001 (Eén jaar getrouwd);;;;;;;;;
212;Man 2e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2002 (Nog geen jaar getrouwd);;;;;;;;;
213;Man 2e gen. allochtoon, vrouw autochtoon;Westers;2000 (Twee jaar getrouwd);;;;;;;;;
214;Man 2e gen. allochtoon, vrouw autochtoon;Westers;2001 (Eén jaar getrouwd);;;;;;;;;
215;Man 2e gen. allochtoon, vrouw autochtoon;Westers;2002 (Nog geen jaar getrouwd);;;;;;;;;
216;Man autochtoon, vrouw 2e gen. allochtoon;Totaal vrouwen;2000 (Twee jaar getrouwd);3629.0;3629.0;;;;;;;
217;Man autochtoon, vrouw 2e gen. allochtoon;Totaal vrouwen;2001 (Eén jaar getrouwd);3491.0;3491.0;;;;;;;
218;Man autochtoon, vrouw 2e gen. allochtoon;Totaal vrouwen;2002 (Nog geen jaar getrouwd);3552.0;3552.0;;;;;;;
219;Man autochtoon, vrouw 2e gen. allochtoon;Autochtoon;2000 (Twee jaar getrouwd);;;;;;;;;
220;Man autochtoon, vrouw 2e gen. allochtoon;Autochtoon;2001 (Eén jaar getrouwd);;;;;;;;;
221;Man autochtoon, vrouw 2e gen. allochtoon;Autochtoon;2002 (Nog geen jaar getrouwd);;;;;;;;;
222;Man autochtoon, vrouw 2e gen. allochtoon;Totaal niet-westers;2000 (Twee jaar getrouwd);420.0;420.0;;;;;;;
223;Man autochtoon, vrouw 2e gen. allochtoon;Totaal niet-westers;2001 (Eén jaar getrouwd);396.0;396.0;;;;;;;
224;Man autochtoon, vrouw 2e gen. allochtoon;Totaal niet-westers;2002 (Nog geen jaar getrouwd);453.0;453.0;;;;;;;
225;Man autochtoon, vrouw 2e gen. allochtoon;Marokko;2000 (Twee jaar getrouwd);27.0;27.0;;;;;;;
226;Man autochtoon, vrouw 2e gen. allochtoon;Marokko;2001 (Eén jaar getrouwd);36.0;36.0;;;;;;;
227;Man autochtoon, vrouw 2e gen. allochtoon;Marokko;2002 (Nog geen jaar getrouwd);30.0;30.0;;;;;;;
228;Man autochtoon, vrouw 2e gen. allochtoon;Nederlandse Antillen + Aruba;2000 (Twee jaar getrouwd);104.0;104.0;;;;;;;
229;Man autochtoon, vrouw 2e gen. allochtoon;Nederlandse Antillen + Aruba;2001 (Eén jaar getrouwd);96.0;96.0;;;;;;;
230;Man autochtoon, vrouw 2e gen. allochtoon;Nederlandse Antillen + Aruba;2002 (Nog geen jaar getrouwd);114.0;114.0;;;;;;;
231;Man autochtoon, vrouw 2e gen. allochtoon;Suriname;2000 (Twee jaar getrouwd);141.0;141.0;;;;;;;
232;Man autochtoon, vrouw 2e gen. allochtoon;Suriname;2001 (Eén jaar getrouwd);134.0;134.0;;;;;;;
233;Man autochtoon, vrouw 2e gen. allochtoon;Suriname;2002 (Nog geen jaar getrouwd);161.0;161.0;;;;;;;
234;Man autochtoon, vrouw 2e gen. allochtoon;Turkije;2000 (Twee jaar getrouwd);39.0;39.0;;;;;;;
235;Man autochtoon, vrouw 2e gen. allochtoon;Turkije;2001 (Eén jaar getrouwd);31.0;31.0;;;;;;;
236;Man autochtoon, vrouw 2e gen. allochtoon;Turkije;2002 (Nog geen jaar getrouwd);44.0;44.0;;;;;;;
237;Man autochtoon, vrouw 2e gen. allochtoon;Overige niet-westers;2000 (Twee jaar getrouwd);109.0;109.0;;;;;;;
238;Man autochtoon, vrouw 2e gen. allochtoon;Overige niet-westers;2001 (Eén jaar getrouwd);99.0;99.0;;;;;;;
239;Man autochtoon, vrouw 2e gen. allochtoon;Overige niet-westers;2002 (Nog geen jaar getrouwd);104.0;104.0;;;;;;;
240;Man autochtoon, vrouw 2e gen. allochtoon;Westers;2000 (Twee jaar getrouwd);3209.0;3209.0;;;;;;;
241;Man autochtoon, vrouw 2e gen. allochtoon;Westers;2001 (Eén jaar getrouwd);3095.0;3095.0;;;;;;;
242;Man autochtoon, vrouw 2e gen. allochtoon;Westers;2002 (Nog geen jaar getrouwd);3099.0;3099.0;;;;;;;
243;Beiden 2e generatie allochtoon;Totaal vrouwen;2000 (Twee jaar getrouwd);724.0;;273.0;32.0;10.0;61.0;155.0;15.0;451.0
244;Beiden 2e generatie allochtoon;Totaal vrouwen;2001 (Eén jaar getrouwd);752.0;;373.0;48.0;16.0;70.0;220.0;19.0;379.0
245;Beiden 2e generatie allochtoon;Totaal vrouwen;2002 (Nog geen jaar getrouwd);772.0;;378.0;56.0;19.0;87.0;195.0;21.0;394.0
246;Beiden 2e generatie allochtoon;Autochtoon;2000 (Twee jaar getrouwd);;;;;;;;;
247;Beiden 2e generatie allochtoon;Autochtoon;2001 (Eén jaar getrouwd);;;;;;;;;
248;Beiden 2e generatie allochtoon;Autochtoon;2002 (Nog geen jaar getrouwd);;;;;;;;;
249;Beiden 2e generatie allochtoon;Totaal niet-westers;2000 (Twee jaar getrouwd);297.0;;247.0;32.0;5.0;50.0;150.0;10.0;50.0
250;Beiden 2e generatie allochtoon;Totaal niet-westers;2001 (Eén jaar getrouwd);384.0;;329.0;46.0;5.0;53.0;213.0;12.0;55.0
251;Beiden 2e generatie allochtoon;Totaal niet-westers;2002 (Nog geen jaar getrouwd);375.0;;327.0;52.0;9.0;64.0;192.0;10.0;48.0
252;Beiden 2e generatie allochtoon;Marokko;2000 (Twee jaar getrouwd);38.0;;36.0;28.0;2.0;1.0;3.0;2.0;2.0
253;Beiden 2e generatie allochtoon;Marokko;2001 (Eén jaar getrouwd);58.0;;53.0;45.0;0.0;3.0;4.0;1.0;5.0
254;Beiden 2e generatie allochtoon;Marokko;2002 (Nog geen jaar getrouwd);63.0;;58.0;49.0;1.0;1.0;5.0;2.0;5.0
255;Beiden 2e generatie allochtoon;Nederlandse Antillen + Aruba;2000 (Twee jaar getrouwd);15.0;;4.0;0.0;1.0;2.0;0.0;1.0;11.0
256;Beiden 2e generatie allochtoon;Nederlandse Antillen + Aruba;2001 (Eén jaar getrouwd);14.0;;2.0;0.0;0.0;1.0;0.0;1.0;12.0
257;Beiden 2e generatie allochtoon;Nederlandse Antillen + Aruba;2002 (Nog geen jaar getrouwd);13.0;;4.0;0.0;2.0;2.0;0.0;0.0;9.0
258;Beiden 2e generatie allochtoon;Suriname;2000 (Twee jaar getrouwd);61.0;;43.0;1.0;0.0;42.0;0.0;0.0;18.0
259;Beiden 2e generatie allochtoon;Suriname;2001 (Eén jaar getrouwd);64.0;;49.0;0.0;2.0;47.0;0.0;0.0;15.0
260;Beiden 2e generatie allochtoon;Suriname;2002 (Nog geen jaar getrouwd);82.0;;65.0;2.0;5.0;58.0;0.0;0.0;17.0
261;Beiden 2e generatie allochtoon;Turkije;2000 (Twee jaar getrouwd);156.0;;148.0;0.0;1.0;0.0;147.0;0.0;8.0
262;Beiden 2e generatie allochtoon;Turkije;2001 (Eén jaar getrouwd);220.0;;212.0;0.0;2.0;1.0;207.0;2.0;8.0
263;Beiden 2e generatie allochtoon;Turkije;2002 (Nog geen jaar getrouwd);192.0;;189.0;0.0;1.0;0.0;186.0;2.0;3.0
264;Beiden 2e generatie allochtoon;Overige niet-westers;2000 (Twee jaar getrouwd);27.0;;16.0;3.0;1.0;5.0;0.0;7.0;11.0
265;Beiden 2e generatie allochtoon;Overige niet-westers;2001 (Eén jaar getrouwd);28.0;;13.0;1.0;1.0;1.0;2.0;8.0;15.0
266;Beiden 2e generatie allochtoon;Overige niet-westers;2002 (Nog geen jaar getrouwd);25.0;;11.0;1.0;0.0;3.0;1.0;6.0;14.0
267;Beiden 2e generatie allochtoon;Westers;2000 (Twee jaar getrouwd);427.0;;26.0;0.0;5.0;11.0;5.0;5.0;401.0
268;Beiden 2e generatie allochtoon;Westers;2001 (Eén jaar getrouwd);368.0;;44.0;2.0;11.0;17.0;7.0;7.0;324.0
269;Beiden 2e generatie allochtoon;Westers;2002 (Nog geen jaar getrouwd);397.0;;51.0;4.0;10.0;23.0;3.0;11.0;346.0
