ID;Geslacht;PrognoseInterval;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8;TotaalParticuliereHuishoudens_9;GemiddeldeHuishoudensgrootte_10
67;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2040;18025003;17676184;4267949;2503541;7540342;459159;231396;186102;8059412.0;1.9
68;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2041;17980076;17660904;4256706;2488417;7492597;458821;230022;181846;8048649.0;1.89
69;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2042;17970828;17621962;4218551;2467946;7432638;457434;227983;177705;8037144.0;1.89
70;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2043;17947179;17594044;4201472;2457064;7404288;455950;227827;174288;8031178.0;1.88
71;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2044;17937286;17573124;4176463;2444832;7365680;454239;227636;170608;8031120.0;1.88
72;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2045;17923843;17578778;4152739;2430166;7315087;452614;227210;167081;8020365.0;1.87
73;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2046;17914251;17550236;4130140;2419957;7262677;450928;226149;163848;8010409.0;1.87
74;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2047;17886852;17517458;4103209;2413357;7220812;449072;224992;160576;7992001.0;1.86
75;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2048;17849471;17504702;4060213;2405422;7194300;447028;224181;156910;7979013.0;1.86
76;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2049;17820158;17472900;4029952;2390469;7155978;444435;222912;154376;7951505.0;1.85
77;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2050;17785961;17432318;3998402;2373176;7144678;440077;223004;150613;7944381.0;1.84
78;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2051;17772192;17377444;3966090;2352585;7104860;434689;223913;147584;7941199.0;1.84
79;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2052;17696672;17334554;3922679;2336543;7070059;429547;224297;143473;7938052.0;1.83
80;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2053;17657329;17280654;3877379;2321032;7037043;423457;223178;137390;7922467.0;1.83
81;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2054;17585906;17268906;3849112;2309728;7017787;420381;222275;133469;7911606.0;1.82
82;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2055;17539597;17222660;3818539;2297060;7006571;417199;221273;130875;7898392.0;1.82
83;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2056;17530353;17149092;3800365;2291137;6988264;414008;221216;127843;7895291.0;1.82
84;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2057;17516167;17155678;3756537;2284294;6980967;410872;220921;124427;7891179.0;1.81
85;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2058;17508214;17102454;3752996;2268846;6985707;404126;221505;121144;7881529.0;1.81
86;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2059;17437873;17069674;3743340;2255285;6981399;396936;220789;118441;7886623.0;1.8
87;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2060;17372231;17053528;3730673;2234437;6977075;390297;220489;112985;7876751.0;1.8
88;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2061;17349727;17026202;3711673;2213971;6979813;384231;220143;107531;7880385.0;1.8
89;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2062;17381837;17045328;3690430;2195651;6984023;378464;220506;102712;7888362.0;1.8
90;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2063;17393082;16994298;3683360;2178503;6993204;372729;220861;97269;7872656.0;1.79
91;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2064;17372286;16945448;3660710;2154512;7000063;368918;221309;91126;7876095.0;1.79
92;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2065;17363399;16956414;3646540;2123668;7000634;366077;220979;87059;7892118.0;1.79
93;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2066;17328420;16963784;3627055;2092499;7000386;363529;221079;83093;7859469.0;1.79
94;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2067;17296374;16922620;3601747;2067773;7003890;361179;220608;79387;7862054.0;1.79
95;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2068;17331014;16928408;3588539;2042492;7004295;359760;220334;74950;7896225.0;1.79
96;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2069;17328633;16950858;3587763;2021076;7001573;358297;220237;69525;7889749.0;1.78
97;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2070;17315044;16962864;3578738;2003990;6993443;356603;219599;64022;7889766.0;1.78
98;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2022;17637685;17381602;4761187;3396468;8933970;652777;281421;299880;8303924.0;2.17
99;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2023;17834003;17570830;4824412;3560968;9114042;680169;290892;321653;8474135.0;2.19
100;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2024;18026274;17750544;4875447;3697772;9267464;703039;299460;339986;8619152.0;2.19
101;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2025;18196561;17921162;4920842;3814751;9407311;722919;306716;356507;8739002.0;2.2
102;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2026;18369251;18082292;4971617;3925481;9531107;739460;312611;373625;8856676.0;2.21
103;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2027;18536857;18227962;5018788;4032967;9655451;754523;318909;389143;8956539.0;2.21
104;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2028;18695173;18391320;5065906;4132080;9749207;769452;324020;403465;9064082.0;2.22
105;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2029;18875066;18569960;5109503;4224821;9849725;783141;329302;415794;9172708.0;2.23
106;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2030;19059377;18740710;5162266;4321622;9925003;794798;335558;428882;9267481.0;2.23
107;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2031;19245381;18900840;5215296;4406456;10000651;808132;341324;441368;9356372.0;2.24
108;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2032;19427609;19063016;5264652;4491989;10067419;820762;346168;454713;9448903.0;2.24
109;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2033;19581610;19212256;5321196;4579084;10140612;832402;350434;467333;9544534.0;2.25
110;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2034;19728231;19367608;5383320;4668775;10215971;846456;354800;480325;9629323.0;2.25
111;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2035;19875681;19490826;5462875;4737408;10271870;859239;358959;499447;9705381.0;2.26
112;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2036;20018872;19641236;5523444;4806500;10333567;872972;363875;514655;9772793.0;2.26
113;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2037;20140585;19774030;5572424;4871043;10394396;884917;368264;528734;9836210.0;2.27
114;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2038;20270954;19908336;5635705;4935186;10464711;897440;373851;542663;9914912.0;2.28
115;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2039;20405800;20052148;5700561;4999244;10507222;909765;379224;555203;9998764.0;2.28
116;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2040;20542046;20189850;5756790;5061766;10579872;923855;383817;569667;10048427.0;2.29
117;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2041;20663014;20290494;5815292;5124008;10658887;937780;387029;578574;10109274.0;2.3
118;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2042;20794051;20413284;5883110;5197507;10726110;950920;393057;593073;10170500.0;2.3
119;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2043;20957390;20542250;5943007;5260057;10785689;966404;398062;603814;10248325.0;2.31
120;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2044;21091257;20661694;5987544;5321937;10847505;979292;403872;621301;10297713.0;2.31
121;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2045;21216188;20752364;6043722;5387362;10890916;993305;409929;632401;10362795.0;2.32
122;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2046;21342240;20868490;6102835;5445628;10949781;1006423;412198;643510;10423827.0;2.33
123;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2047;21462205;20941234;6162380;5496988;11019269;1020576;418246;657053;10489448.0;2.33
124;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2048;21548127;21040458;6198602;5551643;11076135;1033842;424340;673801;10561671.0;2.34
125;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2049;21646891;21131266;6227339;5615073;11085755;1045291;430440;690915;10633540.0;2.35
126;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2050;21746217;21247612;6264280;5674119;11120278;1055050;435713;709019;10691968.0;2.35
127;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2051;21818444;21346610;6310405;5746162;11144823;1063774;440939;724013;10736592.0;2.36
128;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2052;21927125;21455490;6338337;5806212;11202562;1071901;444702;739437;10793561.0;2.36
129;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2053;21955477;21559872;6363180;5839311;11240557;1080307;449177;752650;10852684.0;2.37
130;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2054;22058504;21664810;6402053;5876299;11262268;1088747;454420;763597;10919798.0;2.37
131;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2055;22166672;21738970;6437843;5968595;11344297;1095095;458219;780158;10984450.0;2.38
132;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2056;22278129;21850144;6476995;6012694;11388238;1100412;463278;792645;11062799.0;2.38
133;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2057;22386957;21975948;6511040;6072282;11458501;1105320;468127;795214;11118757.0;2.38
134;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2058;22485505;22100576;6568780;6129283;11496676;1109122;473166;799558;11186429.0;2.38
135;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2059;22594612;22175112;6630869;6170322;11566953;1114780;475892;810596;11257304.0;2.38
136;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2060;22702090;22273268;6703777;6216734;11633508;1117940;477796;817959;11342434.0;2.39
137;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2061;22805785;22384096;6766677;6242668;11695639;1123829;484418;828212;11433803.0;2.39
138;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2062;22965862;22534940;6821849;6281131;11772784;1132815;490871;840884;11495321.0;2.4
139;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2063;23084541;22639124;6884204;6315815;11870803;1135280;493376;845583;11542048.0;2.41
140;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2064;23241856;22756882;6950139;6362436;11920060;1137143;495905;848449;11590157.0;2.41
141;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2065;23369117;22869748;7010294;6433983;11962651;1142129;500110;855900;11627236.0;2.42
142;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2066;23481120;23034100;7069300;6497446;12035588;1151537;503489;863429;11687553.0;2.42
143;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2067;23684814;23208030;7149903;6536715;12107371;1160327;506579;861282;11724531.0;2.42
144;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2068;23834484;23349478;7197890;6563113;12171991;1170128;511048;864038;11783313.0;2.43
145;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2069;23963864;23490526;7264284;6601921;12256876;1174852;515157;861507;11857248.0;2.43
146;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2070;24091461;23665804;7326303;6652651;12333229;1177479;519184;868944;11940883.0;2.44
147;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2022;17574174;17301726;4604023;3026169;8514544;577665;258444;251088;8042483.0;2.11
148;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2023;17689625;17407738;4595021;3030725;8505761;574904;257901;252641;8095791.0;2.09
149;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2024;17793905;17506130;4584429;3037024;8513848;573811;258232;254527;8145814.0;2.08
150;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2025;17870990;17584084;4580662;3036539;8520705;572354;258507;255826;8195221.0;2.07
151;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2026;17950907;17654028;4576383;3038160;8534062;570999;259138;257005;8231246.0;2.06
152;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2027;18015787;17716480;4571056;3040382;8549000;569477;259553;258762;8272611.0;2.05
153;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2028;18082318;17776820;4566531;3043291;8552830;568596;260110;260270;8306668.0;2.05
154;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2029;18147155;17836388;4566613;3050815;8556562;566937;260416;261832;8336176.0;2.04
155;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2030;18208254;17894058;4569888;3055608;8551056;565796;261156;263468;8368335.0;2.03
156;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2031;18263735;17939198;4571594;3064524;8551643;564774;261820;265110;8398609.0;2.03
157;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2032;18317888;17982012;4578827;3067084;8547852;563775;262351;266773;8417002.0;2.02
158;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2033;18372260;18039880;4580966;3070374;8543478;563247;262808;267480;8438046.0;2.02
159;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2034;18411102;18076520;4587508;3067353;8527238;564186;263335;269669;8459122.0;2.01
160;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2035;18457729;18106732;4598445;3071777;8508509;565058;263767;271405;8481060.0;2.01
161;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2036;18492811;18144162;4609443;3073962;8475932;565794;263888;272394;8499605.0;2.01
162;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2037;18527563;18167592;4611206;3079940;8453124;567308;264346;273869;8513584.0;2.0
163;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2038;18553873;18193316;4616503;3081797;8433799;568407;264799;275085;8520314.0;2.0
164;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2039;18570380;18212520;4622649;3080339;8389308;568984;265060;275670;8527350.0;2.0
165;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2040;18592861;18217124;4630101;3077491;8379087;571172;265145;275261;8533858.0;1.99
166;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2041;18604696;18236800;4632439;3078830;8361960;573601;264930;275922;8539600.0;1.99
167;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2042;18602297;18241392;4636491;3076243;8341299;576230;264955;276842;8551271.0;1.98
168;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2043;18603364;18252754;4635649;3079454;8318225;577075;265202;278497;8551362.0;1.98
169;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2044;18617557;18259068;4628360;3079257;8285263;578401;265471;278245;8547691.0;1.98
170;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2045;18611700;18257824;4617190;3079413;8275220;579503;265073;277767;8555808.0;1.97
171;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2046;18629036;18250500;4618712;3080575;8260516;579592;265361;279368;8551969.0;1.97
172;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2047;18620586;18249754;4609840;3082622;8246644;580624;265570;279368;8558863.0;1.97
173;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2048;18610623;18235830;4593953;3084214;8215591;580606;265896;278814;8563958.0;1.96
174;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2049;18588114;18207240;4585883;3090045;8195523;580672;266230;278961;8581251.0;1.96
175;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2050;18572801;18188812;4572329;3088418;8178951;580513;266798;277527;8590314.0;1.95
176;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2051;18570043;18202976;4548748;3082590;8157004;579334;267219;277197;8599214.0;1.95
177;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2052;18566546;18186788;4528653;3093625;8158380;578165;267375;276361;8601594.0;1.95
178;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2053;18569735;18168830;4507010;3101488;8148958;576285;268089;276344;8610740.0;1.94
179;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2054;18559046;18159874;4489319;3095768;8153608;573002;268531;274101;8623722.0;1.94
180;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2055;18555839;18160612;4465717;3094420;8152109;570213;269163;272066;8628926.0;1.94
181;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2056;18558538;18155996;4449253;3097061;8152388;567756;269626;272213;8627843.0;1.93
182;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2057;18559554;18162244;4430390;3096868;8155632;564955;269878;269088;8631588.0;1.93
183;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2058;18578718;18176204;4423015;3086703;8168334;561500;270663;267042;8633350.0;1.92
184;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2059;18612043;18198718;4405768;3084038;8176185;560152;271266;264850;8637511.0;1.92
185;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2060;18601647;18204720;4388685;3085413;8167982;557387;271647;262109;8654548.0;1.92
186;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2061;18616922;18235382;4390728;3076165;8168821;554793;272245;257602;8665896.0;1.91
187;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2062;18630837;18247140;4386869;3077232;8178351;551916;272461;252770;8676610.0;1.91
188;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2063;18639196;18253144;4383620;3068285;8177818;548122;272846;249005;8689378.0;1.91
