ID;Persoonskenmerken;Perioden;TotaalPersonenMetContact_1;MeerDanEenmaalContact_2;TotaalVanwegeAlgemeneHulpverlening_3;AlgemeneDienstverlening_4;OpenbareOrdeEnVeiligheid_5;Verkeer_6;MishandelingBedreiging_7;DiefstalInbraak_8;TotaalEigenSlachtofferschap_9;Geweldsdelicten_10;Vermogensdelicten_11;Vandalismedelicten_12;DoorrijdenNaAanrijding_13;KwaadwilligeTelefoontjes_14;OverigeDelicten_15
0;10;1997;25.0;6.5;16.4;6.1;4.4;3.0;0.8;2.0;10.5;1.1;6.6;2.1;0.5;0.6;0.3
1;10;1998;24.8;7.9;17.0;5.2;5.1;3.5;0.9;1.5;10.2;1.1;5.9;2.5;0.6;0.5;0.3
2;10;1999;24.0;6.6;16.5;5.0;4.2;2.9;0.7;1.8;9.8;1.1;5.2;2.8;0.4;0.5;0.3
3;10;2000;24.5;6.9;17.1;5.0;4.7;2.9;0.9;1.9;9.7;1.0;6.2;2.0;0.4;0.4;0.3
4;10;2001;22.2;6.0;15.2;4.2;4.1;3.1;0.8;1.7;9.0;1.0;5.1;2.3;0.5;0.5;0.2
5;10;2002;24.0;6.9;15.7;4.0;4.4;3.0;0.9;2.5;10.7;1.3;6.3;2.7;0.3;0.5;0.3
6;10;2003;24.7;6.6;16.2;4.6;4.5;3.1;0.7;1.9;10.5;1.5;6.1;2.9;0.3;0.4;0.1
7;10;2004;23.3;5.9;14.9;4.1;4.3;2.5;0.9;1.8;10.4;1.4;5.8;2.6;0.5;0.3;0.4
8;11;1997;27.0;7.1;17.5;6.7;4.3;3.5;0.9;2.4;11.7;1.4;7.1;2.2;0.9;0.5;0.4
9;11;1998;25.3;7.9;17.0;4.9;5.0;4.5;0.9;1.3;10.7;1.3;6.0;2.7;0.8;0.4;0.2
10;11;1999;25.1;7.4;17.5;4.8;4.1;3.7;0.9;2.0;10.7;1.5;5.4;3.1;0.4;0.6;0.3
11;11;2000;26.5;7.7;18.5;5.1;5.1;3.6;0.8;2.5;10.8;1.1;7.0;2.3;0.4;0.5;0.3
12;11;2001;23.3;6.5;15.6;4.3;3.8;3.4;0.8;1.9;10.3;0.9;6.0;2.6;0.7;0.6;0.3
13;11;2002;25.7;7.9;16.8;3.6;4.3;4.0;0.6;2.7;11.6;1.8;6.6;3.2;0.4;0.2;0.3
14;11;2003;26.0;7.5;16.1;4.3;4.2;3.3;0.6;1.8;12.1;2.5;6.2;3.7;0.5;0.3;0.1
15;11;2004;24.7;6.0;16.1;4.4;4.5;3.2;0.7;1.8;10.8;1.9;5.7;2.9;0.4;0.3;0.3
16;12;1997;23.0;6.0;15.5;5.6;4.5;2.6;0.8;1.7;9.4;0.8;6.2;2.1;0.2;0.7;0.1
17;12;1998;24.4;7.9;17.1;5.5;5.2;2.5;0.9;1.7;9.7;0.8;5.7;2.3;0.5;0.5;0.4
18;12;1999;22.9;5.9;15.5;5.2;4.3;2.2;0.5;1.7;8.9;0.8;5.1;2.5;0.3;0.3;0.3
19;12;2000;22.5;6.0;15.8;4.9;4.4;2.3;1.1;1.4;8.6;0.9;5.4;1.7;0.4;0.3;0.4
20;12;2001;21.3;5.5;14.8;4.1;4.5;2.8;0.8;1.6;7.7;1.0;4.2;2.0;0.4;0.5;0.2
21;12;2002;22.4;6.0;14.6;4.3;4.5;2.0;1.1;2.3;9.7;0.7;6.1;2.3;0.2;0.7;0.4
22;12;2003;23.4;5.7;16.3;4.8;4.7;2.8;0.8;1.9;8.8;0.7;6.0;2.1;0.2;0.4;0.1
23;12;2004;22.0;5.8;13.8;3.8;4.1;1.9;1.0;1.8;10.0;1.0;5.9;2.4;0.6;0.4;0.4
24;15;1997;29.8;9.1;17.4;6.6;6.0;2.4;0.5;2.2;14.2;2.0;9.4;0.7;1.2;1.0;0.5
25;15;1998;26.0;7.1;17.6;6.3;3.6;3.6;0.6;1.7;11.2;0.6;8.8;1.2;0.3;0.1;0.5
26;15;1999;29.5;9.2;18.6;5.8;5.1;2.8;1.0;3.1;13.8;3.3;8.4;2.2;0.4;0.0;0.4
27;15;2000;29.3;10.1;17.6;4.5;2.5;2.4;1.8;3.5;15.5;1.8;10.9;1.6;0.9;0.9;0.2
28;15;2001;25.5;6.0;15.8;4.4;3.4;3.0;0.9;2.5;12.0;1.3;7.4;1.3;1.4;0.7;0.8
29;15;2002;23.8;7.2;12.5;2.8;2.7;2.4;0.8;2.3;12.8;2.7;8.1;1.8;0.3;0.5;0.5
30;15;2003;29.6;7.2;16.8;5.9;2.7;3.5;0.8;2.1;14.9;1.9;10.4;3.2;0.2;0.8;0.0
31;15;2004;27.1;6.7;13.3;3.7;3.1;2.5;1.1;1.7;16.1;3.0;11.0;1.6;1.2;0.5;0.4
