ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
0;Totaal;2017 maart;                                        ;        ;NL00      ;;346550.0;471560.0;768190.0;3358270.0;;;;;;;
1;Totaal;2017 juni;                                        ;        ;NL00      ;;317660.0;467880.0;760630.0;3380270.0;;;;;;;
2;Totaal;2017 september;                                        ;        ;NL00      ;;302640.0;459290.0;759470.0;3399190.0;;;;;;;
3;Totaal;2017 december;                                        ;        ;NL00      ;;307430.0;456820.0;757410.0;3421470.0;;;;;;;
4;Nederland;2017 maart;                                        ;        ;NL01      ;;340610.0;471190.0;744330.0;3015730.0;2.0;3.0;5.0;21.0;14317450.0;11292980.0;3024470.0
5;Nederland;2017 juni;                                        ;        ;NL01      ;;312340.0;467530.0;736830.0;3037020.0;2.0;3.0;5.0;21.0;14339210.0;11293060.0;3046150.0
6;Nederland;2017 september;                                        ;        ;NL01      ;;297720.0;458980.0;735440.0;3055800.0;2.0;3.0;5.0;21.0;14390250.0;11325130.0;3065120.0
7;Nederland;2017 december;                                        ;        ;NL01      ;;300550.0;456530.0;731300.0;3075230.0;2.0;3.0;5.0;21.0;14416070.0;11330750.0;3085320.0
8;Buitenland;2017 maart;                                        ;        ;NL98      ;;5940.0;370.0;23860.0;342540.0;;;;;;;
9;Buitenland;2017 juni;                                        ;        ;NL98      ;;5310.0;350.0;23800.0;343250.0;;;;;;;
10;Buitenland;2017 september;                                        ;        ;NL98      ;;4920.0;310.0;24030.0;343390.0;;;;;;;
11;Buitenland;2017 december;                                        ;        ;NL98      ;;6880.0;290.0;26120.0;346240.0;;;;;;;
12;Aa en Hunze;2017 maart;Aa en Hunze                             ;Gemeente;GM1680    ;;560.0;400.0;1140.0;5980.0;3.0;2.0;5.0;28.0;21730.0;15740.0;5990.0
