ID;Geslacht;Leeftijd;Herkomstgroepering;HoogstGevolgdeOpleiding;Recidive;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenPer10000Inwoners_2;TotaalVerdachtenVanMisdrijven_3;VerdachtenPer10000Inwoners_4
115;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;0;2013;36100.0;470.0;29030.0;378.0
116;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;0;2014;;;;
117;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2006;9130.0;144.0;13760.0;218.0
118;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2007;9900.0;144.0;15000.0;218.0
119;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2008;10810.0;147.0;14450.0;197.0
120;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2009;11600.0;152.0;13330.0;175.0
121;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2010;10560.0;136.0;12940.0;167.0
122;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2011;10750.0;138.0;12810.0;165.0
123;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2012;;;11710.0;151.0
124;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2013;;;10010.0;130.0
125;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;2;2014;;;;
126;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2006;32880.0;520.0;18650.0;295.0
127;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2007;36210.0;527.0;21660.0;315.0
128;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2008;36420.0;497.0;22890.0;312.0
129;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2009;36560.0;480.0;23170.0;304.0
130;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2010;34680.0;447.0;22940.0;295.0
131;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2011;32970.0;424.0;23120.0;297.0
132;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2012;;;21910.0;283.0
133;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2013;;;19010.0;248.0
134;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Mbo;1;2014;;;;
135;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2006;12240.0;193.0;6790.0;107.0
136;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2007;12630.0;198.0;7310.0;114.0
137;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2008;11870.0;184.0;6910.0;107.0
138;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2009;11430.0;175.0;6090.0;93.0
139;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2010;9960.0;149.0;5580.0;84.0
140;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2011;9350.0;139.0;5440.0;81.0
141;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2012;7820.0;115.0;4620.0;68.0
142;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2013;6520.0;97.0;3540.0;53.0
143;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;0;2014;;;;
144;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2006;4530.0;71.0;4620.0;73.0
145;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2007;4940.0;77.0;4910.0;77.0
146;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2008;5190.0;81.0;4550.0;71.0
147;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2009;5410.0;83.0;3980.0;61.0
148;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2010;4350.0;65.0;3610.0;54.0
149;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2011;4410.0;65.0;3460.0;51.0
150;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2012;;;2920.0;43.0
151;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2013;;;2200.0;33.0
152;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;2;2014;;;;
153;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2006;7710.0;122.0;2180.0;34.0
154;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2007;7680.0;120.0;2400.0;38.0
155;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2008;6670.0;104.0;2360.0;37.0
156;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2009;6020.0;92.0;2110.0;32.0
157;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2010;5600.0;84.0;1970.0;29.0
158;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2011;4940.0;73.0;1980.0;29.0
159;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2012;;;1710.0;25.0
160;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2013;;;1340.0;20.0
161;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Havo, vwo;1;2014;;;;
162;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2006;7760.0;142.0;6140.0;112.0
163;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2007;8260.0;147.0;6840.0;121.0
164;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2008;8450.0;144.0;6570.0;112.0
165;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2009;8540.0;140.0;6550.0;107.0
166;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2010;8180.0;129.0;6180.0;97.0
167;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2011;8040.0;123.0;6290.0;96.0
168;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2012;7480.0;111.0;5900.0;88.0
169;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2013;6690.0;97.0;5160.0;75.0
170;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;0;2014;;;;
171;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2006;3550.0;65.0;4080.0;75.0
172;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2007;3770.0;67.0;4440.0;79.0
173;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2008;4110.0;70.0;4270.0;73.0
174;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2009;4120.0;67.0;4140.0;68.0
175;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2010;4160.0;66.0;3860.0;61.0
176;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2011;4190.0;64.0;3980.0;61.0
177;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2012;;;3600.0;54.0
178;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2013;;;3160.0;46.0
179;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;2;2014;;;;
180;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Totaal herkomstgroepering;Hbo, wo;1;2006;4200.0;77.0;2060.0;38.0
