ID;Geslacht;Leeftijd;Herkomstgroepering;HoogstGevolgdeOpleiding;Recidive;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenPer10000Inwoners_2;TotaalVerdachtenVanMisdrijven_3;VerdachtenPer10000Inwoners_4
838;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2007;7480.0;490.0;4230.0;408.0
839;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2008;7910.0;397.0;4250.0;307.0
840;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2009;7380.0;334.0;4010.0;272.0
841;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2010;6990.0;281.0;3800.0;212.0
842;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2011;7490.0;220.0;4260.0;165.0
843;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2012;7300.0;221.0;4110.0;161.0
844;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2013;7320.0;181.0;4190.0;144.0
845;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;0;2014;11060.0;240.0;7060.0;168.0
846;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2006;3360.0;112.0;2860.0;156.0
847;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2007;3700.0;97.0;2990.0;124.0
848;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2008;4220.0;92.0;3240.0;105.0
849;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2009;3900.0;78.0;3070.0;106.0
850;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2010;3950.0;101.0;2880.0;86.0
851;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2011;4430.0;85.0;3340.0;81.0
852;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2012;;;3200.0;85.0
853;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2013;;;3230.0;77.0
854;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;2;2014;;;4270.0;73.0
855;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2006;3880.0;486.0;1450.0;328.0
856;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2007;3780.0;393.0;1240.0;284.0
857;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2008;3690.0;305.0;1000.0;203.0
858;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2009;3480.0;256.0;940.0;165.0
859;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2010;3040.0;180.0;930.0;126.0
860;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2011;3070.0;134.0;920.0;85.0
861;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2012;;;910.0;77.0
862;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2013;;;960.0;66.0
863;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Westerse allochtoon;Opleiding onbekend;1;2014;;;2800.0;96.0
864;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2006;36860.0;841.0;29310.0;661.0
865;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2007;36980.0;847.0;29970.0;680.0
866;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2008;35840.0;814.0;28470.0;640.0
867;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2009;35230.0;789.0;26570.0;588.0
868;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2010;34070.0;756.0;25820.0;565.0
869;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2011;32430.0;711.0;25040.0;542.0
870;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2012;30440.0;658.0;23600.0;504.0
871;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2013;28050.0;602.0;21710.0;460.0
872;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;0;2014;25030.0;532.0;18560.0;388.0
873;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2006;7150.0;160.0;10990.0;246.0
874;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2007;7270.0;163.0;10690.0;242.0
875;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2008;7740.0;174.0;9940.0;221.0
876;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2009;8400.0;184.0;8840.0;193.0
877;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2010;7530.0;163.0;8700.0;188.0
878;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2011;7710.0;166.0;8320.0;177.0
879;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2012;;;7520.0;159.0
880;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2013;;;7000.0;147.0
881;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;2;2014;;;5930.0;122.0
882;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2006;29700.0;682.0;18320.0;416.0
883;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2007;29720.0;685.0;19280.0;438.0
884;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2008;28100.0;640.0;18530.0;418.0
885;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2009;26830.0;604.0;17730.0;396.0
886;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2010;26540.0;593.0;17120.0;376.0
887;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2011;24720.0;545.0;16730.0;364.0
888;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2012;;;16080.0;344.0
889;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2013;;;14710.0;313.0
890;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Totaal opleidingen;1;2014;;;12620.0;267.0
891;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2006;1330.0;570.0;850.0;365.0
892;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2007;940.0;472.0;630.0;317.0
893;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2008;800.0;433.0;540.0;292.0
894;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2009;680.0;392.0;400.0;232.0
895;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2010;580.0;347.0;330.0;199.0
896;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2011;520.0;318.0;310.0;190.0
897;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2012;470.0;292.0;280.0;176.0
898;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2013;440.0;287.0;270.0;175.0
899;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;0;2014;;;;
900;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2006;270.0;117.0;420.0;181.0
901;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2007;200.0;101.0;310.0;155.0
902;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2008;210.0;113.0;240.0;130.0
903;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2009;220.0;124.0;160.0;94.0
904;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2010;160.0;94.0;140.0;84.0
905;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2011;160.0;97.0;140.0;84.0
906;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2012;;;120.0;77.0
907;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2013;;;130.0;85.0
908;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;2;2014;;;;
909;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2006;1060.0;453.0;430.0;185.0
910;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2007;740.0;371.0;320.0;163.0
911;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2008;590.0;320.0;300.0;162.0
912;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2009;470.0;268.0;240.0;138.0
913;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2010;430.0;254.0;190.0;116.0
914;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2011;360.0;220.0;180.0;106.0
915;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2012;;;160.0;99.0
916;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2013;;;140.0;91.0
917;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Basisonderwijs;1;2014;;;;
918;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2006;8220.0;1171.0;5840.0;832.0
919;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2007;8480.0;1210.0;6290.0;897.0
920;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2008;8090.0;1161.0;5840.0;838.0
921;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2009;7640.0;1097.0;5130.0;736.0
922;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2010;7430.0;1060.0;5020.0;717.0
923;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2011;6840.0;959.0;4710.0;661.0
924;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2012;6380.0;876.0;4410.0;606.0
925;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2013;5870.0;792.0;3940.0;531.0
926;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;0;2014;;;;
927;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2006;1540.0;219.0;2690.0;383.0
928;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2007;1630.0;232.0;2780.0;397.0
929;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2008;1730.0;248.0;2500.0;358.0
930;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2009;1940.0;279.0;2050.0;295.0
931;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2010;1540.0;220.0;2070.0;295.0
932;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2011;1640.0;230.0;1870.0;262.0
933;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2012;;;1740.0;239.0
934;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2013;;;1540.0;207.0
935;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;2;2014;;;;
936;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2006;6680.0;952.0;3160.0;449.0
937;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2007;6860.0;978.0;3510.0;501.0
938;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2008;6360.0;913.0;3340.0;479.0
939;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2009;5690.0;818.0;3070.0;441.0
940;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2010;5890.0;840.0;2960.0;422.0
941;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2011;5200.0;729.0;2840.0;399.0
942;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2012;;;2670.0;367.0
943;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2013;;;2410.0;324.0
944;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Vmbo;1;2014;;;;
945;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2006;940.0;1542.0;750.0;1228.0
946;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2007;1690.0;1557.0;1290.0;1187.0
947;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2008;1830.0;1539.0;1400.0;1177.0
948;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2009;1960.0;1557.0;1440.0;1141.0
949;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2010;2060.0;1557.0;1510.0;1141.0
950;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2011;2140.0;1542.0;1580.0;1143.0
951;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2012;2030.0;1392.0;1520.0;1046.0
952;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2013;2080.0;1370.0;1530.0;1007.0
953;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;0;2014;;;;
954;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2006;130.0;214.0;300.0;484.0
955;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2007;240.0;218.0;530.0;491.0
956;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2008;310.0;265.0;500.0;418.0
957;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2009;380.0;302.0;490.0;390.0
958;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2010;310.0;232.0;460.0;345.0
959;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2011;360.0;256.0;470.0;336.0
960;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2012;;;420.0;285.0
961;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2013;;;430.0;283.0
962;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;2;2014;;;;
963;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2006;810.0;1328.0;450.0;744.0
964;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2007;1450.0;1339.0;750.0;696.0
965;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2008;1510.0;1274.0;900.0;759.0
966;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2009;1580.0;1255.0;950.0;751.0
967;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2010;1750.0;1325.0;1050.0;796.0
968;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2011;1780.0;1285.0;1120.0;807.0
969;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2012;;;1110.0;761.0
970;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2013;;;1100.0;724.0
971;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Voortgezet speciaal onderwijs;1;2014;;;;
972;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2006;13390.0;1148.0;11060.0;949.0
973;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2007;14570.0;1163.0;12260.0;979.0
974;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2008;14990.0;1137.0;12350.0;937.0
975;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2009;15620.0;1145.0;12480.0;915.0
976;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2010;15530.0;1120.0;12510.0;902.0
977;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2011;15260.0;1088.0;12520.0;893.0
978;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2012;14550.0;1035.0;11980.0;853.0
979;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2013;13350.0;949.0;11060.0;786.0
980;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;0;2014;;;;
981;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2006;2270.0;195.0;3460.0;296.0
982;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2007;2420.0;193.0;3590.0;286.0
983;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2008;2670.0;202.0;3460.0;262.0
984;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2009;2900.0;213.0;3180.0;233.0
985;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2010;2790.0;201.0;3250.0;234.0
986;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2011;2900.0;207.0;3190.0;227.0
987;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2012;;;2940.0;209.0
988;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2013;;;2730.0;194.0
989;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;2;2014;;;;
990;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2006;11110.0;953.0;7610.0;653.0
991;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2007;12160.0;970.0;8680.0;693.0
992;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2008;12320.0;934.0;8890.0;674.0
993;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2009;12720.0;932.0;9290.0;681.0
994;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2010;12750.0;919.0;9260.0;667.0
995;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2011;12360.0;882.0;9330.0;666.0
996;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2012;;;9050.0;643.0
997;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2013;;;8330.0;592.0
998;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Mbo;1;2014;;;;
999;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2006;3100.0;410.0;2070.0;274.0
1000;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2007;3070.0;405.0;2100.0;278.0
1001;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2008;2890.0;378.0;1980.0;259.0
1002;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2009;2910.0;370.0;1750.0;222.0
1003;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2010;2840.0;346.0;1730.0;211.0
1004;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2011;2570.0;307.0;1610.0;193.0
1005;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2012;2300.0;272.0;1400.0;165.0
1006;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2013;2030.0;238.0;1230.0;144.0
1007;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;0;2014;;;;
1008;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2006;850.0;112.0;1240.0;164.0
1009;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2007;950.0;125.0;1220.0;161.0
1010;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2008;1000.0;130.0;1120.0;147.0
1011;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2009;1070.0;136.0;990.0;125.0
1012;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2010;970.0;119.0;990.0;120.0
1013;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2011;940.0;113.0;880.0;106.0
1014;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2012;;;770.0;91.0
1015;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2013;;;670.0;79.0
1016;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;2;2014;;;;
1017;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2006;2250.0;298.0;840.0;111.0
1018;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2007;2120.0;280.0;880.0;117.0
1019;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2008;1890.0;248.0;860.0;112.0
1020;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2009;1840.0;234.0;760.0;97.0
1021;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2010;1860.0;227.0;740.0;91.0
1022;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2011;1620.0;194.0;730.0;87.0
1023;Totaal mannen en vrouwen;Totaal 12 tot 25 jaar;Niet-westerse allochtoon;Havo, vwo;1;2012;;;630.0;74.0
