ID;InEnUitvoer;Perioden;OorspronkelijkeReeks_1;WerkdaggecorrigeerdeReeks_2;Prijs_3;OorspronkelijkeReeks_4;WerkdaggecorrigeerdeReeks_5;OorspronkelijkeReeks_6;WerkdaggecorrigeerdeReeks_7;Prijs_8;OorspronkelijkeReeks_9;WerkdaggecorrigeerdeReeks_10
77;Invoer;1999 augustus;32.3;32.4;84.1;38.4;38.5;12.1;9.1;0.1;11.9;9.0
78;Invoer;1999 september;36.5;35.9;83.7;43.6;42.9;11.5;11.5;1.8;9.6;9.6
79;Invoer;1999 3e kwartaal;34.0;33.9;83.3;40.7;40.6;10.2;10.2;0.4;9.7;9.8
80;Invoer;1999 oktober;35.0;36.1;86.6;40.5;41.7;9.0;11.9;0.4;8.5;11.4
81;Invoer;1999 november;38.7;38.1;89.9;43.1;42.5;17.1;14.0;3.1;13.6;10.7
82;Invoer;1999 december;40.0;38.1;92.2;43.3;41.4;20.4;18.3;5.4;14.2;12.4
83;Invoer;1999 4e kwartaal;37.9;37.5;89.6;42.3;41.8;15.6;14.7;3.0;12.2;11.5
84;Invoer;1999;34.3;34.2;83.6;41.0;40.9;7.2;6.9;-1.7;9.0;8.8
85;Invoer;2000 januari;36.0;36.6;85.9;41.9;42.7;20.0;17.9;7.1;12.0;10.2
86;Invoer;2000 februari;38.8;37.3;84.9;45.7;44.1;29.3;23.1;9.2;18.4;13.1
87;Invoer;2000 maart;44.8;43.7;87.4;51.2;50.0;19.9;19.9;7.6;11.4;11.4
88;Invoer;2000 1e kwartaal;39.8;39.2;86.1;46.3;45.6;22.8;20.3;7.9;13.8;11.6
89;Invoer;2000 april;37.8;38.9;87.0;43.5;44.6;16.4;20.7;4.8;11.0;15.1
90;Invoer;2000 mei;42.1;40.0;86.3;48.8;46.5;32.2;21.0;7.7;22.7;12.6
91;Invoer;2000 juni;40.4;40.8;87.6;46.1;46.6;18.8;23.0;7.5;10.4;14.2
92;Invoer;2000 2e kwartaal;40.1;39.9;86.9;46.1;45.9;22.3;21.6;6.7;14.7;13.9
93;Invoer;2000 juli;38.2;39.3;86.6;44.1;45.4;15.3;18.4;5.3;9.5;12.4
94;Invoer;2000 augustus;39.9;39.0;89.4;44.7;43.7;23.6;20.4;6.3;16.4;13.4
95;Invoer;2000 september;42.8;43.3;90.1;47.5;48.0;17.4;20.6;7.7;8.9;11.8
96;Invoer;2000 3e kwartaal;40.3;40.6;88.7;45.4;45.7;18.7;19.8;6.5;11.5;12.5
97;Invoer;2000 oktober;43.1;43.3;94.7;45.5;45.7;23.0;19.8;9.4;12.5;9.6
98;Invoer;2000 november;46.6;45.9;97.1;48.0;47.3;20.3;20.3;8.0;11.4;11.4
99;Invoer;2000 december;44.0;45.9;93.3;47.2;49.1;10.2;20.5;1.2;8.9;18.7
100;Invoer;2000 4e kwartaal;44.6;45.0;95.0;46.9;47.4;17.6;20.2;6.0;10.9;13.2
101;Invoer;2000;41.2;41.2;89.2;46.2;46.1;20.2;20.4;6.7;12.7;12.8
102;Invoer;2001 januari;42.6;41.8;87.0;48.9;48.1;18.3;14.1;1.3;16.8;12.7
103;Invoer;2001 februari;39.5;39.9;85.6;46.1;46.6;1.7;6.7;0.8;0.8;5.6
104;Invoer;2001 maart;46.0;46.1;86.9;53.0;53.1;2.9;5.7;-0.5;3.4;6.2
105;Invoer;2001 1e kwartaal;42.7;42.6;86.5;49.3;49.2;7.1;8.6;0.5;6.6;8.0
106;Invoer;2001 april;39.6;40.3;87.6;45.2;46.0;4.6;3.7;0.6;4.0;3.0
107;Invoer;2001 mei;42.3;41.0;86.4;48.9;47.5;0.5;2.3;0.2;0.3;2.0
108;Invoer;2001 juni;41.3;42.1;87.9;46.9;47.9;2.1;3.1;0.3;1.8;2.8
109;Invoer;2001 2e kwartaal;41.0;41.1;87.3;47.0;47.1;2.3;3.0;0.4;2.0;2.6
110;Invoer;2001 juli;40.6;40.8;86.8;46.8;47.0;6.4;3.6;0.2;6.2;3.4
111;Invoer;2001 augustus;40.5;39.6;87.6;46.2;45.2;1.5;1.5;-1.9;3.5;3.5
112;Invoer;2001 september;39.4;40.9;86.2;45.7;47.5;-8.0;-5.4;-4.4;-3.7;-1.1
113;Invoer;2001 3e kwartaal;40.2;40.4;86.9;46.3;46.6;-0.3;-0.3;-2.1;1.9;1.9
114;Invoer;2001 oktober;40.7;39.8;89.6;45.5;44.5;-5.5;-8.0;-5.4;-0.1;-2.7
115;Invoer;2001 november;41.6;41.0;90.4;46.1;45.4;-10.7;-10.7;-6.9;-4.1;-4.1
116;Invoer;2001 december;38.7;40.3;89.3;43.4;45.1;-12.1;-12.1;-4.3;-8.1;-8.1
117;Invoer;2001 4e kwartaal;40.4;40.4;89.8;45.0;45.0;-9.5;-10.3;-5.5;-4.2;-5.0
118;Invoer;2001;41.1;41.1;87.6;46.9;47.0;-0.3;-0.1;-1.9;1.5;1.8
119;Invoer;2002 januari;37.8;37.1;82.6;45.8;45.0;-11.2;-11.2;-5.0;-6.5;-6.5
120;Invoer;2002 februari;36.4;36.8;81.0;44.9;45.4;-7.7;-7.7;-5.3;-2.5;-2.5
121;Invoer;2002 maart;42.5;43.8;83.5;50.9;52.4;-7.6;-5.1;-3.9;-3.9;-1.4
122;Invoer;2002 1e kwartaal;38.9;39.2;82.4;47.2;47.6;-8.9;-7.9;-4.7;-4.3;-3.4
123;Invoer;2002 april;39.9;39.5;84.2;47.3;46.9;0.7;-1.9;-3.8;4.8;2.1
124;Invoer;2002 mei;38.5;37.9;81.6;47.2;46.5;-9.0;-7.3;-5.6;-3.6;-1.9
125;Invoer;2002 juni;37.9;39.0;82.0;46.2;47.5;-8.2;-7.3;-6.7;-1.6;-0.7
126;Invoer;2002 2e kwartaal;38.7;38.8;82.6;46.9;47.0;-5.6;-5.6;-5.3;-0.2;-0.2
127;Invoer;2002 juli;37.6;36.8;81.9;46.0;44.9;-7.3;-9.7;-5.6;-1.8;-4.4
128;Invoer;2002 augustus;37.6;37.7;83.7;44.9;45.1;-7.3;-4.8;-4.5;-2.9;-0.3
129;Invoer;2002 september;39.6;40.1;82.9;47.8;48.4;0.6;-2.1;-3.8;4.6;1.9
130;Invoer;2002 3e kwartaal;38.3;38.2;82.8;46.2;46.1;-4.7;-5.5;-4.6;-0.1;-0.9
131;Invoer;2002 oktober;41.3;40.3;86.9;47.5;46.4;1.3;1.3;-3.0;4.4;4.4
132;Invoer;2002 november;40.2;40.7;87.4;46.1;46.6;-3.4;-0.7;-3.4;0.0;2.7
133;Invoer;2002 december;39.5;40.0;86.9;45.4;46.0;1.9;-0.8;-2.7;4.8;2.1
134;Invoer;2002 4e kwartaal;40.3;40.3;87.1;46.3;46.3;-0.1;-0.1;-3.0;3.0;3.0
135;Invoer;2002;39.1;39.1;83.7;46.7;46.8;-4.9;-4.8;-4.4;-0.5;-0.4
136;Invoer;2003 januari;39.3;38.6;82.7;47.5;46.6;3.9;3.9;0.2;3.7;3.7
137;Invoer;2003 februari;38.1;38.5;81.0;47.1;47.6;4.8;4.8;0.0;4.8;4.8
138;Invoer;2003 maart;42.8;44.0;82.1;52.1;53.6;0.6;0.6;-1.7;2.3;2.3
139;Invoer;2003 1e kwartaal;40.1;40.4;81.9;48.9;49.3;3.0;2.9;-0.6;3.6;3.6
140;Invoer;2003 april;39.3;39.0;81.6;48.2;47.8;-1.3;-1.3;-3.1;1.9;1.9
141;Invoer;2003 mei;38.3;38.1;78.6;48.7;48.5;-0.5;0.4;-3.6;3.2;4.2
142;Invoer;2003 juni;37.0;37.8;79.5;46.6;47.5;-2.3;-3.2;-3.1;0.9;-0.1
143;Invoer;2003 2e kwartaal;38.2;38.3;79.9;47.8;47.9;-1.4;-1.4;-3.3;2.0;2.0
144;Invoer;2003 juli;37.7;36.9;79.8;47.3;46.3;0.2;0.2;-2.6;2.9;2.9
145;Invoer;2003 augustus;35.8;37.0;82.1;43.7;45.0;-4.6;-2.0;-1.9;-2.7;-0.2
146;Invoer;2003 september;39.5;38.9;80.4;49.2;48.4;-0.3;-3.0;-3.0;2.8;0.1
147;Invoer;2003 3e kwartaal;37.7;37.6;80.7;46.7;46.6;-1.6;-1.6;-2.6;1.0;0.9
148;Invoer;2003 oktober;41.4;40.4;84.0;49.2;48.1;0.2;0.2;-3.3;3.7;3.7
149;Invoer;2003 november;40.1;41.7;85.6;46.9;48.7;-0.2;2.5;-2.0;1.8;4.5
150;Invoer;2003 december;42.5;41.9;84.1;50.5;49.8;7.6;4.8;-3.1;11.1;8.2
151;Invoer;2003 4e kwartaal;41.3;41.4;84.6;48.9;48.9;2.5;2.5;-2.8;5.5;5.5
152;Invoer;2003;39.3;39.4;81.8;48.1;48.2;0.7;0.6;-2.3;3.0;3.0
153;Invoer;2004 januari;37.6;37.9;80.5;46.6;47.0;-4.3;-1.7;-2.6;-1.7;0.9
154;Invoer;2004 februari;38.1;37.7;78.3;48.7;48.2;-0.1;-2.3;-3.3;3.3;1.3
155;Invoer;2004 maart;46.2;45.0;81.1;56.9;55.5;7.9;2.3;-1.1;9.2;3.6
156;Invoer;2004 1e kwartaal;40.6;40.2;80.1;50.7;50.2;1.4;-0.4;-2.3;3.8;2.0
157;Invoer;2004 april;41.9;41.5;82.6;50.8;50.3;6.6;6.6;1.2;5.3;5.3
158;Invoer;2004 mei;40.8;42.4;80.6;50.6;52.6;6.5;11.4;2.5;3.9;8.5
159;Invoer;2004 juni;44.4;43.3;81.5;54.4;53.2;19.8;14.6;2.5;16.9;12.0
160;Invoer;2004 2e kwartaal;42.4;42.4;81.5;51.9;52.0;10.8;10.8;2.1;8.6;8.6
161;Invoer;2004 juli;42.0;42.1;82.2;51.1;51.3;11.2;14.3;3.0;8.0;10.9
162;Invoer;2004 augustus;43.3;43.5;84.4;51.3;51.5;20.9;17.7;2.8;17.6;14.5
163;Invoer;2004 september;45.1;44.4;83.4;54.0;53.2;14.1;14.1;3.8;9.9;9.9
164;Invoer;2004 3e kwartaal;43.4;43.3;83.3;52.1;52.0;15.3;15.3;3.3;11.7;11.7
165;Invoer;2004 oktober;44.2;45.6;86.9;50.8;52.4;6.8;12.7;3.5;3.2;8.8
166;Invoer;2004 november;47.2;46.5;86.8;54.4;53.6;17.5;11.4;1.3;16.0;10.1
167;Invoer;2004 december;48.1;45.9;84.9;56.7;54.2;13.3;9.4;0.8;12.4;8.7
168;Invoer;2004 4e kwartaal;46.5;46.0;86.2;54.0;53.4;12.5;11.1;1.9;10.5;9.2
169;Invoer;2004;43.2;43.0;82.8;52.2;51.9;9.9;9.1;1.3;8.6;7.8
170;Invoer;2005 januari;42.3;43.0;82.4;51.3;52.3;12.5;13.6;2.2;10.1;11.1
171;Invoer;2005 februari;41.9;42.4;81.2;51.7;52.2;10.0;12.5;3.7;6.2;8.3
172;Invoer;2005 maart;49.1;48.7;84.5;58.1;57.6;6.3;8.2;4.1;2.1;3.8
173;Invoer;2005 1e kwartaal;44.4;44.7;82.7;53.7;54.0;9.4;11.2;3.3;5.8;7.5
174;Invoer;2005 april;47.1;46.3;84.8;55.6;54.7;12.4;11.5;2.7;9.5;8.7
175;Invoer;2005 mei;44.7;45.3;82.4;54.3;54.9;9.6;6.7;2.2;7.2;4.4
176;Invoer;2005 juni;47.5;46.4;84.2;56.4;55.1;7.0;7.0;3.3;3.6;3.6
177;Invoer;2005 2e kwartaal;46.4;46.0;83.8;55.4;54.9;9.6;8.4;2.7;6.7;5.5
178;Invoer;2005 juli;44.8;46.2;84.6;53.0;54.6;6.8;9.7;3.0;3.7;6.5
179;Invoer;2005 augustus;47.4;46.3;86.7;54.7;53.4;9.4;6.5;2.8;6.5;3.7
180;Invoer;2005 september;49.3;48.6;85.8;57.5;56.6;9.4;9.4;2.9;6.4;6.4
181;Invoer;2005 3e kwartaal;47.2;47.0;85.7;55.0;54.9;8.6;8.5;2.9;5.5;5.5
182;Invoer;2005 oktober;48.3;49.8;89.1;54.2;55.8;9.3;9.3;2.5;6.6;6.6
183;Invoer;2005 november;51.9;51.1;89.9;57.7;56.9;10.0;10.0;3.6;6.2;6.2
184;Invoer;2005 december;52.5;52.3;89.6;58.5;58.3;9.0;13.9;5.6;3.2;7.7
185;Invoer;2005 4e kwartaal;50.9;51.0;89.6;56.8;57.0;9.4;11.1;4.0;5.2;6.8
186;Invoer;2005;47.2;47.2;85.5;55.2;55.2;9.2;9.8;3.2;5.8;6.3
187;Invoer;2006 januari;50.4;50.0;88.2;57.1;56.7;19.2;16.1;7.1;11.3;8.4
188;Invoer;2006 februari;47.2;47.7;85.4;55.3;55.8;12.7;12.7;5.2;7.1;7.1
189;Invoer;2006 maart;57.9;56.5;87.6;66.1;64.5;18.0;16.0;3.8;13.8;11.9
190;Invoer;2006 1e kwartaal;51.9;51.4;87.1;59.5;59.0;16.7;15.0;5.3;10.8;9.2
191;Invoer;2006 april;51.1;52.5;88.3;57.8;59.4;8.4;13.3;4.2;4.1;8.6
192;Invoer;2006 mei;54.9;53.1;86.7;63.2;61.3;22.7;17.4;5.3;16.5;11.6
193;Invoer;2006 juni;53.7;53.4;87.8;61.2;60.8;13.2;15.2;4.4;8.5;10.3
194;Invoer;2006 2e kwartaal;53.2;53.0;87.6;60.8;60.5;14.6;15.3;4.6;9.6;10.2
195;Invoer;2006 juli;50.6;52.2;88.3;57.3;59.1;12.9;12.9;4.4;8.2;8.2
196;Invoer;2006 augustus;53.8;52.5;89.6;60.0;58.7;13.4;13.4;3.3;9.8;9.8
197;Invoer;2006 september;53.3;53.9;86.8;61.3;62.0;8.0;10.9;1.2;6.7;9.5
198;Invoer;2006 3e kwartaal;52.5;52.9;88.2;59.6;59.9;11.4;12.4;2.9;8.2;9.2
199;Invoer;2006 oktober;55.3;55.6;89.3;62.0;62.2;14.7;11.6;0.2;14.4;11.5
200;Invoer;2006 november;57.3;56.5;90.8;63.1;62.2;10.5;10.5;1.0;9.4;9.4
201;Invoer;2006 december;54.6;56.8;90.0;60.6;63.1;4.0;8.8;0.4;3.6;8.1
202;Invoer;2006 4e kwartaal;55.8;56.3;90.0;61.9;62.5;9.6;10.3;0.5;9.0;9.7
203;Invoer;2006;53.3;53.4;88.3;60.4;60.5;13.0;13.1;3.2;9.4;9.6
204;Invoer;2007 januari;53.8;52.8;88.2;61.0;59.9;6.7;5.7;0.0;6.7;5.7
205;Invoer;2007 februari;51.8;52.4;86.0;60.3;60.9;9.7;9.7;0.7;9.0;9.0
206;Invoer;2007 maart;60.0;60.1;88.8;67.6;67.7;3.5;6.4;1.3;2.2;4.9
207;Invoer;2007 1e kwartaal;55.2;55.1;87.7;62.9;62.8;6.5;7.2;0.7;5.7;6.5
208;Invoer;2007 april;54.7;55.7;89.5;61.2;62.2;7.2;6.2;1.3;5.8;4.8
209;Invoer;2007 mei;58.4;57.6;88.5;66.0;65.1;6.4;8.3;2.0;4.3;6.1
210;Invoer;2007 juni;56.9;57.0;89.5;63.5;63.7;5.8;6.8;1.9;3.8;4.8
211;Invoer;2007 2e kwartaal;56.7;56.8;89.1;63.6;63.7;6.5;7.1;1.7;4.6;5.2
212;Invoer;2007 juli;56.2;56.4;88.9;63.3;63.5;11.1;8.1;0.6;10.4;7.5
213;Invoer;2007 augustus;58.2;56.9;89.3;65.1;63.7;8.2;8.2;-0.3;8.5;8.5
214;Invoer;2007 september;56.6;58.8;88.6;63.8;66.3;6.2;9.1;2.0;4.1;6.9
215;Invoer;2007 3e kwartaal;57.0;57.4;88.9;64.1;64.5;8.5;8.5;0.8;7.6;7.6
216;Invoer;2007 oktober;59.5;58.1;92.3;64.4;63.0;7.4;4.6;3.3;4.0;1.3
217;Invoer;2007 november;62.9;62.0;94.4;66.6;65.7;9.7;9.7;3.9;5.6;5.6
218;Invoer;2007 december;57.8;60.2;94.0;61.4;63.9;5.8;5.8;4.5;1.3;1.3
219;Invoer;2007 4e kwartaal;60.0;60.1;93.6;64.2;64.2;7.7;6.7;3.9;3.6;2.7
220;Invoer;2007;57.2;57.3;89.9;63.7;63.8;7.3;7.4;1.8;5.4;5.5
221;Invoer;2008 januari;61.9;60.8;94.0;65.9;64.7;15.1;15.1;6.5;8.1;8.1
222;Invoer;2008 februari;60.3;58.0;91.3;66.0;63.7;16.3;10.8;6.2;9.6;4.6
223;Invoer;2008 maart;62.4;65.3;93.9;66.4;69.5;4.0;8.7;5.8;-1.7;2.6
224;Invoer;2008 1e kwartaal;61.5;61.4;93.1;66.1;66.0;11.5;11.4;6.1;5.1;5.0
225;Invoer;2008 april;61.9;60.3;94.8;65.3;63.7;13.1;8.2;5.9;6.8;2.3
226;Invoer;2008 mei;61.9;62.6;95.3;64.9;65.7;5.9;8.8;7.7;-1.7;0.9
227;Invoer;2008 juni;62.8;63.0;97.8;64.3;64.5;10.5;10.5;9.2;1.2;1.2
228;Invoer;2008 2e kwartaal;62.2;62.0;96.0;64.8;64.6;9.8;9.2;7.6;2.0;1.5
229;Invoer;2008 juli;62.6;61.1;96.9;64.6;63.1;11.2;8.3;9.0;2.0;-0.6
230;Invoer;2008 augustus;60.6;62.5;97.3;62.3;64.2;4.1;9.9;8.9;-4.4;0.8
231;Invoer;2008 september;64.1;63.1;93.8;68.3;67.3;13.2;7.3;5.9;6.9;1.5
232;Invoer;2008 3e kwartaal;62.4;62.2;96.0;65.0;64.8;9.5;8.5;7.9;1.5;0.6
233;Invoer;2008 oktober;62.1;60.7;95.2;65.2;63.8;4.4;4.4;3.1;1.2;1.2
234;Invoer;2008 november;57.5;59.7;92.8;61.9;64.2;-8.7;-3.6;-1.6;-7.1;-2.2
235;Invoer;2008 december;53.7;53.0;89.3;60.2;59.4;-7.0;-11.9;-5.1;-2.0;-7.0
236;Invoer;2008 4e kwartaal;57.7;57.8;92.5;62.4;62.5;-3.8;-3.8;-1.1;-2.7;-2.7
237;Invoer;2008;61.0;60.8;94.4;64.6;64.5;6.5;6.1;5.0;1.4;1.1
238;Invoer;2009 januari;48.9;49.3;86.4;56.6;57.1;-21.1;-18.9;-8.1;-14.1;-11.9
239;Invoer;2009 februari;47.4;47.9;84.4;56.2;56.7;-21.4;-17.5;-7.6;-15.0;-10.9
240;Invoer;2009 maart;53.1;53.2;85.3;62.3;62.4;-14.8;-18.5;-9.2;-6.3;-10.2
241;Invoer;2009 1e kwartaal;49.8;50.1;85.4;58.3;58.7;-19.1;-18.3;-8.3;-11.8;-11.0
242;Invoer;2009 april;46.7;46.2;84.7;55.1;54.6;-24.6;-23.3;-10.6;-15.7;-14.3
243;Invoer;2009 mei;46.6;47.7;84.1;55.5;56.7;-24.6;-23.9;-11.8;-14.5;-13.7
244;Invoer;2009 juni;48.0;47.7;86.6;55.4;55.0;-23.6;-24.4;-11.4;-13.8;-14.6
245;Invoer;2009 2e kwartaal;47.1;47.2;85.2;55.3;55.4;-24.3;-23.9;-11.3;-14.7;-14.2
246;Invoer;2009 juli;48.8;47.7;83.2;58.7;57.4;-21.9;-21.9;-14.1;-9.1;-9.1
247;Invoer;2009 augustus;47.1;48.5;85.6;55.0;56.7;-22.3;-22.3;-12.1;-11.7;-11.7
248;Invoer;2009 september;49.2;48.4;83.3;59.0;58.1;-23.2;-23.2;-11.2;-13.6;-13.6
249;Invoer;2009 3e kwartaal;48.4;48.2;84.0;57.6;57.4;-22.5;-22.5;-12.5;-11.5;-11.5
250;Invoer;2009 oktober;50.4;50.6;87.9;57.3;57.5;-18.8;-16.6;-7.6;-12.1;-9.8
251;Invoer;2009 november;52.6;53.2;88.6;59.4;60.1;-8.4;-10.8;-4.6;-4.0;-6.5
252;Invoer;2009 december;54.9;53.3;88.6;62.0;60.2;2.3;0.5;-0.7;3.0;1.3
