ID;PrognoseInterval;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3;TotaalMannenEnVrouwen_4;Mannen_5;Vrouwen_6;TotaalMannenEnVrouwen_7;Mannen_8;Vrouwen_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;TotaalMannenEnVrouwen_19;Mannen_20;Vrouwen_21;AantalHuishoudens_22;GemiddeldeHuishoudensgrootte_23
0;1;2003;16201839;8022412;8179427;2402928;1102761;1300167;8274698;4144850;4129848;4638646;2498122;2140524;419649;66876;352773;257859;133813;124046;208062;75993;132069;7001383;2.28
1;1;2004;16283902;8065598;8218304;2447666;1129450;1318216;8288797;4151900;4136897;4656276;2506540;2149736;427387;68936;358451;259979;134693;125286;203800;74087;129713;7061119;2.28
2;1;2005;16356552;8103889;8252663;2490563;1154739;1335824;8301162;4158080;4143082;4668790;2512488;2156302;434639;70903;363736;262126;135538;126588;199275;72142;127133;7117673;2.27
3;1;2006;16422783;8138767;8284016;2533209;1179496;1353713;8312038;4163520;4148518;4677032;2516369;2160663;441556;72814;368742;264377;136385;127992;194578;70191;124387;7172905;2.26
4;1;2007;16485208;8171586;8313622;2575699;1203812;1371887;8323185;4169092;4154093;4681713;2518532;2163181;448131;74652;373479;266708;137249;129459;189776;68248;121528;7227828;2.25
5;1;2008;16546018;8203598;8342420;2618399;1227912;1390487;8335457;4175229;4160228;4683607;2519535;2164072;454444;76435;378009;269156;138146;131010;184955;66344;118611;7283341;2.25
6;1;2009;16606603;8235558;8371045;2661628;1251954;1409674;8349580;4182291;4167289;4683000;2519590;2163410;460491;78168;382323;271733;139069;132664;180183;64492;115691;7340045;2.24
7;1;2010;16667122;8267474;8399648;2705134;1275815;1429319;8365759;4190379;4175380;4680122;2518769;2161353;466231;79836;386395;274351;139964;134387;175543;62715;112828;7397850;2.23
8;1;2011;16727456;8299247;8428209;2748493;1299351;1449142;8383798;4199400;4184398;4675437;2517176;2158261;471667;81442;390225;276966;140842;136124;171117;61035;110082;7456051;2.22
9;1;2012;16786969;8330514;8456455;2791379;1322498;1468881;8403004;4209000;4194004;4669276;2514882;2154394;476818;82964;393854;279506;141689;137817;166998;59486;107512;7514112;2.21
10;1;2013;16844912;8360831;8484081;2833544;1345143;1488401;8422794;4218898;4203896;4661708;2511824;2149884;481681;84369;397312;281928;142505;139423;163264;58093;105171;7571418;2.2
11;1;2014;16901111;8390065;8511046;2874679;1367228;1507451;8442662;4228832;4213830;4653332;2508184;2145148;486251;85661;400590;284188;143278;140910;160005;56891;103114;7627415;2.19
12;1;2015;16955698;8418255;8537443;2914601;1388658;1525943;8462303;4238653;4223650;4644650;2504179;2140471;490549;86824;403725;286301;144036;142265;157303;55911;101392;7681772;2.19
13;1;2016;17008998;8445548;8563450;2953433;1409481;1543952;8481428;4248214;4233214;4635955;2500008;2135947;494616;87866;406750;288332;144794;143538;155244;55192;100052;7734574;2.18
14;1;2017;17061173;8471997;8589176;2991410;1429744;1561666;8499800;4257400;4242400;4627280;2495772;2131508;498451;88774;409677;290327;145542;144785;153909;54763;99146;7785880;2.17
15;1;2018;17112380;8497668;8614712;3028552;1449418;1579134;8517167;4266084;4251083;4618845;2491663;2127182;502103;89544;412559;292336;146305;146031;153389;54659;98730;7835665;2.16
16;1;2019;17162629;8522560;8640069;3064879;1468424;1596455;8533440;4274220;4259220;4610634;2487798;2122836;505604;90190;415414;294300;147017;147283;153780;54915;98865;7883934;2.16
17;1;2020;17211923;8546680;8665243;3099902;1486568;1613334;8548645;4281824;4266821;4602979;2484317;2118662;509039;90744;418295;296169;147654;148515;155191;55574;99617;7930285;2.15
18;1;2021;17259948;8569887;8690061;3133709;1503918;1629791;8562753;4288876;4273877;4595910;2481224;2114686;512445;91201;421244;297917;148203;149714;157214;56462;100752;7974800;2.14
19;1;2022;17306574;8592111;8714463;3166325;1520515;1645810;8575910;4295454;4280456;4589552;2478497;2111055;515888;91606;424282;299535;148668;150867;159381;57378;102003;8017652;2.14
20;1;2023;17351617;8613278;8738339;3197479;1536283;1661196;8588012;4301506;4286506;4584052;2476126;2107926;519376;91968;427408;300979;149061;151918;161718;58334;103384;8058550;2.13
21;1;2024;17394855;8633289;8761566;3226849;1551153;1675696;8598958;4306980;4291978;4579639;2474142;2105497;522940;92306;430634;302229;149374;152855;164251;59338;104913;8097082;2.13
22;1;2025;17436141;8652102;8784039;3254211;1565073;1689138;8608452;4311722;4296730;4576634;2472664;2103970;526599;92631;433968;303274;149626;153648;166988;60390;106598;8132962;2.12
23;1;2026;17475258;8669629;8805629;3279369;1577987;1701382;8616207;4315604;4300603;4575335;2471819;2103516;530359;92955;437404;304085;149788;154297;169917;61482;108435;8165766;2.12
24;1;2027;17512037;8685820;8826217;3302268;1589854;1712414;8621988;4318490;4303498;4575877;2471700;2104177;534201;93293;440908;304691;149883;154808;173031;62609;110422;8195406;2.12
25;1;2028;17546307;8700617;8845690;3322898;1600659;1722239;8625484;4320242;4305242;4578425;2472437;2105988;538106;93645;444461;305085;149875;155210;176325;63768;112557;8221627;2.11
26;1;2029;17577859;8713966;8863893;3341106;1610336;1730770;8626692;4320846;4305846;4582877;2474016;2108861;542025;94012;448013;305369;149800;155569;179797;64961;114836;8244294;2.11
27;1;2030;17606563;8725838;8880725;3357026;1618905;1738121;8625474;4320236;4305238;4589169;2476464;2112705;545920;94381;451539;305565;149673;155892;183416;66186;117230;8263454;2.11
28;1;2031;17632175;8736150;8896025;3370848;1626354;1744494;8621849;4318424;4303425;4597004;2479714;2117290;549751;94753;454998;305612;149471;156141;187111;67431;119680;8279196;2.11
29;1;2032;17654594;8744890;8909704;3382682;1632762;1749920;8615976;4315488;4300488;4606058;2483636;2122422;553487;95124;458363;305621;149210;156411;190785;68673;122112;8291766;2.11
30;1;2033;17673669;8752019;8921650;3392728;1638164;1754564;8608163;4311582;4296581;4615843;2488039;2127804;557093;95482;461611;305502;148876;156626;194348;69878;124470;8301456;2.11
31;1;2034;17689276;8757532;8931744;3401086;1642642;1758444;8598747;4306874;4291873;4625850;2492693;2133157;560534;95818;464716;305328;148494;156834;197734;71015;126719;8308455;2.11
32;1;2035;17701403;8761425;8939978;3407854;1646271;1761583;8588094;4301548;4286546;4635606;2497360;2138246;563781;96117;467664;305138;148062;157076;200931;72065;128866;8313087;2.11
33;1;2036;17710150;8763793;8946357;3413197;1649167;1764030;8576574;4295787;4280787;4644707;2501844;2142863;566827;96375;470452;304910;147591;157319;203937;73028;130909;8315674;2.11
34;1;2037;17715565;8764668;8950897;3417116;1651354;1765762;8564658;4289830;4274828;4652711;2505907;2146804;569659;96594;473065;304666;147081;157585;206763;73906;132857;8316404;2.11
35;1;2038;17717934;8764203;8953731;3419813;1652932;1766881;8552645;4283822;4268823;4659414;2509437;2149977;572263;96774;475489;304402;146540;157862;209410;74705;134705;8315666;2.11
36;1;2039;17717495;8762495;8955000;3421347;1653903;1767444;8540950;4277974;4262976;4664602;2512312;2152290;574615;96907;477708;304130;145977;158153;211859;75427;136432;8313648;2.11
37;1;2040;17714591;8759731;8954860;3421755;1654316;1767439;8529948;4272474;4257474;4668232;2514486;2153746;576713;96993;479720;303834;145381;158453;214111;76081;138030;8310588;2.11
38;1;2041;17709488;8756035;8953453;3421200;1654232;1766968;8519732;4267366;4252366;4670276;2515924;2154352;578570;97043;481527;303533;144797;158736;216175;76675;139500;8306790;2.11
