ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged15YearsAndOlder_1;TotalLabourForceAccToInternatDef_2;EmpLabourForceAccToInternatDef_3;UnempLabourForceAccToInternatDef_4;PeopleNotIncludedInTheLabourForce_5;GrossLabourParticipation_6;NetLabourParticipation_7;UnemploymentAsAPercentage_8;TotalEmployees_9;EmployeesPermanentJobs_10;EmployeesFlexibleJobs_11;SelfEmployed_12;FamilyWorkers_13;k_0119HrsPerWeek_14;k_2034HrsPerWeek_15;k_35HrsPerWeek_16;WorkingHoursUnknown_17;AverageWorkingHours_18;Military_19;LegislatorsSeniorOfficialsManagers_20;ScientistsScholars_21;TechniciansSkilledWorkers_22;OfficeWorkers_23;ServiceShopAndMarketSalesWorkers_24;SkilledWorkersAgricultureAndFishery_25;Craftsmen_26;FactoryWorkersMachineOperatorsEtc_27;ElementaryOccupations_28;NotClassifiable_29
1446;Women;4090;2005;2021.0;945.0;910.0;35.0;1076.0;46.8;45.0;3.7;799.0;668.0;131.0;98.0;13.0;192.0;374.0;342.0;3.0;28.3;;62.0;198.0;196.0;174.0;171.0;7.0;11.0;16.0;68.0;4.0
1447;Women;4090;2006;2073.0;971.0;940.0;31.0;1102.0;46.8;45.3;3.2;824.0;676.0;148.0;103.0;13.0;199.0;384.0;353.0;3.0;28.4;;69.0;206.0;200.0;178.0;172.0;8.0;11.0;14.0;73.0;8.0
1448;Women;4090;2007;2079.0;987.0;959.0;28.0;1092.0;47.5;46.1;2.8;838.0;673.0;165.0;108.0;12.0;201.0;389.0;366.0;4.0;28.6;;75.0;209.0;209.0;174.0;176.0;8.0;10.0;15.0;75.0;8.0
1449;Women;4090;2008;2177.0;1046.0;1021.0;25.0;1131.0;48.1;46.9;2.4;887.0;705.0;182.0;124.0;10.0;212.0;423.0;382.0;4.0;28.5;;80.0;231.0;219.0;177.0;188.0;9.0;10.0;15.0;81.0;10.0
1450;Women;4090;2009;2198.0;1068.0;1038.0;30.0;1130.0;48.6;47.2;2.8;902.0;710.0;192.0;127.0;10.0;217.0;438.0;378.0;5.0;28.4;;80.0;234.0;219.0;176.0;205.0;9.0;12.0;15.0;75.0;13.0
1451;Women;4090;2010;2223.0;1080.0;1044.0;35.0;1143.0;48.6;47.0;3.3;912.0;725.0;187.0;121.0;12.0;212.0;442.0;385.0;6.0;28.5;;80.0;242.0;226.0;168.0;202.0;8.0;10.0;17.0;77.0;14.0
1452;Women;4090;2011;2234.0;1076.0;1043.0;33.0;1158.0;48.2;46.7;3.1;906.0;721.0;185.0;123.0;13.0;219.0;449.0;370.0;6.0;28.2;;76.0;244.0;230.0;173.0;193.0;9.0;10.0;17.0;79.0;12.0
1453;Women;4090;2012;2200.0;1059.0;1021.0;38.0;1141.0;48.1;46.4;3.6;886.0;694.0;192.0;123.0;11.0;219.0;444.0;351.0;6.0;28.0;;;;;;;;;;;
1454;Women;4090;2013;2235.0;1063.0;1014.0;49.0;1171.0;47.6;45.4;4.6;872.0;671.0;201.0;133.0;9.0;224.0;440.0;343.0;7.0;27.6;;;;;;;;;;;
1455;Women;4100;2000;2063.0;1362.0;1313.0;49.0;701.0;66.0;63.7;3.6;1130.0;913.0;218.0;150.0;33.0;550.0;590.0;173.0;;21.5;;114.0;219.0;279.0;226.0;239.0;19.0;15.0;18.0;138.0;45.0
1456;Women;4100;2001 before revision;2082.0;1406.0;1365.0;41.0;676.0;67.5;65.5;2.9;1194.0;988.0;205.0;147.0;24.0;560.0;619.0;185.0;;21.7;;116.0;227.0;306.0;251.0;254.0;13.0;17.0;29.0;141.0;11.0
1457;Women;4100;2001 after revision;2195.0;1487.0;1447.0;40.0;708.0;67.8;65.9;2.7;1248.0;1031.0;217.0;166.0;33.0;616.0;640.0;188.0;3.0;21.4;;125.0;222.0;309.0;267.0;271.0;17.0;18.0;27.0;152.0;40.0
1458;Women;4100;2002;2209.0;1535.0;1493.0;42.0;674.0;69.5;67.6;2.7;1295.0;1086.0;210.0;168.0;29.0;621.0;686.0;180.0;6.0;21.3;;128.0;249.0;340.0;269.0;279.0;15.0;18.0;27.0;152.0;16.0
1459;Women;4100;2003;2182.0;1536.0;1484.0;52.0;646.0;70.4;68.0;3.4;1303.0;1108.0;195.0;156.0;25.0;599.0;704.0;174.0;7.0;21.6;;126.0;249.0;355.0;271.0;270.0;13.0;17.0;23.0;146.0;13.0
1460;Women;4100;2004;2188.0;1562.0;1497.0;65.0;626.0;71.4;68.4;4.2;1301.0;1124.0;176.0;171.0;25.0;592.0;722.0;178.0;6.0;21.8;;102.0;285.0;350.0;278.0;289.0;12.0;15.0;23.0;135.0;9.0
1461;Women;4100;2005;2173.0;1578.0;1509.0;69.0;595.0;72.6;69.5;4.4;1310.0;1134.0;176.0;173.0;26.0;592.0;734.0;178.0;6.0;21.8;;97.0;289.0;338.0;293.0;297.0;14.0;15.0;20.0;139.0;7.0
1462;Women;4100;2006;2141.0;1591.0;1533.0;59.0;549.0;74.3;71.6;3.7;1328.0;1146.0;182.0;179.0;25.0;573.0;761.0;193.0;6.0;22.3;;111.0;298.0;346.0;285.0;298.0;14.0;15.0;20.0;136.0;10.0
1463;Women;4100;2007;2130.0;1630.0;1582.0;48.0;499.0;76.6;74.3;3.0;1376.0;1158.0;218.0;182.0;24.0;560.0;811.0;204.0;7.0;22.7;;122.0;302.0;358.0;295.0;301.0;13.0;16.0;20.0;143.0;13.0
1464;Women;4100;2008;2097.0;1634.0;1596.0;39.0;462.0;77.9;76.1;2.4;1387.0;1155.0;232.0;187.0;21.0;527.0;855.0;208.0;5.0;23.1;;121.0;316.0;358.0;302.0;306.0;11.0;13.0;19.0;136.0;14.0
1465;Women;4100;2009;2088.0;1645.0;1603.0;41.0;443.0;78.8;76.8;2.5;1390.0;1169.0;221.0;192.0;21.0;504.0;880.0;213.0;6.0;23.4;;127.0;327.0;366.0;294.0;308.0;11.0;13.0;17.0;125.0;15.0
1466;Women;4100;2010;2069.0;1644.0;1591.0;52.0;426.0;79.4;76.9;3.2;1379.0;1165.0;213.0;191.0;22.0;477.0;888.0;218.0;8.0;23.7;;127.0;344.0;374.0;276.0;297.0;10.0;13.0;16.0;117.0;16.0
1467;Women;4100;2011;2060.0;1639.0;1587.0;52.0;420.0;79.6;77.1;3.2;1376.0;1166.0;210.0;188.0;24.0;452.0;906.0;220.0;10.0;23.9;;120.0;352.0;381.0;276.0;290.0;12.0;12.0;17.0;110.0;17.0
1468;Women;4100;2012;2070.0;1669.0;1606.0;63.0;402.0;80.6;77.6;3.8;1389.0;1176.0;213.0;196.0;21.0;440.0;928.0;231.0;8.0;24.1;;;;;;;;;;;
1469;Women;4100;2013;2046.0;1652.0;1575.0;78.0;394.0;80.8;77.0;4.7;1346.0;1138.0;208.0;207.0;21.0;415.0;913.0;236.0;11.0;24.4;;;;;;;;;;;
1470;Women;4060;2000;302.0;153.0;142.0;11.0;149.0;50.6;46.8;7.5;132.0;110.0;21.0;10.0;;30.0;70.0;42.0;;27.4;;12.0;24.0;29.0;25.0;28.0;;2.0;3.0;16.0;3.0
1471;Women;4060;2001 before revision;310.0;164.0;154.0;10.0;146.0;53.0;49.9;5.9;144.0;120.0;25.0;10.0;;29.0;78.0;48.0;;28.1;;9.0;24.0;34.0;31.0;32.0;;2.0;3.0;18.0;2.0
1472;Women;4060;2001 after revision;277.0;150.0;142.0;8.0;127.0;54.1;51.2;5.4;131.0;108.0;23.0;11.0;;28.0;69.0;44.0;;27.7;;10.0;19.0;32.0;30.0;28.0;;2.0;2.0;15.0;4.0
1473;Women;4060;2002;271.0;154.0;143.0;11.0;116.0;56.9;52.9;7.1;133.0;110.0;23.0;10.0;;29.0;71.0;42.0;;27.2;;9.0;24.0;32.0;28.0;28.0;;2.0;3.0;15.0;2.0
1474;Women;4060;2003;295.0;169.0;156.0;13.0;126.0;57.2;52.7;7.8;145.0;121.0;24.0;10.0;;31.0;79.0;45.0;;27.3;;11.0;29.0;34.0;28.0;28.0;;2.0;3.0;17.0;3.0
1475;Women;4060;2004;300.0;182.0;162.0;20.0;118.0;60.8;54.2;10.8;149.0;125.0;23.0;14.0;;33.0;81.0;47.0;;27.3;;10.0;29.0;37.0;29.0;34.0;;2.0;3.0;16.0;
1476;Women;4060;2005;320.0;200.0;176.0;23.0;121.0;62.3;55.0;11.6;165.0;137.0;27.0;12.0;;35.0;92.0;49.0;;27.3;;9.0;30.0;38.0;41.0;35.0;;2.0;2.0;17.0;2.0
1477;Women;4060;2006;318.0;201.0;181.0;20.0;117.0;63.3;57.0;9.9;169.0;142.0;28.0;12.0;;32.0;100.0;49.0;;27.8;;9.0;32.0;40.0;37.0;36.0;;2.0;3.0;19.0;2.0
1478;Women;4060;2007;337.0;215.0;200.0;15.0;122.0;63.8;59.4;7.0;185.0;150.0;35.0;15.0;;35.0;110.0;54.0;;27.9;;12.0;39.0;46.0;39.0;38.0;;;4.0;19.0;2.0
1479;Women;4060;2008;339.0;227.0;215.0;12.0;112.0;67.1;63.5;5.3;199.0;158.0;41.0;16.0;;34.0;122.0;58.0;;28.0;;12.0;41.0;48.0;43.0;39.0;;;5.0;22.0;3.0
1480;Women;4060;2009;337.0;226.0;213.0;13.0;111.0;67.1;63.1;6.0;196.0;156.0;40.0;16.0;;30.0;124.0;58.0;;28.4;;12.0;42.0;46.0;39.0;42.0;2.0;;4.0;22.0;3.0
1481;Women;4060;2010;334.0;235.0;217.0;17.0;100.0;70.2;65.0;7.4;201.0;163.0;37.0;17.0;;34.0;127.0;55.0;;27.9;;14.0;43.0;49.0;40.0;39.0;;;4.0;22.0;4.0
1482;Women;4060;2011;329.0;230.0;214.0;16.0;99.0;69.8;65.1;6.8;195.0;160.0;35.0;19.0;;31.0;122.0;60.0;;28.5;;13.0;47.0;48.0;36.0;39.0;;2.0;4.0;23.0;3.0
1483;Women;4060;2012;350.0;243.0;224.0;19.0;108.0;69.3;63.9;7.8;202.0;165.0;38.0;21.0;;33.0;130.0;59.0;;28.3;;;;;;;;;;;
1484;Women;4060;2013;375.0;263.0;236.0;27.0;111.0;70.3;63.0;10.4;212.0;171.0;41.0;24.0;;38.0;137.0;59.0;2.0;27.8;;;;;;;;;;;
1485;Women;42;2000;359.0;279.0;265.0;14.0;80.0;77.7;73.9;4.9;260.0;164.0;96.0;4.0;;100.0;55.0;110.0;;25.2;;6.0;13.0;37.0;64.0;95.0;5.0;4.0;5.0;25.0;11.0
1486;Women;42;2001 before revision;367.0;281.0;270.0;12.0;86.0;76.6;73.5;4.1;266.0;175.0;92.0;3.0;;93.0;62.0;114.0;;26.0;;5.0;15.0;48.0;70.0;91.0;4.0;3.0;5.0;25.0;3.0
1487;Women;42;2001 after revision;405.0;322.0;312.0;10.0;83.0;79.5;77.0;3.2;307.0;197.0;110.0;4.0;;121.0;65.0;124.0;;24.8;;5.0;16.0;50.0;80.0;105.0;5.0;5.0;4.0;29.0;13.0
1488;Women;42;2002;404.0;326.0;313.0;13.0;79.0;80.5;77.4;3.9;308.0;191.0;116.0;5.0;;123.0;72.0;117.0;;24.4;2.0;5.0;19.0;51.0;81.0;108.0;4.0;4.0;5.0;31.0;4.0
1489;Women;42;2003;408.0;316.0;299.0;17.0;92.0;77.4;73.4;5.3;294.0;183.0;111.0;5.0;;122.0;69.0;105.0;2.0;23.7;2.0;6.0;19.0;45.0;70.0;109.0;4.0;4.0;5.0;33.0;2.0
1490;Women;42;2004;419.0;320.0;298.0;22.0;99.0;76.4;71.1;6.9;291.0;176.0;115.0;7.0;;129.0;70.0;97.0;2.0;23.0;;5.0;17.0;45.0;66.0;113.0;4.0;3.0;5.0;35.0;2.0
1491;Women;42;2005;434.0;333.0;310.0;23.0;101.0;76.8;71.4;7.0;303.0;173.0;130.0;7.0;;137.0;77.0;93.0;3.0;22.5;;6.0;17.0;47.0;67.0;122.0;5.0;3.0;3.0;38.0;2.0
1492;Women;42;2006;425.0;320.0;299.0;21.0;104.0;75.4;70.4;6.6;292.0;157.0;135.0;6.0;;131.0;72.0;93.0;3.0;22.8;;5.0;18.0;44.0;65.0;120.0;4.0;2.0;3.0;36.0;2.0
1493;Women;42;2007;428.0;327.0;308.0;19.0;101.0;76.5;71.9;5.9;300.0;146.0;153.0;7.0;;137.0;77.0;90.0;4.0;22.4;;6.0;18.0;45.0;64.0;130.0;5.0;2.0;3.0;33.0;2.0
1494;Women;42;2008;435.0;339.0;322.0;18.0;96.0;78.0;73.9;5.2;313.0;150.0;163.0;8.0;;142.0;85.0;91.0;4.0;22.4;;6.0;20.0;48.0;66.0;135.0;5.0;3.0;4.0;33.0;2.0
1495;Women;42;2009;444.0;344.0;324.0;20.0;100.0;77.5;72.9;5.9;315.0;153.0;161.0;8.0;;147.0;86.0;86.0;5.0;21.9;;6.0;20.0;48.0;68.0;135.0;5.0;3.0;3.0;32.0;2.0
1496;Women;42;2010;450.0;338.0;315.0;24.0;111.0;75.2;70.0;7.0;306.0;138.0;168.0;8.0;;155.0;85.0;69.0;6.0;20.4;;6.0;21.0;46.0;62.0;134.0;4.0;3.0;2.0;33.0;4.0
1497;Women;42;2011;460.0;344.0;322.0;22.0;116.0;74.7;69.9;6.5;313.0;137.0;176.0;8.0;;154.0;86.0;74.0;8.0;20.6;;5.0;21.0;47.0;63.0;139.0;5.0;2.0;2.0;35.0;3.0
1498;Women;42;2012;477.0;365.0;335.0;29.0;112.0;76.4;70.3;8.1;324.0;130.0;194.0;10.0;;161.0;93.0;72.0;10.0;20.2;;;;;;;;;;;
1499;Women;42;2013;476.0;360.0;324.0;36.0;116.0;75.6;68.0;10.0;313.0;111.0;201.0;11.0;;164.0;91.0;60.0;9.0;19.4;;;;;;;;;;;
1500;Women;43;2000;261.0;143.0;124.0;19.0;117.0;54.9;47.7;13.1;119.0;46.0;73.0;5.0;;109.0;10.0;5.0;;10.6;;;;3.0;24.0;48.0;4.0;;2.0;27.0;14.0
1501;Women;43;2001 before revision;267.0;151.0;134.0;17.0;117.0;56.4;50.1;11.1;128.0;53.0;76.0;5.0;;117.0;10.0;6.0;;10.5;;;;3.0;29.0;49.0;7.0;;;42.0;
1502;Women;43;2001 after revision;269.0;162.0;149.0;13.0;107.0;60.3;55.3;8.3;143.0;56.0;87.0;5.0;;130.0;12.0;6.0;;10.4;;;;3.0;29.0;55.0;4.0;;2.0;40.0;14.0
1503;Women;43;2002;276.0;157.0;143.0;14.0;119.0;56.7;51.8;8.8;137.0;56.0;82.0;5.0;;125.0;12.0;5.0;;10.2;;;;4.0;27.0;58.0;5.0;;;45.0;2.0
1504;Women;43;2003;281.0;141.0;124.0;17.0;140.0;50.3;44.3;12.0;118.0;44.0;74.0;6.0;;109.0;11.0;4.0;;9.8;;;;2.0;23.0;51.0;6.0;;;39.0;
1505;Women;43;2004;281.0;137.0;117.0;20.0;144.0;48.8;41.7;14.5;112.0;41.0;72.0;4.0;;101.0;10.0;4.0;2.0;9.7;;;;2.0;18.0;54.0;4.0;;;37.0;
1506;Women;43;2005;285.0;139.0;117.0;22.0;145.0;49.0;41.2;15.9;111.0;35.0;77.0;5.0;;104.0;9.0;3.0;2.0;9.1;;;;3.0;21.0;47.0;4.0;;;40.0;
1507;Women;43;2006;289.0;146.0;124.0;22.0;143.0;50.6;42.9;15.3;118.0;34.0;84.0;5.0;;110.0;9.0;3.0;2.0;8.9;;;;3.0;21.0;47.0;5.0;;;44.0;
1508;Women;43;2007;292.0;161.0;139.0;21.0;131.0;55.0;47.7;13.3;133.0;39.0;94.0;5.0;;125.0;9.0;3.0;3.0;9.2;;;;4.0;25.0;55.0;4.0;;;48.0;
1509;Women;43;2008;291.0;161.0;143.0;18.0;130.0;55.3;49.2;11.0;138.0;41.0;97.0;5.0;;128.0;10.0;3.0;2.0;9.3;;;;3.0;26.0;59.0;4.0;;;46.0;
1510;Women;43;2009;289.0;160.0;141.0;19.0;130.0;55.1;48.7;11.7;135.0;35.0;100.0;5.0;;128.0;9.0;2.0;2.0;8.9;;;;3.0;26.0;59.0;4.0;;;45.0;
1511;Women;43;2010;288.0;157.0;135.0;22.0;131.0;54.4;46.8;14.0;129.0;32.0;97.0;5.0;;123.0;8.0;;3.0;8.4;;;;3.0;27.0;53.0;4.0;;;44.0;
1512;Women;43;2011;284.0;160.0;138.0;22.0;125.0;56.2;48.5;13.7;132.0;31.0;101.0;5.0;;125.0;8.0;2.0;3.0;8.4;;;;3.0;26.0;57.0;4.0;;;46.0;
1513;Women;43;2012;282.0;164.0;136.0;28.0;118.0;58.3;48.3;17.1;131.0;29.0;102.0;5.0;;124.0;7.0;2.0;4.0;8.2;;;;;;;;;;;
1514;Women;43;2013;284.0;162.0;134.0;28.0;122.0;57.0;47.2;17.3;128.0;26.0;102.0;6.0;;120.0;8.0;;4.0;8.1;;;;;;;;;;;
1515;Women;4140;2000;95.0;44.0;43.0;2.0;50.0;46.8;45.0;3.8;41.0;30.0;11.0;2.0;;9.0;11.0;22.0;;29.6;;2.0;6.0;7.0;10.0;10.0;;;;5.0;2.0
1516;Women;4140;2001 before revision;104.0;46.0;44.0;2.0;58.0;44.0;42.6;3.4;42.0;27.0;15.0;2.0;;12.0;12.0;20.0;;28.2;;3.0;4.0;9.0;6.0;11.0;2.0;;;7.0;
1517;Women;4140;2001 after revision;66.0;30.0;29.0;;37.0;44.9;43.1;;27.0;17.0;10.0;2.0;;8.0;7.0;13.0;;27.6;;2.0;2.0;4.0;6.0;7.0;;;;3.0;
1518;Women;4140;2002;83.0;43.0;41.0;2.0;40.0;52.1;49.4;5.2;39.0;26.0;13.0;2.0;;13.0;11.0;18.0;;27.3;;3.0;6.0;8.0;7.0;10.0;;;;4.0;
1519;Women;4140;2003;91.0;50.0;46.0;3.0;41.0;54.8;51.2;6.6;44.0;30.0;14.0;2.0;;11.0;17.0;19.0;;28.0;;3.0;6.0;9.0;9.0;13.0;;;;4.0;
1520;Women;4140;2004;97.0;53.0;49.0;4.0;45.0;54.2;50.2;7.3;47.0;27.0;19.0;2.0;;15.0;13.0;21.0;;26.7;;2.0;6.0;9.0;11.0;14.0;;;;5.0;
1521;Women;4140;2005;94.0;52.0;47.0;5.0;42.0;55.1;50.2;8.9;45.0;28.0;17.0;2.0;;14.0;13.0;20.0;;27.0;;2.0;7.0;9.0;8.0;12.0;;;;6.0;
1522;Women;4140;2006;106.0;58.0;54.0;4.0;48.0;54.7;51.0;6.8;50.0;30.0;20.0;4.0;;17.0;14.0;22.0;;26.0;;3.0;9.0;8.0;10.0;15.0;;;;7.0;
1523;Women;4140;2007;104.0;61.0;58.0;4.0;42.0;59.4;55.9;5.8;55.0;32.0;23.0;2.0;;18.0;16.0;23.0;;26.4;;2.0;10.0;9.0;12.0;17.0;;;;5.0;
1524;Women;4140;2008;106.0;62.0;60.0;3.0;44.0;58.6;56.1;4.3;57.0;34.0;23.0;2.0;;17.0;18.0;24.0;;26.9;;2.0;10.0;11.0;11.0;17.0;;;;6.0;
1525;Women;4140;2009;113.0;70.0;65.0;4.0;43.0;61.6;57.9;5.9;62.0;35.0;27.0;3.0;;19.0;20.0;26.0;;27.0;;3.0;12.0;12.0;10.0;20.0;;;;5.0;
1526;Women;4140;2010;106.0;63.0;59.0;4.0;43.0;59.8;55.9;6.4;56.0;31.0;24.0;3.0;;19.0;19.0;21.0;;25.9;;2.0;10.0;12.0;9.0;17.0;;;;4.0;
1527;Women;4140;2011;114.0;70.0;65.0;5.0;44.0;61.7;57.2;7.2;61.0;32.0;29.0;4.0;;20.0;20.0;24.0;;26.2;;3.0;13.0;12.0;10.0;19.0;;;;5.0;
1528;Women;4140;2012;112.0;70.0;65.0;5.0;42.0;62.7;57.9;7.7;61.0;32.0;29.0;4.0;;21.0;21.0;23.0;;25.7;;;;;;;;;;;
1529;Women;4140;2013;122.0;78.0;73.0;6.0;44.0;64.1;59.4;7.3;66.0;34.0;32.0;6.0;;22.0;26.0;23.0;2.0;25.4;;;;;;;;;;;
1530;Women;38;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1531;Women;38;2001 before revision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1532;Women;38;2001 after revision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1533;Women;38;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1534;Women;38;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1535;Women;38;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1536;Women;38;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1537;Women;38;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1538;Women;38;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1539;Women;38;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1540;Women;38;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1541;Women;38;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1542;Women;38;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1543;Women;38;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1544;Women;38;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1545;Women;Pre-primary education;2000;129.0;17.0;15.0;;113.0;12.8;12.0;;15.0;9.0;5.0;;;6.0;5.0;5.0;;24.6;;;;;;;;;;8.0;
1546;Women;Pre-primary education;2001 before revision;133.0;21.0;19.0;;113.0;15.5;14.6;;17.0;11.0;5.0;;2.0;8.0;7.0;5.0;;23.9;;;;;;4.0;;;;12.0;
1547;Women;Pre-primary education;2001 after revision;125.0;19.0;18.0;;106.0;15.3;14.8;;16.0;11.0;5.0;;;9.0;5.0;5.0;;23.3;;;;;;3.0;;;;12.0;
1548;Women;Pre-primary education;2002;114.0;17.0;15.0;2.0;97.0;14.9;13.5;9.3;13.0;10.0;3.0;;;5.0;5.0;5.0;;25.7;;;;;;2.0;;;;10.0;
1549;Women;Pre-primary education;2003;116.0;17.0;15.0;2.0;99.0;14.5;12.9;11.3;14.0;12.0;2.0;;;5.0;6.0;4.0;;24.5;;;;;;2.0;;;2.0;9.0;
1550;Women;Pre-primary education;2004;111.0;14.0;12.0;2.0;97.0;12.4;10.6;14.3;11.0;9.0;2.0;;;4.0;4.0;4.0;;24.2;;;;;;2.0;;;2.0;7.0;
1551;Women;Pre-primary education;2005;106.0;14.0;13.0;2.0;92.0;13.4;12.0;10.8;11.0;8.0;3.0;;;5.0;4.0;4.0;;23.2;;;;;;2.0;;;;8.0;
1552;Women;Pre-primary education;2006;97.0;12.0;10.0;;85.0;12.0;10.7;;9.0;8.0;2.0;;;4.0;3.0;3.0;;24.7;;;;;;;;;;6.0;
1553;Women;Pre-primary education;2007;91.0;10.0;9.0;;81.0;10.9;10.2;;9.0;7.0;2.0;;;3.0;4.0;3.0;;25.5;;;;;;2.0;;;;6.0;
1554;Women;Pre-primary education;2008;99.0;17.0;16.0;;82.0;17.4;16.4;;15.0;10.0;5.0;;;6.0;5.0;5.0;;26.0;;;;;;3.0;;;;9.0;
1555;Women;Pre-primary education;2009;112.0;21.0;20.0;;91.0;18.7;17.5;;18.0;13.0;5.0;2.0;;6.0;7.0;6.0;;26.3;;;;;;4.0;;;;11.0;
1556;Women;Pre-primary education;2010;110.0;18.0;17.0;;92.0;16.7;15.5;;15.0;12.0;3.0;2.0;;5.0;7.0;5.0;;25.5;;;;;;3.0;;;;10.0;
1557;Women;Pre-primary education;2011;107.0;20.0;18.0;2.0;87.0;18.7;16.9;9.5;15.0;12.0;4.0;3.0;;5.0;7.0;6.0;;25.3;;;;;;3.0;;;;9.0;
1558;Women;Pre-primary education;2012;102.0;20.0;18.0;2.0;83.0;19.1;17.2;10.1;15.0;12.0;3.0;2.0;;5.0;7.0;5.0;;26.0;;;;;;;;;;;
1559;Women;Pre-primary education;2013;107.0;25.0;21.0;4.0;82.0;23.3;20.0;14.3;20.0;14.0;5.0;;;8.0;9.0;5.0;;23.0;;;;;;;;;;;
1560;Women;Primary education;2000;908.0;238.0;215.0;23.0;670.0;26.2;23.7;9.5;193.0;134.0;60.0;17.0;4.0;108.0;64.0;44.0;;20.5;;14.0;2.0;10.0;33.0;55.0;5.0;5.0;7.0;73.0;13.0
1561;Women;Primary education;2001 before revision;888.0;234.0;215.0;20.0;654.0;26.4;24.2;8.4;199.0;139.0;60.0;14.0;2.0;112.0;62.0;41.0;;20.0;;12.0;2.0;8.0;33.0;57.0;6.0;6.0;9.0;81.0;2.0
1562;Women;Primary education;2001 after revision;1008.0;265.0;248.0;17.0;743.0;26.3;24.6;6.5;225.0;151.0;73.0;20.0;4.0;138.0;67.0;42.0;;19.0;;15.0;2.0;9.0;37.0;65.0;6.0;7.0;9.0;86.0;13.0
1563;Women;Primary education;2002;970.0;252.0;234.0;18.0;718.0;26.0;24.1;7.1;211.0;145.0;66.0;20.0;3.0;128.0;68.0;37.0;;18.7;;14.0;;10.0;35.0;66.0;6.0;6.0;8.0;85.0;3.0
1564;Women;Primary education;2003;909.0;223.0;204.0;20.0;686.0;24.6;22.4;8.8;182.0;126.0;56.0;18.0;3.0;108.0;62.0;33.0;;19.0;;12.0;;9.0;28.0;55.0;5.0;6.0;7.0;78.0;2.0
1565;Women;Primary education;2004;833.0;198.0;175.0;23.0;635.0;23.8;21.0;11.5;157.0;112.0;45.0;16.0;2.0;87.0;57.0;31.0;;19.9;;9.0;;7.0;25.0;50.0;3.0;3.0;7.0;69.0;
1566;Women;Primary education;2005;787.0;186.0;161.0;25.0;601.0;23.6;20.5;13.4;146.0;104.0;42.0;13.0;2.0;86.0;51.0;24.0;;19.0;;7.0;;7.0;22.0;48.0;3.0;2.0;6.0;63.0;
1567;Women;Primary education;2006;742.0;182.0;157.0;24.0;560.0;24.5;21.2;13.3;141.0;98.0;43.0;14.0;2.0;82.0;50.0;24.0;;19.3;;8.0;;6.0;21.0;45.0;5.0;3.0;5.0;63.0;
1568;Women;Primary education;2007;703.0;170.0;153.0;17.0;533.0;24.2;21.8;10.1;139.0;96.0;44.0;11.0;2.0;78.0;48.0;26.0;;19.7;;8.0;;7.0;20.0;43.0;3.0;2.0;5.0;64.0;2.0
1569;Women;Primary education;2008;709.0;179.0;164.0;14.0;531.0;25.2;23.1;8.1;150.0;99.0;51.0;12.0;2.0;84.0;52.0;27.0;;19.8;;9.0;;6.0;21.0;49.0;2.0;3.0;6.0;65.0;2.0
1570;Women;Primary education;2009;686.0;173.0;157.0;16.0;514.0;25.2;22.8;9.2;143.0;92.0;51.0;12.0;2.0;81.0;51.0;24.0;;19.3;;7.0;;6.0;19.0;49.0;3.0;3.0;6.0;61.0;2.0
1571;Women;Primary education;2010;700.0;178.0;159.0;19.0;521.0;25.5;22.7;10.8;144.0;95.0;50.0;13.0;2.0;78.0;54.0;25.0;2.0;19.7;;10.0;;9.0;20.0;46.0;2.0;3.0;5.0;61.0;2.0
1572;Women;Primary education;2011;698.0;192.0;175.0;17.0;505.0;27.6;25.1;8.9;157.0;105.0;52.0;16.0;3.0;84.0;62.0;27.0;2.0;20.2;;10.0;4.0;11.0;24.0;48.0;4.0;3.0;6.0;63.0;2.0
1573;Women;Primary education;2012;683.0;190.0;168.0;21.0;493.0;27.8;24.7;11.2;151.0;100.0;51.0;15.0;2.0;81.0;62.0;22.0;2.0;19.5;;;;;;;;;;;
1574;Women;Primary education;2013;737.0;204.0;176.0;28.0;533.0;27.6;23.8;13.7;158.0;97.0;61.0;16.0;2.0;91.0;59.0;23.0;3.0;18.3;;;;;;;;;;;
1575;Women;Lower secondary education;2000;1962.0;802.0;759.0;44.0;1160.0;40.9;38.7;5.4;679.0;490.0;189.0;64.0;16.0;338.0;243.0;178.0;;22.0;;51.0;8.0;65.0;172.0;222.0;21.0;13.0;27.0;143.0;37.0
