ID;Cijfersoort;Politieregio;Perioden;OverlastVanGroepenJongeren_1;MensenWordenOpStraatLastigGevallen_2;Drugsoverlast_3;DronkenMensenOpStraat_4;Bedreiging_5;Gewelddelicten_6;Straatroof_7;VrouwenEnMeisjesWordenNagefloten_8;Jeugdcriminaliteit_9;SocialeOverlastSchaalscore_10;DreigingSchaalscore_11;BekladdingVanMurenGebouwen_12;RommelOpStraat_13;HondenpoepOpStraat_14;VernielingVanStraatmeubilair_15;FysiekeVerloederingSchaalscore_16;Fietsendiefstal_17;DiefstalUitAutoS_18;BeschadigingAanDiefstalUitAutoS_19;InbraakInWoningen_20;OverlastVermogensdelictenSchaalscore_21;AgressiefVerkeersgedrag_22;GeluidsoverlastDoorVerkeer_23;TeHardRijden_24;Parkeeroverlast_25;VerkeersoverlastSchaalscore_26;OverlastDoorOmwonenden_27;AndereVormenVanGeluidsoverlast_28;OverlastVanZwerversDaklozen_29;OverlastDoorHoreca_30;OverigeOverlastSchaalscore_31;MensenKennenElkaarNauwelijks_32;MensenGaanPrettigMetElkaarOm_33;GezelligeBuurtMetVeelSaamhorigheid_34;VoelMijThuisBijMensenInDezeBuurt_35;VeelContactMetAndereBuurtbewoners_36;TevredenMetSamenstellingBevolking_37;SocialeCohesieSchaalscore_38;WegenPadenPleintjesGoedOnderhouden_39;PlantsoenenEnParkenGoedOnderhouden_40;BuitenGoedVerlicht_41;GoedeSpeelplekkenVoorKinderen_42;GoedeVoorzieningenVoorJongeren_43;ZelfActiefGeweestBijVerbeterenBuurt_44;VooruitGegaan_45;AchteruitGegaan_46;GelijkGebleven_47;Woonomgeving_48;Leefbaarheid_49;Veiligheid_50;HeeftAandachtVoorLeefbaarheid_51;InformeertBuurtMbtAanpakLeefbaarheid_52;BetrektBuurtBijAanpakLeefbaarheid_53;IsBereikbaarVoorMeldingenEnKlachten_54;ReageertOpMeldingenEnKlachten_55;DoetWatZeZegt_56
49;Waarde;Kennemerland (PO);2009;13.7;1.2;2.2;4.4;2.2;1.2;0.4;1.6;4.5;1.5;1.1;7.4;24.4;32.9;11.9;3.8;8.5;3.5;8.6;5.1;2.6;11.1;17.0;31.2;27.8;4.0;4.4;13.2;0.5;1.7;1.4;27.6;69.4;41.4;61.1;35.8;75.2;6.1;62.7;64.3;79.9;58.8;18.3;16.6;13.9;13.1;68.7;7.4;7.4;7.1;51.4;50.6;41.8;47.6;31.2;25.1
50;Waarde;Kennemerland (PO);2010;14.0;1.5;3.6;6.2;1.6;2.2;0.9;2.5;4.4;1.8;1.3;9.8;24.8;28.4;14.5;3.8;11.3;6.4;13.1;8.0;3.0;13.9;15.7;32.1;28.8;4.0;5.6;13.3;1.1;3.0;1.6;31.3;70.5;40.5;60.9;39.0;72.9;6.1;65.5;68.2;74.4;56.6;18.6;17.0;13.2;15.3;67.9;7.4;7.4;7.1;49.7;47.9;37.8;48.6;29.0;26.0
51;Waarde;Kennemerland (PO);2011;11.6;1.5;4.7;7.1;1.9;2.1;0.2;2.5;4.9;1.7;1.1;6.1;22.6;29.3;10.6;3.5;8.2;4.5;10.0;8.7;2.7;10.7;13.4;27.9;26.2;3.7;4.6;11.6;1.1;2.1;1.5;27.0;71.2;42.3;61.8;35.4;72.5;6.2;64.7;68.5;76.9;56.6;20.3;16.1;16.0;12.8;67.2;7.5;7.4;7.1;45.8;49.1;38.4;45.8;29.5;21.9
52;Waarde;Amsterdam-Amstelland (PO);2008;18.0;4.7;7.8;11.9;4.7;4.5;3.3;8.0;8.6;2.7;2.2;19.6;36.1;29.4;12.8;4.5;20.4;15.4;16.3;9.5;4.2;17.1;19.5;25.7;25.2;4.1;7.9;16.8;4.9;3.8;2.2;35.7;59.7;37.0;55.9;32.8;62.9;5.8;62.7;64.2;71.2;48.2;18.2;16.8;22.0;17.8;53.5;7.2;7.1;6.7;53.1;53.7;45.7;50.7;30.1;24.8
53;Waarde;Amsterdam-Amstelland (PO);2009;19.1;4.8;7.3;11.2;5.0;5.6;3.6;8.7;10.0;2.6;2.2;18.2;34.7;26.9;11.0;4.2;19.0;14.3;14.8;9.5;3.9;17.1;18.8;26.9;23.9;4.0;8.8;16.8;4.0;4.3;2.1;36.5;60.5;35.7;56.6;33.4;63.8;5.8;64.8;65.4;73.0;51.1;18.8;16.8;22.8;17.9;53.0;7.2;7.1;6.7;54.6;54.2;44.5;46.8;27.5;26.2
54;Waarde;Amsterdam-Amstelland (PO);2010;19.1;5.2;7.5;11.0;4.7;6.3;3.7;8.9;9.8;2.6;2.2;17.4;33.8;26.6;8.7;4.1;18.4;13.7;13.7;11.8;4.0;16.4;16.2;23.8;23.4;3.8;8.4;16.0;4.4;4.2;2.1;36.9;61.4;36.2;55.3;33.2;63.0;5.7;64.7;66.9;72.2;52.5;20.1;16.1;17.5;20.0;55.8;7.2;7.1;6.6;56.3;58.9;47.3;49.8;27.6;21.8
55;Waarde;Amsterdam-Amstelland (PO);2011;16.8;5.0;7.2;11.2;4.5;4.7;3.1;7.6;8.4;2.5;2.0;17.0;34.7;26.4;7.0;4.0;18.9;13.2;14.8;12.9;4.0;16.8;17.5;25.9;24.2;3.9;8.0;16.3;4.6;3.9;2.2;36.2;62.2;37.6;56.2;33.6;62.9;5.8;67.3;69.0;72.7;54.7;19.8;18.0;21.3;16.3;56.3;7.2;7.2;6.7;55.5;57.5;44.2;53.9;29.2;27.0
56;Waarde;Gooi en Vechtstreek (PO);2008;9.9;1.3;3.7;5.9;1.3;1.2;0.6;2.3;4.3;1.4;1.0;6.1;16.9;41.9;14.7;3.7;7.4;5.5;10.9;9.7;3.0;11.4;15.4;31.7;30.7;4.0;4.5;9.1;1.1;2.4;1.3;27.3;72.7;41.2;62.7;42.4;74.7;6.2;66.8;67.5;78.1;53.4;16.4;17.7;12.6;15.6;68.0;7.6;7.5;7.2;46.5;48.9;38.1;49.3;27.5;24.0
57;Waarde;Gooi en Vechtstreek (PO);2009;12.1;1.6;2.9;6.3;1.9;1.3;0.6;2.3;4.0;1.5;1.0;6.1;20.6;37.2;11.5;3.6;7.4;5.8;10.8;10.1;3.0;13.4;16.9;34.0;27.9;4.0;4.8;9.3;1.2;1.8;1.3;28.1;69.7;43.8;62.8;40.8;73.6;6.2;65.2;65.1;75.6;52.5;18.3;18.1;11.7;14.8;70.0;7.5;7.4;6.9;46.8;47.1;39.2;47.3;28.7;25.7
58;Waarde;Gooi en Vechtstreek (PO);2010;11.3;1.2;3.0;5.4;1.8;1.7;0.3;2.1;4.0;1.6;1.1;6.7;18.0;38.4;12.2;3.7;8.6;6.8;11.9;11.0;3.2;10.2;15.2;31.0;29.4;4.0;3.6;7.9;1.7;2.4;1.4;27.5;70.5;39.3;59.7;37.2;73.1;6.1;67.6;67.8;73.0;56.9;17.4;18.4;12.9;11.7;71.2;7.5;7.5;7.1;44.1;44.1;36.0;49.4;31.8;22.4
59;Waarde;Gooi en Vechtstreek (PO);2011;11.2;1.6;2.8;6.1;1.9;1.8;0.7;2.0;3.6;1.5;1.0;5.8;19.6;33.6;8.6;3.3;8.7;6.9;10.7;14.7;3.1;12.8;13.4;29.6;23.3;3.7;5.2;9.3;1.1;1.9;1.3;27.3;70.1;43.3;61.7;39.6;71.3;6.2;66.8;64.6;77.1;52.9;17.4;16.8;11.5;15.7;69.8;7.5;7.5;7.0;45.5;48.6;37.8;48.6;32.3;25.3
60;Waarde;Haaglanden (PO);2008;16.7;3.4;5.0;8.2;3.0;2.5;2.0;5.2;7.7;2.0;1.6;12.3;28.4;38.5;14.1;4.2;15.0;9.9;14.1;10.8;3.6;14.4;15.4;29.0;33.9;4.0;6.4;10.5;2.3;3.0;1.6;34.1;62.7;39.3;57.5;34.3;65.4;5.9;64.3;65.6;70.4;51.5;17.9;15.6;13.4;20.5;60.9;7.3;7.2;6.7;47.5;42.8;34.2;44.2;28.4;23.5
61;Waarde;Haaglanden (PO);2009;16.4;3.7;5.4;9.1;3.3;2.8;2.0;5.6;7.2;2.0;1.5;10.3;28.6;36.9;12.7;4.1;13.7;10.4;14.0;10.8;3.5;14.1;15.9;29.3;34.0;4.0;6.8;11.1;2.7;3.0;1.6;33.2;63.1;38.7;58.9;33.8;65.0;5.9;64.2;65.1;71.5;51.0;17.2;15.9;13.8;19.6;61.8;7.3;7.2;6.7;47.9;44.6;36.1;44.2;28.7;23.6
62;Waarde;Haaglanden (PO);2010;16.3;3.9;5.1;9.4;3.5;3.3;2.5;6.0;7.3;2.1;1.6;10.1;27.6;33.3;10.8;3.9;13.6;11.0;14.1;12.5;3.6;13.7;15.4;28.4;31.5;3.9;6.6;11.1;3.1;3.1;1.7;33.1;63.5;40.8;59.7;35.2;64.2;5.9;66.3;67.7;72.6;54.6;19.3;16.8;18.9;13.2;63.5;7.3;7.2;6.7;47.4;43.8;36.7;45.6;29.8;25.1
63;Waarde;Haaglanden (PO);2011;16.2;4.2;5.4;10.6;3.7;3.9;2.5;5.7;6.9;2.2;1.7;9.0;26.9;34.0;10.1;3.8;13.4;10.8;14.4;15.2;3.8;14.1;15.9;30.1;30.8;4.0;7.7;11.4;2.5;3.2;1.7;31.2;64.7;42.2;59.7;35.7;64.6;6.0;66.8;67.5;73.2;55.1;20.1;16.6;14.5;18.9;61.3;7.3;7.2;6.7;46.9;43.8;35.5;44.8;29.6;24.5
64;Waarde;Hollands Midden (PO);2008;11.5;1.8;3.0;6.7;1.6;1.2;0.7;2.7;4.6;1.6;1.0;6.4;19.9;33.9;13.1;3.7;9.6;5.9;10.0;7.0;2.8;9.8;12.5;28.1;28.9;3.7;3.6;8.5;1.1;2.5;1.3;23.5;71.6;44.5;64.9;39.7;75.2;6.3;63.7;64.4;75.0;51.7;18.7;16.1;12.8;12.7;70.1;7.5;7.4;7.0;48.5;44.8;36.7;49.4;31.9;25.0
65;Waarde;Hollands Midden (PO);2009;11.1;1.4;3.3;7.5;1.6;1.8;0.4;3.2;3.9;1.7;1.1;6.4;19.9;31.2;14.0;3.6;9.4;6.4;10.4;8.0;2.8;9.0;15.7;25.4;29.2;3.7;4.3;7.5;1.1;2.0;1.4;24.0;73.4;48.0;63.7;39.0;75.6;6.3;64.5;67.4;77.4;53.8;21.2;15.5;12.3;14.3;69.9;7.4;7.5;7.1;47.3;47.0;38.0;53.7;32.5;23.6
66;Waarde;Hollands Midden (PO);2010;10.7;2.0;3.8;7.0;1.4;1.6;0.9;2.5;3.9;1.6;1.2;6.1;18.6;30.4;10.8;3.5;8.6;5.6;7.5;8.0;2.8;8.8;13.9;27.3;26.4;3.7;4.7;7.0;0.9;2.3;1.3;19.6;74.6;45.8;66.7;43.0;74.9;6.4;67.3;68.6;77.4;58.8;22.1;18.8;12.5;11.7;73.1;7.5;7.4;7.2;49.7;44.9;36.0;51.1;30.0;22.9
67;Waarde;Hollands Midden (PO);2011;11.2;2.0;3.3;7.2;2.0;1.4;0.8;3.0;3.6;1.6;1.0;4.9;17.9;28.4;8.6;3.3;7.7;5.0;8.6;8.6;2.7;9.4;12.0;28.3;26.8;3.6;4.3;8.5;1.3;2.6;1.4;25.2;72.9;46.3;64.6;40.7;74.1;6.3;64.2;66.4;76.9;56.1;19.8;16.8;12.6;13.5;69.9;7.5;7.4;7.0;47.2;45.0;37.1;48.7;31.3;24.6
68;Waarde;Rotterdam-Rijnmond (PO);2008;18.2;3.5;6.4;8.0;3.5;3.1;1.9;6.4;8.1;2.2;1.7;16.0;28.7;36.6;22.5;4.5;15.4;10.6;15.4;10.1;3.5;16.2;17.0;32.3;29.2;4.1;6.8;11.9;1.9;3.3;1.6;31.0;62.5;38.0;58.8;34.3;66.0;5.9;59.4;63.3;72.9;53.9;17.8;14.8;12.8;21.0;61.1;7.2;7.1;6.7;53.7;50.1;39.1;52.0;35.4;28.2
69;Waarde;Rotterdam-Rijnmond (PO);2009;17.0;3.7;6.5;8.1;3.4;2.9;1.6;6.7;6.9;2.2;1.6;14.1;27.8;33.8;16.3;4.2;14.9;10.6;14.5;8.5;3.5;15.2;16.9;30.4;29.2;4.0;6.8;11.9;1.9;2.8;1.6;33.1;60.2;38.7;58.8;36.0;63.9;5.9;61.3;63.6;70.2;52.2;18.0;16.8;16.3;20.9;57.5;7.2;7.1;6.7;57.4;54.5;47.3;55.1;35.7;26.4
70;Waarde;Rotterdam-Rijnmond (PO);2010;17.2;4.1;7.7;9.9;4.6;2.8;1.7;6.2;6.3;2.4;1.9;15.4;30.8;36.8;18.1;4.5;13.5;11.8;15.7;9.3;3.6;19.5;20.7;34.4;34.2;4.6;8.2;11.8;1.3;2.4;1.8;33.3;61.3;36.6;54.8;35.1;63.2;5.8;62.3;66.2;68.8;55.7;18.5;17.9;23.2;14.9;57.8;7.1;7.0;6.6;50.4;48.2;38.0;51.5;32.4;25.6
71;Waarde;Rotterdam-Rijnmond (PO);2011;16.6;4.3;7.1;9.2;4.0;3.7;1.9;7.8;7.0;2.3;1.7;11.5;27.3;31.6;11.1;3.9;14.5;10.0;13.7;11.0;3.5;15.7;17.1;31.1;27.2;4.0;7.8;12.9;2.1;3.0;1.7;32.5;62.5;41.2;60.2;38.0;63.8;5.9;64.5;66.7;72.3;56.4;20.7;17.1;16.8;22.0;56.2;7.2;7.1;6.7;57.2;55.4;43.5;61.7;39.7;30.6
72;Waarde;Zuid-Holland-Zuid (PO);2008;12.5;1.2;3.2;5.1;1.0;1.6;0.6;3.2;3.5;1.6;1.1;7.7;16.3;33.1;21.8;3.8;5.7;4.4;8.8;3.3;2.5;10.2;13.3;31.4;28.8;3.8;6.1;6.7;1.2;2.9;1.3;25.2;69.5;44.0;64.7;36.7;75.8;6.2;67.3;69.2;73.5;53.8;19.3;15.8;12.9;13.8;68.6;7.4;7.4;7.1;49.2;45.0;36.6;52.5;33.0;26.0
73;Waarde;Zuid-Holland-Zuid (PO);2009;13.9;1.8;5.3;7.3;2.1;1.3;0.5;3.2;4.5;1.8;1.2;7.9;23.1;34.2;14.9;3.8;7.2;5.1;11.1;5.5;2.7;12.5;16.6;33.8;29.1;4.1;4.5;9.2;1.7;2.7;1.5;22.7;68.4;39.9;61.2;39.8;70.6;6.2;63.7;69.2;76.3;51.7;17.9;15.8;13.4;16.7;66.9;7.4;7.3;7.0;49.0;46.4;38.9;47.0;27.7;23.3
74;Waarde;Zuid-Holland-Zuid (PO);2010;11.9;1.2;5.1;5.7;2.7;2.4;0.7;2.2;4.4;1.7;1.1;7.6;20.7;34.3;15.1;3.6;7.0;5.5;8.5;6.9;2.6;9.8;13.8;31.7;29.4;3.8;5.3;7.0;1.1;3.2;1.3;23.9;70.2;41.8;61.3;37.4;74.2;6.2;65.6;65.0;76.2;57.1;19.5;18.0;15.5;13.5;68.0;7.4;7.3;7.1;46.5;47.6;38.8;52.2;32.2;24.4
75;Waarde;Zuid-Holland-Zuid (PO);2011;11.9;1.9;4.7;6.8;1.5;1.4;0.6;3.3;3.2;1.6;1.1;7.3;19.4;26.8;10.9;3.4;5.7;4.6;8.2;6.2;2.5;10.8;13.1;34.3;26.5;3.8;4.1;7.8;1.6;2.1;1.3;22.4;69.9;42.6;63.4;41.0;73.9;6.3;67.7;69.5;78.9;57.8;16.9;13.0;10.6;14.5;72.1;7.5;7.5;7.2;50.4;48.2;39.1;52.2;30.9;26.0
76;Waarde;Zeeland (PO);2008;7.7;1.3;4.2;5.9;0.9;1.9;0.1;0.9;3.2;1.4;0.9;6.2;12.0;31.2;9.4;3.3;5.3;2.3;6.8;3.7;1.9;8.7;10.5;30.2;18.9;3.5;3.3;4.6;0.3;0.8;1.1;18.6;71.6;45.9;68.3;40.9;74.4;6.5;67.4;67.9;71.8;54.2;21.9;16.7;13.3;12.4;70.9;7.5;7.5;7.3;53.3;50.9;40.9;57.2;33.6;30.2
77;Waarde;Zeeland (PO);2009;9.0;1.7;3.9;5.5;1.7;1.7;0.4;2.6;3.5;1.4;1.0;5.3;15.8;34.2;7.2;3.3;5.0;1.4;6.2;4.2;1.9;12.1;14.3;35.2;18.0;3.7;3.5;6.3;0.7;1.6;1.2;20.7;71.9;46.6;66.7;42.5;74.2;6.4;63.6;64.9;72.2;49.8;20.4;16.9;12.8;14.3;70.0;7.5;7.4;7.1;52.9;50.2;43.9;59.7;37.9;30.6
78;Waarde;Zeeland (PO);2010;6.8;0.8;3.7;3.2;1.1;1.3;0.3;1.2;4.1;1.4;0.9;4.8;13.4;31.1;5.8;3.1;4.4;1.8;5.6;5.4;1.9;9.5;11.2;32.2;17.6;3.5;4.6;5.2;0.9;1.4;1.1;17.8;75.5;47.3;69.8;44.6;75.8;6.5;70.4;71.7;74.0;56.1;22.4;14.8;10.2;13.9;72.6;7.7;7.6;7.4;52.0;47.7;39.5;59.6;38.4;28.4
79;Waarde;Zeeland (PO);2011;5.8;0.8;3.6;2.8;1.0;1.4;0.2;0.4;1.8;1.2;0.8;3.3;11.2;28.9;6.1;2.8;4.9;1.2;4.7;4.6;1.9;9.2;10.3;30.1;15.6;3.3;3.1;3.9;0.2;0.7;1.0;15.6;74.7;50.0;69.6;44.4;75.7;6.6;67.9;71.4;76.1;57.6;22.1;14.4;12.2;12.8;72.6;7.6;7.5;7.4;48.7;48.6;40.7;57.2;36.8;30.5
80;Waarde;Midden- en West-Brabant (PO);2008;11.9;1.9;7.7;4.6;2.3;2.9;0.9;3.1;5.2;1.7;1.3;8.1;19.3;34.4;11.3;3.4;9.8;5.2;9.9;7.8;2.8;12.7;12.2;33.6;28.3;3.9;5.4;7.3;2.6;1.1;1.3;25.7;70.4;46.5;62.4;38.3;69.8;6.2;62.5;63.6;73.8;49.8;17.9;17.3;13.0;13.4;68.8;7.3;7.3;7.0;49.0;46.7;41.0;56.2;33.5;26.5
81;Waarde;Midden- en West-Brabant (PO);2009;11.0;2.3;6.2;5.8;1.9;1.7;0.9;3.3;4.5;1.7;1.1;8.0;21.9;35.6;12.4;3.6;8.0;5.0;10.9;7.7;2.7;13.6;16.0;34.8;26.6;3.9;4.2;10.5;1.3;2.5;1.3;26.1;67.4;44.4;63.4;39.1;68.4;6.2;58.5;59.7;71.9;52.0;18.4;16.1;11.5;14.2;69.7;7.4;7.3;6.8;44.4;44.1;37.8;48.9;29.4;23.2
82;Waarde;Midden- en West-Brabant (PO);2010;10.9;2.0;6.2;4.2;2.4;1.6;0.7;2.8;5.4;1.8;1.4;7.4;20.2;32.2;11.2;3.5;8.9;7.1;11.6;11.6;3.0;12.5;14.5;33.3;25.1;3.9;3.3;6.6;0.9;1.6;1.3;26.2;68.5;45.3;64.8;37.5;73.3;6.2;63.7;62.0;73.6;54.4;18.1;17.4;12.1;13.4;70.6;7.4;7.4;6.9;44.7;45.3;37.2;49.9;31.1;21.4
83;Waarde;Midden- en West-Brabant (PO);2011;11.1;1.7;6.2;6.3;2.0;1.9;1.0;2.9;4.7;1.7;1.1;6.4;21.6;31.9;9.7;3.4;9.1;5.6;10.7;10.0;2.9;12.4;14.6;35.9;25.4;3.9;5.7;9.3;1.0;2.0;1.3;24.5;69.4;46.4;65.6;39.9;69.4;6.3;64.2;62.8;72.8;53.8;19.5;17.9;12.3;14.6;69.4;7.4;7.4;6.8;45.4;44.0;36.3;49.3;33.7;26.3
84;Waarde;Brabant-Noord (PO);2008;7.9;1.1;3.6;3.0;1.4;2.0;0.4;2.0;4.1;1.3;0.9;7.4;16.7;28.5;12.3;3.2;8.4;6.4;10.2;7.4;2.6;9.6;11.6;28.7;19.0;3.5;3.1;4.9;0.4;1.9;1.0;20.1;75.3;50.6;69.6;43.7;75.6;6.6;68.0;66.1;72.4;62.5;20.6;18.4;14.0;9.9;73.1;7.5;7.5;7.1;48.3;43.4;38.1;51.8;33.5;24.4
85;Waarde;Brabant-Noord (PO);2009;8.5;1.1;3.0;4.9;1.3;0.9;0.4;1.5;3.5;1.3;0.9;5.1;17.0;27.3;10.7;3.1;6.8;6.3;9.2;7.3;2.5;11.2;13.9;32.2;22.1;3.6;3.7;8.1;0.8;2.0;1.1;22.8;73.7;51.3;69.4;43.0;73.8;6.5;65.7;65.5;69.9;56.7;20.8;19.5;13.5;12.5;70.4;7.5;7.4;7.0;50.0;44.4;39.4;49.2;33.9;26.7
86;Waarde;Brabant-Noord (PO);2010;7.8;1.3;3.9;4.7;2.0;1.2;0.3;1.5;3.7;1.4;0.8;5.1;14.8;26.5;10.1;3.1;7.4;7.3;9.6;9.9;2.7;10.0;12.5;33.8;24.2;3.7;5.0;7.2;0.3;2.3;1.2;21.3;77.7;50.4;70.1;41.7;74.7;6.6;70.2;67.9;71.9;63.3;20.1;19.4;10.5;14.4;72.3;7.5;7.5;7.1;50.6;45.4;38.8;55.1;34.7;25.8
87;Waarde;Brabant-Noord (PO);2011;8.2;1.1;3.5;4.9;1.5;1.1;0.4;1.8;3.1;1.3;0.8;4.8;15.6;26.2;7.7;2.9;6.4;5.4;7.7;8.7;2.6;10.5;12.6;31.0;21.8;3.5;4.4;8.1;0.8;2.0;1.1;20.1;75.6;53.0;71.2;44.0;73.8;6.6;67.8;67.0;72.7;60.7;22.3;19.6;13.2;12.0;71.3;7.6;7.5;7.0;47.3;42.3;36.1;49.1;32.5;24.9
88;Waarde;Brabant-Zuidoost (PO);2008;9.0;1.3;3.2;6.3;1.0;1.4;0.2;2.5;4.2;1.4;0.9;7.2;15.7;29.9;5.8;3.2;7.7;5.9;9.9;6.7;2.6;11.8;15.6;34.7;24.5;3.9;3.5;7.0;1.9;3.6;1.2;23.9;70.9;47.9;65.6;35.9;72.9;6.4;65.9;66.0;71.3;59.0;20.6;17.7;14.0;10.9;70.2;7.5;7.4;7.0;46.3;46.0;41.2;49.8;31.3;22.4
89;Waarde;Brabant-Zuidoost (PO);2009;10.2;1.3;3.5;6.2;1.4;1.5;0.5;1.8;4.0;1.5;1.0;7.8;19.5;30.6;7.4;3.2;9.7;6.9;10.7;8.2;2.9;11.7;15.5;33.0;22.6;3.7;4.1;8.5;1.8;2.0;1.3;25.7;70.1;45.8;66.0;38.4;70.3;6.4;62.5;63.1;71.8;55.0;19.7;17.7;13.0;12.5;69.1;7.5;7.4;6.9;48.3;47.5;41.1;47.2;30.4;22.7
90;Waarde;Brabant-Zuidoost (PO);2010;10.9;1.5;3.3;5.7;1.8;1.6;0.4;1.9;4.8;1.5;1.0;6.8;16.3;28.8;7.1;3.1;8.2;6.1;10.4;9.4;2.8;11.0;12.5;30.5;23.7;3.6;4.7;7.6;1.7;1.8;1.3;23.7;74.5;48.2;66.6;38.1;72.6;6.5;66.9;68.7;75.3;62.0;24.6;17.5;13.6;14.7;68.0;7.5;7.5;7.0;47.8;45.0;42.1;51.3;32.7;24.3
91;Waarde;Brabant-Zuidoost (PO);2011;10.3;2.1;5.2;6.8;2.1;1.9;0.9;2.0;3.8;1.6;1.0;5.7;17.2;29.9;6.0;3.0;8.1;5.4;9.3;10.0;2.7;12.3;14.3;30.4;22.2;3.6;5.0;9.2;2.2;2.7;1.4;23.8;71.6;48.6;66.9;41.0;68.7;6.4;65.2;65.5;73.5;59.3;23.4;17.9;14.8;13.3;67.5;7.4;7.4;6.9;46.0;44.7;37.8;47.7;30.4;23.3
92;Waarde;Limburg-Noord (PO);2008;8.7;2.1;6.6;4.7;1.3;3.1;0.1;2.5;5.7;1.4;0.9;5.4;12.9;27.2;7.3;2.7;7.0;6.4;10.4;8.6;2.7;9.0;11.3;31.7;14.3;3.4;2.9;5.0;0.7;1.3;1.1;17.6;78.5;52.4;70.8;42.4;69.0;6.8;66.8;62.9;73.9;57.2;22.3;15.7;15.5;10.2;70.6;7.5;7.5;7.1;49.1;52.9;38.8;54.6;35.4;23.5
93;Waarde;Limburg-Noord (PO);2009;9.3;1.9;5.2;5.6;1.3;1.4;0.6;2.0;3.1;1.5;0.9;3.8;15.5;30.8;7.6;2.9;9.4;3.7;7.3;5.9;2.5;11.5;15.3;32.2;18.3;3.6;4.0;7.3;1.0;1.4;1.2;21.7;73.7;49.1;68.9;43.6;73.1;6.5;67.2;66.2;73.2;53.7;19.4;19.7;13.5;13.6;68.8;7.5;7.4;7.0;51.0;46.9;41.0;53.8;33.2;27.2
94;Waarde;Limburg-Noord (PO);2010;10.6;2.4;4.5;6.2;3.1;1.9;0.9;2.9;4.8;1.6;1.1;6.0;15.5;32.4;7.7;3.1;10.9;3.0;8.0;6.0;2.6;10.7;10.6;30.7;18.0;3.4;5.1;6.4;1.4;2.4;1.3;21.2;78.2;51.5;70.8;44.2;76.4;6.6;70.2;65.8;73.1;56.1;20.8;17.5;10.4;16.2;70.6;7.6;7.5;7.1;51.2;50.2;43.7;57.3;38.7;28.1
95;Waarde;Limburg-Noord (PO);2011;9.1;1.2;5.8;5.9;0.7;1.9;0.6;1.2;3.7;1.5;1.0;2.7;16.7;28.5;4.1;2.7;7.3;3.3;6.3;7.8;2.5;11.3;13.0;31.4;16.0;3.4;3.8;6.4;1.8;2.8;1.3;19.0;74.6;52.5;69.8;41.6;72.5;6.6;67.7;61.5;74.4;56.8;20.0;18.5;15.7;11.3;69.4;7.5;7.5;7.1;47.6;44.6;39.4;55.9;34.2;25.5
96;Waarde;Limburg-Zuid (PO);2008;12.4;1.8;11.0;7.1;1.6;2.0;0.8;2.4;5.7;1.9;1.3;11.5;22.6;46.4;13.5;4.0;9.1;6.4;13.3;8.8;3.1;15.2;18.9;36.5;24.9;4.3;5.4;12.1;2.4;3.2;1.5;29.8;60.9;40.9;60.1;39.8;64.4;6.0;63.9;64.0;70.5;37.8;12.1;13.1;13.4;14.5;66.5;7.4;7.2;6.8;45.7;43.9;35.8;49.6;30.1;23.4
97;Waarde;Limburg-Zuid (PO);2009;15.4;2.6;12.1;7.7;2.7;2.3;0.4;2.5;5.9;2.0;1.3;9.8;22.9;43.3;12.7;3.9;10.7;7.1;13.7;10.1;3.1;20.1;18.6;41.0;31.5;4.5;6.4;10.8;2.0;3.6;1.6;25.6;66.8;41.5;63.5;38.0;69.4;6.2;60.6;60.2;72.2;40.1;14.3;15.6;10.7;17.4;67.3;7.3;7.2;6.8;43.9;43.3;35.3;46.7;30.1;22.5
98;Waarde;Limburg-Zuid (PO);2010;16.6;2.5;14.5;6.5;3.3;2.7;0.9;3.8;9.0;2.1;1.5;10.0;24.1;40.0;14.4;3.8;10.8;7.1;12.9;8.4;3.0;18.7;18.9;43.6;24.1;4.3;6.5;11.5;2.4;2.4;1.5;24.6;69.3;42.2;62.9;37.1;68.1;6.2;59.8;61.1;73.1;46.9;14.8;14.5;16.4;12.2;67.6;7.3;7.2;6.7;40.2;43.5;34.6;52.1;30.8;21.1
99;Waarde;Limburg-Zuid (PO);2011;12.7;1.8;10.0;6.5;2.5;2.4;0.4;1.9;5.7;1.9;1.2;7.6;21.8;39.5;9.3;3.6;10.2;6.3;11.9;11.7;2.9;18.0;17.2;37.4;22.9;4.1;5.8;10.4;1.1;2.2;1.4;24.4;69.2;46.7;66.1;39.9;71.0;6.3;61.6;64.7;76.1;47.1;14.8;15.8;13.3;15.6;67.9;7.5;7.4;6.8;42.7;43.6;34.2;52.7;28.6;24.1
100;Waarde;Flevoland (PO);2008;9.3;1.7;3.3;2.8;2.6;4.1;0.6;3.7;7.2;1.4;1.2;8.6;23.8;33.8;21.9;3.9;8.1;4.4;7.9;6.0;2.3;11.1;6.8;24.8;21.1;3.2;4.2;8.2;0.6;1.0;1.1;28.8;64.9;38.9;56.4;36.8;71.9;6.0;63.6;62.0;74.4;60.5;20.0;15.5;16.6;17.5;62.8;7.4;7.4;7.1;46.5;45.2;41.8;44.9;28.4;23.8
