ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2021Totaal_1;WmoClienten2020InstroomWlz2021_2;SamenloopWmoWlz2020Wlz2021_3;WmoClientenGebruikWlz2021Totaal_4;WmoClienten2020InstroomWlzIn2021_5;SamenloopWmoWlz2020WlzIn2021_6;WmoClientenGebruikWlz2021Totaal_7;WmoClienten2020InstroomWlzIn2021_8;SamenloopWmoWlz2020WlzIn2021_9
439;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Eemnes;15.0;0.0;15.0;77.78;0.0;77.78;11.0;0.0;11.0
440;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Eersel;55.0;5.0;55.0;47.06;2.52;44.54;22.0;1.0;21.0
441;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Eijsden-Margraten;10.0;0.0;10.0;16.07;1.79;14.29;3.0;0.0;3.0
442;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Eindhoven;205.0;70.0;140.0;17.65;5.88;11.76;4.0;1.0;3.0
443;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Elburg;30.0;5.0;25.0;23.33;4.17;19.17;8.0;2.0;7.0
444;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Emmen;;;;;;;;;
445;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Enkhuizen;15.0;0.0;15.0;20.73;1.22;19.51;7.0;0.0;6.0
446;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Enschede;160.0;20.0;140.0;16.55;2.04;14.5;5.0;1.0;4.0
447;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Epe;20.0;5.0;15.0;18.1;2.86;15.24;4.0;1.0;4.0
448;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Ermelo;45.0;5.0;40.0;30.26;3.29;26.97;12.0;1.0;11.0
449;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Etten-Leur;45.0;5.0;40.0;23.37;2.17;21.2;8.0;1.0;7.0
450;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;De Fryske Marren;40.0;10.0;30.0;20.94;4.19;16.75;6.0;1.0;5.0
451;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Geertruidenberg;20.0;0.0;20.0;18.1;1.72;16.38;8.0;1.0;7.0
452;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Geldrop-Mierlo;15.0;5.0;10.0;8.65;2.7;5.95;3.0;1.0;2.0
453;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gemert-Bakel;40.0;5.0;40.0;34.45;2.52;31.93;10.0;1.0;9.0
454;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gennep;10.0;0.0;10.0;14.49;1.45;13.04;5.0;0.0;4.0
455;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gilze en Rijen;30.0;5.0;25.0;27.62;3.81;23.81;7.0;1.0;6.0
456;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Goeree-Overflakkee;45.0;0.0;45.0;32.39;1.41;30.99;7.0;0.0;7.0
457;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Goes;55.0;10.0;45.0;24.66;3.65;21.0;11.0;2.0;9.0
458;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Goirle;20.0;0.0;20.0;20.0;0.95;19.05;8.0;0.0;7.0
459;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gooise Meren;;;;;;;;;
460;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gorinchem;40.0;0.0;35.0;31.93;1.68;30.25;7.0;0.0;7.0
461;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gouda;60.0;15.0;40.0;12.75;3.74;9.01;5.0;2.0;4.0
462;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Grave;5.0;0.0;5.0;14.63;2.44;12.2;4.0;1.0;3.0
463;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;'s-Gravenhage (gemeente);285.0;45.0;245.0;16.72;2.5;14.21;3.0;0.0;3.0
464;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Groningen (gemeente);145.0;25.0;125.0;12.52;1.97;10.55;2.0;0.0;2.0
465;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Gulpen-Wittem;15.0;0.0;15.0;30.61;0.0;30.61;10.0;0.0;10.0
466;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Haaksbergen;20.0;0.0;15.0;22.78;1.27;21.52;6.0;0.0;5.0
467;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Haaren;20.0;0.0;20.0;47.62;2.38;45.24;10.0;1.0;10.0
468;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Haarlem;115.0;30.0;85.0;14.39;3.75;10.64;5.0;1.0;4.0
469;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Haarlemmermeer;130.0;10.0;120.0;31.88;2.66;29.23;6.0;0.0;5.0
470;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Halderberge;30.0;5.0;25.0;25.41;4.92;20.49;8.0;2.0;6.0
471;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hardenberg;;;;;;;;;
472;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Harderwijk;35.0;5.0;30.0;17.87;3.38;14.49;5.0;1.0;4.0
473;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hardinxveld-Giessendam;15.0;0.0;15.0;26.15;3.08;23.08;6.0;1.0;5.0
474;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Harlingen;10.0;5.0;10.0;13.64;4.55;9.09;6.0;2.0;4.0
475;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hattem;0.0;0.0;0.0;4.88;0.0;4.88;1.0;0.0;1.0
476;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heemskerk;45.0;0.0;45.0;31.39;0.0;31.39;8.0;0.0;8.0
477;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heemstede;20.0;0.0;20.0;54.05;0.0;54.05;7.0;0.0;7.0
478;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heerde;10.0;0.0;10.0;21.43;2.38;19.05;4.0;0.0;3.0
479;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heerenveen;40.0;10.0;30.0;12.2;2.44;9.76;6.0;1.0;5.0
480;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heerhugowaard;30.0;5.0;25.0;13.89;1.85;12.04;4.0;0.0;3.0
481;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heerlen;50.0;10.0;40.0;37.96;7.3;30.66;4.0;1.0;4.0
482;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heeze-Leende;15.0;0.0;10.0;28.26;2.17;26.09;6.0;0.0;6.0
483;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heiloo;5.0;0.0;5.0;12.96;0.0;12.96;2.0;0.0;2.0
484;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Den Helder;35.0;5.0;30.0;14.1;1.71;12.39;4.0;1.0;4.0
485;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hellendoorn;40.0;5.0;35.0;29.58;4.93;24.65;9.0;1.0;7.0
486;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hellevoetsluis;;;;;;;;;
487;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Helmond;90.0;25.0;70.0;15.54;4.05;11.49;7.0;2.0;5.0
488;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hendrik-Ido-Ambacht;30.0;5.0;25.0;32.58;6.74;25.84;7.0;1.0;6.0
489;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hengelo (O.);75.0;15.0;60.0;14.57;2.59;11.98;6.0;1.0;5.0
490;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;'s-Hertogenbosch;135.0;15.0;115.0;20.97;2.66;18.31;6.0;1.0;5.0
491;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heumen;;;;;;;;;
492;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Heusden;5.0;5.0;0.0;2.92;2.19;0.73;1.0;0.0;0.0
493;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hillegom;15.0;0.0;15.0;19.4;0.0;19.4;4.0;0.0;4.0
494;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hilvarenbeek;25.0;0.0;25.0;33.8;1.41;32.39;12.0;0.0;11.0
495;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hilversum;55.0;5.0;50.0;14.43;1.27;13.16;5.0;0.0;4.0
496;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hoeksche Waard;60.0;10.0;50.0;21.05;3.86;17.19;5.0;1.0;4.0
497;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hof van Twente;30.0;0.0;30.0;25.44;0.88;24.56;6.0;0.0;6.0
498;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Het Hogeland;50.0;10.0;40.0;16.09;2.84;13.25;8.0;1.0;7.0
499;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hollands Kroon;30.0;5.0;25.0;37.5;3.75;33.75;4.0;0.0;4.0
500;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hoogeveen;45.0;15.0;30.0;17.79;5.53;12.25;6.0;2.0;4.0
501;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hoorn;50.0;5.0;40.0;14.71;2.1;12.61;5.0;1.0;4.0
502;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Horst aan de Maas;35.0;5.0;30.0;21.05;2.92;18.13;6.0;1.0;5.0
503;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Houten;30.0;5.0;25.0;17.42;3.93;13.48;5.0;1.0;4.0
504;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Huizen;25.0;0.0;25.0;69.23;5.13;64.1;5.0;0.0;5.0
505;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Hulst;25.0;5.0;20.0;35.94;7.81;28.13;7.0;2.0;6.0
506;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;IJsselstein;25.0;5.0;20.0;22.02;3.67;18.35;5.0;1.0;4.0
507;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Kaag en Braassem;;;;;;;;;
508;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Kampen;50.0;5.0;40.0;18.11;2.26;15.85;6.0;1.0;5.0
509;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Kapelle;5.0;0.0;5.0;12.12;3.03;9.09;2.0;1.0;2.0
510;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Katwijk;55.0;10.0;45.0;24.11;3.57;20.54;6.0;1.0;5.0
511;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Kerkrade;10.0;5.0;5.0;5.0;2.22;2.78;2.0;1.0;1.0
512;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Koggenland;15.0;0.0;10.0;23.64;3.64;20.0;4.0;1.0;3.0
513;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Krimpen aan den IJssel;15.0;5.0;10.0;17.24;3.45;13.79;4.0;1.0;3.0
514;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Krimpenerwaard;55.0;0.0;55.0;22.88;0.42;22.46;7.0;0.0;6.0
515;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Laarbeek;30.0;5.0;25.0;40.58;5.8;34.78;9.0;1.0;8.0
516;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Landerd;10.0;5.0;5.0;20.51;7.69;12.82;4.0;1.0;2.0
517;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Landgraaf;40.0;5.0;40.0;28.08;2.05;26.03;9.0;1.0;9.0
518;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Landsmeer;;;;;;;;;
519;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Langedijk;15.0;0.0;15.0;20.55;2.74;17.81;4.0;1.0;3.0
520;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Lansingerland;30.0;5.0;25.0;24.41;3.94;20.47;4.0;1.0;3.0
521;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Laren (NH.);10.0;0.0;5.0;90.0;20.0;70.0;8.0;2.0;6.0
522;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Leeuwarden;165.0;85.0;80.0;16.7;8.45;8.25;7.0;3.0;3.0
523;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Leiden;70.0;20.0;50.0;10.06;2.66;7.4;2.0;1.0;2.0
524;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Leiderdorp;30.0;0.0;30.0;35.16;2.2;32.97;9.0;1.0;9.0
525;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Leidschendam-Voorburg;30.0;5.0;25.0;15.46;1.55;13.92;3.0;0.0;3.0
526;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Lelystad;85.0;15.0;65.0;20.44;4.14;16.3;7.0;1.0;6.0
527;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Leudal;30.0;5.0;25.0;22.22;2.38;19.84;6.0;1.0;5.0
528;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Leusden;25.0;5.0;25.0;22.31;3.31;19.01;7.0;1.0;6.0
529;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Lingewaard;45.0;5.0;40.0;27.33;3.73;23.6;8.0;1.0;6.0
530;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Lisse;10.0;0.0;10.0;10.67;0.0;10.67;3.0;0.0;3.0
531;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Lochem;20.0;5.0;15.0;25.0;4.17;20.83;5.0;1.0;4.0
532;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Loon op Zand;20.0;5.0;15.0;21.0;4.0;17.0;7.0;1.0;5.0
533;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Lopik;5.0;0.0;5.0;29.17;4.17;25.0;3.0;0.0;3.0
534;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Loppersum;;;;;;;;;
535;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Losser;40.0;0.0;40.0;42.11;1.05;41.05;13.0;0.0;13.0
536;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Maasdriel;20.0;0.0;20.0;29.85;0.0;29.85;5.0;0.0;5.0
537;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Maasgouw;45.0;0.0;40.0;41.75;1.94;39.81;15.0;1.0;14.0
538;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Maassluis;20.0;0.0;15.0;17.65;0.98;16.67;4.0;0.0;4.0
539;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Maastricht;95.0;20.0;75.0;13.62;2.93;10.69;3.0;1.0;2.0
540;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Medemblik;60.0;0.0;55.0;37.82;1.28;36.54;9.0;0.0;9.0
541;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Meerssen;15.0;5.0;10.0;23.21;5.36;17.86;6.0;1.0;5.0
542;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Meierijstad;30.0;5.0;25.0;14.95;3.09;11.86;3.0;1.0;2.0
543;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Meppel;45.0;5.0;40.0;21.89;1.99;19.9;9.0;1.0;8.0
544;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Middelburg (Z.);65.0;15.0;55.0;25.87;5.41;20.46;9.0;2.0;7.0
545;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Midden-Delfland;5.0;0.0;5.0;10.81;2.7;8.11;1.0;0.0;1.0
546;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Midden-Drenthe;15.0;0.0;15.0;19.1;2.25;16.85;4.0;0.0;4.0
547;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Midden-Groningen;55.0;5.0;50.0;16.38;2.01;14.37;7.0;1.0;6.0
548;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Mill en Sint Hubert;10.0;0.0;10.0;21.95;2.44;19.51;6.0;1.0;5.0
549;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Moerdijk;35.0;0.0;35.0;28.69;0.82;27.87;7.0;0.0;7.0
550;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Molenlanden;50.0;5.0;40.0;39.02;4.88;34.15;7.0;1.0;6.0
551;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Montferland;30.0;5.0;20.0;22.48;5.43;17.05;6.0;1.0;5.0
552;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Montfoort;;;;;;;;;
553;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Mook en Middelaar;10.0;5.0;5.0;36.0;20.0;16.0;9.0;5.0;4.0
554;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Neder-Betuwe;10.0;0.0;10.0;14.49;2.9;11.59;2.0;0.0;2.0
555;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nederweert;25.0;5.0;20.0;47.92;6.25;41.67;10.0;1.0;9.0
556;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nieuwegein;;;;;;;;;
557;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nieuwkoop;40.0;0.0;40.0;44.21;0.0;44.21;10.0;0.0;10.0
558;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nijkerk;45.0;10.0;35.0;23.63;4.4;19.23;7.0;1.0;6.0
559;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nijmegen;130.0;20.0;115.0;12.63;1.74;10.9;3.0;0.0;3.0
560;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nissewaard;75.0;5.0;75.0;29.39;1.15;28.24;7.0;0.0;6.0
561;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Noardeast-Fryslân;50.0;10.0;45.0;23.83;3.74;20.09;8.0;1.0;7.0
562;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Noord-Beveland;5.0;0.0;5.0;16.67;0.0;16.67;4.0;0.0;4.0
563;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Noordenveld;;;;;;;;;
564;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Noordoostpolder;40.0;5.0;35.0;18.26;2.61;15.65;6.0;1.0;5.0
565;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Noordwijk;60.0;5.0;55.0;41.84;2.13;39.72;10.0;1.0;9.0
566;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nuenen, Gerwen en Nederwetten;15.0;5.0;10.0;21.21;7.58;13.64;5.0;2.0;3.0
567;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Nunspeet;30.0;5.0;25.0;27.1;2.8;24.3;7.0;1.0;6.0
568;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oegstgeest;10.0;0.0;10.0;24.0;4.0;20.0;4.0;1.0;3.0
569;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oirschot;5.0;0.0;5.0;13.21;0.0;13.21;3.0;0.0;3.0
570;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oisterwijk;;;;;;;;;
571;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oldambt;50.0;0.0;45.0;17.65;0.37;17.28;10.0;0.0;10.0
572;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oldebroek;20.0;5.0;15.0;21.88;4.17;17.71;6.0;1.0;5.0
573;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oldenzaal;20.0;5.0;15.0;14.49;2.17;12.32;5.0;1.0;4.0
574;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Olst-Wijhe;15.0;0.0;15.0;22.95;1.64;21.31;6.0;0.0;5.0
575;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Ommen;;;;;;;;;
576;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oost Gelre;30.0;5.0;30.0;27.68;2.68;25.0;7.0;1.0;7.0
577;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oosterhout;45.0;15.0;30.0;21.72;6.57;15.15;6.0;2.0;4.0
578;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Ooststellingwerf;35.0;0.0;35.0;29.27;1.63;27.64;12.0;1.0;11.0
579;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oostzaan;;;;;;;;;
580;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Opmeer;10.0;0.0;10.0;35.48;0.0;35.48;6.0;0.0;6.0
581;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Opsterland;25.0;5.0;20.0;21.93;3.51;18.42;6.0;1.0;5.0
582;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oss;100.0;25.0;75.0;20.89;4.85;16.03;7.0;2.0;6.0
583;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oude IJsselstreek;35.0;5.0;30.0;19.76;2.99;16.77;6.0;1.0;5.0
584;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Ouder-Amstel;25.0;5.0;20.0;63.41;12.2;51.22;13.0;3.0;11.0
585;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Oudewater;5.0;0.0;5.0;29.17;4.17;25.0;5.0;1.0;4.0
586;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Overbetuwe;40.0;15.0;25.0;23.95;7.78;16.17;6.0;2.0;4.0
587;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Papendrecht;25.0;5.0;20.0;21.24;4.42;16.81;5.0;1.0;4.0
588;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Peel en Maas;55.0;10.0;45.0;30.56;5.0;25.56;9.0;1.0;8.0
589;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Pekela;10.0;0.0;5.0;12.5;2.78;9.72;6.0;1.0;4.0
590;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Pijnacker-Nootdorp;50.0;5.0;45.0;28.65;2.25;26.4;7.0;1.0;6.0
591;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Purmerend;100.0;5.0;95.0;29.71;1.47;28.24;9.0;0.0;8.0
592;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Putten;30.0;5.0;25.0;41.1;8.22;32.88;9.0;2.0;7.0
593;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Raalte;30.0;5.0;25.0;26.45;4.13;22.31;6.0;1.0;5.0
594;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Reimerswaal;15.0;0.0;15.0;25.76;1.52;24.24;5.0;0.0;4.0
595;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Renkum;25.0;5.0;20.0;17.29;3.01;14.29;7.0;1.0;6.0
596;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Renswoude;0.0;0.0;0.0;14.29;0.0;14.29;2.0;0.0;2.0
597;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Reusel-De Mierden;15.0;5.0;10.0;27.66;6.38;21.28;8.0;2.0;6.0
598;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rheden;30.0;5.0;25.0;14.62;2.83;11.79;6.0;1.0;4.0
599;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rhenen;25.0;0.0;25.0;30.23;1.16;29.07;9.0;0.0;9.0
600;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Ridderkerk;25.0;5.0;25.0;24.32;2.7;21.62;5.0;1.0;4.0
601;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rijssen-Holten;30.0;5.0;25.0;20.83;4.17;16.67;5.0;1.0;4.0
602;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rijswijk (ZH.);25.0;5.0;20.0;17.11;2.63;14.47;4.0;1.0;3.0
603;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Roerdalen;15.0;5.0;10.0;21.88;4.69;17.19;6.0;1.0;5.0
604;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Roermond;50.0;15.0;40.0;16.56;4.14;12.42;7.0;2.0;5.0
605;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;De Ronde Venen;35.0;5.0;30.0;34.31;6.86;27.45;6.0;1.0;5.0
606;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Roosendaal;85.0;5.0;80.0;21.01;1.27;19.75;7.0;0.0;7.0
607;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rotterdam;505.0;80.0;425.0;14.0;2.26;11.74;4.0;1.0;3.0
608;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rozendaal;;;;;;;;;
609;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Rucphen;10.0;5.0;0.0;14.81;11.11;3.7;3.0;2.0;1.0
610;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Schagen;40.0;0.0;40.0;34.78;1.74;33.04;6.0;0.0;6.0
611;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Scherpenzeel;5.0;0.0;5.0;17.14;2.86;14.29;4.0;1.0;3.0
612;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Schiedam;50.0;10.0;40.0;20.43;3.4;17.02;4.0;1.0;3.0
613;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Schiermonnikoog;;;;;;;;;
614;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Schouwen-Duiveland;15.0;0.0;15.0;16.67;2.08;14.58;4.0;0.0;3.0
615;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Simpelveld;10.0;0.0;10.0;33.33;0.0;33.33;10.0;0.0;10.0
616;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Sint Anthonis;;;;;;;;;
617;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Sint-Michielsgestel;35.0;5.0;35.0;46.15;3.85;42.31;10.0;1.0;9.0
618;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Sittard-Geleen;100.0;20.0;80.0;18.08;3.98;14.1;8.0;2.0;6.0
619;Totaal mannen en vrouwen;Leeftijd: 18 tot 30 jaar;Sliedrecht;55.0;5.0;55.0;37.25;2.61;34.64;15.0;1.0;14.0
