ID;StationDistrict;Perioden;Temperatuur_1;Zonneschijn_2;Neerslag_3
896;De Bilt/District 8;September 1999;17.4;149.1;40.1
897;De Bilt/District 8;Oktober   1999;10.6;116.5;53.5
898;De Bilt/District 8;November  1999;4.8;73.5;59.8
899;De Bilt/District 8;December  1999;4.3;51.3;148.9
900;De Bilt/District 8;Jaarcijfer 1999;10.7;1719.7;859.8
901;De Bilt/District 8;Januari   2000;4.3;56.0;46.6
902;De Bilt/District 8;Februari  2000;5.9;106.8;107.3
903;Vlissingen/District 11;Januari   1931/1960;2.9;53.7;63.0
904;Vlissingen/District 11;Februari  1931/1960;2.8;69.8;46.0
905;Vlissingen/District 11;Maart     1931/1960;5.2;134.0;41.0
906;Vlissingen/District 11;April     1931/1960;8.4;169.4;41.0
907;Vlissingen/District 11;Mei       1931/1960;12.1;216.2;46.0
908;Vlissingen/District 11;Juni      1931/1960;15.3;231.8;53.0
909;Vlissingen/District 11;Juli      1931/1960;17.2;210.0;71.0
910;Vlissingen/District 11;Augustus  1931/1960;17.4;200.4;73.0
911;Vlissingen/District 11;September 1931/1960;15.5;151.6;73.0
912;Vlissingen/District 11;Oktober   1931/1960;11.5;104.1;72.0
913;Vlissingen/District 11;November  1931/1960;7.3;50.8;73.0
914;Vlissingen/District 11;December  1931/1960;4.3;38.5;58.0
915;Vlissingen/District 11;Jaarcijfer 1931/1960;10.0;1630.3;710.0
916;Vlissingen/District 11;Januari   1951/1980;3.1;50.2;61.0
917;Vlissingen/District 11;Februari  1951/1980;3.1;67.2;47.0
918;Vlissingen/District 11;Maart     1951/1980;5.2;117.6;47.0
919;Vlissingen/District 11;April     1951/1980;8.0;165.0;44.0
920;Vlissingen/District 11;Mei       1951/1980;11.9;210.3;46.0
921;Vlissingen/District 11;Juni      1951/1980;14.9;216.8;60.0
922;Vlissingen/District 11;Juli      1951/1980;16.7;200.7;74.0
923;Vlissingen/District 11;Augustus  1951/1980;17.0;191.3;79.0
924;Vlissingen/District 11;September 1951/1980;15.2;150.8;68.0
925;Vlissingen/District 11;Oktober   1951/1980;11.7;107.2;74.0
926;Vlissingen/District 11;November  1951/1980;7.2;55.9;79.0
927;Vlissingen/District 11;December  1951/1980;4.5;42.1;69.0
928;Vlissingen/District 11;Jaarcijfer 1951/1980;9.9;1575.1;748.0
929;Vlissingen/District 11;Januari   1980;1.8;49.5;52.0
930;Vlissingen/District 11;Februari  1980;5.5;66.2;63.0
931;Vlissingen/District 11;Maart     1980;5.5;71.2;63.0
932;Vlissingen/District 11;April     1980;8.1;137.0;42.0
933;Vlissingen/District 11;Mei       1980;12.1;255.6;9.0
934;Vlissingen/District 11;Juni      1980;14.8;172.8;80.0
935;Vlissingen/District 11;Juli      1980;15.8;160.7;155.0
936;Vlissingen/District 11;Augustus  1980;17.5;163.8;39.0
937;Vlissingen/District 11;September 1980;16.4;162.3;21.0
938;Vlissingen/District 11;Oktober   1980;11.0;104.9;99.0
939;Vlissingen/District 11;November  1980;5.9;52.6;62.0
940;Vlissingen/District 11;December  1980;4.7;52.7;85.0
941;Vlissingen/District 11;Jaarcijfer 1980;9.9;1449.3;770.0
942;Vlissingen/District 11;Januari   1981;4.2;20.4;81.0
943;Vlissingen/District 11;Februari  1981;2.7;88.6;22.0
944;Vlissingen/District 11;Maart     1981;7.8;63.1;120.0
945;Vlissingen/District 11;April     1981;8.4;134.0;43.0
946;Vlissingen/District 11;Mei       1981;12.6;179.0;98.0
947;Vlissingen/District 11;Juni      1981;14.1;133.0;78.0
948;Vlissingen/District 11;Juli      1981;16.3;179.0;40.0
949;Vlissingen/District 11;Augustus  1981;17.1;184.2;37.0
950;Vlissingen/District 11;September 1981;15.8;157.5;50.0
951;Vlissingen/District 11;Oktober   1981;10.4;77.7;165.0
952;Vlissingen/District 11;November  1981;8.3;61.9;58.0
953;Vlissingen/District 11;December  1981;2.0;31.5;119.0
954;Vlissingen/District 11;Jaarcijfer 1981;10.0;1350.4;903.0
955;Vlissingen/District 11;Januari   1982;1.9;62.0;54.0
956;Vlissingen/District 11;Februari  1982;3.6;84.4;15.0
957;Vlissingen/District 11;Maart     1982;5.6;131.0;62.0
958;Vlissingen/District 11;April     1982;7.8;201.9;20.0
959;Vlissingen/District 11;Mei       1982;12.7;240.4;40.0
960;Vlissingen/District 11;Juni      1982;16.5;208.4;85.0
961;Vlissingen/District 11;Juli      1982;18.4;196.9;22.0
962;Vlissingen/District 11;Augustus  1982;17.7;182.4;74.0
963;Vlissingen/District 11;September 1982;16.8;157.6;40.0
964;Vlissingen/District 11;Oktober   1982;11.8;65.2;162.0
965;Vlissingen/District 11;November  1982;9.1;47.6;71.0
966;Vlissingen/District 11;December  1982;4.6;24.3;87.0
967;Vlissingen/District 11;Jaarcijfer 1982;10.8;1602.1;732.0
968;Vlissingen/District 11;Januari   1983;6.5;28.6;65.0
969;Vlissingen/District 11;Februari  1983;1.5;98.0;50.0
970;Vlissingen/District 11;Maart     1983;5.7;92.8;64.0
971;Vlissingen/District 11;April     1983;8.3;127.7;104.0
972;Vlissingen/District 11;Mei       1983;10.7;101.3;88.0
973;Vlissingen/District 11;Juni      1983;15.6;213.1;40.0
974;Vlissingen/District 11;Juli      1983;19.6;251.3;34.0
975;Vlissingen/District 11;Augustus  1983;18.5;223.3;41.0
976;Vlissingen/District 11;September 1983;15.1;117.9;111.0
977;Vlissingen/District 11;Oktober   1983;12.1;114.3;48.0
978;Vlissingen/District 11;November  1983;7.9;60.8;62.0
979;Vlissingen/District 11;December  1983;5.2;63.4;54.0
980;Vlissingen/District 11;Jaarcijfer 1983;10.6;1492.5;761.0
981;Vlissingen/District 11;Januari   1984;4.8;55.1;129.0
982;Vlissingen/District 11;Februari  1984;3.1;79.8;54.0
983;Vlissingen/District 11;Maart     1984;4.5;94.6;69.0
984;Vlissingen/District 11;April     1984;8.3;212.1;17.0
985;Vlissingen/District 11;Mei       1984;10.1;80.5;78.0
986;Vlissingen/District 11;Juni      1984;13.8;215.8;44.0
987;Vlissingen/District 11;Juli      1984;16.3;199.8;76.0
988;Vlissingen/District 11;Augustus  1984;18.1;214.8;30.0
989;Vlissingen/District 11;September 1984;14.6;81.8;147.0
990;Vlissingen/District 11;Oktober   1984;12.3;97.8;105.0
991;Vlissingen/District 11;November  1984;9.9;59.8;56.0
992;Vlissingen/District 11;December  1984;5.6;50.6;42.0
993;Vlissingen/District 11;Jaarcijfer 1984;10.1;1442.5;847.0
994;Vlissingen/District 11;Januari   1985;-1.5;43.2;59.0
995;Vlissingen/District 11;Februari  1985;-0.3;106.9;9.0
996;Vlissingen/District 11;Maart     1985;3.6;81.4;63.0
997;Vlissingen/District 11;April     1985;8.2;145.2;78.0
998;Vlissingen/District 11;Mei       1985;12.1;172.6;51.0
999;Vlissingen/District 11;Juni      1985;14.0;191.1;113.0
1000;Vlissingen/District 11;Juli      1985;17.6;231.7;77.0
1001;Vlissingen/District 11;Augustus  1985;16.4;183.3;75.0
1002;Vlissingen/District 11;September 1985;15.7;148.3;26.0
1003;Vlissingen/District 11;Oktober   1985;11.9;123.5;44.0
1004;Vlissingen/District 11;November  1985;4.4;53.4;80.0
1005;Vlissingen/District 11;December  1985;5.9;30.2;86.0
1006;Vlissingen/District 11;Jaarcijfer 1985;9.3;1510.8;761.0
1007;Vlissingen/District 11;Januari   1986;3.4;38.1;108.0
1008;Vlissingen/District 11;Februari  1986;-2.4;84.5;2.0
1009;Vlissingen/District 11;Maart     1986;3.6;119.0;79.0
1010;Vlissingen/District 11;April     1986;6.0;119.8;49.0
1011;Vlissingen/District 11;Mei       1986;12.3;236.8;36.0
1012;Vlissingen/District 11;Juni      1986;16.2;257.4;70.0
1013;Vlissingen/District 11;Juli      1986;17.3;202.1;30.0
1014;Vlissingen/District 11;Augustus  1986;16.1;155.2;94.0
1015;Vlissingen/District 11;September 1986;12.9;156.5;40.0
1016;Vlissingen/District 11;Oktober   1986;12.7;94.4;101.0
1017;Vlissingen/District 11;November  1986;8.7;63.5;74.0
1018;Vlissingen/District 11;December  1986;6.3;41.6;96.0
1019;Vlissingen/District 11;Jaarcijfer 1986;9.8;1568.9;779.0
1020;Vlissingen/District 11;Januari   1987;-1.3;53.6;35.0
1021;Vlissingen/District 11;Februari  1987;2.5;58.6;32.0
1022;Vlissingen/District 11;Maart     1987;2.9;121.3;78.0
1023;Vlissingen/District 11;April     1987;10.0;172.7;18.0
1024;Vlissingen/District 11;Mei       1987;10.2;172.7;81.0
1025;Vlissingen/District 11;Juni      1987;13.8;132.9;111.0
1026;Vlissingen/District 11;Juli      1987;17.1;186.6;139.0
1027;Vlissingen/District 11;Augustus  1987;17.0;163.4;91.0
1028;Vlissingen/District 11;September 1987;16.0;123.1;55.0
1029;Vlissingen/District 11;Oktober   1987;12.2;104.3;89.0
1030;Vlissingen/District 11;November  1987;7.7;32.5;87.0
1031;Vlissingen/District 11;December  1987;4.8;38.7;30.0
1032;Vlissingen/District 11;Jaarcijfer 1987;9.4;1360.4;846.0
1033;Vlissingen/District 11;Januari   1988;6.6;43.0;151.0
1034;Vlissingen/District 11;Februari  1988;5.3;83.3;80.0
1035;Vlissingen/District 11;Maart     1988;5.9;80.5;117.0
1036;Vlissingen/District 11;April     1988;8.8;206.4;14.0
1037;Vlissingen/District 11;Mei       1988;13.5;191.4;57.0
1038;Vlissingen/District 11;Juni      1988;14.5;122.4;10.0
1039;Vlissingen/District 11;Juli      1988;16.1;162.3;127.0
1040;Vlissingen/District 11;Augustus  1988;17.1;198.5;63.0
1041;Vlissingen/District 11;September 1988;15.0;114.6;107.0
1042;Vlissingen/District 11;Oktober   1988;12.3;93.6;74.0
1043;Vlissingen/District 11;November  1988;7.6;65.4;52.0
1044;Vlissingen/District 11;December  1988;7.8;16.9;69.0
1045;Vlissingen/District 11;Jaarcijfer 1988;10.9;1378.3;921.0
1046;Vlissingen/District 11;Januari   1989;5.3;57.5;27.0
1047;Vlissingen/District 11;Februari  1989;5.6;86.0;46.0
1048;Vlissingen/District 11;Maart     1989;8.3;119.9;80.0
1049;Vlissingen/District 11;April     1989;7.5;117.3;66.0
1050;Vlissingen/District 11;Mei       1989;14.3;341.4;6.0
1051;Vlissingen/District 11;Juni      1989;15.7;282.7;75.0
1052;Vlissingen/District 11;Juli      1989;18.7;247.6;37.0
1053;Vlissingen/District 11;Augustus  1989;18.2;184.6;56.0
1054;Vlissingen/District 11;September 1989;16.7;149.7;48.0
1055;Vlissingen/District 11;Oktober   1989;13.3;102.7;81.0
1056;Vlissingen/District 11;November  1989;7.7;112.6;33.0
1057;Vlissingen/District 11;December  1989;5.9;37.5;81.0
1058;Vlissingen/District 11;Jaarcijfer 1989;11.4;1839.5;634.0
1059;Vlissingen/District 11;Januari   1990;5.9;27.9;61.0
1060;Vlissingen/District 11;Februari  1990;7.9;81.6;81.0
1061;Vlissingen/District 11;Maart     1990;8.7;155.5;33.0
1062;Vlissingen/District 11;April     1990;9.1;239.3;59.0
1063;Vlissingen/District 11;Mei       1990;14.2;302.4;19.0
1064;Vlissingen/District 11;Juni      1990;14.9;141.8;57.0
1065;Vlissingen/District 11;Juli      1990;17.3;289.3;37.0
1066;Vlissingen/District 11;Augustus  1990;19.6;271.1;26.0
1067;Vlissingen/District 11;September 1990;14.7;113.6;94.0
1068;Vlissingen/District 11;Oktober   1990;13.1;110.1;77.0
1069;Vlissingen/District 11;November  1990;7.8;50.8;81.0
1070;Vlissingen/District 11;December  1990;5.1;27.4;62.0
1071;Vlissingen/District 11;Jaarcijfer 1990;11.5;1810.8;687.0
1072;Vlissingen/District 11;Januari   1961/1990;3.2;47.2;59.3
1073;Vlissingen/District 11;Februari  1961/1990;3.3;72.8;43.0
1074;Vlissingen/District 11;Maart     1961/1990;5.3;110.3;55.1
1075;Vlissingen/District 11;April     1961/1990;8.0;158.0;44.9
1076;Vlissingen/District 11;Mei       1961/1990;12.0;201.6;49.3
1077;Vlissingen/District 11;Juni      1961/1990;14.9;204.4;61.6
1078;Vlissingen/District 11;Juli      1961/1990;16.9;202.1;66.4
1079;Vlissingen/District 11;Augustus  1961/1990;17.3;193.7;66.7
1080;Vlissingen/District 11;September 1961/1990;15.3;143.4;61.6
1081;Vlissingen/District 11;Oktober   1961/1990;12.0;104.5;77.8
1082;Vlissingen/District 11;November  1961/1990;7.4;56.6;74.7
1083;Vlissingen/District 11;December  1961/1990;4.6;41.6;70.8
1084;Vlissingen/District 11;Jaarcijfer 1961/1990;10.0;1536.2;731.2
1085;Vlissingen/District 11;Januari   1991;4.1;83.0;51.8
1086;Vlissingen/District 11;Februari  1991;0.5;73.5;26.8
1087;Vlissingen/District 11;Maart     1991;8.1;132.3;21.3
1088;Vlissingen/District 11;April     1991;8.8;210.7;33.2
1089;Vlissingen/District 11;Mei       1991;10.0;169.3;36.8
1090;Vlissingen/District 11;Juni      1991;13.1;152.9;108.8
1091;Vlissingen/District 11;Juli      1991;18.2;217.4;111.5
1092;Vlissingen/District 11;Augustus  1991;18.8;248.9;12.0
1093;Vlissingen/District 11;September 1991;16.8;177.5;57.7
1094;Vlissingen/District 11;Oktober   1991;12.2;98.1;53.7
1095;Vlissingen/District 11;November  1991;6.9;42.4;131.5
1096;Vlissingen/District 11;December  1991;4.8;64.3;43.8
1097;Vlissingen/District 11;Jaarcijfer 1991;10.2;1670.3;688.9
1098;Vlissingen/District 11;Januari   1992;3.5;45.7;21.2
1099;Vlissingen/District 11;Februari  1992;5.2;83.8;26.6
1100;Vlissingen/District 11;Maart     1992;7.2;94.0;61.9
1101;Vlissingen/District 11;April     1992;9.1;139.1;48.1
1102;Vlissingen/District 11;Mei       1992;15.1;288.0;55.4
1103;Vlissingen/District 11;Juni      1992;16.8;228.6;105.0
1104;Vlissingen/District 11;Juli      1992;18.4;211.1;85.3
1105;Vlissingen/District 11;Augustus  1992;18.2;166.1;120.9
1106;Vlissingen/District 11;September 1992;15.4;150.9;62.6
1107;Vlissingen/District 11;Oktober   1992;9.7;105.5;98.4
1108;Vlissingen/District 11;November  1992;8.7;50.2;87.5
1109;Vlissingen/District 11;December  1992;4.9;58.9;58.7
1110;Vlissingen/District 11;Jaarcijfer 1992;11.0;1621.9;831.6
1111;Vlissingen/District 11;Januari   1993;5.8;66.1;65.2
1112;Vlissingen/District 11;Februari  1993;3.6;62.2;25.9
1113;Vlissingen/District 11;Maart     1993;6.2;195.5;11.4
1114;Vlissingen/District 11;April     1993;10.8;189.0;34.9
1115;Vlissingen/District 11;Mei       1993;14.0;248.9;62.0
1116;Vlissingen/District 11;Juni      1993;16.2;229.5;55.1
1117;Vlissingen/District 11;Juli      1993;16.7;201.3;149.2
1118;Vlissingen/District 11;Augustus  1993;16.4;176.0;48.5
1119;Vlissingen/District 11;September 1993;14.5;120.1;151.6
1120;Vlissingen/District 11;Oktober   1993;10.3;110.7;63.9
1121;Vlissingen/District 11;November  1993;4.2;90.0;60.5
1122;Vlissingen/District 11;December  1993;6.0;23.8;157.7
1123;Vlissingen/District 11;Jaarcijfer 1993;10.4;1689.3;885.9
1124;Vlissingen/District 11;Januari   1994;5.9;59.2;77.7
1125;Vlissingen/District 11;Februari  1994;2.9;93.6;41.1
1126;Vlissingen/District 11;Maart     1994;7.5;126.8;70.6
1127;Vlissingen/District 11;April     1994;8.7;175.6;75.3
1128;Vlissingen/District 11;Mei       1994;12.4;201.1;57.1
1129;Vlissingen/District 11;Juni      1994;15.3;224.5;49.7
1130;Vlissingen/District 11;Juli      1994;20.6;297.2;29.8
1131;Vlissingen/District 11;Augustus  1994;0.0;209.0;62.8
1132;Vlissingen/District 11;September 1994;14.5;112.4;147.7
1133;Vlissingen/District 11;Oktober   1994;11.2;137.5;86.7
1134;Vlissingen/District 11;November  1994;11.1;64.5;40.9
1135;Vlissingen/District 11;December  1994;6.9;68.5;116.1
1136;Vlissingen/District 11;Jaarcijfer 1994;11.3;1769.9;855.5
1137;Vlissingen/District 11;Januari   1995;5.2;74.7;136.1
1138;Vlissingen/District 11;Februari  1995;7.3;88.0;89.3
1139;Vlissingen/District 11;Maart     1995;6.4;212.6;60.3
1140;Vlissingen/District 11;April     1995;9.0;160.6;33.6
1141;Vlissingen/District 11;Mei       1995;13.1;271.9;33.0
1142;Vlissingen/District 11;Juni      1995;14.6;195.8;63.1
1143;Vlissingen/District 11;Juli      1995;20.0;280.1;64.0
1144;Vlissingen/District 11;Augustus  1995;20.3;287.5;27.8
1145;Vlissingen/District 11;September 1995;15.4;135.6;136.3
1146;Vlissingen/District 11;Oktober   1995;14.2;158.3;19.0
1147;Vlissingen/District 11;November  1995;8.8;95.5;68.3
1148;Vlissingen/District 11;December  1995;1.5;60.0;57.8
1149;Vlissingen/District 11;Jaarcijfer 1995;11.3;2020.6;788.6
1150;Vlissingen/District 11;Januari   1996;1.3;86.1;11.1
1151;Vlissingen/District 11;Februari  1996;1.5;77.7;60.7
1152;Vlissingen/District 11;Maart     1996;3.6;144.2;18.3
1153;Vlissingen/District 11;April     1996;8.7;237.8;6.5
1154;Vlissingen/District 11;Mei       1996;10.3;168.0;64.8
1155;Vlissingen/District 11;Juni      1996;15.3;251.2;21.9
1156;Vlissingen/District 11;Juli      1996;16.7;233.2;39.5
1157;Vlissingen/District 11;Augustus  1996;17.9;195.7;114.7
1158;Vlissingen/District 11;September 1996;14.1;180.7;28.4
1159;Vlissingen/District 11;Oktober   1996;12.4;144.5;80.0
1160;Vlissingen/District 11;November  1996;7.4;69.4;130.4
1161;Vlissingen/District 11;December  1996;1.8;60.6;40.7
1162;Vlissingen/District 11;Jaarcijfer 1996;9.3;1849.1;617.0
1163;Vlissingen/District 11;Januari   1997;-0.5;89.7;4.9
1164;Vlissingen/District 11;Februari  1997;6.0;90.4;79.2
1165;Vlissingen/District 11;Maart     1997;8.2;147.3;18.2
1166;Vlissingen/District 11;April     1997;8.6;224.2;26.7
1167;Vlissingen/District 11;Mei       1997;12.7;235.9;75.9
1168;Vlissingen/District 11;Juni      1997;15.7;205.7;128.1
1169;Vlissingen/District 11;Juli      1997;17.7;234.3;47.3
1170;Vlissingen/District 11;Augustus  1997;21.0;239.8;55.7
1171;Vlissingen/District 11;September 1997;15.8;208.9;17.1
1172;Vlissingen/District 11;Oktober   1997;11.5;144.4;94.5
1173;Vlissingen/District 11;November  1997;8.1;63.1;65.6
1174;Vlissingen/District 11;December  1997;5.9;43.1;75.4
1175;Vlissingen/District 11;Jaarcijfer 1997;10.9;1926.8;688.6
1176;Vlissingen/District 11;Januari   1998;5.2;92.0;78.7
1177;Vlissingen/District 11;Februari  1998;6.0;125.0;17.3
1178;Vlissingen/District 11;Maart     1998;7.9;92.4;68.4
1179;Vlissingen/District 11;April     1998;9.3;122.3;83.3
1180;Vlissingen/District 11;Mei       1998;14.6;231.5;40.7
1181;Vlissingen/District 11;Juni      1998;15.8;174.4;147.6
1182;Vlissingen/District 11;Juli      1998;16.8;190.0;46.7
1183;Vlissingen/District 11;Augustus  1998;17.6;241.5;56.7
1184;Vlissingen/District 11;September 1998;15.9;134.0;184.2
1185;Vlissingen/District 11;Oktober   1998;11.3;62.9;115.8
1186;Vlissingen/District 11;November  1998;5.6;93.1;154.4
1187;Vlissingen/District 11;December  1998;5.4;40.9;96.9
1188;Vlissingen/District 11;Jaarcijfer 1998;11.0;1599.7;1090.7
1189;Vlissingen/District 11;Januari   1999;6.0;90.5;78.9
1190;Vlissingen/District 11;Februari  1999;4.6;104.0;68.1
1191;Vlissingen/District 11;Maart     1999;7.5;135.6;83.5
1192;Vlissingen/District 11;April     1999;9.9;174.4;58.1
1193;Vlissingen/District 11;Mei       1999;14.3;228.7;37.4
1194;Vlissingen/District 11;Juni      1999;15.7;251.6;84.8
1195;Vlissingen/District 11;Juli      1999;19.2;277.9;33.4
1196;Vlissingen/District 11;Augustus  1999;18.3;185.4;109.4
1197;Vlissingen/District 11;September 1999;18.1;163.4;55.2
1198;Vlissingen/District 11;Oktober   1999;11.9;133.6;108.5
1199;Vlissingen/District 11;November  1999;5.8;84.8;62.3
1200;Vlissingen/District 11;December  1999;4.9;51.7;152.3
1201;Vlissingen/District 11;Jaarcijfer 1999;11.4;1881.6;0.0
1202;Vlissingen/District 11;Januari   2000;4.9;74.0;931.9
1203;Vlissingen/District 11;Februari  2000;6.3;111.1;40.8
1204;Maastricht/District 15;Januari   1931/1960;1.6;50.2;66.0
1205;Maastricht/District 15;Februari  1931/1960;1.9;62.7;53.0
1206;Maastricht/District 15;Maart     1931/1960;5.3;117.8;46.0
1207;Maastricht/District 15;April     1931/1960;8.6;149.7;55.0
1208;Maastricht/District 15;Mei       1931/1960;12.5;196.5;58.0
1209;Maastricht/District 15;Juni      1931/1960;15.6;210.5;70.0
1210;Maastricht/District 15;Juli      1931/1960;17.2;196.7;71.0
1211;Maastricht/District 15;Augustus  1931/1960;17.1;183.3;80.0
1212;Maastricht/District 15;September 1931/1960;14.4;142.9;68.0
1213;Maastricht/District 15;Oktober   1931/1960;9.8;102.3;59.0
1214;Maastricht/District 15;November  1931/1960;5.8;51.3;62.0
1215;Maastricht/District 15;December  1931/1960;2.8;41.5;59.0
1216;Maastricht/District 15;Jaarcijfer 1931/1960;9.4;1505.4;747.0
1217;Maastricht/District 15;Januari   1951/1980;1.9;43.4;64.0
1218;Maastricht/District 15;Februari  1951/1980;2.4;64.9;58.0
1219;Maastricht/District 15;Maart     1951/1980;5.2;103.1;56.0
1220;Maastricht/District 15;April     1951/1980;8.2;147.0;55.0
1221;Maastricht/District 15;Mei       1951/1980;12.4;192.0;64.0
1222;Maastricht/District 15;Juni      1951/1980;15.5;191.5;72.0
1223;Maastricht/District 15;Juli      1951/1980;16.9;178.1;83.0
1224;Maastricht/District 15;Augustus  1951/1980;16.7;175.0;86.0
1225;Maastricht/District 15;September 1951/1980;14.2;141.1;64.0
1226;Maastricht/District 15;Oktober   1951/1980;10.2;108.4;59.0
1227;Maastricht/District 15;November  1951/1980;5.7;54.4;73.0
1228;Maastricht/District 15;December  1951/1980;3.1;40.1;73.0
1229;Maastricht/District 15;Jaarcijfer 1951/1980;9.4;1439.0;807.0
1230;Maastricht/District 15;Januari   1980;0.2;51.7;46.0
1231;Maastricht/District 15;Februari  1980;5.1;68.0;57.0
1232;Maastricht/District 15;Maart     1980;5.0;44.9;55.0
1233;Maastricht/District 15;April     1980;7.5;150.0;57.0
1234;Maastricht/District 15;Mei       1980;11.7;260.8;41.0
1235;Maastricht/District 15;Juni      1980;14.7;126.0;79.0
1236;Maastricht/District 15;Juli      1980;15.5;120.1;172.0
1237;Maastricht/District 15;Augustus  1980;17.1;152.4;73.0
1238;Maastricht/District 15;September 1980;15.2;160.2;44.0
1239;Maastricht/District 15;Oktober   1980;8.9;99.7;74.0
1240;Maastricht/District 15;November  1980;4.3;41.0;49.0
1241;Maastricht/District 15;December  1980;2.8;34.7;80.0
1242;Maastricht/District 15;Jaarcijfer 1980;9.0;1309.5;827.0
1243;Maastricht/District 15;Januari   1981;2.0;36.2;105.0
1244;Maastricht/District 15;Februari  1981;1.0;82.9;38.0
1245;Maastricht/District 15;Maart     1981;8.8;65.5;96.0
1246;Maastricht/District 15;April     1981;8.5;126.0;22.0
1247;Maastricht/District 15;Mei       1981;13.6;181.0;84.0
1248;Maastricht/District 15;Juni      1981;15.2;148.0;149.0
1249;Maastricht/District 15;Juli      1981;16.8;137.8;70.0
1250;Maastricht/District 15;Augustus  1981;16.9;154.6;71.0
1251;Maastricht/District 15;September 1981;15.0;158.4;60.0
1252;Maastricht/District 15;Oktober   1981;9.0;51.7;115.0
1253;Maastricht/District 15;November  1981;6.5;50.2;74.0
1254;Maastricht/District 15;December  1981;0.7;24.3;123.0
1255;Maastricht/District 15;Jaarcijfer 1981;9.6;1216.3;1021.0
1256;Maastricht/District 15;Januari   1982;1.3;76.4;62.0
1257;Maastricht/District 15;Februari  1982;3.5;99.9;21.0
1258;Maastricht/District 15;Maart     1982;5.4;124.3;67.0
1259;Maastricht/District 15;April     1982;7.8;173.5;41.0
1260;Maastricht/District 15;Mei       1982;12.8;208.5;91.0
1261;Maastricht/District 15;Juni      1982;16.5;162.1;107.0
1262;Maastricht/District 15;Juli      1982;18.9;203.9;41.0
1263;Maastricht/District 15;Augustus  1982;17.4;163.1;92.0
1264;Maastricht/District 15;September 1982;16.4;177.4;35.0
1265;Maastricht/District 15;Oktober   1982;11.3;97.4;148.0
1266;Maastricht/District 15;November  1982;7.8;46.5;53.0
1267;Maastricht/District 15;December  1982;3.5;21.7;77.0
1268;Maastricht/District 15;Jaarcijfer 1982;10.3;1554.7;835.0
1269;Maastricht/District 15;Januari   1983;5.6;33.5;79.0
1270;Maastricht/District 15;Februari  1983;0.0;81.9;67.0
1271;Maastricht/District 15;Maart     1983;5.7;87.9;81.0
1272;Maastricht/District 15;April     1983;8.9;107.5;65.0
1273;Maastricht/District 15;Mei       1983;10.7;87.1;138.0
1274;Maastricht/District 15;Juni      1983;16.5;181.5;87.0
1275;Maastricht/District 15;Juli      1983;20.4;263.4;75.0
1276;Maastricht/District 15;Augustus  1983;18.3;217.5;40.0
1277;Maastricht/District 15;September 1983;14.3;134.9;55.0
1278;Maastricht/District 15;Oktober   1983;10.3;105.1;37.0
1279;Maastricht/District 15;November  1983;6.0;89.9;57.0
1280;Maastricht/District 15;December  1983;3.7;55.0;49.0
1281;Maastricht/District 15;Jaarcijfer 1983;10.0;1445.2;830.0
1282;Maastricht/District 15;Januari   1984;3.3;40.8;112.0
1283;Maastricht/District 15;Februari  1984;2.0;78.2;100.0
1284;Maastricht/District 15;Maart     1984;4.1;112.2;23.0
1285;Maastricht/District 15;April     1984;7.8;185.9;33.0
1286;Maastricht/District 15;Mei       1984;10.2;87.1;194.0
1287;Maastricht/District 15;Juni      1984;14.1;149.8;50.0
1288;Maastricht/District 15;Juli      1984;16.2;178.7;73.0
1289;Maastricht/District 15;Augustus  1984;17.7;187.0;27.0
1290;Maastricht/District 15;September 1984;13.2;68.1;169.0
1291;Maastricht/District 15;Oktober   1984;11.5;92.8;115.0
1292;Maastricht/District 15;November  1984;8.6;63.8;66.0
1293;Maastricht/District 15;December  1984;3.8;37.3;33.0
1294;Maastricht/District 15;Jaarcijfer 1984;9.4;1281.7;995.0
1295;Maastricht/District 15;Januari   1985;-3.5;16.6;69.0
1296;Maastricht/District 15;Februari  1985;-1.1;130.6;21.0
1297;Maastricht/District 15;Maart     1985;4.1;60.1;58.0
1298;Maastricht/District 15;April     1985;8.7;120.0;73.0
1299;Maastricht/District 15;Mei       1985;13.5;145.3;35.0
1300;Maastricht/District 15;Juni      1985;13.7;143.5;125.0
1301;Maastricht/District 15;Juli      1985;17.6;209.4;88.0
1302;Maastricht/District 15;Augustus  1985;16.2;192.2;65.0
1303;Maastricht/District 15;September 1985;14.7;149.9;44.0
1304;Maastricht/District 15;Oktober   1985;10.4;144.1;13.0
1305;Maastricht/District 15;November  1985;2.4;46.2;68.0
1306;Maastricht/District 15;December  1985;5.6;29.0;73.0
1307;Maastricht/District 15;Jaarcijfer 1985;8.7;1386.9;730.0
1308;Maastricht/District 15;Januari   1986;2.3;33.3;104.0
1309;Maastricht/District 15;Februari  1986;-4.8;84.9;7.0
1310;Maastricht/District 15;Maart     1986;4.9;95.6;101.0
1311;Maastricht/District 15;April     1986;6.2;100.6;65.0
1312;Maastricht/District 15;Mei       1986;13.8;231.9;68.0
1313;Maastricht/District 15;Juni      1986;16.8;225.5;83.0
1314;Maastricht/District 15;Juli      1986;17.5;176.0;44.0
1315;Maastricht/District 15;Augustus  1986;16.2;157.6;59.0
1316;Maastricht/District 15;September 1986;11.4;146.9;61.0
1317;Maastricht/District 15;Oktober   1986;11.8;119.2;91.0
1318;Maastricht/District 15;November  1986;7.9;61.1;48.0
