ID;Opleidingsniveau;Marges;WijkenEnBuurten;RegiocodeGemeenteWijkBuurt_1;Bevolking15Tot75Jaar_2
0;Laag;Ondergrens 95%-interval;Nederland;          ;4044220.0
1;Laag;Ondergrens 95%-interval;Appingedam;          ;2820.0
2;Laag;Ondergrens 95%-interval;Wijk 00;          ;2820.0
3;Laag;Ondergrens 95%-interval;Appingedam-Centrum;          ;430.0
4;Laag;Ondergrens 95%-interval;Appingedam-West;          ;650.0
5;Laag;Ondergrens 95%-interval;Appingedam-Oost;          ;1440.0
6;Laag;Ondergrens 95%-interval;Verspr.h. Damsterdiep en Eemskanaal;          ;30.0
7;Laag;Ondergrens 95%-interval;Verspr.h. ten zuiden van Eemskanaal;          ;20.0
8;Laag;Ondergrens 95%-interval;Verspr.h. ten N. van het Damsterdiep;          ;10.0
9;Laag;Ondergrens 95%-interval;Bedum;          ;1870.0
10;Laag;Ondergrens 95%-interval;Wijk 00;          ;1870.0
11;Laag;Ondergrens 95%-interval;Bedum;          ;1470.0
12;Laag;Ondergrens 95%-interval;Verspreide huizen Bedum;          ;70.0
13;Laag;Ondergrens 95%-interval;Zuidwolde;          ;90.0
14;Laag;Ondergrens 95%-interval;Verspreide huizen Zuidwolde;          ;10.0
15;Laag;Ondergrens 95%-interval;Onderdendam;          ;70.0
16;Laag;Ondergrens 95%-interval;Verspreide huizen Onderdendam;          ;0.0
17;Laag;Ondergrens 95%-interval;Noordwolde;          ;10.0
18;Laag;Ondergrens 95%-interval;Verspreide huizen Noordwolde;          ;10.0
19;Laag;Ondergrens 95%-interval;Bellingwedde;          ;2170.0
20;Laag;Ondergrens 95%-interval;Wijk 00 Bellingwolde;          ;920.0
21;Laag;Ondergrens 95%-interval;Bellingwolde;          ;480.0
22;Laag;Ondergrens 95%-interval;Vriescheloo;          ;40.0
23;Laag;Ondergrens 95%-interval;Rhederweg-West;          ;90.0
24;Laag;Ondergrens 95%-interval;Vriescheloo-Zuid;          ;100.0
25;Laag;Ondergrens 95%-interval;Oudeschans;          ;0.0
26;Laag;Ondergrens 95%-interval;Klein-Ulsda;          ;0.0
27;Laag;Ondergrens 95%-interval;Verspr.h. ten Z.O. van Bellingwolde;          ;40.0
28;Laag;Ondergrens 95%-interval;Verspr.h. ten zuidoosten van Vriescheloo;          ;
29;Laag;Ondergrens 95%-interval;Verspreide huizen Westerwoldse A;          ;0.0
30;Laag;Ondergrens 95%-interval;Wijk 01 Oost;          ;140.0
31;Laag;Ondergrens 95%-interval;Veelerveen;          ;100.0
32;Laag;Ondergrens 95%-interval;Rhederbrug-Oost;          ;10.0
33;Laag;Ondergrens 95%-interval;Verspr.h. ten noordoosten van Rhederbrug;          ;0.0
34;Laag;Ondergrens 95%-interval;Verspreide huizen Veelerveen;          ;10.0
35;Laag;Ondergrens 95%-interval;Wijk 02 Blijham;          ;950.0
36;Laag;Ondergrens 95%-interval;Blijham;          ;480.0
37;Laag;Ondergrens 95%-interval;Morige;          ;70.0
38;Laag;Ondergrens 95%-interval;Wedde;          ;90.0
39;Laag;Ondergrens 95%-interval;Wedderheide;          ;40.0
40;Laag;Ondergrens 95%-interval;Wedderveer;          ;10.0
