ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
4820;Defence works ;Oude IJsselstreek;2013;0
4821;Defence works ;Oude IJsselstreek;2014;0
4822;Defence works ;Oude IJsselstreek;2015;0
4823;Defence works ;Oude IJsselstreek;2016;0
4824;Defence works ;Ouder-Amstel;2013;0
4825;Defence works ;Ouder-Amstel;2014;0
4826;Defence works ;Ouder-Amstel;2015;0
4827;Defence works ;Ouder-Amstel;2016;0
4828;Defence works ;Oudewater;2013;1
4829;Defence works ;Oudewater;2014;1
4830;Defence works ;Oudewater;2015;1
4831;Defence works ;Oudewater;2016;1
4832;Defence works ;Overbetuwe;2013;0
4833;Defence works ;Overbetuwe;2014;0
4834;Defence works ;Overbetuwe;2015;0
4835;Defence works ;Overbetuwe;2016;0
4836;Defence works ;Papendrecht;2013;0
4837;Defence works ;Papendrecht;2014;0
4838;Defence works ;Papendrecht;2015;0
4839;Defence works ;Papendrecht;2016;0
4840;Defence works ;Peel en Maas;2013;7
4841;Defence works ;Peel en Maas;2014;7
4842;Defence works ;Peel en Maas;2015;7
4843;Defence works ;Peel en Maas;2016;7
4844;Defence works ;Pekela;2013;0
4845;Defence works ;Pekela;2014;0
4846;Defence works ;Pekela;2015;0
4847;Defence works ;Pekela;2016;0
4848;Defence works ;Pijnacker-Nootdorp;2013;0
4849;Defence works ;Pijnacker-Nootdorp;2014;0
4850;Defence works ;Pijnacker-Nootdorp;2015;0
4851;Defence works ;Pijnacker-Nootdorp;2016;0
4852;Defence works ;Purmerend;2013;0
4853;Defence works ;Purmerend;2014;0
4854;Defence works ;Purmerend;2015;0
4855;Defence works ;Purmerend;2016;0
4856;Defence works ;Putten;2013;0
4857;Defence works ;Putten;2014;0
4858;Defence works ;Putten;2015;0
4859;Defence works ;Putten;2016;0
4860;Defence works ;Raalte;2013;0
4861;Defence works ;Raalte;2014;0
4862;Defence works ;Raalte;2015;0
4863;Defence works ;Raalte;2016;0
4864;Defence works ;Reimerswaal;2013;0
4865;Defence works ;Reimerswaal;2014;0
4866;Defence works ;Reimerswaal;2015;0
4867;Defence works ;Reimerswaal;2016;0
4868;Defence works ;Renkum;2013;0
4869;Defence works ;Renkum;2014;0
4870;Defence works ;Renkum;2015;0
4871;Defence works ;Renkum;2016;0
4872;Defence works ;Renswoude;2013;19
4873;Defence works ;Renswoude;2014;19
4874;Defence works ;Renswoude;2015;19
4875;Defence works ;Renswoude;2016;19
4876;Defence works ;Reusel-De Mierden;2013;0
4877;Defence works ;Reusel-De Mierden;2014;0
4878;Defence works ;Reusel-De Mierden;2015;0
4879;Defence works ;Reusel-De Mierden;2016;0
4880;Defence works ;Rheden;2013;0
4881;Defence works ;Rheden;2014;0
4882;Defence works ;Rheden;2015;0
4883;Defence works ;Rheden;2016;0
4884;Defence works ;Rhenen;2013;8
4885;Defence works ;Rhenen;2014;8
4886;Defence works ;Rhenen;2015;8
4887;Defence works ;Rhenen;2016;8
4888;Defence works ;Ridderkerk;2013;0
4889;Defence works ;Ridderkerk;2014;0
4890;Defence works ;Ridderkerk;2015;0
4891;Defence works ;Ridderkerk;2016;0
4892;Defence works ;Rijnwaarden;2013;1
4893;Defence works ;Rijnwaarden;2014;1
4894;Defence works ;Rijnwaarden;2015;1
4895;Defence works ;Rijnwaarden;2016;1
4896;Defence works ;Rijssen-Holten;2013;0
4897;Defence works ;Rijssen-Holten;2014;0
4898;Defence works ;Rijssen-Holten;2015;0
4899;Defence works ;Rijssen-Holten;2016;0
4900;Defence works ;Rijswijk (ZH.);2013;0
4901;Defence works ;Rijswijk (ZH.);2014;0
4902;Defence works ;Rijswijk (ZH.);2015;0
4903;Defence works ;Rijswijk (ZH.);2016;0
4904;Defence works ;Roerdalen;2013;0
4905;Defence works ;Roerdalen;2014;0
4906;Defence works ;Roerdalen;2015;0
4907;Defence works ;Roerdalen;2016;0
4908;Defence works ;Roermond;2013;8
4909;Defence works ;Roermond;2014;8
4910;Defence works ;Roermond;2015;7
4911;Defence works ;Roermond;2016;7
4912;Defence works ;De Ronde Venen;2013;14
4913;Defence works ;De Ronde Venen;2014;14
4914;Defence works ;De Ronde Venen;2015;14
4915;Defence works ;De Ronde Venen;2016;14
4916;Defence works ;Roosendaal;2013;0
4917;Defence works ;Roosendaal;2014;0
4918;Defence works ;Roosendaal;2015;0
4919;Defence works ;Roosendaal;2016;0
4920;Defence works ;Rotterdam;2013;3
4921;Defence works ;Rotterdam;2014;3
4922;Defence works ;Rotterdam;2015;3
4923;Defence works ;Rotterdam;2016;3
4924;Defence works ;Rozendaal;2013;0
4925;Defence works ;Rozendaal;2014;0
4926;Defence works ;Rozendaal;2015;0
4927;Defence works ;Rozendaal;2016;0
4928;Defence works ;Rucphen;2013;0
4929;Defence works ;Rucphen;2014;0
4930;Defence works ;Rucphen;2015;0
4931;Defence works ;Rucphen;2016;0
4932;Defence works ;Schagen;2013;0
4933;Defence works ;Schagen;2014;1
4934;Defence works ;Schagen;2015;1
4935;Defence works ;Schagen;2016;1
4936;Defence works ;Scherpenzeel;2013;1
4937;Defence works ;Scherpenzeel;2014;1
4938;Defence works ;Scherpenzeel;2015;1
4939;Defence works ;Scherpenzeel;2016;1
4940;Defence works ;Schiedam;2013;1
4941;Defence works ;Schiedam;2014;1
4942;Defence works ;Schiedam;2015;1
4943;Defence works ;Schiedam;2016;1
4944;Defence works ;Schiermonnikoog;2013;0
4945;Defence works ;Schiermonnikoog;2014;0
4946;Defence works ;Schiermonnikoog;2015;0
4947;Defence works ;Schiermonnikoog;2016;0
4948;Defence works ;Schijndel;2013;0
4949;Defence works ;Schijndel;2014;0
4950;Defence works ;Schijndel;2015;0
4951;Defence works ;Schijndel;2016;0
4952;Defence works ;Schinnen;2013;0
4953;Defence works ;Schinnen;2014;0
4954;Defence works ;Schinnen;2015;0
4955;Defence works ;Schinnen;2016;0
4956;Defence works ;Schouwen-Duiveland;2013;10
4957;Defence works ;Schouwen-Duiveland;2014;9
4958;Defence works ;Schouwen-Duiveland;2015;9
4959;Defence works ;Schouwen-Duiveland;2016;9
4960;Defence works ;Simpelveld;2013;0
4961;Defence works ;Simpelveld;2014;0
4962;Defence works ;Simpelveld;2015;0
4963;Defence works ;Simpelveld;2016;0
4964;Defence works ;Sint Anthonis;2013;39
4965;Defence works ;Sint Anthonis;2014;39
4966;Defence works ;Sint Anthonis;2015;39
4967;Defence works ;Sint Anthonis;2016;39
4968;Defence works ;Sint-Michielsgestel;2013;1
4969;Defence works ;Sint-Michielsgestel;2014;1
4970;Defence works ;Sint-Michielsgestel;2015;1
4971;Defence works ;Sint-Michielsgestel;2016;1
4972;Defence works ;Sint-Oedenrode;2013;0
4973;Defence works ;Sint-Oedenrode;2014;0
4974;Defence works ;Sint-Oedenrode;2015;0
4975;Defence works ;Sint-Oedenrode;2016;0
4976;Defence works ;Sittard-Geleen;2013;1
4977;Defence works ;Sittard-Geleen;2014;1
4978;Defence works ;Sittard-Geleen;2015;1
4979;Defence works ;Sittard-Geleen;2016;1
4980;Defence works ;Sliedrecht;2013;0
4981;Defence works ;Sliedrecht;2014;0
4982;Defence works ;Sliedrecht;2015;0
4983;Defence works ;Sliedrecht;2016;0
4984;Defence works ;Slochteren;2013;0
4985;Defence works ;Slochteren;2014;0
4986;Defence works ;Slochteren;2015;0
4987;Defence works ;Slochteren;2016;0
4988;Defence works ;Sluis;2013;61
4989;Defence works ;Sluis;2014;59
4990;Defence works ;Sluis;2015;59
4991;Defence works ;Sluis;2016;59
4992;Defence works ;Smallingerland;2013;0
4993;Defence works ;Smallingerland;2014;0
4994;Defence works ;Smallingerland;2015;0
4995;Defence works ;Smallingerland;2016;0
4996;Defence works ;Soest;2013;0
4997;Defence works ;Soest;2014;0
4998;Defence works ;Soest;2015;0
4999;Defence works ;Soest;2016;0
5000;Defence works ;Someren;2013;0
5001;Defence works ;Someren;2014;0
5002;Defence works ;Someren;2015;0
5003;Defence works ;Someren;2016;0
5004;Defence works ;Son en Breugel;2013;0
5005;Defence works ;Son en Breugel;2014;0
5006;Defence works ;Son en Breugel;2015;0
5007;Defence works ;Son en Breugel;2016;0
5008;Defence works ;Stadskanaal;2013;0
5009;Defence works ;Stadskanaal;2014;0
5010;Defence works ;Stadskanaal;2015;0
5011;Defence works ;Stadskanaal;2016;0
5012;Defence works ;Staphorst;2013;0
5013;Defence works ;Staphorst;2014;0
5014;Defence works ;Staphorst;2015;0
5015;Defence works ;Staphorst;2016;0
5016;Defence works ;Stede Broec;2013;0
5017;Defence works ;Stede Broec;2014;0
5018;Defence works ;Stede Broec;2015;0
5019;Defence works ;Stede Broec;2016;0
5020;Defence works ;Steenbergen;2013;1
5021;Defence works ;Steenbergen;2014;1
5022;Defence works ;Steenbergen;2015;1
5023;Defence works ;Steenbergen;2016;1
5024;Defence works ;Steenwijkerland;2013;3
5025;Defence works ;Steenwijkerland;2014;3
5026;Defence works ;Steenwijkerland;2015;3
5027;Defence works ;Steenwijkerland;2016;3
5028;Defence works ;Stein (L.);2013;1
5029;Defence works ;Stein (L.);2014;1
5030;Defence works ;Stein (L.);2015;1
5031;Defence works ;Stein (L.);2016;1
5032;Defence works ;Stichtse Vecht;2013;51
5033;Defence works ;Stichtse Vecht;2014;46
5034;Defence works ;Stichtse Vecht;2015;50
5035;Defence works ;Stichtse Vecht;2016;49
5036;Defence works ;Strijen;2013;0
5037;Defence works ;Strijen;2014;0
5038;Defence works ;Strijen;2015;0
5039;Defence works ;Strijen;2016;0
5040;Defence works ;Súdwest-Fryslân;2013;26
5041;Defence works ;Súdwest-Fryslân;2014;26
5042;Defence works ;Súdwest-Fryslân;2015;26
5043;Defence works ;Súdwest-Fryslân;2016;27
5044;Defence works ;Terneuzen;2013;1
5045;Defence works ;Terneuzen;2014;1
5046;Defence works ;Terneuzen;2015;1
5047;Defence works ;Terneuzen;2016;1
5048;Defence works ;Terschelling;2013;0
5049;Defence works ;Terschelling;2014;0
5050;Defence works ;Terschelling;2015;0
5051;Defence works ;Terschelling;2016;0
5052;Defence works ;Texel;2013;7
5053;Defence works ;Texel;2014;7
5054;Defence works ;Texel;2015;7
5055;Defence works ;Texel;2016;7
5056;Defence works ;Teylingen;2013;0
5057;Defence works ;Teylingen;2014;0
5058;Defence works ;Teylingen;2015;0
5059;Defence works ;Teylingen;2016;0
5060;Defence works ;Tholen;2013;14
5061;Defence works ;Tholen;2014;13
5062;Defence works ;Tholen;2015;13
5063;Defence works ;Tholen;2016;13
5064;Defence works ;Tiel;2013;3
5065;Defence works ;Tiel;2014;3
5066;Defence works ;Tiel;2015;3
5067;Defence works ;Tiel;2016;3
5068;Defence works ;Tilburg;2013;2
5069;Defence works ;Tilburg;2014;2
5070;Defence works ;Tilburg;2015;2
5071;Defence works ;Tilburg;2016;2
5072;Defence works ;Tubbergen;2013;0
5073;Defence works ;Tubbergen;2014;0
5074;Defence works ;Tubbergen;2015;0
5075;Defence works ;Tubbergen;2016;0
5076;Defence works ;Twenterand;2013;0
5077;Defence works ;Twenterand;2014;0
5078;Defence works ;Twenterand;2015;0
5079;Defence works ;Twenterand;2016;0
5080;Defence works ;Tynaarlo;2013;0
5081;Defence works ;Tynaarlo;2014;0
5082;Defence works ;Tynaarlo;2015;0
5083;Defence works ;Tynaarlo;2016;0
5084;Defence works ;Tytsjerksteradiel;2013;0
5085;Defence works ;Tytsjerksteradiel;2014;0
5086;Defence works ;Tytsjerksteradiel;2015;0
5087;Defence works ;Tytsjerksteradiel;2016;0
5088;Defence works ;Uden;2013;1
5089;Defence works ;Uden;2014;1
5090;Defence works ;Uden;2015;1
5091;Defence works ;Uden;2016;1
5092;Defence works ;Uitgeest;2013;0
5093;Defence works ;Uitgeest;2014;0
5094;Defence works ;Uitgeest;2015;0
5095;Defence works ;Uitgeest;2016;0
5096;Defence works ;Uithoorn;2013;0
5097;Defence works ;Uithoorn;2014;0
5098;Defence works ;Uithoorn;2015;0
5099;Defence works ;Uithoorn;2016;0
5100;Defence works ;Urk;2013;0
5101;Defence works ;Urk;2014;0
5102;Defence works ;Urk;2015;0
5103;Defence works ;Urk;2016;0
5104;Defence works ;Utrecht (municipality);2013;25
5105;Defence works ;Utrecht (municipality);2014;25
5106;Defence works ;Utrecht (municipality);2015;32
5107;Defence works ;Utrecht (municipality);2016;109
5108;Defence works ;Utrechtse Heuvelrug;2013;14
5109;Defence works ;Utrechtse Heuvelrug;2014;14
5110;Defence works ;Utrechtse Heuvelrug;2015;14
5111;Defence works ;Utrechtse Heuvelrug;2016;14
5112;Defence works ;Vaals;2013;0
5113;Defence works ;Vaals;2014;0
5114;Defence works ;Vaals;2015;0
5115;Defence works ;Vaals;2016;0
5116;Defence works ;Valkenburg aan de Geul;2013;4
5117;Defence works ;Valkenburg aan de Geul;2014;4
5118;Defence works ;Valkenburg aan de Geul;2015;4
5119;Defence works ;Valkenburg aan de Geul;2016;4
5120;Defence works ;Valkenswaard;2013;1
5121;Defence works ;Valkenswaard;2014;1
5122;Defence works ;Valkenswaard;2015;1
5123;Defence works ;Valkenswaard;2016;1
5124;Defence works ;Veendam;2013;0
5125;Defence works ;Veendam;2014;0
5126;Defence works ;Veendam;2015;0
5127;Defence works ;Veendam;2016;0
5128;Defence works ;Veenendaal;2013;3
5129;Defence works ;Veenendaal;2014;3
5130;Defence works ;Veenendaal;2015;3
5131;Defence works ;Veenendaal;2016;3
5132;Defence works ;Veere;2013;44
5133;Defence works ;Veere;2014;44
5134;Defence works ;Veere;2015;44
5135;Defence works ;Veere;2016;44
5136;Defence works ;Veghel;2013;0
5137;Defence works ;Veghel;2014;0
5138;Defence works ;Veghel;2015;0
5139;Defence works ;Veghel;2016;0
5140;Defence works ;Veldhoven;2013;0
5141;Defence works ;Veldhoven;2014;0
5142;Defence works ;Veldhoven;2015;0
5143;Defence works ;Veldhoven;2016;0
5144;Defence works ;Velsen;2013;2
5145;Defence works ;Velsen;2014;2
5146;Defence works ;Velsen;2015;2
5147;Defence works ;Velsen;2016;2
5148;Defence works ;Venlo;2013;16
5149;Defence works ;Venlo;2014;16
5150;Defence works ;Venlo;2015;16
5151;Defence works ;Venlo;2016;16
5152;Defence works ;Venray;2013;32
5153;Defence works ;Venray;2014;32
5154;Defence works ;Venray;2015;32
5155;Defence works ;Venray;2016;32
5156;Defence works ;Vianen;2013;44
5157;Defence works ;Vianen;2014;49
5158;Defence works ;Vianen;2015;48
5159;Defence works ;Vianen;2016;48
5160;Defence works ;Vlaardingen;2013;0
5161;Defence works ;Vlaardingen;2014;0
5162;Defence works ;Vlaardingen;2015;0
5163;Defence works ;Vlaardingen;2016;0
5164;Defence works ;Vlagtwedde;2013;4
5165;Defence works ;Vlagtwedde;2014;4
5166;Defence works ;Vlagtwedde;2015;4
5167;Defence works ;Vlagtwedde;2016;4
5168;Defence works ;Vlieland;2013;0
5169;Defence works ;Vlieland;2014;0
5170;Defence works ;Vlieland;2015;0
5171;Defence works ;Vlieland;2016;0
5172;Defence works ;Vlissingen;2013;20
5173;Defence works ;Vlissingen;2014;20
5174;Defence works ;Vlissingen;2015;20
5175;Defence works ;Vlissingen;2016;20
5176;Defence works ;Voerendaal;2013;0
5177;Defence works ;Voerendaal;2014;0
5178;Defence works ;Voerendaal;2015;0
5179;Defence works ;Voerendaal;2016;0
5180;Defence works ;Voorschoten;2013;0
5181;Defence works ;Voorschoten;2014;0
5182;Defence works ;Voorschoten;2015;0
5183;Defence works ;Voorschoten;2016;0
5184;Defence works ;Voorst;2013;2
5185;Defence works ;Voorst;2014;2
5186;Defence works ;Voorst;2015;2
5187;Defence works ;Voorst;2016;2
5188;Defence works ;Vught;2013;7
5189;Defence works ;Vught;2014;7
5190;Defence works ;Vught;2015;7
5191;Defence works ;Vught;2016;7
5192;Defence works ;Waalre;2013;0
5193;Defence works ;Waalre;2014;0
5194;Defence works ;Waalre;2015;0
5195;Defence works ;Waalre;2016;0
5196;Defence works ;Waalwijk;2013;1
5197;Defence works ;Waalwijk;2014;1
5198;Defence works ;Waalwijk;2015;1
5199;Defence works ;Waalwijk;2016;1
5200;Defence works ;Waddinxveen;2013;0
5201;Defence works ;Waddinxveen;2014;0
5202;Defence works ;Waddinxveen;2015;0
5203;Defence works ;Waddinxveen;2016;0
5204;Defence works ;Wageningen;2013;5
5205;Defence works ;Wageningen;2014;5
5206;Defence works ;Wageningen;2015;5
5207;Defence works ;Wageningen;2016;5
5208;Defence works ;Wassenaar;2013;1
5209;Defence works ;Wassenaar;2014;1
5210;Defence works ;Wassenaar;2015;2
5211;Defence works ;Wassenaar;2016;2
5212;Defence works ;Waterland;2013;1
5213;Defence works ;Waterland;2014;1
5214;Defence works ;Waterland;2015;1
5215;Defence works ;Waterland;2016;1
5216;Defence works ;Weert;2013;12
5217;Defence works ;Weert;2014;12
5218;Defence works ;Weert;2015;12
5219;Defence works ;Weert;2016;12
5220;Defence works ;Weesp;2013;35
5221;Defence works ;Weesp;2014;11
5222;Defence works ;Weesp;2015;11
5223;Defence works ;Weesp;2016;11
5224;Defence works ;Werkendam;2013;2
5225;Defence works ;Werkendam;2014;2
5226;Defence works ;Werkendam;2015;17
5227;Defence works ;Werkendam;2016;15
5228;Defence works ;West Maas en Waal;2013;0
5229;Defence works ;West Maas en Waal;2014;0
5230;Defence works ;West Maas en Waal;2015;0
5231;Defence works ;West Maas en Waal;2016;0
5232;Defence works ;Westerveld;2013;0
5233;Defence works ;Westerveld;2014;0
5234;Defence works ;Westerveld;2015;0
5235;Defence works ;Westerveld;2016;0
5236;Defence works ;Westervoort;2013;1
5237;Defence works ;Westervoort;2014;1
5238;Defence works ;Westervoort;2015;1
5239;Defence works ;Westervoort;2016;1
5240;Defence works ;Westland;2013;0
5241;Defence works ;Westland;2014;0
5242;Defence works ;Westland;2015;0
5243;Defence works ;Westland;2016;0
5244;Defence works ;Weststellingwerf;2013;0
5245;Defence works ;Weststellingwerf;2014;0
5246;Defence works ;Weststellingwerf;2015;0
5247;Defence works ;Weststellingwerf;2016;0
5248;Defence works ;Westvoorne;2013;3
5249;Defence works ;Westvoorne;2014;3
5250;Defence works ;Westvoorne;2015;3
5251;Defence works ;Westvoorne;2016;3
5252;Defence works ;Wierden;2013;0
5253;Defence works ;Wierden;2014;0
5254;Defence works ;Wierden;2015;0
5255;Defence works ;Wierden;2016;0
5256;Defence works ;Wijchen;2013;0
5257;Defence works ;Wijchen;2014;0
5258;Defence works ;Wijchen;2015;0
5259;Defence works ;Wijchen;2016;0
5260;Defence works ;Wijdemeren;2013;23
5261;Defence works ;Wijdemeren;2014;24
5262;Defence works ;Wijdemeren;2015;26
5263;Defence works ;Wijdemeren;2016;26
5264;Defence works ;Wijk bij Duurstede;2013;3
5265;Defence works ;Wijk bij Duurstede;2014;3
5266;Defence works ;Wijk bij Duurstede;2015;3
5267;Defence works ;Wijk bij Duurstede;2016;6
5268;Defence works ;Winsum;2013;0
5269;Defence works ;Winsum;2014;0
5270;Defence works ;Winsum;2015;0
5271;Defence works ;Winsum;2016;0
5272;Defence works ;Winterswijk;2013;0
5273;Defence works ;Winterswijk;2014;0
5274;Defence works ;Winterswijk;2015;0
5275;Defence works ;Winterswijk;2016;0
5276;Defence works ;Woensdrecht;2013;0
5277;Defence works ;Woensdrecht;2014;0
5278;Defence works ;Woensdrecht;2015;0
5279;Defence works ;Woensdrecht;2016;0
5280;Defence works ;Woerden;2013;3
5281;Defence works ;Woerden;2014;3
5282;Defence works ;Woerden;2015;3
5283;Defence works ;Woerden;2016;3
5284;Defence works ;De Wolden;2013;0
5285;Defence works ;De Wolden;2014;0
5286;Defence works ;De Wolden;2015;0
5287;Defence works ;De Wolden;2016;0
5288;Defence works ;Wormerland;2013;0
5289;Defence works ;Wormerland;2014;0
5290;Defence works ;Wormerland;2015;0
5291;Defence works ;Wormerland;2016;0
5292;Defence works ;Woudenberg;2013;29
5293;Defence works ;Woudenberg;2014;29
5294;Defence works ;Woudenberg;2015;29
5295;Defence works ;Woudenberg;2016;29
5296;Defence works ;Woudrichem;2013;3
5297;Defence works ;Woudrichem;2014;3
5298;Defence works ;Woudrichem;2015;11
5299;Defence works ;Woudrichem;2016;10
5300;Defence works ;Zaanstad;2013;3
5301;Defence works ;Zaanstad;2014;3
5302;Defence works ;Zaanstad;2015;3
5303;Defence works ;Zaanstad;2016;3
5304;Defence works ;Zaltbommel;2013;16
5305;Defence works ;Zaltbommel;2014;16
5306;Defence works ;Zaltbommel;2015;27
5307;Defence works ;Zaltbommel;2016;25
5308;Defence works ;Zandvoort;2013;1
5309;Defence works ;Zandvoort;2014;1
5310;Defence works ;Zandvoort;2015;1
5311;Defence works ;Zandvoort;2016;1
5312;Defence works ;Zederik;2013;0
5313;Defence works ;Zederik;2014;0
5314;Defence works ;Zederik;2015;0
5315;Defence works ;Zederik;2016;0
5316;Defence works ;Zeewolde;2013;0
5317;Defence works ;Zeewolde;2014;0
5318;Defence works ;Zeewolde;2015;0
5319;Defence works ;Zeewolde;2016;0
5320;Defence works ;Zeist;2013;0
5321;Defence works ;Zeist;2014;0
5322;Defence works ;Zeist;2015;0
5323;Defence works ;Zeist;2016;0
5324;Defence works ;Zevenaar;2013;1
5325;Defence works ;Zevenaar;2014;1
5326;Defence works ;Zevenaar;2015;1
5327;Defence works ;Zevenaar;2016;1
5328;Defence works ;Zoetermeer;2013;0
5329;Defence works ;Zoetermeer;2014;0
5330;Defence works ;Zoetermeer;2015;0
5331;Defence works ;Zoetermeer;2016;0
5332;Defence works ;Zoeterwoude;2013;0
5333;Defence works ;Zoeterwoude;2014;0
5334;Defence works ;Zoeterwoude;2015;0
5335;Defence works ;Zoeterwoude;2016;0
5336;Defence works ;Zuidhorn;2013;0
5337;Defence works ;Zuidhorn;2014;0
5338;Defence works ;Zuidhorn;2015;0
5339;Defence works ;Zuidhorn;2016;0
5340;Defence works ;Zuidplas;2013;0
5341;Defence works ;Zuidplas;2014;0
5342;Defence works ;Zuidplas;2015;0
5343;Defence works ;Zuidplas;2016;0
5344;Defence works ;Zundert;2013;0
5345;Defence works ;Zundert;2014;0
5346;Defence works ;Zundert;2015;0
5347;Defence works ;Zundert;2016;0
5348;Defence works ;Zutphen;2013;20
5349;Defence works ;Zutphen;2014;20
5350;Defence works ;Zutphen;2015;20
5351;Defence works ;Zutphen;2016;20
5352;Defence works ;Zwartewaterland;2013;3
5353;Defence works ;Zwartewaterland;2014;3
5354;Defence works ;Zwartewaterland;2015;3
5355;Defence works ;Zwartewaterland;2016;3
5356;Defence works ;Zwijndrecht;2013;0
5357;Defence works ;Zwijndrecht;2014;0
5358;Defence works ;Zwijndrecht;2015;0
5359;Defence works ;Zwijndrecht;2016;0
5360;Defence works ;Zwolle;2013;26
5361;Defence works ;Zwolle;2014;26
5362;Defence works ;Zwolle;2015;26
5363;Defence works ;Zwolle;2016;26
5364;Churches and cloisters ;Nederland;2013;4172
5365;Churches and cloisters ;Nederland;2014;4184
5366;Churches and cloisters ;Nederland;2015;4191
5367;Churches and cloisters ;Nederland;2016;4192
5368;Churches and cloisters ;Noord-Nederland (LD);2013;785
5369;Churches and cloisters ;Noord-Nederland (LD);2014;786
5370;Churches and cloisters ;Noord-Nederland (LD);2015;785
5371;Churches and cloisters ;Noord-Nederland (LD);2016;784
5372;Churches and cloisters ;Oost-Nederland (LD);2013;721
5373;Churches and cloisters ;Oost-Nederland (LD);2014;722
5374;Churches and cloisters ;Oost-Nederland (LD);2015;723
5375;Churches and cloisters ;Oost-Nederland (LD);2016;722
5376;Churches and cloisters ;West-Nederland (LD);2013;1155
5377;Churches and cloisters ;West-Nederland (LD);2014;1158
5378;Churches and cloisters ;West-Nederland (LD);2015;1160
5379;Churches and cloisters ;West-Nederland (LD);2016;1162
5380;Churches and cloisters ;Zuid-Nederland (LD);2013;1511
5381;Churches and cloisters ;Zuid-Nederland (LD);2014;1518
5382;Churches and cloisters ;Zuid-Nederland (LD);2015;1523
5383;Churches and cloisters ;Zuid-Nederland (LD);2016;1524
5384;Churches and cloisters ;Groningen (PV);2013;250
5385;Churches and cloisters ;Groningen (PV);2014;251
5386;Churches and cloisters ;Groningen (PV);2015;251
5387;Churches and cloisters ;Groningen (PV);2016;251
5388;Churches and cloisters ;Friesland (PV);2013;419
5389;Churches and cloisters ;Friesland (PV);2014;420
5390;Churches and cloisters ;Friesland (PV);2015;419
5391;Churches and cloisters ;Friesland (PV);2016;418
5392;Churches and cloisters ;Drenthe (PV);2013;116
5393;Churches and cloisters ;Drenthe (PV);2014;115
5394;Churches and cloisters ;Drenthe (PV);2015;115
5395;Churches and cloisters ;Drenthe (PV);2016;115
5396;Churches and cloisters ;Overijssel (PV);2013;203
5397;Churches and cloisters ;Overijssel (PV);2014;203
5398;Churches and cloisters ;Overijssel (PV);2015;204
5399;Churches and cloisters ;Overijssel (PV);2016;204
5400;Churches and cloisters ;Flevoland (PV);2013;7
5401;Churches and cloisters ;Flevoland (PV);2014;8
5402;Churches and cloisters ;Flevoland (PV);2015;8
5403;Churches and cloisters ;Flevoland (PV);2016;8
5404;Churches and cloisters ;Gelderland (PV);2013;518
5405;Churches and cloisters ;Gelderland (PV);2014;519
5406;Churches and cloisters ;Gelderland (PV);2015;519
5407;Churches and cloisters ;Gelderland (PV);2016;518
5408;Churches and cloisters ;Utrecht (PV);2013;216
5409;Churches and cloisters ;Utrecht (PV);2014;216
5410;Churches and cloisters ;Utrecht (PV);2015;216
5411;Churches and cloisters ;Utrecht (PV);2016;217
5412;Churches and cloisters ;Noord-Holland (PV);2013;488
5413;Churches and cloisters ;Noord-Holland (PV);2014;489
5414;Churches and cloisters ;Noord-Holland (PV);2015;490
5415;Churches and cloisters ;Noord-Holland (PV);2016;490
5416;Churches and cloisters ;Zuid-Holland (PV);2013;444
5417;Churches and cloisters ;Zuid-Holland (PV);2014;445
5418;Churches and cloisters ;Zuid-Holland (PV);2015;446
5419;Churches and cloisters ;Zuid-Holland (PV);2016;447
5420;Churches and cloisters ;Zeeland (PV);2013;189
5421;Churches and cloisters ;Zeeland (PV);2014;193
5422;Churches and cloisters ;Zeeland (PV);2015;193
5423;Churches and cloisters ;Zeeland (PV);2016;193
5424;Churches and cloisters ;Noord-Brabant (PV);2013;745
5425;Churches and cloisters ;Noord-Brabant (PV);2014;745
5426;Churches and cloisters ;Noord-Brabant (PV);2015;748
5427;Churches and cloisters ;Noord-Brabant (PV);2016;748
5428;Churches and cloisters ;Limburg (PV);2013;577
5429;Churches and cloisters ;Limburg (PV);2014;580
5430;Churches and cloisters ;Limburg (PV);2015;582
5431;Churches and cloisters ;Limburg (PV);2016;583
5432;Churches and cloisters ;Oost-Groningen (CR);2013;49
5433;Churches and cloisters ;Oost-Groningen (CR);2014;49
5434;Churches and cloisters ;Oost-Groningen (CR);2015;49
5435;Churches and cloisters ;Oost-Groningen (CR);2016;49
5436;Churches and cloisters ;Delfzijl en omgeving (CR);2013;46
5437;Churches and cloisters ;Delfzijl en omgeving (CR);2014;47
5438;Churches and cloisters ;Delfzijl en omgeving (CR);2015;47
5439;Churches and cloisters ;Delfzijl en omgeving (CR);2016;47
5440;Churches and cloisters ;Overig Groningen (CR);2013;155
5441;Churches and cloisters ;Overig Groningen (CR);2014;155
5442;Churches and cloisters ;Overig Groningen (CR);2015;155
5443;Churches and cloisters ;Overig Groningen (CR);2016;155
5444;Churches and cloisters ;Noord-Friesland (CR);2013;230
5445;Churches and cloisters ;Noord-Friesland (CR);2014;231
5446;Churches and cloisters ;Noord-Friesland (CR);2015;231
5447;Churches and cloisters ;Noord-Friesland (CR);2016;231
5448;Churches and cloisters ;Zuidwest-Friesland (CR);2013;118
5449;Churches and cloisters ;Zuidwest-Friesland (CR);2014;118
5450;Churches and cloisters ;Zuidwest-Friesland (CR);2015;117
