ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6;IndelingswijzigingWijkenEnBuurten_7
75;Totaal woningen;Amen;Aa en Hunze                             ;Buurt     ;BU16802101;2730.0;3770.0;;1.0
76;Totaal woningen;Verspreide huizen Ekehaar;Aa en Hunze                             ;Buurt     ;BU16802109;3540.0;5290.0;;1.0
77;Totaal woningen;Aalburg;Aalburg                                 ;Gemeente  ;GM0738    ;1680.0;3630.0;;
78;Totaal woningen;Wijk 00 Wijk en Aalburg;Aalburg                                 ;Wijk      ;WK073800  ;1610.0;3610.0;;1.0
79;Totaal woningen;Wijk en Aalburg;Aalburg                                 ;Buurt     ;BU07380000;1500.0;3400.0;;1.0
80;Totaal woningen;Spijk;Aalburg                                 ;Buurt     ;BU07380001;2170.0;4680.0;;1.0
81;Totaal woningen;Verspreide huizen Wijk en Aalburg;Aalburg                                 ;Buurt     ;BU07380009;2300.0;4820.0;;1.0
82;Totaal woningen;Wijk 01 Veen;Aalburg                                 ;Wijk      ;WK073801  ;1700.0;3520.0;;1.0
83;Totaal woningen;Veen;Aalburg                                 ;Buurt     ;BU07380100;1690.0;3510.0;;1.0
84;Totaal woningen;Verspreide huizen Veen;Aalburg                                 ;Buurt     ;BU07380109;;4800.0;;1.0
85;Totaal woningen;Wijk 02 Genderen;Aalburg                                 ;Wijk      ;WK073802  ;1690.0;3710.0;;1.0
86;Totaal woningen;Genderen;Aalburg                                 ;Buurt     ;BU07380200;1690.0;3710.0;;1.0
87;Totaal woningen;Verspreide huizen Genderen;Aalburg                                 ;Buurt     ;BU07380209;1810.0;3620.0;;1.0
88;Totaal woningen;Wijk 03 Eethen;Aalburg                                 ;Wijk      ;WK073803  ;1640.0;3750.0;;1.0
89;Totaal woningen;Eethen;Aalburg                                 ;Buurt     ;BU07380300;1730.0;3900.0;;1.0
90;Totaal woningen;Verspreide huizen Eethen;Aalburg                                 ;Buurt     ;BU07380309;1160.0;3210.0;;1.0
91;Totaal woningen;Wijk 04 Meeuwen;Aalburg                                 ;Wijk      ;WK073804  ;1760.0;3310.0;;1.0
92;Totaal woningen;Meeuwen;Aalburg                                 ;Buurt     ;BU07380400;1690.0;3230.0;;1.0
93;Totaal woningen;Verspreide huizen Meeuwen;Aalburg                                 ;Buurt     ;BU07380409;2370.0;4080.0;;1.0
94;Totaal woningen;Wijk 05 Drongelen;Aalburg                                 ;Wijk      ;WK073805  ;1920.0;4160.0;;1.0
95;Totaal woningen;Drongelen;Aalburg                                 ;Buurt     ;BU07380500;1870.0;3800.0;;1.0
96;Totaal woningen;Verspreide huizen Drongelen;Aalburg                                 ;Buurt     ;BU07380509;2010.0;4780.0;;1.0
97;Totaal woningen;Wijk 06 Babyloniënbroek;Aalburg                                 ;Wijk      ;WK073806  ;2180.0;4230.0;;1.0
98;Totaal woningen;Babyloniënbroek;Aalburg                                 ;Buurt     ;BU07380600;2160.0;4130.0;;1.0
99;Totaal woningen;Verspreide huizen Babyloniënbroek;Aalburg                                 ;Buurt     ;BU07380609;2410.0;4950.0;;1.0
100;Totaal woningen;Aalsmeer;Aalsmeer                                ;Gemeente  ;GM0358    ;1410.0;3130.0;;
101;Totaal woningen;Wijk 00 Aalsmeer;Aalsmeer                                ;Wijk      ;WK035800  ;1420.0;3000.0;;1.0
102;Totaal woningen;Centrum;Aalsmeer                                ;Buurt     ;BU03580000;1220.0;2830.0;;1.0
103;Totaal woningen;Stommeer;Aalsmeer                                ;Buurt     ;BU03580001;1350.0;2940.0;;1.0
104;Totaal woningen;Hornmeer;Aalsmeer                                ;Buurt     ;BU03580004;1570.0;3100.0;;1.0
105;Totaal woningen;Uiterweg;Aalsmeer                                ;Buurt     ;BU03580005;2690.0;4120.0;;1.0
106;Totaal woningen;Wijk 01 Kudelstraat en Kalslagen;Aalsmeer                                ;Wijk      ;WK035801  ;1220.0;3040.0;;1.0
107;Totaal woningen;Kudelstaart;Aalsmeer                                ;Buurt     ;BU03580100;1220.0;3040.0;;1.0
108;Totaal woningen;Wijk 02 Oosteinde;Aalsmeer                                ;Wijk      ;WK035802  ;1600.0;3460.0;;1.0
109;Totaal woningen;Bovenlanden;Aalsmeer                                ;Buurt     ;BU03580200;2320.0;3750.0;;1.0
110;Totaal woningen;Greenpark;Aalsmeer                                ;Buurt     ;BU03580201;2050.0;3530.0;;1.0
111;Totaal woningen;Oosteinde;Aalsmeer                                ;Buurt     ;BU03580205;1420.0;3380.0;;1.0
112;Totaal woningen;Schinkelpolder;Aalsmeer                                ;Buurt     ;BU03580206;2230.0;4000.0;;1.0
113;Totaal woningen;Aalten;Aalten                                  ;Gemeente  ;GM0197    ;1480.0;2810.0;;
114;Totaal woningen;Wijk 01 Buitengebied Aalten;Aalten                                  ;Wijk      ;WK019701  ;2100.0;3910.0;;1.0
115;Totaal woningen;Barlo-Kern;Aalten                                  ;Buurt     ;BU01970101;1570.0;3240.0;;1.0
116;Totaal woningen;Verspreide huizen Barlo;Aalten                                  ;Buurt     ;BU01970102;2200.0;3970.0;;1.0
117;Totaal woningen;Verspreide huizen Heurne;Aalten                                  ;Buurt     ;BU01970103;2010.0;3900.0;;1.0
118;Totaal woningen;Verspreide huizen IJzerlo;Aalten                                  ;Buurt     ;BU01970104;2250.0;3860.0;;1.0
119;Totaal woningen;IJzerlo-kern;Aalten                                  ;Buurt     ;BU01970105;1630.0;2620.0;;1.0
120;Totaal woningen;Lintelo-kern;Aalten                                  ;Buurt     ;BU01970106;1670.0;3080.0;;1.0
121;Totaal woningen;Verspreide huizen ten westen van Aalten;Aalten                                  ;Buurt     ;BU01970107;2350.0;4330.0;;1.0
122;Totaal woningen;Verspreide huizen Lintelo;Aalten                                  ;Buurt     ;BU01970108;2310.0;4100.0;;1.0
123;Totaal woningen;Verspreide huizen Dalese Veld;Aalten                                  ;Buurt     ;BU01970109;2360.0;5080.0;;1.0
124;Totaal woningen;Verspreide huizen Dale;Aalten                                  ;Buurt     ;BU01970110;1980.0;4030.0;;1.0
125;Totaal woningen;Verspreide huizen Haart;Aalten                                  ;Buurt     ;BU01970111;2250.0;4300.0;;1.0
126;Totaal woningen;Haart-kern;Aalten                                  ;Buurt     ;BU01970112;1770.0;4120.0;;1.0
127;Totaal woningen;Wijk 02 Bredevoort;Aalten                                  ;Wijk      ;WK019702  ;1560.0;2880.0;;1.0
128;Totaal woningen;Verspreide huizen Bredevoort;Aalten                                  ;Buurt     ;BU01970201;2260.0;3930.0;;1.0
129;Totaal woningen;Verspreide huizen Hollenberg;Aalten                                  ;Buurt     ;BU01970202;1730.0;3750.0;;1.0
130;Totaal woningen;Verspreide huizen Het Zwanenbroek;Aalten                                  ;Buurt     ;BU01970203;2120.0;4330.0;;1.0
131;Totaal woningen;Bredevoort;Aalten                                  ;Buurt     ;BU01970204;1440.0;2620.0;;1.0
132;Totaal woningen;Wijk 03 Aalten Kern;Aalten                                  ;Wijk      ;WK019703  ;1340.0;2620.0;;1.0
133;Totaal woningen;Aalten-kern West;Aalten                                  ;Buurt     ;BU01970301;1380.0;2590.0;;1.0
134;Totaal woningen;Aalten-kern Zuid 1;Aalten                                  ;Buurt     ;BU01970302;1410.0;2720.0;;1.0
135;Totaal woningen;Aalten-kern Zuid 2;Aalten                                  ;Buurt     ;BU01970303;1320.0;2930.0;;1.0
136;Totaal woningen;Aalten-kern Noord/Noordoost;Aalten                                  ;Buurt     ;BU01970304;1380.0;2520.0;;1.0
137;Totaal woningen;Aalten Kern 't Kobus;Aalten                                  ;Buurt     ;BU01970305;1370.0;3430.0;;1.0
138;Totaal woningen;Aalten-kern Oost;Aalten                                  ;Buurt     ;BU01970306;1420.0;2640.0;;1.0
139;Totaal woningen;Aalten-kern Centrum;Aalten                                  ;Buurt     ;BU01970307;1200.0;2350.0;;1.0
140;Totaal woningen;Wijk 04 Dinxperlo;Aalten                                  ;Wijk      ;WK019704  ;1460.0;2760.0;;1.0
141;Totaal woningen;Dinxperlo Centrum/Oost;Aalten                                  ;Buurt     ;BU01970400;1270.0;2430.0;;1.0
142;Totaal woningen;Dinxperlo Noord;Aalten                                  ;Buurt     ;BU01970401;1490.0;2810.0;;1.0
143;Totaal woningen;Dinxperlo West;Aalten                                  ;Buurt     ;BU01970402;1450.0;2870.0;;1.0
144;Totaal woningen;De Heurne-kern;Aalten                                  ;Buurt     ;BU01970403;1700.0;2960.0;;1.0
145;Totaal woningen;Verspreide huizen Dinxperlo;Aalten                                  ;Buurt     ;BU01970408;2120.0;3630.0;;1.0
146;Totaal woningen;Verspreide huizen De Heurne;Aalten                                  ;Buurt     ;BU01970409;2200.0;3810.0;;1.0
147;Totaal woningen;Achtkarspelen;Achtkarspelen                           ;Gemeente  ;GM0059    ;1630.0;2660.0;;
148;Totaal woningen;Wijk 00 Noord;Achtkarspelen                           ;Wijk      ;WK005900  ;1630.0;2600.0;;1.0
149;Totaal woningen;Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590000;1540.0;2330.0;;1.0
150;Totaal woningen;Twijzel;Achtkarspelen                           ;Buurt     ;BU00590001;1780.0;3000.0;;1.0
151;Totaal woningen;Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590002;1570.0;2730.0;;1.0
152;Totaal woningen;Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590003;1650.0;2690.0;;1.0
153;Totaal woningen;Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590004;1580.0;2600.0;;1.0
154;Totaal woningen;Verspreide huizen Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590005;1920.0;3020.0;;1.0
155;Totaal woningen;Verspreide huizen Twijzel;Achtkarspelen                           ;Buurt     ;BU00590006;1830.0;3100.0;;1.0
156;Totaal woningen;Verspreide huizen Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590007;2120.0;3640.0;;1.0
157;Totaal woningen;Verspreide huizen Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590008;2110.0;3070.0;;1.0
158;Totaal woningen;Verspreide huizen Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590009;2160.0;3280.0;;1.0
159;Totaal woningen;Wijk 01 Centrum;Achtkarspelen                           ;Wijk      ;WK005901  ;1770.0;2850.0;;1.0
160;Totaal woningen;Stroobos;Achtkarspelen                           ;Buurt     ;BU00590100;1950.0;3260.0;;1.0
161;Totaal woningen;Drogeham;Achtkarspelen                           ;Buurt     ;BU00590102;1680.0;2610.0;;1.0
162;Totaal woningen;Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590103;1700.0;2810.0;;1.0
163;Totaal woningen;Verspreide huizen Stroobos;Achtkarspelen                           ;Buurt     ;BU00590107;1770.0;3310.0;;1.0
164;Totaal woningen;Verspreide huizen Drogeham;Achtkarspelen                           ;Buurt     ;BU00590108;2370.0;4180.0;;1.0
165;Totaal woningen;Verspreide huizen Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590109;2360.0;3900.0;;1.0
166;Totaal woningen;Wijk 02 Zuid;Achtkarspelen                           ;Wijk      ;WK005902  ;1610.0;2670.0;;1.0
167;Totaal woningen;Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590200;1520.0;2360.0;;1.0
168;Totaal woningen;Harkema;Achtkarspelen                           ;Buurt     ;BU00590201;1600.0;2810.0;;1.0
169;Totaal woningen;Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590202;1690.0;2690.0;;1.0
170;Totaal woningen;Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590203;1620.0;2960.0;;1.0
171;Totaal woningen;Verspreide huizen Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590206;1850.0;3720.0;;1.0
172;Totaal woningen;Verspreide huizen Harkema;Achtkarspelen                           ;Buurt     ;BU00590207;2050.0;3650.0;;1.0
173;Totaal woningen;Verspreide huizen Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590208;2120.0;3350.0;;1.0
174;Totaal woningen;Verspreide huizen Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590209;1920.0;3460.0;;1.0
175;Totaal woningen;Alblasserdam;Alblasserdam                            ;Gemeente  ;GM0482    ;1140.0;2830.0;;
176;Totaal woningen;Wijk 01 Centrum;Alblasserdam                            ;Wijk      ;WK048201  ;1090.0;2840.0;;1.0
177;Totaal woningen;Cortgene;Alblasserdam                            ;Buurt     ;BU04820101;1330.0;3130.0;;1.0
178;Totaal woningen;Redersbuurt;Alblasserdam                            ;Buurt     ;BU04820102;920.0;2360.0;;1.0
179;Totaal woningen;kerkbuurt;Alblasserdam                            ;Buurt     ;BU04820103;1270.0;2660.0;;1.0
180;Totaal woningen;Polderbuurt;Alblasserdam                            ;Buurt     ;BU04820104;1610.0;3330.0;;1.0
181;Totaal woningen;De Werven;Alblasserdam                            ;Buurt     ;BU04820105;550.0;3020.0;;1.0
182;Totaal woningen;Wijk 02 Kinderdijk;Alblasserdam                            ;Wijk      ;WK048202  ;1110.0;2790.0;;1.0
183;Totaal woningen;Dijk;Alblasserdam                            ;Buurt     ;BU04820201;1510.0;3430.0;;1.0
184;Totaal woningen;Vogelbuurt;Alblasserdam                            ;Buurt     ;BU04820202;980.0;2530.0;;1.0
185;Totaal woningen;Waterland;Alblasserdam                            ;Buurt     ;BU04820203;1100.0;3240.0;;1.0
186;Totaal woningen;Groene Long;Alblasserdam                            ;Buurt     ;BU04820204;;;;1.0
187;Totaal woningen;Rivierenbuurt;Alblasserdam                            ;Buurt     ;BU04820205;1010.0;2520.0;;1.0
188;Totaal woningen;Nieuw Kinderdijk;Alblasserdam                            ;Buurt     ;BU04820206;1200.0;2970.0;;1.0
189;Totaal woningen;Wijk 03 Blokweer;Alblasserdam                            ;Wijk      ;WK048203  ;1110.0;2770.0;;1.0
190;Totaal woningen;Zeelt;Alblasserdam                            ;Buurt     ;BU04820301;1140.0;3430.0;;1.0
191;Totaal woningen;Middelland;Alblasserdam                            ;Buurt     ;BU04820302;1270.0;3520.0;;1.0
192;Totaal woningen;Blokweer Noord;Alblasserdam                            ;Buurt     ;BU04820303;1010.0;3010.0;;1.0
193;Totaal woningen;Blokweer Zuid;Alblasserdam                            ;Buurt     ;BU04820304;1020.0;2880.0;;1.0
194;Totaal woningen;Drentsebuurt;Alblasserdam                            ;Buurt     ;BU04820305;1000.0;2580.0;;1.0
195;Totaal woningen;Florabuurt;Alblasserdam                            ;Buurt     ;BU04820306;1190.0;2490.0;;1.0
196;Totaal woningen;Staatsliedenbuurt;Alblasserdam                            ;Buurt     ;BU04820307;1130.0;2400.0;;1.0
197;Totaal woningen;Wijk 04 Souburgh;Alblasserdam                            ;Wijk      ;WK048204  ;1280.0;2880.0;;1.0
198;Totaal woningen;Schildersbuurt;Alblasserdam                            ;Buurt     ;BU04820401;1410.0;2910.0;;1.0
199;Totaal woningen;Schrijversbuurt;Alblasserdam                            ;Buurt     ;BU04820402;1220.0;2790.0;;1.0
200;Totaal woningen;Klein Alblas;Alblasserdam                            ;Buurt     ;BU04820403;1890.0;5370.0;;1.0
201;Totaal woningen;Oranjebuurt;Alblasserdam                            ;Buurt     ;BU04820404;880.0;2280.0;;1.0
202;Totaal woningen;Wijk 05 Bedrijventerrein;Alblasserdam                            ;Wijk      ;WK048205  ;1600.0;3530.0;;1.0
203;Totaal woningen;Vinkenwaard;Alblasserdam                            ;Buurt     ;BU04820501;;;;1.0
204;Totaal woningen;Hoogendijk;Alblasserdam                            ;Buurt     ;BU04820502;;;;1.0
205;Totaal woningen;Nieuwland;Alblasserdam                            ;Buurt     ;BU04820503;1390.0;3270.0;;1.0
206;Totaal woningen;Wijk 06 Landelijk gebied;Alblasserdam                            ;Wijk      ;WK048206  ;2530.0;5830.0;;1.0
207;Totaal woningen;Polder Blokweer;Alblasserdam                            ;Buurt     ;BU04820601;;;;1.0
208;Totaal woningen;Polder Kortland;Alblasserdam                            ;Buurt     ;BU04820602;3420.0;7180.0;;1.0
209;Totaal woningen;Polder Souburgh;Alblasserdam                            ;Buurt     ;BU04820603;;;;1.0
210;Totaal woningen;Polder Vinkenwaard;Alblasserdam                            ;Buurt     ;BU04820604;1640.0;4940.0;;1.0
211;Totaal woningen;Albrandswaard;Albrandswaard                           ;Gemeente  ;GM0613    ;1260.0;3110.0;;
212;Totaal woningen;Wijk 01 Poortugaal-Noord;Albrandswaard                           ;Wijk      ;WK061301  ;1240.0;3500.0;;1.0
213;Totaal woningen;Valckesteyn;Albrandswaard                           ;Buurt     ;BU06130101;1170.0;3530.0;;1.0
214;Totaal woningen;Zwaardijk-Kruisdijk;Albrandswaard                           ;Buurt     ;BU06130102;1450.0;2490.0;;1.0
215;Totaal woningen;Poortugaal;Albrandswaard                           ;Buurt     ;BU06130103;1730.0;3690.0;;1.0
216;Totaal woningen;Buitengebied Poortugaal;Albrandswaard                           ;Buurt     ;BU06130104;1890.0;3610.0;;1.0
217;Totaal woningen;Wijk 02 Rhoon-Noord;Albrandswaard                           ;Wijk      ;WK061302  ;1230.0;2980.0;;1.0
218;Totaal woningen;Rhoon Noord;Albrandswaard                           ;Buurt     ;BU06130205;1220.0;2960.0;;1.0
219;Totaal woningen;Buitengebied Rhoon-Noord;Albrandswaard                           ;Buurt     ;BU06130207;1640.0;4090.0;;1.0
220;Totaal woningen;Wijk 03 Poortugaal-Zuid;Albrandswaard                           ;Wijk      ;WK061303  ;1300.0;2970.0;;1.0
221;Totaal woningen;Beatrixstraat;Albrandswaard                           ;Buurt     ;BU06130308;1470.0;2690.0;;1.0
222;Totaal woningen;Landweg;Albrandswaard                           ;Buurt     ;BU06130309;1320.0;3240.0;;1.0
223;Totaal woningen;Poortugaal-Centrum;Albrandswaard                           ;Buurt     ;BU06130310;1200.0;2420.0;;1.0
224;Totaal woningen;Poortugaal Zuid;Albrandswaard                           ;Buurt     ;BU06130311;1180.0;3100.0;;1.0
225;Totaal woningen;Polder Albrandswaard;Albrandswaard                           ;Buurt     ;BU06130312;1960.0;3910.0;;1.0
226;Totaal woningen;Kijvelanden;Albrandswaard                           ;Buurt     ;BU06130313;1870.0;3480.0;;1.0
227;Totaal woningen;Wijk 04 Rhoon-Zuid;Albrandswaard                           ;Wijk      ;WK061304  ;1470.0;2840.0;;1.0
228;Totaal woningen;Rhoon-Centrum;Albrandswaard                           ;Buurt     ;BU06130414;1570.0;3000.0;;1.0
