ID;Huishoudenskenmerken;Perioden;AantalHuishoudens_1;HypotheekschuldEigenWoning_2;WaardeEigenWoning_3;BrutoInkomen_4;BesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot025_10;k_025Tot075_11;k_075Tot100_12;k_1OfHoger_13;GeenSchuld_14;k_0Tot2_15;k_2Tot4_16;k_4OfHoger_17;GeenSchuld_18;k_0Tot35_19;k_35Tot7_20;k_7OfHoger_21;AantalHuishoudens_22;HypotheekschuldEigenWoning_23;WaardeEigenWoning_24;BrutoInkomen_25;BesteedbaarInkomen_26;HypotheekschuldWoningwaarde_27;HypotheekschuldBrutoInkomen_28;HypotheekschuldBesteedbaarInkomen_29;AantalHuishoudens_30;WaardeEigenWoning_31;BrutoInkomen_32;BesteedbaarInkomen_33
119;1;2015;857;162.0;243.0;90.1;47.4;0.67;1.8;3.4;107;71;250;130;298;107;352;314;84;107;318;347;85;750;185.0;238.0;90.2;47.1;0.78;2.1;3.9;107;275.0;89.6;48.9
120;2;2006;347;48.0;306.0;44.2;33.5;0.16;1.1;1.4;144;119;74;5;5;144;131;50;23;144;158;34;12;204;81.0;306.0;43.9;32.9;0.26;1.8;2.5;144;306.0;44.7;34.3
121;2;2007;367;50.0;327.0;46.1;34.5;0.15;1.1;1.4;150;129;79;6;3;150;135;57;25;150;165;40;12;217;85.0;328.0;45.2;33.8;0.26;1.9;2.5;150;326.0;47.3;35.7
122;2;2008;391;53.0;344.0;49.3;36.9;0.15;1.1;1.4;158;136;88;7;3;158;144;61;29;158;175;45;14;234;89.0;343.0;48.3;36.1;0.26;1.8;2.5;158;345.0;50.7;38.0
123;2;2009;430;56.0;337.0;49.6;37.2;0.17;1.1;1.5;181;135;102;8;5;181;148;70;30;181;185;48;16;249;97.0;338.0;48.9;36.5;0.29;2.0;2.7;181;336.0;50.7;38.3
124;2;2010;457;60.0;317.0;50.9;37.9;0.19;1.2;1.6;190;129;118;12;7;190;155;76;36;190;193;56;18;267;102.0;316.0;49.7;36.8;0.32;2.1;2.8;190;319.0;52.6;39.4
125;2;2011;487;64.0;307.0;50.5;37.2;0.21;1.3;1.7;201;124;136;17;9;201;159;84;44;201;200;65;21;286;109.0;307.0;49.6;36.4;0.36;2.2;3.0;201;308.0;51.9;38.3
126;2;2012;530;68.0;307.0;50.9;36.8;0.22;1.3;1.8;207;131;160;23;10;207;175;98;49;207;221;76;26;323;112.0;304.0;50.3;36.3;0.37;2.2;3.1;207;312.0;51.8;37.5
127;2;2013;562;69.0;274.0;52.2;38.2;0.25;1.3;1.8;219;117;176;30;20;219;182;104;56;219;229;84;29;342;114.0;269.0;50.6;36.9;0.42;2.3;3.1;219;280.0;54.8;40.2
128;2;2014;592;71.0;272.0;52.4;37.4;0.26;1.4;1.9;229;119;186;34;24;229;190;112;60;229;238;93;32;363;116.0;265.0;51.0;36.5;0.44;2.3;3.2;229;282.0;54.5;38.9
129;2;2015;624;72.0;279.0;55.4;39.4;0.26;1.3;1.8;251;120;194;35;24;251;196;117;61;251;244;99;30;373;120.0;274.0;54.0;38.4;0.44;2.2;3.1;251;286.0;57.5;40.9
130;8;2006;1064;181.0;278.0;73.7;39.7;0.65;2.5;4.6;39;114;491;234;186;39;410;433;182;39;388;445;191;1025;188.0;278.0;73.6;39.6;0.68;2.6;4.7;39;269.0;75.3;43.2
131;8;2007;1071;196.0;297.0;77.2;42.0;0.66;2.5;4.7;37;106;484;268;175;37;383;462;189;37;367;479;188;1033;203.0;297.0;77.3;41.9;0.68;2.6;4.8;37;303.0;76.0;44.5
132;8;2008;1079;205.0;310.0;82.3;45.9;0.66;2.5;4.5;35;97;472;295;180;35;365;483;197;35;362;500;183;1044;211.0;310.0;82.1;45.7;0.68;2.6;4.6;35;327.0;85.6;51.0
133;8;2009;1095;215.0;310.0;84.3;46.5;0.69;2.6;4.6;49;80;429;299;239;49;340;508;199;49;331;519;195;1046;225.0;309.0;84.4;46.4;0.73;2.7;4.8;49;336.0;81.0;48.9
134;8;2010;1095;223.0;291.0;84.9;47.0;0.77;2.6;4.7;49;58;364;266;358;49;317;523;205;49;308;543;195;1046;233.0;290.0;85.3;47.1;0.8;2.7;4.9;49;318.0;78.4;46.4
135;8;2011;1110;230.0;285.0;86.9;47.5;0.81;2.6;4.8;55;48;322;257;429;55;296;541;218;55;279;561;216;1056;242.0;284.0;87.1;47.4;0.85;2.8;5.1;55;301.0;82.2;48.2
136;8;2012;1109;237.0;283.0;88.7;47.7;0.84;2.7;5.0;48;40;296;258;468;48;283;567;212;48;259;588;215;1062;247.0;281.0;88.8;47.7;0.88;2.8;5.2;48;315.0;86.4;49.2
137;8;2013;1101;241.0;251.0;91.1;48.7;0.96;2.6;4.9;44;27;215;191;623;44;277;576;204;44;242;602;213;1057;251.0;249.0;91.0;48.5;1.01;2.8;5.2;44;292.0;93.5;53.5
138;8;2014;1089;241.0;248.0;92.7;49.4;0.97;2.6;4.9;44;24;193;186;641;44;274;578;193;44;235;613;196;1044;251.0;247.0;92.6;49.3;1.02;2.7;5.1;44;282.0;93.4;52.4
139;8;2015;1074;238.0;254.0;96.5;52.3;0.94;2.5;4.6;49;24;194;198;608;49;279;578;168;49;247;621;157;1025;249.0;252.0;96.4;52.1;0.99;2.6;4.8;49;302.0;99.9;56.5
140;9;2006;450;120.0;292.0;90.8;51.1;0.41;1.3;2.3;47;119;207;46;33;47;298;82;24;47;299;83;22;404;134.0;292.0;90.7;50.6;0.46;1.5;2.6;47;293.0;91.6;55.2
141;9;2007;454;129.0;312.0;93.6;52.9;0.41;1.4;2.4;48;115;214;50;27;48;293;89;25;48;293;91;22;406;144.0;311.0;93.6;52.4;0.46;1.5;2.7;48;323.0;93.7;57.5
142;9;2008;452;139.0;331.0;99.0;57.5;0.42;1.4;2.4;47;111;212;52;30;47;284;98;23;47;291;93;21;406;155.0;331.0;98.4;56.7;0.47;1.6;2.7;47;330.0;103.7;64.1
143;9;2009;471;140.0;328.0;101.2;58.1;0.43;1.4;2.4;60;102;216;55;37;60;288;97;26;60;291;95;24;410;161.0;327.0;101.2;57.4;0.49;1.6;2.8;60;335.0;101.3;63.1
144;9;2010;469;145.0;306.0;100.7;57.5;0.47;1.4;2.5;59;87;211;60;52;59;282;97;30;59;284;98;27;410;165.0;305.0;101.4;57.3;0.54;1.6;2.9;59;316.0;95.9;59.1
145;9;2011;503;148.0;301.0;101.3;57.3;0.49;1.5;2.6;67;84;219;67;66;67;292;111;33;67;292;113;31;437;170.0;299.0;101.9;57.0;0.57;1.7;3.0;67;314.0;97.8;59.2
146;9;2012;508;155.0;302.0;103.9;57.6;0.51;1.5;2.7;62;78;221;74;72;62;294;119;33;62;290;123;33;446;177.0;299.0;104.0;57.2;0.59;1.7;3.1;62;327.0;102.9;60.9
147;9;2013;519;158.0;269.0;104.5;57.5;0.59;1.5;2.7;62;62;213;79;104;62;301;121;35;62;294;129;34;457;179.0;266.0;104.6;56.9;0.67;1.7;3.1;62;290.0;103.8;62.1
148;9;2014;523;159.0;266.0;105.7;57.9;0.6;1.5;2.7;66;59;203;81;114;66;299;124;35;66;291;133;34;458;181.0;263.0;105.8;57.4;0.69;1.7;3.2;66;287.0;105.2;61.7
149;9;2015;530;160.0;275.0;109.6;60.8;0.58;1.5;2.6;70;61;206;85;108;70;298;129;33;70;293;137;31;460;184.0;272.0;109.4;60.2;0.68;1.7;3.1;70;296.0;110.7;64.4
150;10350;2006;141;118.0;266.0;51.0;30.4;0.44;2.3;3.9;22;26;57;20;16;22;45;38;36;22;48;39;32;119;140.0;265.0;50.1;29.5;0.53;2.8;4.7;22;272.0;56.0;35.0
151;10350;2007;153;130.0;279.0;51.9;31.2;0.47;2.5;4.2;22;25;64;27;14;22;44;44;43;22;49;48;34;131;152.0;273.0;51.1;30.4;0.56;3.0;5.0;22;312.0;56.2;35.6
152;10350;2008;158;137.0;287.0;53.2;32.8;0.48;2.6;4.2;21;24;68;30;15;21;42;47;47;21;47;52;38;137;158.0;280.0;51.9;31.7;0.56;3.0;5.0;21;329.0;62.0;39.3
153;10350;2009;170;137.0;289.0;55.0;33.4;0.47;2.5;4.1;29;22;66;32;22;29;41;52;49;29;46;55;41;141;165.0;279.0;53.0;31.8;0.59;3.1;5.2;29;336.0;64.3;41.0
154;10350;2010;182;143.0;267.0;55.2;33.6;0.54;2.6;4.3;30;20;62;36;35;30;42;58;52;30;46;63;43;152;171.0;260.0;53.9;32.3;0.66;3.2;5.3;30;300.0;62.1;40.3
155;10350;2011;184;144.0;261.0;56.0;33.6;0.55;2.6;4.3;32;19;60;33;40;32;43;55;53;32;46;61;45;152;175.0;255.0;54.7;32.3;0.69;3.2;5.4;32;292.0;62.2;39.9
156;10350;2012;191;149.0;263.0;57.7;34.1;0.57;2.6;4.4;32;17;61;38;43;32;43;61;55;32;46;64;50;159;179.0;255.0;56.4;32.8;0.7;3.2;5.5;32;300.0;64.4;40.3
157;10350;2013;199;150.0;230.0;57.1;33.4;0.65;2.6;4.5;32;15;53;35;64;32;45;65;57;32;46;70;51;167;179.0;223.0;56.5;32.3;0.8;3.2;5.5;32;268.0;60.4;38.8
158;10350;2014;207;151.0;230.0;58.3;34.0;0.66;2.6;4.4;35;14;54;37;67;35;45;70;58;35;47;73;52;172;182.0;224.0;58.1;33.3;0.81;3.1;5.5;35;261.0;59.0;37.8
159;10350;2015;214;146.0;237.0;59.7;35.0;0.62;2.4;4.2;37;16;61;38;62;37;49;75;53;37;52;78;46;177;177.0;228.0;59.8;34.6;0.78;3.0;5.1;37;280.0;59.0;37.1
160;10850;2006;65;151.0;251.0;41.3;24.1;0.6;3.7;6.3;5;7;30;13;10;5;12;20;28;5;14;21;25;60;163.0;251.0;41.6;24.2;0.65;3.9;6.7;5;;;
161;10850;2007;71;163.0;269.0;42.4;25.4;0.61;3.8;6.4;6;6;33;17;10;6;11;22;33;6;12;27;26;66;177.0;267.0;42.7;25.5;0.66;4.1;6.9;6;;;
162;10850;2008;76;171.0;271.0;44.1;27.2;0.63;3.9;6.3;5;6;36;20;10;5;11;24;37;5;12;29;30;71;183.0;268.0;44.4;27.3;0.68;4.1;6.7;5;;;
163;10850;2009;84;167.0;267.0;43.7;26.6;0.63;3.8;6.3;8;4;35;22;15;8;10;27;38;8;12;31;32;75;186.0;266.0;43.7;26.4;0.7;4.3;7.0;8;;;
164;10850;2010;91;175.0;252.0;45.5;27.4;0.69;3.8;6.4;9;4;32;21;25;9;11;31;41;9;12;36;34;82;194.0;251.0;45.7;27.4;0.77;4.2;7.1;9;;;
165;10850;2011;90;173.0;245.0;47.2;28.2;0.71;3.7;6.1;10;4;28;20;27;10;11;30;40;10;12;34;34;80;195.0;244.0;47.6;28.1;0.8;4.1;6.9;10;;;
166;10850;2012;94;177.0;247.0;47.9;28.2;0.72;3.7;6.3;10;4;28;23;29;10;11;32;41;10;12;34;38;84;198.0;245.0;48.7;28.5;0.81;4.1;6.9;10;;;
167;10850;2013;98;179.0;221.0;47.9;28.0;0.81;3.7;6.4;10;3;23;20;42;10;11;34;43;10;12;38;38;88;199.0;218.0;48.8;28.3;0.91;4.1;7.0;10;;;
168;10850;2014;101;178.0;219.0;49.2;28.6;0.81;3.6;6.2;12;3;22;20;44;12;11;37;42;12;12;40;38;89;202.0;218.0;50.2;28.9;0.93;4.0;7.0;12;;;
169;10850;2015;102;173.0;228.0;51.5;30.1;0.76;3.4;5.7;13;4;25;21;39;13;13;39;38;13;14;43;33;89;197.0;226.0;52.6;30.4;0.87;3.7;6.5;13;;;
170;10900;2006;76;91.0;279.0;59.3;35.7;0.33;1.5;2.5;17;19;28;7;6;17;32;18;9;17;34;18;7;59;117.0;280.0;58.8;35.0;0.42;2.0;3.3;17;;;
171;10900;2007;82;101.0;288.0;60.1;36.2;0.35;1.7;2.8;17;19;32;10;4;17;33;22;10;17;36;21;8;65;127.0;280.0;59.6;35.4;0.45;2.1;3.6;17;;;
172;10900;2008;82;105.0;302.0;61.7;37.9;0.35;1.7;2.8;16;18;33;10;5;16;31;23;11;16;35;24;7;66;131.0;293.0;60.0;36.6;0.45;2.2;3.6;16;;;
173;10900;2009;87;108.0;310.0;65.8;40.0;0.35;1.6;2.7;21;17;31;10;7;21;31;25;10;21;34;24;8;66;142.0;295.0;63.6;37.9;0.48;2.2;3.7;21;357.0;72.8;46.4
174;10900;2010;91;111.0;281.0;65.1;39.7;0.4;1.7;2.8;21;15;31;14;10;21;32;28;11;21;35;27;8;70;144.0;271.0;63.5;38.0;0.53;2.3;3.8;21;317.0;70.3;45.5
175;10900;2011;94;116.0;277.0;64.4;38.9;0.42;1.8;3.0;22;14;32;13;13;22;33;25;14;22;34;27;11;72;152.0;267.0;62.6;37.0;0.57;2.4;4.1;22;308.0;70.5;45.0
176;10900;2012;97;123.0;278.0;67.2;39.8;0.44;1.8;3.1;22;13;33;15;14;22;32;29;14;22;34;30;12;75;159.0;267.0;65.0;37.7;0.6;2.4;4.2;22;317.0;74.6;47.0
177;10900;2013;101;122.0;239.0;66.0;38.7;0.51;1.8;3.2;22;12;30;15;22;22;34;31;14;22;34;32;13;79;157.0;229.0;65.0;36.9;0.69;2.4;4.3;22;276.0;69.7;44.8
178;10900;2014;106;126.0;240.0;67.0;39.3;0.53;1.9;3.2;23;11;33;16;23;23;34;33;16;23;35;34;14;83;161.0;230.0;66.7;38.0;0.7;2.4;4.2;23;275.0;68.2;43.8
179;10900;2015;112;122.0;246.0;67.1;39.5;0.5;1.8;3.1;24;11;36;17;23;24;36;36;15;24;39;35;14;88;156.0;230.0;67.1;38.9;0.68;2.3;4.0;24;300.0;67.0;41.9
180;10400;2006;114;174.0;323.0;79.5;46.8;0.54;2.2;3.7;16;19;38;18;23;16;46;34;18;16;47;33;18;98;202.0;318.0;80.8;46.9;0.64;2.5;4.3;16;;;
181;10400;2007;117;167.0;340.0;81.1;48.2;0.49;2.1;3.5;16;18;40;23;19;16;45;37;20;16;47;37;17;101;194.0;335.0;82.2;48.2;0.58;2.4;4.0;16;;;
182;10400;2008;118;190.0;366.0;87.3;52.7;0.52;2.2;3.6;15;18;39;26;20;15;45;38;20;15;48;38;17;103;218.0;355.0;88.4;52.8;0.61;2.5;4.1;15;;;
183;10400;2009;125;185.0;363.0;87.8;52.6;0.51;2.1;3.5;18;16;40;24;26;18;45;41;20;18;48;40;18;106;217.0;353.0;89.3;52.6;0.61;2.4;4.1;18;;;
184;10400;2010;126;181.0;335.0;88.6;53.0;0.54;2.0;3.4;21;14;36;20;35;21;44;42;19;21;47;41;17;105;218.0;326.0;90.2;53.1;0.67;2.4;4.1;21;381.0;81.1;52.0
185;10400;2011;80;178.0;360.0;95.5;57.3;0.49;1.9;3.1;15;11;24;12;19;15;31;23;11;15;33;22;10;65;219.0;352.0;96.3;56.7;0.62;2.3;3.9;15;;;
186;10400;2012;76;187.0;348.0;95.9;56.6;0.54;1.9;3.3;14;9;23;11;20;14;30;23;10;14;31;22;10;63;228.0;343.0;98.1;56.7;0.66;2.3;4.0;14;;;
187;10400;2013;77;187.0;307.0;97.8;57.5;0.61;1.9;3.3;13;7;22;9;26;13;31;23;10;13;32;23;9;64;225.0;296.0;99.5;57.3;0.76;2.3;3.9;13;;;
188;10400;2014;72;180.0;303.0;98.3;57.6;0.59;1.8;3.1;13;7;20;9;24;13;29;21;9;13;30;21;8;59;218.0;292.0;100.3;57.6;0.75;2.2;3.8;13;;;
189;10400;2015;76;199.0;332.0;103.9;61.5;0.6;1.9;3.2;13;7;21;11;24;13;29;23;10;13;31;22;9;62;241.0;325.0;107.4;62.4;0.74;2.2;3.9;13;;;
190;10;2006;37;154.0;163.0;41.6;24.0;0.94;3.7;6.4;1;0;4;10;21;1;2;18;16;1;2;17;16;36;159.0;162.0;41.8;24.1;0.98;3.8;6.6;1;;;
191;10;2007;38;163.0;175.0;43.0;25.1;0.93;3.8;6.5;1;0;4;14;18;1;2;18;17;1;2;20;15;37;170.0;176.0;43.3;25.3;0.97;3.9;6.7;1;;;
192;10;2008;37;167.0;180.0;42.5;25.5;0.93;3.9;6.5;1;0;5;14;17;1;2;17;17;1;2;18;15;36;172.0;180.0;42.8;25.6;0.96;4.0;6.7;1;;;
193;10;2009;39;164.0;175.0;41.9;24.6;0.94;3.9;6.7;1;0;4;10;23;1;2;18;17;1;2;19;16;37;171.0;175.0;41.7;24.5;0.98;4.1;7.0;1;;;
194;10;2010;39;170.0;164.0;46.3;27.5;1.04;3.7;6.2;1;0;3;5;30;1;2;19;17;1;3;19;17;38;175.0;163.0;46.5;27.6;1.07;3.8;6.3;1;;;
195;10;2011;37;158.0;161.0;42.5;25.2;0.98;3.7;6.3;3;0;3;5;26;3;2;15;17;3;2;15;16;34;171.0;161.0;43.0;25.2;1.06;4.0;6.8;3;;;
196;10;2012;34;167.0;164.0;45.9;26.3;1.02;3.6;6.3;1;0;3;6;24;1;2;17;14;1;2;19;13;33;174.0;164.0;46.8;26.8;1.06;3.7;6.5;1;;;
197;10;2013;28;154.0;144.0;46.1;26.9;1.07;3.3;5.7;2;0;1;3;21;2;2;16;8;2;2;16;7;26;165.0;142.0;47.2;27.3;1.16;3.5;6.0;2;;;
198;10;2014;26;152.0;144.0;45.6;25.9;1.06;3.3;5.9;1;0;1;4;19;1;2;14;8;1;2;14;8;25;158.0;143.0;45.7;26.0;1.1;3.5;6.1;1;;;
199;10;2015;22;141.0;150.0;45.6;27.1;0.94;3.1;5.2;2;0;2;5;14;2;2;12;6;2;2;13;5;21;151.0;151.0;47.8;28.2;1.0;3.2;5.4;2;;;
200;12050;2006;205;174.0;185.0;51.7;28.2;0.94;3.4;6.2;9;1;27;75;94;9;17;111;68;9;16;107;74;197;182.0;187.0;52.0;28.4;0.97;3.5;6.4;9;;;
201;12050;2007;215;184.0;197.0;53.3;29.4;0.93;3.5;6.3;6;1;26;89;93;6;16;116;77;6;15;113;82;209;189.0;198.0;53.4;29.4;0.95;3.5;6.4;6;;;
202;12050;2008;221;193.0;207.0;55.0;30.8;0.93;3.5;6.3;5;1;24;99;91;5;17;119;80;5;16;120;80;216;197.0;207.0;55.2;30.9;0.95;3.6;6.4;5;;;
203;12050;2009;216;194.0;203.0;57.6;31.6;0.96;3.4;6.1;9;1;19;62;125;9;18;117;73;9;16;112;79;207;202.0;202.0;57.9;31.7;1.0;3.5;6.4;9;;;
204;12050;2010;217;193.0;186.0;57.2;31.8;1.04;3.4;6.1;8;1;15;38;154;8;19;114;76;8;17;111;80;208;201.0;187.0;57.3;31.8;1.07;3.5;6.3;8;;;
205;12050;2011;208;190.0;179.0;57.2;31.3;1.06;3.3;6.1;10;1;11;30;155;10;16;113;69;10;14;106;78;198;199.0;179.0;57.4;31.4;1.11;3.5;6.3;10;;;
206;12050;2012;198;191.0;179.0;58.1;31.5;1.07;3.3;6.1;7;1;10;34;146;7;14;117;60;7;12;107;72;190;198.0;179.0;58.4;31.6;1.11;3.4;6.3;7;;;
207;12050;2013;190;188.0;161.0;59.4;32.0;1.17;3.2;5.9;5;1;7;16;160;5;15;120;49;5;12;113;59;184;193.0;160.0;59.6;32.1;1.21;3.2;6.0;5;;;
208;12050;2014;179;178.0;159.0;58.5;32.1;1.12;3.0;5.5;7;1;8;20;143;7;17;112;43;7;15;110;47;172;185.0;158.0;58.8;32.2;1.17;3.1;5.7;7;;;
209;12050;2015;181;169.0;167.0;58.7;32.9;1.01;2.9;5.1;9;1;13;34;125;9;20;115;37;9;18;120;35;172;178.0;166.0;59.3;33.1;1.07;3.0;5.4;9;;;
210;12100;2006;369;188.0;217.0;61.2;32.7;0.87;3.1;5.7;13;5;99;129;122;13;61;196;99;13;53;192;111;356;195.0;218.0;61.2;32.7;0.89;3.2;6.0;13;;;
211;12100;2007;355;197.0;230.0;63.1;34.0;0.86;3.1;5.8;9;4;86;147;109;9;50;199;98;9;42;195;109;346;202.0;230.0;63.2;34.1;0.88;3.2;5.9;9;;;
212;12100;2008;347;210.0;241.0;65.2;36.0;0.87;3.2;5.8;7;3;73;153;110;7;44;192;104;7;40;189;111;340;214.0;241.0;65.1;35.8;0.89;3.3;6.0;7;;;
213;12100;2009;354;215.0;236.0;67.4;36.6;0.91;3.2;5.9;13;3;55;134;149;13;40;199;102;13;33;194;114;341;223.0;236.0;67.7;36.7;0.94;3.3;6.1;13;;;
214;12100;2010;344;216.0;218.0;67.6;37.1;0.99;3.2;5.8;14;2;33;87;208;14;38;192;100;14;32;192;106;330;225.0;218.0;68.2;37.3;1.03;3.3;6.0;14;;;
215;12100;2011;336;216.0;211.0;68.8;37.1;1.02;3.1;5.8;15;2;26;66;226;15;35;186;100;15;29;182;109;320;226.0;212.0;69.2;37.3;1.07;3.3;6.1;15;;;
216;12100;2012;333;217.0;208.0;68.7;36.8;1.04;3.2;5.9;14;2;24;63;232;14;32;197;91;14;26;189;104;320;226.0;208.0;69.2;37.0;1.09;3.3;6.1;14;;;
217;12100;2013;328;216.0;184.0;70.1;37.3;1.17;3.1;5.8;9;1;15;34;270;9;37;197;86;9;27;190;102;319;222.0;184.0;70.2;37.3;1.21;3.2;6.0;9;;;
218;12100;2014;324;209.0;183.0;71.3;38.0;1.14;2.9;5.5;11;1;15;37;259;11;39;203;71;11;29;203;80;313;217.0;183.0;71.4;38.0;1.19;3.0;5.7;11;;;
219;12100;2015;320;201.0;190.0;72.5;39.5;1.06;2.8;5.1;14;2;24;43;237;14;46;199;61;14;38;204;65;306;211.0;190.0;72.9;39.6;1.11;2.9;5.3;14;;;
220;12150;2006;475;183.0;252.0;66.5;35.6;0.73;2.8;5.1;18;27;200;130;101;18;135;219;103;18;124;215;118;457;190.0;253.0;66.6;35.6;0.75;2.9;5.3;18;;;
221;12150;2007;481;196.0;266.0;70.2;37.8;0.74;2.8;5.2;16;22;195;150;98;16;123;232;109;16;114;231;121;465;203.0;267.0;70.3;37.8;0.76;2.9;5.4;16;;;
222;12150;2008;478;214.0;278.0;73.5;40.6;0.77;2.9;5.3;13;18;179;167;100;13;107;240;118;13;104;239;122;465;220.0;278.0;73.7;40.7;0.79;3.0;5.4;13;;;
223;12150;2009;477;218.0;274.0;74.4;40.6;0.8;2.9;5.4;18;12;150;163;134;18;93;244;121;18;87;245;127;459;227.0;273.0;74.8;40.7;0.83;3.0;5.6;18;;;
224;12150;2010;455;226.0;255.0;74.8;41.1;0.89;3.0;5.5;17;7;104;133;194;17;77;240;121;17;70;245;123;438;235.0;254.0;75.4;41.3;0.93;3.1;5.7;17;;;
225;12150;2011;428;230.0;249.0;77.0;41.7;0.92;3.0;5.5;20;6;74;117;211;20;68;228;112;20;58;231;118;407;241.0;249.0;77.4;41.9;0.97;3.1;5.8;20;;;
226;12150;2012;407;234.0;245.0;77.7;41.4;0.96;3.0;5.7;17;4;59;107;221;17;61;227;103;17;49;225;116;390;244.0;245.0;78.3;41.6;1.0;3.1;5.9;17;;;
227;12150;2013;387;233.0;215.0;78.7;41.7;1.08;3.0;5.6;14;2;37;63;271;14;57;228;88;14;44;223;106;373;243.0;215.0;79.4;41.9;1.13;3.1;5.8;14;;;
228;12150;2014;376;231.0;212.0;80.1;42.7;1.09;2.9;5.4;16;2;34;53;272;16;58;220;82;16;47;220;93;360;241.0;211.0;80.7;42.8;1.14;3.0;5.6;16;;;
229;12150;2015;374;225.0;218.0;81.6;44.3;1.03;2.8;5.1;19;4;35;58;258;19;62;218;75;19;51;228;76;355;237.0;217.0;82.1;44.5;1.09;2.9;5.3;19;;;
230;12220;2006;488;184.0;275.0;71.6;38.6;0.67;2.6;4.8;24;56;245;91;72;24;203;178;84;24;191;181;93;464;194.0;276.0;71.7;38.5;0.7;2.7;5.0;24;263.0;69.0;40.2
231;12220;2007;497;179.0;298.0;73.9;40.1;0.6;2.4;4.5;23;53;250;107;64;23;191;192;91;23;181;200;93;474;188.0;298.0;74.2;40.1;0.63;2.5;4.7;23;286.0;67.7;39.7
232;12220;2008;504;193.0;304.0;78.1;43.3;0.63;2.5;4.5;21;47;249;120;67;21;181;206;96;21;178;209;95;483;201.0;304.0;78.4;43.3;0.66;2.6;4.6;21;289.0;71.1;42.8
233;12220;2009;514;199.0;303.0;78.8;43.3;0.66;2.5;4.6;31;37;229;132;86;31;164;223;97;31;162;221;101;484;211.0;303.0;79.4;43.4;0.7;2.7;4.9;31;308.0;69.0;41.6
234;12220;2010;518;208.0;283.0;79.4;43.7;0.73;2.6;4.8;30;25;192;134;138;30;151;232;105;30;148;234;106;488;221.0;284.0;80.1;44.0;0.78;2.8;5.0;30;277.0;68.4;39.3
235;12220;2011;517;215.0;274.0;81.5;44.2;0.78;2.6;4.9;30;21;167;133;167;30;140;239;109;30;132;241;115;488;229.0;275.0;82.0;44.3;0.83;2.8;5.2;30;271.0;72.9;42.2
236;12220;2012;517;224.0;272.0;83.1;44.4;0.82;2.7;5.0;26;15;148;140;187;26;130;248;113;26;116;252;122;490;236.0;272.0;83.7;44.6;0.87;2.8;5.3;26;280.0;72.9;41.5
237;12220;2013;513;229.0;241.0;86.2;45.7;0.95;2.7;5.0;26;9;101;105;273;26;126;250;112;26;108;258;121;488;241.0;240.0;86.2;45.6;1.0;2.8;5.3;26;259.0;86.6;48.0
238;12220;2014;494;229.0;237.0;86.3;45.6;0.97;2.7;5.0;24;8;86;101;275;24;119;248;103;24;101;257;113;470;241.0;237.0;86.7;45.8;1.02;2.8;5.3;24;245.0;77.5;42.1
239;12220;2015;471;227.0;243.0;89.0;47.7;0.93;2.6;4.8;26;8;84;102;252;26;116;240;89;26;100;254;92;445;240.0;241.0;89.4;47.8;1.0;2.7;5.0;26;271.0;81.2;46.1
240;12250;2006;460;148.0;281.0;78.0;41.8;0.53;1.9;3.5;29;86;227;64;55;29;247;129;56;29;239;132;61;432;158.0;282.0;78.0;41.6;0.56;2.0;3.8;29;266.0;77.5;44.9
241;12250;2007;475;159.0;297.0;80.1;43.4;0.54;2.0;3.7;29;80;242;74;48;29;239;148;58;29;232;151;62;445;169.0;297.0;80.7;43.4;0.57;2.1;3.9;29;289.0;70.3;42.1
242;12250;2008;482;167.0;311.0;84.1;47.0;0.54;2.0;3.6;28;72;249;80;54;28;229;163;64;28;229;160;65;455;177.0;308.0;84.1;46.8;0.57;2.1;3.8;28;364.0;84.5;50.5
243;12250;2009;497;177.0;316.0;85.2;47.2;0.56;2.1;3.7;40;60;243;91;62;40;218;168;70;40;214;170;72;456;193.0;315.0;86.0;47.3;0.61;2.2;4.1;40;322.0;75.9;46.8
244;12250;2010;504;184.0;297.0;84.7;46.8;0.62;2.2;3.9;40;50;227;99;88;40;211;175;78;40;205;180;78;464;200.0;295.0;85.5;47.0;0.68;2.3;4.3;40;315.0;75.7;44.8
245;12250;2011;514;189.0;290.0;85.3;46.6;0.65;2.2;4.1;42;42;216;104;110;42;204;186;83;42;194;192;87;472;206.0;290.0;86.0;46.7;0.71;2.4;4.4;42;286.0;78.0;46.1
246;12250;2012;522;198.0;289.0;86.8;46.6;0.69;2.3;4.2;39;37;211;114;121;39;201;197;86;39;186;205;92;483;214.0;289.0;87.6;46.7;0.74;2.4;4.6;39;296.0;77.5;45.3
247;12250;2013;530;204.0;257.0;88.1;46.7;0.79;2.3;4.4;40;25;170;108;187;40;194;207;90;40;176;215;99;490;221.0;257.0;89.2;47.0;0.86;2.5;4.7;40;253.0;75.3;43.5
248;12250;2014;528;205.0;252.0;90.1;47.6;0.81;2.3;4.3;39;24;155;108;202;39;191;212;87;39;169;226;94;489;221.0;251.0;90.9;47.8;0.88;2.4;4.6;39;262.0;80.6;45.5
