ID;KenmerkenHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;TotaalVermogen_3;GemiddeldVermogen_4;MediaanVermogen_5
2653;Particuliere huishoudens;Hardinxveld-Giessendam;2019;7.0;100.0;2.1;294.9;102.9
2654;Particuliere huishoudens;Hardinxveld-Giessendam;2020;7.1;100.0;2.2;314.6;116.6
2655;Particuliere huishoudens;Harlingen;2006;6.7;100.0;0.7;111.9;22.9
2656;Particuliere huishoudens;Harlingen;2007;6.6;100.0;0.8;117.9;27.0
2657;Particuliere huishoudens;Harlingen;2008;6.7;100.0;0.9;133.1;36.7
2658;Particuliere huishoudens;Harlingen;2009;6.8;100.0;0.9;134.3;35.0
2659;Particuliere huishoudens;Harlingen;2010;6.9;100.0;0.9;124.7;24.2
2660;Particuliere huishoudens;Harlingen;2011;7.0;100.0;0.9;124.6;24.6
2661;Particuliere huishoudens;Harlingen;2012;7.1;100.0;0.8;116.7;19.9
2662;Particuliere huishoudens;Harlingen;2013;7.1;100.0;0.8;107.6;13.1
2663;Particuliere huishoudens;Harlingen;2014;7.2;100.0;0.8;107.0;12.6
2664;Particuliere huishoudens;Harlingen;2015;7.3;100.0;0.8;115.3;14.6
2665;Particuliere huishoudens;Harlingen;2016;7.4;100.0;0.9;117.8;17.7
2666;Particuliere huishoudens;Harlingen;2017;7.4;100.0;1.0;130.0;20.3
2667;Particuliere huishoudens;Harlingen;2018;7.3;100.0;1.1;144.7;24.2
2668;Particuliere huishoudens;Harlingen;2019;7.4;100.0;1.1;153.7;31.2
2669;Particuliere huishoudens;Harlingen;2020;7.4;100.0;1.2;163.2;36.9
2670;Particuliere huishoudens;Hattem;2006;4.6;100.0;1.2;261.4;125.9
2671;Particuliere huishoudens;Hattem;2007;4.6;100.0;1.3;282.4;137.5
2672;Particuliere huishoudens;Hattem;2008;4.6;100.0;1.4;293.0;142.7
2673;Particuliere huishoudens;Hattem;2009;4.7;100.0;1.3;279.9;127.5
2674;Particuliere huishoudens;Hattem;2010;4.8;100.0;1.3;271.7;107.1
2675;Particuliere huishoudens;Hattem;2011;4.7;100.0;1.2;250.9;101.0
2676;Particuliere huishoudens;Hattem;2012;4.8;100.0;1.1;239.2;89.3
2677;Particuliere huishoudens;Hattem;2013;4.8;100.0;1.1;235.3;66.0
2678;Particuliere huishoudens;Hattem;2014;4.8;100.0;1.1;228.5;59.6
2679;Particuliere huishoudens;Hattem;2015;4.9;100.0;1.2;236.7;64.4
2680;Particuliere huishoudens;Hattem;2016;4.9;100.0;1.2;245.6;71.7
2681;Particuliere huishoudens;Hattem;2017;5.0;100.0;1.3;257.3;75.6
2682;Particuliere huishoudens;Hattem;2018;5.0;100.0;1.4;284.0;87.5
2683;Particuliere huishoudens;Hattem;2019;5.0;100.0;1.5;303.9;109.3
2684;Particuliere huishoudens;Hattem;2020;5.1;100.0;1.5;304.7;126.0
2685;Particuliere huishoudens;Heemskerk;2006;15.6;100.0;2.3;150.2;44.9
2686;Particuliere huishoudens;Heemskerk;2007;16.0;100.0;2.6;160.1;52.0
2687;Particuliere huishoudens;Heemskerk;2008;16.3;100.0;2.6;162.1;54.1
2688;Particuliere huishoudens;Heemskerk;2009;16.4;100.0;2.6;158.2;48.3
2689;Particuliere huishoudens;Heemskerk;2010;16.7;100.0;2.6;154.3;40.2
2690;Particuliere huishoudens;Heemskerk;2011;16.9;100.0;2.5;146.6;37.6
2691;Particuliere huishoudens;Heemskerk;2012;16.9;100.0;2.3;134.9;31.6
2692;Particuliere huishoudens;Heemskerk;2013;16.9;100.0;2.1;125.1;22.6
2693;Particuliere huishoudens;Heemskerk;2014;17.0;100.0;2.1;124.6;23.1
2694;Particuliere huishoudens;Heemskerk;2015;17.1;100.0;2.3;132.9;26.0
2695;Particuliere huishoudens;Heemskerk;2016;17.3;100.0;2.5;142.3;31.0
2696;Particuliere huishoudens;Heemskerk;2017;17.3;100.0;2.7;154.3;40.1
2697;Particuliere huishoudens;Heemskerk;2018;17.2;100.0;3.1;179.0;55.6
2698;Particuliere huishoudens;Heemskerk;2019;17.2;100.0;3.3;193.1;81.5
2699;Particuliere huishoudens;Heemskerk;2020;17.3;100.0;3.7;216.8;103.4
2700;Particuliere huishoudens;Heemstede;2006;10.9;100.0;4.4;404.2;196.3
2701;Particuliere huishoudens;Heemstede;2007;10.9;100.0;4.7;425.7;212.9
2702;Particuliere huishoudens;Heemstede;2008;11.0;100.0;5.0;452.4;230.8
2703;Particuliere huishoudens;Heemstede;2009;11.0;100.0;4.8;433.8;223.3
2704;Particuliere huishoudens;Heemstede;2010;11.2;100.0;4.7;420.5;204.5
2705;Particuliere huishoudens;Heemstede;2011;11.4;100.0;4.8;425.5;202.4
2706;Particuliere huishoudens;Heemstede;2012;11.4;100.0;4.6;407.0;175.0
2707;Particuliere huishoudens;Heemstede;2013;11.5;100.0;4.4;380.1;138.6
2708;Particuliere huishoudens;Heemstede;2014;11.5;100.0;4.4;376.9;138.2
2709;Particuliere huishoudens;Heemstede;2015;11.7;100.0;5.0;431.6;153.4
2710;Particuliere huishoudens;Heemstede;2016;11.8;100.0;5.2;439.0;173.6
2711;Particuliere huishoudens;Heemstede;2017;11.8;100.0;5.8;491.2;206.1
2712;Particuliere huishoudens;Heemstede;2018;11.8;100.0;6.5;545.8;258.1
2713;Particuliere huishoudens;Heemstede;2019;11.9;100.0;6.8;570.3;292.9
2714;Particuliere huishoudens;Heemstede;2020;11.9;100.0;7.3;612.6;338.5
2715;Particuliere huishoudens;Heerde;2006;6.9;100.0;1.9;272.0;193.9
2716;Particuliere huishoudens;Heerde;2007;7.0;100.0;2.1;294.3;205.7
2717;Particuliere huishoudens;Heerde;2008;7.2;100.0;2.2;302.4;213.4
2718;Particuliere huishoudens;Heerde;2009;7.2;100.0;2.1;285.3;197.6
2719;Particuliere huishoudens;Heerde;2010;7.2;100.0;2.0;272.7;178.7
2720;Particuliere huishoudens;Heerde;2011;7.3;100.0;1.9;266.8;173.6
2721;Particuliere huishoudens;Heerde;2012;7.3;100.0;1.8;246.8;151.9
2722;Particuliere huishoudens;Heerde;2013;7.4;100.0;1.7;224.5;110.6
2723;Particuliere huishoudens;Heerde;2014;7.5;100.0;1.6;210.3;96.8
2724;Particuliere huishoudens;Heerde;2015;7.5;100.0;1.6;212.1;101.0
2725;Particuliere huishoudens;Heerde;2016;7.5;100.0;1.7;221.3;106.8
2726;Particuliere huishoudens;Heerde;2017;7.5;100.0;1.8;233.4;115.8
2727;Particuliere huishoudens;Heerde;2018;7.6;100.0;1.9;246.2;124.9
2728;Particuliere huishoudens;Heerde;2019;7.6;100.0;2.0;267.0;142.1
2729;Particuliere huishoudens;Heerde;2020;7.6;100.0;2.1;280.4;159.7
2730;Particuliere huishoudens;Heerenveen;2006;21.3;100.0;3.2;152.1;41.8
2731;Particuliere huishoudens;Heerenveen;2007;21.4;100.0;3.5;163.3;48.9
2732;Particuliere huishoudens;Heerenveen;2008;21.7;100.0;3.7;171.7;58.8
2733;Particuliere huishoudens;Heerenveen;2009;21.9;100.0;3.6;166.0;56.3
2734;Particuliere huishoudens;Heerenveen;2010;21.9;100.0;3.5;158.3;39.9
2735;Particuliere huishoudens;Heerenveen;2011;22.0;100.0;3.5;158.5;42.6
2736;Particuliere huishoudens;Heerenveen;2012;22.1;100.0;3.3;148.0;34.6
2737;Particuliere huishoudens;Heerenveen;2013;22.1;100.0;3.0;136.0;24.5
2738;Particuliere huishoudens;Heerenveen;2014;22.1;100.0;2.9;130.6;23.8
2739;Particuliere huishoudens;Heerenveen;2015;22.2;100.0;3.1;140.2;25.6
2740;Particuliere huishoudens;Heerenveen;2016;22.3;100.0;3.3;147.0;29.3
2741;Particuliere huishoudens;Heerenveen;2017;22.5;100.0;3.6;160.1;35.0
2742;Particuliere huishoudens;Heerenveen;2018;22.5;100.0;4.1;182.8;47.9
2743;Particuliere huishoudens;Heerenveen;2019;22.6;100.0;4.3;192.4;57.1
2744;Particuliere huishoudens;Heerenveen;2020;22.8;100.0;4.7;206.1;67.7
2745;Particuliere huishoudens;Heerhugowaard;2006;19.6;100.0;2.7;135.7;64.2
2746;Particuliere huishoudens;Heerhugowaard;2007;19.8;100.0;2.8;143.4;69.3
2747;Particuliere huishoudens;Heerhugowaard;2008;20.0;100.0;2.9;146.9;67.4
2748;Particuliere huishoudens;Heerhugowaard;2009;20.3;100.0;2.8;138.6;61.2
2749;Particuliere huishoudens;Heerhugowaard;2010;20.5;100.0;2.8;134.0;50.1
2750;Particuliere huishoudens;Heerhugowaard;2011;20.9;100.0;2.7;129.9;49.0
2751;Particuliere huishoudens;Heerhugowaard;2012;21.2;100.0;2.6;121.7;38.3
2752;Particuliere huishoudens;Heerhugowaard;2013;21.4;100.0;2.4;110.4;23.3
2753;Particuliere huishoudens;Heerhugowaard;2014;21.8;100.0;2.4;110.5;24.6
2754;Particuliere huishoudens;Heerhugowaard;2015;22.0;100.0;2.6;119.4;29.5
2755;Particuliere huishoudens;Heerhugowaard;2016;22.2;100.0;2.7;121.9;33.5
2756;Particuliere huishoudens;Heerhugowaard;2017;22.7;100.0;3.0;131.6;40.2
2757;Particuliere huishoudens;Heerhugowaard;2018;23.0;100.0;3.4;147.7;53.9
2758;Particuliere huishoudens;Heerhugowaard;2019;23.3;100.0;3.8;163.4;73.9
2759;Particuliere huishoudens;Heerhugowaard;2020;23.7;100.0;4.3;180.1;95.0
2760;Particuliere huishoudens;Heerlen;2006;43.6;100.0;3.2;72.3;10.2
2761;Particuliere huishoudens;Heerlen;2007;43.7;100.0;3.4;78.2;11.3
2762;Particuliere huishoudens;Heerlen;2008;43.6;100.0;3.5;79.9;11.5
2763;Particuliere huishoudens;Heerlen;2009;43.8;100.0;3.2;72.7;8.5
2764;Particuliere huishoudens;Heerlen;2010;44.0;100.0;3.0;67.3;6.4
2765;Particuliere huishoudens;Heerlen;2011;44.3;100.0;2.8;63.5;5.0
2766;Particuliere huishoudens;Heerlen;2012;44.5;100.0;2.7;60.7;3.8
2767;Particuliere huishoudens;Heerlen;2013;44.4;100.0;2.4;54.9;1.8
2768;Particuliere huishoudens;Heerlen;2014;44.4;100.0;2.5;55.8;1.8
2769;Particuliere huishoudens;Heerlen;2015;44.3;100.0;2.7;61.9;3.1
2770;Particuliere huishoudens;Heerlen;2016;44.4;100.0;3.0;68.3;3.9
2771;Particuliere huishoudens;Heerlen;2017;44.8;100.0;3.3;74.8;5.1
2772;Particuliere huishoudens;Heerlen;2018;44.8;100.0;3.7;81.6;7.1
2773;Particuliere huishoudens;Heerlen;2019;44.8;100.0;3.9;87.5;9.5
2774;Particuliere huishoudens;Heerlen;2020;44.9;100.0;4.2;92.9;13.3
2775;Particuliere huishoudens;Heeze-Leende;2006;5.8;100.0;2.0;339.8;239.3
2776;Particuliere huishoudens;Heeze-Leende;2007;5.9;100.0;2.1;356.0;246.9
2777;Particuliere huishoudens;Heeze-Leende;2008;6.0;100.0;2.4;409.7;269.6
2778;Particuliere huishoudens;Heeze-Leende;2009;6.0;100.0;2.4;403.6;263.2
2779;Particuliere huishoudens;Heeze-Leende;2010;6.1;100.0;2.2;353.4;241.7
2780;Particuliere huishoudens;Heeze-Leende;2011;6.1;100.0;2.1;348.6;232.6
2781;Particuliere huishoudens;Heeze-Leende;2012;6.2;100.0;2.0;324.4;210.3
2782;Particuliere huishoudens;Heeze-Leende;2013;6.3;100.0;1.9;301.6;174.2
2783;Particuliere huishoudens;Heeze-Leende;2014;6.3;100.0;1.9;303.6;174.7
2784;Particuliere huishoudens;Heeze-Leende;2015;6.4;100.0;2.0;313.5;177.6
2785;Particuliere huishoudens;Heeze-Leende;2016;6.5;100.0;2.2;333.1;190.1
2786;Particuliere huishoudens;Heeze-Leende;2017;6.5;100.0;2.3;347.7;201.4
2787;Particuliere huishoudens;Heeze-Leende;2018;6.6;100.0;2.5;371.0;215.3
2788;Particuliere huishoudens;Heeze-Leende;2019;6.7;100.0;2.6;385.9;232.7
2789;Particuliere huishoudens;Heeze-Leende;2020;6.8;100.0;2.8;408.1;245.9
2790;Particuliere huishoudens;Heiloo;2006;9.2;100.0;2.9;315.9;199.7
2791;Particuliere huishoudens;Heiloo;2007;9.2;100.0;3.2;344.8;215.4
2792;Particuliere huishoudens;Heiloo;2008;9.3;100.0;3.3;350.0;221.5
2793;Particuliere huishoudens;Heiloo;2009;9.4;100.0;3.1;335.6;212.0
2794;Particuliere huishoudens;Heiloo;2010;9.5;100.0;3.1;329.8;190.4
2795;Particuliere huishoudens;Heiloo;2011;9.6;100.0;3.1;321.8;184.0
2796;Particuliere huishoudens;Heiloo;2012;9.7;100.0;2.9;297.6;161.7
2797;Particuliere huishoudens;Heiloo;2013;9.7;100.0;2.7;279.5;129.8
2798;Particuliere huishoudens;Heiloo;2014;9.8;100.0;2.6;266.3;124.0
2799;Particuliere huishoudens;Heiloo;2015;9.8;100.0;2.8;281.7;132.4
2800;Particuliere huishoudens;Heiloo;2016;9.9;100.0;2.9;288.4;142.4
2801;Particuliere huishoudens;Heiloo;2017;10.3;100.0;3.2;308.7;153.2
2802;Particuliere huishoudens;Heiloo;2018;10.3;100.0;3.5;335.0;170.2
2803;Particuliere huishoudens;Heiloo;2019;10.5;100.0;3.9;367.1;204.6
2804;Particuliere huishoudens;Heiloo;2020;10.7;100.0;4.2;388.9;225.7
2805;Particuliere huishoudens;Den Helder;2006;26.0;100.0;2.2;84.5;19.1
2806;Particuliere huishoudens;Den Helder;2007;26.1;100.0;2.4;93.8;20.5
2807;Particuliere huishoudens;Den Helder;2008;26.0;100.0;2.4;94.1;21.9
2808;Particuliere huishoudens;Den Helder;2009;26.1;100.0;2.3;89.0;18.8
2809;Particuliere huishoudens;Den Helder;2010;26.3;100.0;2.1;80.7;13.7
2810;Particuliere huishoudens;Den Helder;2011;26.7;100.0;2.1;79.9;13.2
2811;Particuliere huishoudens;Den Helder;2012;27.0;100.0;2.0;73.1;10.1
2812;Particuliere huishoudens;Den Helder;2013;27.0;100.0;1.8;66.9;5.2
2813;Particuliere huishoudens;Den Helder;2014;26.5;100.0;1.7;65.8;5.0
2814;Particuliere huishoudens;Den Helder;2015;26.4;100.0;1.9;71.6;7.8
2815;Particuliere huishoudens;Den Helder;2016;26.4;100.0;2.0;75.6;9.1
2816;Particuliere huishoudens;Den Helder;2017;26.6;100.0;2.1;80.3;10.9
2817;Particuliere huishoudens;Den Helder;2018;26.6;100.0;2.3;86.9;14.5
2818;Particuliere huishoudens;Den Helder;2019;26.7;100.0;2.5;93.5;18.7
2819;Particuliere huishoudens;Den Helder;2020;27.0;100.0;2.8;102.3;23.0
2820;Particuliere huishoudens;Hellendoorn;2006;13.7;100.0;2.7;199.3;122.9
2821;Particuliere huishoudens;Hellendoorn;2007;13.8;100.0;2.9;211.5;133.3
2822;Particuliere huishoudens;Hellendoorn;2008;13.9;100.0;3.2;230.1;144.2
2823;Particuliere huishoudens;Hellendoorn;2009;13.8;100.0;3.1;223.2;136.4
2824;Particuliere huishoudens;Hellendoorn;2010;13.9;100.0;3.0;213.6;120.7
2825;Particuliere huishoudens;Hellendoorn;2011;13.9;100.0;2.9;211.4;116.2
2826;Particuliere huishoudens;Hellendoorn;2012;14.1;100.0;2.8;196.8;96.9
2827;Particuliere huishoudens;Hellendoorn;2013;14.2;100.0;2.6;183.9;74.0
2828;Particuliere huishoudens;Hellendoorn;2014;14.3;100.0;2.5;176.5;72.0
2829;Particuliere huishoudens;Hellendoorn;2015;14.3;100.0;2.7;188.4;73.7
2830;Particuliere huishoudens;Hellendoorn;2016;14.4;100.0;2.8;194.1;76.3
2831;Particuliere huishoudens;Hellendoorn;2017;14.4;100.0;3.0;205.5;85.3
2832;Particuliere huishoudens;Hellendoorn;2018;14.5;100.0;3.2;220.4;94.4
2833;Particuliere huishoudens;Hellendoorn;2019;14.6;100.0;3.5;236.2;105.2
2834;Particuliere huishoudens;Hellendoorn;2020;14.7;100.0;3.7;249.1;117.9
2835;Particuliere huishoudens;Hellevoetsluis;2006;16.9;100.0;1.8;106.0;24.4
2836;Particuliere huishoudens;Hellevoetsluis;2007;17.0;100.0;1.9;113.9;29.9
2837;Particuliere huishoudens;Hellevoetsluis;2008;17.1;100.0;2.1;125.3;37.4
2838;Particuliere huishoudens;Hellevoetsluis;2009;17.2;100.0;2.2;129.1;35.1
2839;Particuliere huishoudens;Hellevoetsluis;2010;17.5;100.0;2.0;116.8;26.8
2840;Particuliere huishoudens;Hellevoetsluis;2011;17.7;100.0;2.0;112.6;26.3
2841;Particuliere huishoudens;Hellevoetsluis;2012;17.6;100.0;1.8;101.6;19.0
2842;Particuliere huishoudens;Hellevoetsluis;2013;17.6;100.0;1.6;90.1;9.3
2843;Particuliere huishoudens;Hellevoetsluis;2014;17.6;100.0;1.6;89.4;9.5
2844;Particuliere huishoudens;Hellevoetsluis;2015;17.6;100.0;1.8;100.2;14.2
2845;Particuliere huishoudens;Hellevoetsluis;2016;17.6;100.0;1.9;105.8;17.6
2846;Particuliere huishoudens;Hellevoetsluis;2017;17.8;100.0;2.1;117.8;23.8
2847;Particuliere huishoudens;Hellevoetsluis;2018;17.8;100.0;2.3;128.8;33.1
2848;Particuliere huishoudens;Hellevoetsluis;2019;17.9;100.0;2.6;142.4;43.6
2849;Particuliere huishoudens;Hellevoetsluis;2020;18.0;100.0;2.8;158.0;59.2
2850;Particuliere huishoudens;Helmond;2006;35.9;100.0;4.4;123.1;22.9
2851;Particuliere huishoudens;Helmond;2007;36.2;100.0;4.7;130.5;27.2
2852;Particuliere huishoudens;Helmond;2008;36.8;100.0;5.1;137.5;30.1
2853;Particuliere huishoudens;Helmond;2009;37.4;100.0;5.0;133.2;26.7
2854;Particuliere huishoudens;Helmond;2010;37.7;100.0;5.0;131.9;22.1
2855;Particuliere huishoudens;Helmond;2011;37.8;100.0;5.0;131.2;21.1
2856;Particuliere huishoudens;Helmond;2012;37.9;100.0;4.4;116.8;14.5
2857;Particuliere huishoudens;Helmond;2013;38.2;100.0;4.0;105.6;7.6
2858;Particuliere huishoudens;Helmond;2014;38.6;100.0;4.1;106.9;7.2
2859;Particuliere huishoudens;Helmond;2015;39.0;100.0;4.5;114.5;9.6
2860;Particuliere huishoudens;Helmond;2016;39.3;100.0;4.6;115.9;10.3
2861;Particuliere huishoudens;Helmond;2017;39.6;100.0;5.0;125.2;14.0
2862;Particuliere huishoudens;Helmond;2018;39.8;100.0;5.5;136.9;19.6
2863;Particuliere huishoudens;Helmond;2019;40.4;100.0;6.0;148.1;25.5
2864;Particuliere huishoudens;Helmond;2020;40.9;100.0;6.6;161.2;33.7
2865;Particuliere huishoudens;Hendrik-Ido-Ambacht;2006;9.3;100.0;1.5;165.5;70.6
2866;Particuliere huishoudens;Hendrik-Ido-Ambacht;2007;9.4;100.0;1.7;178.5;82.4
2867;Particuliere huishoudens;Hendrik-Ido-Ambacht;2008;9.4;100.0;1.8;186.1;85.5
2868;Particuliere huishoudens;Hendrik-Ido-Ambacht;2009;9.9;100.0;1.7;174.4;74.2
2869;Particuliere huishoudens;Hendrik-Ido-Ambacht;2010;10.5;100.0;1.7;166.6;54.5
2870;Particuliere huishoudens;Hendrik-Ido-Ambacht;2011;10.8;100.0;1.8;168.3;54.7
2871;Particuliere huishoudens;Hendrik-Ido-Ambacht;2012;11.1;100.0;1.7;157.6;45.5
2872;Particuliere huishoudens;Hendrik-Ido-Ambacht;2013;11.3;100.0;1.6;145.1;31.0
2873;Particuliere huishoudens;Hendrik-Ido-Ambacht;2014;11.3;100.0;1.6;142.2;30.2
2874;Particuliere huishoudens;Hendrik-Ido-Ambacht;2015;11.4;100.0;1.8;153.9;34.5
2875;Particuliere huishoudens;Hendrik-Ido-Ambacht;2016;11.5;100.0;1.8;158.8;41.4
2876;Particuliere huishoudens;Hendrik-Ido-Ambacht;2017;11.7;100.0;2.0;172.6;50.3
2877;Particuliere huishoudens;Hendrik-Ido-Ambacht;2018;12.0;100.0;2.3;189.2;63.7
2878;Particuliere huishoudens;Hendrik-Ido-Ambacht;2019;12.1;100.0;2.6;214.6;83.8
2879;Particuliere huishoudens;Hendrik-Ido-Ambacht;2020;12.2;100.0;3.0;245.3;110.9
2880;Particuliere huishoudens;Hengelo (O.);2006;35.8;100.0;4.0;112.8;22.9
2881;Particuliere huishoudens;Hengelo (O.);2007;36.0;100.0;4.5;124.0;25.0
2882;Particuliere huishoudens;Hengelo (O.);2008;36.0;100.0;4.6;128.2;28.8
2883;Particuliere huishoudens;Hengelo (O.);2009;35.9;100.0;4.4;121.5;24.2
2884;Particuliere huishoudens;Hengelo (O.);2010;36.0;100.0;4.2;115.9;21.0
2885;Particuliere huishoudens;Hengelo (O.);2011;35.9;100.0;3.9;109.6;19.9
2886;Particuliere huishoudens;Hengelo (O.);2012;36.1;100.0;3.7;101.4;14.6
2887;Particuliere huishoudens;Hengelo (O.);2013;36.3;100.0;3.4;93.4;8.6
2888;Particuliere huishoudens;Hengelo (O.);2014;36.4;100.0;3.3;89.4;8.3
2889;Particuliere huishoudens;Hengelo (O.);2015;36.6;100.0;3.5;96.8;11.2
2890;Particuliere huishoudens;Hengelo (O.);2016;36.7;100.0;3.7;102.1;14.2
2891;Particuliere huishoudens;Hengelo (O.);2017;36.9;100.0;4.0;109.1;17.5
2892;Particuliere huishoudens;Hengelo (O.);2018;37.1;100.0;4.5;122.0;24.4
2893;Particuliere huishoudens;Hengelo (O.);2019;37.5;100.0;4.9;131.4;31.6
2894;Particuliere huishoudens;Hengelo (O.);2020;37.8;100.0;5.4;143.4;40.1
2895;Particuliere huishoudens;'s-Hertogenbosch;2006;63.0;100.0;8.8;139.4;22.9
2896;Particuliere huishoudens;'s-Hertogenbosch;2007;63.9;100.0;9.6;149.6;25.0
2897;Particuliere huishoudens;'s-Hertogenbosch;2008;64.6;100.0;10.3;159.1;29.6
2898;Particuliere huishoudens;'s-Hertogenbosch;2009;65.6;100.0;10.1;154.6;26.8
2899;Particuliere huishoudens;'s-Hertogenbosch;2010;66.9;100.0;10.0;150.0;24.2
2900;Particuliere huishoudens;'s-Hertogenbosch;2011;67.5;100.0;9.8;145.2;22.8
2901;Particuliere huishoudens;'s-Hertogenbosch;2012;68.2;100.0;9.4;138.0;18.6
2902;Particuliere huishoudens;'s-Hertogenbosch;2013;68.8;100.0;8.6;124.5;10.5
2903;Particuliere huishoudens;'s-Hertogenbosch;2014;69.1;100.0;8.5;123.1;10.5
2904;Particuliere huishoudens;'s-Hertogenbosch;2015;69.4;100.0;9.4;134.8;15.5
2905;Particuliere huishoudens;'s-Hertogenbosch;2016;70.1;100.0;10.7;152.8;19.2
2906;Particuliere huishoudens;'s-Hertogenbosch;2017;71.0;100.0;11.4;160.0;26.1
2907;Particuliere huishoudens;'s-Hertogenbosch;2018;71.6;100.0;12.9;180.4;37.0
2908;Particuliere huishoudens;'s-Hertogenbosch;2019;72.2;100.0;14.6;202.6;49.9
2909;Particuliere huishoudens;'s-Hertogenbosch;2020;73.0;100.0;15.8;216.3;57.6
2910;Particuliere huishoudens;Heumen;2006;6.6;100.0;1.7;261.3;169.1
2911;Particuliere huishoudens;Heumen;2007;6.5;100.0;1.8;281.2;186.4
2912;Particuliere huishoudens;Heumen;2008;6.6;100.0;1.9;292.1;198.0
2913;Particuliere huishoudens;Heumen;2009;6.6;100.0;1.8;274.9;184.4
2914;Particuliere huishoudens;Heumen;2010;6.7;100.0;1.7;258.9;163.4
2915;Particuliere huishoudens;Heumen;2011;6.7;100.0;1.7;254.0;160.4
2916;Particuliere huishoudens;Heumen;2012;6.7;100.0;1.6;237.0;141.5
2917;Particuliere huishoudens;Heumen;2013;6.8;100.0;1.5;214.7;113.8
2918;Particuliere huishoudens;Heumen;2014;6.8;100.0;1.5;213.8;110.7
2919;Particuliere huishoudens;Heumen;2015;6.9;100.0;1.5;224.6;113.5
2920;Particuliere huishoudens;Heumen;2016;6.9;100.0;1.6;228.0;117.4
2921;Particuliere huishoudens;Heumen;2017;7.0;100.0;1.7;239.0;122.0
2922;Particuliere huishoudens;Heumen;2018;7.0;100.0;1.8;260.8;140.8
2923;Particuliere huishoudens;Heumen;2019;7.1;100.0;2.0;278.1;154.5
2924;Particuliere huishoudens;Heumen;2020;7.1;100.0;2.1;300.7;173.2
2925;Particuliere huishoudens;Heusden;2006;16.6;100.0;3.8;226.6;130.6
2926;Particuliere huishoudens;Heusden;2007;16.8;100.0;4.0;239.6;140.1
2927;Particuliere huishoudens;Heusden;2008;17.0;100.0;4.3;251.9;153.6
2928;Particuliere huishoudens;Heusden;2009;17.1;100.0;4.2;242.2;143.0
2929;Particuliere huishoudens;Heusden;2010;17.2;100.0;4.1;235.3;124.6
2930;Particuliere huishoudens;Heusden;2011;17.4;100.0;4.0;231.1;118.3
2931;Particuliere huishoudens;Heusden;2012;17.5;100.0;3.8;216.7;102.4
2932;Particuliere huishoudens;Heusden;2013;17.7;100.0;3.7;207.5;78.7
2933;Particuliere huishoudens;Heusden;2014;17.8;100.0;3.7;206.7;79.9
2934;Particuliere huishoudens;Heusden;2015;17.9;100.0;3.9;217.5;81.2
2935;Particuliere huishoudens;Heusden;2016;18.0;100.0;3.9;217.9;86.3
2936;Particuliere huishoudens;Heusden;2017;18.2;100.0;4.2;228.1;94.4
2937;Particuliere huishoudens;Heusden;2018;18.3;100.0;4.5;244.5;105.3
2938;Particuliere huishoudens;Heusden;2019;18.6;100.0;5.0;269.4;117.8
2939;Particuliere huishoudens;Heusden;2020;19.0;100.0;5.3;280.5;129.1
2940;Particuliere huishoudens;Hillegom;2006;8.4;100.0;1.8;209.3;89.2
2941;Particuliere huishoudens;Hillegom;2007;8.5;100.0;1.9;222.3;99.3
2942;Particuliere huishoudens;Hillegom;2008;8.5;100.0;1.9;227.1;101.1
2943;Particuliere huishoudens;Hillegom;2009;8.7;100.0;1.8;211.6;85.2
2944;Particuliere huishoudens;Hillegom;2010;8.8;100.0;1.8;200.3;69.5
2945;Particuliere huishoudens;Hillegom;2011;8.8;100.0;1.7;192.5;65.5
2946;Particuliere huishoudens;Hillegom;2012;9.0;100.0;1.6;176.6;50.4
2947;Particuliere huishoudens;Hillegom;2013;9.1;100.0;1.5;168.3;37.1
2948;Particuliere huishoudens;Hillegom;2014;9.1;100.0;1.5;161.2;33.8
2949;Particuliere huishoudens;Hillegom;2015;9.2;100.0;1.6;171.7;37.6
2950;Particuliere huishoudens;Hillegom;2016;9.3;100.0;1.7;180.2;46.3
2951;Particuliere huishoudens;Hillegom;2017;9.4;100.0;1.8;188.2;51.7
2952;Particuliere huishoudens;Hillegom;2018;9.6;100.0;2.0;204.3;63.8
2953;Particuliere huishoudens;Hillegom;2019;9.7;100.0;2.2;228.7;87.2
2954;Particuliere huishoudens;Hillegom;2020;9.9;100.0;2.5;252.3;114.9
2955;Particuliere huishoudens;Hilvarenbeek;2006;5.7;100.0;1.8;308.5;235.2
2956;Particuliere huishoudens;Hilvarenbeek;2007;5.8;100.0;1.9;332.7;250.8
2957;Particuliere huishoudens;Hilvarenbeek;2008;5.8;100.0;2.0;346.5;271.8
2958;Particuliere huishoudens;Hilvarenbeek;2009;5.8;100.0;2.0;348.6;267.2
2959;Particuliere huishoudens;Hilvarenbeek;2010;5.9;100.0;2.0;333.4;245.4
2960;Particuliere huishoudens;Hilvarenbeek;2011;5.9;100.0;2.0;334.8;239.5
2961;Particuliere huishoudens;Hilvarenbeek;2012;5.9;100.0;1.9;318.2;221.3
2962;Particuliere huishoudens;Hilvarenbeek;2013;6.0;100.0;1.8;303.3;190.2
2963;Particuliere huishoudens;Hilvarenbeek;2014;6.1;100.0;1.8;295.0;182.3
2964;Particuliere huishoudens;Hilvarenbeek;2015;6.1;100.0;2.0;319.3;188.8
