ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;Ontslagroute;JaarOntslag;Perioden;TotaalBedrijfseconomischOntslagenen_1;TotaalArbeid_2;Werknemer_3;Zelfstandige_4;TotaalUitkeringen_5;Arbeidsongeschiktheidsuitkering_6;WerkloosheidsuitkeringWW_7;Bijstandsuitkering_8;OverigeUitkering_9;InkomstenbronPensioen_10;ScholierStudent_11;OverigeInkomstenbron_12
1886;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
1887;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2005;2006, vrijdag 29 september;246.0;67.0;63.0;4.0;21.0;5.0;8.0;2.0;6.0;;1.0;11.0
1888;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2005;2007, vrijdag 28 september;240.0;78.0;73.0;5.0;16.0;3.0;5.0;3.0;5.0;;;6.0
1889;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2005;2008, vrijdag 26 september;244.0;80.0;74.0;6.0;14.0;5.0;2.0;4.0;3.0;;1.0;6.0
1890;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
1891;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
1892;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
1893;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2006;2007, vrijdag 28 september;645.0;80.0;78.0;2.0;16.0;0.0;9.0;3.0;4.0;;;4.0
1894;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2006;2008, vrijdag 26 september;651.0;82.0;78.0;4.0;13.0;2.0;4.0;3.0;5.0;;0.0;4.0
1895;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
1896;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
1897;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
1898;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
1899;Totaal mannen en vrouwen;4;Niet-westerse allochtonen;Collectief;Ontslagjaar 2007;2008, vrijdag 26 september;241.0;83.0;79.0;5.0;12.0;2.0;6.0;0.0;4.0;;;5.0
1900;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2004, vrijdag 24 september;2106.0;63.0;60.0;3.0;25.0;2.0;18.0;1.0;4.0;;0.0;11.0
1901;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2005, vrijdag 30 september;2173.0;73.0;68.0;4.0;18.0;2.0;11.0;2.0;3.0;;0.0;9.0
1902;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2006, vrijdag 29 september;2187.0;81.0;75.0;6.0;12.0;2.0;5.0;2.0;3.0;;0.0;7.0
1903;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2007, vrijdag 28 september;2192.0;86.0;79.0;7.0;7.0;2.0;2.0;1.0;2.0;;0.0;7.0
1904;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2003;2008, vrijdag 26 september;2247.0;86.0;78.0;8.0;7.0;2.0;2.0;1.0;2.0;;0.0;7.0
1905;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
1906;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2005, vrijdag 30 september;2008.0;65.0;62.0;3.0;25.0;1.0;18.0;1.0;4.0;;0.0;10.0
1907;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2006, vrijdag 29 september;2021.0;78.0;72.0;6.0;15.0;2.0;7.0;2.0;4.0;;0.0;7.0
1908;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2007, vrijdag 28 september;1994.0;85.0;77.0;8.0;8.0;2.0;3.0;1.0;2.0;;1.0;6.0
1909;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2004;2008, vrijdag 26 september;1989.0;86.0;78.0;8.0;7.0;3.0;1.0;2.0;2.0;;0.0;6.0
1910;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
1911;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
1912;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2006, vrijdag 29 september;1919.0;74.0;69.0;4.0;19.0;0.0;13.0;1.0;4.0;;0.0;7.0
1913;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2007, vrijdag 28 september;1908.0;82.0;76.0;6.0;10.0;1.0;5.0;2.0;3.0;;0.0;8.0
1914;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2005;2008, vrijdag 26 september;1899.0;84.0;77.0;7.0;8.0;2.0;2.0;1.0;3.0;;0.0;8.0
1915;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
1916;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
1917;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
1918;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2007, vrijdag 28 september;2026.0;79.0;74.0;5.0;13.0;1.0;7.0;2.0;4.0;;1.0;7.0
1919;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2006;2008, vrijdag 26 september;2024.0;83.0;77.0;6.0;10.0;2.0;3.0;2.0;3.0;;0.0;6.0
1920;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
1921;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
1922;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
1923;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
1924;Totaal mannen en vrouwen;4;Westerse allochtonen;Totaal ontslagroutes;Ontslagjaar 2007;2008, vrijdag 26 september;1328.0;81.0;75.0;6.0;11.0;1.0;5.0;1.0;3.0;;0.0;8.0
1925;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2004, vrijdag 24 september;953.0;60.0;57.0;4.0;32.0;3.0;24.0;1.0;4.0;;0.0;8.0
1926;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2005, vrijdag 30 september;967.0;70.0;65.0;5.0;22.0;3.0;14.0;1.0;4.0;;0.0;8.0
1927;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2006, vrijdag 29 september;959.0;79.0;72.0;7.0;14.0;3.0;6.0;2.0;3.0;;0.0;6.0
1928;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2007, vrijdag 28 september;974.0;86.0;78.0;8.0;7.0;2.0;2.0;1.0;2.0;;0.0;7.0
1929;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2008, vrijdag 26 september;993.0;86.0;78.0;8.0;8.0;3.0;2.0;1.0;2.0;;0.0;6.0
1930;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
1931;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2005, vrijdag 30 september;1154.0;63.0;60.0;4.0;30.0;1.0;23.0;1.0;4.0;;0.0;7.0
1932;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2006, vrijdag 29 september;1154.0;77.0;71.0;6.0;17.0;2.0;9.0;2.0;4.0;;0.0;6.0
1933;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2007, vrijdag 28 september;1140.0;85.0;77.0;8.0;9.0;2.0;3.0;1.0;2.0;;1.0;6.0
1934;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2004;2008, vrijdag 26 september;1121.0;86.0;78.0;9.0;7.0;3.0;2.0;2.0;1.0;;0.0;6.0
1935;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
1936;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
1937;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2006, vrijdag 29 september;1054.0;70.0;66.0;5.0;24.0;0.0;18.0;1.0;4.0;;0.0;6.0
1938;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2007, vrijdag 28 september;1037.0;81.0;75.0;6.0;12.0;1.0;7.0;2.0;3.0;;0.0;6.0
1939;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2005;2008, vrijdag 26 september;1018.0;85.0;78.0;8.0;8.0;1.0;3.0;2.0;2.0;;0.0;7.0
1940;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
1941;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
1942;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
1943;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2007, vrijdag 28 september;574.0;75.0;71.0;4.0;20.0;1.0;11.0;1.0;6.0;;1.0;5.0
1944;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2006;2008, vrijdag 26 september;567.0;82.0;78.0;4.0;13.0;3.0;3.0;2.0;4.0;;1.0;4.0
1945;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
1946;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
1947;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
1948;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
1949;Totaal mannen en vrouwen;4;Westerse allochtonen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2007;2008, vrijdag 26 september;320.0;78.0;72.0;6.0;18.0;0.0;11.0;1.0;6.0;;0.0;5.0
1950;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2003;2004, vrijdag 24 september;838.0;64.0;61.0;3.0;21.0;1.0;13.0;2.0;5.0;;1.0;15.0
1951;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2003;2005, vrijdag 30 september;878.0;75.0;71.0;4.0;16.0;2.0;10.0;2.0;2.0;;0.0;9.0
1952;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2003;2006, vrijdag 29 september;905.0;82.0;77.0;5.0;10.0;1.0;4.0;3.0;2.0;;0.0;8.0
1953;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2003;2007, vrijdag 28 september;899.0;85.0;78.0;7.0;8.0;1.0;2.0;1.0;3.0;;0.0;7.0
1954;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2003;2008, vrijdag 26 september;930.0;86.0;78.0;8.0;7.0;2.0;2.0;2.0;2.0;;0.0;7.0
1955;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
1956;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2004;2005, vrijdag 30 september;581.0;66.0;64.0;2.0;19.0;1.0;11.0;2.0;5.0;;;16.0
1957;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2004;2006, vrijdag 29 september;584.0;80.0;74.0;5.0;12.0;1.0;6.0;1.0;4.0;;0.0;8.0
1958;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2004;2007, vrijdag 28 september;579.0;85.0;78.0;8.0;7.0;1.0;2.0;2.0;2.0;;0.0;7.0
1959;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2004;2008, vrijdag 26 september;583.0;87.0;79.0;8.0;6.0;2.0;1.0;2.0;2.0;;;7.0
1960;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
1961;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
1962;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2005;2006, vrijdag 29 september;618.0;78.0;74.0;4.0;14.0;0.0;6.0;2.0;5.0;;0.0;8.0
1963;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2005;2007, vrijdag 28 september;610.0;82.0;76.0;7.0;10.0;1.0;4.0;1.0;3.0;;;8.0
1964;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2005;2008, vrijdag 26 september;612.0;83.0;75.0;8.0;9.0;2.0;1.0;1.0;3.0;;0.0;9.0
1965;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
1966;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
1967;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
1968;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2006;2007, vrijdag 28 september;1014.0;79.0;73.0;5.0;12.0;1.0;5.0;2.0;3.0;;0.0;9.0
1969;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2006;2008, vrijdag 26 september;1008.0;81.0;74.0;7.0;10.0;2.0;3.0;2.0;3.0;;0.0;8.0
1970;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
1971;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
1972;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
1973;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
1974;Totaal mannen en vrouwen;4;Westerse allochtonen;Faillissementen;Ontslagjaar 2007;2008, vrijdag 26 september;735.0;81.0;74.0;7.0;10.0;2.0;3.0;2.0;3.0;;0.0;9.0
1975;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2003;2004, vrijdag 24 september;315.0;68.0;66.0;2.0;19.0;1.0;16.0;;3.0;;0.0;12.0
1976;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2003;2005, vrijdag 30 september;328.0;76.0;71.0;4.0;13.0;2.0;7.0;1.0;3.0;;1.0;11.0
1977;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2003;2006, vrijdag 29 september;323.0;83.0;77.0;6.0;11.0;2.0;4.0;1.0;3.0;;0.0;6.0
1978;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2003;2007, vrijdag 28 september;319.0;88.0;82.0;6.0;7.0;1.0;3.0;2.0;2.0;;;5.0
1979;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2003;2008, vrijdag 26 september;324.0;85.0;78.0;7.0;6.0;1.0;2.0;1.0;1.0;;0.0;9.0
1980;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
1981;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2004;2005, vrijdag 30 september;273.0;74.0;70.0;4.0;17.0;2.0;9.0;1.0;4.0;;0.0;8.0
1982;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2004;2006, vrijdag 29 september;283.0;80.0;73.0;7.0;11.0;4.0;4.0;1.0;2.0;;1.0;9.0
1983;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2004;2007, vrijdag 28 september;275.0;85.0;76.0;9.0;9.0;2.0;3.0;1.0;3.0;;1.0;5.0
1984;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2004;2008, vrijdag 26 september;285.0;85.0;77.0;8.0;8.0;4.0;2.0;1.0;2.0;;1.0;6.0
1985;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
1986;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
1987;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2005;2006, vrijdag 29 september;247.0;76.0;72.0;4.0;12.0;1.0;7.0;0.0;3.0;;;13.0
1988;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2005;2007, vrijdag 28 september;261.0;82.0;78.0;4.0;6.0;2.0;2.0;1.0;2.0;;;11.0
1989;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2005;2008, vrijdag 26 september;269.0;83.0;78.0;4.0;7.0;3.0;2.0;0.0;2.0;;0.0;10.0
1990;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
1991;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
1992;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
1993;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2006;2007, vrijdag 28 september;438.0;87.0;82.0;5.0;7.0;1.0;5.0;0.0;1.0;;1.0;5.0
1994;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2006;2008, vrijdag 26 september;449.0;90.0;84.0;6.0;6.0;1.0;2.0;1.0;2.0;;0.0;4.0
1995;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
1996;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
1997;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
1998;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
1999;Totaal mannen en vrouwen;4;Westerse allochtonen;Collectief;Ontslagjaar 2007;2008, vrijdag 26 september;273.0;85.0;81.0;4.0;7.0;1.0;5.0;1.0;1.0;;;8.0
2000;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2003;2004, vrijdag 24 september;14420.0;58.0;54.0;3.0;34.0;4.0;22.0;1.0;6.0;0.0;0.0;8.0
2001;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2003;2005, vrijdag 30 september;14874.0;66.0;62.0;4.0;28.0;4.0;17.0;1.0;5.0;0.0;0.0;6.0
2002;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2003;2006, vrijdag 29 september;15284.0;73.0;68.0;5.0;21.0;4.0;11.0;2.0;4.0;0.0;0.0;6.0
2003;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2003;2007, vrijdag 28 september;15846.0;80.0;74.0;6.0;14.0;4.0;5.0;2.0;3.0;0.0;0.0;5.0
2004;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2003;2008, vrijdag 26 september;16451.0;83.0;75.0;7.0;12.0;5.0;3.0;2.0;3.0;0.0;0.0;5.0
2005;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2004;2004, vrijdag 24 september;;;;;;;;;;;;
2006;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2004;2005, vrijdag 30 september;15714.0;56.0;53.0;3.0;36.0;3.0;24.0;1.0;8.0;0.0;0.0;7.0
2007;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2004;2006, vrijdag 29 september;15907.0;68.0;64.0;5.0;27.0;3.0;17.0;1.0;5.0;0.0;0.0;5.0
2008;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2004;2007, vrijdag 28 september;16284.0;78.0;72.0;6.0;16.0;3.0;7.0;2.0;4.0;0.0;0.0;5.0
2009;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2004;2008, vrijdag 26 september;16617.0;81.0;74.0;7.0;13.0;4.0;3.0;2.0;4.0;0.0;0.0;5.0
2010;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2005;2004, vrijdag 24 september;;;;;;;;;;;;
2011;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2005;2005, vrijdag 30 september;;;;;;;;;;;;
2012;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2005;2006, vrijdag 29 september;14791.0;65.0;61.0;3.0;30.0;2.0;20.0;1.0;7.0;0.0;0.0;5.0
2013;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2005;2007, vrijdag 28 september;15169.0;75.0;71.0;5.0;20.0;2.0;11.0;1.0;5.0;0.0;0.0;4.0
2014;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2005;2008, vrijdag 26 september;15555.0;81.0;75.0;5.0;14.0;4.0;5.0;1.0;4.0;0.0;0.0;5.0
2015;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2006;2004, vrijdag 24 september;;;;;;;;;;;;
2016;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2006;2005, vrijdag 30 september;;;;;;;;;;;;
2017;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2006;2006, vrijdag 29 september;;;;;;;;;;;;
2018;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2006;2007, vrijdag 28 september;16238.0;75.0;70.0;5.0;20.0;2.0;12.0;1.0;5.0;0.0;0.0;5.0
2019;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2006;2008, vrijdag 26 september;16691.0;80.0;74.0;6.0;16.0;4.0;8.0;1.0;4.0;0.0;0.0;4.0
2020;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2007;2004, vrijdag 24 september;;;;;;;;;;;;
2021;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2007;2005, vrijdag 30 september;;;;;;;;;;;;
2022;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2007;2006, vrijdag 29 september;;;;;;;;;;;;
2023;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2007;2007, vrijdag 28 september;;;;;;;;;;;;
2024;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;Totaal ontslagroutes;Ontslagjaar 2007;2008, vrijdag 26 september;10773.0;79.0;74.0;5.0;16.0;2.0;8.0;1.0;5.0;0.0;0.0;5.0
2025;Totaal mannen en vrouwen;5;Totaal herkomstgroeperingen;UWV (Uitvoering Werknemers Verzekering);Ontslagjaar 2003;2004, vrijdag 24 september;7069.0;55.0;52.0;3.0;39.0;4.0;28.0;1.0;6.0;0.0;0.0;6.0
