ID;Leeftijd;Perioden;TotaalAantalHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
464;108;2005;6529;5982;547;531;14;2;0
465;108;2006;7015;6437;578;562;14;2;0
466;108;2007;7438;6823;615;596;16;3;0
467;108;2008;8007;7346;661;641;17;3;0
468;108;2009;8573;7871;702;682;17;3;0
469;108;2010;9136;8394;742;720;19;3;0
470;108;2011;9474;8705;769;747;19;3;0
471;108;2012;9836;9039;797;774;20;3;0
472;108;2013;10157;9330;827;802;21;4;0
473;108;2014;10344;9508;836;812;21;3;0
474;108;2015;10655;9785;870;845;21;4;0
475;108;2016;11576;10632;944;917;23;4;0
476;108;2017;12249;11251;998;970;24;4;0
477;108;2018;12714;11670;1044;1015;25;4;0
478;108;2019;13171;12087;1084;1054;26;4;0
479;108;2020;13420;12307;1113;1083;26;4;0
480;108;2021;13495;12367;1128;1098;26;4;0
481;108;2022;13573;12427;1146;1115;27;4;0
482;108;2023;13592;12434;1158;1127;27;4;0
483;108;2024;13767;12589;1178;1147;27;4;0
484;108;2025;13873;12677;1196;1165;27;4;0
485;108;2026;14149;12923;1226;1195;27;4;0
486;108;2027;14267;13020;1247;1215;28;4;0
487;108;2028;14434;13166;1268;1236;28;4;0
488;108;2029;14421;13146;1275;1243;28;4;0
489;108;2030;14486;13198;1288;1256;28;4;0
490;108;2031;14558;13257;1301;1269;28;4;0
491;108;2032;14684;13377;1307;1275;28;4;0
492;108;2033;14802;13487;1315;1283;28;4;0
493;108;2034;15154;13817;1337;1305;28;4;0
494;108;2035;15523;14145;1378;1345;29;4;0
495;108;2036;15955;14536;1419;1385;30;4;0
496;108;2037;16105;14664;1441;1405;31;5;0
497;108;2038;16447;14972;1475;1439;31;5;0
498;108;2039;17128;15579;1549;1511;33;5;0
499;108;2040;17910;16286;1624;1584;35;5;0
500;108;2041;18183;16528;1655;1615;35;5;0
501;108;2042;20655;18759;1896;1849;41;6;0
502;108;2043;22168;20114;2054;2004;44;6;0
503;108;2044;22791;20659;2132;2079;46;7;0
504;108;2045;22973;20789;2184;2130;47;7;0
505;108;2046;22986;20753;2233;2178;48;7;0
506;108;2047;22899;20625;2274;2219;48;7;0
507;108;2048;23071;20730;2341;2284;50;7;0
508;108;2049;23175;20766;2409;2351;51;7;0
509;108;2050;23361;20865;2496;2436;53;7;0
510;1;2000;67890;49607;18283;14158;3598;488;39
511;1;2001;67243;49151;18092;13984;3584;485;39
512;1;2002;66567;48580;17987;13894;3549;505;39
513;1;2003;67253;48909;18344;14414;3404;487;39
514;1;2004;68920;50059;18861;15012;3320;490;39
515;1;2005;70505;51220;19285;15457;3291;496;41
516;1;2006;72000;52344;19656;15840;3272;503;41
517;1;2007;72575;52821;19754;15979;3229;504;42
518;1;2008;73178;53271;19907;16152;3206;507;42
519;1;2009;74537;54295;20242;16471;3212;516;43
520;1;2010;76053;55424;20629;16839;3224;523;43
521;1;2011;75905;55296;20609;16858;3186;522;43
522;1;2012;75387;54924;20463;16759;3140;521;43
523;1;2013;75220;54804;20416;16742;3109;522;43
524;1;2014;75108;54729;20379;16735;3079;522;43
525;1;2015;74517;54328;20189;16585;3043;518;43
526;1;2016;75088;54782;20306;16691;3048;523;44
527;1;2017;76468;55794;20674;17014;3082;533;45
528;1;2018;78021;56947;21074;17366;3119;543;46
529;1;2019;78753;57502;21251;17528;3129;548;46
530;1;2020;79530;58048;21482;17741;3143;552;46
531;1;2021;79174;57774;21400;17683;3120;551;46
532;1;2022;78462;57234;21228;17547;3085;550;46
533;1;2023;77540;56541;20999;17364;3042;547;46
534;1;2024;76593;55836;20757;17168;3002;542;45
535;1;2025;75666;55146;20520;16975;2963;537;45
536;1;2026;74816;54514;20302;16797;2926;534;45
537;1;2027;74091;53975;20116;16647;2895;530;44
538;1;2028;73518;53549;19969;16529;2869;527;44
539;1;2029;73088;53234;19854;16432;2851;527;44
540;1;2030;72851;53062;19789;16381;2837;527;44
541;1;2031;72769;53006;19763;16358;2833;528;44
542;1;2032;72815;53045;19770;16367;2830;529;44
543;1;2033;72978;53170;19808;16400;2832;532;44
544;1;2034;73229;53361;19868;16449;2841;534;44
545;1;2035;73546;53601;19945;16514;2851;536;44
546;1;2036;73919;53883;20036;16587;2866;539;44
547;1;2037;74325;54193;20132;16664;2881;542;45
548;1;2038;74747;54512;20235;16746;2898;546;45
549;1;2039;75156;54822;20334;16829;2911;549;45
550;1;2040;75543;55117;20426;16909;2920;552;45
551;1;2041;75907;55388;20519;17003;2919;552;45
552;1;2042;76228;55634;20594;17078;2919;552;45
553;1;2043;76524;55854;20670;17155;2918;552;45
554;1;2044;76778;56050;20728;17212;2919;552;45
555;1;2045;77006;56221;20785;17268;2919;552;46
556;1;2046;77193;56367;20826;17308;2920;552;46
557;1;2047;77357;56491;20866;17347;2921;552;46
558;1;2048;77480;56591;20889;17371;2921;551;46
559;1;2049;77572;56661;20911;17393;2921;551;46
560;1;2050;77615;56695;20920;17402;2921;551;46
561;2;2000;386012;210760;175252;137542;27052;8783;1875
562;2;2001;389149;213519;175630;137627;27473;8665;1865
563;2;2002;392828;216252;176576;137882;28131;8726;1837
564;2;2003;395911;218531;177380;138044;28744;8767;1825
565;2;2004;396852;219313;177539;138603;28608;8508;1820
566;2;2005;398538;220461;178077;139278;28508;8442;1849
567;2;2006;397585;220230;177355;138891;28266;8335;1863
568;2;2007;399553;221633;177920;139632;28127;8284;1877
569;2;2008;405599;224910;180689;142185;28269;8326;1909
570;2;2009;413137;228904;184233;145148;28662;8465;1958
571;2;2010;419572;232295;187277;147621;29058;8594;2004
572;2;2011;426461;236318;190143;149948;29437;8711;2047
573;2;2012;431136;239226;191910;151471;29609;8752;2078
574;2;2013;435317;241461;193856;153081;29847;8817;2111
575;2;2014;439665;243639;196026;154797;30160;8915;2154
576;2;2015;443178;245419;197759;156144;30409;9012;2194
577;2;2016;441385;244163;197222;155776;30254;8984;2208
578;2;2017;438719;242638;196081;154958;29988;8922;2213
579;2;2018;437640;241958;195682;154710;29848;8901;2223
580;2;2019;438726;242821;195905;154971;29805;8895;2234
581;2;2020;440026;243840;196186;155316;29760;8871;2239
582;2;2021;445569;247139;198430;157146;30072;8949;2263
583;2;2022;452311;250708;201603;159625;30581;9093;2304
584;2;2023;457886;253655;204231;161646;31016;9226;2343
585;2;2024;459700;254406;205294;162476;31168;9284;2366
586;2;2025;460106;254196;205910;162919;31259;9340;2392
587;2;2026;456732;252072;204660;161951;31015;9298;2396
588;2;2027;452152;249318;202834;160559;30658;9223;2394
589;2;2028;447049;246302;200747;158966;30256;9141;2384
590;2;2029;442086;243408;198678;157393;29863;9054;2368
591;2;2030;437468;240727;196741;155921;29490;8976;2354
592;2;2031;433475;238430;195045;154636;29164;8903;2342
593;2;2032;430278;236602;193676;153598;28899;8846;2333
594;2;2033;427966;235284;192682;152855;28697;8805;2325
595;2;2034;426514;234462;192052;152393;28558;8778;2323
596;2;2035;425954;234146;191808;152223;28493;8770;2322
597;2;2036;426130;234239;191891;152303;28487;8776;2325
598;2;2037;426920;234676;192244;152588;28534;8792;2330
599;2;2038;428222;235403;192819;153039;28625;8817;2338
600;2;2039;429911;236348;193563;153612;28752;8851;2348
601;2;2040;431876;237446;194430;154276;28906;8892;2356
602;2;2041;434040;238653;195387;155003;29077;8938;2369
603;2;2042;436276;239895;196381;155774;29244;8980;2383
604;2;2043;438491;241125;197366;156558;29397;9015;2396
605;2;2044;440617;242306;198311;157354;29513;9040;2404
606;2;2045;442577;243417;199160;158125;29578;9047;2410
607;2;2046;444358;244450;199908;158874;29587;9039;2408
608;2;2047;445954;245387;200567;159530;29598;9032;2407
609;2;2048;447359;246219;201140;160099;29610;9025;2406
610;2;2049;448586;246949;201637;160591;29621;9019;2406
611;2;2050;449642;247582;202060;161009;29632;9014;2405
612;3;2000;690541;270653;419888;249140;97026;56463;17259
613;3;2001;660390;260867;399523;238212;91816;52789;16706
614;3;2002;634584;252956;381628;228773;86791;49655;16409
615;3;2003;614105;246732;367373;221634;82673;47070;15996
616;3;2004;606012;245075;360937;218453;80983;45659;15842
617;3;2005;602319;244653;357666;217205;80141;44586;15734
618;3;2006;607043;247619;359424;218667;80342;44495;15920
619;3;2007;611585;249958;361627;220303;80484;44729;16111
620;3;2008;613527;251287;362240;220928;80091;44908;16313
621;3;2009;612910;251268;361642;221024;79457;44691;16470
622;3;2010;614490;252188;362302;221390;79502;44744;16666
623;3;2011;614509;252311;362198;221780;79259;44442;16717
624;3;2012;619238;254343;364895;224058;79629;44385;16823
625;3;2013;628034;257857;370177;227524;80668;44866;17119
626;3;2014;637509;261554;375955;230766;82042;45638;17509
627;3;2015;645755;264710;381045;233543;83312;46321;17869
628;3;2016;655829;269145;386684;236874;84634;46969;18207
629;3;2017;662856;272253;390603;239408;85479;47288;18428
630;3;2018;668104;274274;393830;241226;86271;47659;18674
631;3;2019;672790;275964;396826;242658;87100;48114;18954
632;3;2020;676543;277416;399127;243721;87713;48489;19204
633;3;2021;673406;275787;397619;242813;87310;48256;19240
634;3;2022;669434;274155;395279;241548;86666;47852;19213
635;3;2023;668349;273530;394819;241450;86455;47669;19245
636;3;2024;671349;274975;396374;242749;86667;47642;19316
637;3;2025;674606;276523;398083;244193;86932;47586;19372
638;3;2026;683292;280265;403027;247292;88078;48052;19605
639;3;2027;692463;283819;408644;250414;89505;48790;19935
640;3;2028;699146;286436;412710;252508;90573;49401;20228
641;3;2029;700757;286806;413951;253046;90913;49615;20377
642;3;2030;700099;286076;414023;252805;90973;49752;20493
643;3;2031;694908;283640;411268;251176;90259;49401;20432
644;3;2032;688286;280644;407642;249138;89293;48897;20314
645;3;2033;681121;277469;403652;246940;88227;48326;20159
646;3;2034;674260;274458;399802;244850;87194;47757;20001
647;3;2035;667967;271700;396267;242948;86250;47218;19851
648;3;2036;662615;269361;393254;241355;85439;46741;19719
649;3;2037;658416;267524;390892;240125;84810;46340;19617
650;3;2038;655459;266225;389234;239278;84378;46035;19543
651;3;2039;653714;265450;388264;238823;84130;45807;19504
652;3;2040;653150;265165;387985;238724;84076;45683;19502
653;3;2041;653578;265289;388289;238936;84188;45639;19526
654;3;2042;654816;265749;389067;239401;84428;45662;19576
655;3;2043;656727;266494;390233;240071;84776;45743;19643
656;3;2044;659145;267455;391690;240885;85212;45870;19723
657;3;2045;661926;268568;393358;241814;85706;46025;19813
658;3;2046;664944;269775;395169;242815;86232;46204;19918
659;3;2047;668040;271034;397006;243908;86705;46379;20014
660;3;2048;671069;272288;398781;245064;87091;46531;20095
661;3;2049;673932;273490;400442;246302;87345;46643;20152
662;3;2050;676577;274628;401949;247581;87495;46696;20177
663;4;2000;772694;224263;548431;160986;142326;174778;70341
664;4;2001;778981;229847;549134;162109;145007;173993;68025
665;4;2002;779842;233232;546610;161066;146150;173299;66095
666;4;2003;774167;233300;540867;159318;144955;171546;65048
667;4;2004;755345;228553;526792;155402;139962;168295;63133
668;4;2005;724933;220142;504791;150910;132154;161131;60596
669;4;2006;693256;211474;481782;147142;123745;153098;57797
670;4;2007;666825;204568;462257;143906;116798;146223;55330
671;4;2008;645954;199190;446764;141446;111649;140998;52671
672;4;2009;637345;197522;439823;140792;109043;138565;51423
673;4;2010;633167;196880;436287;141084;107356;137602;50245
674;4;2011;637315;198935;438380;141953;107618;138558;50251
675;4;2012;641084;200417;440667;141825;108443;139895;50504
676;4;2013;642021;201120;440901;141016;108406;140740;50739
677;4;2014;640736;200832;439904;140431;107933;140761;50779
678;4;2015;641952;201384;440568;140724;107732;141172;50940
679;4;2016;642016;201336;440680;141765;107223;140895;50797
680;4;2017;646890;202769;444121;143917;107665;141550;50989
681;4;2018;655510;205342;450168;146463;108554;143477;51674
682;4;2019;664595;207995;456600;148578;109586;145889;52547
683;4;2020;672587;210297;462290;150400;110546;148012;53332
684;4;2021;682614;213777;468837;152682;111868;150160;54127
685;4;2022;689514;216160;473354;154438;112752;151526;54638
686;4;2023;694508;217652;476856;155577;113306;152831;55142
687;4;2024;698870;218846;480024;156463;113721;154168;55672
688;4;2025;702421;219933;482488;157234;113958;155204;56092
689;4;2026;699243;218616;480627;156943;113132;154632;55920
690;4;2027;695284;217364;477920;156525;112141;153659;55595
691;4;2028;694412;216892;477520;156837;111820;153358;55505
692;4;2029;697748;218128;479620;158033;112269;153692;55626
693;4;2030;701233;219408;481825;159210;112795;154070;55750
694;4;2031;710065;222363;487702;161227;114243;155861;56371
695;4;2032;719193;225138;494055;163025;115706;158147;57177
696;4;2033;725692;227176;498516;164179;116630;159908;57799
697;4;2034;727219;227490;499729;164495;116711;160520;58003
698;4;2035;726480;226963;499517;164311;116413;160721;58072
699;4;2036;721325;225121;496204;163468;115394;159656;57686
700;4;2037;714754;222835;491919;162408;114167;158187;57157
701;4;2038;707597;220375;487222;161234;112887;156538;56563
702;4;2039;700771;218043;482728;160136;111678;154926;55988
703;4;2040;694465;215872;478593;159121;110594;153424;55454
704;4;2041;689073;214001;475072;158262;109691;152120;54999
705;4;2042;684817;212499;472318;157609;109007;151066;54636
706;4;2043;681808;211418;470390;157166;108542;150302;54380
707;4;2044;679980;210723;469257;156933;108290;149810;54224
708;4;2045;679343;210421;468922;156891;108252;149612;54167
709;4;2046;679694;210425;469269;157035;108385;149650;54199
710;4;2047;680820;210667;470153;157305;108658;149885;54305
711;4;2048;682623;211131;471492;157692;109044;150286;54470
712;4;2049;684924;211766;473158;158142;109520;150813;54683
713;4;2050;687605;212525;475080;158670;110057;151424;54929
714;5;2000;756181;172898;583283;95024;108281;240808;139170
715;5;2001;766307;179286;587021;96341;110507;243420;136753
716;5;2002;769030;183663;585367;95448;112029;244008;133882
717;5;2003;770203;187632;582571;94201;113507;244652;130211
718;5;2004;770228;190602;579626;92054;115815;244482;127275
719;5;2005;774413;194444;579969;90179;118853;246333;124604
720;5;2006;777729;197287;580442;88824;121095;248124;122399
721;5;2007;776778;198707;578071;87576;121798;248548;120149
722;5;2008;769928;197813;572115;87211;120010;246525;118369
723;5;2009;750797;193383;557414;86571;114828;241510;114505
724;5;2010;720526;185971;534555;85708;107391;231861;109595
725;5;2011;689272;178498;510774;85758;99344;221581;104091
726;5;2012;663064;172444;490620;85829;92343;213253;99195
727;5;2013;642319;167648;474671;85302;87438;207203;94728
728;5;2014;633432;165961;467471;85298;84735;204931;92507
729;5;2015;628958;165165;463793;85412;83231;204309;90841
730;5;2016;632475;166600;465875;85173;83454;206378;90870
731;5;2017;635659;167619;468040;84508;83909;208496;91127
732;5;2018;636212;168170;468042;83771;83693;209465;91113
733;5;2019;634635;167832;466803;83519;83044;209452;90788
734;5;2020;635530;168190;467340;83738;82649;210204;90749
735;5;2021;635352;167925;467427;84395;82009;210565;90458
736;5;2022;639770;168779;470991;85548;82183;212421;90839
737;5;2023;647873;170742;477131;86914;82801;215537;91879
738;5;2024;656580;172932;483648;88049;83577;218917;93105
739;5;2025;664280;174812;489468;89021;84326;221939;94182
740;5;2026;673842;177552;496290;90209;85362;225337;95382
741;5;2027;680457;179418;501039;91154;86014;227740;96131
742;5;2028;685265;180613;504652;91821;86442;229654;96735
743;5;2029;689522;181649;507873;92365;86834;231375;97299
744;5;2030;692999;182613;510386;92889;87103;232713;97681
745;5;2031;690011;181581;508430;92928;86514;231863;97125
746;5;2032;686154;180573;505581;92854;85804;230556;96367
747;5;2033;685327;180181;505146;93031;85643;230409;96063
748;5;2034;688440;181109;507331;93548;86054;231493;96236
749;5;2035;691676;182079;509597;94014;86500;232645;96438
750;5;2036;700077;184452;515625;94836;87699;235648;97442
751;5;2037;708819;186733;522086;95603;88949;238908;98626
752;5;2038;715019;188463;526556;96123;89793;241188;99452
753;5;2039;716398;188743;527655;96265;89971;241817;99602
754;5;2040;715572;188325;527247;96171;89861;241734;99481
755;5;2041;710457;186768;523689;95772;89160;240070;98687
756;5;2042;703961;184818;519143;95268;88276;237910;97689
757;5;2043;696919;182715;514204;94706;87328;235555;96615
758;5;2044;690181;180690;509491;94172;86443;233295;95581
759;5;2045;684032;178865;505167;93674;85639;231233;94621
760;5;2046;678832;177346;501486;93231;84972;229483;93800
761;5;2047;674627;176013;498614;92872;84480;228113;93149
762;5;2048;671658;175042;496616;92604;84167;227167;92678
763;5;2049;669800;174350;495450;92426;84017;226630;92377
764;5;2050;669111;173997;495114;92321;84038;226509;92246
765;6;2000;692379;138094;554285;94227;107799;220743;131516
766;6;2001;706871;145690;561181;94217;107500;224421;135043
767;6;2002;721839;152867;568972;94512;107685;229226;137549
768;6;2003;735409;159678;575731;94348;108394;233985;139004
769;6;2004;748699;166212;582487;94208;109776;239071;139432
770;6;2005;760457;172241;588216;94240;111063;243472;139441
771;6;2006;768381;177018;591363;93406;112538;246901;138518
772;6;2007;769975;180116;589859;91961;113204;247996;136698
773;6;2008;769927;182820;587107;89945;113902;248956;134304
774;6;2009;768872;184773;584099;86914;115338;249317;132530
775;6;2010;772030;187677;584353;84080;117280;251658;131335
776;6;2011;774459;189891;584568;82007;118734;253645;130182
777;6;2012;772862;190988;581874;80955;118442;253899;128578
778;6;2013;765661;190104;575557;81024;115877;251813;126843
779;6;2014;746585;185982;560603;81150;110444;246306;122703
780;6;2015;716513;178893;537620;80699;102756;236690;117475
781;6;2016;685549;171717;513832;80780;94776;226568;111708
782;6;2017;659520;165817;493703;80431;88083;218438;106751
783;6;2018;638869;161094;477775;79574;83296;212338;102567
784;6;2019;629870;159350;470520;79151;80570;210202;100597
785;6;2020;625227;158502;466725;78991;78835;209566;99333
786;6;2021;628371;159755;468616;78412;78772;211772;99660
787;6;2022;631278;160727;470551;77529;79070;213864;100088
788;6;2023;631574;161257;470317;76837;78727;214725;100028
789;6;2024;629887;160963;468924;76308;78173;214793;99650
790;6;2025;630641;161258;469383;76182;77931;215620;99650
791;6;2026;630338;160883;469455;76477;77283;216123;99572
792;6;2027;634653;161596;473057;77216;77386;218193;100262
793;6;2028;642659;163401;479258;78358;78028;221418;101454
794;6;2029;651279;165489;485790;79399;78851;224834;102706
795;6;2030;658913;167298;491615;80272;79616;227916;103811
796;6;2031;668312;169849;498463;81227;80628;231463;105145
797;6;2032;674721;171480;503241;81972;81252;233982;106035
798;6;2033;679413;172634;506779;82530;81692;235926;106631
799;6;2034;683582;173670;509912;83047;82112;237635;107118
800;6;2035;686971;174614;512357;83529;82433;238957;107438
801;6;2036;683951;173633;510318;83547;81912;238067;106792
802;6;2037;680007;172619;507388;83409;81278;236735;105966
803;6;2038;679037;172165;506872;83389;81146;236626;105711
804;6;2039;681864;172889;508975;83544;81524;237828;106079
805;6;2040;684930;173743;511187;83717;81915;239071;106484
806;6;2041;692964;175859;517105;84201;83024;242172;107708
807;6;2042;701390;177956;523434;84794;84214;245436;108990
808;6;2043;707333;179556;527777;85257;85037;247665;109818
809;6;2044;708554;179783;528771;85393;85234;248228;109916
810;6;2045;707782;179517;528265;85358;85182;248054;109671
811;6;2046;702613;177963;524650;85004;84542;246325;108779
812;6;2047;696112;176035;520077;84546;83729;244109;107693
813;6;2048;689102;173969;515133;84036;82858;241698;106541
814;6;2049;682411;171973;510438;83558;82040;239400;105440
815;6;2050;676249;170114;506135;83102;81295;237299;104439
816;7;2000;641278;126897;514381;141002;150964;157696;64719
817;7;2001;651190;133133;518057;139828;148396;161404;68429
818;7;2002;663106;139749;523357;137580;146643;166392;72742
819;7;2003;672800;145739;527061;133959;144364;171578;77160
820;7;2004;685201;152456;532745;130934;142680;177714;81417
821;7;2005;699672;159380;540292;127814;142015;185066;85397
822;7;2006;712391;166114;546277;124218;141486;191782;88791
823;7;2007;726588;172684;553904;122256;141867;198354;91427
824;7;2008;739329;178813;560516;120359;142627;204261;93269
825;7;2009;751776;184788;566988;118930;143480;209807;94771
826;7;2010;762651;190273;572378;117958;143712;214554;96154
827;7;2011;769949;194685;575264;116412;143868;218122;96862
828;7;2012;770984;197402;573582;113599;142962;220178;96843
829;7;2013;770425;199697;570728;110328;141895;221932;96573
830;7;2014;768909;201257;567652;106519;141534;223300;96299
831;7;2015;771657;203772;567885;102814;142033;226480;96558
832;7;2016;773679;205742;567937;99730;142576;229095;96536
833;7;2017;771757;206664;565093;97657;141584;229935;95917
834;7;2018;764267;205651;558616;96351;138730;228811;94724
835;7;2019;745059;201287;543772;94977;133349;223789;91657
836;7;2020;714872;193606;521266;92612;125418;215441;87795
837;7;2021;683853;185769;498084;91197;116933;206331;83623
838;7;2022;657752;179244;478508;89801;109785;198822;80100
839;7;2023;637021;173964;463057;88141;104520;193010;77386
840;7;2024;627903;171903;456000;87327;101612;190881;76180
841;7;2025;623158;170861;452297;86828;99892;190042;75535
842;7;2026;626211;172086;454125;85916;100439;191835;75935
843;7;2027;629031;173081;455950;84546;101541;193573;76290
844;7;2028;629381;173681;455700;83427;101983;194140;76150
845;7;2029;627775;173459;454316;82305;102188;194042;75781
846;7;2030;628505;173750;454755;82011;102366;194635;75743
847;7;2031;628156;173289;454867;82223;101785;195092;75767
848;7;2032;632394;173987;458407;82981;101987;197033;76406
849;7;2033;640300;175907;464393;84211;103010;199871;77301
850;7;2034;648808;178173;470635;85380;104308;202773;78174
851;7;2035;656321;180121;476200;86370;105498;205384;78948
852;7;2036;665585;182792;482793;87475;106860;208492;79966
853;7;2037;671949;184578;487371;88285;107704;210714;80668
854;7;2038;676467;185769;490698;88866;108429;212315;81088
855;7;2039;680480;186872;493608;89403;109176;213644;81385
856;7;2040;683671;187848;495823;89840;109774;214642;81567
857;7;2041;680492;186761;493731;89680;109282;213705;81064
858;7;2042;676386;185600;490786;89339;108570;212420;80457
859;7;2043;675210;185039;490171;89162;108414;212282;80313
860;7;2044;677820;185670;492150;89271;108801;213392;80686
861;7;2045;680594;186355;494239;89410;109200;214552;81077
862;7;2046;688442;188517;499925;89999;110551;217322;82053
863;7;2047;696671;190714;505957;90700;112134;220128;82995
864;7;2048;702505;192415;510090;91247;113320;221971;83552
865;7;2049;703640;192659;510981;91359;113710;222338;83574
866;7;2050;702649;192244;510405;91246;113825;222011;83323
867;8;2000;638866;140958;497908;269904;146174;66044;15786
868;8;2001;664276;152273;512003;277751;148319;68911;17022
869;8;2002;648499;153637;494862;263699;143118;70123;17922
870;8;2003;640815;156059;484756;251838;140716;72927;19275
871;8;2004;640039;159940;480099;242817;139703;76669;20910
872;8;2005;644517;164593;479924;235223;140457;81448;22796
873;8;2006;652713;169970;482743;228998;142106;86838;24801
874;8;2007;663770;176098;487672;222267;145102;93218;27085
875;8;2008;672697;181616;491081;213694;148030;99870;29487
876;8;2009;684296;188037;496259;206224;151514;106744;31777
877;8;2010;698008;194893;503115;199717;155960;113718;33720
878;8;2011;709954;201512;508442;193330;159759;119835;35518
879;8;2012;723546;208111;515435;189243;163429;125515;37248
880;8;2013;735710;214220;521490;185742;166630;130411;38707
881;8;2014;747682;220206;527476;182917;169286;135102;40171
882;8;2015;758085;225614;532471;179851;171028;139920;41672
883;8;2016;765058;229936;535122;175825;172417;144144;42736
884;8;2017;765812;232302;533510;169301;173167;147660;43382
885;8;2018;765000;234157;530843;161840;174334;150899;43770
886;8;2019;763234;235253;527981;152972;176382;154337;44290
887;8;2020;765767;237470;528297;145129;179768;158353;45047
888;8;2021;767466;239223;528243;138930;182859;160988;45466
889;8;2022;765227;239842;525385;134606;183841;161579;45359
890;8;2023;757461;238399;519062;131573;182325;160388;44776
891;8;2024;738142;233186;504956;128525;177253;155891;43287
892;8;2025;708091;224148;483943;123604;169145;149698;41496
893;8;2026;677309;214890;462419;119371;160230;143138;39680
894;8;2027;651482;207137;444345;115916;152385;137790;38254
895;8;2028;630965;200875;430090;112622;146380;133806;37282
896;8;2029;621930;198322;423608;111038;143365;132270;36935
897;8;2030;617226;196993;420233;109874;141900;131625;36834
898;8;2031;620198;198258;421940;109001;143044;132739;37156
899;8;2032;622876;199324;423552;108096;144444;133649;37363
900;8;2033;623108;199927;423181;107380;144978;133579;37244
901;8;2034;621401;199620;421781;106713;144906;133119;37043
902;8;2035;622006;199896;422110;106759;145029;133262;37060
903;8;2036;621530;199332;422198;106701;144693;133613;37191
904;8;2037;625630;200139;425491;107311;145507;135038;37635
905;8;2038;633352;202344;431008;108796;147294;136807;38111
906;8;2039;641646;204937;436709;110416;149317;138452;38524
907;8;2040;648939;207157;441782;111810;151138;139930;38904
908;8;2041;657977;210133;447844;113277;153222;141886;39459
909;8;2042;664127;212109;452018;114188;154661;143305;39864
910;8;2043;668467;213460;455007;114963;155826;144149;40069
911;8;2044;672281;214710;457571;115744;156911;144727;40189
912;8;2045;675313;215785;459528;116412;157742;145111;40263
913;8;2046;672070;214554;457516;116091;157120;144282;40023
914;8;2047;667925;213199;454726;115485;156201;143290;39750
915;8;2048;666671;212545;454126;115181;156065;143148;39732
916;8;2049;669210;213226;455984;115264;156746;143967;40007
917;8;2050;671936;213979;457957;115353;157506;144818;40280
918;9;2000;477030;124818;352212;274913;63570;12104;1625
919;9;2001;487687;128869;358818;282612;62470;12047;1689
920;9;2002;540177;144360;395817;310849;68958;13996;2014
921;9;2003;584703;158894;425809;334274;73834;15443;2258
922;9;2004;614529;170236;444293;348242;76951;16629;2471
923;9;2005;635185;180021;455164;355974;78833;17686;2671
924;9;2006;658580;190799;467781;364446;81279;19099;2957
925;9;2007;642518;189925;452593;348359;80624;20380;3230
926;9;2008;634454;190857;443597;335694;82050;22217;3636
927;9;2009;633210;193708;439502;326498;84475;24442;4087
928;9;2010;637086;197744;439342;319733;88103;26926;4580
929;9;2011;644699;202788;441911;315037;92350;29483;5041
930;9;2012;655133;208738;446395;311024;97443;32351;5577
931;9;2013;663598;214066;449532;305673;102469;35244;6146
932;9;2014;674713;220365;454348;302201;107433;38047;6667
933;9;2015;687972;227263;460709;300062;112792;40729;7126
934;9;2016;699451;233781;465670;297574;117252;43215;7629
935;9;2017;712643;240426;472217;296644;121543;45830;8200
936;9;2018;724408;246508;477900;295357;125469;48362;8712
937;9;2019;735975;252493;483482;293192;129568;51379;9343
938;9;2020;745934;257817;488117;289756;133885;54570;9906
939;9;2021;752562;261937;490625;284963;138223;57160;10279
940;9;2022;753035;263885;489150;277975;141788;58904;10483
941;9;2023;751989;265263;486726;270800;145149;60139;10638
942;9;2024;750004;265920;484084;263703;148397;61188;10796
943;9;2025;752339;268004;484335;258544;152037;62659;11095
944;9;2026;753800;269545;484255;255102;154440;63456;11257
945;9;2027;751388;269728;481660;252216;154835;63371;11238
946;9;2028;743546;267651;475895;248909;153358;62577;11051
947;9;2029;724396;261380;463016;243104;148808;60447;10657
948;9;2030;694782;251050;443732;232961;142539;58012;10220
949;9;2031;664506;240535;423971;222659;135913;55563;9836
950;9;2032;639137;231794;407343;213722;130322;53723;9576
951;9;2033;618942;224781;394161;205984;126233;52508;9436
952;9;2034;610001;221868;388133;202072;124481;52152;9428
953;9;2035;605296;220351;384945;199580;123806;52096;9463
954;9;2036;608118;221714;386404;199271;124878;52660;9595
955;9;2037;610602;222829;387773;199310;125789;53004;9670
956;9;2038;610672;223348;387324;199049;125805;52835;9635
957;9;2039;608837;222895;385942;198370;125416;52565;9591
958;9;2040;609298;223157;386141;198342;125539;52634;9626
959;9;2041;608714;222602;386112;197708;125785;52908;9711
960;9;2042;612636;223604;389032;198482;127059;53610;9881
961;9;2043;620115;226087;394028;200940;128771;54291;10026
962;9;2044;628136;228929;399207;203783;130438;54848;10138
963;9;2045;635205;231385;403820;206255;131952;55366;10247
964;9;2046;644029;234693;409336;208882;133867;56167;10420
965;9;2047;650046;236910;413136;210555;135281;56751;10549
966;9;2048;654272;238402;415870;212037;136223;57009;10601
967;9;2049;657998;239768;418230;213517;136952;57136;10625
968;9;2050;660948;240918;420030;214660;137495;57227;10648
