ID;Sectoren;Milieucompartimenten;Perioden;MilieuInvesteringen_1;TotaalMilieukosten_2;Personeelskosten_3;GoederenEnDiensten_4;Kapitaallasten_5;Onverdeeld_6;OpbrengstenEnBesparingen_7;NettoMilieulasten_8
0;0;Totaal milieucompartimenten;1985;;2520.0;316.0;787.0;620.0;880.0;-83.0;2520.0
1;0;Totaal milieucompartimenten;1986;;2658.0;;;;;;
2;0;Totaal milieucompartimenten;1987;;2841.0;384.0;979.0;951.0;608.0;-81.0;2841.0
3;0;Totaal milieucompartimenten;1988;;3129.0;384.0;1051.0;821.0;915.0;-44.0;
4;0;Totaal milieucompartimenten;1989;1101.0;3373.0;412.0;1208.0;868.0;936.0;-51.0;3373.0
5;0;Totaal milieucompartimenten;1990;1445.0;3864.0;456.0;1465.0;1003.0;997.0;-57.0;
6;0;Totaal milieucompartimenten;1991;1435.0;4420.0;519.0;1732.0;1110.0;1120.0;-60.0;4420.0
7;0;Totaal milieucompartimenten;1992;1646.0;4959.0;580.0;1962.0;1257.0;1233.0;-72.0;
8;0;Totaal milieucompartimenten;1993;2407.0;5531.0;894.0;2086.0;1453.0;1181.0;-82.0;5531.0
9;0;Totaal milieucompartimenten;1994;2149.0;6146.0;1176.0;2605.0;1825.0;641.0;-102.0;
10;0;Totaal milieucompartimenten;1995;2300.0;6601.0;1298.0;2764.0;1978.0;672.0;-111.0;6601.0
11;0;Totaal milieucompartimenten;1996;2151.0;6916.0;1361.0;2950.0;2052.0;687.0;-134.0;
12;0;Totaal milieucompartimenten;1997;2765.0;7361.0;1496.0;3191.0;2136.0;692.0;-154.0;7361.0
13;0;Totaal milieucompartimenten;1998;1891.0;7771.0;1602.0;3381.0;2261.0;693.0;-166.0;
14;0;Totaal milieucompartimenten;1999;1966.0;8580.0;1794.0;3991.0;2289.0;714.0;-207.0;8580.0
15;0;Totaal milieucompartimenten;2000;2037.0;9116.0;1900.0;4458.0;2307.0;727.0;-276.0;
16;0;Totaal milieucompartimenten;2001;2206.0;9650.0;2014.0;4833.0;2268.0;785.0;-249.0;9650.0
17;0;Totaal milieucompartimenten;2003;2299.0;10440.0;2139.0;3184.0;2378.0;2897.0;-158.0;10440.0
18;0;Totaal milieucompartimenten;2005;2649.0;10105.0;2345.0;3249.0;2415.0;2427.0;-332.0;10105.0
19;0;Totaal milieucompartimenten;2007;3989.0;11337.0;2578.0;3968.0;2716.0;2540.0;-465.0;11337.0
20;0;Totaal milieucompartimenten;2009;3310.0;10799.0;2545.0;3500.0;2859.0;2403.0;-508.0;10799.0
21;0;Totaal milieucompartimenten;2011;3244.0;10938.0;2705.0;3508.0;2836.0;2418.0;-528.0;10938.0
22;0;Totaal milieucompartimenten;2013;3370.0;11176.0;3138.0;4565.0;3272.0;1407.0;-1206.0;11176.0
23;0;Compartiment water;1985;;1122.0;135.0;244.0;415.0;357.0;-29.0;1122.0
24;0;Compartiment water;1986;;1141.0;;;;;;
25;0;Compartiment water;1987;447.0;1167.0;163.0;279.0;660.0;97.0;-32.0;1167.0
26;0;Compartiment water;1988;452.0;1235.0;150.0;227.0;462.0;404.0;-7.0;
27;0;Compartiment water;1989;439.0;1233.0;149.0;245.0;450.0;395.0;-7.0;1233.0
28;0;Compartiment water;1990;577.0;1408.0;164.0;345.0;493.0;415.0;-9.0;
29;0;Compartiment water;1991;454.0;1532.0;176.0;389.0;516.0;461.0;-10.0;1532.0
30;0;Compartiment water;1992;496.0;1610.0;188.0;429.0;525.0;482.0;-13.0;
31;0;Compartiment water;1993;549.0;1637.0;220.0;398.0;551.0;483.0;-14.0;1637.0
32;0;Compartiment water;1994;618.0;1763.0;236.0;430.0;565.0;549.0;-17.0;
33;0;Compartiment water;1995;703.0;1882.0;246.0;451.0;605.0;601.0;-21.0;1882.0
34;0;Compartiment water;1996;658.0;1977.0;248.0;498.0;637.0;615.0;-21.0;
35;0;Compartiment water;1997;631.0;1995.0;299.0;500.0;599.0;613.0;-17.0;1995.0
36;0;Compartiment water;1998;791.0;2012.0;303.0;467.0;625.0;644.0;-27.0;
37;0;Compartiment water;1999;933.0;2115.0;350.0;554.0;611.0;636.0;-36.0;2115.0
38;0;Compartiment water;2000;851.0;2217.0;349.0;649.0;598.0;676.0;-56.0;
39;0;Compartiment water;2001;997.0;2284.0;385.0;651.0;596.0;710.0;-57.0;2284.0
40;0;Compartiment water;2003;1082.0;2408.0;403.0;625.0;643.0;801.0;-64.0;2408.0
41;0;Compartiment water;2005;1332.0;2586.0;423.0;721.0;657.0;851.0;-66.0;2586.0
42;0;Compartiment water;2007;1623.0;2973.0;484.0;856.0;789.0;931.0;-87.0;2973.0
43;0;Compartiment water;2009;1422.0;3021.0;551.0;730.0;773.0;1051.0;-85.0;3021.0
44;0;Compartiment water;2011;1349.0;3110.0;674.0;757.0;661.0;1084.0;-67.0;3110.0
45;0;Compartiment water;2013;1357.0;3769.0;840.0;1382.0;1479.0;166.0;-98.0;3769.0
46;0;Compartiment lucht;1985;;306.0;31.0;172.0;111.0;1.0;-9.0;306.0
47;0;Compartiment lucht;1986;;348.0;;;;;;
