ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6;IndelingswijzigingWijkenEnBuurten_7
0;Totaal woningen;Nederland;Nederland                               ;Land      ;NL00      ;1300.0;2910.0;5.5;.
1;Totaal woningen;Aa en Hunze;Aa en Hunze                             ;Gemeente  ;GM1680    ;2010.0;3290.0;;.
2;Totaal woningen;Wijk 00 Annen;Aa en Hunze                             ;Wijk      ;WK168000  ;1870.0;3340.0;;1
3;Totaal woningen;Annen;Aa en Hunze                             ;Buurt     ;BU16800000;1850.0;3290.0;;1
4;Totaal woningen;Verspreide huizen Annen;Aa en Hunze                             ;Buurt     ;BU16800009;2520.0;4810.0;;1
5;Totaal woningen;Wijk 01 Eext;Aa en Hunze                             ;Wijk      ;WK168001  ;2040.0;3290.0;;1
6;Totaal woningen;Eext;Aa en Hunze                             ;Buurt     ;BU16800100;2010.0;3240.0;;1
7;Totaal woningen;Verspreide huizen Eext;Aa en Hunze                             ;Buurt     ;BU16800109;2420.0;3860.0;;1
8;Totaal woningen;Wijk 02 Anloo;Aa en Hunze                             ;Wijk      ;WK168002  ;2210.0;3630.0;;1
9;Totaal woningen;Anloo;Aa en Hunze                             ;Buurt     ;BU16800200;2220.0;3510.0;;1
10;Totaal woningen;Verspreide huizen Anloo;Aa en Hunze                             ;Buurt     ;BU16800209;2140.0;4320.0;;1
11;Totaal woningen;Wijk 03 Gasteren;Aa en Hunze                             ;Wijk      ;WK168003  ;2470.0;3680.0;;1
12;Totaal woningen;Gasteren;Aa en Hunze                             ;Buurt     ;BU16800300;2470.0;3680.0;;1
13;Totaal woningen;Verspreide huizen Gasteren;Aa en Hunze                             ;Buurt     ;BU16800309;;;;1
14;Totaal woningen;Wijk 04 Anderen;Aa en Hunze                             ;Wijk      ;WK168004  ;2290.0;3590.0;;1
15;Totaal woningen;Anderen;Aa en Hunze                             ;Buurt     ;BU16800400;2310.0;3540.0;;1
16;Totaal woningen;Verspreide huizen Anderen;Aa en Hunze                             ;Buurt     ;BU16800409;;;;1
17;Totaal woningen;Wijk 05 Schipborg;Aa en Hunze                             ;Wijk      ;WK168005  ;2340.0;3370.0;;1
18;Totaal woningen;Schipborg;Aa en Hunze                             ;Buurt     ;BU16800500;2370.0;3490.0;;1
19;Totaal woningen;Verspreide huizen Schipborg;Aa en Hunze                             ;Buurt     ;BU16800509;2020.0;2510.0;;1
20;Totaal woningen;Wijk 06 Eexterveen;Aa en Hunze                             ;Wijk      ;WK168006  ;2290.0;3600.0;;1
21;Totaal woningen;Eexterveen;Aa en Hunze                             ;Buurt     ;BU16800600;2300.0;3620.0;;1
22;Totaal woningen;Verspreide huizen Eexterveen;Aa en Hunze                             ;Buurt     ;BU16800609;;;;1
23;Totaal woningen;Wijk 07 Spijkerboor;Aa en Hunze                             ;Wijk      ;WK168007  ;1990.0;3800.0;;1
24;Totaal woningen;Spijkerboor;Aa en Hunze                             ;Buurt     ;BU16800700;1990.0;3800.0;;1
25;Totaal woningen;Verspreide huizen Spijkerboor;Aa en Hunze                             ;Buurt     ;BU16800709;;;;1
26;Totaal woningen;Wijk 08 Nieuw-Annerveen;Aa en Hunze                             ;Wijk      ;WK168008  ;2330.0;3340.0;;1
27;Totaal woningen;Nieuw-Annerveen;Aa en Hunze                             ;Buurt     ;BU16800800;2320.0;3390.0;;1
