ID;Marges;RegioS;Perioden;Ondernemersvertrouwen_1
438;Waarde;Limburg (PV);2019 1e kwartaal;6.5
439;Waarde;Limburg (PV);2019 2e kwartaal;7.7
440;Waarde;Limburg (PV);2019 3e kwartaal;3.8
441;Waarde;Limburg (PV);2019 4e kwartaal;-1.8
442;Waarde;Limburg (PV);2020 1e kwartaal;-2.0
443;Waarde;Limburg (PV);2020 2e kwartaal;-38.0
444;Waarde;Limburg (PV);2020 3e kwartaal;-19.3
445;Waarde;Limburg (PV);2020 4e kwartaal;-14.4
446;Waarde;Limburg (PV);2021 1e kwartaal;-13.5
447;Waarde;Limburg (PV);2021 2e kwartaal;1.7
448;Waarde;Limburg (PV);2021 3e kwartaal;17.0
449;Waarde;Limburg (PV);2021 4e kwartaal;10.6
450;Waarde;Limburg (PV);2022 1e kwartaal;6.2
451;Waarde;Limburg (PV);2022 2e kwartaal;10.0
452;Waarde;Limburg (PV);2022 3e kwartaal;0.5
453;Waarde;Limburg (PV);2022 4e kwartaal;-3.6
454;Waarde;Limburg (PV);2023 1e kwartaal;3.9
455;Waarde;Limburg (PV);2023 2e kwartaal;-1.6
456;Ondergrens 95%-interval;Groningen (PV);2014 1e kwartaal;-30.2
457;Ondergrens 95%-interval;Groningen (PV);2014 2e kwartaal;-24.2
458;Ondergrens 95%-interval;Groningen (PV);2014 3e kwartaal;-14.8
459;Ondergrens 95%-interval;Groningen (PV);2014 4e kwartaal;-9.2
460;Ondergrens 95%-interval;Groningen (PV);2015 1e kwartaal;-11.0
461;Ondergrens 95%-interval;Groningen (PV);2015 2e kwartaal;-7.3
462;Ondergrens 95%-interval;Groningen (PV);2015 3e kwartaal;-17.6
463;Ondergrens 95%-interval;Groningen (PV);2015 4e kwartaal;-4.5
464;Ondergrens 95%-interval;Groningen (PV);2016 1e kwartaal;-7.4
465;Ondergrens 95%-interval;Groningen (PV);2016 2e kwartaal;-4.7
466;Ondergrens 95%-interval;Groningen (PV);2016 3e kwartaal;-9.6
467;Ondergrens 95%-interval;Groningen (PV);2016 4e kwartaal;-1.8
468;Ondergrens 95%-interval;Groningen (PV);2017 1e kwartaal;-1.2
469;Ondergrens 95%-interval;Groningen (PV);2017 2e kwartaal;6.4
470;Ondergrens 95%-interval;Groningen (PV);2017 3e kwartaal;3.1
471;Ondergrens 95%-interval;Groningen (PV);2017 4e kwartaal;2.9
472;Ondergrens 95%-interval;Groningen (PV);2018 1e kwartaal;10.6
473;Ondergrens 95%-interval;Groningen (PV);2018 2e kwartaal;-0.6
474;Ondergrens 95%-interval;Groningen (PV);2018 3e kwartaal;-9.7
475;Ondergrens 95%-interval;Groningen (PV);2018 4e kwartaal;6.5
476;Ondergrens 95%-interval;Groningen (PV);2019 1e kwartaal;2.1
477;Ondergrens 95%-interval;Groningen (PV);2019 2e kwartaal;-0.1
478;Ondergrens 95%-interval;Groningen (PV);2019 3e kwartaal;1.8
479;Ondergrens 95%-interval;Groningen (PV);2019 4e kwartaal;0.8
480;Ondergrens 95%-interval;Groningen (PV);2020 1e kwartaal;-10.4
481;Ondergrens 95%-interval;Groningen (PV);2020 2e kwartaal;-32.1
482;Ondergrens 95%-interval;Groningen (PV);2020 3e kwartaal;-22.2
483;Ondergrens 95%-interval;Groningen (PV);2020 4e kwartaal;-18.6
484;Ondergrens 95%-interval;Groningen (PV);2021 1e kwartaal;-17.9
485;Ondergrens 95%-interval;Groningen (PV);2021 2e kwartaal;4.0
486;Ondergrens 95%-interval;Groningen (PV);2021 3e kwartaal;14.2
487;Ondergrens 95%-interval;Groningen (PV);2021 4e kwartaal;9.8
488;Ondergrens 95%-interval;Groningen (PV);2022 1e kwartaal;-0.2
489;Ondergrens 95%-interval;Groningen (PV);2022 2e kwartaal;2.0
490;Ondergrens 95%-interval;Groningen (PV);2022 3e kwartaal;-2.9
491;Ondergrens 95%-interval;Groningen (PV);2022 4e kwartaal;-11.3
492;Ondergrens 95%-interval;Groningen (PV);2023 1e kwartaal;-8.7
493;Ondergrens 95%-interval;Groningen (PV);2023 2e kwartaal;-7.7
494;Ondergrens 95%-interval;Fryslân (PV);2014 1e kwartaal;-3.5
495;Ondergrens 95%-interval;Fryslân (PV);2014 2e kwartaal;-5.2
496;Ondergrens 95%-interval;Fryslân (PV);2014 3e kwartaal;-4.8
497;Ondergrens 95%-interval;Fryslân (PV);2014 4e kwartaal;-1.0
498;Ondergrens 95%-interval;Fryslân (PV);2015 1e kwartaal;-1.4
499;Ondergrens 95%-interval;Fryslân (PV);2015 2e kwartaal;1.6
500;Ondergrens 95%-interval;Fryslân (PV);2015 3e kwartaal;3.3
501;Ondergrens 95%-interval;Fryslân (PV);2015 4e kwartaal;11.2
502;Ondergrens 95%-interval;Fryslân (PV);2016 1e kwartaal;0.4
503;Ondergrens 95%-interval;Fryslân (PV);2016 2e kwartaal;3.0
504;Ondergrens 95%-interval;Fryslân (PV);2016 3e kwartaal;2.3
505;Ondergrens 95%-interval;Fryslân (PV);2016 4e kwartaal;3.4
506;Ondergrens 95%-interval;Fryslân (PV);2017 1e kwartaal;6.6
507;Ondergrens 95%-interval;Fryslân (PV);2017 2e kwartaal;9.3
508;Ondergrens 95%-interval;Fryslân (PV);2017 3e kwartaal;9.7
509;Ondergrens 95%-interval;Fryslân (PV);2017 4e kwartaal;10.3
510;Ondergrens 95%-interval;Fryslân (PV);2018 1e kwartaal;11.6
511;Ondergrens 95%-interval;Fryslân (PV);2018 2e kwartaal;15.4
512;Ondergrens 95%-interval;Fryslân (PV);2018 3e kwartaal;8.4
513;Ondergrens 95%-interval;Fryslân (PV);2018 4e kwartaal;8.1
514;Ondergrens 95%-interval;Fryslân (PV);2019 1e kwartaal;5.1
515;Ondergrens 95%-interval;Fryslân (PV);2019 2e kwartaal;6.9
516;Ondergrens 95%-interval;Fryslân (PV);2019 3e kwartaal;2.9
517;Ondergrens 95%-interval;Fryslân (PV);2019 4e kwartaal;-1.2
518;Ondergrens 95%-interval;Fryslân (PV);2020 1e kwartaal;1.4
519;Ondergrens 95%-interval;Fryslân (PV);2020 2e kwartaal;-30.9
520;Ondergrens 95%-interval;Fryslân (PV);2020 3e kwartaal;-20.8
521;Ondergrens 95%-interval;Fryslân (PV);2020 4e kwartaal;-10.3
522;Ondergrens 95%-interval;Fryslân (PV);2021 1e kwartaal;-10.4
523;Ondergrens 95%-interval;Fryslân (PV);2021 2e kwartaal;-5.7
524;Ondergrens 95%-interval;Fryslân (PV);2021 3e kwartaal;3.8
525;Ondergrens 95%-interval;Fryslân (PV);2021 4e kwartaal;2.7
526;Ondergrens 95%-interval;Fryslân (PV);2022 1e kwartaal;-4.1
527;Ondergrens 95%-interval;Fryslân (PV);2022 2e kwartaal;5.0
528;Ondergrens 95%-interval;Fryslân (PV);2022 3e kwartaal;-6.2
529;Ondergrens 95%-interval;Fryslân (PV);2022 4e kwartaal;-9.4
530;Ondergrens 95%-interval;Fryslân (PV);2023 1e kwartaal;-2.9
531;Ondergrens 95%-interval;Fryslân (PV);2023 2e kwartaal;-5.0
532;Ondergrens 95%-interval;Drenthe (PV);2014 1e kwartaal;-9.0
533;Ondergrens 95%-interval;Drenthe (PV);2014 2e kwartaal;-9.4
534;Ondergrens 95%-interval;Drenthe (PV);2014 3e kwartaal;-7.8
535;Ondergrens 95%-interval;Drenthe (PV);2014 4e kwartaal;-2.2
536;Ondergrens 95%-interval;Drenthe (PV);2015 1e kwartaal;-3.3
537;Ondergrens 95%-interval;Drenthe (PV);2015 2e kwartaal;-5.9
538;Ondergrens 95%-interval;Drenthe (PV);2015 3e kwartaal;1.3
539;Ondergrens 95%-interval;Drenthe (PV);2015 4e kwartaal;0.8
540;Ondergrens 95%-interval;Drenthe (PV);2016 1e kwartaal;-2.3
541;Ondergrens 95%-interval;Drenthe (PV);2016 2e kwartaal;-0.2
542;Ondergrens 95%-interval;Drenthe (PV);2016 3e kwartaal;-3.0
543;Ondergrens 95%-interval;Drenthe (PV);2016 4e kwartaal;2.6
544;Ondergrens 95%-interval;Drenthe (PV);2017 1e kwartaal;1.0
545;Ondergrens 95%-interval;Drenthe (PV);2017 2e kwartaal;9.2
546;Ondergrens 95%-interval;Drenthe (PV);2017 3e kwartaal;6.5
547;Ondergrens 95%-interval;Drenthe (PV);2017 4e kwartaal;6.0
548;Ondergrens 95%-interval;Drenthe (PV);2018 1e kwartaal;10.7
549;Ondergrens 95%-interval;Drenthe (PV);2018 2e kwartaal;6.1
550;Ondergrens 95%-interval;Drenthe (PV);2018 3e kwartaal;0.9
551;Ondergrens 95%-interval;Drenthe (PV);2018 4e kwartaal;3.1
552;Ondergrens 95%-interval;Drenthe (PV);2019 1e kwartaal;2.2
553;Ondergrens 95%-interval;Drenthe (PV);2019 2e kwartaal;0.6
554;Ondergrens 95%-interval;Drenthe (PV);2019 3e kwartaal;2.7
555;Ondergrens 95%-interval;Drenthe (PV);2019 4e kwartaal;-4.1
556;Ondergrens 95%-interval;Drenthe (PV);2020 1e kwartaal;-8.6
557;Ondergrens 95%-interval;Drenthe (PV);2020 2e kwartaal;-44.3
558;Ondergrens 95%-interval;Drenthe (PV);2020 3e kwartaal;-30.8
559;Ondergrens 95%-interval;Drenthe (PV);2020 4e kwartaal;-19.5
560;Ondergrens 95%-interval;Drenthe (PV);2021 1e kwartaal;-22.8
561;Ondergrens 95%-interval;Drenthe (PV);2021 2e kwartaal;-11.5
562;Ondergrens 95%-interval;Drenthe (PV);2021 3e kwartaal;2.7
563;Ondergrens 95%-interval;Drenthe (PV);2021 4e kwartaal;5.3
564;Ondergrens 95%-interval;Drenthe (PV);2022 1e kwartaal;-3.0
565;Ondergrens 95%-interval;Drenthe (PV);2022 2e kwartaal;-1.5
566;Ondergrens 95%-interval;Drenthe (PV);2022 3e kwartaal;-5.6
567;Ondergrens 95%-interval;Drenthe (PV);2022 4e kwartaal;-8.3
568;Ondergrens 95%-interval;Drenthe (PV);2023 1e kwartaal;-7.0
569;Ondergrens 95%-interval;Drenthe (PV);2023 2e kwartaal;-7.4
570;Ondergrens 95%-interval;Overijssel (PV);2014 1e kwartaal;-8.3
571;Ondergrens 95%-interval;Overijssel (PV);2014 2e kwartaal;-6.1
572;Ondergrens 95%-interval;Overijssel (PV);2014 3e kwartaal;-5.0
573;Ondergrens 95%-interval;Overijssel (PV);2014 4e kwartaal;1.8
574;Ondergrens 95%-interval;Overijssel (PV);2015 1e kwartaal;-2.7
575;Ondergrens 95%-interval;Overijssel (PV);2015 2e kwartaal;-0.6
576;Ondergrens 95%-interval;Overijssel (PV);2015 3e kwartaal;1.8
577;Ondergrens 95%-interval;Overijssel (PV);2015 4e kwartaal;7.5
578;Ondergrens 95%-interval;Overijssel (PV);2016 1e kwartaal;5.0
579;Ondergrens 95%-interval;Overijssel (PV);2016 2e kwartaal;3.2
580;Ondergrens 95%-interval;Overijssel (PV);2016 3e kwartaal;3.5
581;Ondergrens 95%-interval;Overijssel (PV);2016 4e kwartaal;5.5
582;Ondergrens 95%-interval;Overijssel (PV);2017 1e kwartaal;8.3
583;Ondergrens 95%-interval;Overijssel (PV);2017 2e kwartaal;10.9
584;Ondergrens 95%-interval;Overijssel (PV);2017 3e kwartaal;11.9
585;Ondergrens 95%-interval;Overijssel (PV);2017 4e kwartaal;12.1
586;Ondergrens 95%-interval;Overijssel (PV);2018 1e kwartaal;14.5
587;Ondergrens 95%-interval;Overijssel (PV);2018 2e kwartaal;9.9
588;Ondergrens 95%-interval;Overijssel (PV);2018 3e kwartaal;9.8
589;Ondergrens 95%-interval;Overijssel (PV);2018 4e kwartaal;9.3
590;Ondergrens 95%-interval;Overijssel (PV);2019 1e kwartaal;10.9
591;Ondergrens 95%-interval;Overijssel (PV);2019 2e kwartaal;6.8
592;Ondergrens 95%-interval;Overijssel (PV);2019 3e kwartaal;6.3
593;Ondergrens 95%-interval;Overijssel (PV);2019 4e kwartaal;3.0
594;Ondergrens 95%-interval;Overijssel (PV);2020 1e kwartaal;1.8
595;Ondergrens 95%-interval;Overijssel (PV);2020 2e kwartaal;-35.5
596;Ondergrens 95%-interval;Overijssel (PV);2020 3e kwartaal;-20.0
597;Ondergrens 95%-interval;Overijssel (PV);2020 4e kwartaal;-12.9
598;Ondergrens 95%-interval;Overijssel (PV);2021 1e kwartaal;-7.5
599;Ondergrens 95%-interval;Overijssel (PV);2021 2e kwartaal;4.0
600;Ondergrens 95%-interval;Overijssel (PV);2021 3e kwartaal;10.6
601;Ondergrens 95%-interval;Overijssel (PV);2021 4e kwartaal;7.8
602;Ondergrens 95%-interval;Overijssel (PV);2022 1e kwartaal;4.7
603;Ondergrens 95%-interval;Overijssel (PV);2022 2e kwartaal;8.3
604;Ondergrens 95%-interval;Overijssel (PV);2022 3e kwartaal;2.3
605;Ondergrens 95%-interval;Overijssel (PV);2022 4e kwartaal;-3.2
606;Ondergrens 95%-interval;Overijssel (PV);2023 1e kwartaal;-3.1
607;Ondergrens 95%-interval;Overijssel (PV);2023 2e kwartaal;-3.5
608;Ondergrens 95%-interval;Flevoland (PV);2014 1e kwartaal;-8.6
609;Ondergrens 95%-interval;Flevoland (PV);2014 2e kwartaal;-7.1
610;Ondergrens 95%-interval;Flevoland (PV);2014 3e kwartaal;-8.2
611;Ondergrens 95%-interval;Flevoland (PV);2014 4e kwartaal;0.7
612;Ondergrens 95%-interval;Flevoland (PV);2015 1e kwartaal;-0.7
613;Ondergrens 95%-interval;Flevoland (PV);2015 2e kwartaal;0.8
614;Ondergrens 95%-interval;Flevoland (PV);2015 3e kwartaal;1.9
615;Ondergrens 95%-interval;Flevoland (PV);2015 4e kwartaal;4.6
616;Ondergrens 95%-interval;Flevoland (PV);2016 1e kwartaal;7.1
617;Ondergrens 95%-interval;Flevoland (PV);2016 2e kwartaal;-1.2
618;Ondergrens 95%-interval;Flevoland (PV);2016 3e kwartaal;5.0
619;Ondergrens 95%-interval;Flevoland (PV);2016 4e kwartaal;5.7
620;Ondergrens 95%-interval;Flevoland (PV);2017 1e kwartaal;7.1
621;Ondergrens 95%-interval;Flevoland (PV);2017 2e kwartaal;8.7
622;Ondergrens 95%-interval;Flevoland (PV);2017 3e kwartaal;10.2
623;Ondergrens 95%-interval;Flevoland (PV);2017 4e kwartaal;7.5
624;Ondergrens 95%-interval;Flevoland (PV);2018 1e kwartaal;3.2
625;Ondergrens 95%-interval;Flevoland (PV);2018 2e kwartaal;0.5
626;Ondergrens 95%-interval;Flevoland (PV);2018 3e kwartaal;0.8
627;Ondergrens 95%-interval;Flevoland (PV);2018 4e kwartaal;1.4
628;Ondergrens 95%-interval;Flevoland (PV);2019 1e kwartaal;-0.1
629;Ondergrens 95%-interval;Flevoland (PV);2019 2e kwartaal;-3.2
630;Ondergrens 95%-interval;Flevoland (PV);2019 3e kwartaal;0.5
631;Ondergrens 95%-interval;Flevoland (PV);2019 4e kwartaal;-0.9
632;Ondergrens 95%-interval;Flevoland (PV);2020 1e kwartaal;-3.5
633;Ondergrens 95%-interval;Flevoland (PV);2020 2e kwartaal;-36.4
634;Ondergrens 95%-interval;Flevoland (PV);2020 3e kwartaal;-23.9
635;Ondergrens 95%-interval;Flevoland (PV);2020 4e kwartaal;-18.2
636;Ondergrens 95%-interval;Flevoland (PV);2021 1e kwartaal;-20.5
637;Ondergrens 95%-interval;Flevoland (PV);2021 2e kwartaal;-10.0
638;Ondergrens 95%-interval;Flevoland (PV);2021 3e kwartaal;6.5
639;Ondergrens 95%-interval;Flevoland (PV);2021 4e kwartaal;5.1
640;Ondergrens 95%-interval;Flevoland (PV);2022 1e kwartaal;-7.3
641;Ondergrens 95%-interval;Flevoland (PV);2022 2e kwartaal;7.4
642;Ondergrens 95%-interval;Flevoland (PV);2022 3e kwartaal;-0.4
643;Ondergrens 95%-interval;Flevoland (PV);2022 4e kwartaal;-12.2
644;Ondergrens 95%-interval;Flevoland (PV);2023 1e kwartaal;-2.7
645;Ondergrens 95%-interval;Flevoland (PV);2023 2e kwartaal;-8.7
646;Ondergrens 95%-interval;Gelderland (PV);2014 1e kwartaal;-5.6
647;Ondergrens 95%-interval;Gelderland (PV);2014 2e kwartaal;-2.8
648;Ondergrens 95%-interval;Gelderland (PV);2014 3e kwartaal;-0.5
649;Ondergrens 95%-interval;Gelderland (PV);2014 4e kwartaal;1.9
650;Ondergrens 95%-interval;Gelderland (PV);2015 1e kwartaal;0.6
651;Ondergrens 95%-interval;Gelderland (PV);2015 2e kwartaal;1.9
652;Ondergrens 95%-interval;Gelderland (PV);2015 3e kwartaal;7.8
653;Ondergrens 95%-interval;Gelderland (PV);2015 4e kwartaal;6.6
654;Ondergrens 95%-interval;Gelderland (PV);2016 1e kwartaal;6.7
655;Ondergrens 95%-interval;Gelderland (PV);2016 2e kwartaal;7.1
656;Ondergrens 95%-interval;Gelderland (PV);2016 3e kwartaal;7.3
657;Ondergrens 95%-interval;Gelderland (PV);2016 4e kwartaal;9.3
658;Ondergrens 95%-interval;Gelderland (PV);2017 1e kwartaal;12.4
659;Ondergrens 95%-interval;Gelderland (PV);2017 2e kwartaal;14.0
660;Ondergrens 95%-interval;Gelderland (PV);2017 3e kwartaal;14.7
661;Ondergrens 95%-interval;Gelderland (PV);2017 4e kwartaal;14.2
662;Ondergrens 95%-interval;Gelderland (PV);2018 1e kwartaal;14.4
663;Ondergrens 95%-interval;Gelderland (PV);2018 2e kwartaal;11.4
664;Ondergrens 95%-interval;Gelderland (PV);2018 3e kwartaal;16.3
665;Ondergrens 95%-interval;Gelderland (PV);2018 4e kwartaal;12.3
666;Ondergrens 95%-interval;Gelderland (PV);2019 1e kwartaal;7.3
667;Ondergrens 95%-interval;Gelderland (PV);2019 2e kwartaal;8.5
668;Ondergrens 95%-interval;Gelderland (PV);2019 3e kwartaal;7.5
669;Ondergrens 95%-interval;Gelderland (PV);2019 4e kwartaal;5.1
670;Ondergrens 95%-interval;Gelderland (PV);2020 1e kwartaal;4.9
671;Ondergrens 95%-interval;Gelderland (PV);2020 2e kwartaal;-37.5
672;Ondergrens 95%-interval;Gelderland (PV);2020 3e kwartaal;-21.9
673;Ondergrens 95%-interval;Gelderland (PV);2020 4e kwartaal;-11.4
674;Ondergrens 95%-interval;Gelderland (PV);2021 1e kwartaal;-11.3
675;Ondergrens 95%-interval;Gelderland (PV);2021 2e kwartaal;2.4
676;Ondergrens 95%-interval;Gelderland (PV);2021 3e kwartaal;15.8
677;Ondergrens 95%-interval;Gelderland (PV);2021 4e kwartaal;9.6
678;Ondergrens 95%-interval;Gelderland (PV);2022 1e kwartaal;-2.7
679;Ondergrens 95%-interval;Gelderland (PV);2022 2e kwartaal;5.8
680;Ondergrens 95%-interval;Gelderland (PV);2022 3e kwartaal;3.5
681;Ondergrens 95%-interval;Gelderland (PV);2022 4e kwartaal;-2.6
682;Ondergrens 95%-interval;Gelderland (PV);2023 1e kwartaal;0.0
683;Ondergrens 95%-interval;Gelderland (PV);2023 2e kwartaal;-0.2
684;Ondergrens 95%-interval;Utrecht (PV);2014 1e kwartaal;-9.9
685;Ondergrens 95%-interval;Utrecht (PV);2014 2e kwartaal;1.2
686;Ondergrens 95%-interval;Utrecht (PV);2014 3e kwartaal;-3.9
687;Ondergrens 95%-interval;Utrecht (PV);2014 4e kwartaal;1.4
688;Ondergrens 95%-interval;Utrecht (PV);2015 1e kwartaal;2.9
689;Ondergrens 95%-interval;Utrecht (PV);2015 2e kwartaal;0.9
690;Ondergrens 95%-interval;Utrecht (PV);2015 3e kwartaal;1.3
691;Ondergrens 95%-interval;Utrecht (PV);2015 4e kwartaal;5.6
692;Ondergrens 95%-interval;Utrecht (PV);2016 1e kwartaal;4.3
693;Ondergrens 95%-interval;Utrecht (PV);2016 2e kwartaal;3.4
694;Ondergrens 95%-interval;Utrecht (PV);2016 3e kwartaal;8.7
695;Ondergrens 95%-interval;Utrecht (PV);2016 4e kwartaal;6.5
696;Ondergrens 95%-interval;Utrecht (PV);2017 1e kwartaal;8.5
697;Ondergrens 95%-interval;Utrecht (PV);2017 2e kwartaal;11.9
698;Ondergrens 95%-interval;Utrecht (PV);2017 3e kwartaal;8.6
699;Ondergrens 95%-interval;Utrecht (PV);2017 4e kwartaal;6.3
700;Ondergrens 95%-interval;Utrecht (PV);2018 1e kwartaal;3.7
701;Ondergrens 95%-interval;Utrecht (PV);2018 2e kwartaal;7.6
702;Ondergrens 95%-interval;Utrecht (PV);2018 3e kwartaal;10.3
703;Ondergrens 95%-interval;Utrecht (PV);2018 4e kwartaal;12.0
704;Ondergrens 95%-interval;Utrecht (PV);2019 1e kwartaal;7.2
705;Ondergrens 95%-interval;Utrecht (PV);2019 2e kwartaal;7.1
706;Ondergrens 95%-interval;Utrecht (PV);2019 3e kwartaal;8.1
707;Ondergrens 95%-interval;Utrecht (PV);2019 4e kwartaal;3.2
708;Ondergrens 95%-interval;Utrecht (PV);2020 1e kwartaal;-2.0
709;Ondergrens 95%-interval;Utrecht (PV);2020 2e kwartaal;-38.4
710;Ondergrens 95%-interval;Utrecht (PV);2020 3e kwartaal;-26.8
711;Ondergrens 95%-interval;Utrecht (PV);2020 4e kwartaal;-12.5
712;Ondergrens 95%-interval;Utrecht (PV);2021 1e kwartaal;-12.0
713;Ondergrens 95%-interval;Utrecht (PV);2021 2e kwartaal;0.8
714;Ondergrens 95%-interval;Utrecht (PV);2021 3e kwartaal;16.5
715;Ondergrens 95%-interval;Utrecht (PV);2021 4e kwartaal;11.5
716;Ondergrens 95%-interval;Utrecht (PV);2022 1e kwartaal;-0.6
717;Ondergrens 95%-interval;Utrecht (PV);2022 2e kwartaal;10.2
718;Ondergrens 95%-interval;Utrecht (PV);2022 3e kwartaal;3.3
719;Ondergrens 95%-interval;Utrecht (PV);2022 4e kwartaal;-5.3
720;Ondergrens 95%-interval;Utrecht (PV);2023 1e kwartaal;2.8
721;Ondergrens 95%-interval;Utrecht (PV);2023 2e kwartaal;5.2
722;Ondergrens 95%-interval;Noord-Holland (PV);2014 1e kwartaal;-5.8
723;Ondergrens 95%-interval;Noord-Holland (PV);2014 2e kwartaal;-2.9
724;Ondergrens 95%-interval;Noord-Holland (PV);2014 3e kwartaal;2.0
725;Ondergrens 95%-interval;Noord-Holland (PV);2014 4e kwartaal;4.0
726;Ondergrens 95%-interval;Noord-Holland (PV);2015 1e kwartaal;2.7
727;Ondergrens 95%-interval;Noord-Holland (PV);2015 2e kwartaal;4.9
728;Ondergrens 95%-interval;Noord-Holland (PV);2015 3e kwartaal;6.9
729;Ondergrens 95%-interval;Noord-Holland (PV);2015 4e kwartaal;9.4
730;Ondergrens 95%-interval;Noord-Holland (PV);2016 1e kwartaal;6.7
731;Ondergrens 95%-interval;Noord-Holland (PV);2016 2e kwartaal;6.0
732;Ondergrens 95%-interval;Noord-Holland (PV);2016 3e kwartaal;7.5
733;Ondergrens 95%-interval;Noord-Holland (PV);2016 4e kwartaal;7.0
734;Ondergrens 95%-interval;Noord-Holland (PV);2017 1e kwartaal;12.8
735;Ondergrens 95%-interval;Noord-Holland (PV);2017 2e kwartaal;13.4
736;Ondergrens 95%-interval;Noord-Holland (PV);2017 3e kwartaal;12.4
737;Ondergrens 95%-interval;Noord-Holland (PV);2017 4e kwartaal;13.1
738;Ondergrens 95%-interval;Noord-Holland (PV);2018 1e kwartaal;16.3
739;Ondergrens 95%-interval;Noord-Holland (PV);2018 2e kwartaal;13.1
740;Ondergrens 95%-interval;Noord-Holland (PV);2018 3e kwartaal;15.9
741;Ondergrens 95%-interval;Noord-Holland (PV);2018 4e kwartaal;12.9
742;Ondergrens 95%-interval;Noord-Holland (PV);2019 1e kwartaal;4.7
743;Ondergrens 95%-interval;Noord-Holland (PV);2019 2e kwartaal;8.8
744;Ondergrens 95%-interval;Noord-Holland (PV);2019 3e kwartaal;10.9
745;Ondergrens 95%-interval;Noord-Holland (PV);2019 4e kwartaal;5.2
746;Ondergrens 95%-interval;Noord-Holland (PV);2020 1e kwartaal;3.3
747;Ondergrens 95%-interval;Noord-Holland (PV);2020 2e kwartaal;-40.5
748;Ondergrens 95%-interval;Noord-Holland (PV);2020 3e kwartaal;-25.5
749;Ondergrens 95%-interval;Noord-Holland (PV);2020 4e kwartaal;-10.4
750;Ondergrens 95%-interval;Noord-Holland (PV);2021 1e kwartaal;-10.4
751;Ondergrens 95%-interval;Noord-Holland (PV);2021 2e kwartaal;0.2
752;Ondergrens 95%-interval;Noord-Holland (PV);2021 3e kwartaal;17.6
753;Ondergrens 95%-interval;Noord-Holland (PV);2021 4e kwartaal;15.1
754;Ondergrens 95%-interval;Noord-Holland (PV);2022 1e kwartaal;4.2
755;Ondergrens 95%-interval;Noord-Holland (PV);2022 2e kwartaal;14.0
756;Ondergrens 95%-interval;Noord-Holland (PV);2022 3e kwartaal;6.0
757;Ondergrens 95%-interval;Noord-Holland (PV);2022 4e kwartaal;2.1
758;Ondergrens 95%-interval;Noord-Holland (PV);2023 1e kwartaal;2.9
759;Ondergrens 95%-interval;Noord-Holland (PV);2023 2e kwartaal;6.4
760;Ondergrens 95%-interval;Zuid-Holland (PV);2014 1e kwartaal;-3.5
761;Ondergrens 95%-interval;Zuid-Holland (PV);2014 2e kwartaal;0.0
762;Ondergrens 95%-interval;Zuid-Holland (PV);2014 3e kwartaal;0.6
763;Ondergrens 95%-interval;Zuid-Holland (PV);2014 4e kwartaal;1.1
764;Ondergrens 95%-interval;Zuid-Holland (PV);2015 1e kwartaal;-0.2
765;Ondergrens 95%-interval;Zuid-Holland (PV);2015 2e kwartaal;0.0
766;Ondergrens 95%-interval;Zuid-Holland (PV);2015 3e kwartaal;3.8
767;Ondergrens 95%-interval;Zuid-Holland (PV);2015 4e kwartaal;7.2
768;Ondergrens 95%-interval;Zuid-Holland (PV);2016 1e kwartaal;4.0
769;Ondergrens 95%-interval;Zuid-Holland (PV);2016 2e kwartaal;5.7
770;Ondergrens 95%-interval;Zuid-Holland (PV);2016 3e kwartaal;2.8
771;Ondergrens 95%-interval;Zuid-Holland (PV);2016 4e kwartaal;6.4
772;Ondergrens 95%-interval;Zuid-Holland (PV);2017 1e kwartaal;8.4
773;Ondergrens 95%-interval;Zuid-Holland (PV);2017 2e kwartaal;9.8
774;Ondergrens 95%-interval;Zuid-Holland (PV);2017 3e kwartaal;11.8
775;Ondergrens 95%-interval;Zuid-Holland (PV);2017 4e kwartaal;9.9
776;Ondergrens 95%-interval;Zuid-Holland (PV);2018 1e kwartaal;13.7
777;Ondergrens 95%-interval;Zuid-Holland (PV);2018 2e kwartaal;9.6
778;Ondergrens 95%-interval;Zuid-Holland (PV);2018 3e kwartaal;10.2
779;Ondergrens 95%-interval;Zuid-Holland (PV);2018 4e kwartaal;7.4
780;Ondergrens 95%-interval;Zuid-Holland (PV);2019 1e kwartaal;7.0
781;Ondergrens 95%-interval;Zuid-Holland (PV);2019 2e kwartaal;9.1
782;Ondergrens 95%-interval;Zuid-Holland (PV);2019 3e kwartaal;8.9
783;Ondergrens 95%-interval;Zuid-Holland (PV);2019 4e kwartaal;4.3
784;Ondergrens 95%-interval;Zuid-Holland (PV);2020 1e kwartaal;5.5
785;Ondergrens 95%-interval;Zuid-Holland (PV);2020 2e kwartaal;-33.1
786;Ondergrens 95%-interval;Zuid-Holland (PV);2020 3e kwartaal;-20.7
787;Ondergrens 95%-interval;Zuid-Holland (PV);2020 4e kwartaal;-12.2
788;Ondergrens 95%-interval;Zuid-Holland (PV);2021 1e kwartaal;-10.8
789;Ondergrens 95%-interval;Zuid-Holland (PV);2021 2e kwartaal;-0.1
790;Ondergrens 95%-interval;Zuid-Holland (PV);2021 3e kwartaal;11.0
791;Ondergrens 95%-interval;Zuid-Holland (PV);2021 4e kwartaal;10.5
792;Ondergrens 95%-interval;Zuid-Holland (PV);2022 1e kwartaal;3.0
