ID;Interval;Leeftijd;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3
0;1;Totaal over alle leeftijden;2005;16294589;8060105;8234484
1;1;Totaal over alle leeftijden;2006;16328173;8073372;8254801
2;1;Totaal over alle leeftijden;2007;16360823;8086888;8273935
3;1;Totaal over alle leeftijden;2008;16393741;8101067;8292674
4;1;Totaal over alle leeftijden;2009;16427526;8116143;8311383
5;1;Totaal over alle leeftijden;2010;16462455;8131956;8330499
6;1;Totaal over alle leeftijden;2011;16498218;8148266;8349952
7;1;Totaal over alle leeftijden;2012;16534259;8164724;8369535
8;1;Totaal over alle leeftijden;2013;16570291;8181109;8389182
9;1;Totaal over alle leeftijden;2014;16605813;8197107;8408706
10;1;Totaal over alle leeftijden;2015;16640365;8212425;8427940
11;1;Totaal over alle leeftijden;2016;16673914;8227003;8446911
12;1;Totaal over alle leeftijden;2017;16706541;8240873;8465668
13;1;Totaal over alle leeftijden;2018;16738349;8254098;8484251
14;1;Totaal over alle leeftijden;2019;16769464;8266731;8502733
15;1;Totaal over alle leeftijden;2020;16799819;8278725;8521094
16;1;Totaal over alle leeftijden;2021;16829201;8289988;8539213
17;1;Totaal over alle leeftijden;2022;16857482;8300473;8557009
18;1;Totaal over alle leeftijden;2023;16884465;8310097;8574368
19;1;Totaal over alle leeftijden;2024;16909931;8318780;8591151
20;1;Totaal over alle leeftijden;2025;16933702;8326445;8607257
21;1;Totaal over alle leeftijden;2026;16955569;8333042;8622527
22;1;Totaal over alle leeftijden;2027;16975474;8338571;8636903
23;1;Totaal over alle leeftijden;2028;16993184;8342942;8650242
24;1;Totaal over alle leeftijden;2029;17008661;8346224;8662437
25;1;Totaal over alle leeftijden;2030;17021876;8348419;8673457
26;1;Totaal over alle leeftijden;2031;17032590;8349458;8683132
27;1;Totaal over alle leeftijden;2032;17040734;8349367;8691367
28;1;Totaal over alle leeftijden;2033;17046382;8348243;8698139
29;1;Totaal over alle leeftijden;2034;17049417;8346038;8703379
30;1;Totaal over alle leeftijden;2035;17049971;8342883;8707088
31;1;Totaal over alle leeftijden;2036;17048136;8338856;8709280
32;1;Totaal over alle leeftijden;2037;17043997;8334046;8709951
33;1;Totaal over alle leeftijden;2038;17037761;8328547;8709214
34;1;Totaal over alle leeftijden;2039;17029710;8322549;8707161
35;1;Totaal over alle leeftijden;2040;17020107;8316164;8703943
36;1;Totaal over alle leeftijden;2041;17009261;8309554;8699707
37;1;Totaal over alle leeftijden;2042;16997477;8302838;8694639
38;1;Totaal over alle leeftijden;2043;16985116;8296164;8688952
39;1;Totaal over alle leeftijden;2044;16972503;8289684;8682819
40;1;Totaal over alle leeftijden;2045;16959911;8283514;8676397
41;1;Totaal over alle leeftijden;2046;16947648;8277819;8669829
42;1;Totaal over alle leeftijden;2047;16935923;8272695;8663228
43;1;Totaal over alle leeftijden;2048;16924956;8268243;8656713
44;1;Totaal over alle leeftijden;2049;16914892;8264552;8650340
45;1;Totaal over alle leeftijden;2050;16905914;8261721;8644193
46;1;0-4 jaar;2005;1011403;517513;493890
47;1;0-4 jaar;2006;993915;508850;485065
48;1;0-4 jaar;2007;977282;500444;476838
49;1;0-4 jaar;2008;960439;491732;468707
50;1;0-4 jaar;2009;943616;482888;460728
51;1;0-4 jaar;2010;931101;476529;454572
52;1;0-4 jaar;2011;920764;471275;449489
53;1;0-4 jaar;2012;912622;467137;445485
54;1;0-4 jaar;2013;906608;464079;442529
55;1;0-4 jaar;2014;902731;462109;440622
56;1;0-4 jaar;2015;900751;461107;439644
57;1;0-4 jaar;2016;900570;461022;439548
58;1;0-4 jaar;2017;902165;461842;440323
59;1;0-4 jaar;2018;905214;463405;441809
60;1;0-4 jaar;2019;909347;465523;443824
61;1;0-4 jaar;2020;914354;468091;446263
62;1;0-4 jaar;2021;919789;470877;448912
63;1;0-4 jaar;2022;925441;473772;451669
64;1;0-4 jaar;2023;931015;476631;454384
65;1;0-4 jaar;2024;936229;479305;456924
66;1;0-4 jaar;2025;940941;481720;459221
67;1;0-4 jaar;2026;945157;483879;461278
68;1;0-4 jaar;2027;948761;485724;463037
69;1;0-4 jaar;2028;951797;487277;464520
70;1;0-4 jaar;2029;954231;488520;465711
71;1;0-4 jaar;2030;956102;489475;466627
72;1;0-4 jaar;2031;957333;490100;467233
73;1;0-4 jaar;2032;957943;490407;467536
74;1;0-4 jaar;2033;957840;490350;467490
75;1;0-4 jaar;2034;956989;489908;467081
76;1;0-4 jaar;2035;955307;489037;466270
77;1;0-4 jaar;2036;952911;487801;465110
78;1;0-4 jaar;2037;949781;486189;463592
79;1;0-4 jaar;2038;946137;484313;461824
80;1;0-4 jaar;2039;942159;482262;459897
81;1;0-4 jaar;2040;938097;480171;457926
82;1;0-4 jaar;2041;934151;478138;456013
83;1;0-4 jaar;2042;930576;476296;454280
84;1;0-4 jaar;2043;927547;474732;452815
85;1;0-4 jaar;2044;925247;473543;451704
86;1;0-4 jaar;2045;923726;472752;450974
87;1;0-4 jaar;2046;923090;472414;450676
88;1;0-4 jaar;2047;923308;472514;450794
89;1;0-4 jaar;2048;924342;473033;451309
90;1;0-4 jaar;2049;926103;473922;452181
91;1;0-4 jaar;2050;928514;475146;453368
92;1;5-9 jaar;2005;988286;505791;482495
93;1;5-9 jaar;2006;1000286;511608;488678
94;1;5-9 jaar;2007;1009524;515670;493854
95;1;5-9 jaar;2008;1015521;519186;496335
96;1;5-9 jaar;2009;1014028;518687;495341
97;1;5-9 jaar;2010;1005681;514223;491458
98;1;5-9 jaar;2011;989852;506431;483421
99;1;5-9 jaar;2012;974750;498798;475952
100;1;5-9 jaar;2013;959368;490820;468548
101;1;5-9 jaar;2014;943729;482569;461160
102;1;5-9 jaar;2015;932053;476618;455435
103;1;5-9 jaar;2016;922317;471650;450667
104;1;5-9 jaar;2017;914588;467705;446883
105;1;5-9 jaar;2018;908863;464775;444088
106;1;5-9 jaar;2019;905212;462910;442302
107;1;5-9 jaar;2020;903448;462007;441441
108;1;5-9 jaar;2021;903478;462020;441458
109;1;5-9 jaar;2022;905281;462938;442343
110;1;5-9 jaar;2023;908519;464591;443928
111;1;5-9 jaar;2024;912836;466796;446040
112;1;5-9 jaar;2025;918009;469443;448566
113;1;5-9 jaar;2026;923610;472309;451301
114;1;5-9 jaar;2027;929427;475282;454145
115;1;5-9 jaar;2028;935178;478224;456954
116;1;5-9 jaar;2029;940585;480989;459596
117;1;5-9 jaar;2030;945506;483505;462001
118;1;5-9 jaar;2031;949946;485773;464173
119;1;5-9 jaar;2032;953796;487739;466057
120;1;5-9 jaar;2033;957087;489416;467671
121;1;5-9 jaar;2034;959789;490791;468998
122;1;5-9 jaar;2035;961947;491886;470061
123;1;5-9 jaar;2036;963478;492661;470817
124;1;5-9 jaar;2037;964403;493121;471282
125;1;5-9 jaar;2038;964622;493221;471401
126;1;5-9 jaar;2039;964104;492946;471158
127;1;5-9 jaar;2040;962773;492248;470525
128;1;5-9 jaar;2041;960735;491189;469546
129;1;5-9 jaar;2042;957976;489758;468218
130;1;5-9 jaar;2043;954698;488062;466636
131;1;5-9 jaar;2044;951086;486195;464891
132;1;5-9 jaar;2045;947379;484278;463101
133;1;5-9 jaar;2046;943775;482413;461362
134;1;5-9 jaar;2047;940513;480725;459788
135;1;5-9 jaar;2048;937775;479304;458471
136;1;5-9 jaar;2049;935731;478237;457494
137;1;5-9 jaar;2050;934443;477557;456886
138;1;10-14 jaar;2005;1010218;516872;493346
139;1;10-14 jaar;2006;999261;510980;488281
