ID;BedrijfsactiviteitenSBI93;Grootteklassen;Perioden;TotaalMilieuInvesteringen_1;CompartimentWater_2;CompartimentLucht_3;CompartimentBodem_4;CompartimentAfval_5;CompartimentGeluid_6;CompartimentLandschap_7;TotaalKosten_8;TotaalKapitaallasten_9;Afschrijvingen_10;Rente_11;LopendeKosten_12;OverigeKosten_13;TotaalKosten_14;Afschrijvingen_15;Rente_16;LopendeKosten_17;AfvoerWaterzuiveringsslib_18;TotaalKosten_19;Afschrijvingen_20;Rente_21;LopendeKosten_22;AfvoerAfvalLuchtzuiveringsinstallaties_23;TotaalKosten_24;Afschrijvingen_25;Rente_26;LopendeKosten_27;Bodemsanering_28;TotaalKosten_29;Afschrijvingen_30;Rente_31;LopendeKosten_32;TotaalKosten_33;Afschrijvingen_34;Rente_35;LopendeKosten_36;TotaalKosten_37;Afschrijvingen_38;Rente_39;LopendeKosten_40;TotaalKosten_41;EigenMilieuonderzoek_42;PersoneelskostenEigenMilieucoordinatie_43;ArbeidEigenPersoneelMilieucoordinatie_44;TotaalMilieuheffingenEnLeges_45;WVOHeffing_46;Rioolrecht_47;HeffingGrondwateronttrekking_48;LegesMilieuvergunningen_49;TotaalAfvoerVanAfvalstoffen_50;GevaarlijkAfval_51;OverigVastAfval_52;TotaalUitbestedeMilieuactiviteiten_53;WaterzuiveringDoorParticulieren_54;SchadebetalingenEnMilieuboeten_55;MilieuonderzoekDoorDerden_56;MilieucoordinatieDoorDerden_57;OntvangenOverdrachten_58;TotaalNettoMilieulasten_59;CompartimentWater_60;CompartimentLucht_61;CompartimentBodem_62;CompartimentAfval_63;CompartimentGeluid_64;CompartimentLandschap_65;CompartimentAlgemeen_66
1545;34 VV auto's, aanhangwagens en opleggers;10 en meer werknemers;2006;2.0;0.0;1.0;0.0;0.0;1.0;0.0;12.0;4.0;3.0;1.0;4.0;4.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;19.0;1.0;1.0;0.0;0.0;0.0;6.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;3.0;4.0;1.0;6.0;0.0;0.0;4.0
1546;34 VV auto's, aanhangwagens en opleggers;10 en meer werknemers;2007;3.0;1.0;1.0;0.0;0.0;0.0;0.0;11.0;4.0;3.0;1.0;4.0;4.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;17.0;1.0;1.0;0.0;0.0;0.0;7.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;4.0;3.0;1.0;7.0;0.0;0.0;3.0
1547;34 VV auto's, aanhangwagens en opleggers;10 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1548;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1549;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1550;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1551;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2000;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1552;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1553;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1554;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1555;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1556;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1557;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1558;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1559;34 VV auto's, aanhangwagens en opleggers;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1560;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1561;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1562;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1563;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
1564;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
1565;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1566;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1567;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1568;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1569;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1570;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571;34 VV auto's, aanhangwagens en opleggers;50 tot 200 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1572;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1573;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1574;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1575;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2000;2.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;22.0;1.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;2.0;2.0;1.0;4.0;0.0;0.0;3.0
1576;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1577;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2002;3.0;1.0;2.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;1.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;21.0;1.0;1.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;3.0;2.0;1.0;4.0;0.0;0.0;4.0
1578;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2003;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;1.0;2.0;3.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;17.0;1.0;1.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.0;3.0;2.0;1.0;4.0;0.0;0.0;3.0
1579;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1580;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1581;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1582;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1583;34 VV auto's, aanhangwagens en opleggers;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1584;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;1997;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;3.0;2.0;1.0;2.0;2.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;27.0;1.0;0.0;0.0;0.0;0.0;7.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;2.0;1.0;1.0;7.0;0.0;0.0;2.0
1585;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;1998;2.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;3.0;2.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;28.0;1.0;0.0;0.0;0.0;0.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;3.0;2.0;1.0;7.0;0.0;0.0;2.0
1586;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;1999;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;2.0;1.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;25.0;1.0;0.0;0.0;0.0;0.0;9.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;3.0;2.0;1.0;9.0;0.0;0.0;2.0
1587;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2000;2.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;4.0;3.0;1.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;26.0;1.0;0.0;0.0;0.0;0.0;9.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;3.0;3.0;1.0;10.0;0.0;0.0;2.0
1588;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2001;3.0;0.0;3.0;0.0;0.0;0.0;0.0;10.0;4.0;3.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;27.0;1.0;1.0;0.0;0.0;0.0;10.0;4.0;7.0;1.0;0.0;0.0;0.0;0.0;1.0;21.0;3.0;3.0;1.0;11.0;0.0;0.0;3.0
1589;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2002;3.0;0.0;2.0;1.0;0.0;0.0;0.0;11.0;4.0;3.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;0.0;4.0;1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;32.0;1.0;1.0;0.0;0.0;0.0;9.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;3.0;3.0;1.0;9.0;0.0;0.0;4.0
1590;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2003;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;4.0;3.0;1.0;4.0;3.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;22.0;1.0;1.0;0.0;0.0;0.0;9.0;3.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;20.0;3.0;3.0;1.0;9.0;0.0;0.0;3.0
1591;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2004;8.0;0.0;1.0;3.0;0.0;3.0;0.0;15.0;4.0;3.0;1.0;4.0;7.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;1.0;2.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;23.0;1.0;0.0;0.0;0.0;0.0;13.0;3.0;10.0;1.0;0.0;0.0;1.0;1.0;1.0;30.0;3.0;4.0;4.0;14.0;0.0;0.0;5.0
1592;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1593;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2006;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;4.0;3.0;1.0;3.0;4.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;23.0;1.0;1.0;0.0;0.0;0.0;9.0;1.0;8.0;1.0;0.0;0.0;0.0;1.0;0.0;21.0;3.0;3.0;1.0;9.0;0.0;0.0;4.0
1594;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2007;5.0;1.0;3.0;1.0;1.0;0.0;0.0;12.0;4.0;3.0;1.0;4.0;4.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;24.0;2.0;1.0;0.0;0.0;0.0;24.0;2.0;22.0;1.0;0.0;0.0;0.0;0.0;1.0;39.0;4.0;4.0;1.0;25.0;0.0;0.0;5.0
1595;35 VV transportmiddelen (geen auto's ..;10 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1596;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1597;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1598;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1599;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2000;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
1600;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1601;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;1.0;0.0;3.0;0.0;0.0;1.0
1602;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1603;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1604;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1605;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1606;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1607;35 VV transportmiddelen (geen auto's ..;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1608;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1609;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1610;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1611;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0
1612;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;2001;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0
1613;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;2002;2.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0
1614;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1615;35 VV transportmiddelen (geen auto's ..;50 tot 200 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
