ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
9405;Educational accommodation;Delft en Westland (CR);2021;2;19;-17;10;81;-71
9406;Educational accommodation;Delft en Westland (CR);2022;5;20;-15;21;83;-62
9407;Educational accommodation;Delft en Westland (CR);2023;8;25;-18;32;106;-74
9408;Educational accommodation;Oost-Zuid-Holland (CR);2017;23;39;-16;71;121;-50
9409;Educational accommodation;Oost-Zuid-Holland (CR);2018;1;21;-20;3;64;-61
9410;Educational accommodation;Oost-Zuid-Holland (CR);2019;11;29;-18;32;86;-55
9411;Educational accommodation;Oost-Zuid-Holland (CR);2020;1;21;-20;2;62;-60
9412;Educational accommodation;Oost-Zuid-Holland (CR);2021;3;24;-20;10;71;-60
9413;Educational accommodation;Oost-Zuid-Holland (CR);2022;1;26;-25;3;76;-73
9414;Educational accommodation;Oost-Zuid-Holland (CR);2023;2;31;-29;6;91;-85
9415;Educational accommodation;Groot-Rijnmond (CR);2017;13;120;-107;9;85;-75
9416;Educational accommodation;Groot-Rijnmond (CR);2018;10;124;-115;7;87;-80
9417;Educational accommodation;Groot-Rijnmond (CR);2019;10;117;-107;7;81;-74
9418;Educational accommodation;Groot-Rijnmond (CR);2020;12;116;-104;8;79;-71
9419;Educational accommodation;Groot-Rijnmond (CR);2021;6;114;-108;4;78;-74
9420;Educational accommodation;Groot-Rijnmond (CR);2022;8;121;-113;6;83;-77
9421;Educational accommodation;Groot-Rijnmond (CR);2023;6;130;-123;4;87;-83
9422;Educational accommodation;Zuidoost-Zuid-Holland (CR);2017;2;27;-25;5;67;-62
9423;Educational accommodation;Zuidoost-Zuid-Holland (CR);2018;2;26;-24;6;64;-59
9424;Educational accommodation;Zuidoost-Zuid-Holland (CR);2019;2;23;-21;7;63;-56
9425;Educational accommodation;Zuidoost-Zuid-Holland (CR);2020;3;98;-95;9;264;-255
9426;Educational accommodation;Zuidoost-Zuid-Holland (CR);2021;9;25;-16;24;67;-43
9427;Educational accommodation;Zuidoost-Zuid-Holland (CR);2022;3;18;-16;7;49;-42
9428;Educational accommodation;Zuidoost-Zuid-Holland (CR);2023;3;22;-19;7;59;-51
9429;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2017;0;5;-5;5;48;-43
9430;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2018;0;5;-5;5;48;-43
9431;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2019;1;5;-5;5;50;-45
9432;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2020;1;6;-5;9;57;-48
9433;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2021;1;5;-4;5;47;-42
9434;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2022;1;5;-4;5;46;-41
9435;Educational accommodation;Zeeuwsch-Vlaanderen (CR);2023;1;6;-5;11;54;-43
9436;Educational accommodation;Overig Zeeland (CR);2017;1;19;-18;3;67;-64
9437;Educational accommodation;Overig Zeeland (CR);2018;1;19;-18;4;68;-64
9438;Educational accommodation;Overig Zeeland (CR);2019;1;21;-20;5;76;-71
9439;Educational accommodation;Overig Zeeland (CR);2020;1;17;-17;3;63;-60
9440;Educational accommodation;Overig Zeeland (CR);2021;1;20;-19;4;73;-68
9441;Educational accommodation;Overig Zeeland (CR);2022;1;21;-20;5;75;-70
9442;Educational accommodation;Overig Zeeland (CR);2023;2;21;-19;8;73;-65
9443;Educational accommodation;West-Noord-Brabant (CR);2017;30;80;-50;47;127;-79
9444;Educational accommodation;West-Noord-Brabant (CR);2018;2;45;-44;2;71;-69
9445;Educational accommodation;West-Noord-Brabant (CR);2019;1;42;-40;2;66;-64
9446;Educational accommodation;West-Noord-Brabant (CR);2020;2;43;-41;4;68;-64
9447;Educational accommodation;West-Noord-Brabant (CR);2021;4;44;-40;7;70;-63
9448;Educational accommodation;West-Noord-Brabant (CR);2022;3;50;-47;5;79;-73
9449;Educational accommodation;West-Noord-Brabant (CR);2023;3;50;-47;5;77;-72
9450;Educational accommodation;Midden-Noord-Brabant (CR);2017;2;30;-28;5;64;-60
9451;Educational accommodation;Midden-Noord-Brabant (CR);2018;2;24;-22;4;50;-47
9452;Educational accommodation;Midden-Noord-Brabant (CR);2019;1;25;-23;3;52;-49
9453;Educational accommodation;Midden-Noord-Brabant (CR);2020;1;24;-22;3;49;-46
9454;Educational accommodation;Midden-Noord-Brabant (CR);2021;2;25;-23;5;52;-47
9455;Educational accommodation;Midden-Noord-Brabant (CR);2022;2;25;-23;4;50;-47
9456;Educational accommodation;Midden-Noord-Brabant (CR);2023;3;27;-24;6;53;-47
9457;Educational accommodation;Noordoost-Noord-Brabant (CR);2017;5;45;-40;7;69;-62
9458;Educational accommodation;Noordoost-Noord-Brabant (CR);2018;24;59;-36;36;90;-55
9459;Educational accommodation;Noordoost-Noord-Brabant (CR);2019;16;60;-44;25;91;-66
9460;Educational accommodation;Noordoost-Noord-Brabant (CR);2020;18;61;-44;26;93;-66
9461;Educational accommodation;Noordoost-Noord-Brabant (CR);2021;20;60;-40;30;90;-61
9462;Educational accommodation;Noordoost-Noord-Brabant (CR);2022;25;62;-37;38;93;-56
9463;Educational accommodation;Noordoost-Noord-Brabant (CR);2023;12;60;-48;17;89;-72
9464;Educational accommodation;Zuidoost-Noord-Brabant (CR);2017;8;53;-44;11;69;-58
9465;Educational accommodation;Zuidoost-Noord-Brabant (CR);2018;16;51;-35;21;66;-46
9466;Educational accommodation;Zuidoost-Noord-Brabant (CR);2019;8;51;-43;10;66;-55
9467;Educational accommodation;Zuidoost-Noord-Brabant (CR);2020;9;47;-39;11;61;-49
9468;Educational accommodation;Zuidoost-Noord-Brabant (CR);2021;10;48;-38;12;61;-49
9469;Educational accommodation;Zuidoost-Noord-Brabant (CR);2022;14;54;-40;18;69;-51
9470;Educational accommodation;Zuidoost-Noord-Brabant (CR);2023;10;57;-47;12;71;-59
9471;Educational accommodation;Noord-Limburg (CR);2017;0;15;-15;1;53;-52
9472;Educational accommodation;Noord-Limburg (CR);2018;1;15;-14;3;53;-50
9473;Educational accommodation;Noord-Limburg (CR);2019;0;14;-14;1;51;-50
9474;Educational accommodation;Noord-Limburg (CR);2020;0;16;-16;1;56;-56
9475;Educational accommodation;Noord-Limburg (CR);2021;1;15;-14;3;54;-51
9476;Educational accommodation;Noord-Limburg (CR);2022;2;16;-14;5;55;-49
9477;Educational accommodation;Noord-Limburg (CR);2023;1;16;-15;3;55;-52
9478;Educational accommodation;Midden-Limburg (CR);2017;1;11;-10;3;45;-42
9479;Educational accommodation;Midden-Limburg (CR);2018;1;10;-9;3;42;-38
9480;Educational accommodation;Midden-Limburg (CR);2019;1;10;-9;3;41;-38
9481;Educational accommodation;Midden-Limburg (CR);2020;1;9;-8;4;39;-35
9482;Educational accommodation;Midden-Limburg (CR);2021;1;10;-9;6;43;-37
9483;Educational accommodation;Midden-Limburg (CR);2022;2;11;-9;8;47;-39
9484;Educational accommodation;Midden-Limburg (CR);2023;2;10;-8;8;42;-33
9485;Educational accommodation;Zuid-Limburg (CR);2017;3;38;-35;4;63;-59
9486;Educational accommodation;Zuid-Limburg (CR);2018;6;30;-24;9;50;-41
9487;Educational accommodation;Zuid-Limburg (CR);2019;3;33;-29;6;55;-49
9488;Educational accommodation;Zuid-Limburg (CR);2020;6;31;-25;10;52;-42
9489;Educational accommodation;Zuid-Limburg (CR);2021;5;34;-30;8;58;-50
9490;Educational accommodation;Zuid-Limburg (CR);2022;6;34;-28;9;57;-48
9491;Educational accommodation;Zuid-Limburg (CR);2023;5;36;-31;9;61;-52
9492;Educational accommodation;Flevoland (CR);2017;8;44;-36;20;108;-88
9493;Educational accommodation;Flevoland (CR);2018;8;41;-33;20;100;-80
9494;Educational accommodation;Flevoland (CR);2019;9;42;-33;21;101;-80
9495;Educational accommodation;Flevoland (CR);2020;8;41;-32;20;96;-76
9496;Educational accommodation;Flevoland (CR);2021;10;42;-32;23;98;-75
9497;Educational accommodation;Flevoland (CR);2022;11;50;-39;24;115;-90
9498;Educational accommodation;Flevoland (CR);2023;13;54;-41;29;121;-92
9499;Educational accommodation;Fewer than 5,000 inhabitants;2017;0;2;-1;17;128;-110
9500;Educational accommodation;Fewer than 5,000 inhabitants;2018;0;2;-1;25;137;-112
9501;Educational accommodation;Fewer than 5,000 inhabitants;2019;0;2;-1;28;128;-100
9502;Educational accommodation;Fewer than 5,000 inhabitants;2020;0;2;-1;20;132;-112
9503;Educational accommodation;Fewer than 5,000 inhabitants;2021;0;2;-1;18;120;-103
9504;Educational accommodation;Fewer than 5,000 inhabitants;2022;0;2;-2;19;148;-129
9505;Educational accommodation;Fewer than 5,000 inhabitants;2023;0;1;-1;20;110;-89
9506;Educational accommodation;5,000 to 9,999 inhabitants;2017;1;6;-4;10;41;-31
9507;Educational accommodation;5,000 to 9,999 inhabitants;2018;1;4;-4;5;31;-27
9508;Educational accommodation;5,000 to 9,999 inhabitants;2019;1;3;-2;9;36;-27
9509;Educational accommodation;5,000 to 9,999 inhabitants;2020;0;2;-2;1;31;-30
9510;Educational accommodation;5,000 to 9,999 inhabitants;2021;0;2;-2;1;29;-28
9511;Educational accommodation;5,000 to 9,999 inhabitants;2022;0;1;-1;2;23;-21
9512;Educational accommodation;5,000 to 9,999 inhabitants;2023;0;2;-1;3;27;-24
9513;Educational accommodation;10,000 to 19,999 inhabitants;2017;7;83;-76;5;59;-54
9514;Educational accommodation;10,000 to 19,999 inhabitants;2018;5;71;-66;4;54;-50
9515;Educational accommodation;10,000 to 19,999 inhabitants;2019;4;52;-47;4;52;-47
9516;Educational accommodation;10,000 to 19,999 inhabitants;2020;7;54;-47;7;53;-46
9517;Educational accommodation;10,000 to 19,999 inhabitants;2021;6;51;-45;6;52;-46
9518;Educational accommodation;10,000 to 19,999 inhabitants;2022;5;45;-40;5;48;-43
9519;Educational accommodation;10,000 to 19,999 inhabitants;2023;5;37;-32;6;45;-39
9520;Educational accommodation;20,000 to 49,999 inhabitants;2017;28;355;-327;5;59;-55
9521;Educational accommodation;20,000 to 49,999 inhabitants;2018;31;357;-325;5;59;-54
9522;Educational accommodation;20,000 to 49,999 inhabitants;2019;36;354;-317;6;58;-52
9523;Educational accommodation;20,000 to 49,999 inhabitants;2020;34;338;-304;6;56;-51
9524;Educational accommodation;20,000 to 49,999 inhabitants;2021;55;365;-310;9;60;-51
9525;Educational accommodation;20,000 to 49,999 inhabitants;2022;39;341;-302;7;57;-51
9526;Educational accommodation;20,000 to 49,999 inhabitants;2023;42;365;-323;7;61;-54
9527;Educational accommodation;50,000 to 99,999 inhabitants;2017;63;299;-237;19;91;-72
9528;Educational accommodation;50,000 to 99,999 inhabitants;2018;21;251;-230;6;75;-69
9529;Educational accommodation;50,000 to 99,999 inhabitants;2019;25;275;-250;7;75;-68
9530;Educational accommodation;50,000 to 99,999 inhabitants;2020;25;270;-245;7;72;-65
9531;Educational accommodation;50,000 to 99,999 inhabitants;2021;36;281;-245;10;75;-65
9532;Educational accommodation;50,000 to 99,999 inhabitants;2022;37;313;-276;9;79;-69
9533;Educational accommodation;50,000 to 99,999 inhabitants;2023;37;328;-291;9;79;-70
9534;Educational accommodation;100,000 to 149,999 inhabitants;2017;34;145;-111;21;90;-69
9535;Educational accommodation;100,000 to 149,999 inhabitants;2018;11;120;-109;7;74;-67
9536;Educational accommodation;100,000 to 149,999 inhabitants;2019;19;118;-99;13;79;-66
9537;Educational accommodation;100,000 to 149,999 inhabitants;2020;12;199;-187;8;124;-117
9538;Educational accommodation;100,000 to 149,999 inhabitants;2021;21;125;-105;13;78;-65
9539;Educational accommodation;100,000 to 149,999 inhabitants;2022;16;119;-103;10;73;-63
9540;Educational accommodation;100,000 to 149,999 inhabitants;2023;20;133;-113;12;81;-69
9541;Educational accommodation;150,000 to 249,999 inhabitants;2017;25;222;-197;11;97;-86
9542;Educational accommodation;150,000 to 249,999 inhabitants;2018;52;220;-168;23;95;-73
9543;Educational accommodation;150,000 to 249,999 inhabitants;2019;39;251;-211;16;100;-84
9544;Educational accommodation;150,000 to 249,999 inhabitants;2020;44;248;-204;17;98;-80
9545;Educational accommodation;150,000 to 249,999 inhabitants;2021;53;247;-194;21;97;-76
9546;Educational accommodation;150,000 to 249,999 inhabitants;2022;58;258;-199;23;101;-78
9547;Educational accommodation;150,000 to 249,999 inhabitants;2023;48;267;-219;18;103;-84
9548;Educational accommodation;250,000 inhabitants or more;2017;17;298;-281;7;127;-120
9549;Educational accommodation;250,000 inhabitants or more;2018;15;262;-248;6;111;-104
9550;Educational accommodation;250,000 inhabitants or more;2019;13;245;-232;6;102;-97
9551;Educational accommodation;250,000 inhabitants or more;2020;12;245;-233;5;101;-96
9552;Educational accommodation;250,000 inhabitants or more;2021;14;261;-247;6;107;-102
9553;Educational accommodation;250,000 inhabitants or more;2022;13;267;-254;5;108;-103
9554;Educational accommodation;250,000 inhabitants or more;2023;16;286;-269;6;113;-107
9555;Total sports, culture and recreation;The Netherlands;2017;729;4617;-3888;43;270;-228
9556;Total sports, culture and recreation;The Netherlands;2018;799;4796;-3997;47;279;-233
9557;Total sports, culture and recreation;The Netherlands;2019;815;4986;-4172;47;289;-241
9558;Total sports, culture and recreation;The Netherlands;2020;754;5138;-4384;43;295;-252
9559;Total sports, culture and recreation;The Netherlands;2021;903;5372;-4469;52;307;-256
9560;Total sports, culture and recreation;The Netherlands;2022;911;5602;-4691;52;318;-267
9561;Total sports, culture and recreation;The Netherlands;2023;1169;6220;-5052;66;349;-284
9562;Total sports, culture and recreation;Noord-Nederland (LD);2017;74;472;-398;43;274;-231
9563;Total sports, culture and recreation;Noord-Nederland (LD);2018;89;502;-413;52;291;-240
9564;Total sports, culture and recreation;Noord-Nederland (LD);2019;79;498;-419;46;289;-243
9565;Total sports, culture and recreation;Noord-Nederland (LD);2020;71;504;-433;41;291;-251
9566;Total sports, culture and recreation;Noord-Nederland (LD);2021;84;511;-428;48;295;-247
9567;Total sports, culture and recreation;Noord-Nederland (LD);2022;98;549;-452;56;315;-259
9568;Total sports, culture and recreation;Noord-Nederland (LD);2023;123;617;-494;70;351;-281
9569;Total sports, culture and recreation;Oost-Nederland (LD);2017;142;882;-739;40;245;-205
9570;Total sports, culture and recreation;Oost-Nederland (LD);2018;154;908;-754;42;251;-208
9571;Total sports, culture and recreation;Oost-Nederland (LD);2019;153;961;-808;42;264;-222
9572;Total sports, culture and recreation;Oost-Nederland (LD);2020;150;967;-817;41;263;-223
9573;Total sports, culture and recreation;Oost-Nederland (LD);2021;196;1038;-843;53;281;-228
9574;Total sports, culture and recreation;Oost-Nederland (LD);2022;184;1075;-891;50;289;-240
9575;Total sports, culture and recreation;Oost-Nederland (LD);2023;238;1199;-961;63;319;-255
9576;Total sports, culture and recreation;West-Nederland (LD);2017;354;2335;-1981;44;287;-244
9577;Total sports, culture and recreation;West-Nederland (LD);2018;396;2436;-2039;48;297;-249
9578;Total sports, culture and recreation;West-Nederland (LD);2019;405;2529;-2124;49;306;-257
9579;Total sports, culture and recreation;West-Nederland (LD);2020;381;2664;-2283;46;320;-274
9580;Total sports, culture and recreation;West-Nederland (LD);2021;440;2776;-2336;53;332;-279
9581;Total sports, culture and recreation;West-Nederland (LD);2022;425;2842;-2418;50;338;-287
9582;Total sports, culture and recreation;West-Nederland (LD);2023;554;3156;-2602;65;370;-305
9583;Total sports, culture and recreation;Zuid-Nederland (LD);2017;158;928;-770;44;256;-212
9584;Total sports, culture and recreation;Zuid-Nederland (LD);2018;161;951;-791;44;261;-217
9585;Total sports, culture and recreation;Zuid-Nederland (LD);2019;177;998;-821;48;273;-224
9586;Total sports, culture and recreation;Zuid-Nederland (LD);2020;153;1003;-851;41;273;-231
9587;Total sports, culture and recreation;Zuid-Nederland (LD);2021;184;1046;-862;50;284;-234
9588;Total sports, culture and recreation;Zuid-Nederland (LD);2022;204;1135;-931;55;306;-251
9589;Total sports, culture and recreation;Zuid-Nederland (LD);2023;254;1249;-995;68;333;-265
9590;Total sports, culture and recreation;Groningen (PV);2017;34;176;-142;59;302;-243
9591;Total sports, culture and recreation;Groningen (PV);2018;33;186;-154;56;320;-264
9592;Total sports, culture and recreation;Groningen (PV);2019;34;191;-157;59;327;-268
9593;Total sports, culture and recreation;Groningen (PV);2020;28;192;-164;48;329;-280
9594;Total sports, culture and recreation;Groningen (PV);2021;36;191;-155;61;325;-264
9595;Total sports, culture and recreation;Groningen (PV);2022;42;209;-167;72;355;-283
9596;Total sports, culture and recreation;Groningen (PV);2023;52;228;-176;87;383;-296
9597;Total sports, culture and recreation;Fryslân (PV);2017;19;166;-147;29;256;-227
9598;Total sports, culture and recreation;Fryslân (PV);2018;36;183;-147;56;283;-227
9599;Total sports, culture and recreation;Fryslân (PV);2019;22;168;-146;34;260;-225
9600;Total sports, culture and recreation;Fryslân (PV);2020;19;170;-151;29;261;-232
9601;Total sports, culture and recreation;Fryslân (PV);2021;22;177;-154;34;271;-237
9602;Total sports, culture and recreation;Fryslân (PV);2022;27;189;-162;41;288;-248
9603;Total sports, culture and recreation;Fryslân (PV);2023;39;214;-175;59;324;-266
9604;Total sports, culture and recreation;Drenthe (PV);2017;21;130;-109;42;264;-222
9605;Total sports, culture and recreation;Drenthe (PV);2018;20;132;-112;41;269;-228
9606;Total sports, culture and recreation;Drenthe (PV);2019;23;139;-117;46;283;-237
9607;Total sports, culture and recreation;Drenthe (PV);2020;24;142;-118;48;287;-239
9608;Total sports, culture and recreation;Drenthe (PV);2021;25;144;-118;51;290;-239
9609;Total sports, culture and recreation;Drenthe (PV);2022;29;151;-123;58;304;-246
9610;Total sports, culture and recreation;Drenthe (PV);2023;32;174;-142;64;347;-284
9611;Total sports, culture and recreation;Overijssel (PV);2017;43;297;-254;37;259;-221
9612;Total sports, culture and recreation;Overijssel (PV);2018;44;306;-262;38;266;-228
9613;Total sports, culture and recreation;Overijssel (PV);2019;46;322;-277;40;279;-239
9614;Total sports, culture and recreation;Overijssel (PV);2020;43;320;-278;37;276;-239
9615;Total sports, culture and recreation;Overijssel (PV);2021;57;340;-283;49;291;-242
9616;Total sports, culture and recreation;Overijssel (PV);2022;57;359;-302;49;306;-258
9617;Total sports, culture and recreation;Overijssel (PV);2023;74;385;-311;62;325;-263
9618;Total sports, culture and recreation;Flevoland (PV);2017;19;111;-93;46;272;-227
9619;Total sports, culture and recreation;Flevoland (PV);2018;20;111;-91;48;270;-222
9620;Total sports, culture and recreation;Flevoland (PV);2019;21;116;-95;50;278;-229
9621;Total sports, culture and recreation;Flevoland (PV);2020;21;121;-100;49;286;-237
9622;Total sports, culture and recreation;Flevoland (PV);2021;19;121;-102;44;281;-238
9623;Total sports, culture and recreation;Flevoland (PV);2022;23;132;-108;53;303;-250
9624;Total sports, culture and recreation;Flevoland (PV);2023;30;154;-124;68;347;-279
9625;Total sports, culture and recreation;Gelderland (PV);2017;81;474;-393;40;231;-192
9626;Total sports, culture and recreation;Gelderland (PV);2018;90;490;-400;44;238;-194
9627;Total sports, culture and recreation;Gelderland (PV);2019;87;523;-436;42;252;-210
9628;Total sports, culture and recreation;Gelderland (PV);2020;86;526;-440;41;252;-211
9629;Total sports, culture and recreation;Gelderland (PV);2021;120;578;-458;57;276;-219
