ID;Geslacht;Leeftijd;UitstromersMboMetEnZonderDiploma;Arbeidskenmerken;Studierichting;Peilmoment;Perioden;UitstromersMbo_1
40;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2017/'18;122660.0
41;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2018/'19;126990.0
42;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2019/'20;120340.0
43;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2020/'21;
44;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2021/'22;
45;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2007/'08;135690.0
46;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2008/'09;133320.0
47;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2009/'10;141770.0
48;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2010/'11;147870.0
49;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2011/'12;147310.0
50;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2012/'13;141460.0
51;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2013/'14;135730.0
52;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2014/'15;129350.0
53;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2015/'16;119900.0
54;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2016/'17;123410.0
55;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2017/'18;122660.0
56;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2018/'19;126990.0
57;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2019/'20;
58;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2020/'21;
59;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2021/'22;
60;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2007/'08;135690.0
61;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2008/'09;133320.0
62;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2009/'10;141770.0
63;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2010/'11;147870.0
64;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2011/'12;147310.0
65;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2012/'13;141460.0
66;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2013/'14;135730.0
67;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2014/'15;129350.0
68;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2015/'16;119900.0
69;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2016/'17;123410.0
70;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2017/'18;122660.0
71;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2018/'19;
72;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2019/'20;
73;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2020/'21;
74;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2021/'22;
75;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2007/'08;135690.0
76;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2008/'09;133320.0
77;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2009/'10;141770.0
78;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2010/'11;147870.0
79;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2011/'12;147310.0
80;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2012/'13;141460.0
81;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2013/'14;135730.0
82;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2014/'15;129350.0
83;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2015/'16;119900.0
84;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2016/'17;123410.0
85;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2017/'18;
86;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2018/'19;
87;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2019/'20;
88;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2020/'21;
89;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2021/'22;
90;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2007/'08;135690.0
91;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2008/'09;133320.0
92;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2009/'10;141770.0
93;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2010/'11;147870.0
94;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2011/'12;147310.0
95;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2012/'13;
96;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2013/'14;
97;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2014/'15;
98;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2015/'16;
99;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2016/'17;
100;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2017/'18;
101;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2018/'19;
102;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2019/'20;
103;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2020/'21;
104;Totaal;10000;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2021/'22;
105;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2007/'08;1900.0
106;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2008/'09;1830.0
107;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2009/'10;1660.0
108;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2010/'11;1850.0
109;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2011/'12;1950.0
110;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2012/'13;1810.0
111;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2013/'14;1330.0
112;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2014/'15;1360.0
113;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2015/'16;1310.0
114;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2016/'17;1310.0
115;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2017/'18;1580.0
116;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2018/'19;1780.0
117;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2019/'20;1890.0
118;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2020/'21;2390.0
119;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2021/'22;2930.0
120;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2007/'08;1900.0
121;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2008/'09;1830.0
122;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2009/'10;1660.0
123;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2010/'11;1850.0
124;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2011/'12;1950.0
125;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2012/'13;1810.0
126;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2013/'14;1330.0
127;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2014/'15;1360.0
128;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2015/'16;1310.0
129;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2016/'17;1310.0
130;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2017/'18;1580.0
131;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2018/'19;1780.0
132;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2019/'20;1890.0
133;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2020/'21;2390.0
134;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2021/'22;
135;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2007/'08;1900.0
136;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2008/'09;1830.0
137;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2009/'10;1660.0
138;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2010/'11;1850.0
139;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2011/'12;1950.0
140;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2012/'13;1810.0
141;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2013/'14;1330.0
142;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2014/'15;1360.0
143;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2015/'16;1310.0
144;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2016/'17;1310.0
145;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2017/'18;1580.0
146;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2018/'19;1780.0
147;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2019/'20;1890.0
148;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
149;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2021/'22;
150;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2007/'08;1900.0
151;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2008/'09;1830.0
152;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2009/'10;1660.0
153;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2010/'11;1850.0
154;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2011/'12;1950.0
155;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2012/'13;1810.0
156;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2013/'14;1330.0
157;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2014/'15;1360.0
158;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2015/'16;1310.0
159;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2016/'17;1310.0
160;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2017/'18;1580.0
161;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2018/'19;1780.0
162;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
163;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
164;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2021/'22;
165;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2007/'08;1900.0
166;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2008/'09;1830.0
167;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2009/'10;1660.0
168;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2010/'11;1850.0
169;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2011/'12;1950.0
170;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2012/'13;1810.0
171;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2013/'14;1330.0
172;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2014/'15;1360.0
173;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2015/'16;1310.0
174;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2016/'17;1310.0
175;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2017/'18;1580.0
176;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
177;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
178;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
179;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2021/'22;
180;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2007/'08;1900.0
181;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2008/'09;1830.0
182;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2009/'10;1660.0
183;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2010/'11;1850.0
184;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2011/'12;1950.0
185;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2012/'13;1810.0
186;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2013/'14;1330.0
187;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2014/'15;1360.0
188;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2015/'16;1310.0
189;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2016/'17;1310.0
190;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
191;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
192;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
193;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
194;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2021/'22;
195;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2007/'08;1900.0
196;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2008/'09;1830.0
197;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2009/'10;1660.0
198;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2010/'11;1850.0
199;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2011/'12;1950.0
200;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
201;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
202;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
203;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
204;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
205;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
206;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
207;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
208;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
209;Totaal;10000;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2021/'22;
210;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2007/'08;3800.0
211;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2008/'09;3950.0
212;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2009/'10;4600.0
213;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2010/'11;5040.0
214;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2011/'12;5200.0
215;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2012/'13;4960.0
216;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2013/'14;5050.0
217;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2014/'15;5790.0
218;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2015/'16;5710.0
219;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2016/'17;6670.0
220;Totaal;10000;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2017/'18;6920.0
