ID;VoertuigEnBestemming;Perioden;Prijsindexcijfers_1;Kwartaalmutatie_2;Jaarmutatie_3;Wegingscoefficienten_4
360;Totaal, overig vervoer;2001 4e kwartaal;111.6;1.2;1.3;2235
361;Totaal, overig vervoer;2001;110.6;;1.7;2235
362;Totaal, overig vervoer;2002 1e kwartaal;112.4;0.7;1.7;2235
363;Totaal, overig vervoer;2002 2e kwartaal;113.9;1.3;3.5;2235
364;Totaal, overig vervoer;2002 3e kwartaal;114.1;0.2;3.4;2235
365;Totaal, overig vervoer;2002 4e kwartaal;114.9;0.7;3.0;2235
366;Totaal, overig vervoer;2002;113.8;;2.9;2235
367;Totaal, overig vervoer;2003 1e kwartaal;117.3;2.1;4.4;2235
368;Nationaal totaal;1994 1e kwartaal;100.0;;;5272
369;Nationaal totaal;1994 2e kwartaal;100.1;0.1;;5272
370;Nationaal totaal;1994 3e kwartaal;100.2;0.1;;5272
371;Nationaal totaal;1994 4e kwartaal;100.2;0.0;;5272
372;Nationaal totaal;1994;100.1;;;5272
373;Nationaal totaal;1995 1e kwartaal;101.2;1.0;1.2;5272
374;Nationaal totaal;1995 2e kwartaal;101.1;-0.1;1.0;5272
375;Nationaal totaal;1995 3e kwartaal;101.4;0.3;1.2;5272
376;Nationaal totaal;1995 4e kwartaal;101.5;0.1;1.3;5272
377;Nationaal totaal;1995;101.3;;1.2;5272
378;Nationaal totaal;1996 1e kwartaal;102.2;0.7;1.0;5272
379;Nationaal totaal;1996 2e kwartaal;102.7;0.5;1.6;5272
380;Nationaal totaal;1996 3e kwartaal;102.8;0.1;1.4;5272
381;Nationaal totaal;1996 4e kwartaal;102.6;-0.2;1.1;5272
382;Nationaal totaal;1996;102.6;;1.3;5272
383;Nationaal totaal;1997 1e kwartaal;104.3;1.7;2.1;5272
384;Nationaal totaal;1997 2e kwartaal;104.5;0.2;1.8;5272
385;Nationaal totaal;1997 3e kwartaal;104.7;0.2;1.8;5272
386;Nationaal totaal;1997 4e kwartaal;104.9;0.2;2.2;5272
387;Nationaal totaal;1997;104.6;;1.9;5272
388;Nationaal totaal;1998 1e kwartaal;106.7;1.7;2.3;5272
389;Nationaal totaal;1998 2e kwartaal;106.8;0.1;2.2;5272
390;Nationaal totaal;1998 3e kwartaal;107.0;0.2;2.2;5272
391;Nationaal totaal;1998 4e kwartaal;107.2;0.2;2.2;5272
392;Nationaal totaal;1998;106.9;;2.2;5272
393;Nationaal totaal;1999 1e kwartaal;108.2;0.9;1.4;5272
394;Nationaal totaal;1999 2e kwartaal;108.4;0.2;1.5;5272
395;Nationaal totaal;1999 3e kwartaal;108.7;0.3;1.6;5272
396;Nationaal totaal;1999 4e kwartaal;108.9;0.2;1.6;5272
397;Nationaal totaal;1999;108.6;;1.6;5272
398;Nationaal totaal;2000 1e kwartaal;111.4;2.3;3.0;5272
399;Nationaal totaal;2000 2e kwartaal;111.8;0.4;3.1;5272
400;Nationaal totaal;2000 3e kwartaal;112.6;0.7;3.6;5272
401;Nationaal totaal;2000 4e kwartaal;113.9;1.2;4.6;5272
402;Nationaal totaal;2000;112.4;;3.5;5272
403;Nationaal totaal;2001 1e kwartaal;117.8;3.4;5.7;5272
404;Nationaal totaal;2001 2e kwartaal;118.1;0.3;5.6;5272
405;Nationaal totaal;2001 3e kwartaal;118.1;0.0;4.9;5272
406;Nationaal totaal;2001 4e kwartaal;118.1;0.0;3.7;5272
407;Nationaal totaal;2001;118.0;;5.0;5272
408;Nationaal totaal;2002 1e kwartaal;121.5;2.9;3.1;5272
409;Nationaal totaal;2002 2e kwartaal;121.9;0.3;3.2;5272
410;Nationaal totaal;2002 3e kwartaal;122.1;0.2;3.4;5272
411;Nationaal totaal;2002 4e kwartaal;122.2;0.1;3.5;5272
412;Nationaal totaal;2002;121.9;;3.3;5272
413;Nationaal totaal;2003 1e kwartaal;124.1;1.6;2.1;5272
414;Nationaal containervervoer;1994 1e kwartaal;100.0;;;666
415;Nationaal containervervoer;1994 2e kwartaal;100.0;0.0;;666
416;Nationaal containervervoer;1994 3e kwartaal;99.8;-0.2;;666
417;Nationaal containervervoer;1994 4e kwartaal;99.9;0.1;;666
418;Nationaal containervervoer;1994;99.9;;;666
419;Nationaal containervervoer;1995 1e kwartaal;99.5;-0.4;-0.5;666
420;Nationaal containervervoer;1995 2e kwartaal;99.6;0.1;-0.4;666
421;Nationaal containervervoer;1995 3e kwartaal;99.7;0.1;-0.1;666
422;Nationaal containervervoer;1995 4e kwartaal;99.7;0.0;-0.2;666
423;Nationaal containervervoer;1995;99.6;;-0.3;666
424;Nationaal containervervoer;1996 1e kwartaal;101.6;1.9;2.1;666
425;Nationaal containervervoer;1996 2e kwartaal;101.7;0.1;2.1;666
426;Nationaal containervervoer;1996 3e kwartaal;101.7;0.0;2.0;666
427;Nationaal containervervoer;1996 4e kwartaal;100.4;-1.3;0.7;666
428;Nationaal containervervoer;1996;101.4;;1.8;666
429;Nationaal containervervoer;1997 1e kwartaal;100.9;0.5;-0.7;666
430;Nationaal containervervoer;1997 2e kwartaal;100.6;-0.3;-1.1;666
431;Nationaal containervervoer;1997 3e kwartaal;99.8;-0.8;-1.9;666
432;Nationaal containervervoer;1997 4e kwartaal;99.6;-0.2;-0.8;666
433;Nationaal containervervoer;1997;100.2;;-1.2;666
434;Nationaal containervervoer;1998 1e kwartaal;100.7;1.1;-0.2;666
435;Nationaal containervervoer;1998 2e kwartaal;100.8;0.1;0.2;666
436;Nationaal containervervoer;1998 3e kwartaal;101.7;0.9;1.9;666
437;Nationaal containervervoer;1998 4e kwartaal;101.7;0.0;2.1;666
438;Nationaal containervervoer;1998;101.2;;1.0;666
439;Nationaal containervervoer;1999 1e kwartaal;102.9;1.2;2.2;666
440;Nationaal containervervoer;1999 2e kwartaal;103.4;0.5;2.6;666
441;Nationaal containervervoer;1999 3e kwartaal;103.4;0.0;1.7;666
442;Nationaal containervervoer;1999 4e kwartaal;103.3;-0.1;1.6;666
443;Nationaal containervervoer;1999;103.3;;2.1;666
444;Nationaal containervervoer;2000 1e kwartaal;108.4;4.9;5.3;666
445;Nationaal containervervoer;2000 2e kwartaal;108.7;0.3;5.1;666
446;Nationaal containervervoer;2000 3e kwartaal;108.8;0.1;5.2;666
447;Nationaal containervervoer;2000 4e kwartaal;109.4;0.6;5.9;666
448;Nationaal containervervoer;2000;108.8;;5.3;666
449;Nationaal containervervoer;2001 1e kwartaal;111.8;2.2;3.1;666
450;Nationaal containervervoer;2001 2e kwartaal;111.6;-0.2;2.7;666
451;Nationaal containervervoer;2001 3e kwartaal;111.7;0.1;2.7;666
452;Nationaal containervervoer;2001 4e kwartaal;111.8;0.1;2.2;666
453;Nationaal containervervoer;2001;111.7;;2.7;666
454;Nationaal containervervoer;2002 1e kwartaal;112.3;0.4;0.4;666
455;Nationaal containervervoer;2002 2e kwartaal;112.3;0.0;0.6;666
456;Nationaal containervervoer;2002 3e kwartaal;112.3;0.0;0.5;666
457;Nationaal containervervoer;2002 4e kwartaal;112.3;0.0;0.4;666
458;Nationaal containervervoer;2002;112.3;;0.5;666
459;Nationaal containervervoer;2003 1e kwartaal;112.5;0.2;0.2;666
460;Nationaal verhuisvervoer;1994 1e kwartaal;100.0;;;137
461;Nationaal verhuisvervoer;1994 2e kwartaal;99.9;-0.1;;137
462;Nationaal verhuisvervoer;1994 3e kwartaal;100.0;0.1;;137
463;Nationaal verhuisvervoer;1994 4e kwartaal;99.9;-0.1;;137
464;Nationaal verhuisvervoer;1994;100.0;;;137
465;Nationaal verhuisvervoer;1995 1e kwartaal;99.1;-0.8;-0.9;137
466;Nationaal verhuisvervoer;1995 2e kwartaal;98.7;-0.4;-1.2;137
467;Nationaal verhuisvervoer;1995 3e kwartaal;101.0;2.3;1.0;137
468;Nationaal verhuisvervoer;1995 4e kwartaal;100.6;-0.4;0.7;137
469;Nationaal verhuisvervoer;1995;99.8;;-0.2;137
470;Nationaal verhuisvervoer;1996 1e kwartaal;98.2;-2.4;-0.9;137
471;Nationaal verhuisvervoer;1996 2e kwartaal;102.3;4.2;3.6;137
472;Nationaal verhuisvervoer;1996 3e kwartaal;103.6;1.3;2.6;137
473;Nationaal verhuisvervoer;1996 4e kwartaal;100.2;-3.3;-0.4;137
474;Nationaal verhuisvervoer;1996;101.1;;1.3;137
475;Nationaal verhuisvervoer;1997 1e kwartaal;102.7;2.5;4.6;137
476;Nationaal verhuisvervoer;1997 2e kwartaal;107.5;4.7;5.1;137
477;Nationaal verhuisvervoer;1997 3e kwartaal;108.6;1.0;4.8;137
478;Nationaal verhuisvervoer;1997 4e kwartaal;104.7;-3.6;4.5;137
479;Nationaal verhuisvervoer;1997;105.9;;4.7;137
480;Nationaal verhuisvervoer;1998 1e kwartaal;106.7;1.9;3.9;137
481;Nationaal verhuisvervoer;1998 2e kwartaal;113.7;6.6;5.8;137
482;Nationaal verhuisvervoer;1998 3e kwartaal;114.5;0.7;5.4;137
483;Nationaal verhuisvervoer;1998 4e kwartaal;112.7;-1.6;7.6;137
484;Nationaal verhuisvervoer;1998;111.9;;5.7;137
485;Nationaal verhuisvervoer;1999 1e kwartaal;114.6;1.7;7.4;137
486;Nationaal verhuisvervoer;1999 2e kwartaal;115.8;1.0;1.8;137
487;Nationaal verhuisvervoer;1999 3e kwartaal;117.1;1.1;2.3;137
488;Nationaal verhuisvervoer;1999 4e kwartaal;116.3;-0.7;3.2;137
489;Nationaal verhuisvervoer;1999;116.0;;3.7;137
490;Nationaal verhuisvervoer;2000 1e kwartaal;116.2;-0.1;1.4;137
491;Nationaal verhuisvervoer;2000 2e kwartaal;116.8;0.5;0.9;137
492;Nationaal verhuisvervoer;2000 3e kwartaal;122.0;4.5;4.2;137
493;Nationaal verhuisvervoer;2000 4e kwartaal;124.3;1.9;6.9;137
494;Nationaal verhuisvervoer;2000;119.8;;3.3;137
495;Nationaal verhuisvervoer;2001 1e kwartaal;125.2;0.7;7.7;137
496;Nationaal verhuisvervoer;2001 2e kwartaal;130.4;4.2;11.6;137
497;Nationaal verhuisvervoer;2001 3e kwartaal;127.6;-2.1;4.6;137
498;Nationaal verhuisvervoer;2001 4e kwartaal;124.5;-2.4;0.2;137
499;Nationaal verhuisvervoer;2001;126.9;;5.9;137
500;Nationaal verhuisvervoer;2002 1e kwartaal;124.1;-0.3;-0.9;137
501;Nationaal verhuisvervoer;2002 2e kwartaal;126.5;1.9;-3.0;137
502;Nationaal verhuisvervoer;2002 3e kwartaal;127.2;0.6;-0.3;137
503;Nationaal verhuisvervoer;2002 4e kwartaal;125.7;-1.2;1.0;137
504;Nationaal verhuisvervoer;2002;125.9;;-0.8;137
505;Nationaal verhuisvervoer;2003 1e kwartaal;126.8;0.9;2.2;137
506;Nationaal open en gesloten vervoer;1994 1e kwartaal;100.0;;;2592
507;Nationaal open en gesloten vervoer;1994 2e kwartaal;100.0;0.0;;2592
508;Nationaal open en gesloten vervoer;1994 3e kwartaal;100.1;0.1;;2592
509;Nationaal open en gesloten vervoer;1994 4e kwartaal;100.2;0.1;;2592
510;Nationaal open en gesloten vervoer;1994;100.1;;;2592
511;Nationaal open en gesloten vervoer;1995 1e kwartaal;101.9;1.7;1.9;2592
512;Nationaal open en gesloten vervoer;1995 2e kwartaal;101.9;0.0;1.9;2592
513;Nationaal open en gesloten vervoer;1995 3e kwartaal;102.1;0.2;2.0;2592
514;Nationaal open en gesloten vervoer;1995 4e kwartaal;102.4;0.3;2.2;2592
515;Nationaal open en gesloten vervoer;1995;102.1;;2.0;2592
516;Nationaal open en gesloten vervoer;1996 1e kwartaal;103.5;1.1;1.6;2592
517;Nationaal open en gesloten vervoer;1996 2e kwartaal;103.8;0.3;1.9;2592
518;Nationaal open en gesloten vervoer;1996 3e kwartaal;104.0;0.2;1.9;2592
519;Nationaal open en gesloten vervoer;1996 4e kwartaal;104.0;0.0;1.6;2592
520;Nationaal open en gesloten vervoer;1996;103.8;;1.7;2592
521;Nationaal open en gesloten vervoer;1997 1e kwartaal;106.5;2.4;2.9;2592
522;Nationaal open en gesloten vervoer;1997 2e kwartaal;106.7;0.2;2.8;2592
523;Nationaal open en gesloten vervoer;1997 3e kwartaal;107.3;0.6;3.2;2592
524;Nationaal open en gesloten vervoer;1997 4e kwartaal;108.0;0.7;3.8;2592
525;Nationaal open en gesloten vervoer;1997;107.1;;3.2;2592
526;Nationaal open en gesloten vervoer;1998 1e kwartaal;110.9;2.7;4.1;2592
527;Nationaal open en gesloten vervoer;1998 2e kwartaal;110.7;-0.2;3.7;2592
528;Nationaal open en gesloten vervoer;1998 3e kwartaal;110.7;0.0;3.2;2592
529;Nationaal open en gesloten vervoer;1998 4e kwartaal;110.9;0.2;2.7;2592
530;Nationaal open en gesloten vervoer;1998;110.8;;3.5;2592
531;Nationaal open en gesloten vervoer;1999 1e kwartaal;112.2;1.2;1.2;2592
532;Nationaal open en gesloten vervoer;1999 2e kwartaal;112.3;0.1;1.4;2592
533;Nationaal open en gesloten vervoer;1999 3e kwartaal;112.5;0.2;1.6;2592
534;Nationaal open en gesloten vervoer;1999 4e kwartaal;112.9;0.4;1.8;2592
535;Nationaal open en gesloten vervoer;1999;112.5;;1.5;2592
536;Nationaal open en gesloten vervoer;2000 1e kwartaal;115.0;1.9;2.5;2592
537;Nationaal open en gesloten vervoer;2000 2e kwartaal;115.3;0.3;2.7;2592
538;Nationaal open en gesloten vervoer;2000 3e kwartaal;115.7;0.3;2.8;2592
539;Nationaal open en gesloten vervoer;2000 4e kwartaal;117.5;1.6;4.1;2592
540;Nationaal open en gesloten vervoer;2000;115.9;;3.0;2592
541;Nationaal open en gesloten vervoer;2001 1e kwartaal;123.4;5.0;7.3;2592
542;Nationaal open en gesloten vervoer;2001 2e kwartaal;123.4;0.0;7.0;2592
543;Nationaal open en gesloten vervoer;2001 3e kwartaal;123.5;0.1;6.7;2592
544;Nationaal open en gesloten vervoer;2001 4e kwartaal;123.4;-0.1;5.0;2592
545;Nationaal open en gesloten vervoer;2001;123.4;;6.5;2592
546;Nationaal open en gesloten vervoer;2002 1e kwartaal;128.8;4.4;4.4;2592
547;Nationaal open en gesloten vervoer;2002 2e kwartaal;128.9;0.1;4.5;2592
548;Nationaal open en gesloten vervoer;2002 3e kwartaal;129.1;0.2;4.5;2592
549;Nationaal open en gesloten vervoer;2002 4e kwartaal;129.2;0.1;4.7;2592
550;Nationaal open en gesloten vervoer;2002;129.0;;4.5;2592
551;Nationaal open en gesloten vervoer;2003 1e kwartaal;132.5;2.6;2.9;2592
552;Nationaal koel- vriesvervoer;1994 1e kwartaal;100.0;;;312
553;Nationaal koel- vriesvervoer;1994 2e kwartaal;101.7;1.7;;312
554;Nationaal koel- vriesvervoer;1994 3e kwartaal;101.2;-0.5;;312
555;Nationaal koel- vriesvervoer;1994 4e kwartaal;101.2;0.0;;312
556;Nationaal koel- vriesvervoer;1994;101.0;;;312
557;Nationaal koel- vriesvervoer;1995 1e kwartaal;101.4;0.2;1.4;312
558;Nationaal koel- vriesvervoer;1995 2e kwartaal;101.4;0.0;-0.3;312
559;Nationaal koel- vriesvervoer;1995 3e kwartaal;101.3;-0.1;0.1;312
560;Nationaal koel- vriesvervoer;1995 4e kwartaal;101.5;0.2;0.3;312
561;Nationaal koel- vriesvervoer;1995;101.4;;0.4;312
562;Nationaal koel- vriesvervoer;1996 1e kwartaal;102.4;0.9;1.0;312
563;Nationaal koel- vriesvervoer;1996 2e kwartaal;102.9;0.5;1.5;312
564;Nationaal koel- vriesvervoer;1996 3e kwartaal;103.5;0.6;2.2;312
565;Nationaal koel- vriesvervoer;1996 4e kwartaal;102.9;-0.6;1.4;312
566;Nationaal koel- vriesvervoer;1996;102.9;;1.5;312
567;Nationaal koel- vriesvervoer;1997 1e kwartaal;102.9;0.0;0.5;312
568;Nationaal koel- vriesvervoer;1997 2e kwartaal;103.6;0.7;0.7;312
569;Nationaal koel- vriesvervoer;1997 3e kwartaal;103.5;-0.1;0.0;312
570;Nationaal koel- vriesvervoer;1997 4e kwartaal;103.6;0.1;0.7;312
571;Nationaal koel- vriesvervoer;1997;103.4;;0.5;312
572;Nationaal koel- vriesvervoer;1998 1e kwartaal;103.7;0.1;0.8;312
573;Nationaal koel- vriesvervoer;1998 2e kwartaal;103.8;0.1;0.2;312
574;Nationaal koel- vriesvervoer;1998 3e kwartaal;104.7;0.9;1.2;312
575;Nationaal koel- vriesvervoer;1998 4e kwartaal;104.7;0.0;1.1;312
576;Nationaal koel- vriesvervoer;1998;104.3;;0.9;312
577;Nationaal koel- vriesvervoer;1999 1e kwartaal;105.9;1.1;2.1;312
578;Nationaal koel- vriesvervoer;1999 2e kwartaal;105.9;0.0;2.0;312
579;Nationaal koel- vriesvervoer;1999 3e kwartaal;105.9;0.0;1.1;312
580;Nationaal koel- vriesvervoer;1999 4e kwartaal;105.9;0.0;1.1;312
581;Nationaal koel- vriesvervoer;1999;105.9;;1.5;312
582;Nationaal koel- vriesvervoer;2000 1e kwartaal;106.9;0.9;0.9;312
583;Nationaal koel- vriesvervoer;2000 2e kwartaal;107.5;0.6;1.5;312
584;Nationaal koel- vriesvervoer;2000 3e kwartaal;108.2;0.7;2.2;312
585;Nationaal koel- vriesvervoer;2000 4e kwartaal;108.2;0.0;2.2;312
586;Nationaal koel- vriesvervoer;2000;107.7;;1.7;312
587;Nationaal koel- vriesvervoer;2001 1e kwartaal;110.9;2.5;3.7;312
588;Nationaal koel- vriesvervoer;2001 2e kwartaal;110.8;-0.1;3.1;312
589;Nationaal koel- vriesvervoer;2001 3e kwartaal;111.8;0.9;3.3;312
590;Nationaal koel- vriesvervoer;2001 4e kwartaal;111.9;0.1;3.4;312
591;Nationaal koel- vriesvervoer;2001;111.4;;3.4;312
592;Nationaal koel- vriesvervoer;2002 1e kwartaal;114.8;2.6;3.5;312
593;Nationaal koel- vriesvervoer;2002 2e kwartaal;114.6;-0.2;3.4;312
594;Nationaal koel- vriesvervoer;2002 3e kwartaal;114.6;0.0;2.5;312
595;Nationaal koel- vriesvervoer;2002 4e kwartaal;114.6;0.0;2.4;312
596;Nationaal koel- vriesvervoer;2002;114.7;;3.0;312
597;Nationaal koel- vriesvervoer;2003 1e kwartaal;115.7;1.0;0.8;312
598;Nationaal tankvervoer;1994 1e kwartaal;100.0;;;426
599;Nationaal tankvervoer;1994 2e kwartaal;100.3;0.3;;426
600;Nationaal tankvervoer;1994 3e kwartaal;101.3;1.0;;426
601;Nationaal tankvervoer;1994 4e kwartaal;100.9;-0.4;;426
602;Nationaal tankvervoer;1994;100.6;;;426
603;Nationaal tankvervoer;1995 1e kwartaal;100.6;-0.3;0.6;426
604;Nationaal tankvervoer;1995 2e kwartaal;100.6;0.0;0.3;426
605;Nationaal tankvervoer;1995 3e kwartaal;99.3;-1.3;-2.0;426
606;Nationaal tankvervoer;1995 4e kwartaal;99.3;0.0;-1.6;426
607;Nationaal tankvervoer;1995;99.9;;-0.7;426
608;Nationaal tankvervoer;1996 1e kwartaal;99.4;0.1;-1.2;426
609;Nationaal tankvervoer;1996 2e kwartaal;99.4;0.0;-1.2;426
610;Nationaal tankvervoer;1996 3e kwartaal;99.0;-0.4;-0.3;426
611;Nationaal tankvervoer;1996 4e kwartaal;99.0;0.0;-0.3;426
612;Nationaal tankvervoer;1996;99.2;;-0.7;426
613;Nationaal tankvervoer;1997 1e kwartaal;99.6;0.6;0.2;426
614;Nationaal tankvervoer;1997 2e kwartaal;100.1;0.5;0.7;426
615;Nationaal tankvervoer;1997 3e kwartaal;100.1;0.0;1.1;426
616;Nationaal tankvervoer;1997 4e kwartaal;100.1;0.0;1.1;426
617;Nationaal tankvervoer;1997;100.0;;0.8;426
618;Nationaal tankvervoer;1998 1e kwartaal;100.5;0.4;0.9;426
619;Nationaal tankvervoer;1998 2e kwartaal;100.4;-0.1;0.3;426
620;Nationaal tankvervoer;1998 3e kwartaal;99.8;-0.6;-0.3;426
621;Nationaal tankvervoer;1998 4e kwartaal;100.1;0.3;0.0;426
622;Nationaal tankvervoer;1998;100.2;;0.2;426
623;Nationaal tankvervoer;1999 1e kwartaal;99.4;-0.7;-1.1;426
624;Nationaal tankvervoer;1999 2e kwartaal;99.4;0.0;-1.0;426
625;Nationaal tankvervoer;1999 3e kwartaal;98.9;-0.5;-0.9;426
626;Nationaal tankvervoer;1999 4e kwartaal;99.5;0.6;-0.6;426
627;Nationaal tankvervoer;1999;99.3;;-0.9;426
628;Nationaal tankvervoer;2000 1e kwartaal;101.4;1.9;2.0;426
629;Nationaal tankvervoer;2000 2e kwartaal;100.2;-1.2;0.8;426
630;Nationaal tankvervoer;2000 3e kwartaal;101.0;0.8;2.1;426
631;Nationaal tankvervoer;2000 4e kwartaal;101.6;0.6;2.1;426
632;Nationaal tankvervoer;2000;101.1;;1.8;426
633;Nationaal tankvervoer;2001 1e kwartaal;102.6;1.0;1.2;426
634;Nationaal tankvervoer;2001 2e kwartaal;103.2;0.6;3.0;426
635;Nationaal tankvervoer;2001 3e kwartaal;102.5;-0.7;1.5;426
636;Nationaal tankvervoer;2001 4e kwartaal;102.9;0.4;1.3;426
637;Nationaal tankvervoer;2001;102.8;;1.7;426
638;Nationaal tankvervoer;2002 1e kwartaal;103.9;1.0;1.3;426
639;Nationaal tankvervoer;2002 2e kwartaal;104.2;0.3;1.0;426
640;Nationaal tankvervoer;2002 3e kwartaal;104.0;-0.2;1.5;426
641;Nationaal tankvervoer;2002 4e kwartaal;104.5;0.5;1.6;426
642;Nationaal tankvervoer;2002;104.2;;1.4;426
643;Nationaal tankvervoer;2003 1e kwartaal;106.0;1.4;2.0;426
644;Nationaal kippervervoer;1994 1e kwartaal;100.0;;;304
645;Nationaal kippervervoer;1994 2e kwartaal;100.3;0.3;;304
646;Nationaal kippervervoer;1994 3e kwartaal;100.3;0.0;;304
647;Nationaal kippervervoer;1994 4e kwartaal;99.4;-0.9;;304
648;Nationaal kippervervoer;1994;100.0;;;304
649;Nationaal kippervervoer;1995 1e kwartaal;100.0;0.6;0.0;304
650;Nationaal kippervervoer;1995 2e kwartaal;100.3;0.3;0.0;304
651;Nationaal kippervervoer;1995 3e kwartaal;101.1;0.8;0.8;304
652;Nationaal kippervervoer;1995 4e kwartaal;101.8;0.7;2.4;304
653;Nationaal kippervervoer;1995;100.8;;0.8;304
654;Nationaal kippervervoer;1996 1e kwartaal;102.1;0.3;2.1;304
655;Nationaal kippervervoer;1996 2e kwartaal;102.8;0.7;2.5;304
656;Nationaal kippervervoer;1996 3e kwartaal;102.5;-0.3;1.4;304
657;Nationaal kippervervoer;1996 4e kwartaal;104.6;2.0;2.8;304
658;Nationaal kippervervoer;1996;103.0;;2.2;304
659;Nationaal kippervervoer;1997 1e kwartaal;103.8;-0.8;1.7;304
660;Nationaal kippervervoer;1997 2e kwartaal;103.3;-0.5;0.5;304
661;Nationaal kippervervoer;1997 3e kwartaal;103.2;-0.1;0.7;304
662;Nationaal kippervervoer;1997 4e kwartaal;103.7;0.5;-0.9;304
663;Nationaal kippervervoer;1997;103.5;;0.5;304
664;Nationaal kippervervoer;1998 1e kwartaal;104.7;1.0;0.9;304
665;Nationaal kippervervoer;1998 2e kwartaal;104.4;-0.3;1.1;304
666;Nationaal kippervervoer;1998 3e kwartaal;104.9;0.5;1.6;304
667;Nationaal kippervervoer;1998 4e kwartaal;105.2;0.3;1.4;304
668;Nationaal kippervervoer;1998;104.8;;1.3;304
669;Nationaal kippervervoer;1999 1e kwartaal;106.1;0.9;1.3;304
670;Nationaal kippervervoer;1999 2e kwartaal;106.2;0.1;1.7;304
671;Nationaal kippervervoer;1999 3e kwartaal;107.4;1.1;2.4;304
672;Nationaal kippervervoer;1999 4e kwartaal;107.3;-0.1;2.0;304
673;Nationaal kippervervoer;1999;106.8;;1.9;304
674;Nationaal kippervervoer;2000 1e kwartaal;110.8;3.3;4.4;304
675;Nationaal kippervervoer;2000 2e kwartaal;111.5;0.6;5.0;304
676;Nationaal kippervervoer;2000 3e kwartaal;113.5;1.8;5.7;304
677;Nationaal kippervervoer;2000 4e kwartaal;114.4;0.8;6.6;304
678;Nationaal kippervervoer;2000;112.6;;5.4;304
679;Nationaal kippervervoer;2001 1e kwartaal;119.7;4.6;8.0;304
680;Nationaal kippervervoer;2001 2e kwartaal;121.1;1.2;8.6;304
681;Nationaal kippervervoer;2001 3e kwartaal;120.8;-0.2;6.4;304
682;Nationaal kippervervoer;2001 4e kwartaal;120.7;-0.1;5.5;304
683;Nationaal kippervervoer;2001;120.6;;7.1;304
684;Nationaal kippervervoer;2002 1e kwartaal;122.8;1.7;2.6;304
685;Nationaal kippervervoer;2002 2e kwartaal;127.6;3.9;5.4;304
686;Nationaal kippervervoer;2002 3e kwartaal;127.6;0.0;5.6;304
687;Nationaal kippervervoer;2002 4e kwartaal;127.1;-0.4;5.3;304
688;Nationaal kippervervoer;2002;126.3;;4.7;304
689;Nationaal kippervervoer;2003 1e kwartaal;125.9;-0.9;2.5;304
690;Nationaal overig vervoer;1994 1e kwartaal;100.0;;;835
691;Nationaal overig vervoer;1994 2e kwartaal;99.9;-0.1;;835
692;Nationaal overig vervoer;1994 3e kwartaal;99.8;-0.1;;835
693;Nationaal overig vervoer;1994 4e kwartaal;100.1;0.3;;835
694;Nationaal overig vervoer;1994;100.0;;;835
695;Nationaal overig vervoer;1995 1e kwartaal;101.5;1.4;1.5;835
696;Nationaal overig vervoer;1995 2e kwartaal;100.8;-0.7;0.9;835
697;Nationaal overig vervoer;1995 3e kwartaal;101.9;1.1;2.1;835
698;Nationaal overig vervoer;1995 4e kwartaal;101.1;-0.8;1.0;835
699;Nationaal overig vervoer;1995;101.3;;1.3;835
700;Nationaal overig vervoer;1996 1e kwartaal;101.0;-0.1;-0.5;835
701;Nationaal overig vervoer;1996 2e kwartaal;101.5;0.5;0.7;835
702;Nationaal overig vervoer;1996 3e kwartaal;101.5;0.0;-0.4;835
703;Nationaal overig vervoer;1996 4e kwartaal;101.5;0.0;0.4;835
704;Nationaal overig vervoer;1996;101.4;;0.1;835
705;Nationaal overig vervoer;1997 1e kwartaal;103.4;1.9;2.4;835
706;Nationaal overig vervoer;1997 2e kwartaal;103.2;-0.2;1.7;835
707;Nationaal overig vervoer;1997 3e kwartaal;103.1;-0.1;1.6;835
708;Nationaal overig vervoer;1997 4e kwartaal;103.1;0.0;1.6;835
709;Nationaal overig vervoer;1997;103.2;;1.8;835
710;Nationaal overig vervoer;1998 1e kwartaal;103.7;0.6;0.3;835
711;Nationaal overig vervoer;1998 2e kwartaal;103.6;-0.1;0.4;835
712;Nationaal overig vervoer;1998 3e kwartaal;103.7;0.1;0.6;835
713;Nationaal overig vervoer;1998 4e kwartaal;104.4;0.7;1.3;835
714;Nationaal overig vervoer;1998;103.8;;0.6;835
715;Nationaal overig vervoer;1999 1e kwartaal;105.2;0.8;1.4;835
716;Nationaal overig vervoer;1999 2e kwartaal;105.2;0.0;1.5;835
717;Nationaal overig vervoer;1999 3e kwartaal;106.0;0.8;2.2;835
718;Nationaal overig vervoer;1999 4e kwartaal;106.2;0.2;1.7;835
719;Nationaal overig vervoer;1999;105.7;;1.8;835
720;Nationaal overig vervoer;2000 1e kwartaal;108.7;2.4;3.3;835
721;Nationaal overig vervoer;2000 2e kwartaal;110.1;1.3;4.7;835
722;Nationaal overig vervoer;2000 3e kwartaal;111.9;1.6;5.6;835
723;Nationaal overig vervoer;2000 4e kwartaal;112.6;0.6;6.0;835
724;Nationaal overig vervoer;2000;110.8;;4.8;835
725;Nationaal overig vervoer;2001 1e kwartaal;113.5;0.8;4.4;835
726;Nationaal overig vervoer;2001 2e kwartaal;114.2;0.6;3.7;835
727;Nationaal overig vervoer;2001 3e kwartaal;114.5;0.3;2.3;835
