ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
7478;Totaal;Wijk 28 Rodenrijs;2015;Lansingerland                           ;Wijk     ;WK162128;1.0;55.0;45.0;45.0;105.0
7479;Totaal;Wijk 31 Bleiswijk;1e halfjaar 2015;Lansingerland                           ;Wijk     ;WK162131;1.0;390.0;330.0;90.0;180.0
7480;Totaal;Wijk 31 Bleiswijk;2e halfjaar 2015;Lansingerland                           ;Wijk     ;WK162131;1.0;395.0;335.0;95.0;185.0
7481;Totaal;Wijk 31 Bleiswijk;2015;Lansingerland                           ;Wijk     ;WK162131;1.0;425.0;355.0;100.0;195.0
7482;Totaal;Wijk 32 Hoekeindse Zoom;1e halfjaar 2015;Lansingerland                           ;Wijk     ;WK162132;1.0;335.0;280.0;50.0;115.0
7483;Totaal;Wijk 32 Hoekeindse Zoom;2e halfjaar 2015;Lansingerland                           ;Wijk     ;WK162132;1.0;350.0;295.0;55.0;120.0
7484;Totaal;Wijk 32 Hoekeindse Zoom;2015;Lansingerland                           ;Wijk     ;WK162132;1.0;400.0;330.0;60.0;135.0
7485;Totaal;Wijk 33 Bleiswijk Buiten;1e halfjaar 2015;Lansingerland                           ;Wijk     ;WK162133;1.0;30.0;30.0;25.0;70.0
7486;Totaal;Wijk 33 Bleiswijk Buiten;2e halfjaar 2015;Lansingerland                           ;Wijk     ;WK162133;1.0;30.0;25.0;25.0;65.0
7487;Totaal;Wijk 33 Bleiswijk Buiten;2015;Lansingerland                           ;Wijk     ;WK162133;1.0;35.0;30.0;30.0;75.0
7488;Totaal;Leudal;1e halfjaar 2015;                                        ;         ;        ;;;;;
7489;Totaal;Leudal;2e halfjaar 2015;                                        ;         ;        ;;;;;
7490;Totaal;Leudal;2015;                                        ;         ;        ;;;;;
7491;Totaal;Heythuysen;1e halfjaar 2015;                                        ;         ;        ;;;;;
7492;Totaal;Heythuysen;2e halfjaar 2015;                                        ;         ;        ;;;;;
7493;Totaal;Heythuysen;2015;                                        ;         ;        ;;;;;
7494;Totaal;Heibloem;1e halfjaar 2015;                                        ;         ;        ;;;;;
7495;Totaal;Heibloem;2e halfjaar 2015;                                        ;         ;        ;;;;;
7496;Totaal;Heibloem;2015;                                        ;         ;        ;;;;;
7497;Totaal;Roggel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7498;Totaal;Roggel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7499;Totaal;Roggel;2015;                                        ;         ;        ;;;;;
7500;Totaal;Neer;1e halfjaar 2015;                                        ;         ;        ;;;;;
7501;Totaal;Neer;2e halfjaar 2015;                                        ;         ;        ;;;;;
7502;Totaal;Neer;2015;                                        ;         ;        ;;;;;
7503;Totaal;Nunhem;1e halfjaar 2015;                                        ;         ;        ;;;;;
7504;Totaal;Nunhem;2e halfjaar 2015;                                        ;         ;        ;;;;;
7505;Totaal;Nunhem;2015;                                        ;         ;        ;;;;;
7506;Totaal;Haelen;1e halfjaar 2015;                                        ;         ;        ;;;;;
7507;Totaal;Haelen;2e halfjaar 2015;                                        ;         ;        ;;;;;
7508;Totaal;Haelen;2015;                                        ;         ;        ;;;;;
7509;Totaal;Buggenum;1e halfjaar 2015;                                        ;         ;        ;;;;;
7510;Totaal;Buggenum;2e halfjaar 2015;                                        ;         ;        ;;;;;
7511;Totaal;Buggenum;2015;                                        ;         ;        ;;;;;
7512;Totaal;Horn;1e halfjaar 2015;                                        ;         ;        ;;;;;
7513;Totaal;Horn;2e halfjaar 2015;                                        ;         ;        ;;;;;
7514;Totaal;Horn;2015;                                        ;         ;        ;;;;;
7515;Totaal;Baexem;1e halfjaar 2015;                                        ;         ;        ;;;;;
7516;Totaal;Baexem;2e halfjaar 2015;                                        ;         ;        ;;;;;
7517;Totaal;Baexem;2015;                                        ;         ;        ;;;;;
7518;Totaal;Kelpen-Oler;1e halfjaar 2015;                                        ;         ;        ;;;;;
7519;Totaal;Kelpen-Oler;2e halfjaar 2015;                                        ;         ;        ;;;;;
7520;Totaal;Kelpen-Oler;2015;                                        ;         ;        ;;;;;
7521;Totaal;Grathem;1e halfjaar 2015;                                        ;         ;        ;;;;;
7522;Totaal;Grathem;2e halfjaar 2015;                                        ;         ;        ;;;;;
7523;Totaal;Grathem;2015;                                        ;         ;        ;;;;;
7524;Totaal;Ell;1e halfjaar 2015;                                        ;         ;        ;;;;;
7525;Totaal;Ell;2e halfjaar 2015;                                        ;         ;        ;;;;;
7526;Totaal;Ell;2015;                                        ;         ;        ;;;;;
7527;Totaal;Haler;1e halfjaar 2015;                                        ;         ;        ;;;;;
7528;Totaal;Haler;2e halfjaar 2015;                                        ;         ;        ;;;;;
7529;Totaal;Haler;2015;                                        ;         ;        ;;;;;
7530;Totaal;Hunsel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7531;Totaal;Hunsel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7532;Totaal;Hunsel;2015;                                        ;         ;        ;;;;;
7533;Totaal;Neeritter;1e halfjaar 2015;                                        ;         ;        ;;;;;
7534;Totaal;Neeritter;2e halfjaar 2015;                                        ;         ;        ;;;;;
7535;Totaal;Neeritter;2015;                                        ;         ;        ;;;;;
7536;Totaal;Ittervoort;1e halfjaar 2015;                                        ;         ;        ;;;;;
7537;Totaal;Ittervoort;2e halfjaar 2015;                                        ;         ;        ;;;;;
7538;Totaal;Ittervoort;2015;                                        ;         ;        ;;;;;
7539;Totaal;Maasgouw;1e halfjaar 2015;                                        ;         ;        ;;;;;
7540;Totaal;Maasgouw;2e halfjaar 2015;                                        ;         ;        ;;;;;
7541;Totaal;Maasgouw;2015;                                        ;         ;        ;;;;;
7542;Totaal;Wijk 00 Maasbracht;1e halfjaar 2015;                                        ;         ;        ;;;;;
7543;Totaal;Wijk 00 Maasbracht;2e halfjaar 2015;                                        ;         ;        ;;;;;
7544;Totaal;Wijk 00 Maasbracht;2015;                                        ;         ;        ;;;;;
7545;Totaal;Wijk 01 Linne;1e halfjaar 2015;                                        ;         ;        ;;;;;
7546;Totaal;Wijk 01 Linne;2e halfjaar 2015;                                        ;         ;        ;;;;;
7547;Totaal;Wijk 01 Linne;2015;                                        ;         ;        ;;;;;
7548;Totaal;Wijk 02 Stevensweert;1e halfjaar 2015;                                        ;         ;        ;;;;;
7549;Totaal;Wijk 02 Stevensweert;2e halfjaar 2015;                                        ;         ;        ;;;;;
7550;Totaal;Wijk 02 Stevensweert;2015;                                        ;         ;        ;;;;;
7551;Totaal;Wijk 03 Ohé en Laak;1e halfjaar 2015;                                        ;         ;        ;;;;;
7552;Totaal;Wijk 03 Ohé en Laak;2e halfjaar 2015;                                        ;         ;        ;;;;;
7553;Totaal;Wijk 03 Ohé en Laak;2015;                                        ;         ;        ;;;;;
7554;Totaal;Wijk 04 Thorn;1e halfjaar 2015;                                        ;         ;        ;;;;;
7555;Totaal;Wijk 04 Thorn;2e halfjaar 2015;                                        ;         ;        ;;;;;
7556;Totaal;Wijk 04 Thorn;2015;                                        ;         ;        ;;;;;
7557;Totaal;Wijk 05 Heel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7558;Totaal;Wijk 05 Heel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7559;Totaal;Wijk 05 Heel;2015;                                        ;         ;        ;;;;;
7560;Totaal;Wijk 06 Beegden;1e halfjaar 2015;                                        ;         ;        ;;;;;
7561;Totaal;Wijk 06 Beegden;2e halfjaar 2015;                                        ;         ;        ;;;;;
7562;Totaal;Wijk 06 Beegden;2015;                                        ;         ;        ;;;;;
7563;Totaal;Wijk 07 Wessem;1e halfjaar 2015;                                        ;         ;        ;;;;;
7564;Totaal;Wijk 07 Wessem;2e halfjaar 2015;                                        ;         ;        ;;;;;
7565;Totaal;Wijk 07 Wessem;2015;                                        ;         ;        ;;;;;
7566;Totaal;Eemsmond;1e halfjaar 2015;                                        ;         ;        ;;;;;
7567;Totaal;Eemsmond;2e halfjaar 2015;                                        ;         ;        ;;;;;
7568;Totaal;Eemsmond;2015;                                        ;         ;        ;;;;;
7569;Totaal;Wijk 00;1e halfjaar 2015;                                        ;         ;        ;;;;;
7570;Totaal;Wijk 00;2e halfjaar 2015;                                        ;         ;        ;;;;;
7571;Totaal;Wijk 00;2015;                                        ;         ;        ;;;;;
7572;Totaal;Wijk 01;1e halfjaar 2015;                                        ;         ;        ;;;;;
7573;Totaal;Wijk 01;2e halfjaar 2015;                                        ;         ;        ;;;;;
7574;Totaal;Wijk 01;2015;                                        ;         ;        ;;;;;
7575;Totaal;Wijk 02;1e halfjaar 2015;                                        ;         ;        ;;;;;
7576;Totaal;Wijk 02;2e halfjaar 2015;                                        ;         ;        ;;;;;
7577;Totaal;Wijk 02;2015;                                        ;         ;        ;;;;;
7578;Totaal;Wijk 03;1e halfjaar 2015;                                        ;         ;        ;;;;;
7579;Totaal;Wijk 03;2e halfjaar 2015;                                        ;         ;        ;;;;;
7580;Totaal;Wijk 03;2015;                                        ;         ;        ;;;;;
7581;Totaal;Wijk 04;1e halfjaar 2015;                                        ;         ;        ;;;;;
7582;Totaal;Wijk 04;2e halfjaar 2015;                                        ;         ;        ;;;;;
7583;Totaal;Wijk 04;2015;                                        ;         ;        ;;;;;
7584;Totaal;Gemert-Bakel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7585;Totaal;Gemert-Bakel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7586;Totaal;Gemert-Bakel;2015;                                        ;         ;        ;;;;;
7587;Totaal;Wijk 00 Gemert;1e halfjaar 2015;                                        ;         ;        ;;;;;
7588;Totaal;Wijk 00 Gemert;2e halfjaar 2015;                                        ;         ;        ;;;;;
7589;Totaal;Wijk 00 Gemert;2015;                                        ;         ;        ;;;;;
7590;Totaal;Wijk 01 Handel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7591;Totaal;Wijk 01 Handel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7592;Totaal;Wijk 01 Handel;2015;                                        ;         ;        ;;;;;
7593;Totaal;Wijk 02 De Mortel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7594;Totaal;Wijk 02 De Mortel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7595;Totaal;Wijk 02 De Mortel;2015;                                        ;         ;        ;;;;;
7596;Totaal;Wijk 03 Elsendorp;1e halfjaar 2015;                                        ;         ;        ;;;;;
7597;Totaal;Wijk 03 Elsendorp;2e halfjaar 2015;                                        ;         ;        ;;;;;
7598;Totaal;Wijk 03 Elsendorp;2015;                                        ;         ;        ;;;;;
7599;Totaal;Wijk 04 Bakel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7600;Totaal;Wijk 04 Bakel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7601;Totaal;Wijk 04 Bakel;2015;                                        ;         ;        ;;;;;
7602;Totaal;Wijk 05 Milheeze;1e halfjaar 2015;                                        ;         ;        ;;;;;
7603;Totaal;Wijk 05 Milheeze;2e halfjaar 2015;                                        ;         ;        ;;;;;
7604;Totaal;Wijk 05 Milheeze;2015;                                        ;         ;        ;;;;;
7605;Totaal;Wijk 06 De Rips;1e halfjaar 2015;                                        ;         ;        ;;;;;
7606;Totaal;Wijk 06 De Rips;2e halfjaar 2015;                                        ;         ;        ;;;;;
7607;Totaal;Wijk 06 De Rips;2015;                                        ;         ;        ;;;;;
7608;Totaal;Halderberge;1e halfjaar 2015;Halderberge                             ;Gemeente ;GM1655  ;;2665.0;2305.0;90.0;175.0
7609;Totaal;Halderberge;2e halfjaar 2015;Halderberge                             ;Gemeente ;GM1655  ;;2715.0;2340.0;90.0;180.0
7610;Totaal;Halderberge;2015;Halderberge                             ;Gemeente ;GM1655  ;;2910.0;2475.0;95.0;190.0
7611;Totaal;Wijk 01 Oud Gastel;1e halfjaar 2015;Halderberge                             ;Wijk     ;WK165501;1.0;520.0;460.0;80.0;170.0
7612;Totaal;Wijk 01 Oud Gastel;2e halfjaar 2015;Halderberge                             ;Wijk     ;WK165501;1.0;520.0;460.0;80.0;170.0
7613;Totaal;Wijk 01 Oud Gastel;2015;Halderberge                             ;Wijk     ;WK165501;1.0;545.0;480.0;85.0;175.0
7614;Totaal;Wijk 02 Stampersgat;1e halfjaar 2015;Halderberge                             ;Wijk     ;WK165502;1.0;70.0;65.0;60.0;125.0
7615;Totaal;Wijk 02 Stampersgat;2e halfjaar 2015;Halderberge                             ;Wijk     ;WK165502;1.0;80.0;70.0;65.0;135.0
7616;Totaal;Wijk 02 Stampersgat;2015;Halderberge                             ;Wijk     ;WK165502;1.0;90.0;75.0;70.0;145.0
7617;Totaal;Wijk 03 Oudenbosch;1e halfjaar 2015;Halderberge                             ;Wijk     ;WK165503;1.0;1465.0;1230.0;110.0;210.0
7618;Totaal;Wijk 03 Oudenbosch;2e halfjaar 2015;Halderberge                             ;Wijk     ;WK165503;1.0;1495.0;1255.0;115.0;210.0
7619;Totaal;Wijk 03 Oudenbosch;2015;Halderberge                             ;Wijk     ;WK165503;1.0;1595.0;1325.0;120.0;220.0
7620;Totaal;Wijk 04 Hoeven;1e halfjaar 2015;Halderberge                             ;Wijk     ;WK165504;1.0;475.0;425.0;70.0;150.0
7621;Totaal;Wijk 04 Hoeven;2e halfjaar 2015;Halderberge                             ;Wijk     ;WK165504;1.0;495.0;435.0;75.0;150.0
7622;Totaal;Wijk 04 Hoeven;2015;Halderberge                             ;Wijk     ;WK165504;1.0;530.0;465.0;80.0;160.0
7623;Totaal;Wijk 05 Bosschenhoofd;1e halfjaar 2015;Halderberge                             ;Wijk     ;WK165505;1.0;135.0;120.0;60.0;120.0
7624;Totaal;Wijk 05 Bosschenhoofd;2e halfjaar 2015;Halderberge                             ;Wijk     ;WK165505;1.0;125.0;115.0;55.0;115.0
7625;Totaal;Wijk 05 Bosschenhoofd;2015;Halderberge                             ;Wijk     ;WK165505;1.0;145.0;130.0;65.0;125.0
7626;Totaal;Heeze-Leende;1e halfjaar 2015;                                        ;         ;        ;;;;;
7627;Totaal;Heeze-Leende;2e halfjaar 2015;                                        ;         ;        ;;;;;
7628;Totaal;Heeze-Leende;2015;                                        ;         ;        ;;;;;
7629;Totaal;Wijk 00 Heeze;1e halfjaar 2015;                                        ;         ;        ;;;;;
7630;Totaal;Wijk 00 Heeze;2e halfjaar 2015;                                        ;         ;        ;;;;;
7631;Totaal;Wijk 00 Heeze;2015;                                        ;         ;        ;;;;;
7632;Totaal;Wijk 01 Leende;1e halfjaar 2015;                                        ;         ;        ;;;;;
7633;Totaal;Wijk 01 Leende;2e halfjaar 2015;                                        ;         ;        ;;;;;
7634;Totaal;Wijk 01 Leende;2015;                                        ;         ;        ;;;;;
7635;Totaal;Wijk 02 Leenderstrijp;1e halfjaar 2015;                                        ;         ;        ;;;;;
7636;Totaal;Wijk 02 Leenderstrijp;2e halfjaar 2015;                                        ;         ;        ;;;;;
7637;Totaal;Wijk 02 Leenderstrijp;2015;                                        ;         ;        ;;;;;
7638;Totaal;Wijk 03 Sterksel;1e halfjaar 2015;                                        ;         ;        ;;;;;
7639;Totaal;Wijk 03 Sterksel;2e halfjaar 2015;                                        ;         ;        ;;;;;
7640;Totaal;Wijk 03 Sterksel;2015;                                        ;         ;        ;;;;;
7641;Totaal;Laarbeek;1e halfjaar 2015;Laarbeek                                ;Gemeente ;GM1659  ;;1890.0;1605.0;85.0;175.0
7642;Totaal;Laarbeek;2e halfjaar 2015;Laarbeek                                ;Gemeente ;GM1659  ;;1880.0;1585.0;85.0;170.0
7643;Totaal;Laarbeek;2015;Laarbeek                                ;Gemeente ;GM1659  ;;2040.0;1700.0;90.0;185.0
7644;Totaal;Wijk 00 Beek en Donk;1e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165900;1.0;985.0;825.0;95.0;185.0
7645;Totaal;Wijk 00 Beek en Donk;2e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165900;1.0;975.0;815.0;95.0;185.0
7646;Totaal;Wijk 00 Beek en Donk;2015;Laarbeek                                ;Wijk     ;WK165900;1.0;1055.0;870.0;100.0;195.0
7647;Totaal;Wijk 01 Aarle-Rixtel;1e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165901;1.0;490.0;420.0;85.0;175.0
7648;Totaal;Wijk 01 Aarle-Rixtel;2e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165901;1.0;490.0;410.0;85.0;170.0
7649;Totaal;Wijk 01 Aarle-Rixtel;2015;Laarbeek                                ;Wijk     ;WK165901;1.0;535.0;445.0;95.0;185.0
7650;Totaal;Wijk 02 Lieshout;1e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165902;1.0;315.0;275.0;75.0;160.0
7651;Totaal;Wijk 02 Lieshout;2e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165902;1.0;315.0;270.0;75.0;155.0
7652;Totaal;Wijk 02 Lieshout;2015;Laarbeek                                ;Wijk     ;WK165902;1.0;340.0;285.0;80.0;165.0
7653;Totaal;Wijk 03 Mariahout;1e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165903;1.0;100.0;90.0;50.0;125.0
7654;Totaal;Wijk 03 Mariahout;2e halfjaar 2015;Laarbeek                                ;Wijk     ;WK165903;1.0;100.0;90.0;50.0;120.0
7655;Totaal;Wijk 03 Mariahout;2015;Laarbeek                                ;Wijk     ;WK165903;1.0;110.0;95.0;55.0;130.0
7656;Totaal;De Marne;1e halfjaar 2015;                                        ;         ;        ;;;;;
7657;Totaal;De Marne;2e halfjaar 2015;                                        ;         ;        ;;;;;
7658;Totaal;De Marne;2015;                                        ;         ;        ;;;;;
7659;Totaal;Wijk 00;1e halfjaar 2015;                                        ;         ;        ;;;;;
7660;Totaal;Wijk 00;2e halfjaar 2015;                                        ;         ;        ;;;;;
7661;Totaal;Wijk 00;2015;                                        ;         ;        ;;;;;
7662;Totaal;Wijk 01;1e halfjaar 2015;                                        ;         ;        ;;;;;
7663;Totaal;Wijk 01;2e halfjaar 2015;                                        ;         ;        ;;;;;
7664;Totaal;Wijk 01;2015;                                        ;         ;        ;;;;;
7665;Totaal;Wijk 02;1e halfjaar 2015;                                        ;         ;        ;;;;;
7666;Totaal;Wijk 02;2e halfjaar 2015;                                        ;         ;        ;;;;;
7667;Totaal;Wijk 02;2015;                                        ;         ;        ;;;;;
7668;Totaal;Wijk 03;1e halfjaar 2015;                                        ;         ;        ;;;;;
7669;Totaal;Wijk 03;2e halfjaar 2015;                                        ;         ;        ;;;;;
7670;Totaal;Wijk 03;2015;                                        ;         ;        ;;;;;
7671;Totaal;Reusel-De Mierden;1e halfjaar 2015;Reusel-De Mierden                       ;Gemeente ;GM1667  ;;715.0;635.0;55.0;120.0
7672;Totaal;Reusel-De Mierden;2e halfjaar 2015;Reusel-De Mierden                       ;Gemeente ;GM1667  ;;660.0;585.0;50.0;110.0
7673;Totaal;Reusel-De Mierden;2015;Reusel-De Mierden                       ;Gemeente ;GM1667  ;;765.0;670.0;60.0;125.0
7674;Totaal;Wijk 00 Reusel;1e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166700;1.0;510.0;450.0;60.0;125.0
7675;Totaal;Wijk 00 Reusel;2e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166700;1.0;465.0;410.0;55.0;115.0
7676;Totaal;Wijk 00 Reusel;2015;Reusel-De Mierden                       ;Wijk     ;WK166700;1.0;540.0;470.0;65.0;130.0
7677;Totaal;Wijk 01 Hooge Mierde;1e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166701;1.0;70.0;60.0;40.0;90.0
7678;Totaal;Wijk 01 Hooge Mierde;2e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166701;1.0;65.0;60.0;40.0;85.0
7679;Totaal;Wijk 01 Hooge Mierde;2015;Reusel-De Mierden                       ;Wijk     ;WK166701;1.0;80.0;70.0;45.0;100.0
7680;Totaal;Wijk 02 Lage Mierde;1e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166702;1.0;105.0;95.0;60.0;120.0
7681;Totaal;Wijk 02 Lage Mierde;2e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166702;1.0;100.0;85.0;55.0;115.0
7682;Totaal;Wijk 02 Lage Mierde;2015;Reusel-De Mierden                       ;Wijk     ;WK166702;1.0;110.0;95.0;60.0;125.0
7683;Totaal;Wijk 03 Hulsel;1e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166703;1.0;30.0;25.0;40.0;85.0
7684;Totaal;Wijk 03 Hulsel;2e halfjaar 2015;Reusel-De Mierden                       ;Wijk     ;WK166703;1.0;30.0;25.0;35.0;80.0
7685;Totaal;Wijk 03 Hulsel;2015;Reusel-De Mierden                       ;Wijk     ;WK166703;1.0;35.0;30.0;45.0;95.0
7686;Totaal;Roerdalen;1e halfjaar 2015;                                        ;         ;        ;;;;;
7687;Totaal;Roerdalen;2e halfjaar 2015;                                        ;         ;        ;;;;;
7688;Totaal;Roerdalen;2015;                                        ;         ;        ;;;;;
7689;Totaal;Montfort;1e halfjaar 2015;                                        ;         ;        ;;;;;
7690;Totaal;Montfort;2e halfjaar 2015;                                        ;         ;        ;;;;;
7691;Totaal;Montfort;2015;                                        ;         ;        ;;;;;
7692;Totaal;Sint Odiliënberg;1e halfjaar 2015;                                        ;         ;        ;;;;;
7693;Totaal;Sint Odiliënberg;2e halfjaar 2015;                                        ;         ;        ;;;;;
7694;Totaal;Sint Odiliënberg;2015;                                        ;         ;        ;;;;;
7695;Totaal;Melick;1e halfjaar 2015;                                        ;         ;        ;;;;;
7696;Totaal;Melick;2e halfjaar 2015;                                        ;         ;        ;;;;;
7697;Totaal;Melick;2015;                                        ;         ;        ;;;;;
7698;Totaal;Posterholt;1e halfjaar 2015;                                        ;         ;        ;;;;;
7699;Totaal;Posterholt;2e halfjaar 2015;                                        ;         ;        ;;;;;
7700;Totaal;Posterholt;2015;                                        ;         ;        ;;;;;
7701;Totaal;Herkenbosch;1e halfjaar 2015;                                        ;         ;        ;;;;;
7702;Totaal;Herkenbosch;2e halfjaar 2015;                                        ;         ;        ;;;;;
7703;Totaal;Herkenbosch;2015;                                        ;         ;        ;;;;;
7704;Totaal;Vlodrop;1e halfjaar 2015;                                        ;         ;        ;;;;;
7705;Totaal;Vlodrop;2e halfjaar 2015;                                        ;         ;        ;;;;;
7706;Totaal;Vlodrop;2015;                                        ;         ;        ;;;;;
7707;Totaal;Roosendaal;1e halfjaar 2015;Roosendaal                              ;Gemeente ;GM1674  ;;8815.0;7110.0;115.0;205.0
7708;Totaal;Roosendaal;2e halfjaar 2015;Roosendaal                              ;Gemeente ;GM1674  ;;9055.0;7370.0;115.0;210.0
7709;Totaal;Roosendaal;2015;Roosendaal                              ;Gemeente ;GM1674  ;;9725.0;7790.0;125.0;220.0
7710;Totaal;Wijk 00 Centrum;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167400;1.0;695.0;615.0;115.0;175.0
7711;Totaal;Wijk 00 Centrum;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167400;1.0;695.0;635.0;115.0;175.0
7712;Totaal;Wijk 00 Centrum;2015;Roosendaal                              ;Wijk     ;WK167400;1.0;755.0;675.0;120.0;190.0
7713;Totaal;Wijk 01 Oost;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167401;1.0;730.0;635.0;130.0;225.0
7714;Totaal;Wijk 01 Oost;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167401;1.0;745.0;640.0;130.0;225.0
7715;Totaal;Wijk 01 Oost;2015;Roosendaal                              ;Wijk     ;WK167401;1.0;790.0;670.0;135.0;235.0
7716;Totaal;Wijk 02 Noord;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167402;1.0;1035.0;810.0;130.0;235.0
7717;Totaal;Wijk 02 Noord;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167402;1.0;1060.0;825.0;135.0;240.0
7718;Totaal;Wijk 02 Noord;2015;Roosendaal                              ;Wijk     ;WK167402;1.0;1145.0;875.0;145.0;255.0
7719;Totaal;Wijk 03 West;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167403;1.0;1185.0;940.0;165.0;260.0
7720;Totaal;Wijk 03 West;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167403;1.0;1235.0;975.0;170.0;270.0
7721;Totaal;Wijk 03 West;2015;Roosendaal                              ;Wijk     ;WK167403;1.0;1330.0;1035.0;180.0;280.0
7722;Totaal;Wijk 04 Groot Kroeven;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167404;1.0;1795.0;1380.0;160.0;265.0
7723;Totaal;Wijk 04 Groot Kroeven;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167404;1.0;1805.0;1490.0;160.0;280.0
7724;Totaal;Wijk 04 Groot Kroeven;2015;Roosendaal                              ;Wijk     ;WK167404;1.0;1930.0;1560.0;170.0;290.0
7725;Totaal;Wijk 05 Langdonk;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167405;1.0;635.0;465.0;130.0;225.0
7726;Totaal;Wijk 05 Langdonk;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167405;1.0;645.0;480.0;130.0;230.0
7727;Totaal;Wijk 05 Langdonk;2015;Roosendaal                              ;Wijk     ;WK167405;1.0;690.0;500.0;140.0;240.0
7728;Totaal;Wijk 06 Kortendijk;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167406;1.0;1065.0;815.0;95.0;170.0
7729;Totaal;Wijk 06 Kortendijk;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167406;1.0;1105.0;840.0;95.0;175.0
7730;Totaal;Wijk 06 Kortendijk;2015;Roosendaal                              ;Wijk     ;WK167406;1.0;1175.0;890.0;100.0;185.0
7731;Totaal;Wijk 07 Tolberg;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167407;1.0;895.0;775.0;70.0;155.0
7732;Totaal;Wijk 07 Tolberg;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167407;1.0;940.0;800.0;75.0;160.0
7733;Totaal;Wijk 07 Tolberg;2015;Roosendaal                              ;Wijk     ;WK167407;1.0;1015.0;850.0;80.0;170.0
7734;Totaal;Wijk 08 Industriegebieden;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167408;1.0;45.0;35.0;70.0;145.0
7735;Totaal;Wijk 08 Industriegebieden;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167408;1.0;40.0;35.0;70.0;145.0
7736;Totaal;Wijk 08 Industriegebieden;2015;Roosendaal                              ;Wijk     ;WK167408;1.0;45.0;40.0;75.0;155.0
7737;Totaal;Wijk 10 Nispen;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167410;1.0;110.0;100.0;70.0;150.0
7738;Totaal;Wijk 10 Nispen;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167410;1.0;115.0;100.0;70.0;150.0
7739;Totaal;Wijk 10 Nispen;2015;Roosendaal                              ;Wijk     ;WK167410;1.0;120.0;105.0;75.0;160.0
7740;Totaal;Wijk 11 Wouw;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167411;1.0;415.0;345.0;85.0;165.0
7741;Totaal;Wijk 11 Wouw;2e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167411;1.0;435.0;350.0;90.0;170.0
7742;Totaal;Wijk 11 Wouw;2015;Roosendaal                              ;Wijk     ;WK167411;1.0;475.0;375.0;100.0;180.0
7743;Totaal;Wijk 12 Heerle;1e halfjaar 2015;Roosendaal                              ;Wijk     ;WK167412;1.0;110.0;100.0;60.0;130.0
