ID;Regions;Periods;TotalFixedCapitalFormationGross_1;AgricultureForestryAndFishing_2;MiningAndQuarrying_3;ManufacturingIndustry_4;ElectricityGasAndWaterSupply_5;Construction_6;TradeHotelsAndRestaurantsAndRepair_7;TransportStorageAndCommunication_8;FinancialIntermediation_9;PublicAdministration_10;WelfareAndOtherServices_11;DwellingStock_12;IndustrialBuildings_13;CivilEngineering_14;Transport_15;MachineryAndEquipment_16;OtherFixedCapitalFormation_17;CultivatedAssets_18;TransferCostsOfGround_19
141;Overig Groningen;1996;2771.69;44.02;134.77;1353.17;;27.23;89.39;224.62;618.96;201.02;79.41;448.33;284.07;242.32;206.47;1365.88;196.03;5.9;22.69
142;Overig Groningen;1997;2355.57;46.74;794.57;225.53;;22.69;101.19;237.33;616.23;189.68;121.16;419.29;234.15;214.18;190.13;1004.67;262.28;7.26;23.14
143;Overig Groningen;1998;1755.0;42.41;152.94;204.95;;22.21;113.04;353.54;582.88;165.16;117.88;376.06;196.55;192.05;224.87;464.07;282.58;5.18;13.65
144;Overig Groningen;1999;2055.76;61.77;107.65;219.59;;26.15;132.05;627.66;542.4;211.87;126.63;325.41;287.46;457.96;163.72;490.38;302.44;7.82;20.56
145;Overig Groningen;2000;1889.24;56.45;48.89;172.06;;24.21;98.8;537.3;561.77;262.81;126.94;367.38;276.6;256.48;87.91;533.59;333.98;4.8;28.51
146;Overig Groningen;2001;2036.97;51.3;22.81;169.21;;31.25;118.39;406.19;866.86;250.08;120.88;634.89;332.35;286.56;83.93;335.71;332.64;4.29;26.59
147;Noord-Friesland;1995;1071.83;85.31;10.89;125.7;;16.79;48.1;86.67;468.3;152.92;76.69;325.36;195.13;121.61;81.23;183.33;134.77;14.07;16.34
148;Noord-Friesland;1996;1087.71;74.42;21.78;106.64;;19.06;55.81;103.01;474.65;161.55;70.79;327.63;165.18;117.98;103.46;185.6;159.73;9.98;18.6
149;Noord-Friesland;1997;1195.26;77.6;22.24;109.36;;27.23;60.81;98.02;549.98;152.47;98.47;356.22;188.77;125.24;96.66;199.21;197.85;13.16;18.6
150;Noord-Friesland;1998;1304.57;83.8;49.81;114.91;;25.07;67.99;116.35;571.79;191.28;83.56;351.82;222.26;161.57;119.28;203.1;223.43;9.38;13.74
151;Noord-Friesland;1999;1424.94;102.21;5.12;126.4;;34.03;81.53;151.54;627.45;206.36;90.3;427.02;227.8;185.42;107.74;213.86;237.17;12.86;13.07
152;Noord-Friesland;2000;1740.23;102.02;6.12;170.98;;29.26;97.12;120.59;936.39;174.9;102.84;492.16;520.81;131.68;93.43;219.36;246.5;7.33;28.96
153;Noord-Friesland;2001;1776.0;99.75;7.83;191.69;;29.4;91.03;139.83;911.07;199.35;106.05;534.63;456.64;191.64;88.61;209.85;261.87;6.53;26.25
154;Zuidwest-Friesland;1995;338.52;33.58;0.0;37.21;;4.54;15.43;12.25;195.58;27.23;12.71;166.54;38.12;26.77;25.87;41.75;28.13;7.26;4.08
155;Zuidwest-Friesland;1996;402.5;26.77;0.0;37.66;;6.35;19.06;27.23;230.97;41.29;12.71;197.39;43.11;30.4;41.75;45.38;34.03;4.99;5.45
156;Zuidwest-Friesland;1997;430.18;27.68;0.0;40.84;;7.71;21.78;30.4;244.13;40.39;17.24;202.84;49.46;29.5;48.1;49.46;38.12;7.26;5.9
157;Zuidwest-Friesland;1998;442.61;27.81;0.0;42.0;;9.84;21.94;40.52;244.81;36.54;19.15;197.72;43.32;36.54;63.88;49.27;44.58;5.07;2.23
158;Zuidwest-Friesland;1999;457.65;33.05;0.32;40.11;;10.54;26.49;25.11;258.92;42.64;20.47;214.3;47.07;42.36;44.8;49.54;50.18;7.1;2.3
159;Zuidwest-Friesland;2000;519.65;32.84;0.66;50.04;;10.18;28.43;22.83;305.27;49.92;19.48;241.97;95.89;30.85;28.58;53.33;57.31;4.14;7.59
160;Zuidwest-Friesland;2001;474.9;29.44;0.07;31.18;;10.44;33.17;19.59;284.57;41.36;25.07;249.86;56.89;30.24;25.68;47.98;54.05;3.55;6.67
161;Zuidoost-Friesland;1995;579.02;49.01;1.82;66.25;;9.53;34.94;18.6;287.7;54.0;57.63;251.85;65.8;54.45;34.03;92.57;60.35;11.8;8.17
162;Zuidoost-Friesland;1996;638.01;42.66;4.08;97.56;;17.24;39.93;24.05;295.86;69.43;46.74;245.95;78.5;61.26;42.66;117.98;73.97;8.17;9.53
163;Zuidoost-Friesland;1997;709.71;47.19;0.91;94.84;;13.16;41.75;21.33;370.28;64.89;55.36;309.02;81.23;59.9;47.19;108.45;82.59;11.8;9.53
164;Zuidoost-Friesland;1998;755.82;44.2;10.87;108.27;;17.42;57.61;34.56;362.99;73.54;46.36;303.98;93.25;72.47;51.23;121.48;99.38;8.32;5.71
165;Zuidoost-Friesland;1999;818.93;54.43;6.98;145.59;;20.18;63.48;29.97;362.08;85.45;50.77;292.77;104.97;80.78;49.75;155.41;115.18;11.42;8.65
166;Zuidoost-Friesland;2000;983.7;49.4;1.43;107.97;;18.06;79.63;76.16;474.96;96.97;79.11;363.93;203.86;86.15;68.7;110.38;131.35;6.63;12.69
167;Zuidoost-Friesland;2001;986.72;52.84;0.81;125.76;;20.32;62.99;32.37;510.5;90.25;90.87;439.29;164.64;63.14;43.56;131.4;127.4;5.69;11.61
168;Noord-Drenthe;1995;786.4;21.78;224.62;55.81;;10.44;30.4;25.41;245.04;132.05;41.29;201.48;126.6;110.27;32.67;226.89;73.97;3.18;11.34
169;Noord-Drenthe;1996;695.65;21.33;38.12;76.24;;10.89;34.03;19.06;309.48;143.39;43.56;246.4;152.92;93.48;30.4;67.16;89.39;2.27;14.52
170;Noord-Drenthe;1997;744.2;19.97;70.79;61.26;;14.07;36.76;22.24;324.91;137.95;56.27;257.75;138.4;71.7;35.39;101.65;121.16;3.18;15.43
171;Noord-Drenthe;1998;769.76;28.81;30.52;60.93;;11.72;48.5;23.86;361.13;139.8;64.5;285.95;141.29;72.7;37.18;97.69;119.55;3.26;12.14
172;Noord-Drenthe;1999;772.85;36.83;35.92;56.39;;13.31;52.8;20.55;384.93;102.35;69.77;309.39;108.14;72.92;40.13;93.12;135.3;4.85;9.01
173;Noord-Drenthe;2000;897.31;40.98;8.06;61.83;;17.24;58.27;20.29;515.91;115.23;59.52;381.24;122.36;73.83;92.12;79.72;131.65;2.77;13.63
174;Noord-Drenthe;2001;1030.89;31.62;8.97;60.73;;13.71;56.02;29.45;598.06;177.41;54.94;462.48;149.96;82.17;97.7;88.42;133.14;2.29;14.74
175;Zuidoost-Drenthe;1995;544.54;29.5;57.18;79.87;;7.71;28.59;18.15;193.76;55.81;73.51;166.08;74.42;100.29;37.66;90.3;66.71;2.27;6.35
176;Zuidoost-Drenthe;1996;611.7;28.59;112.08;98.02;;10.89;33.13;15.43;224.62;62.62;26.32;190.13;51.73;118.89;36.76;132.5;72.6;1.82;7.26
177;Zuidoost-Drenthe;1997;675.22;35.39;141.58;117.53;;12.71;31.76;14.97;239.14;52.18;29.95;197.39;63.53;79.87;36.3;197.85;90.3;2.72;7.26
178;Zuidoost-Drenthe;1998;608.31;35.35;40.89;88.15;;14.34;36.49;21.9;271.25;72.55;27.38;230.37;63.86;84.91;41.89;93.67;87.28;1.91;4.42
179;Zuidoost-Drenthe;1999;818.29;50.46;96.74;129.25;;31.09;43.77;31.52;326.73;79.15;29.57;280.34;95.51;113.83;43.59;180.8;95.16;2.86;6.2
180;Zuidoost-Drenthe;2000;710.45;46.25;11.55;123.68;;12.84;57.41;24.73;339.3;56.71;38.0;295.13;84.59;48.92;35.31;133.22;101.07;1.72;10.48
181;Zuidoost-Drenthe;2001;683.98;44.7;12.12;103.84;;18.24;57.51;34.25;295.09;74.08;44.16;247.65;109.74;52.73;37.66;121.2;104.95;1.34;8.72
182;Zuidwest-Drenthe;1995;535.46;37.66;0.45;87.58;;5.9;29.5;24.05;250.94;54.45;44.92;213.28;82.13;56.27;36.76;85.31;48.55;6.35;6.81
183;Zuidwest-Drenthe;1996;525.02;33.58;0.91;83.95;;8.17;29.95;13.16;251.39;62.62;41.29;215.09;60.81;58.08;25.87;93.93;58.54;4.99;7.26
184;Zuidwest-Drenthe;1997;538.18;34.03;1.82;94.84;;9.08;38.12;23.6;225.53;62.17;49.46;175.61;78.5;58.54;33.58;105.73;71.7;6.35;7.71
185;Zuidwest-Drenthe;1998;503.19;26.01;0.6;90.83;;9.74;40.65;28.3;227.11;49.3;30.65;177.26;66.45;57.37;36.2;76.99;82.9;3.18;2.83
186;Zuidwest-Drenthe;1999;493.53;25.92;0.49;80.73;;11.07;40.76;26.78;216.01;61.59;30.19;165.81;65.75;60.36;34.65;77.26;81.3;4.79;3.6
187;Zuidwest-Drenthe;2000;593.84;25.6;0.46;82.43;;9.91;41.08;29.43;304.38;57.74;42.81;245.58;85.69;62.94;27.84;68.36;90.78;2.83;9.82
188;Zuidwest-Drenthe;2001;552.07;25.47;1.55;80.84;;10.22;45.84;21.54;247.99;75.97;42.65;194.03;78.54;69.71;32.66;75.94;89.72;2.33;9.14
189;Noord-Overijssel;1995;1349.09;70.34;0.91;270.91;;20.87;96.2;132.96;531.38;158.37;67.16;438.35;187.41;231.88;103.92;209.19;143.85;15.88;17.7
190;Noord-Overijssel;1996;1443.47;70.34;3.63;381.18;;27.23;105.73;127.97;486.45;170.17;69.88;387.07;201.93;266.82;122.52;255.48;177.88;12.25;19.51
191;Noord-Overijssel;1997;1442.11;81.23;3.18;232.34;;61.71;111.63;127.51;582.65;157.92;84.4;454.23;201.48;162.45;111.18;275.44;201.02;15.88;19.97
192;Noord-Overijssel;1998;1642.49;77.09;5.03;280.67;;35.24;125.71;170.57;688.13;174.26;85.79;533.4;219.23;211.03;129.13;279.22;243.26;10.63;16.59
193;Noord-Overijssel;1999;1972.25;102.99;9.25;284.35;;43.15;153.57;287.82;761.84;238.59;90.69;586.94;328.98;236.35;124.14;375.34;279.16;15.29;26.04
194;Noord-Overijssel;2000;1751.6;87.64;1.08;209.39;;41.08;125.13;209.78;695.17;291.56;90.77;528.06;330.48;201.05;93.35;281.84;280.73;8.98;27.11
195;Noord-Overijssel;2001;1801.38;75.07;0.41;214.28;;41.49;110.76;202.91;763.41;306.06;86.98;583.33;352.69;199.78;92.72;254.96;284.78;6.78;26.34
196;Zuidwest-Overijssel;1995;423.38;21.78;0.45;82.59;;4.99;30.4;21.33;187.87;45.83;27.68;156.1;56.72;38.57;26.77;77.14;55.81;5.9;5.9
197;Zuidwest-Overijssel;1996;472.84;22.69;1.36;56.27;;7.26;45.83;19.51;240.5;55.36;24.5;189.68;60.81;42.2;35.85;73.06;59.45;4.99;6.81
198;Zuidwest-Overijssel;1997;476.02;25.41;1.82;58.08;;8.17;44.02;23.14;228.25;50.82;36.3;165.18;71.24;41.29;42.2;73.06;69.88;5.9;7.26
199;Zuidwest-Overijssel;1998;586.14;27.68;5.12;56.14;;8.47;42.87;41.35;291.35;75.79;37.37;213.72;104.03;49.26;46.69;70.64;85.01;4.0;12.78
200;Zuidwest-Overijssel;1999;626.56;30.21;1.14;86.04;;12.87;51.37;32.02;273.55;102.16;37.2;203.85;129.75;50.45;38.4;95.74;89.69;5.43;13.24
201;Zuidwest-Overijssel;2000;728.92;33.16;1.02;128.95;;11.16;45.4;28.15;381.05;64.13;35.9;316.42;131.61;25.53;32.46;98.37;109.39;3.52;11.63
202;Zuidwest-Overijssel;2001;707.15;33.76;0.68;69.89;;11.38;52.31;20.81;443.83;36.29;38.19;340.89;122.24;24.4;28.1;77.16;100.81;3.02;10.53
203;Twente;1995;1909.05;82.13;1.36;323.09;;35.85;126.15;112.54;808.18;253.21;166.08;677.04;300.4;182.87;132.96;333.98;238.69;15.88;27.23
204;Twente;1996;2021.14;79.87;4.99;357.13;;46.74;151.11;117.08;830.87;281.34;152.02;679.76;320.82;216.45;144.76;339.43;273.63;14.07;32.22
205;Twente;1997;2355.12;98.92;7.71;366.2;;48.1;154.29;199.66;1046.87;283.16;150.2;863.54;346.23;200.57;188.32;351.68;354.86;16.34;34.03
206;Twente;1998;2368.83;102.8;5.46;420.89;;56.7;184.89;176.55;998.23;299.99;123.31;791.54;350.35;220.45;218.33;381.79;365.9;10.33;30.14
207;Twente;1999;2394.6;100.91;7.1;391.92;;67.96;202.36;147.92;1018.75;319.79;137.9;779.93;345.67;238.08;182.37;411.92;382.43;14.8;39.41
208;Twente;2000;2448.32;94.24;6.91;404.58;;64.15;236.84;177.87;990.85;322.07;150.81;771.34;365.44;251.62;169.48;397.56;445.23;8.99;38.67
209;Twente;2001;2639.69;98.07;6.96;412.41;;68.19;218.43;246.74;1108.99;331.95;147.97;871.95;380.09;311.71;158.21;431.87;442.71;7.11;36.04
210;Veluwe;1995;2085.57;108.45;0.45;286.79;;36.3;159.73;104.82;936.15;304.49;147.93;643.91;358.03;215.55;162.0;349.41;309.93;12.71;34.49
211;Veluwe;1996;2117.79;97.11;2.72;202.39;;44.02;184.23;107.55;940.69;375.73;164.27;634.38;397.06;200.12;175.16;317.19;338.07;11.8;43.56
212;Veluwe;1997;2320.18;110.27;4.08;230.07;;52.18;210.55;101.65;1022.37;430.18;158.82;673.86;457.86;193.76;181.51;352.13;399.33;12.71;49.92
213;Veluwe;1998;2496.38;105.56;0.74;281.61;;61.65;232.88;212.47;1041.12;411.22;149.12;615.37;480.85;268.42;217.17;390.66;464.31;8.11;51.49
214;Veluwe;1999;2723.08;131.2;1.07;264.84;;75.91;260.1;125.65;1228.08;476.64;159.6;792.58;519.77;232.54;218.06;384.45;515.56;11.31;48.82
215;Veluwe;2000;2993.68;124.73;0.61;315.92;;67.99;279.5;132.37;1314.81;585.49;172.26;836.01;633.62;307.86;201.56;395.31;550.97;7.34;61.0
216;Veluwe;2001;3262.32;121.15;0.31;283.02;;70.9;279.12;148.32;1518.05;648.28;193.17;993.46;721.3;329.85;194.82;403.03;556.37;5.18;58.31
217;Achterhoek;1995;1291.46;95.75;0.45;193.76;;19.97;82.59;45.38;573.12;184.69;96.2;496.89;200.57;116.17;78.05;228.25;128.42;20.87;22.24
218;Achterhoek;1996;1336.84;93.48;2.72;226.44;;22.24;91.21;50.82;561.78;196.03;92.57;471.93;211.46;136.13;82.13;235.51;155.19;19.06;25.41
219;Achterhoek;1997;1439.39;108.45;1.82;296.77;;29.04;115.26;45.38;583.56;171.08;87.58;467.85;219.63;126.6;94.84;293.14;191.5;20.87;24.5
220;Achterhoek;1998;1521.91;99.62;1.41;307.68;;33.4;122.5;62.13;613.14;200.18;81.85;497.27;243.69;135.81;115.79;275.63;225.14;12.78;15.8
221;Achterhoek;1999;1546.34;111.61;0.7;295.47;;36.39;156.02;63.54;612.32;184.82;85.47;499.18;244.08;149.38;116.38;275.89;230.73;18.57;12.13
222;Achterhoek;2000;1527.53;100.82;0.62;266.34;;39.64;156.23;71.05;632.66;165.89;94.29;501.99;267.45;112.72;95.53;245.68;268.17;11.18;24.82
223;Achterhoek;2001;1697.74;98.99;0.62;256.57;;33.34;148.84;154.6;738.36;152.09;114.35;603.59;256.52;128.01;128.42;289.75;259.98;8.33;23.14
224;Aggl. Arnhem/Nijmegen;1995;2576.11;67.61;2.27;620.77;;29.04;157.92;169.26;928.89;358.49;241.41;580.38;504.15;366.2;257.29;510.05;305.85;16.34;36.76
225;Aggl. Arnhem/Nijmegen;1996;2800.73;70.79;4.99;698.82;;39.03;174.71;163.36;1102.23;360.76;185.6;721.51;395.24;328.54;277.26;665.24;356.67;16.34;39.93
226;Aggl. Arnhem/Nijmegen;1997;2632.83;68.52;19.97;554.52;;39.03;185.6;163.81;1055.49;324.0;221.44;726.5;377.55;305.39;163.36;574.03;429.73;18.15;38.57
227;Aggl. Arnhem/Nijmegen;1998;3082.73;62.01;6.84;648.34;;48.28;207.28;299.01;1192.45;402.64;215.87;801.13;441.99;305.42;227.18;693.63;560.81;14.53;38.03
228;Aggl. Arnhem/Nijmegen;1999;3481.76;75.4;6.34;629.06;;60.47;243.38;416.59;1365.99;452.51;232.02;983.34;483.53;326.22;215.5;701.67;707.1;19.48;44.92
229;Aggl. Arnhem/Nijmegen;2000;3357.4;84.28;5.53;775.45;;53.65;236.88;319.94;1268.88;410.58;202.21;864.46;522.51;258.6;196.12;854.12;591.7;18.16;51.74
230;Aggl. Arnhem/Nijmegen;2001;2872.5;78.11;5.79;545.01;;57.1;253.31;283.68;1040.3;409.71;199.49;654.91;511.76;221.72;168.89;630.25;617.18;16.07;51.71
231;Zuidwest-Gelderland;1995;700.18;88.94;0.91;68.97;;22.24;55.81;37.66;307.21;83.95;34.94;231.88;98.47;58.54;78.96;109.81;71.24;39.93;10.89
232;Zuidwest-Gelderland;1996;784.13;92.12;2.27;89.85;;25.41;69.88;32.67;349.41;84.4;37.66;274.54;110.27;66.71;72.6;122.97;84.4;41.29;11.8
233;Zuidwest-Gelderland;1997;968.37;116.17;33.58;122.07;;26.32;68.52;52.18;429.73;77.6;42.2;322.64;107.09;72.15;107.09;186.96;110.27;50.37;11.8
234;Zuidwest-Gelderland;1998;1025.99;110.72;2.87;107.9;;35.34;105.59;54.78;475.56;94.47;38.75;365.93;127.82;80.62;130.0;135.23;130.88;43.84;11.66
235;Zuidwest-Gelderland;1999;1187.13;146.0;2.97;108.58;;38.73;111.96;57.89;565.68;115.65;39.67;438.93;167.69;90.26;112.78;154.03;148.32;58.5;16.61
236;Zuidwest-Gelderland;2000;1148.54;143.22;1.33;120.56;;40.32;102.46;70.22;424.63;194.37;51.43;315.83;138.36;192.84;99.17;166.28;161.53;62.63;11.9
237;Zuidwest-Gelderland;2001;1375.39;168.32;5.86;166.02;;48.88;114.5;111.72;481.99;211.14;66.95;326.24;208.77;296.72;124.98;173.05;181.31;53.47;10.84
238;Utrecht;1995;4918.52;97.11;0.45;562.69;;98.92;465.58;440.62;2345.14;567.23;341.24;1236.1;867.63;474.2;686.12;778.69;781.41;29.5;65.34
239;Utrecht;1996;5213.48;91.66;0.91;441.07;;194.22;431.54;601.71;2459.94;665.24;327.18;1259.69;855.83;815.9;690.65;650.72;832.69;28.13;79.87
240;Utrecht;1997;5654.1;97.56;2.27;680.22;;102.55;486.0;460.13;2780.77;675.22;370.28;1294.63;945.68;494.62;818.62;925.26;1056.4;32.67;86.22
241;Utrecht;1998;6412.05;92.0;0.81;562.43;;139.93;528.33;567.14;3388.51;779.72;353.19;1460.24;1210.13;549.95;978.63;820.45;1244.28;25.89;122.48
242;Utrecht;1999;7292.78;122.56;0.95;534.4;;187.45;603.85;835.66;3883.74;746.22;377.95;1720.79;1338.06;505.11;1148.18;1039.83;1388.9;33.91;118.0
243;Utrecht;2000;7297.59;124.15;1.19;531.35;;144.27;583.92;769.39;3587.75;1131.37;424.21;1906.25;1178.02;879.43;904.96;816.73;1463.15;31.13;117.91
244;Utrecht;2001;8082.65;125.14;0.16;522.47;;141.27;568.8;852.49;4300.72;1154.41;417.17;2334.71;1269.01;989.48;958.32;820.35;1564.23;27.48;119.06
245;Kop van Noord-Holland;1995;1128.1;103.01;4.08;65.8;;23.14;75.33;46.74;506.87;242.77;60.35;433.36;144.76;88.49;157.46;147.02;127.51;13.61;15.88
246;Kop van Noord-Holland;1996;1257.88;116.62;24.5;65.8;;26.77;83.5;81.68;524.12;279.07;55.81;434.72;180.6;143.39;164.72;152.47;148.84;12.71;19.97
247;Kop van Noord-Holland;1997;1312.33;120.25;14.52;93.48;;41.29;84.86;51.73;597.63;235.51;73.06;493.71;183.78;110.27;127.97;190.59;171.08;14.97;19.51
248;Kop van Noord-Holland;1998;1365.0;120.46;31.4;77.03;;39.22;112.44;52.04;607.68;258.87;65.86;489.32;222.17;110.53;119.44;197.28;192.58;12.02;21.67
249;Kop van Noord-Holland;1999;1582.1;163.02;28.02;120.25;;54.93;128.23;102.73;595.48;321.24;68.2;479.64;299.26;198.4;129.36;218.92;213.37;16.89;26.25
250;Kop van Noord-Holland;2000;1718.95;163.59;6.44;83.54;;47.99;119.36;80.88;760.12;336.61;120.43;607.81;428.38;147.55;92.43;182.05;222.62;14.75;23.37
251;Kop van Noord-Holland;2001;1899.35;169.76;4.94;122.99;;45.43;127.07;62.28;933.03;319.75;114.12;783.17;352.48;169.98;95.84;217.55;238.89;14.28;27.16
252;Alkmaar en omgeving;1995;762.35;19.06;2.27;64.89;;12.25;57.63;54.45;355.31;118.44;77.6;272.72;155.65;69.88;59.9;100.29;88.49;1.82;13.16
253;Alkmaar en omgeving;1996;776.42;22.69;13.16;81.23;;13.61;64.89;57.63;315.38;144.76;62.62;231.43;149.29;97.11;57.63;120.71;101.65;1.36;16.79
254;Alkmaar en omgeving;1997;873.53;23.14;53.55;87.13;;15.43;62.62;45.83;384.81;132.5;68.97;279.53;150.66;114.81;57.18;133.87;119.8;1.36;16.34
255;Alkmaar en omgeving;1998;853.61;26.82;1.87;83.31;;16.71;78.46;49.12;393.96;141.78;61.59;265.97;161.38;90.54;65.34;114.96;139.49;1.08;14.85
256;Alkmaar en omgeving;1999;896.63;34.05;1.37;76.55;;21.48;102.76;49.74;391.37;153.49;65.82;263.17;183.38;84.92;64.61;116.39;165.23;1.31;17.63
257;Alkmaar en omgeving;2000;1028.47;25.37;14.17;79.33;;17.44;93.97;52.58;538.22;148.09;59.3;398.22;154.94;81.88;86.9;127.68;160.79;0.68;17.37
258;Alkmaar en omgeving;2001;1098.68;26.97;0.36;73.64;;18.14;99.86;60.84;589.64;163.78;65.45;409.62;215.05;103.35;73.18;103.54;177.14;0.6;16.19
259;IJmond;1995;607.16;6.35;19.97;119.34;;10.89;51.73;127.06;174.71;58.08;38.57;135.23;79.41;157.01;38.12;116.17;73.51;0.45;7.26
260;IJmond;1996;608.07;9.08;35.39;157.92;;16.34;52.18;79.87;165.63;62.62;28.59;122.52;80.77;126.6;49.01;134.77;85.76;0.0;9.08
261;IJmond;1997;880.79;8.17;16.79;358.49;;13.61;47.19;104.37;229.16;57.63;45.38;177.43;101.19;83.95;75.78;323.55;109.81;0.45;8.17
262;IJmond;1998;676.88;9.43;8.77;173.62;;16.72;57.67;61.57;246.83;63.79;38.47;195.49;93.45;56.04;64.48;146.05;118.51;0.21;2.65
263;IJmond;1999;729.61;9.1;7.62;219.09;;18.89;76.86;42.44;232.9;80.35;42.35;185.66;167.72;75.39;47.93;129.6;118.81;0.31;4.2
264;IJmond;2000;955.74;7.55;6.01;474.09;;12.89;72.29;50.28;198.14;82.66;51.82;149.84;177.27;66.63;43.03;363.65;147.11;0.14;8.08
265;IJmond;2001;726.42;8.07;2.87;269.27;;19.06;70.53;60.38;145.37;86.88;63.98;85.21;123.99;155.08;45.91;174.59;133.53;0.12;7.99
266;Agglomeratie Haarlem;1995;617.59;1.36;0.0;136.13;;9.98;54.0;93.93;173.34;68.52;80.32;109.36;76.69;122.97;63.08;127.97;108.0;0.0;9.53
267;Agglomeratie Haarlem;1996;662.52;1.82;0.0;95.29;;12.71;65.34;73.51;216.45;99.38;98.92;143.39;106.64;89.85;61.71;121.61;126.6;0.0;12.71
268;Agglomeratie Haarlem;1997;705.63;1.36;0.0;101.65;;12.71;60.35;86.22;255.48;100.74;87.58;147.93;106.18;105.73;69.43;131.14;132.5;0.0;12.71
269;Agglomeratie Haarlem;1998;1218.65;3.23;0.54;584.14;;11.82;76.14;78.94;281.84;100.4;81.61;182.07;127.24;158.38;67.73;520.97;159.09;0.15;3.02
270;Agglomeratie Haarlem;1999;744.2;2.91;0.06;68.81;;13.18;84.64;87.77;296.29;103.73;86.8;186.58;100.0;89.48;67.59;134.03;163.92;0.25;2.33
271;Agglomeratie Haarlem;2000;608.91;3.61;0.03;80.94;;10.33;72.74;69.46;195.45;116.22;60.14;99.21;82.44;91.57;46.88;111.52;163.5;0.11;13.69
272;Agglomeratie Haarlem;2001;684.91;2.07;0.05;122.08;;11.12;70.3;55.44;236.44;133.17;54.25;155.25;68.27;106.96;41.87;125.01;174.1;0.05;13.4
273;Zaanstreek;1995;436.08;4.99;0.0;85.76;;9.53;43.11;49.01;164.27;44.92;34.49;116.62;66.25;58.54;33.58;89.39;64.89;0.91;6.35
274;Zaanstreek;1996;530.92;4.99;0.0;135.68;;14.52;55.36;30.86;188.32;69.43;31.76;129.33;93.02;54.0;36.76;135.68;73.51;0.45;8.62
275;Zaanstreek;1997;520.03;6.35;0.0;152.47;;14.07;55.36;29.95;166.08;61.26;34.94;100.29;87.58;54.45;40.84;130.69;97.11;0.91;8.17
276;Zaanstreek;1998;501.49;3.8;0.0;99.28;;17.16;59.58;39.51;192.51;59.09;30.56;106.33;91.82;56.17;45.08;94.79;94.23;0.46;12.6
277;Zaanstreek;1999;621.09;5.73;0.0;108.23;;21.46;65.3;54.96;255.13;78.18;32.11;171.28;99.84;54.42;46.89;128.82;108.2;0.6;11.03
278;Zaanstreek;2000;757.1;4.37;0.0;96.83;;18.87;51.5;65.76;335.04;147.33;37.41;253.73;112.1;129.92;49.13;101.83;99.81;0.3;10.29
279;Zaanstreek;2001;846.34;6.17;0.0;91.78;;16.83;47.84;66.12;433.02;131.4;53.19;342.25;113.73;120.52;47.56;109.06;102.07;0.27;10.89
280;Groot-Amsterdam;1995;6793.54;66.71;0.91;869.9;;49.01;460.59;1595.95;2749.91;552.7;447.43;1168.48;1108.59;537.28;1743.88;1081.36;1077.73;4.08;71.7
281;Groot-Amsterdam;1996;6447.31;72.15;4.08;484.64;;60.81;522.75;1184.82;3136.98;606.7;374.82;1455.27;978.8;653.44;1178.92;869.9;1229.74;3.63;78.5
282;Groot-Amsterdam;1997;6899.73;73.06;3.18;404.77;;65.34;536.37;1507.46;3258.6;579.02;472.39;1325.04;1073.19;704.72;1177.11;942.96;1591.41;4.08;80.77
283;Groot-Amsterdam;1998;7715.66;82.49;10.35;538.98;;92.2;670.45;1508.07;3740.84;633.28;439.01;1423.7;1185.76;567.64;1248.26;1222.68;1951.52;3.04;113.05
284;Groot-Amsterdam;1999;8524.41;102.09;2.67;445.32;;115.44;794.24;2179.77;3701.22;726.96;456.69;1368.7;1312.16;823.6;1382.4;1434.49;2077.77;3.87;121.42
285;Groot-Amsterdam;2000;10416.94;108.63;4.42;499.98;;96.88;725.92;3210.37;4585.48;730.51;454.76;1706.75;1435.34;1010.12;2221.95;1698.74;2203.94;2.43;137.67
286;Groot-Amsterdam;2001;10067.83;108.19;2.98;356.47;;85.24;666.68;2419.13;4966.31;952.67;510.16;1807.3;1652.05;977.67;1881.24;1371.13;2221.95;2.2;154.29
287;Het Gooi en Vechtstreek;1995;722.87;5.45;0.0;101.19;;9.53;90.76;51.73;235.51;84.4;144.3;143.85;154.74;75.33;66.25;118.89;150.2;0.45;13.16
288;Het Gooi en Vechtstreek;1996;789.12;5.9;0.0;105.73;;11.34;88.49;67.61;275.9;105.28;127.97;160.18;166.54;90.3;66.25;129.78;160.18;0.45;15.43
289;Het Gooi en Vechtstreek;1997;826.79;6.81;0.0;103.46;;11.8;91.21;77.6;334.44;95.29;106.18;211.46;128.42;103.46;70.79;125.24;171.53;0.45;14.97
290;Het Gooi en Vechtstreek;1998;857.84;5.22;0.0;113.66;;14.4;99.47;81.02;335.06;100.77;108.23;201.46;130.98;84.85;78.98;142.48;205.9;0.43;12.75
291;Het Gooi en Vechtstreek;1999;977.77;6.74;0.0;114.39;;19.06;140.92;85.96;400.07;97.73;112.91;265.62;151.13;94.7;76.79;159.52;221.74;0.55;7.73
292;Het Gooi en Vechtstreek;2000;938.05;7.26;0.0;91.16;;15.19;167.52;99.69;385.42;61.37;110.44;235.25;202.05;47.33;62.29;128.53;246.6;0.28;15.72
293;Het Gooi en Vechtstreek;2001;1094.57;7.14;0.0;104.22;;15.98;120.6;78.58;589.11;64.39;114.54;389.12;137.59;83.6;56.53;166.73;244.35;0.25;16.4
