ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1273;Drieborg;1661;Reiderland                 ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Drieborg                   
1274;Driebruggen;595;Reeuwijk                   ;74;Gouda en omstreken                      ;28;ZH. ;ja ;nee;Driebruggen                
1275;Driedorp;267;Nijkerk                    ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Driedorp                   
1276;Driehoek;848;Son en Breugel             ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Driehoek                   
1277;Driehoek;1702;Sint Anthonis              ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Driehoek                   
1278;Driehoek;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee;Driehoek                   
1279;Driehoek;879;Zundert                    ;104;Gebied om Breda                         ;30;NB. ;nee;nee;Driehoek                   
1280;Driehuis;453;Velsen                     ;59;IJmond                                  ;27;NH. ;ja ;nee;Driehuis                   
1281;Driehuizen;458;Schermer                   ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Driehuizen                 
1282;Driehuizen;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Driehuizen                 
1283;Driehuizen;798;Hilvarenbeek               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Driehuizen                 
1284;Driehuizen;459;Wervershoof                ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Driehuizen                 
1285;Driel;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Driel                      
1286;Driemond;363;Amsterdam                  ;63;Amsterdam                               ;27;NH. ;nee;nee;Driemond                   
1287;Driene;164;Hengelo                    ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Driene                     
1288;Dries;988;Weert                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Dries                      
1289;Drieschouwen;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Drieschouwen               
1290;Driesprong;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Driesprong                 
1291;Driesprong, De;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Driesprong, De             
1292;Driessen;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Driessen                   
1293;585;65;Dantumadeel                ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Driesum                    
1294;Driewegen;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Driewegen                  
1295;Driewegen;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Driewegen                  
1296;Drijber;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Drijber                    
1297;Drijberscheveld;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Drijberscheveld            
1298;Drimmelen;1719;Drimmelen                  ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;ja ;ja ;Drimmelen                  
1299;545;59;Achtkarspelen              ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Drogeham                   
1300;Drogt;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Drogt                      
1301;Drogteropslagen;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Drogteropslagen            
1302;Drongelen;738;Aalburg                    ;105;Land van Altena                         ;30;NB. ;ja ;nee;Drongelen                  
1303;714;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Dronrijp                   
1304;Dronten;303;Dronten                    ;129;Zuidelijke IJsselmeerpolders            ;24;Fle.;ja ;ja ;Dronten                    
1305;Droo, De;226;Duiven                     ;26;De Lijmers                              ;25;Gld.;nee;nee;Droo, De                   
1306;Drooghe Weert;400;Den Helder                 ;52;Overige gemeenten Kop van Noord-Holland ;27;NH. ;nee;nee;Drooghe Weert              
1307;178;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;nee;nee;Drostinnewijk              
1308;Drouwen;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Drouwen                    
1309;Drouwenermond;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Drouwenermond              
1310;Drouwenerveen;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Drouwenerveen              
1311;Druisdijk;1723;Alphen-Chaam               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Druisdijk                  
1312;Drumpt;281;Tiel                       ;38;Westelijke Betuwe                       ;25;Gld.;nee;nee;Drumpt                     
1313;Drunen;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee;Drunen                     
1314;Druten;225;Druten                     ;41;Land van Maas en Waal                   ;25;Gld.;ja ;ja ;Druten                     
1315;Dubbeldam;505;Dordrecht                  ;89;Eiland van Dordrecht                    ;28;ZH. ;nee;nee;Dubbeldam                  
1316;Dubbroek;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Dubbroek                   
1317;Duifhuis;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Duifhuis                   
1318;Duifhuis;1685;Landerd                    ;111;Maaskant                                ;30;NB. ;nee;nee;Duifhuis                   
1319;Duiksehoef;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Duiksehoef                 
1320;Duin en Bosch;383;Castricum                  ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Duin en Bosch              
1321;Duinen;243;Harderwijk                 ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Duinen                     
1322;Duiven;226;Duiven                     ;26;De Lijmers                              ;25;Gld.;ja ;ja ;Duiven                     
1323;Duivendijke;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                      ;29;Z.  ;nee;nee;Duivendijke                
1324;Duivendrecht;437;Ouder-Amstel               ;64;Zuidelijk randgebied Amsterdam          ;27;NH. ;ja ;nee;Duivendrecht               
1325;Duizel;770;Eersel                     ;116;Kempenland                              ;30;NB. ;ja ;nee;Duizel                     
1326;Duizeldonk, De;794;Helmond                    ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Duizeldonk, De             
1327;Dukenburg;268;Nijmegen                   ;39;Nijmegen                                ;25;Gld.;nee;nee;Dukenburg                  
1328;Dulder;1774;Dinkelland                 ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Dulder                     
1329;Dun;798;Hilvarenbeek               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Dun                        
1330;Dungen, Den;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee;Dungen, Den                
1331;Dunsborg;248;Hengelo                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Dunsborg                   
1332;Durgerdam;363;Amsterdam                  ;63;Amsterdam                               ;27;NH. ;nee;nee;Durgerdam                  
1333;Dusseldorp;383;Castricum                  ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Dusseldorp                 
1334;Dussen;870;Werkendam                  ;105;Land van Altena                         ;30;NB. ;ja ;nee;Dussen                     
1335;Duur;1773;Olst-Wijhe                 ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Duur                       
1336;Duurendseind;828;Oss                        ;111;Maaskant                                ;30;NB. ;nee;nee;Duurendseind               
1337;Duurkenakker;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Duurkenakker               
1338;761;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Duurswoude                 
1339;Duyn en Dael;1671;Maasdonk                   ;111;Maaskant                                ;30;NB. ;nee;nee;Duyn en Dael               
1340;Dwarsdiep;765;Pekela                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Dwarsdiep                  
1341;Dwarsdijk;352;Wijk bij Duurstede         ;45;Utrechts Kromme Rijngebied              ;26;U.  ;nee;nee;Dwarsdijk                  
1342;Dwarsgracht;1708;Steenwijkerland            ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Dwarsgracht                
1343;Dwingeloo;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Dwingeloo                  
1344;443;55;Boarnsterhim               ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Eagum                      
1345;Earnewâld;737;Tytsjerksteradiel          ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Earnewâld                  
1346;Eastermar;737;Tytsjerksteradiel          ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Eastermar                  
1347;Ebbenbroek;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;nee;nee;Ebbenbroek                 
1348;Echt;1711;Echt-Susteren              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Echt                       
1349;Echt-Susteren;1711;Echt-Susteren              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;ja ;Echt-Susteren              
1350;Echteld;258;Kesteren                   ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Echteld                    
1351;Echten;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Echten                     
1352;699;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Echten                     
1353;700;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Echtenerbrug               
1354;Echterbosch;1711;Echt-Susteren              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Echterbosch                
1355;Eck en Wiel;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Eck en Wiel                
1356;Eckart;772;Eindhoven                  ;113;Eindhoven                               ;30;NB. ;nee;nee;Eckart                     
1357;Eckelrade;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Eckelrade                  
1358;Edam;385;Edam-Volendam              ;57;Waterland                               ;27;NH. ;ja ;nee;Edam                       
1359;Edam-Volendam;385;Edam-Volendam              ;57;Waterland                               ;27;NH. ;nee;ja ;Edam-Volendam              
1360;Ede;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;ja ;ja ;Ede                        
1361;Iens;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Iens                       
1362;Ederveen;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;ja ;nee;Ederveen                   
1363;510;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Ee                         
1364;Eede;1714;Sluis                      ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;ja ;nee;Eede                       
1365;Eefde;239;Gorssel                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Eefde                      
1366;Eefsele;240;Groenlo                    ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Eefsele                    
1367;Eekt;269;Oldebroek                  ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Eekt                       
1368;191;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Eekwerd                    
1369;192;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Eekwerderdraai             
1370;Eelde;1730;Tynaarlo                   ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Eelde                      
1371;Eelderwolde;1730;Tynaarlo                   ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Eelderwolde                
1372;Eelen;163;Hellendoorn                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Eelen                      
1373;Eembrugge;308;Baarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Eembrugge                  
1374;Eemdijk;313;Bunschoten                 ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;ja ;nee;Eemdijk                    
1375;Eemland;308;Baarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;nee;nee;Eemland                    
1376;Eemnes;317;Eemnes                     ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;ja ;ja ;Eemnes                     
1377;Eemshaven;1651;Eemsmond                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Eemshaven                  
1378;Eemsmond;1651;Eemsmond                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;ja ;Eemsmond                   
1379;Eemster;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Eemster                    
1380;Eemster;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Eemster                    
1381;Eemswoude;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Eemswoude                  
1382;Eemten;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Eemten                     
1383;Een;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Een                        
1384;Een West;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Een West                   
1385;900;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Eendracht, De              
1386;Eendrachtspolder;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                     ;28;ZH. ;nee;nee;Eendrachtspolder           
1387;Eendragt;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Eendragt                   
1388;Eeneind;820;Nuenen c.a.                ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Eeneind                    
1389;Eenerveld, Het;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;nee;nee;Eenerveld, Het             
1390;Eenigenburg;395;Harenkarspel               ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Eenigenburg                
1391;Eenrum;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Eenrum                     
1392;193;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Eenum                      
1393;Eerbeek;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;ja ;nee;Eerbeek                    
1394;Eerde;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Eerde                      
1395;Eerde;175;Ommen                      ;21;Noordoost-Overijssel                    ;23;O.  ;nee;nee;Eerde                      
1396;Eerschot;846;Sint-Oedenrode             ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Eerschot                   
1397;Eersel;770;Eersel                     ;116;Kempenland                              ;30;NB. ;ja ;ja ;Eersel                     
1398;Eerste Exloërmond;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eerste Exloërmond          
1399;Eerste Valthermond;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee;Eerste Valthermond         
1400;Ees;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Ees                        
1401;Eese;1708;Steenwijkerland            ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Eese                       
1402;Eesergroen;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eesergroen                 
1403;901;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Eeserveen                  
1404;Eeserveen;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eeserveen                  
1405;701;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Eesterga                   
1406;Eesveen;1708;Steenwijkerland            ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Eesveen                    
1407;Eethen;738;Aalburg                    ;105;Land van Altena                         ;30;NB. ;ja ;nee;Eethen                     
1408;Eext;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eext                       
1409;253;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Eexta                      
1410;Eexterveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eexterveen                 
1411;Eexterveensche kanaal;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eexterveensche kanaal      
1412;Eexterzandvoort;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eexterzandvoort            
1413;Effen;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Effen                      
1414;790;90;Smallingerland             ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Egbertsgaasten             
1415;Egchel;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Egchel                     
1416;Egchelheide;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Egchelheide                
1417;Egchelhoek;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Egchelhoek                 
1418;Egede;163;Hellendoorn                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Egede                      
1419;Egelshoek;402;Hilversum                  ;66;Hilversum                               ;27;NH. ;nee;nee;Egelshoek                  
1420;Egge, De;899;Brunssum                   ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Egge, De                   
1421;Egmond;373;Bergen                     ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Egmond                     
1422;Egmond Binnen;373;Bergen                     ;55;Noord-Kennemerland                      ;27;NH. ;ja ;nee;Egmond Binnen              
1423;Egmond aan Den Hoef;373;Bergen                     ;55;Noord-Kennemerland                      ;27;NH. ;ja ;nee;Egmond aan Den Hoef        
1424;Egmond aan Zee;373;Bergen                     ;55;Noord-Kennemerland                      ;27;NH. ;ja ;nee;Egmond aan Zee             
1425;Egypte;1728;Bladel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Egypte                     
1426;Eibergen;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;ja ;Eibergen                   
1427;122;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;nee;nee;Eibersburen                
1428;Eijgelshoven;928;Kerkrade                   ;125;Oostelijke Mijnstreek                   ;31;L.  ;ja ;nee;Eijgelshoven               
1429;Eijndt;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Eijndt                     
1430;Eijsden;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Eijsden                    
1431;Eikberg;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Eikberg                    
1432;Eikelenbosch;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Eikelenbosch               
1433;Eikelenbosch;744;Baarle-Nassau              ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Eikelenbosch               
1434;Eikenheuvel;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Eikenheuvel                
1435;Eikske;882;Landgraaf                  ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Eikske                     
1436;Eiland;873;Woensdrecht                ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee;Eiland                     
1437;Eiland;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Eiland                     
1438;Eiland, Het;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;nee;nee;Eiland, Het                
1439;Eilandspolder;458;Schermer                   ;56;Noordhollands Middengewest              ;27;NH. ;nee;nee;Eilandspolder              
1440;Eimeren;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Eimeren                    
1441;Eind;1724;Bergeijk                   ;116;Kempenland                              ;30;NB. ;nee;nee;Eind                       
1442;Eind;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Eind                       
1443;Eind;848;Son en Breugel             ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Eind                       
1444;Eind van den Hout;826;Oosterhout                 ;104;Gebied om Breda                         ;30;NB. ;nee;nee;Eind van den Hout          
1445;Eind, 't;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Eind, 't                   
1446;Einde;975;Swalmen                    ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Einde                      
1447;Einde;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Einde                      
1448;Eindewege (ged.);664;Goes                       ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Eindewege (ged.)           
1449;Eindewege (ged.);654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Eindewege (ged.)           
1450;Eindhoven;772;Eindhoven                  ;113;Eindhoven                               ;30;NB. ;ja ;ja ;Eindhoven                  
1451;Eindje;847;Someren                    ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Eindje                     
1452;Einighausen;1883;Sittard-Geleen             ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Einighausen                
1453;Eiteren;353;IJsselstein                ;46;Nieuwegein, IJsselstein                 ;26;U.  ;nee;nee;Eiteren                    
1454;254;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Ekamp (ged.)               
1455;Ekamp (ged.);1661;Reiderland                 ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Ekamp (ged.)               
1456;Ekehaar;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Ekehaar                    
1457;Ekenrooi;866;Waalre                     ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Ekenrooi                   
1458;Ekker, d';861;Veldhoven                  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Ekker, d'                  
1459;Ekkersrijt;848;Son en Breugel             ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Ekkersrijt                 
1460;Ekris;351;Woudenberg                 ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Ekris                      
1461;Elahuizen;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Elahuizen                  
1462;Elba;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Elba                       
1463;Elba;454;Venhuizen                  ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Elba                       
1464;Elburg;230;Elburg                     ;32;IJsselmeerkust                          ;25;Gld.;ja ;ja ;Elburg                     
1465;Elde;844;Schijndel                  ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Elde                       
1466;Elden;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Elden                      
1467;Eldersloo;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eldersloo                  
1468;Eldik;258;Kesteren                   ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Eldik                      
1469;Eldrik;256;Hummelo en Keppel          ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee;Eldrik                     
1470;Elens;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Elens                      
1471;Eleveld;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Eleveld                    
1472;Elferink;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Elferink                   
1473;Elft;462;Wieringen                  ;51;Wieringen, Wieringermeer                ;27;NH. ;nee;nee;Elft                       
1474;970;118;Hoogeveen                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Elim                       
1475;Elkenrade;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Elkenrade                  
1476;Elkerzee;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                      ;29;Z.  ;nee;nee;Elkerzee                   
1477;Ell;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Ell                        
1478;Ellecom;275;Rheden                     ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;ja ;nee;Ellecom                    
1479;Ellemeet;1676;Schouwen-Duiveland         ;93;Schouwen-Duiveland                      ;29;Z.  ;ja ;nee;Ellemeet                   
1480;Ellerhei;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Ellerhei                   
1481;11;5;Bedum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Ellerhuizen                
1482;322;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Ellersinghuizen            
1483;Ellertshaar;1681;Borger-Odoorn              ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Ellertshaar                
1484;Ellewoutsdijk;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Ellewoutsdijk              
1485;Elp;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Elp                        
1486;Elsen;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Elsen                      
1487;Elsendorp;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Elsendorp                  
1488;Elsenerbroek;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Elsenerbroek               
1489;Elshof;1773;Olst-Wijhe                 ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Elshof                     
1490;Elshout;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee;Elshout                    
1491;Elsloo;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;ja ;nee;Elsloo                     
1492;731;85;Ooststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Elsloo                     
1493;Elspeet;302;Nunspeet                   ;32;IJsselmeerkust                          ;25;Gld.;ja ;nee;Elspeet                    
1494;Elst;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Elst                       
1495;Elst;1671;Maasdonk                   ;111;Maaskant                                ;30;NB. ;nee;nee;Elst                       
1496;Elst (ged.);340;Rhenen                     ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Elst (ged.)                
1497;Elst (ged.);306;Amerongen                  ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Elst (ged.)                
1498;Elsteren;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Elsteren                   
1499;Elzen;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Elzen                      
