ID;Loonklassen;BedrijfstakkenBranchesSBI2008;CaribischNederland;Perioden;Banen_1;GemiddeldJaarloon_2
2300;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Bonaire;2019;;
2301;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Bonaire;2020;;
2302;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Bonaire;2021;;
2303;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Bonaire;2022;;
2304;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2011;;
2305;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2012;;
2306;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2013;;
2307;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2014;;
2308;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2015;10.0;7680.0
2309;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2016;10.0;7680.0
2310;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2017;;
2311;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2018;10.0;8230.0
2312;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2019;;
2313;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2020;;
2314;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2021;;
2315;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Sint-Eustatius;2022;;
2316;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2011;;
2317;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2012;;
2318;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2013;;
2319;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2014;;
2320;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2015;;
2321;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2016;;
2322;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2017;;
2323;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2018;;
2324;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2019;;
2325;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2020;;
2326;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2021;;
2327;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Saba;2022;;
2328;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2011;;
2329;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2012;;
2330;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2013;;
2331;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2014;;
2332;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2015;;
2333;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2016;;
2334;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2017;;
2335;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2018;;
2336;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2019;;
2337;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2020;;
2338;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2021;;
2339;Bruto jaarloon: 5 000 tot 10 000 dollar;D-E Energie, water, afvalbeheer;Niet in te delen;2022;;
2340;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2011;80.0;8160.0
2341;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2012;60.0;8090.0
2342;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2013;60.0;8040.0
2343;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2014;70.0;7850.0
2344;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2015;80.0;7750.0
2345;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2016;60.0;7890.0
2346;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2017;60.0;7740.0
2347;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2018;80.0;7680.0
2348;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2019;60.0;7620.0
2349;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2020;120.0;7640.0
2350;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2021;60.0;7590.0
2351;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Caribisch Nederland;2022;50.0;7790.0
2352;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2011;80.0;8190.0
2353;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2012;60.0;8130.0
2354;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2013;50.0;8110.0
2355;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2014;60.0;7840.0
2356;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2015;70.0;7740.0
2357;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2016;50.0;7870.0
2358;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2017;50.0;7790.0
2359;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2018;60.0;7780.0
2360;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2019;50.0;7640.0
2361;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2020;50.0;7870.0
2362;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2021;50.0;7560.0
2363;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Bonaire;2022;40.0;7790.0
2364;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2011;;
2365;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2012;;
2366;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2013;;
2367;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2014;;
2368;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2015;;
2369;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2016;;
2370;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2017;10.0;7610.0
2371;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2018;10.0;7300.0
2372;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2019;10.0;7380.0
2373;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2020;70.0;7430.0
2374;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2021;10.0;7680.0
2375;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Sint-Eustatius;2022;;
2376;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2011;;
2377;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2012;;
2378;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2013;;
2379;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2014;;
2380;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2015;;
2381;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2016;;
2382;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2017;10.0;7460.0
2383;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2018;;
2384;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2019;;
2385;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2020;;
2386;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2021;;
2387;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Saba;2022;;
2388;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2011;;
2389;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2012;;
2390;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2013;;
2391;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2014;;
2392;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2015;;
2393;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2016;;
2394;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2017;;
2395;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2018;;
2396;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2019;;
2397;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2020;;
2398;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2021;;
2399;Bruto jaarloon: 5 000 tot 10 000 dollar;F Bouwnijverheid;Niet in te delen;2022;;
2400;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2011;180.0;8180.0
2401;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2012;150.0;8130.0
2402;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2013;140.0;8040.0
2403;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2014;150.0;7910.0
2404;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2015;130.0;7730.0
2405;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2016;160.0;7540.0
2406;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2017;190.0;7770.0
2407;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2018;170.0;7640.0
2408;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2019;140.0;7540.0
2409;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2020;130.0;7540.0
2410;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2021;160.0;7620.0
2411;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Caribisch Nederland;2022;130.0;7510.0
2412;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2011;160.0;8130.0
2413;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2012;140.0;8180.0
2414;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2013;130.0;8050.0
2415;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2014;130.0;7860.0
2416;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2015;120.0;7660.0
2417;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2016;140.0;7510.0
2418;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2017;170.0;7710.0
2419;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2018;150.0;7590.0
2420;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2019;130.0;7500.0
2421;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2020;120.0;7390.0
2422;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2021;140.0;7580.0
2423;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Bonaire;2022;120.0;7420.0
2424;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2011;20.0;8900.0
2425;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2012;10.0;7900.0
2426;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2013;10.0;8250.0
2427;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2014;10.0;8360.0
2428;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2015;10.0;8600.0
2429;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2016;10.0;7310.0
2430;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2017;10.0;8070.0
2431;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2018;10.0;7660.0
2432;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2019;10.0;7190.0
2433;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2020;;
2434;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2021;10.0;7580.0
2435;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Sint-Eustatius;2022;;
2436;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2011;;
2437;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2012;10.0;7040.0
2438;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2013;;
2439;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2014;10.0;8410.0
2440;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2015;;
2441;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2016;10.0;8460.0
2442;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2017;10.0;8340.0
2443;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2018;10.0;8520.0
2444;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2019;10.0;8900.0
2445;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2020;;
2446;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2021;;
2447;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Saba;2022;;
2448;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2011;;
2449;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2012;;
2450;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2013;;
2451;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2014;;
2452;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2015;;
2453;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2016;;
2454;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2017;;
2455;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2018;;
2456;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2019;;
2457;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2020;;
2458;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2021;;
2459;Bruto jaarloon: 5 000 tot 10 000 dollar;G Handel;Niet in te delen;2022;;
2460;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2011;50.0;7660.0
2461;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2012;50.0;7840.0
2462;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2013;50.0;7480.0
2463;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2014;40.0;7520.0
2464;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2015;60.0;7620.0
2465;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2016;50.0;7680.0
2466;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2017;60.0;7370.0
2467;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2018;80.0;7250.0
2468;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2019;70.0;7330.0
2469;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2020;50.0;7870.0
2470;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2021;60.0;8000.0
2471;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Caribisch Nederland;2022;50.0;7880.0
2472;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2011;40.0;7770.0
2473;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2012;40.0;7830.0
2474;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2013;40.0;7560.0
2475;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2014;30.0;7680.0
2476;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2015;50.0;7470.0
2477;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2016;50.0;7710.0
2478;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2017;60.0;7300.0
2479;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2018;50.0;6980.0
2480;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2019;50.0;7170.0
2481;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2020;40.0;7830.0
2482;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2021;40.0;7920.0
2483;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Bonaire;2022;40.0;7830.0
2484;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2011;10.0;6750.0
2485;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2012;;
2486;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2013;10.0;6370.0
2487;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2014;;
2488;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2015;10.0;8070.0
2489;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2016;;
2490;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2017;;
2491;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2018;20.0;7740.0
2492;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2019;10.0;8230.0
2493;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2020;;
2494;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2021;;
2495;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Sint-Eustatius;2022;;
2496;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2011;;
2497;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2012;;
2498;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2013;;
2499;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2014;;
2500;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2015;;
2501;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2016;;
2502;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2017;;
2503;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2018;10.0;7790.0
2504;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2019;;
2505;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2020;;
2506;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2021;;
2507;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Saba;2022;;
2508;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2011;;
2509;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2012;;
2510;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2013;;
2511;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2014;;
2512;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2015;;
2513;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2016;;
2514;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2017;;
2515;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2018;;
2516;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2019;;
2517;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2020;;
2518;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2021;;
2519;Bruto jaarloon: 5 000 tot 10 000 dollar;H+J Vervoer, informatie en communicatie;Niet in te delen;2022;;
2520;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2011;150.0;8090.0
2521;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2012;150.0;8220.0
2522;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2013;140.0;8090.0
2523;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2014;130.0;8150.0
2524;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2015;140.0;7610.0
2525;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2016;140.0;7890.0
2526;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2017;160.0;7630.0
2527;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2018;180.0;7520.0
2528;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2019;200.0;7630.0
2529;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2020;180.0;7500.0
2530;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2021;180.0;7680.0
2531;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Caribisch Nederland;2022;210.0;7740.0
2532;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2011;120.0;7970.0
2533;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2012;140.0;8230.0
2534;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2013;130.0;8140.0
2535;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2014;120.0;8230.0
2536;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2015;130.0;7580.0
2537;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2016;130.0;7860.0
2538;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2017;150.0;7650.0
2539;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2018;160.0;7520.0
2540;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2019;190.0;7630.0
2541;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2020;170.0;7520.0
2542;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2021;170.0;7700.0
2543;Bruto jaarloon: 5 000 tot 10 000 dollar;I Horeca;Bonaire;2022;200.0;7700.0
