ID;PlaatsVanLading;PlaatsVanLossing;TypeSchip;NationaliteitVlagVanHetSchip;Perioden;TotaalAantalReizen_1;LaadvermogenVanAlleReizen_2;VaartuigkilometersVanAlleReizen_3;VaartuigkilometersInNederland_4;AantalBeladenReizen_5;LaadvermogenVanBeladenReizen_6;VaartuigkilometersVanBeladenReizen_7;VaartuigkilometersBeladenInNederland_8;LaadvermogentonkilometersTotaal_9;LaadvermogentonkilometersInNederland_10;LaadvermogentonkilometersTotaal_11;LaadvermogentonkilometersInNederland_12;LadingtonkilometersTotaal_13;LadingtonkilometersInNederland_14;TotaalVervoerdGewicht_15;LandbouwproductenDieren_16;VoedingsproductenVeevoeder_17;VasteBrandstoffen_18;AardolienAardolieproducten_19;ErtsenEnMetaalresiduen_20;MetalenMetalenHalffabrikaten_21;RuweMineralenEnBouwmaterialen_22;Meststoffen_23;ChemischeProducten_24;OverigeGoederenEnFabrikaten_25;TotaalAantalTEUS_26;TotaalGewicht_27;AantalBeladenTEUS_28;GewichtBeladenContainers_29;AantalLegeTEUS_30;GewichtLegeContainers_31;TotaalAantalTEUS20Ft_32;TotaalGewichtContainers20Ft_33;AantalBeladenTEUS20Ft_34;GewichtBeladenContainers20Ft_35;AantalLegeTEUS20Ft_36;GewichtLegeContainers20Ft_37;TotaalAantalTEUS30Ft_38;TotaalGewichtContainers30Ft_39;AantalBeladenTEUS30Ft_40;GewichtBeladenContainers30Ft_41;AantalLegeTEUS30Ft_42;GewichtLegeContainers30Ft_43;TotaalAantalTEUS40Ft_44;TotaalGewichtContainers40Ft_45;AantalBeladenTEUS40Ft_46;GewichtBeladenContainers40Ft_47;AantalLegeTEUS40Ft_48;GewichtLegeContainers40Ft_49;TotaalAantalContainerklasseOnbekend_50;TotaalGewichtContainerklasseOnbekend_51;AantalBeladenContainerklasseOnbekend_52;GewichtBeladenContainerklasseOnbekend_53;AantalLegeContainerklasseOnbekend_54;GewichtLegeContainerklasseOnbekend_55
0;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;1996;472224;604427;110599885;51916531;319134;402835;82386205;36120928;162230215;70855958;117819468;47980970;83232777;35523484;289551;9496;20841;20208;53835;37485;8441;90374;7537;18728;22606;734126;8198.0;604601.0;7885.0;129525.0;314.0;346394;4724.0;291529.0;4559.0;54865.0;165.0;4656;54.0;2984.0;48.0;1672.0;4.0;383076;3421.0;310088.0;3278.0;72988.0;144.0;0;0.0;0.0;0.0;0.0;0.0
1;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;1997;508603;667771;125159385;58911218;361135;482481;95515721;43018152;190792070;82428567;144667526;60564462;93736642;41015970;320135;8773;19883;24003;58089;39913;7562;101216;9172;19979;31546;1932285;15484.0;842826.0;13196.0;1089459.0;2287.0;745759;7155.0;335036.0;6157.0;410723.0;997.0;18520;113.0;5978.0;88.0;12542.0;26.0;1168006;8216.0;501812.0;6951.0;666194.0;1264.0;0;0.0;0.0;0.0;0.0;0.0
2;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;1998;483867;618391;111876914;54987801;337429;434171;83949788;39502225;166837440;75169673;123413822;53850139;90342904;40714465;317458;8368;23271;25749;51456;39307;10489;100235;8526;19187;30872;2206100;16882.0;909101.0;14169.0;1296999.0;2713.0;790035;7339.0;331257.0;6221.0;458778.0;1119.0;7217;49.0;2458.0;40.0;4759.0;9.0;1408848;9492.0;575386.0;7908.0;833462.0;1585.0;0;0.0;0.0;0.0;0.0;0.0
3;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;1999;545321;692818;120413684;63592756;329825;436968;83689375;40089424;179102936;85785925;125998812;56016470;90246482;41447709;312381;10149;19675;23076;49081;37274;7439;101876;8723;19790;35297;2973557;22198.0;1720096.0;19585.0;1253461.0;2612.0;1032913;9986.0;591574.0;8915.0;441339.0;1071.0;18482;127.0;10954.0;113.0;7528.0;14.0;1922162;12083.0;1117568.0;10558.0;804594.0;1526.0;0;0.0;0.0;0.0;0.0;0.0
4;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;2000;543725;707762;115766575;61943109;321085;434313;79384869;38222258;176678999;85757191;121985088;54300198;90861679;41297042;315061;10065;19016;23294;46565;36488;8520;102113;8918;21883;38200;3290481;26269.0;1904835.0;23309.0;1385646.0;2958.0;1178906;11848.0;667329.0;10567.0;511577.0;1282.0;24845;175.0;12082.0;150.0;12763.0;25.0;2086730;14245.0;1225424.0;12592.0;861306.0;1651.0;0;0.0;0.0;0.0;0.0;0.0
5;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;2001;553123;751439;122354482;61096797;321805;444905;81000555;36653445;194989083;88922015;127285376;53799057;97878442;41927476;333490;10463;21215;27774;56364;36178;11124;103836;7630;22655;36249;3310442;26054.0;2001290.0;23306.0;1309152.0;2748.0;1043308;10376.0;591516.0;9283.0;451792.0;1092.0;31666;242.0;19922.0;219.0;11744.0;23.0;2235468;15436.0;1389852.0;13804.0;845616.0;1632.0;0;0.0;0.0;0.0;0.0;0.0
6;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;2002;519360;710085;109359037;58905012;305920;430127;74435909;35919758;175245605;86005132;120327999;53616530;90390567;40909731;314007;9963;20287;28509;51576;35711;8603;92494;7876;25305;33684;3098505;24305.0;1592902.0;20817.0;1505603.0;3485.0;1077457;10480.0;559722.0;9185.0;517735.0;1296.0;35622;294.0;21588.0;263.0;14034.0;33.0;1985426;13528.0;1011592.0;11372.0;973834.0;2157.0;0;0.0;0.0;0.0;0.0;0.0
7;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;2003;560721;844883;128638124;68299305;324019;492650;83672723;40072788;222459952;109373479;140569202;63929871;87982350;40869920;304479;9527;17737;26570;50953;36807;9525;85115;6523;24328;37394;2788993;;;;;;870722;;;;;;39678;;;;;;1780346;;;;;;98247;;;;0.0;0.0
8;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;2004;522760;755263;111255447;60559223;353090;544882;87823211;42840649;186663100;93719479;152602661;69895428;93069761;43562543;328169;9820;19015;30312;56089;39210;11576;84846;6522;26154;44624;3053337;;;;;;872338;;;;;;37198;;;;;;2035458;;;;;;108343;;;;0.0;0.0
9;0;Totaal gelost, NL + buitenland;Totaal binnenschepen;Alle vlaggen;2005;499214;754510;108170530;58108125;345371;553680;87383070;42128448;187711080;93607066;156705066;71296776;92209716;43066394;324277;7806;19148;27908;57097;37237;11947;79988;6203;27732;49211;3183341;;;;;;899414;;;;;;35200;;;;;;2096636;;;;;;152091;;;;;
