ID;LandbouwgoederenEnDiensten;Perioden;OutputTegenAfProducentwaarde_1;OutputBasisprijzen_2;OutputTegenAfProducentwaarde_3;OutputBasisprijzen_4;OutputTegenAfProducentwaarde_5;OutputBasisprijzen_6;OutputTegenAfProducentwaarde_7;OutputBasisprijzen_8
536;Andere handelsgewassen, totaal;2009;22.0;22.0;19.0;19.0;11.4;11.4;119.1;119.1
537;Andere handelsgewassen, totaal;2010;16.0;16.0;14.0;14.0;-27.1;-27.1;117.8;117.8
538;Andere handelsgewassen, totaal;2011;14.0;14.0;10.0;10.0;-26.7;-26.7;137.6;137.6
539;Andere handelsgewassen, totaal;2012;23.0;23.0;16.0;16.0;65.1;65.1;140.7;140.7
540;Andere handelsgewassen, totaal;2013;20.0;20.0;14.0;14.0;-16.1;-16.1;142.0;142.0
541;Andere handelsgewassen, totaal;2014;16.0;16.0;13.0;13.0;-7.0;-7.0;122.3;122.3
542;Andere handelsgewassen, totaal;2015;17.0;17.0;17.0;17.0;31.9;31.9;100.0;100.0
543;Andere handelsgewassen, totaal;2016;16.0;16.0;17.0;17.0;-1.6;-1.6;94.3;94.3
544;Andere handelsgewassen, totaal;2017;12.0;12.0;13.0;13.0;-23.8;-23.8;95.0;95.0
545;Andere handelsgewassen, totaal;2018;9.0;9.0;11.0;11.0;-10.8;-10.8;76.5;76.5
546;Andere handelsgewassen, totaal;2019;13.0;13.0;16.0;16.0;42.1;42.1;80.0;80.0
547;Andere handelsgewassen, totaal;2020;8.0;8.0;10.0;10.0;-35.2;-35.2;78.1;78.1
548;Andere handelsgewassen, totaal;2021;13.0;13.0;15.0;15.0;39.5;39.5;88.7;88.7
549;Andere handelsgewassen, totaal;2022;16.0;16.0;13.0;13.0;-8.1;-8.1;116.8;116.8
550;Andere handelsgewassen, totaal;2023;16.0;16.0;13.0;13.0;0.5;0.5;118.2;118.2
551;Vezelplanten;1995;3.0;3.0;8.0;8.0;;;31.3;30.7
552;Vezelplanten;1996;1.0;1.0;6.0;7.0;-22.8;-19.2;21.8;21.8
553;Vezelplanten;1997;12.0;12.0;10.0;10.0;62.9;52.7;122.0;122.2
554;Vezelplanten;1998;8.0;8.0;8.0;8.0;-24.8;-23.7;106.9;107.3
555;Vezelplanten;1999;14.0;15.0;11.0;11.0;45.8;45.1;128.5;128.7
556;Vezelplanten;2000;17.0;17.0;14.0;14.0;22.9;22.8;124.6;124.7
557;Vezelplanten;2001;14.0;14.0;11.0;11.0;-20.1;-20.2;130.1;130.1
558;Vezelplanten;2002;18.0;18.0;14.0;14.0;26.2;25.4;130.0;130.0
559;Vezelplanten;2003;20.0;20.0;15.0;15.0;10.6;10.6;128.7;128.7
560;Vezelplanten;2004;22.0;22.0;16.0;16.0;7.3;7.3;133.9;133.9
561;Vezelplanten;2005;20.0;20.0;17.0;17.0;4.0;4.0;115.8;115.8
562;Vezelplanten;2006;18.0;18.0;15.0;15.0;-11.3;-11.3;115.5;115.5
563;Vezelplanten;2007;10.0;10.0;10.0;10.0;-33.1;-33.1;103.3;103.3
564;Vezelplanten;2008;10.0;10.0;10.0;10.0;-2.8;-2.8;99.0;99.0
565;Vezelplanten;2009;13.0;13.0;11.0;11.0;12.5;12.5;118.1;118.1
566;Vezelplanten;2010;10.0;10.0;9.0;9.0;-21.9;-21.9;116.4;116.4
567;Vezelplanten;2011;9.0;9.0;6.0;6.0;-27.7;-27.7;147.8;147.8
568;Vezelplanten;2012;16.0;16.0;10.0;10.0;65.1;65.1;152.7;152.7
569;Vezelplanten;2013;13.0;13.0;9.0;9.0;-16.6;-16.6;154.8;154.8
570;Vezelplanten;2014;10.0;10.0;8.0;8.0;-8.4;-8.4;122.4;122.4
571;Vezelplanten;2015;11.0;11.0;11.0;11.0;37.4;37.4;100.0;100.0
572;Vezelplanten;2016;10.0;10.0;11.0;11.0;-1.4;-1.4;93.0;93.0
573;Vezelplanten;2017;7.0;7.0;8.0;8.0;-28.7;-28.7;91.9;91.9
574;Vezelplanten;2018;5.0;5.0;7.0;7.0;-13.0;-13.0;71.2;71.2
575;Vezelplanten;2019;8.0;8.0;10.0;10.0;53.2;53.2;74.5;74.5
576;Vezelplanten;2020;4.0;4.0;5.0;5.0;-46.5;-46.5;71.6;71.6
577;Vezelplanten;2021;7.0;7.0;8.0;8.0;54.0;54.0;77.3;77.3
578;Vezelplanten;2022;8.0;8.0;8.0;8.0;-10.8;-10.8;101.9;101.9
579;Vezelplanten;2023;;;;;;;;
580;Andere gewassen: andere;1995;9.0;9.0;14.0;14.0;;;63.1;63.1
581;Andere gewassen: andere;1996;9.0;9.0;14.0;14.0;1.3;1.3;63.5;63.5
582;Andere gewassen: andere;1997;9.0;9.0;15.0;15.0;2.9;2.9;63.5;63.5
583;Andere gewassen: andere;1998;10.0;10.0;15.0;15.0;2.4;2.4;64.4;64.4
584;Andere gewassen: andere;1999;9.0;9.0;15.0;15.0;1.4;1.4;60.7;60.7
585;Andere gewassen: andere;2000;10.0;10.0;16.0;16.0;2.7;2.7;64.6;64.6
586;Andere gewassen: andere;2001;12.0;12.0;16.0;16.0;0.5;0.5;74.5;74.5
587;Andere gewassen: andere;2002;13.0;13.0;16.0;16.0;-0.3;-0.3;80.8;80.8
588;Andere gewassen: andere;2003;13.0;13.0;16.0;16.0;4.1;4.1;81.0;81.0
589;Andere gewassen: andere;2004;13.0;13.0;16.0;16.0;0.5;0.5;81.5;81.5
590;Andere gewassen: andere;2005;13.0;13.0;16.0;16.0;-1.6;-1.6;83.6;83.6
591;Andere gewassen: andere;2006;8.0;8.0;9.0;9.0;-42.7;-42.7;84.2;84.2
592;Andere gewassen: andere;2007;6.0;6.0;6.0;6.0;-30.1;-30.1;97.3;97.3
593;Andere gewassen: andere;2008;8.0;8.0;7.0;7.0;5.7;5.7;121.1;121.1
594;Andere gewassen: andere;2009;9.0;9.0;7.0;7.0;10.1;10.1;121.8;121.8
595;Andere gewassen: andere;2010;6.0;6.0;5.0;5.0;-34.6;-34.6;121.4;121.4
596;Andere gewassen: andere;2011;4.0;4.0;4.0;4.0;-25.0;-25.0;121.4;121.4
597;Andere gewassen: andere;2012;7.0;7.0;6.0;6.0;65.0;65.0;121.3;121.3
598;Andere gewassen: andere;2013;6.0;6.0;5.0;5.0;-15.0;-15.0;121.3;121.3
599;Andere gewassen: andere;2014;6.0;6.0;5.0;5.0;-4.1;-4.1;121.9;121.9
600;Andere gewassen: andere;2015;6.0;6.0;6.0;6.0;23.1;23.1;100.0;100.0
601;Andere gewassen: andere;2016;6.0;6.0;6.0;6.0;-1.9;-1.9;96.7;96.7
602;Andere gewassen: andere;2017;5.0;5.0;5.0;5.0;-15.3;-15.3;100.2;100.2
603;Andere gewassen: andere;2018;4.0;4.0;5.0;5.0;-7.9;-7.9;84.6;84.6
604;Andere gewassen: andere;2019;5.0;5.0;6.0;6.0;28.7;28.7;88.4;88.4
605;Andere gewassen: andere;2020;4.0;4.0;5.0;5.0;-19.0;-19.0;87.5;87.5
606;Andere gewassen: andere;2021;6.0;6.0;6.0;6.0;26.1;26.1;105.0;105.0
607;Andere gewassen: andere;2022;8.0;8.0;6.0;6.0;-5.4;-5.4;138.0;138.0
608;Andere gewassen: andere;2023;;;;;;;;
609;Voedergewassen, totaal;1995;559.0;635.0;725.0;698.0;;;77.1;91.0
610;Voedergewassen, totaal;1996;575.0;653.0;694.0;674.0;-4.2;-3.3;82.8;96.9
611;Voedergewassen, totaal;1997;562.0;645.0;806.0;774.0;16.0;14.8;69.7;83.3
612;Voedergewassen, totaal;1998;484.0;565.0;787.0;756.0;-2.3;-2.4;61.5;74.8
613;Voedergewassen, totaal;1999;483.0;561.0;774.0;740.0;-1.7;-2.0;62.5;75.7
614;Voedergewassen, totaal;2000;450.0;539.0;738.0;726.0;-4.6;-1.9;61.0;74.3
615;Voedergewassen, totaal;2001;525.0;620.0;727.0;716.0;-1.5;-1.4;72.2;86.6
616;Voedergewassen, totaal;2002;558.0;649.0;732.0;726.0;0.7;1.4;76.3;89.5
617;Voedergewassen, totaal;2003;496.0;575.0;683.0;687.0;-6.6;-5.3;72.6;83.7
618;Voedergewassen, totaal;2004;614.0;642.0;784.0;778.0;14.8;13.2;78.3;82.6
619;Voedergewassen, totaal;2005;514.0;515.0;722.0;722.0;-7.9;-7.2;71.2;71.3
620;Voedergewassen, totaal;2006;447.0;447.0;631.0;631.0;-12.6;-12.6;70.9;70.9
621;Voedergewassen, totaal;2007;539.0;539.0;650.0;650.0;3.0;3.0;83.0;83.0
622;Voedergewassen, totaal;2008;565.0;565.0;706.0;706.0;8.7;8.7;80.0;80.0
623;Voedergewassen, totaal;2009;522.0;522.0;711.0;711.0;0.7;0.7;73.4;73.4
624;Voedergewassen, totaal;2010;589.0;589.0;686.0;686.0;-3.5;-3.5;85.7;85.7
625;Voedergewassen, totaal;2011;807.0;807.0;690.0;690.0;0.5;0.5;116.9;116.9
626;Voedergewassen, totaal;2012;800.0;800.0;692.0;692.0;0.3;0.3;115.5;115.5
627;Voedergewassen, totaal;2013;725.0;725.0;678.0;678.0;-2.1;-2.1;106.9;106.9
628;Voedergewassen, totaal;2014;748.0;748.0;701.0;701.0;3.4;3.4;106.7;106.7
629;Voedergewassen, totaal;2015;599.0;599.0;599.0;599.0;-14.6;-14.6;100.0;100.0
630;Voedergewassen, totaal;2016;629.0;629.0;618.0;618.0;3.3;3.3;101.6;101.6
631;Voedergewassen, totaal;2017;644.0;644.0;678.0;678.0;9.7;9.7;94.9;94.9
632;Voedergewassen, totaal;2018;683.0;683.0;601.0;601.0;-11.4;-11.4;113.6;113.6
633;Voedergewassen, totaal;2019;708.0;708.0;597.0;597.0;-0.7;-0.7;118.5;118.5
634;Voedergewassen, totaal;2020;753.0;753.0;624.0;624.0;4.4;4.4;120.8;120.8
635;Voedergewassen, totaal;2021;724.0;724.0;610.0;610.0;-2.2;-2.2;118.8;118.8
636;Voedergewassen, totaal;2022;803.0;803.0;602.0;602.0;-1.3;-1.3;133.4;133.4
637;Voedergewassen, totaal;2023;957.0;957.0;606.0;606.0;0.6;0.6;158.0;158.0
638;Voedermaïs;1995;248.0;324.0;266.0;254.0;;;93.3;127.4
639;Voedermaïs;1996;251.0;329.0;264.0;255.0;-0.7;0.2;95.2;129.4
640;Voedermaïs;1997;248.0;331.0;298.0;283.0;13.0;11.3;83.2;116.8
641;Voedermaïs;1998;192.0;272.0;258.0;253.0;-13.5;-10.9;74.4;107.8
642;Voedermaïs;1999;202.0;279.0;302.0;281.0;17.3;11.0;66.8;99.6
643;Voedermaïs;2000;149.0;238.0;271.0;271.0;-10.5;-3.5;55.1;87.9
644;Voedermaïs;2001;194.0;289.0;270.0;269.0;-0.3;-0.6;71.9;107.5
645;Voedermaïs;2002;187.0;278.0;286.0;285.0;6.0;5.7;65.4;97.6
646;Voedermaïs;2003;187.0;266.0;294.0;293.0;2.9;2.8;63.6;90.9
647;Voedermaïs;2004;196.0;225.0;299.0;299.0;1.6;2.3;65.6;75.1
648;Voedermaïs;2005;192.0;192.0;325.0;325.0;8.6;8.5;59.0;59.1
649;Voedermaïs;2006;183.0;183.0;306.0;306.0;-5.8;-5.8;59.8;59.8
650;Voedermaïs;2007;243.0;243.0;324.0;324.0;5.8;5.8;74.9;74.9
651;Voedermaïs;2008;274.0;274.0;386.0;386.0;19.2;19.2;71.1;71.1
652;Voedermaïs;2009;229.0;229.0;392.0;392.0;1.5;1.5;58.6;58.6
653;Voedermaïs;2010;265.0;265.0;371.0;371.0;-5.4;-5.4;71.5;71.5
654;Voedermaïs;2011;346.0;346.0;379.0;379.0;2.1;2.1;91.3;91.3
655;Voedermaïs;2012;386.0;386.0;383.0;383.0;1.1;1.1;100.8;100.8
656;Voedermaïs;2013;413.0;413.0;368.0;368.0;-3.8;-3.8;112.0;112.0
657;Voedermaïs;2014;436.0;436.0;387.0;387.0;5.1;5.1;112.5;112.5
658;Voedermaïs;2015;286.0;286.0;286.0;286.0;-26.1;-26.1;100.0;100.0
659;Voedermaïs;2016;295.0;295.0;306.0;306.0;6.9;6.9;96.6;96.6
660;Voedermaïs;2017;346.0;346.0;370.0;370.0;21.1;21.1;93.5;93.5
661;Voedermaïs;2018;341.0;341.0;302.0;302.0;-18.4;-18.4;112.8;112.8
662;Voedermaïs;2019;359.0;359.0;299.0;299.0;-1.2;-1.2;120.1;120.1
663;Voedermaïs;2020;434.0;434.0;325.0;325.0;9.0;9.0;133.3;133.3
664;Voedermaïs;2021;384.0;384.0;311.0;311.0;-4.6;-4.6;123.8;123.8
665;Voedermaïs;2022;475.0;475.0;306.0;306.0;-1.4;-1.4;155.1;155.1
666;Voedermaïs;2023;;;;;;;;
667;Voederwortels en voederbieten;1995;3.0;3.0;6.0;6.0;;;47.0;47.0
668;Voederwortels en voederbieten;1996;3.0;3.0;6.0;6.0;-1.7;-1.7;48.6;48.6
669;Voederwortels en voederbieten;1997;3.0;3.0;5.0;5.0;-13.8;-13.8;66.3;66.3
670;Voederwortels en voederbieten;1998;3.0;3.0;4.0;4.0;-19.6;-19.6;63.2;63.2
671;Voederwortels en voederbieten;1999;2.0;2.0;4.0;4.0;-2.4;-2.4;52.6;52.6
672;Voederwortels en voederbieten;2000;2.0;2.0;4.0;4.0;-8.2;-8.2;55.0;55.0
673;Voederwortels en voederbieten;2001;2.0;2.0;3.0;3.0;-12.0;-12.0;64.6;64.6
674;Voederwortels en voederbieten;2002;2.0;2.0;3.0;3.0;-11.8;-11.8;74.4;74.4
675;Voederwortels en voederbieten;2003;1.0;1.0;2.0;2.0;-26.9;-26.9;70.9;70.9
676;Voederwortels en voederbieten;2004;2.0;2.0;2.0;2.0;14.6;14.6;65.0;65.0
677;Voederwortels en voederbieten;2005;1.0;1.0;2.0;2.0;-30.7;-30.7;62.2;62.2
678;Voederwortels en voederbieten;2006;1.0;1.0;1.0;1.0;-32.6;-32.6;63.0;63.0
679;Voederwortels en voederbieten;2007;1.0;1.0;1.0;1.0;-12.7;-12.7;75.4;75.4
680;Voederwortels en voederbieten;2008;1.0;1.0;1.0;1.0;5.6;5.6;85.3;85.3
681;Voederwortels en voederbieten;2009;1.0;1.0;1.0;1.0;-7.4;-7.4;78.8;78.8
682;Voederwortels en voederbieten;2010;1.0;1.0;1.0;1.0;8.4;8.4;103.2;103.2
683;Voederwortels en voederbieten;2011;1.0;1.0;1.0;1.0;-16.1;-16.1;118.5;118.5
684;Voederwortels en voederbieten;2012;1.0;1.0;1.0;1.0;-8.0;-8.0;122.3;122.3
685;Voederwortels en voederbieten;2013;1.0;1.0;1.0;1.0;-1.1;-1.1;110.7;110.7
686;Voederwortels en voederbieten;2014;1.0;1.0;1.0;1.0;6.1;6.1;107.3;107.3
687;Voederwortels en voederbieten;2015;1.0;1.0;1.0;1.0;50.0;50.0;100.0;100.0
688;Voederwortels en voederbieten;2016;2.0;2.0;2.0;2.0;67.0;67.0;102.3;102.3
689;Voederwortels en voederbieten;2017;4.0;4.0;5.0;5.0;116.8;116.8;94.8;94.8
690;Voederwortels en voederbieten;2018;6.0;6.0;5.0;5.0;9.8;9.8;112.4;112.4
691;Voederwortels en voederbieten;2019;7.0;7.0;6.0;6.0;14.6;14.6;117.2;117.2
692;Voederwortels en voederbieten;2020;8.0;8.0;6.0;6.0;13.6;13.6;119.2;119.2
693;Voederwortels en voederbieten;2021;8.0;8.0;7.0;7.0;11.7;11.7;115.2;115.2
694;Voederwortels en voederbieten;2022;10.0;10.0;8.0;8.0;7.4;7.4;130.6;130.6
695;Voederwortels en voederbieten;2023;;;;;;;;
696;Andere voedergewassen;1995;308.0;308.0;422.0;422.0;;;73.0;73.0
697;Andere voedergewassen;1996;321.0;321.0;393.0;393.0;-7.1;-7.1;81.7;81.7
698;Andere voedergewassen;1997;311.0;311.0;466.0;466.0;18.6;18.6;66.7;66.7
699;Andere voedergewassen;1998;290.0;290.0;497.0;497.0;6.8;6.8;58.3;58.3
700;Andere voedergewassen;1999;279.0;279.0;426.0;426.0;-14.3;-14.3;65.5;65.5
701;Andere voedergewassen;2000;299.0;299.0;425.0;425.0;-0.3;-0.3;70.4;70.4
702;Andere voedergewassen;2001;329.0;329.0;416.0;416.0;-2.0;-2.0;78.9;78.9
703;Andere voedergewassen;2002;369.0;369.0;407.0;407.0;-2.4;-2.4;90.8;90.8
704;Andere voedergewassen;2003;307.0;307.0;360.0;360.0;-11.4;-11.4;85.2;85.2
705;Andere voedergewassen;2004;416.0;416.0;442.0;442.0;22.8;22.8;94.0;94.0
706;Andere voedergewassen;2005;322.0;322.0;373.0;373.0;-15.6;-15.6;86.1;86.1
707;Andere voedergewassen;2006;264.0;264.0;311.0;311.0;-16.7;-16.7;84.7;84.7
708;Andere voedergewassen;2007;296.0;296.0;314.0;314.0;1.1;1.1;94.1;94.1
709;Andere voedergewassen;2008;290.0;290.0;315.0;315.0;0.2;0.2;91.9;91.9
710;Andere voedergewassen;2009;292.0;292.0;315.0;315.0;-0.1;-0.1;92.8;92.8
711;Andere voedergewassen;2010;322.0;322.0;308.0;308.0;-2.0;-2.0;104.5;104.5
712;Andere voedergewassen;2011;460.0;460.0;306.0;306.0;-0.7;-0.7;150.3;150.3
713;Andere voedergewassen;2012;413.0;413.0;306.0;306.0;-0.2;-0.2;135.2;135.2
714;Andere voedergewassen;2013;311.0;311.0;304.0;304.0;-0.4;-0.4;102.3;102.3
715;Andere voedergewassen;2014;312.0;312.0;307.0;307.0;1.1;1.1;101.4;101.4
716;Andere voedergewassen;2015;311.0;311.0;311.0;311.0;1.3;1.3;100.0;100.0
717;Andere voedergewassen;2016;331.0;331.0;311.0;311.0;-0.2;-0.2;106.6;106.6
718;Andere voedergewassen;2017;293.0;293.0;307.0;307.0;-1.2;-1.2;95.6;95.6
719;Andere voedergewassen;2018;337.0;337.0;297.0;297.0;-3.4;-3.4;113.5;113.5
720;Andere voedergewassen;2019;342.0;342.0;295.0;295.0;-0.4;-0.4;115.9;115.9
721;Andere voedergewassen;2020;312.0;312.0;294.0;294.0;-0.6;-0.6;106.1;106.1
722;Andere voedergewassen;2021;331.0;331.0;296.0;296.0;0.7;0.7;112.1;112.1
723;Andere voedergewassen;2022;318.0;318.0;292.0;292.0;-1.4;-1.4;109.1;109.1
724;Andere voedergewassen;2023;;;;;;;;
725;Groenten en tuinbouwproducten, totaal;1995;6023.0;6031.0;8429.0;8440.0;;;71.5;71.5
726;Groenten en tuinbouwproducten, totaal;1996;6296.0;6298.0;8389.0;8392.0;-0.5;-0.6;75.1;75.1
727;Groenten en tuinbouwproducten, totaal;1997;6825.0;6826.0;8840.0;8841.0;5.4;5.4;77.2;77.2
728;Groenten en tuinbouwproducten, totaal;1998;7030.0;7031.0;8791.0;8792.0;-0.6;-0.6;80.0;80.0
729;Groenten en tuinbouwproducten, totaal;1999;6862.0;6862.0;9149.0;9150.0;4.1;4.1;75.0;75.0
730;Groenten en tuinbouwproducten, totaal;2000;7285.0;7285.0;9123.0;9123.0;-0.3;-0.3;79.9;79.9
731;Groenten en tuinbouwproducten, totaal;2001;7276.0;7276.0;8929.0;8929.0;-2.1;-2.1;81.5;81.5
732;Groenten en tuinbouwproducten, totaal;2002;7639.0;7639.0;8897.0;8897.0;-0.4;-0.4;85.9;85.9
733;Groenten en tuinbouwproducten, totaal;2003;7944.0;7944.0;9119.0;9119.0;2.5;2.5;87.1;87.1
734;Groenten en tuinbouwproducten, totaal;2004;7490.0;7490.0;9396.0;9396.0;3.0;3.0;79.7;79.7
735;Groenten en tuinbouwproducten, totaal;2005;7772.0;7772.0;9315.0;9315.0;-0.9;-0.9;83.4;83.4
736;Groenten en tuinbouwproducten, totaal;2006;8290.0;8290.0;9258.0;9258.0;-0.6;-0.6;89.5;89.5
737;Groenten en tuinbouwproducten, totaal;2007;8699.0;8699.0;9390.0;9390.0;1.4;1.4;92.6;92.6
738;Groenten en tuinbouwproducten, totaal;2008;8465.0;8465.0;9537.0;9537.0;1.6;1.6;88.8;88.8
739;Groenten en tuinbouwproducten, totaal;2009;7974.0;7974.0;9565.0;9565.0;0.3;0.3;83.4;83.4
740;Groenten en tuinbouwproducten, totaal;2010;9007.0;9007.0;9562.0;9562.0;0.0;0.0;94.2;94.2
741;Groenten en tuinbouwproducten, totaal;2011;8358.0;8358.0;9448.0;9448.0;-1.2;-1.2;88.5;88.5
742;Groenten en tuinbouwproducten, totaal;2012;8524.0;8524.0;9344.0;9344.0;-1.1;-1.1;91.2;91.2
743;Groenten en tuinbouwproducten, totaal;2013;9008.0;9008.0;9359.0;9359.0;0.2;0.2;96.3;96.3
744;Groenten en tuinbouwproducten, totaal;2014;8888.0;8888.0;9519.0;9519.0;1.7;1.7;93.4;93.4
745;Groenten en tuinbouwproducten, totaal;2015;9524.0;9524.0;9524.0;9524.0;0.0;0.0;100.0;100.0
746;Groenten en tuinbouwproducten, totaal;2016;9421.0;9421.0;9489.0;9489.0;-0.4;-0.4;99.3;99.3
747;Groenten en tuinbouwproducten, totaal;2017;9484.0;9484.0;9531.0;9531.0;0.4;0.4;99.5;99.5
748;Groenten en tuinbouwproducten, totaal;2018;9436.0;9436.0;9354.0;9354.0;-1.9;-1.9;100.9;100.9
749;Groenten en tuinbouwproducten, totaal;2019;9791.0;9791.0;9456.0;9456.0;1.1;1.1;103.5;103.5
750;Groenten en tuinbouwproducten, totaal;2020;9755.0;9755.0;9195.0;9195.0;-2.8;-2.8;106.1;106.1
751;Groenten en tuinbouwproducten, totaal;2021;11155.0;11155.0;9672.0;9672.0;5.2;5.2;115.3;115.3
752;Groenten en tuinbouwproducten, totaal;2022;10767.0;10767.0;8984.0;8984.0;-7.1;-7.1;119.8;119.8
753;Groenten en tuinbouwproducten, totaal;2023;10949.0;10949.0;8576.0;8576.0;-4.5;-4.5;127.7;127.7
754;Verse groenten, totaal;1995;2025.0;2033.0;2311.0;2319.0;;;87.6;87.7
755;Verse groenten, totaal;1996;2113.0;2115.0;2193.0;2195.0;-5.1;-5.4;96.4;96.4
756;Verse groenten, totaal;1997;2365.0;2365.0;2379.0;2380.0;8.5;8.4;99.4;99.4
757;Verse groenten, totaal;1998;2376.0;2376.0;2341.0;2342.0;-1.6;-1.6;101.5;101.5
758;Verse groenten, totaal;1999;2182.0;2182.0;2390.0;2390.0;2.1;2.1;91.3;91.3
759;Verse groenten, totaal;2000;2287.0;2287.0;2306.0;2306.0;-3.5;-3.5;99.2;99.2
760;Verse groenten, totaal;2001;2201.0;2201.0;2326.0;2326.0;0.9;0.9;94.6;94.6
761;Verse groenten, totaal;2002;2335.0;2335.0;2372.0;2372.0;2.0;2.0;98.4;98.4
762;Verse groenten, totaal;2003;2512.0;2512.0;2459.0;2459.0;3.6;3.6;102.2;102.2
763;Verse groenten, totaal;2004;2142.0;2142.0;2521.0;2521.0;2.5;2.5;85.0;85.0
764;Verse groenten, totaal;2005;2242.0;2242.0;2586.0;2586.0;2.6;2.6;86.7;86.7
765;Verse groenten, totaal;2006;2520.0;2520.0;2537.0;2537.0;-1.9;-1.9;99.3;99.3
766;Verse groenten, totaal;2007;2491.0;2491.0;2648.0;2648.0;4.4;4.4;94.1;94.1
767;Verse groenten, totaal;2008;2382.0;2382.0;2756.0;2756.0;4.1;4.1;86.4;86.4
768;Verse groenten, totaal;2009;2071.0;2071.0;2868.0;2868.0;4.1;4.1;72.2;72.2
769;Verse groenten, totaal;2010;2724.0;2724.0;2792.0;2792.0;-2.6;-2.6;97.5;97.5
770;Verse groenten, totaal;2011;2143.0;2143.0;2812.0;2812.0;0.7;0.7;76.2;76.2
771;Verse groenten, totaal;2012;2330.0;2330.0;2776.0;2776.0;-1.3;-1.3;83.9;83.9
772;Verse groenten, totaal;2013;2588.0;2588.0;2832.0;2832.0;2.0;2.0;91.4;91.4
773;Verse groenten, totaal;2014;2383.0;2383.0;2930.0;2930.0;3.5;3.5;81.3;81.3
774;Verse groenten, totaal;2015;2946.0;2946.0;2946.0;2946.0;0.5;0.5;100.0;100.0
775;Verse groenten, totaal;2016;2610.0;2610.0;2861.0;2861.0;-2.9;-2.9;91.2;91.2
776;Verse groenten, totaal;2017;2462.0;2462.0;3001.0;3001.0;4.9;4.9;82.1;82.1
777;Verse groenten, totaal;2018;2659.0;2659.0;2909.0;2909.0;-3.0;-3.0;91.4;91.4
778;Verse groenten, totaal;2019;2911.0;2911.0;3008.0;3008.0;3.4;3.4;96.8;96.8
779;Verse groenten, totaal;2020;2816.0;2816.0;3051.0;3051.0;1.4;1.4;92.3;92.3
780;Verse groenten, totaal;2021;3023.0;3023.0;3111.0;3111.0;2.0;2.0;97.1;97.1
781;Verse groenten, totaal;2022;3014.0;3014.0;2805.0;2805.0;-9.9;-9.9;107.5;107.5
782;Verse groenten, totaal;2023;3253.0;3253.0;2721.0;2721.0;-3.0;-3.0;119.5;119.5
783;Bloemkool;1995;36.0;36.0;22.0;22.0;;;169.1;169.1
784;Bloemkool;1996;32.0;32.0;23.0;23.0;4.7;4.7;140.0;140.0
785;Bloemkool;1997;34.0;34.0;23.0;23.0;0.4;0.4;148.6;148.6
786;Bloemkool;1998;30.0;30.0;24.0;24.0;6.8;6.8;123.6;123.6
787;Bloemkool;1999;31.0;31.0;25.0;25.0;4.3;4.3;122.9;122.9
788;Bloemkool;2000;33.0;33.0;25.0;25.0;0.9;0.9;129.3;129.3
789;Bloemkool;2001;37.0;37.0;24.0;24.0;-7.6;-7.6;155.7;155.7
790;Bloemkool;2002;36.0;36.0;25.0;25.0;4.6;4.6;144.2;144.2
791;Bloemkool;2003;35.0;35.0;25.0;25.0;-0.3;-0.3;141.1;141.1
792;Bloemkool;2004;28.0;28.0;24.0;24.0;-0.3;-0.3;114.4;114.4
793;Bloemkool;2005;27.0;27.0;25.0;25.0;0.4;0.4;111.2;111.2
794;Bloemkool;2006;31.0;31.0;23.0;23.0;-7.0;-7.0;136.6;136.6
795;Bloemkool;2007;29.0;29.0;26.0;26.0;15.5;15.5;108.2;108.2
796;Bloemkool;2008;33.0;33.0;28.0;28.0;7.3;7.3;114.8;114.8
797;Bloemkool;2009;25.0;25.0;23.0;23.0;-19.3;-19.3;111.4;111.4
798;Bloemkool;2010;25.0;25.0;24.0;24.0;3.1;3.1;104.4;104.4
799;Bloemkool;2011;24.0;24.0;22.0;22.0;-7.7;-7.7;109.5;109.5
800;Bloemkool;2012;22.0;22.0;20.0;20.0;-6.5;-6.5;107.7;107.7
801;Bloemkool;2013;23.0;23.0;20.0;20.0;-2.8;-2.8;114.5;114.5
802;Bloemkool;2014;20.0;20.0;21.0;21.0;4.8;4.8;97.3;97.3
803;Bloemkool;2015;26.0;26.0;26.0;26.0;26.3;26.3;100.0;100.0
804;Bloemkool;2016;37.0;37.0;25.0;25.0;-5.6;-5.6;149.1;149.1
805;Bloemkool;2017;26.0;26.0;28.0;28.0;14.1;14.1;93.7;93.7
806;Bloemkool;2018;30.0;30.0;27.0;27.0;-5.7;-5.7;114.8;114.8
807;Bloemkool;2019;36.0;36.0;27.0;27.0;1.3;1.3;134.0;134.0
808;Bloemkool;2020;44.0;44.0;27.0;27.0;1.5;1.5;162.1;162.1
809;Bloemkool;2021;39.0;39.0;30.0;30.0;9.8;9.8;128.7;128.7
810;Bloemkool;2022;41.0;41.0;29.0;29.0;-4.7;-4.7;144.7;144.7
811;Bloemkool;2023;;;;;;;;
812;Tomaten;1995;385.0;393.0;474.0;482.0;;;81.1;81.5
813;Tomaten;1996;481.0;483.0;391.0;393.0;-17.6;-18.6;123.1;123.1
814;Tomaten;1997;489.0;489.0;442.0;442.0;13.1;12.6;110.6;110.6
815;Tomaten;1998;506.0;507.0;448.0;448.0;1.3;1.4;113.1;113.1
816;Tomaten;1999;474.0;475.0;467.0;467.0;4.3;4.2;101.6;101.6
