ID;Geslacht;Niveau;Leerweg;Studierichting;Regio;Perioden;MboStudenten_1
2824;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Niet in te delen (PV);2019/'20;270.0
2825;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Niet in te delen (PV);2020/'21;290.0
2826;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Niet in te delen (PV);2021/'22;250.0
2827;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Niet in te delen (PV);2022/'23;280.0
2828;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Niet in te delen (PV);2023/'24;260.0
2829;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Niet in te delen (PV);2024/'25;250.0
2830;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2015/'16;5030.0
2831;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2016/'17;4970.0
2832;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2017/'18;4750.0
2833;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2018/'19;4490.0
2834;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2019/'20;4390.0
2835;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2020/'21;4550.0
2836;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2021/'22;4270.0
2837;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2022/'23;3760.0
2838;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2023/'24;3390.0
2839;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Amsterdam;2024/'25;3350.0
2840;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2015/'16;3230.0
2841;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2016/'17;3230.0
2842;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2017/'18;3300.0
2843;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2018/'19;3210.0
2844;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2019/'20;2980.0
2845;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2020/'21;3070.0
2846;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2021/'22;2830.0
2847;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2022/'23;2550.0
2848;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2023/'24;2390.0
2849;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;'s-Gravenhage (gemeente);2024/'25;2290.0
2850;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2015/'16;4720.0
2851;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2016/'17;4550.0
2852;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2017/'18;4340.0
2853;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2018/'19;4090.0
2854;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2019/'20;4100.0
2855;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2020/'21;4020.0
2856;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2021/'22;3940.0
2857;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2022/'23;3570.0
2858;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2023/'24;3370.0
2859;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rotterdam;2024/'25;3390.0
2860;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2015/'16;1510.0
2861;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2016/'17;1670.0
2862;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2017/'18;1620.0
2863;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2018/'19;1610.0
2864;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2019/'20;1490.0
2865;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2020/'21;1490.0
2866;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2021/'22;1350.0
2867;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2022/'23;1130.0
2868;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2023/'24;1000.0
2869;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Utrecht (gemeente);2024/'25;1020.0
2870;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2015/'16;14480.0
2871;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2016/'17;14420.0
2872;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2017/'18;14010.0
2873;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2018/'19;13400.0
2874;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2019/'20;12950.0
2875;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2020/'21;13130.0
2876;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2021/'22;12390.0
2877;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2022/'23;11000.0
2878;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2023/'24;10140.0
2879;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Vier grootste gemeenten (G4);2024/'25;10050.0
2880;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;20850.0
2881;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;21040.0
2882;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;20640.0
2883;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;20370.0
2884;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;19960.0
2885;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;20390.0
2886;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;19300.0
2887;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;17370.0
2888;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;16150.0
2889;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten >= 100 000 inwoners (excl. G4);2024/'25;16130.0
2890;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2015/'16;52190.0
2891;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2016/'17;51850.0
2892;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2017/'18;51120.0
2893;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2018/'19;50370.0
2894;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2019/'20;49150.0
2895;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2020/'21;48100.0
2896;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2021/'22;45810.0
2897;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2022/'23;41990.0
2898;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2023/'24;39220.0
2899;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Gemeenten < 100 000 inwoners;2024/'25;39000.0
2900;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2015/'16;180.0
2901;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2016/'17;160.0
2902;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2017/'18;270.0
2903;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2018/'19;260.0
2904;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2019/'20;270.0
2905;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2020/'21;290.0
2906;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2021/'22;250.0
2907;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2022/'23;280.0
2908;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2023/'24;260.0
2909;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;"Gemeenten; niet in te delen";2024/'25;250.0
2910;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2015/'16;4080.0
2911;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2016/'17;4090.0
2912;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2017/'18;3990.0
2913;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2018/'19;3760.0
2914;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2019/'20;3580.0
2915;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2020/'21;3570.0
2916;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2021/'22;3390.0
2917;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2022/'23;3040.0
2918;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2023/'24;2790.0
2919;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Groningen (AM);2024/'25;2650.0
2920;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2015/'16;3820.0
2921;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2016/'17;3850.0
2922;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2017/'18;3730.0
2923;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2018/'19;3640.0
2924;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2019/'20;3520.0
2925;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2020/'21;3500.0
2926;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2021/'22;3430.0
2927;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2022/'23;3090.0
2928;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2023/'24;2780.0
2929;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Friesland (AM);2024/'25;2660.0
2930;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2015/'16;1670.0
2931;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2016/'17;1660.0
2932;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2017/'18;1590.0
2933;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2018/'19;1580.0
2934;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2019/'20;1520.0
2935;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2020/'21;1450.0
2936;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2021/'22;1380.0
2937;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2022/'23;1350.0
2938;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2023/'24;1260.0
2939;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Drenthe (AM);2024/'25;1200.0
2940;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2015/'16;2720.0
2941;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2016/'17;
2942;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2017/'18;
2943;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2018/'19;
2944;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2019/'20;
2945;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2020/'21;
2946;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2021/'22;
2947;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2022/'23;
2948;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2023/'24;
2949;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;IJsselvechtstreek (AM);2024/'25;
2950;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2015/'16;3930.0
2951;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2016/'17;4090.0
2952;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2017/'18;4220.0
2953;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2018/'19;4050.0
2954;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2019/'20;4060.0
2955;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2020/'21;3980.0
2956;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2021/'22;3930.0
2957;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2022/'23;3460.0
2958;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2023/'24;3290.0
2959;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Twente (AM);2024/'25;3320.0
2960;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2015/'16;3350.0
2961;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2016/'17;3410.0
2962;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2017/'18;3300.0
2963;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2018/'19;3210.0
2964;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2019/'20;3190.0
2965;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2020/'21;3200.0
2966;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2021/'22;2910.0
2967;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2022/'23;2420.0
2968;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2023/'24;2250.0
2969;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Stedendriehoek en Noordwest Veluwe (AM);2024/'25;2140.0
2970;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2015/'16;2180.0
2971;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2016/'17;2070.0
2972;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2017/'18;2010.0
2973;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2018/'19;2010.0
2974;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2019/'20;1960.0
2975;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2020/'21;1900.0
2976;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2021/'22;1700.0
2977;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2022/'23;1480.0
2978;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2023/'24;1320.0
2979;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Midden-Gelderland (AM);2024/'25;1280.0
2980;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2015/'16;1370.0
2981;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2016/'17;1360.0
2982;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2017/'18;1310.0
2983;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2018/'19;1250.0
2984;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2019/'20;1250.0
2985;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2020/'21;1280.0
2986;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2021/'22;1200.0
2987;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2022/'23;1080.0
2988;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2023/'24;920.0
2989;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rijk van Nijmegen (AM);2024/'25;900.0
2990;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2015/'16;1550.0
2991;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2016/'17;1500.0
2992;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2017/'18;1540.0
2993;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2018/'19;1510.0
2994;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2019/'20;1430.0
2995;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2020/'21;1440.0
2996;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2021/'22;1430.0
2997;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2022/'23;1170.0
2998;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2023/'24;1120.0
2999;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Achterhoek (AM);2024/'25;1060.0
3000;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rivierenland (AM);2015/'16;1230.0
3001;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rivierenland (AM);2016/'17;1220.0
3002;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rivierenland (AM);2017/'18;1170.0
3003;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rivierenland (AM);2018/'19;1160.0
3004;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rivierenland (AM);2019/'20;970.0
3005;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);04 Recht, administratie, handel en za...;Rivierenland (AM);2020/'21;1230.0
