ID;Geslacht;Leeftijd;RegioIndeling2018;Perioden;TotaleBevolking_1
961;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2020;247.6
962;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2021;248.4
963;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2022;249.1
964;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2023;249.7
965;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2024;250.4
966;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2025;250.9
967;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2026;251.2
968;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2027;251.6
969;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2028;252.1
970;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2029;252.4
971;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2030;252.8
972;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2031;253.2
973;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2032;253.5
974;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2033;253.7
975;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2034;253.9
976;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2035;254.1
977;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2036;254.3
978;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2037;254.5
979;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2038;254.6
980;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2039;254.8
981;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2040;254.9
982;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2041;255.1
983;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2042;255.2
984;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2043;255.3
985;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2044;255.3
986;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2045;255.4
987;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2046;255.5
988;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2047;255.6
989;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2048;255.6
990;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2049;255.7
991;Totaal mannen en vrouwen;Totaal;Alkmaar en omgeving (CR);2050;255.8
992;Totaal mannen en vrouwen;Totaal;IJmond (CR);2020;199.1
993;Totaal mannen en vrouwen;Totaal;IJmond (CR);2021;199.9
994;Totaal mannen en vrouwen;Totaal;IJmond (CR);2022;200.6
995;Totaal mannen en vrouwen;Totaal;IJmond (CR);2023;201.2
996;Totaal mannen en vrouwen;Totaal;IJmond (CR);2024;201.8
997;Totaal mannen en vrouwen;Totaal;IJmond (CR);2025;202.4
998;Totaal mannen en vrouwen;Totaal;IJmond (CR);2026;202.9
999;Totaal mannen en vrouwen;Totaal;IJmond (CR);2027;203.3
1000;Totaal mannen en vrouwen;Totaal;IJmond (CR);2028;203.8
1001;Totaal mannen en vrouwen;Totaal;IJmond (CR);2029;204.3
1002;Totaal mannen en vrouwen;Totaal;IJmond (CR);2030;204.7
1003;Totaal mannen en vrouwen;Totaal;IJmond (CR);2031;205.1
1004;Totaal mannen en vrouwen;Totaal;IJmond (CR);2032;205.6
1005;Totaal mannen en vrouwen;Totaal;IJmond (CR);2033;206.0
1006;Totaal mannen en vrouwen;Totaal;IJmond (CR);2034;206.4
1007;Totaal mannen en vrouwen;Totaal;IJmond (CR);2035;206.8
1008;Totaal mannen en vrouwen;Totaal;IJmond (CR);2036;207.1
1009;Totaal mannen en vrouwen;Totaal;IJmond (CR);2037;207.5
1010;Totaal mannen en vrouwen;Totaal;IJmond (CR);2038;207.7
1011;Totaal mannen en vrouwen;Totaal;IJmond (CR);2039;207.9
1012;Totaal mannen en vrouwen;Totaal;IJmond (CR);2040;208.1
1013;Totaal mannen en vrouwen;Totaal;IJmond (CR);2041;208.2
1014;Totaal mannen en vrouwen;Totaal;IJmond (CR);2042;208.4
1015;Totaal mannen en vrouwen;Totaal;IJmond (CR);2043;208.5
1016;Totaal mannen en vrouwen;Totaal;IJmond (CR);2044;208.6
1017;Totaal mannen en vrouwen;Totaal;IJmond (CR);2045;208.6
1018;Totaal mannen en vrouwen;Totaal;IJmond (CR);2046;208.6
1019;Totaal mannen en vrouwen;Totaal;IJmond (CR);2047;208.6
1020;Totaal mannen en vrouwen;Totaal;IJmond (CR);2048;208.6
1021;Totaal mannen en vrouwen;Totaal;IJmond (CR);2049;208.6
1022;Totaal mannen en vrouwen;Totaal;IJmond (CR);2050;208.6
1023;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2020;235.9
1024;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2021;237.0
1025;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2022;238.1
1026;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2023;239.4
1027;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2024;240.3
1028;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2025;241.1
1029;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2026;242.0
1030;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2027;242.6
1031;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2028;243.2
1032;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2029;243.8
1033;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2030;244.4
1034;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2031;244.9
1035;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2032;245.4
1036;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2033;245.9
1037;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2034;246.4
1038;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2035;246.8
1039;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2036;247.3
1040;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2037;247.8
1041;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2038;248.3
1042;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2039;248.8
1043;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2040;249.2
1044;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2041;249.8
1045;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2042;250.2
1046;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2043;250.7
1047;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2044;251.1
1048;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2045;251.6
1049;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2046;252.0
1050;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2047;252.4
1051;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2048;252.7
1052;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2049;253.1
1053;Totaal mannen en vrouwen;Totaal;Agglomeratie Haarlem (CR);2050;253.5
1054;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020;173.0
1055;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021;173.9
1056;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022;174.7
1057;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023;175.6
1058;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024;176.4
1059;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2025;177.4
1060;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2026;178.5
1061;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2027;179.6
1062;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2028;180.6
1063;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2029;181.6
1064;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2030;182.5
1065;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2031;183.3
1066;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2032;184.0
1067;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2033;184.6
1068;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2034;185.1
1069;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2035;185.7
1070;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2036;186.1
1071;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2037;186.6
1072;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2038;186.9
1073;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2039;187.3
1074;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2040;187.7
1075;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2041;188.2
1076;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2042;188.5
1077;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2043;188.8
1078;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2044;189.1
1079;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2045;189.5
1080;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2046;189.8
1081;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2047;190.0
1082;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2048;190.2
1083;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2049;190.5
1084;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2050;190.8
1085;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020;1391.9
1086;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021;1407.6
1087;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022;1422.4
1088;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2023;1437.2
1089;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2024;1451.7
1090;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2025;1465.4
1091;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2026;1478.7
1092;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2027;1492.0
1093;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2028;1504.6
1094;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2029;1516.5
1095;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2030;1527.8
1096;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2031;1538.9
1097;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2032;1549.4
1098;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2033;1559.1
1099;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2034;1568.3
1100;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2035;1576.8
1101;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2036;1584.6
1102;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2037;1591.9
1103;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2038;1598.6
1104;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2039;1604.3
1105;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2040;1609.5
1106;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2041;1614.2
1107;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2042;1618.7
1108;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2043;1623.0
1109;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2044;1626.9
1110;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2045;1630.7
1111;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2046;1634.2
1112;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2047;1637.6
1113;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2048;1641.0
1114;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2049;1644.3
1115;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2050;1647.4
1116;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2020;255.7
1117;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2021;256.7
1118;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2022;257.4
1119;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2023;258.0
1120;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2024;258.6
1121;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2025;259.3
1122;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2026;259.8
1123;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2027;260.4
1124;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2028;260.9
1125;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2029;261.5
1126;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2030;262.2
1127;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2031;262.9
1128;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2032;263.5
1129;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2033;264.1
1130;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2034;264.6
1131;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2035;265.1
1132;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2036;265.8
1133;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2037;266.3
1134;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2038;266.8
1135;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2039;267.4
1136;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2040;268.0
1137;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2041;268.5
1138;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2042;269.1
1139;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2043;269.5
1140;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2044;270.0
1141;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2045;270.4
1142;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2046;270.7
1143;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2047;270.9
1144;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2048;271.1
1145;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2049;271.3
1146;Totaal mannen en vrouwen;Totaal;Het Gooi en Vechtstreek (CR);2050;271.4
1147;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2020;431.3
1148;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021;433.8
1149;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2022;436.0
1150;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2023;438.4
1151;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2024;440.7
1152;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2025;443.1
1153;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2026;445.5
1154;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2027;447.5
1155;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2028;449.5
1156;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2029;451.5
1157;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2030;453.4
1158;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2031;455.2
1159;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2032;457.0
1160;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2033;458.7
1161;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2034;460.4
1162;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2035;462.0
1163;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2036;463.5
1164;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2037;465.0
1165;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2038;466.5
1166;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2039;467.9
1167;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2040;469.2
1168;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2041;470.4
1169;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2042;471.6
1170;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2043;472.8
1171;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2044;474.0
1172;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2045;475.1
1173;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2046;476.2
1174;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2047;477.1
1175;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2048;478.1
1176;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2049;478.9
1177;Totaal mannen en vrouwen;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2050;479.8
1178;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2020;884.5
1179;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2021;893.3
1180;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2022;901.4
1181;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2023;909.1
1182;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2024;916.8
1183;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2025;924.0
1184;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2026;930.9
1185;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2027;937.6
1186;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2028;942.9
1187;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2029;948.3
1188;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2030;953.3
1189;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2031;958.4
1190;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2032;963.2
1191;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2033;967.7
1192;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2034;972.0
1193;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2035;976.2
1194;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2036;980.0
1195;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2037;983.6
1196;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2038;987.1
1197;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2039;990.4
1198;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2040;993.5
1199;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2041;996.5
1200;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2042;999.2
1201;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2043;1001.6
1202;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2044;1003.8
1203;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2045;1006.1
1204;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2046;1008.1
1205;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2047;1010.3
1206;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2048;1012.3
1207;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2049;1014.2
1208;Totaal mannen en vrouwen;Totaal;Agglomeratie 's-Gravenhage (CR);2050;1016.0
1209;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2020;234.4
1210;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2021;236.8
1211;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2022;238.8
1212;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2023;240.8
1213;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2024;242.7
1214;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2025;244.4
1215;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2026;245.9
1216;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2027;247.5
1217;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2028;248.8
1218;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2029;250.1
1219;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2030;251.4
1220;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2031;252.8
1221;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2032;254.0
1222;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2033;255.4
1223;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2034;256.6
1224;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2035;257.8
1225;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2036;259.0
1226;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2037;260.1
1227;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2038;261.2
1228;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2039;262.2
1229;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2040;263.2
1230;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2041;264.1
1231;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2042;265.0
1232;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2043;265.9
1233;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2044;266.9
1234;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2045;267.8
1235;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2046;268.6
1236;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2047;269.5
1237;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2048;270.3
1238;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2049;271.2
1239;Totaal mannen en vrouwen;Totaal;Delft en Westland (CR);2050;272.0
1240;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2020;335.1
1241;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2021;337.7
1242;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2022;340.1
1243;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2023;342.1
1244;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2024;344.0
1245;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2025;345.9
1246;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2026;347.9
1247;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2027;349.8
1248;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2028;351.8
1249;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2029;353.8
1250;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2030;355.9
1251;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2031;358.0
1252;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2032;360.0
1253;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2033;362.0
1254;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2034;363.9
1255;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2035;365.7
1256;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2036;367.4
1257;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2037;369.1
1258;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2038;370.6
1259;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2039;372.0
1260;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2040;373.2
1261;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2041;374.4
1262;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2042;375.5
1263;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2043;376.5
1264;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2044;377.5
1265;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2045;378.4
1266;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2046;379.3
1267;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2047;380.1
1268;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2048;380.8
1269;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2049;381.6
1270;Totaal mannen en vrouwen;Totaal;Oost-Zuid-Holland (CR);2050;382.4
1271;Totaal mannen en vrouwen;Totaal;Groot-Rijnmond (CR);2020;1452.2
1272;Totaal mannen en vrouwen;Totaal;Groot-Rijnmond (CR);2021;1462.1
1273;Totaal mannen en vrouwen;Totaal;Groot-Rijnmond (CR);2022;1471.1
1274;Totaal mannen en vrouwen;Totaal;Groot-Rijnmond (CR);2023;1480.1
1275;Totaal mannen en vrouwen;Totaal;Groot-Rijnmond (CR);2024;1488.5
