ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
1275;2 bewoonde vertrekken;Emmen, Wijk A;48;96;282;26;259;WS 48;3;13;19;11;2;0;WS 96
1276;2 bewoonde vertrekken;Emmen, Wijk A.A;16;32;212;0;106;WS 48;1;2;4;7;2;0;WS 96
1277;2 bewoonde vertrekken;Emmen, Wijk B;46;92;476;12;308;WS 48;2;7;11;17;9;0;WS 96
1278;2 bewoonde vertrekken;Emmen, Wijk B.A;15;30;180;0;90;WS 48;0;3;7;5;0;0;WS 96
1279;2 bewoonde vertrekken;Emmen, Wijk C;63;126;675;3;353;WS 48;4;15;22;14;8;0;WS 96
1280;2 bewoonde vertrekken;Emmen, Wijk D;56;112;681;1;342;WS 48;4;11;15;18;8;0;WS 96
1281;2 bewoonde vertrekken;Emmen, Wijk E;23;46;221;3;123;WS 48;3;5;6;8;1;0;WS 96
1282;2 bewoonde vertrekken;Emmen, Wijk E.A;12;24;136;2;79;WS 48;0;3;3;2;4;0;WS 96
1283;2 bewoonde vertrekken;Emmen, Wijk F;70;140;710;6;391;WS 48;5;20;20;20;5;0;WS 96
1284;2 bewoonde vertrekken;Emmen, Wijk F.A;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
1285;2 bewoonde vertrekken;Emmen, Wijk G;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
1286;2 bewoonde vertrekken;Emmen, Wijk G.A;18;36;218;0;109;WS 48;3;3;3;5;4;0;WS 96
1287;2 bewoonde vertrekken;Emmen, Wijk G.B;23;46;200;4;118;WS 48;2;6;11;2;2;0;WS 96
1288;2 bewoonde vertrekken;Emmen, Wijk G.C;47;94;508;0;254;WS 48;4;14;16;8;5;0;WS 96
1289;2 bewoonde vertrekken;Emmen, Wijk H;11;22;113;1;58;WS 48;2;1;5;3;0;0;WS 96
1290;2 bewoonde vertrekken;Emmen, Wijk I;7;14;88;0;44;WS 48;1;0;2;3;1;0;WS 96
1291;2 bewoonde vertrekken;Emmen, Wijk I.A;14;28;157;1;83;WS 48;0;3;6;3;2;0;WS 96
1292;2 bewoonde vertrekken;Emmen, Wijk I.B;10;20;123;1;67;WS 48;0;1;4;3;2;0;WS 96
1293;2 bewoonde vertrekken;Enschede, Totaal;1774;3548;17414;56;8897;WS 40;289;517;469;327;169;3;WS 88
1294;2 bewoonde vertrekken;Gorinchem, Totaal;832;1664;6342;134;3609;WS 16;221;256;199;106;50;0;WS 68
1295;2 bewoonde vertrekken;Gorinchem, Wijk A;184;368;1450;34;840;WS 16;52;41;51;23;17;0;WS 68
1296;2 bewoonde vertrekken;Gorinchem, Wijk B;218;436;1619;37;921;WS 16;68;64;49;25;12;0;WS 68
1297;2 bewoonde vertrekken;Gorinchem, Wijk C;138;276;987;23;567;WS 16;37;51;32;13;5;0;WS 68
1298;2 bewoonde vertrekken;Gorinchem, Wijk D;227;454;1655;37;953;WS 16;54;83;50;32;8;0;WS 68
1299;2 bewoonde vertrekken;Gorinchem, Wijk E;65;130;631;3;328;WS 16;10;17;17;13;8;0;WS 68
1300;2 bewoonde vertrekken;Gouda, Totaal;1418;2836;8057;453;5389;WS 16;496;446;282;140;54;0;WS 68
1301;2 bewoonde vertrekken;Gouda, Wijk A;28;56;114;8;67;WS 14;21;4;1;0;2;0;WS 68
1302;2 bewoonde vertrekken;Gouda, Wijk B;42;84;176;10;98;WS 14;27;8;5;1;1;0;WS 68
1303;2 bewoonde vertrekken;Gouda, Wijk C;33;66;164;14;121;WS 14;12;9;9;3;0;0;WS 68
1304;2 bewoonde vertrekken;Gouda, Wijk D;26;52;93;13;91;WS 14;12;4;8;1;1;0;WS 68
1305;2 bewoonde vertrekken;Gouda, Wijk E;21;42;110;6;70;WS 14;8;7;5;1;0;0;WS 68
1306;2 bewoonde vertrekken;Gouda, Wijk F;41;82;248;10;149;WS 14;17;11;5;6;2;0;WS 68
1307;2 bewoonde vertrekken;Gouda, Wijk G;48;96;320;6;175;WS 14;17;17;8;5;1;0;WS 68
1308;2 bewoonde vertrekken;Gouda, Wijk H;41;82;208;12;131;WS 14;15;17;8;1;0;0;WS 68
1309;2 bewoonde vertrekken;Gouda, Wijk I;61;122;257;29;201;WS 14;21;24;14;2;0;0;WS 68
1310;2 bewoonde vertrekken;Gouda, Wijk K;76;152;454;26;301;WS 14;27;22;15;9;3;0;WS 68
1311;2 bewoonde vertrekken;Gouda, Wijk L;127;254;760;40;531;WS 16;35;37;35;17;3;0;WS 68
1312;2 bewoonde vertrekken;Gouda, Wijk M;102;204;654;28;446;WS 16;27;35;17;18;5;0;WS 68
1313;2 bewoonde vertrekken;Gouda, Wijk N;139;278;798;38;502;WS 16;54;42;25;9;9;0;WS 68
1314;2 bewoonde vertrekken;Gouda, Wijk O;241;482;1091;121;887;WS 16;88;75;47;24;7;0;WS 68
1315;2 bewoonde vertrekken;Gouda, Wijk P;105;210;745;29;470;WS 16;25;32;29;14;5;0;WS 68
1316;2 bewoonde vertrekken;Gouda, Wijk Q;64;128;367;17;222;WS 16;27;23;6;7;1;0;WS 68
1317;2 bewoonde vertrekken;Gouda, Wijk R;175;350;1114;40;713;WS 16;52;64;32;18;9;0;WS 68
1318;2 bewoonde vertrekken;Gouda, Wijk S;22;44;162;2;92;WS 16;6;7;7;1;1;0;WS 68
1319;2 bewoonde vertrekken;Gouda, Wijk T;20;40;190;2;101;WS 16;3;5;6;2;4;0;WS 68
1320;2 bewoonde vertrekken;Gouda, Wijk RR;6;12;32;2;21;WS 16;2;3;0;1;0;0;WS 68
1321;2 bewoonde vertrekken;Gravenhage ('s), Totaal;11349;22698;80500;1300;43867;WS 12;4181;3298;2059;1232;556;23;WS 64
1322;2 bewoonde vertrekken;Gravenhage ('s), Wijk 1;2482;4964;16533;363;9247;WS 12;958;754;429;236;100;5;WS 64
1323;2 bewoonde vertrekken;Gravenhage ('s), Wijk 2;1403;2806;9455;177;5237;WS 12;556;400;243;138;63;3;WS 64
1324;2 bewoonde vertrekken;Gravenhage ('s), Wijk 3;1529;3058;11723;183;6419;WS 12;490;435;318;191;93;2;WS 64
1325;2 bewoonde vertrekken;Gravenhage ('s), Wijk 4;1414;2828;7540;166;4058;WS 12;785;337;172;86;31;3;WS 64
1326;2 bewoonde vertrekken;Gravenhage ('s), Wijk 5;631;1262;4216;62;2285;WS 12;261;189;92;58;29;2;WS 64
1327;2 bewoonde vertrekken;Gravenhage ('s), Wijk 6;586;1172;2901;63;1565;WS 12;333;171;52;22;8;0;WS 64
1328;2 bewoonde vertrekken;Gravenhage ('s), Wijk 7;1631;3262;12156;184;6688;WS 12;513;511;318;206;79;4;WS 64
1329;2 bewoonde vertrekken;Gravenhage ('s), Wijk 8;1673;3346;15976;102;8368;WS 12;285;501;435;295;153;4;WS 64
1330;2 bewoonde vertrekken;Groningen (gem.), Totaal;4459;8918;35494;462;19355;WS 44;1040;1555;1109;520;228;7;WS 92
1331;2 bewoonde vertrekken;Groningen, Wijk A;65;130;370;10;210;WS 44;26;19;16;4;0;0;WS 92
1332;2 bewoonde vertrekken;Groningen, Wijk B;37;74;213;5;125;WS 44;18;12;3;2;2;0;WS 92
1333;2 bewoonde vertrekken;Groningen, Wijk C;51;102;241;11;155;WS 44;29;12;6;3;1;0;WS 92
1334;2 bewoonde vertrekken;Groningen, Wijk D;33;66;161;7;103;WS 44;16;10;3;3;1;0;WS 92
1335;2 bewoonde vertrekken;Groningen, Wijk E;61;122;326;10;195;WS 44;31;16;7;4;3;0;WS 92
1336;2 bewoonde vertrekken;Groningen, Wijk F;99;198;550;18;337;WS 44;44;29;18;4;4;0;WS 92
1337;2 bewoonde vertrekken;Groningen, Wijk G;104;208;770;16;444;WS 44;22;41;25;11;5;0;WS 92
1338;2 bewoonde vertrekken;Groningen, Wijk H;48;96;212;12;137;WS 44;25;9;11;3;0;0;WS 92
1339;2 bewoonde vertrekken;Groningen, Wijk I;97;194;570;18;348;WS 44;39;28;16;10;4;0;WS 92
1340;2 bewoonde vertrekken;Groningen, Wijk K;66;132;355;15;200;WS 44;38;11;8;7;2;0;WS 92
1341;2 bewoonde vertrekken;Groningen, Wijk L;170;340;1306;22;720;WS 44;45;59;35;21;10;0;WS 92
1342;2 bewoonde vertrekken;Groningen, Wijk M;68;136;519;7;272;WS 44;23;19;18;5;3;0;WS 92
1343;2 bewoonde vertrekken;Groningen, Wijk N;104;208;712;18;405;WS 44;37;27;28;7;5;0;WS 92
1344;2 bewoonde vertrekken;Groningen, Wijk O;145;290;1118;22;634;WS 44;30;52;37;17;9;0;WS 92
1345;2 bewoonde vertrekken;Groningen, Wijk P;350;700;2705;33;1463;WS 44;88;121;99;28;13;1;WS 92
1346;2 bewoonde vertrekken;Groningen, Wijk Q;46;92;343;3;180;WS 44;15;15;11;2;3;0;WS 92
1347;2 bewoonde vertrekken;Groningen, Wijk R;152;304;1253;17;676;WS 44;44;49;29;14;14;2;WS 92
1348;2 bewoonde vertrekken;Groningen, Wijk S;166;332;1366;24;762;WS 44;37;62;34;20;11;2;WS 92
1349;2 bewoonde vertrekken;Groningen, Wijk T;99;198;671;11;372;WS 44;26;50;12;8;3;0;WS 92
1350;2 bewoonde vertrekken;Groningen, Wijk U;494;988;4354;38;2311;WS 44;87;164;146;62;35;0;WS 92
1351;2 bewoonde vertrekken;Groningen, Wijk V;529;1058;4673;21;2426;WS 44;81;222;130;73;23;0;WS 92
1352;2 bewoonde vertrekken;Groningen, Wijk W;387;774;3398;24;1798;WS 44;74;125;113;53;22;0;WS 92
1353;2 bewoonde vertrekken;Groningen, Wijk X;356;712;3135;25;1670;WS 44;53;135;99;49;20;0;WS 92
1354;2 bewoonde vertrekken;Groningen, Wijk Y;563;1126;4766;52;2592;WS 44;88;210;165;72;26;2;WS 92
1355;2 bewoonde vertrekken;Groningen, Wijk Z;169;338;1407;23;820;WS 44;24;58;40;38;9;0;WS 92
1356;2 bewoonde vertrekken;Haarlem, Totaal;3984;7968;31678;282;16794;WS 20;1143;1296;840;472;226;7;WS 72
1357;2 bewoonde vertrekken;Haarlem, Wijk I;804;1608;6838;46;3599;WS 20;176;287;189;101;51;0;WS 72
1358;2 bewoonde vertrekken;Haarlem, Wijk II;383;766;2528;48;1410;WS 20;126;120;95;34;7;1;WS 72
1359;2 bewoonde vertrekken;Haarlem, Wijk III;683;1366;5786;34;3003;WS 20;177;231;134;89;50;2;WS 72
1360;2 bewoonde vertrekken;Haarlem, Wijk IV;1252;2504;9815;97;5211;WS 20;364;405;254;155;71;3;WS 72
1361;2 bewoonde vertrekken;Haarlem, Wijk V;461;922;3244;34;1744;WS 20;188;127;68;54;23;1;WS 72
1362;2 bewoonde vertrekken;Haarlem, Wijk VI;401;802;3467;23;1827;WS 20;112;126;100;39;24;0;WS 72
1363;2 bewoonde vertrekken;Haarlemmermeer, Totaal;1407;2814;13533;39;6925;WS 20;229;461;367;227;115;8;WS 72
1364;2 bewoonde vertrekken;Harlingen, Totaal;624;1248;4974;64;2679;WS 30;164;211;137;71;39;2;WS 80
1365;2 bewoonde vertrekken;Harlingen, Wijk A;71;142;671;7;356;WS 30;16;17;19;11;8;0;WS 80
1366;2 bewoonde vertrekken;Harlingen, Wijk B;67;134;597;3;316;WS 30;11;23;18;10;5;0;WS 80
1367;2 bewoonde vertrekken;Harlingen, Wijk C;69;138;405;15;233;WS 30;26;22;14;6;1;0;WS 80
1368;2 bewoonde vertrekken;Harlingen, Wijk D;39;78;305;5;171;WS 30;11;12;9;5;2;0;WS 80
1369;2 bewoonde vertrekken;Harlingen, Wijk E;75;150;496;12;286;WS 30;17;32;18;7;1;0;WS 80
1370;2 bewoonde vertrekken;Harlingen, Wijk F;107;214;778;12;422;WS 30;35;41;15;9;7;0;WS 80
1371;2 bewoonde vertrekken;Harlingen, Wijk G;107;214;990;6;517;WS 30;27;30;21;17;11;1;WS 80
1372;2 bewoonde vertrekken;Harlingen, Wijk H;73;146;606;4;315;WS 30;17;27;19;5;4;1;WS 80
1373;2 bewoonde vertrekken;Harlingen, Wijk I;16;32;126;0;63;WS 30;4;7;4;1;0;0;WS 80
1374;2 bewoonde vertrekken;Helder (den), Totaal;1870;3740;13443;73;6918;WS 20;766;501;346;163;92;2;WS 72
1375;2 bewoonde vertrekken;Helmond, Totaal;1283;2566;11412;6;5716;WS  4;275;448;326;168;65;1;WS 58
1376;2 bewoonde vertrekken;Helmond, Wijk A;7;14;32;2;21;WS  4;3;4;0;0;0;0;WS 58
1377;2 bewoonde vertrekken;Helmond, Wijk B;47;94;370;0;185;WS  4;14;16;11;4;2;0;WS 58
1378;2 bewoonde vertrekken;Helmond, Wijk C;54;108;428;0;214;WS  4;16;21;12;4;1;0;WS 58
1379;2 bewoonde vertrekken;Helmond, Wijk D;56;112;526;0;263;WS  4;11;16;16;9;4;0;WS 58
1380;2 bewoonde vertrekken;Helmond, Wijk E;164;328;1277;3;642;WS  4;48;59;37;16;4;0;WS 58
1381;2 bewoonde vertrekken;Helmond, Wijk F;108;216;1016;0;508;WS  4;14;40;34;15;5;0;WS 58
1382;2 bewoonde vertrekken;Helmond, Wijk G;104;208;790;0;395;WS  4;27;47;23;6;1;0;WS 58
1383;2 bewoonde vertrekken;Helmond, Wijk H;234;468;2206;0;1103;WS  4;41;85;55;38;14;1;WS 58
1384;2 bewoonde vertrekken;Helmond, Wijk I;118;236;1144;0;572;WS  4;22;18;49;21;8;0;WS 58
1385;2 bewoonde vertrekken;Helmond, Wijk K;97;194;826;0;413;WS  4;25;50;10;8;4;0;WS 58
1386;2 bewoonde vertrekken;Helmond, Wijk L;99;198;1003;1;503;WS  4;15;28;31;13;12;0;WS 58
1387;2 bewoonde vertrekken;Helmond, Wijk M;88;176;824;0;412;WS  4;17;26;25;16;4;0;WS 58
1388;2 bewoonde vertrekken;Helmond, Wijk N;107;214;970;0;485;WS  4;22;38;23;18;6;0;WS 58
1389;2 bewoonde vertrekken;Hengelo (Ov), Totaal;1074;2148;9603;59;4997;WS 42;220;310;324;153;65;2;WS 90
1390;2 bewoonde vertrekken;Hengelo (Ov), Wijk Beckum;17;34;117;5;72;WS 42;4;6;5;2;0;0;WS 90
1391;2 bewoonde vertrekken;Hengelo (Ov), Wijk Oele;39;78;394;0;197;WS 42;3;7;20;8;1;0;WS 90
1392;2 bewoonde vertrekken;Hengelo (Ov), Wijk Woolde;30;60;338;0;169;WS 42;0;10;9;6;5;0;WS 90
1393;2 bewoonde vertrekken;Hengelo (Ov), Wijk Dorp Hengelo;988;1976;8754;54;4559;WS 42;213;287;290;137;59;2;WS 90
1394;2 bewoonde vertrekken;Hertogenbosch ('s), Totaal;2193;4386;15137;545;9450;WS  2;565;719;526;255;126;2;WS 56
1395;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk A;217;434;1117;81;803;WS  2;80;66;44;19;8;0;WS 56
1396;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk B;220;440;1036;102;869;WS  2;67;78;45;20;10;0;WS 56
1397;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk C;350;700;2533;85;1531;WS  2;97;99;82;54;18;0;WS 56
1398;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk D;89;178;527;29;373;WS  2;28;24;23;9;5;0;WS 56
1399;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk E;147;294;1197;35;750;WS  2;23;46;35;23;20;0;WS 56
1400;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk F;162;324;1136;42;721;WS  2;44;46;39;21;12;0;WS 56
1401;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk G;187;374;1182;60;829;WS  2;50;58;41;25;13;0;WS 56
1402;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk H;145;290;1003;35;600;WS  2;41;47;36;13;7;1;WS 56
1403;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk I;156;312;1124;34;678;WS  2;36;54;43;15;8;0;WS 56
1404;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk K;82;164;735;1;373;WS  2;13;34;21;8;6;0;WS 56
1405;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk L;220;440;1643;33;944;WS  2;42;89;58;25;6;0;WS 56
1406;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk M;185;370;1603;7;828;WS  2;38;67;50;17;12;1;WS 56
1407;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk N;18;36;165;1;83;WS  2;3;6;5;3;1;0;WS 56
1408;2 bewoonde vertrekken;Hertogenbosch ('s), Wijk O;15;30;136;0;68;WS  2;3;5;4;3;0;0;WS 56
1409;2 bewoonde vertrekken;Hilversum, Totaal;1415;2830;12384;46;6357;WS 22;342;454;321;195;101;2;WS 74
1410;2 bewoonde vertrekken;Hilversum, Wijk 1;108;216;909;5;477;WS 22;28;36;20;17;7;0;WS 72
1411;2 bewoonde vertrekken;Hilversum, Wijk 2;78;156;688;2;349;WS 22;24;15;23;11;5;0;WS 72
1412;2 bewoonde vertrekken;Hilversum, Wijk 3;66;132;523;3;271;WS 22;25;13;14;8;6;0;WS 72
1413;2 bewoonde vertrekken;Hilversum, Wijk 4;124;248;1064;2;537;WS 22;22;52;28;15;7;0;WS 72
1414;2 bewoonde vertrekken;Hilversum, Wijk 5;71;142;520;0;260;WS 22;28;20;11;11;1;0;WS 72
1415;2 bewoonde vertrekken;Hilversum, Wijk 6;74;148;616;4;317;WS 22;20;26;15;6;7;0;WS 72
1416;2 bewoonde vertrekken;Hilversum, Wijk 7;96;192;838;2;431;WS 22;17;34;25;18;2;0;WS 72
1417;2 bewoonde vertrekken;Hilversum, Wijk 8;94;188;1110;2;561;WS 22;13;22;18;21;18;2;WS 72
1418;2 bewoonde vertrekken;Hilversum, Wijk 9;40;80;307;5;172;WS 22;11;12;11;5;1;0;WS 72
1419;2 bewoonde vertrekken;Hilversum, Wijk 10;33;66;292;0;146;WS 22;7;10;8;6;2;0;WS 72
1420;2 bewoonde vertrekken;Hilversum, Wijk 11;29;58;206;0;103;WS 22;14;5;4;5;1;0;WS 72
1421;2 bewoonde vertrekken;Hilversum, Wijk 12;10;20;80;0;40;WS 22;2;5;2;1;0;0;WS 74
1422;2 bewoonde vertrekken;Hilversum, Wijk 13;26;52;192;0;96;WS 22;11;8;3;2;2;0;WS 74
1423;2 bewoonde vertrekken;Hilversum, Wijk 14;73;146;667;3;347;WS 22;13;25;22;8;5;0;WS 74
1424;2 bewoonde vertrekken;Hilversum, Wijk 15;84;168;689;11;377;WS 22;25;25;13;14;7;0;WS 74
1425;2 bewoonde vertrekken;Hilversum, Wijk 16;123;246;954;4;493;WS 22;37;43;26;12;5;0;WS 74
1426;2 bewoonde vertrekken;Hilversum, Wijk 17;111;222;1024;2;522;WS 22;21;39;30;11;10;0;WS 74
1427;2 bewoonde vertrekken;Hilversum, Wijk 18;53;106;480;0;240;WS 22;10;19;15;7;2;0;WS 74
1428;2 bewoonde vertrekken;Hilversum, Wijk 19;76;152;789;1;400;WS 22;6;26;23;12;9;0;WS 74
1429;2 bewoonde vertrekken;Hilversum, Wijk 20;27;54;268;0;134;WS 22;4;11;7;2;3;0;WS 74
1430;2 bewoonde vertrekken;Hilversum, Wijk 21;19;38;168;0;84;WS 22;4;8;3;3;1;0;WS 74
1431;2 bewoonde vertrekken;Hoogeveen, Totaal;299;598;2590;22;1372;WS 48;54;100;83;47;15;0;WS 96
1432;2 bewoonde vertrekken;Hoogeveen, Wijk A;121;242;1021;5;523;WS 48;26;42;35;10;8;0;WS 96
1433;2 bewoonde vertrekken;Hoogeveen, Wijk B;99;198;808;10;437;WS 48;22;33;21;21;2;0;WS 96
1434;2 bewoonde vertrekken;Hoogeveen, Wijk C;22;44;202;0;101;WS 48;3;9;6;4;0;0;WS 96
1435;2 bewoonde vertrekken;Hoogeveen, Wijk D;8;16;86;0;43;WS 48;0;3;3;1;1;0;WS 96
1436;2 bewoonde vertrekken;Hoogeveen, Wijk E;45;90;421;7;242;WS 48;3;12;18;9;3;0;WS 96
1437;2 bewoonde vertrekken;Hoogeveen, Wijk F;4;8;52;0;26;WS 48;0;1;0;2;1;0;WS 96
1438;2 bewoonde vertrekken;Hoorn, Totaal;662;1324;4540;94;2504;WS 22;246;215;108;67;23;3;WS 74
1439;2 bewoonde vertrekken;Hoorn, Wijk 1;90;180;667;5;347;WS 22;36;26;16;8;3;1;WS 74
1440;2 bewoonde vertrekken;Hoorn, Wijk 2;46;92;304;12;186;WS 22;21;4;11;7;3;0;WS 74
1441;2 bewoonde vertrekken;Hoorn, Wijk 3;66;132;504;6;267;WS 22;21;21;14;9;1;0;WS 74
1442;2 bewoonde vertrekken;Hoorn, Wijk 4;63;126;568;2;288;WS 22;15;20;14;10;4;0;WS 74
1443;2 bewoonde vertrekken;Hoorn, Wijk 5;41;82;290;10;174;WS 22;9;18;9;4;1;0;WS 74
1444;2 bewoonde vertrekken;Hoorn, Wijk 6;46;92;198;8;115;WS 22;29;12;2;3;0;0;WS 74
1445;2 bewoonde vertrekken;Hoorn, Wijk 7;41;82;252;8;144;WS 22;12;18;7;3;1;0;WS 74
1446;2 bewoonde vertrekken;Hoorn, Wijk 8;72;144;463;15;266;WS 22;31;18;13;8;1;1;WS 74
1447;2 bewoonde vertrekken;Hoorn, Wijk 9;41;82;259;9;146;WS 22;16;15;3;6;1;0;WS 74
1448;2 bewoonde vertrekken;Hoorn, Wijk 10;54;108;336;14;210;WS 22;18;23;5;4;3;1;WS 74
1449;2 bewoonde vertrekken;Hoorn, Wijk 11;40;80;283;3;146;WS 22;11;21;4;1;3;0;WS 74
1450;2 bewoonde vertrekken;Hoorn, Wijk 12;62;124;416;2;215;WS 22;27;19;10;4;2;0;WS 74
1451;2 bewoonde vertrekken;Kampen, Totaal;1471;2942;11854;248;6707;WS 42;349;401;393;235;89;4;WS 90
1452;2 bewoonde vertrekken;Kampen, Wijk Kom;1091;2182;8246;232;4837;WS 42;295;269;281;176;66;4;WS 90
1453;2 bewoonde vertrekken;Kampen, Wijk Brunnepe;295;590;2764;12;1432;WS 42;48;86;97;46;18;0;WS 90
1454;2 bewoonde vertrekken;Kampen, Wijk Binnen Eiland;4;8;34;0;17;WS 42;0;3;1;0;0;0;WS 90
1455;2 bewoonde vertrekken;Kampen, Wijk Buiten de Kom;81;162;810;4;421;WS 42;6;43;14;13;5;0;WS 90
1456;2 bewoonde vertrekken;Leeuwarden, Totaal;1746;3492;11903;279;6853;WS 28;513;615;386;154;74;4;WS 80
1457;2 bewoonde vertrekken;Leeuwarden, Wijk A;39;78;241;11;149;WS 28;12;15;5;4;3;0;WS 78
1458;2 bewoonde vertrekken;Leeuwarden, Wijk B;106;212;642;24;390;WS 28;32;49;14;8;3;0;WS 78
1459;2 bewoonde vertrekken;Leeuwarden, Wijk C;63;126;325;15;198;WS 28;26;18;13;5;1;0;WS 78
1460;2 bewoonde vertrekken;Leeuwarden, Wijk D;13;26;76;0;38;WS 28;5;6;2;0;0;0;WS 78
1461;2 bewoonde vertrekken;Leeuwarden, Wijk E;30;60;225;5;127;WS 28;8;10;6;3;2;1;WS 78
1462;2 bewoonde vertrekken;Leeuwarden, Wijk F;45;90;297;7;164;WS 28;14;20;6;5;0;0;WS 78
1463;2 bewoonde vertrekken;Leeuwarden, Wijk G;101;202;565;23;355;WS 28;39;30;22;5;5;0;WS 78
1464;2 bewoonde vertrekken;Leeuwarden, Wijk H;53;106;466;6;261;WS 28;7;20;13;7;5;1;WS 78
1465;2 bewoonde vertrekken;Leeuwarden, Wijk I;37;74;262;2;140;WS 28;13;12;9;1;2;0;WS 78
1466;2 bewoonde vertrekken;Leeuwarden, Wijk K;62;124;365;13;214;WS 28;24;17;15;4;2;0;WS 78
1467;2 bewoonde vertrekken;Leeuwarden, Wijk L;87;174;392;16;231;WS 28;50;22;10;5;0;0;WS 78
1468;2 bewoonde vertrekken;Leeuwarden, Wijk M;118;236;638;32;438;WS 28;41;42;19;11;5;0;WS 78
1469;2 bewoonde vertrekken;Leeuwarden, Wijk N;37;74;280;6;157;WS 28;9;16;5;4;3;0;WS 78
1470;2 bewoonde vertrekken;Leeuwarden, Wijk O;64;128;371;15;241;WS 28;21;21;14;6;2;0;WS 78
1471;2 bewoonde vertrekken;Leeuwarden, Wijk P;224;448;1754;16;929;WS 28;53;83;58;20;10;0;WS 78
1472;2 bewoonde vertrekken;Leeuwarden, Wijk Q;112;224;800;16;469;WS 28;26;37;39;5;5;0;WS 78
1473;2 bewoonde vertrekken;Leeuwarden, Wijk R;39;78;233;11;151;WS 28;14;15;5;2;2;1;WS 78
1474;2 bewoonde vertrekken;Leeuwarden, Wijk S;13;26;118;0;59;WS 28;2;4;5;1;1;0;WS 78
1475;2 bewoonde vertrekken;Leeuwarden, Wijk T;11;22;111;1;57;WS 28;2;3;3;2;1;0;WS 80
1476;2 bewoonde vertrekken;Leeuwarden, Wijk U;79;158;566;10;318;WS 28;23;27;18;9;2;0;WS 80
1477;2 bewoonde vertrekken;Leeuwarden, Wijk V;97;194;730;18;435;WS 28;19;38;21;14;5;0;WS 80
1478;2 bewoonde vertrekken;Leeuwarden, Wijk W;60;120;413;7;223;WS 28;21;18;11;7;3;0;WS 80
1479;2 bewoonde vertrekken;Leeuwarden, Wijk X;12;24;95;1;56;WS 28;0;2;9;0;1;0;WS 80
1480;2 bewoonde vertrekken;Leeuwarden, Wijk Y;39;78;260;4;142;WS 28;11;16;11;1;0;0;WS 80
1481;2 bewoonde vertrekken;Leeuwarden, Wijk Z;163;326;1339;17;735;WS 28;33;56;44;19;10;1;WS 80
1482;2 bewoonde vertrekken;Leeuwarden, Wijk AA;10;20;82;0;41;WS 28;3;3;2;2;0;0;WS 80
1483;2 bewoonde vertrekken;Leeuwarden, Wijk BB;32;64;257;3;135;WS 28;5;15;7;4;1;0;WS 80
1484;2 bewoonde vertrekken;Leeuwarderadeel, Totaal;470;940;3880;32;2092;WS 32;93;196;101;54;25;1;WS 82
1485;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Britsum;20;40;156;0;78;WS 32;4;11;3;2;0;0;WS 82
1486;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Cornjum;9;18;41;3;38;WS 32;3;2;1;3;0;0;WS 82
1487;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Finkum;13;26;120;0;60;WS 32;2;7;1;2;1;0;WS 82
1488;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Goutum;25;50;212;0;106;WS 32;6;11;4;2;2;0;WS 82
1489;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Kempens;5;10;47;1;30;WS 32;0;2;0;3;0;0;WS 82
1490;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Huizum;195;390;1592;10;846;WS 32;40;78;49;17;11;0;WS 82
1491;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Hyum;20;40;177;1;91;WS 32;2;10;4;4;0;0;WS 82
1492;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Lekkum;25;50;226;0;113;WS 32;7;8;5;2;3;0;WS 82
1493;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Stiens;66;132;545;5;294;WS 32;12;31;12;8;3;0;WS 82
1494;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Swichum;2;4;26;0;13;WS 32;2;0;0;0;0;0;WS 82
1495;2 bewoonde vertrekken;Leeuwarderadeel, Wijk Wirdum;66;132;559;9;320;WS 32;11;24;18;8;4;1;WS 82
