ID;Bestedingscategorie;CaribischNederland;Perioden;ConsumentenprijsindexCPI_1;Kwartaalmutatie_2;Jaarmutatie_3;Wegingscoefficient_4
581;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2019;106.63;;2.8;1261.0
582;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2020 1e kwartaal;107.73;0.7;1.3;1261.0
583;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2020 2e kwartaal;108.89;1.1;2.2;1261.0
584;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2020 3e kwartaal;109.47;0.5;2.6;1261.0
585;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2020 4e kwartaal;109.85;0.3;2.7;1261.0
586;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2020;108.99;;2.2;1261.0
587;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2021 1e kwartaal;110.23;0.3;2.3;1261.0
588;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2021 2e kwartaal;111.34;1.0;2.2;1261.0
589;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2021 3e kwartaal;111.33;0.0;1.7;1261.0
590;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2021 4e kwartaal;112.55;1.1;2.5;1261.0
591;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2021;111.36;;2.2;1261.0
592;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2022 1e kwartaal;113.19;0.6;2.7;1261.0
593;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2022 2e kwartaal;114.52;1.2;2.9;1261.0
594;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2022 3e kwartaal;114.94;0.4;3.2;1261.0
595;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2022 4e kwartaal;115.73;0.7;2.8;1261.0
596;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2022;114.6;;2.9;1261.0
597;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2023 1e kwartaal;116.29;0.5;2.7;1261.0
598;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2023 2e kwartaal;116.82;0.5;2.0;1261.0
599;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2023 3e kwartaal;117.45;0.5;2.2;1261.0
600;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2023 4e kwartaal;117.57;0.1;1.6;1261.0
601;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2023;117.03;;2.1;1261.0
602;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2024 1e kwartaal;119.75;1.9;3.0;1261.0
603;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2024 2e kwartaal;120.71;0.8;3.3;1261.0
604;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2024 3e kwartaal;120.66;0.0;2.7;1261.0
605;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2024 4e kwartaal;121.04;0.3;3.0;1261.0
606;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2024;120.54;;3.0;1261.0
607;020000 Alcoholhoudende dranken en tabak;Sint Eustatius;2025 1e kwartaal;;;;
608;020000 Alcoholhoudende dranken en tabak;Saba;2010 1e kwartaal;83.6;;;2533.0
609;020000 Alcoholhoudende dranken en tabak;Saba;2010 2e kwartaal;83.6;0.0;;2533.0
610;020000 Alcoholhoudende dranken en tabak;Saba;2010 3e kwartaal;84.2;0.7;;2533.0
611;020000 Alcoholhoudende dranken en tabak;Saba;2010 4e kwartaal;84.82;0.7;;2533.0
612;020000 Alcoholhoudende dranken en tabak;Saba;2010;84.06;;;2533.0
613;020000 Alcoholhoudende dranken en tabak;Saba;2011 1e kwartaal;85.55;0.9;2.3;2533.0
614;020000 Alcoholhoudende dranken en tabak;Saba;2011 2e kwartaal;87.62;2.4;4.8;2533.0
615;020000 Alcoholhoudende dranken en tabak;Saba;2011 3e kwartaal;88.09;0.5;4.6;2533.0
616;020000 Alcoholhoudende dranken en tabak;Saba;2011 4e kwartaal;88.66;0.6;4.5;2533.0
617;020000 Alcoholhoudende dranken en tabak;Saba;2011;87.48;;4.1;2533.0
618;020000 Alcoholhoudende dranken en tabak;Saba;2012 1e kwartaal;91.54;3.2;7.0;2533.0
619;020000 Alcoholhoudende dranken en tabak;Saba;2012 2e kwartaal;93.3;1.9;6.5;2533.0
620;020000 Alcoholhoudende dranken en tabak;Saba;2012 3e kwartaal;93.14;-0.2;5.7;2533.0
621;020000 Alcoholhoudende dranken en tabak;Saba;2012 4e kwartaal;91.63;-1.6;3.3;2533.0
622;020000 Alcoholhoudende dranken en tabak;Saba;2012;92.4;;5.6;2533.0
623;020000 Alcoholhoudende dranken en tabak;Saba;2013 1e kwartaal;92.67;1.1;1.2;2533.0
624;020000 Alcoholhoudende dranken en tabak;Saba;2013 2e kwartaal;93.14;0.5;-0.2;2533.0
625;020000 Alcoholhoudende dranken en tabak;Saba;2013 3e kwartaal;93.24;0.1;0.1;2533.0
626;020000 Alcoholhoudende dranken en tabak;Saba;2013 4e kwartaal;94.29;1.1;2.9;2533.0
627;020000 Alcoholhoudende dranken en tabak;Saba;2013;93.34;;1.0;2533.0
628;020000 Alcoholhoudende dranken en tabak;Saba;2014 1e kwartaal;92.69;-1.7;0.0;1493.0
629;020000 Alcoholhoudende dranken en tabak;Saba;2014 2e kwartaal;95.98;3.5;3.0;1493.0
630;020000 Alcoholhoudende dranken en tabak;Saba;2014 3e kwartaal;96.5;0.5;3.5;1493.0
631;020000 Alcoholhoudende dranken en tabak;Saba;2014 4e kwartaal;94.07;-2.5;-0.2;1493.0
632;020000 Alcoholhoudende dranken en tabak;Saba;2014;94.81;;1.6;1493.0
633;020000 Alcoholhoudende dranken en tabak;Saba;2015 1e kwartaal;96.88;3.0;4.5;1493.0
634;020000 Alcoholhoudende dranken en tabak;Saba;2015 2e kwartaal;97.15;0.3;1.2;1493.0
635;020000 Alcoholhoudende dranken en tabak;Saba;2015 3e kwartaal;96.98;-0.2;0.5;1493.0
636;020000 Alcoholhoudende dranken en tabak;Saba;2015 4e kwartaal;97.16;0.2;3.3;1493.0
637;020000 Alcoholhoudende dranken en tabak;Saba;2015;97.04;;2.4;1493.0
638;020000 Alcoholhoudende dranken en tabak;Saba;2016 1e kwartaal;97.85;0.7;1.0;1317.0
639;020000 Alcoholhoudende dranken en tabak;Saba;2016 2e kwartaal;96.55;-1.3;-0.6;1317.0
640;020000 Alcoholhoudende dranken en tabak;Saba;2016 3e kwartaal;96.37;-0.2;-0.6;1317.0
641;020000 Alcoholhoudende dranken en tabak;Saba;2016 4e kwartaal;95.52;-0.9;-1.7;1317.0
642;020000 Alcoholhoudende dranken en tabak;Saba;2016;96.57;;-0.5;1317.0
643;020000 Alcoholhoudende dranken en tabak;Saba;2017 1e kwartaal;94.41;-1.2;-3.5;1391.0
644;020000 Alcoholhoudende dranken en tabak;Saba;2017 2e kwartaal;100.06;6.0;3.6;1391.0
645;020000 Alcoholhoudende dranken en tabak;Saba;2017 3e kwartaal;102.61;2.5;6.5;1391.0
646;020000 Alcoholhoudende dranken en tabak;Saba;2017 4e kwartaal;102.93;0.3;7.8;1391.0
647;020000 Alcoholhoudende dranken en tabak;Saba;2017;100.0;;3.6;1391.0
648;020000 Alcoholhoudende dranken en tabak;Saba;2018 1e kwartaal;101.31;-1.6;7.3;1391.0
649;020000 Alcoholhoudende dranken en tabak;Saba;2018 2e kwartaal;101.44;0.1;1.4;1391.0
650;020000 Alcoholhoudende dranken en tabak;Saba;2018 3e kwartaal;100.48;-0.9;-2.1;1391.0
651;020000 Alcoholhoudende dranken en tabak;Saba;2018 4e kwartaal;100.42;-0.1;-2.4;1391.0
652;020000 Alcoholhoudende dranken en tabak;Saba;2018;100.91;;0.9;1391.0
653;020000 Alcoholhoudende dranken en tabak;Saba;2019 1e kwartaal;100.51;0.1;-0.8;1391.0
654;020000 Alcoholhoudende dranken en tabak;Saba;2019 2e kwartaal;100.79;0.3;-0.6;1391.0
655;020000 Alcoholhoudende dranken en tabak;Saba;2019 3e kwartaal;102.23;1.4;1.7;1391.0
656;020000 Alcoholhoudende dranken en tabak;Saba;2019 4e kwartaal;104.29;2.0;3.9;1391.0
657;020000 Alcoholhoudende dranken en tabak;Saba;2019;101.96;;1.0;1391.0
658;020000 Alcoholhoudende dranken en tabak;Saba;2020 1e kwartaal;106.22;1.9;5.7;1391.0
659;020000 Alcoholhoudende dranken en tabak;Saba;2020 2e kwartaal;106.01;-0.2;5.2;1391.0
660;020000 Alcoholhoudende dranken en tabak;Saba;2020 3e kwartaal;106.68;0.6;4.4;1391.0
661;020000 Alcoholhoudende dranken en tabak;Saba;2020 4e kwartaal;107.96;1.2;3.5;1391.0
662;020000 Alcoholhoudende dranken en tabak;Saba;2020;106.72;;4.7;1391.0
663;020000 Alcoholhoudende dranken en tabak;Saba;2021 1e kwartaal;108.63;0.6;2.3;1391.0
664;020000 Alcoholhoudende dranken en tabak;Saba;2021 2e kwartaal;108.7;0.1;2.5;1391.0
665;020000 Alcoholhoudende dranken en tabak;Saba;2021 3e kwartaal;110.59;1.7;3.7;1391.0
666;020000 Alcoholhoudende dranken en tabak;Saba;2021 4e kwartaal;111.52;0.8;3.3;1391.0
667;020000 Alcoholhoudende dranken en tabak;Saba;2021;109.86;;2.9;1391.0
668;020000 Alcoholhoudende dranken en tabak;Saba;2022 1e kwartaal;114.43;2.6;5.3;1391.0
669;020000 Alcoholhoudende dranken en tabak;Saba;2022 2e kwartaal;115.3;0.8;6.1;1391.0
670;020000 Alcoholhoudende dranken en tabak;Saba;2022 3e kwartaal;117.23;1.7;6.0;1391.0
671;020000 Alcoholhoudende dranken en tabak;Saba;2022 4e kwartaal;119.76;2.2;7.4;1391.0
672;020000 Alcoholhoudende dranken en tabak;Saba;2022;116.68;;6.2;1391.0
673;020000 Alcoholhoudende dranken en tabak;Saba;2023 1e kwartaal;120.47;0.6;5.3;1391.0
674;020000 Alcoholhoudende dranken en tabak;Saba;2023 2e kwartaal;121.36;0.7;5.3;1391.0
675;020000 Alcoholhoudende dranken en tabak;Saba;2023 3e kwartaal;121.75;0.3;3.9;1391.0
676;020000 Alcoholhoudende dranken en tabak;Saba;2023 4e kwartaal;124.85;2.5;4.3;1391.0
677;020000 Alcoholhoudende dranken en tabak;Saba;2023;122.11;;4.7;1391.0
678;020000 Alcoholhoudende dranken en tabak;Saba;2024 1e kwartaal;125.07;0.2;3.8;1391.0
679;020000 Alcoholhoudende dranken en tabak;Saba;2024 2e kwartaal;127.4;1.9;5.0;1391.0
680;020000 Alcoholhoudende dranken en tabak;Saba;2024 3e kwartaal;131.28;3.0;7.8;1391.0
681;020000 Alcoholhoudende dranken en tabak;Saba;2024 4e kwartaal;132.3;0.8;6.0;1391.0
682;020000 Alcoholhoudende dranken en tabak;Saba;2024;129.01;;5.7;1391.0
683;020000 Alcoholhoudende dranken en tabak;Saba;2025 1e kwartaal;;;;
684;030000 Kleding en schoenen;Bonaire;2010 1e kwartaal;63.94;;;6863.0
685;030000 Kleding en schoenen;Bonaire;2010 2e kwartaal;64.64;1.1;;6863.0
686;030000 Kleding en schoenen;Bonaire;2010 3e kwartaal;66.21;2.4;;6863.0
687;030000 Kleding en schoenen;Bonaire;2010 4e kwartaal;66.05;-0.2;;6863.0
688;030000 Kleding en schoenen;Bonaire;2010;65.21;;;6863.0
689;030000 Kleding en schoenen;Bonaire;2011 1e kwartaal;70.69;7.0;10.6;6863.0
690;030000 Kleding en schoenen;Bonaire;2011 2e kwartaal;71.58;1.3;10.7;6863.0
691;030000 Kleding en schoenen;Bonaire;2011 3e kwartaal;73.62;2.8;11.2;6863.0
692;030000 Kleding en schoenen;Bonaire;2011 4e kwartaal;72.93;-0.9;10.4;6863.0
693;030000 Kleding en schoenen;Bonaire;2011;72.21;;10.7;6863.0
694;030000 Kleding en schoenen;Bonaire;2012 1e kwartaal;72.28;-0.9;2.2;6863.0
695;030000 Kleding en schoenen;Bonaire;2012 2e kwartaal;71.19;-1.5;-0.5;6863.0
696;030000 Kleding en schoenen;Bonaire;2012 3e kwartaal;73.94;3.9;0.4;6863.0
697;030000 Kleding en schoenen;Bonaire;2012 4e kwartaal;71.71;-3.0;-1.7;6863.0
698;030000 Kleding en schoenen;Bonaire;2012;72.28;;0.1;6863.0
699;030000 Kleding en schoenen;Bonaire;2013 1e kwartaal;70.8;-1.3;-2.0;6863.0
700;030000 Kleding en schoenen;Bonaire;2013 2e kwartaal;69.23;-2.2;-2.8;6863.0
701;030000 Kleding en schoenen;Bonaire;2013 3e kwartaal;71.76;3.7;-2.9;6863.0
702;030000 Kleding en schoenen;Bonaire;2013 4e kwartaal;73.45;2.4;2.4;6863.0
703;030000 Kleding en schoenen;Bonaire;2013;71.31;;-1.3;6863.0
704;030000 Kleding en schoenen;Bonaire;2014 1e kwartaal;76.68;4.4;8.3;3547.0
705;030000 Kleding en schoenen;Bonaire;2014 2e kwartaal;77.32;0.8;11.7;3547.0
706;030000 Kleding en schoenen;Bonaire;2014 3e kwartaal;78.43;1.4;9.3;3547.0
707;030000 Kleding en schoenen;Bonaire;2014 4e kwartaal;75.08;-4.3;2.2;3547.0
708;030000 Kleding en schoenen;Bonaire;2014;76.88;;7.8;3547.0
709;030000 Kleding en schoenen;Bonaire;2015 1e kwartaal;82.06;9.3;7.0;3547.0
710;030000 Kleding en schoenen;Bonaire;2015 2e kwartaal;93.2;13.6;20.5;3547.0
711;030000 Kleding en schoenen;Bonaire;2015 3e kwartaal;96.22;3.2;22.7;3547.0
712;030000 Kleding en schoenen;Bonaire;2015 4e kwartaal;98.99;2.9;31.8;3547.0
713;030000 Kleding en schoenen;Bonaire;2015;92.62;;20.5;3547.0
714;030000 Kleding en schoenen;Bonaire;2016 1e kwartaal;105.87;7.0;29.0;3192.0
715;030000 Kleding en schoenen;Bonaire;2016 2e kwartaal;105.35;-0.5;13.0;3192.0
716;030000 Kleding en schoenen;Bonaire;2016 3e kwartaal;103.61;-1.7;7.7;3192.0
717;030000 Kleding en schoenen;Bonaire;2016 4e kwartaal;103.75;0.1;4.8;3192.0
718;030000 Kleding en schoenen;Bonaire;2016;104.65;;13.0;3192.0
719;030000 Kleding en schoenen;Bonaire;2017 1e kwartaal;98.21;-5.3;-7.2;4346.0
720;030000 Kleding en schoenen;Bonaire;2017 2e kwartaal;100.79;2.6;-4.3;4346.0
721;030000 Kleding en schoenen;Bonaire;2017 3e kwartaal;100.19;-0.6;-3.3;4346.0
722;030000 Kleding en schoenen;Bonaire;2017 4e kwartaal;100.8;0.6;-2.8;4346.0
723;030000 Kleding en schoenen;Bonaire;2017;100.0;;-4.4;4346.0
724;030000 Kleding en schoenen;Bonaire;2018 1e kwartaal;105.16;4.3;7.1;4346.0
725;030000 Kleding en schoenen;Bonaire;2018 2e kwartaal;108.24;2.9;7.4;4346.0
726;030000 Kleding en schoenen;Bonaire;2018 3e kwartaal;105.65;-2.4;5.4;4346.0
727;030000 Kleding en schoenen;Bonaire;2018 4e kwartaal;104.42;-1.2;3.6;4346.0
728;030000 Kleding en schoenen;Bonaire;2018;105.87;;5.9;4346.0
729;030000 Kleding en schoenen;Bonaire;2019 1e kwartaal;102.61;-1.7;-2.4;4346.0
730;030000 Kleding en schoenen;Bonaire;2019 2e kwartaal;104.89;2.2;-3.1;4346.0
731;030000 Kleding en schoenen;Bonaire;2019 3e kwartaal;112.65;7.4;6.6;4346.0
732;030000 Kleding en schoenen;Bonaire;2019 4e kwartaal;109.88;-2.5;5.2;4346.0
733;030000 Kleding en schoenen;Bonaire;2019;107.51;;1.5;4346.0
734;030000 Kleding en schoenen;Bonaire;2020 1e kwartaal;109.83;0.0;7.0;4346.0
735;030000 Kleding en schoenen;Bonaire;2020 2e kwartaal;108.56;-1.2;3.5;4346.0
736;030000 Kleding en schoenen;Bonaire;2020 3e kwartaal;107.44;-1.0;-4.6;4346.0
737;030000 Kleding en schoenen;Bonaire;2020 4e kwartaal;106.72;-0.7;-2.9;4346.0
738;030000 Kleding en schoenen;Bonaire;2020;108.14;;0.6;4346.0
739;030000 Kleding en schoenen;Bonaire;2021 1e kwartaal;109.63;2.7;-0.2;4346.0
740;030000 Kleding en schoenen;Bonaire;2021 2e kwartaal;110.44;0.7;1.7;4346.0
741;030000 Kleding en schoenen;Bonaire;2021 3e kwartaal;110.87;0.4;3.2;4346.0
742;030000 Kleding en schoenen;Bonaire;2021 4e kwartaal;107.47;-3.1;0.7;4346.0
743;030000 Kleding en schoenen;Bonaire;2021;109.6;;1.4;4346.0
744;030000 Kleding en schoenen;Bonaire;2022 1e kwartaal;106.65;-0.8;-2.7;4346.0
745;030000 Kleding en schoenen;Bonaire;2022 2e kwartaal;105.8;-0.8;-4.2;4346.0
746;030000 Kleding en schoenen;Bonaire;2022 3e kwartaal;104.18;-1.5;-6.0;4346.0
747;030000 Kleding en schoenen;Bonaire;2022 4e kwartaal;104.12;-0.1;-3.1;4346.0
748;030000 Kleding en schoenen;Bonaire;2022;105.19;;-4.0;4346.0
749;030000 Kleding en schoenen;Bonaire;2023 1e kwartaal;105.13;1.0;-1.4;4346.0
750;030000 Kleding en schoenen;Bonaire;2023 2e kwartaal;107.06;1.8;1.2;4346.0
751;030000 Kleding en schoenen;Bonaire;2023 3e kwartaal;110.02;2.8;5.6;4346.0
752;030000 Kleding en schoenen;Bonaire;2023 4e kwartaal;111.77;1.6;7.3;4346.0
753;030000 Kleding en schoenen;Bonaire;2023;108.5;;3.1;4346.0
754;030000 Kleding en schoenen;Bonaire;2024 1e kwartaal;112.45;0.6;7.0;4346.0
755;030000 Kleding en schoenen;Bonaire;2024 2e kwartaal;114.45;1.8;6.9;4346.0
756;030000 Kleding en schoenen;Bonaire;2024 3e kwartaal;114.16;-0.3;3.8;4346.0
757;030000 Kleding en schoenen;Bonaire;2024 4e kwartaal;112.0;-1.9;0.2;4346.0
758;030000 Kleding en schoenen;Bonaire;2024;113.27;;4.4;4346.0
759;030000 Kleding en schoenen;Bonaire;2025 1e kwartaal;;;;
760;030000 Kleding en schoenen;Sint Eustatius;2010 1e kwartaal;93.24;;;6863.0
761;030000 Kleding en schoenen;Sint Eustatius;2010 2e kwartaal;93.56;0.3;;6863.0
762;030000 Kleding en schoenen;Sint Eustatius;2010 3e kwartaal;93.7;0.1;;6863.0
763;030000 Kleding en schoenen;Sint Eustatius;2010 4e kwartaal;93.51;-0.2;;6863.0
764;030000 Kleding en schoenen;Sint Eustatius;2010;93.5;;;6863.0
765;030000 Kleding en schoenen;Sint Eustatius;2011 1e kwartaal;92.78;-0.8;-0.5;6863.0
766;030000 Kleding en schoenen;Sint Eustatius;2011 2e kwartaal;92.71;-0.1;-0.9;6863.0
767;030000 Kleding en schoenen;Sint Eustatius;2011 3e kwartaal;93.76;1.1;0.1;6863.0
768;030000 Kleding en schoenen;Sint Eustatius;2011 4e kwartaal;97.64;4.1;4.4;6863.0
769;030000 Kleding en schoenen;Sint Eustatius;2011;94.22;;0.8;6863.0
770;030000 Kleding en schoenen;Sint Eustatius;2012 1e kwartaal;98.73;1.1;6.4;6863.0
771;030000 Kleding en schoenen;Sint Eustatius;2012 2e kwartaal;100.99;2.3;8.9;6863.0
772;030000 Kleding en schoenen;Sint Eustatius;2012 3e kwartaal;101.71;0.7;8.5;6863.0
773;030000 Kleding en schoenen;Sint Eustatius;2012 4e kwartaal;101.67;0.0;4.1;6863.0
774;030000 Kleding en schoenen;Sint Eustatius;2012;100.78;;7.0;6863.0
775;030000 Kleding en schoenen;Sint Eustatius;2013 1e kwartaal;101.79;0.1;3.1;6863.0
776;030000 Kleding en schoenen;Sint Eustatius;2013 2e kwartaal;101.7;-0.1;0.7;6863.0
777;030000 Kleding en schoenen;Sint Eustatius;2013 3e kwartaal;101.94;0.2;0.2;6863.0
778;030000 Kleding en schoenen;Sint Eustatius;2013 4e kwartaal;101.79;-0.1;0.1;6863.0
779;030000 Kleding en schoenen;Sint Eustatius;2013;101.81;;1.0;6863.0
780;030000 Kleding en schoenen;Sint Eustatius;2014 1e kwartaal;101.64;-0.1;-0.1;4514.0
781;030000 Kleding en schoenen;Sint Eustatius;2014 2e kwartaal;102.25;0.6;0.5;4514.0
782;030000 Kleding en schoenen;Sint Eustatius;2014 3e kwartaal;102.17;-0.1;0.2;4514.0
783;030000 Kleding en schoenen;Sint Eustatius;2014 4e kwartaal;102.57;0.4;0.8;4514.0
784;030000 Kleding en schoenen;Sint Eustatius;2014;102.16;;0.3;4514.0
785;030000 Kleding en schoenen;Sint Eustatius;2015 1e kwartaal;103.64;1.0;2.0;4514.0
786;030000 Kleding en schoenen;Sint Eustatius;2015 2e kwartaal;103.64;0.0;1.4;4514.0
787;030000 Kleding en schoenen;Sint Eustatius;2015 3e kwartaal;103.24;-0.4;1.0;4514.0
788;030000 Kleding en schoenen;Sint Eustatius;2015 4e kwartaal;102.55;-0.7;0.0;4514.0
789;030000 Kleding en schoenen;Sint Eustatius;2015;103.27;;1.1;4514.0
790;030000 Kleding en schoenen;Sint Eustatius;2016 1e kwartaal;101.19;-1.3;-2.4;3992.0
791;030000 Kleding en schoenen;Sint Eustatius;2016 2e kwartaal;99.4;-1.8;-4.1;3992.0
792;030000 Kleding en schoenen;Sint Eustatius;2016 3e kwartaal;99.69;0.3;-3.4;3992.0
793;030000 Kleding en schoenen;Sint Eustatius;2016 4e kwartaal;99.43;-0.3;-3.0;3992.0
794;030000 Kleding en schoenen;Sint Eustatius;2016;99.93;;-3.2;3992.0
795;030000 Kleding en schoenen;Sint Eustatius;2017 1e kwartaal;99.88;0.5;-1.3;3811.0
796;030000 Kleding en schoenen;Sint Eustatius;2017 2e kwartaal;99.88;0.0;0.5;3811.0
797;030000 Kleding en schoenen;Sint Eustatius;2017 3e kwartaal;99.88;0.0;0.2;3811.0
798;030000 Kleding en schoenen;Sint Eustatius;2017 4e kwartaal;100.35;0.5;0.9;3811.0
799;030000 Kleding en schoenen;Sint Eustatius;2017;100.0;;0.1;3811.0
800;030000 Kleding en schoenen;Sint Eustatius;2018 1e kwartaal;104.66;4.3;4.8;3811.0
801;030000 Kleding en schoenen;Sint Eustatius;2018 2e kwartaal;104.88;0.2;5.0;3811.0
802;030000 Kleding en schoenen;Sint Eustatius;2018 3e kwartaal;98.28;-6.3;-1.6;3811.0
803;030000 Kleding en schoenen;Sint Eustatius;2018 4e kwartaal;103.94;5.8;3.6;3811.0
804;030000 Kleding en schoenen;Sint Eustatius;2018;102.94;;2.9;3811.0
805;030000 Kleding en schoenen;Sint Eustatius;2019 1e kwartaal;105.62;1.6;0.9;3811.0
806;030000 Kleding en schoenen;Sint Eustatius;2019 2e kwartaal;107.22;1.5;2.2;3811.0
807;030000 Kleding en schoenen;Sint Eustatius;2019 3e kwartaal;111.63;4.1;13.6;3811.0
808;030000 Kleding en schoenen;Sint Eustatius;2019 4e kwartaal;107.74;-3.5;3.7;3811.0
809;030000 Kleding en schoenen;Sint Eustatius;2019;108.05;;5.0;3811.0
810;030000 Kleding en schoenen;Sint Eustatius;2020 1e kwartaal;108.98;1.2;3.2;3811.0
811;030000 Kleding en schoenen;Sint Eustatius;2020 2e kwartaal;100.17;-8.1;-6.6;3811.0
812;030000 Kleding en schoenen;Sint Eustatius;2020 3e kwartaal;100.79;0.6;-9.7;3811.0
813;030000 Kleding en schoenen;Sint Eustatius;2020 4e kwartaal;103.3;2.5;-4.1;3811.0
814;030000 Kleding en schoenen;Sint Eustatius;2020;103.31;;-4.4;3811.0
815;030000 Kleding en schoenen;Sint Eustatius;2021 1e kwartaal;104.53;1.2;-4.1;3811.0
816;030000 Kleding en schoenen;Sint Eustatius;2021 2e kwartaal;103.52;-1.0;3.3;3811.0
817;030000 Kleding en schoenen;Sint Eustatius;2021 3e kwartaal;104.64;1.1;3.8;3811.0
818;030000 Kleding en schoenen;Sint Eustatius;2021 4e kwartaal;100.94;-3.5;-2.3;3811.0
819;030000 Kleding en schoenen;Sint Eustatius;2021;103.41;;0.1;3811.0
820;030000 Kleding en schoenen;Sint Eustatius;2022 1e kwartaal;99.33;-1.6;-5.0;3811.0
821;030000 Kleding en schoenen;Sint Eustatius;2022 2e kwartaal;100.7;1.4;-2.7;3811.0
822;030000 Kleding en schoenen;Sint Eustatius;2022 3e kwartaal;99.68;-1.0;-4.7;3811.0
823;030000 Kleding en schoenen;Sint Eustatius;2022 4e kwartaal;100.18;0.5;-0.8;3811.0
824;030000 Kleding en schoenen;Sint Eustatius;2022;99.97;;-3.3;3811.0
825;030000 Kleding en schoenen;Sint Eustatius;2023 1e kwartaal;101.52;1.3;2.2;3811.0
826;030000 Kleding en schoenen;Sint Eustatius;2023 2e kwartaal;105.83;4.2;5.1;3811.0
827;030000 Kleding en schoenen;Sint Eustatius;2023 3e kwartaal;115.81;9.4;16.2;3811.0
828;030000 Kleding en schoenen;Sint Eustatius;2023 4e kwartaal;113.09;-2.3;12.9;3811.0
829;030000 Kleding en schoenen;Sint Eustatius;2023;109.06;;9.1;3811.0
830;030000 Kleding en schoenen;Sint Eustatius;2024 1e kwartaal;109.28;-3.4;7.6;3811.0
831;030000 Kleding en schoenen;Sint Eustatius;2024 2e kwartaal;112.0;2.5;5.8;3811.0
832;030000 Kleding en schoenen;Sint Eustatius;2024 3e kwartaal;110.81;-1.1;-4.3;3811.0
833;030000 Kleding en schoenen;Sint Eustatius;2024 4e kwartaal;109.63;-1.1;-3.1;3811.0
834;030000 Kleding en schoenen;Sint Eustatius;2024;110.43;;1.3;3811.0
835;030000 Kleding en schoenen;Sint Eustatius;2025 1e kwartaal;;;;
836;030000 Kleding en schoenen;Saba;2010 1e kwartaal;93.14;;;6863.0
837;030000 Kleding en schoenen;Saba;2010 2e kwartaal;93.47;0.4;;6863.0
838;030000 Kleding en schoenen;Saba;2010 3e kwartaal;93.6;0.1;;6863.0
839;030000 Kleding en schoenen;Saba;2010 4e kwartaal;93.35;-0.3;;6863.0
840;030000 Kleding en schoenen;Saba;2010;93.39;;;6863.0
841;030000 Kleding en schoenen;Saba;2011 1e kwartaal;92.69;-0.7;-0.5;6863.0
842;030000 Kleding en schoenen;Saba;2011 2e kwartaal;92.62;-0.1;-0.9;6863.0
843;030000 Kleding en schoenen;Saba;2011 3e kwartaal;93.64;1.1;0.0;6863.0
844;030000 Kleding en schoenen;Saba;2011 4e kwartaal;97.52;4.1;4.5;6863.0
845;030000 Kleding en schoenen;Saba;2011;94.12;;0.8;6863.0
846;030000 Kleding en schoenen;Saba;2012 1e kwartaal;98.57;1.1;6.3;6863.0
847;030000 Kleding en schoenen;Saba;2012 2e kwartaal;100.75;2.2;8.8;6863.0
848;030000 Kleding en schoenen;Saba;2012 3e kwartaal;101.44;0.7;8.3;6863.0
849;030000 Kleding en schoenen;Saba;2012 4e kwartaal;101.4;0.0;4.0;6863.0
850;030000 Kleding en schoenen;Saba;2012;100.54;;6.8;6863.0
851;030000 Kleding en schoenen;Saba;2013 1e kwartaal;101.51;0.1;3.0;6863.0
852;030000 Kleding en schoenen;Saba;2013 2e kwartaal;101.42;-0.1;0.7;6863.0
853;030000 Kleding en schoenen;Saba;2013 3e kwartaal;101.64;0.2;0.2;6863.0
854;030000 Kleding en schoenen;Saba;2013 4e kwartaal;101.5;-0.1;0.1;6863.0
855;030000 Kleding en schoenen;Saba;2013;101.52;;1.0;6863.0
856;030000 Kleding en schoenen;Saba;2014 1e kwartaal;101.36;-0.1;-0.1;4196.0
857;030000 Kleding en schoenen;Saba;2014 2e kwartaal;101.98;0.6;0.6;4196.0
858;030000 Kleding en schoenen;Saba;2014 3e kwartaal;101.91;-0.1;0.3;4196.0
859;030000 Kleding en schoenen;Saba;2014 4e kwartaal;102.31;0.4;0.8;4196.0
