ID;Misdrijven;Regiokenmerken;Perioden;IngeschrevenRechtbankstrafzaken_1;BeslissingenDoorOpenbaarMinisterie_2;AfdoeningenDoorDeRechterIn1eAanleg_3
1666;Misdrijven, totaal;Baarle-Nassau;2003;65;80;25
1667;Misdrijven, totaal;Baarle-Nassau;2004;65;60;20
1668;Misdrijven, totaal;Baarle-Nassau;2005;55;70;25
1669;Misdrijven, totaal;Baarle-Nassau;2006;110;120;35
1670;Misdrijven, totaal;Baarle-Nassau;2007;55;55;35
1671;Misdrijven, totaal;Baarle-Nassau;2008;65;70;30
1672;Misdrijven, totaal;Baarle-Nassau;2009;45;55;35
1673;Misdrijven, totaal;Baarle-Nassau;2010;45;40;20
1674;Misdrijven, totaal;Baarle-Nassau;2011;30;35;15
1675;Misdrijven, totaal;Baarle-Nassau;2012;40;50;20
1676;Misdrijven, totaal;Baarle-Nassau;2013;45;50;25
1677;Misdrijven, totaal;Baarle-Nassau;2014;65;40;20
1678;Misdrijven, totaal;Baarle-Nassau;2015;45;65;15
1679;Misdrijven, totaal;Baarle-Nassau;2016;40;50;25
1680;Misdrijven, totaal;Baarn;2001;350;345;115
1681;Misdrijven, totaal;Baarn;2002;420;475;90
1682;Misdrijven, totaal;Baarn;2003;380;440;115
1683;Misdrijven, totaal;Baarn;2004;360;395;115
1684;Misdrijven, totaal;Baarn;2005;365;400;135
1685;Misdrijven, totaal;Baarn;2006;315;350;155
1686;Misdrijven, totaal;Baarn;2007;340;325;125
1687;Misdrijven, totaal;Baarn;2008;370;345;140
1688;Misdrijven, totaal;Baarn;2009;315;440;175
1689;Misdrijven, totaal;Baarn;2010;245;260;125
1690;Misdrijven, totaal;Baarn;2011;270;285;135
1691;Misdrijven, totaal;Baarn;2012;220;230;110
1692;Misdrijven, totaal;Baarn;2013;190;210;125
1693;Misdrijven, totaal;Baarn;2014;180;175;85
1694;Misdrijven, totaal;Baarn;2015;150;160;65
1695;Misdrijven, totaal;Baarn;2016;190;200;95
1696;Misdrijven, totaal;Barendrecht;2001;210;240;70
1697;Misdrijven, totaal;Barendrecht;2002;245;270;70
1698;Misdrijven, totaal;Barendrecht;2003;295;320;70
1699;Misdrijven, totaal;Barendrecht;2004;305;330;120
1700;Misdrijven, totaal;Barendrecht;2005;260;290;110
1701;Misdrijven, totaal;Barendrecht;2006;300;300;150
1702;Misdrijven, totaal;Barendrecht;2007;405;390;160
1703;Misdrijven, totaal;Barendrecht;2008;355;410;165
1704;Misdrijven, totaal;Barendrecht;2009;380;415;180
1705;Misdrijven, totaal;Barendrecht;2010;300;345;120
1706;Misdrijven, totaal;Barendrecht;2011;385;390;115
1707;Misdrijven, totaal;Barendrecht;2012;305;345;130
1708;Misdrijven, totaal;Barendrecht;2013;280;315;150
1709;Misdrijven, totaal;Barendrecht;2014;325;320;135
1710;Misdrijven, totaal;Barendrecht;2015;265;285;165
1711;Misdrijven, totaal;Barendrecht;2016;240;245;100
1712;Misdrijven, totaal;Barneveld;2001;505;505;165
1713;Misdrijven, totaal;Barneveld;2002;505;585;170
1714;Misdrijven, totaal;Barneveld;2003;605;625;245
1715;Misdrijven, totaal;Barneveld;2004;635;690;205
1716;Misdrijven, totaal;Barneveld;2005;620;660;265
1717;Misdrijven, totaal;Barneveld;2006;630;680;250
1718;Misdrijven, totaal;Barneveld;2007;625;630;320
1719;Misdrijven, totaal;Barneveld;2008;565;555;220
1720;Misdrijven, totaal;Barneveld;2009;495;555;220
1721;Misdrijven, totaal;Barneveld;2010;455;460;195
1722;Misdrijven, totaal;Barneveld;2011;470;465;170
1723;Misdrijven, totaal;Barneveld;2012;545;610;200
1724;Misdrijven, totaal;Barneveld;2013;545;570;200
1725;Misdrijven, totaal;Barneveld;2014;455;490;210
1726;Misdrijven, totaal;Barneveld;2015;500;525;280
1727;Misdrijven, totaal;Barneveld;2016;430;455;215
1728;Misdrijven, totaal;Bathmen;2001;55;60;10
1729;Misdrijven, totaal;Bathmen;2002;110;115;15
1730;Misdrijven, totaal;Bathmen;2003;120;145;35
1731;Misdrijven, totaal;Bathmen;2004;155;155;25
1732;Misdrijven, totaal;Bathmen;2005;0;0;0
1733;Misdrijven, totaal;Bathmen;2006;0;0;0
1734;Misdrijven, totaal;Bathmen;2007;0;0;0
1735;Misdrijven, totaal;Bathmen;2008;0;0;0
1736;Misdrijven, totaal;Bathmen;2009;0;0;0
1737;Misdrijven, totaal;Bathmen;2010;0;0;0
1738;Misdrijven, totaal;Bathmen;2011;0;0;0
1739;Misdrijven, totaal;Bathmen;2012;0;0;0
1740;Misdrijven, totaal;Bathmen;2013;0;0;0
1741;Misdrijven, totaal;Bathmen;2014;0;0;0
1742;Misdrijven, totaal;Bathmen;2015;0;0;0
1743;Misdrijven, totaal;Bathmen;2016;0;0;0
1744;Misdrijven, totaal;Bedum;2001;70;75;20
1745;Misdrijven, totaal;Bedum;2002;50;65;20
1746;Misdrijven, totaal;Bedum;2003;70;65;20
1747;Misdrijven, totaal;Bedum;2004;100;110;20
1748;Misdrijven, totaal;Bedum;2005;90;80;20
1749;Misdrijven, totaal;Bedum;2006;95;105;30
1750;Misdrijven, totaal;Bedum;2007;75;90;45
1751;Misdrijven, totaal;Bedum;2008;95;90;25
1752;Misdrijven, totaal;Bedum;2009;65;70;30
1753;Misdrijven, totaal;Bedum;2010;60;55;25
1754;Misdrijven, totaal;Bedum;2011;55;60;25
1755;Misdrijven, totaal;Bedum;2012;50;55;20
1756;Misdrijven, totaal;Bedum;2013;55;65;20
1757;Misdrijven, totaal;Bedum;2014;40;45;20
1758;Misdrijven, totaal;Bedum;2015;35;40;20
1759;Misdrijven, totaal;Bedum;2016;30;30;15
1760;Misdrijven, totaal;Beek (L.);2001;235;260;85
1761;Misdrijven, totaal;Beek (L.);2002;250;265;75
1762;Misdrijven, totaal;Beek (L.);2003;195;235;90
1763;Misdrijven, totaal;Beek (L.);2004;195;215;60
1764;Misdrijven, totaal;Beek (L.);2005;180;205;80
1765;Misdrijven, totaal;Beek (L.);2006;200;200;75
1766;Misdrijven, totaal;Beek (L.);2007;205;220;110
1767;Misdrijven, totaal;Beek (L.);2008;195;210;110
1768;Misdrijven, totaal;Beek (L.);2009;230;250;90
1769;Misdrijven, totaal;Beek (L.);2010;160;170;100
1770;Misdrijven, totaal;Beek (L.);2011;235;245;95
1771;Misdrijven, totaal;Beek (L.);2012;155;170;65
1772;Misdrijven, totaal;Beek (L.);2013;155;160;55
1773;Misdrijven, totaal;Beek (L.);2014;175;190;75
1774;Misdrijven, totaal;Beek (L.);2015;140;155;80
1775;Misdrijven, totaal;Beek (L.);2016;135;135;65
1776;Misdrijven, totaal;Beemster;2001;105;100;30
1777;Misdrijven, totaal;Beemster;2002;75;115;20
1778;Misdrijven, totaal;Beemster;2003;95;110;30
1779;Misdrijven, totaal;Beemster;2004;100;105;35
1780;Misdrijven, totaal;Beemster;2005;75;100;35
1781;Misdrijven, totaal;Beemster;2006;75;75;45
1782;Misdrijven, totaal;Beemster;2007;70;80;25
1783;Misdrijven, totaal;Beemster;2008;75;95;40
1784;Misdrijven, totaal;Beemster;2009;80;85;40
1785;Misdrijven, totaal;Beemster;2010;80;75;35
1786;Misdrijven, totaal;Beemster;2011;85;80;35
1787;Misdrijven, totaal;Beemster;2012;75;90;35
1788;Misdrijven, totaal;Beemster;2013;65;70;30
1789;Misdrijven, totaal;Beemster;2014;65;65;40
1790;Misdrijven, totaal;Beemster;2015;50;50;25
1791;Misdrijven, totaal;Beemster;2016;45;55;20
1792;Misdrijven, totaal;Beesel;2001;110;110;45
1793;Misdrijven, totaal;Beesel;2002;65;85;35
1794;Misdrijven, totaal;Beesel;2003;70;70;25
1795;Misdrijven, totaal;Beesel;2004;110;110;40
1796;Misdrijven, totaal;Beesel;2005;100;100;35
1797;Misdrijven, totaal;Beesel;2006;85;95;45
1798;Misdrijven, totaal;Beesel;2007;115;125;45
1799;Misdrijven, totaal;Beesel;2008;115;105;50
1800;Misdrijven, totaal;Beesel;2009;120;135;50
1801;Misdrijven, totaal;Beesel;2010;120;125;70
1802;Misdrijven, totaal;Beesel;2011;120;125;60
1803;Misdrijven, totaal;Beesel;2012;80;85;35
1804;Misdrijven, totaal;Beesel;2013;100;105;35
1805;Misdrijven, totaal;Beesel;2014;100;100;45
1806;Misdrijven, totaal;Beesel;2015;60;75;45
1807;Misdrijven, totaal;Beesel;2016;70;70;30
1808;Misdrijven, totaal;Bellingwedde;2001;70;90;30
1809;Misdrijven, totaal;Bellingwedde;2002;60;75;20
1810;Misdrijven, totaal;Bellingwedde;2003;115;115;20
1811;Misdrijven, totaal;Bellingwedde;2004;90;105;35
1812;Misdrijven, totaal;Bellingwedde;2005;95;90;40
1813;Misdrijven, totaal;Bellingwedde;2006;95;105;35
1814;Misdrijven, totaal;Bellingwedde;2007;90;110;50
1815;Misdrijven, totaal;Bellingwedde;2008;85;90;35
1816;Misdrijven, totaal;Bellingwedde;2009;110;105;45
1817;Misdrijven, totaal;Bellingwedde;2010;55;75;25
1818;Misdrijven, totaal;Bellingwedde;2011;75;60;25
1819;Misdrijven, totaal;Bellingwedde;2012;75;80;30
1820;Misdrijven, totaal;Bellingwedde;2013;50;70;35
1821;Misdrijven, totaal;Bellingwedde;2014;55;60;35
1822;Misdrijven, totaal;Bellingwedde;2015;60;65;25
1823;Misdrijven, totaal;Bellingwedde;2016;60;65;35
1824;Misdrijven, totaal;Bemmel;2001;270;275;95
1825;Misdrijven, totaal;Bemmel;2002;285;300;90
1826;Misdrijven, totaal;Bemmel;2003;0;0;0
1827;Misdrijven, totaal;Bemmel;2004;0;0;0
1828;Misdrijven, totaal;Bemmel;2005;0;0;0
1829;Misdrijven, totaal;Bemmel;2006;0;0;0
1830;Misdrijven, totaal;Bemmel;2007;0;0;0
1831;Misdrijven, totaal;Bemmel;2008;0;0;0
1832;Misdrijven, totaal;Bemmel;2009;0;0;0
1833;Misdrijven, totaal;Bemmel;2010;0;0;0
1834;Misdrijven, totaal;Bemmel;2011;0;0;0
1835;Misdrijven, totaal;Bemmel;2012;0;0;0
1836;Misdrijven, totaal;Bemmel;2013;0;0;0
1837;Misdrijven, totaal;Bemmel;2014;0;0;0
1838;Misdrijven, totaal;Bemmel;2015;0;0;0
1839;Misdrijven, totaal;Bemmel;2016;0;0;0
1840;Misdrijven, totaal;Bennebroek;2001;40;45;10
1841;Misdrijven, totaal;Bennebroek;2002;35;45;10
1842;Misdrijven, totaal;Bennebroek;2003;20;30;5
1843;Misdrijven, totaal;Bennebroek;2004;45;40;10
1844;Misdrijven, totaal;Bennebroek;2005;40;50;10
1845;Misdrijven, totaal;Bennebroek;2006;35;40;25
1846;Misdrijven, totaal;Bennebroek;2007;45;40;15
1847;Misdrijven, totaal;Bennebroek;2008;35;55;30
1848;Misdrijven, totaal;Bennebroek;2009;0;0;0
1849;Misdrijven, totaal;Bennebroek;2010;0;0;0
1850;Misdrijven, totaal;Bennebroek;2011;0;0;0
1851;Misdrijven, totaal;Bennebroek;2012;0;0;0
1852;Misdrijven, totaal;Bennebroek;2013;0;0;0
1853;Misdrijven, totaal;Bennebroek;2014;0;0;0
1854;Misdrijven, totaal;Bennebroek;2015;0;0;0
1855;Misdrijven, totaal;Bennebroek;2016;0;0;0
1856;Misdrijven, totaal;Berg en Dal;2001;0;0;0
1857;Misdrijven, totaal;Berg en Dal;2002;0;0;0
1858;Misdrijven, totaal;Berg en Dal;2003;0;0;0
1859;Misdrijven, totaal;Berg en Dal;2004;0;0;0
1860;Misdrijven, totaal;Berg en Dal;2005;0;0;0
1861;Misdrijven, totaal;Berg en Dal;2006;0;0;0
1862;Misdrijven, totaal;Berg en Dal;2007;0;0;0
1863;Misdrijven, totaal;Berg en Dal;2008;0;0;0
1864;Misdrijven, totaal;Berg en Dal;2009;0;0;0
1865;Misdrijven, totaal;Berg en Dal;2010;0;0;0
1866;Misdrijven, totaal;Berg en Dal;2011;0;0;0
1867;Misdrijven, totaal;Berg en Dal;2012;0;0;0
1868;Misdrijven, totaal;Berg en Dal;2013;0;0;0
1869;Misdrijven, totaal;Berg en Dal;2014;0;0;0
1870;Misdrijven, totaal;Berg en Dal;2015;0;0;0
1871;Misdrijven, totaal;Berg en Dal;2016;185;200;90
1872;Misdrijven, totaal;Bergambacht;2001;60;75;30
1873;Misdrijven, totaal;Bergambacht;2002;70;80;25
1874;Misdrijven, totaal;Bergambacht;2003;80;95;25
1875;Misdrijven, totaal;Bergambacht;2004;60;70;25
1876;Misdrijven, totaal;Bergambacht;2005;70;80;20
1877;Misdrijven, totaal;Bergambacht;2006;85;100;45
1878;Misdrijven, totaal;Bergambacht;2007;55;65;25
1879;Misdrijven, totaal;Bergambacht;2008;45;50;25
1880;Misdrijven, totaal;Bergambacht;2009;50;50;25
1881;Misdrijven, totaal;Bergambacht;2010;50;50;15
1882;Misdrijven, totaal;Bergambacht;2011;50;55;20
1883;Misdrijven, totaal;Bergambacht;2012;60;55;15
1884;Misdrijven, totaal;Bergambacht;2013;60;70;35
1885;Misdrijven, totaal;Bergambacht;2014;50;50;30
1886;Misdrijven, totaal;Bergambacht;2015;0;0;0
1887;Misdrijven, totaal;Bergambacht;2016;0;0;0
1888;Misdrijven, totaal;Bergeijk;2001;120;130;35
1889;Misdrijven, totaal;Bergeijk;2002;95;115;35
1890;Misdrijven, totaal;Bergeijk;2003;150;155;35
1891;Misdrijven, totaal;Bergeijk;2004;145;160;35
1892;Misdrijven, totaal;Bergeijk;2005;110;130;40
1893;Misdrijven, totaal;Bergeijk;2006;130;130;55
1894;Misdrijven, totaal;Bergeijk;2007;125;125;50
1895;Misdrijven, totaal;Bergeijk;2008;150;160;55
1896;Misdrijven, totaal;Bergeijk;2009;125;135;50
1897;Misdrijven, totaal;Bergeijk;2010;105;100;60
1898;Misdrijven, totaal;Bergeijk;2011;115;135;55
1899;Misdrijven, totaal;Bergeijk;2012;120;130;30
1900;Misdrijven, totaal;Bergeijk;2013;125;130;50
1901;Misdrijven, totaal;Bergeijk;2014;90;90;40
1902;Misdrijven, totaal;Bergeijk;2015;120;120;45
1903;Misdrijven, totaal;Bergeijk;2016;100;120;45
1904;Misdrijven, totaal;Bergen (L.);2001;120;135;45
1905;Misdrijven, totaal;Bergen (L.);2002;135;150;45
1906;Misdrijven, totaal;Bergen (L.);2003;130;130;45
1907;Misdrijven, totaal;Bergen (L.);2004;135;150;45
1908;Misdrijven, totaal;Bergen (L.);2005;115;105;60
1909;Misdrijven, totaal;Bergen (L.);2006;95;115;40
1910;Misdrijven, totaal;Bergen (L.);2007;145;140;55
1911;Misdrijven, totaal;Bergen (L.);2008;100;115;65
1912;Misdrijven, totaal;Bergen (L.);2009;90;105;35
1913;Misdrijven, totaal;Bergen (L.);2010;80;80;25
1914;Misdrijven, totaal;Bergen (L.);2011;90;100;20
1915;Misdrijven, totaal;Bergen (L.);2012;55;60;5
1916;Misdrijven, totaal;Bergen (L.);2013;70;70;5
1917;Misdrijven, totaal;Bergen (L.);2014;55;60;5
1918;Misdrijven, totaal;Bergen (L.);2015;60;60;10
1919;Misdrijven, totaal;Bergen (L.);2016;35;35;15
1920;Misdrijven, totaal;Bergen (NH.);2001;245;305;105
1921;Misdrijven, totaal;Bergen (NH.);2002;210;240;95
1922;Misdrijven, totaal;Bergen (NH.);2003;285;300;95
1923;Misdrijven, totaal;Bergen (NH.);2004;295;300;85
1924;Misdrijven, totaal;Bergen (NH.);2005;310;355;105
1925;Misdrijven, totaal;Bergen (NH.);2006;270;300;95
1926;Misdrijven, totaal;Bergen (NH.);2007;320;320;130
1927;Misdrijven, totaal;Bergen (NH.);2008;260;260;110
1928;Misdrijven, totaal;Bergen (NH.);2009;195;260;80
1929;Misdrijven, totaal;Bergen (NH.);2010;225;230;40
1930;Misdrijven, totaal;Bergen (NH.);2011;225;235;30
1931;Misdrijven, totaal;Bergen (NH.);2012;245;235;30
1932;Misdrijven, totaal;Bergen (NH.);2013;165;200;10
1933;Misdrijven, totaal;Bergen (NH.);2014;200;195;25
1934;Misdrijven, totaal;Bergen (NH.);2015;200;195;15
1935;Misdrijven, totaal;Bergen (NH.);2016;165;190;75
1936;Misdrijven, totaal;Bergen op Zoom;2001;965;995;440
1937;Misdrijven, totaal;Bergen op Zoom;2002;1020;1110;435
1938;Misdrijven, totaal;Bergen op Zoom;2003;1140;1215;545
1939;Misdrijven, totaal;Bergen op Zoom;2004;1220;1260;495
1940;Misdrijven, totaal;Bergen op Zoom;2005;1270;1325;520
1941;Misdrijven, totaal;Bergen op Zoom;2006;1055;1140;585
1942;Misdrijven, totaal;Bergen op Zoom;2007;1070;1140;445
1943;Misdrijven, totaal;Bergen op Zoom;2008;1150;1195;500
1944;Misdrijven, totaal;Bergen op Zoom;2009;950;1030;475
1945;Misdrijven, totaal;Bergen op Zoom;2010;785;810;390
1946;Misdrijven, totaal;Bergen op Zoom;2011;760;795;455
1947;Misdrijven, totaal;Bergen op Zoom;2012;740;740;350
1948;Misdrijven, totaal;Bergen op Zoom;2013;840;940;400
1949;Misdrijven, totaal;Bergen op Zoom;2014;880;905;410
1950;Misdrijven, totaal;Bergen op Zoom;2015;810;925;425
1951;Misdrijven, totaal;Bergen op Zoom;2016;815;905;420
1952;Misdrijven, totaal;Bergh;2001;435;475;80
1953;Misdrijven, totaal;Bergh;2002;295;315;65
1954;Misdrijven, totaal;Bergh;2003;385;430;75
1955;Misdrijven, totaal;Bergh;2004;270;310;80
1956;Misdrijven, totaal;Bergh;2005;0;0;0
1957;Misdrijven, totaal;Bergh;2006;0;0;0
1958;Misdrijven, totaal;Bergh;2007;0;0;0
1959;Misdrijven, totaal;Bergh;2008;0;0;0
1960;Misdrijven, totaal;Bergh;2009;0;0;0
1961;Misdrijven, totaal;Bergh;2010;0;0;0
1962;Misdrijven, totaal;Bergh;2011;0;0;0
1963;Misdrijven, totaal;Bergh;2012;0;0;0
1964;Misdrijven, totaal;Bergh;2013;0;0;0
1965;Misdrijven, totaal;Bergh;2014;0;0;0
1966;Misdrijven, totaal;Bergh;2015;0;0;0
1967;Misdrijven, totaal;Bergh;2016;0;0;0
1968;Misdrijven, totaal;Bergschenhoek;2001;85;80;15
1969;Misdrijven, totaal;Bergschenhoek;2002;130;155;25
1970;Misdrijven, totaal;Bergschenhoek;2003;140;155;50
1971;Misdrijven, totaal;Bergschenhoek;2004;130;145;45
1972;Misdrijven, totaal;Bergschenhoek;2005;115;130;45
1973;Misdrijven, totaal;Bergschenhoek;2006;90;100;50
1974;Misdrijven, totaal;Bergschenhoek;2007;0;0;0
1975;Misdrijven, totaal;Bergschenhoek;2008;0;0;0
1976;Misdrijven, totaal;Bergschenhoek;2009;0;0;0
1977;Misdrijven, totaal;Bergschenhoek;2010;0;0;0
1978;Misdrijven, totaal;Bergschenhoek;2011;0;0;0
1979;Misdrijven, totaal;Bergschenhoek;2012;0;0;0
1980;Misdrijven, totaal;Bergschenhoek;2013;0;0;0
1981;Misdrijven, totaal;Bergschenhoek;2014;0;0;0
1982;Misdrijven, totaal;Bergschenhoek;2015;0;0;0
1983;Misdrijven, totaal;Bergschenhoek;2016;0;0;0
1984;Misdrijven, totaal;Berkel en Rodenrijs;2001;75;80;20
1985;Misdrijven, totaal;Berkel en Rodenrijs;2002;90;95;15
1986;Misdrijven, totaal;Berkel en Rodenrijs;2003;115;115;35
1987;Misdrijven, totaal;Berkel en Rodenrijs;2004;120;140;45
1988;Misdrijven, totaal;Berkel en Rodenrijs;2005;130;150;45
1989;Misdrijven, totaal;Berkel en Rodenrijs;2006;110;120;50
1990;Misdrijven, totaal;Berkel en Rodenrijs;2007;0;0;0
1991;Misdrijven, totaal;Berkel en Rodenrijs;2008;0;0;0
1992;Misdrijven, totaal;Berkel en Rodenrijs;2009;0;0;0
1993;Misdrijven, totaal;Berkel en Rodenrijs;2010;0;0;0
1994;Misdrijven, totaal;Berkel en Rodenrijs;2011;0;0;0
1995;Misdrijven, totaal;Berkel en Rodenrijs;2012;0;0;0
1996;Misdrijven, totaal;Berkel en Rodenrijs;2013;0;0;0
1997;Misdrijven, totaal;Berkel en Rodenrijs;2014;0;0;0
1998;Misdrijven, totaal;Berkel en Rodenrijs;2015;0;0;0
1999;Misdrijven, totaal;Berkel en Rodenrijs;2016;0;0;0
2000;Misdrijven, totaal;Berkelland;2001;0;0;0
2001;Misdrijven, totaal;Berkelland;2002;0;0;0
2002;Misdrijven, totaal;Berkelland;2003;0;0;0
2003;Misdrijven, totaal;Berkelland;2004;0;0;0
2004;Misdrijven, totaal;Berkelland;2005;425;425;120
2005;Misdrijven, totaal;Berkelland;2006;410;445;165
2006;Misdrijven, totaal;Berkelland;2007;400;440;135
2007;Misdrijven, totaal;Berkelland;2008;350;370;125
2008;Misdrijven, totaal;Berkelland;2009;380;405;145
2009;Misdrijven, totaal;Berkelland;2010;370;375;165
2010;Misdrijven, totaal;Berkelland;2011;350;360;120
2011;Misdrijven, totaal;Berkelland;2012;350;425;145
2012;Misdrijven, totaal;Berkelland;2013;340;375;135
2013;Misdrijven, totaal;Berkelland;2014;275;310;150
2014;Misdrijven, totaal;Berkelland;2015;185;220;140
2015;Misdrijven, totaal;Berkelland;2016;240;245;95
2016;Misdrijven, totaal;Bernheze;2001;240;260;65
2017;Misdrijven, totaal;Bernheze;2002;215;250;60
2018;Misdrijven, totaal;Bernheze;2003;270;275;65
2019;Misdrijven, totaal;Bernheze;2004;215;240;70
2020;Misdrijven, totaal;Bernheze;2005;205;225;80
2021;Misdrijven, totaal;Bernheze;2006;235;245;90
2022;Misdrijven, totaal;Bernheze;2007;250;255;100
2023;Misdrijven, totaal;Bernheze;2008;215;220;105
2024;Misdrijven, totaal;Bernheze;2009;210;225;110
2025;Misdrijven, totaal;Bernheze;2010;150;175;80
2026;Misdrijven, totaal;Bernheze;2011;195;170;70
2027;Misdrijven, totaal;Bernheze;2012;165;190;60
2028;Misdrijven, totaal;Bernheze;2013;190;190;60
2029;Misdrijven, totaal;Bernheze;2014;165;160;70
2030;Misdrijven, totaal;Bernheze;2015;175;180;95
2031;Misdrijven, totaal;Bernheze;2016;220;235;85
2032;Misdrijven, totaal;Bernisse;2001;50;60;25
2033;Misdrijven, totaal;Bernisse;2002;55;65;15
2034;Misdrijven, totaal;Bernisse;2003;95;95;20
2035;Misdrijven, totaal;Bernisse;2004;65;80;30
2036;Misdrijven, totaal;Bernisse;2005;60;60;30
2037;Misdrijven, totaal;Bernisse;2006;90;90;25
2038;Misdrijven, totaal;Bernisse;2007;65;75;35
2039;Misdrijven, totaal;Bernisse;2008;85;85;25
2040;Misdrijven, totaal;Bernisse;2009;75;95;40
2041;Misdrijven, totaal;Bernisse;2010;55;55;25
2042;Misdrijven, totaal;Bernisse;2011;80;90;25
2043;Misdrijven, totaal;Bernisse;2012;80;85;30
2044;Misdrijven, totaal;Bernisse;2013;75;80;40
2045;Misdrijven, totaal;Bernisse;2014;65;70;25
2046;Misdrijven, totaal;Bernisse;2015;0;0;0
2047;Misdrijven, totaal;Bernisse;2016;0;0;0
2048;Misdrijven, totaal;Best;2001;250;260;85
2049;Misdrijven, totaal;Best;2002;210;230;70
2050;Misdrijven, totaal;Best;2003;245;250;95
2051;Misdrijven, totaal;Best;2004;295;305;105
2052;Misdrijven, totaal;Best;2005;250;285;95
2053;Misdrijven, totaal;Best;2006;250;270;145
2054;Misdrijven, totaal;Best;2007;225;235;125
2055;Misdrijven, totaal;Best;2008;205;205;95
2056;Misdrijven, totaal;Best;2009;260;295;110
2057;Misdrijven, totaal;Best;2010;265;265;135
2058;Misdrijven, totaal;Best;2011;235;255;110
2059;Misdrijven, totaal;Best;2012;255;265;60
2060;Misdrijven, totaal;Best;2013;235;235;100
2061;Misdrijven, totaal;Best;2014;185;195;80
2062;Misdrijven, totaal;Best;2015;230;235;85
2063;Misdrijven, totaal;Best;2016;300;325;110
2064;Misdrijven, totaal;Beuningen;2001;195;205;75
2065;Misdrijven, totaal;Beuningen;2002;260;290;95
2066;Misdrijven, totaal;Beuningen;2003;280;305;115
2067;Misdrijven, totaal;Beuningen;2004;225;280;90
2068;Misdrijven, totaal;Beuningen;2005;175;195;105
2069;Misdrijven, totaal;Beuningen;2006;225;215;90
2070;Misdrijven, totaal;Beuningen;2007;230;240;130
2071;Misdrijven, totaal;Beuningen;2008;205;220;95
2072;Misdrijven, totaal;Beuningen;2009;185;190;90
2073;Misdrijven, totaal;Beuningen;2010;170;185;75
2074;Misdrijven, totaal;Beuningen;2011;170;185;70
2075;Misdrijven, totaal;Beuningen;2012;150;155;80
2076;Misdrijven, totaal;Beuningen;2013;120;120;50
2077;Misdrijven, totaal;Beuningen;2014;100;130;55
2078;Misdrijven, totaal;Beuningen;2015;85;95;60
2079;Misdrijven, totaal;Beuningen;2016;110;115;60
2080;Misdrijven, totaal;Beverwijk;2001;600;650;160
2081;Misdrijven, totaal;Beverwijk;2002;590;725;205
2082;Misdrijven, totaal;Beverwijk;2003;580;730;240
2083;Misdrijven, totaal;Beverwijk;2004;570;615;205
2084;Misdrijven, totaal;Beverwijk;2005;540;630;235
2085;Misdrijven, totaal;Beverwijk;2006;580;675;365
2086;Misdrijven, totaal;Beverwijk;2007;725;720;300
2087;Misdrijven, totaal;Beverwijk;2008;815;910;430
2088;Misdrijven, totaal;Beverwijk;2009;580;650;395
2089;Misdrijven, totaal;Beverwijk;2010;565;570;315
2090;Misdrijven, totaal;Beverwijk;2011;595;630;280
2091;Misdrijven, totaal;Beverwijk;2012;615;625;250
2092;Misdrijven, totaal;Beverwijk;2013;510;565;300
2093;Misdrijven, totaal;Beverwijk;2014;570;595;250
2094;Misdrijven, totaal;Beverwijk;2015;540;535;245
2095;Misdrijven, totaal;Beverwijk;2016;435;490;215
2096;Misdrijven, totaal;het Bildt;2001;55;55;15
2097;Misdrijven, totaal;het Bildt;2002;90;95;30
2098;Misdrijven, totaal;het Bildt;2003;105;95;30
2099;Misdrijven, totaal;het Bildt;2004;110;125;35
2100;Misdrijven, totaal;het Bildt;2005;110;100;45
2101;Misdrijven, totaal;het Bildt;2006;100;100;50
2102;Misdrijven, totaal;het Bildt;2007;110;100;30
2103;Misdrijven, totaal;het Bildt;2008;100;100;40
2104;Misdrijven, totaal;het Bildt;2009;80;100;50
2105;Misdrijven, totaal;het Bildt;2010;75;85;25
2106;Misdrijven, totaal;het Bildt;2011;75;80;10
2107;Misdrijven, totaal;het Bildt;2012;95;95;5
2108;Misdrijven, totaal;het Bildt;2013;95;100;10
2109;Misdrijven, totaal;het Bildt;2014;70;65;5
2110;Misdrijven, totaal;het Bildt;2015;75;80;5
2111;Misdrijven, totaal;het Bildt;2016;55;65;30
2112;Misdrijven, totaal;De Bilt;2001;300;340;150
2113;Misdrijven, totaal;De Bilt;2002;315;345;95
2114;Misdrijven, totaal;De Bilt;2003;355;370;115
2115;Misdrijven, totaal;De Bilt;2004;345;385;115
2116;Misdrijven, totaal;De Bilt;2005;345;385;130
2117;Misdrijven, totaal;De Bilt;2006;370;385;155
2118;Misdrijven, totaal;De Bilt;2007;385;400;130
2119;Misdrijven, totaal;De Bilt;2008;325;340;130
2120;Misdrijven, totaal;De Bilt;2009;375;465;160
2121;Misdrijven, totaal;De Bilt;2010;280;305;140
2122;Misdrijven, totaal;De Bilt;2011;315;330;145
2123;Misdrijven, totaal;De Bilt;2012;300;300;145
2124;Misdrijven, totaal;De Bilt;2013;210;215;150
2125;Misdrijven, totaal;De Bilt;2014;230;250;105
2126;Misdrijven, totaal;De Bilt;2015;185;195;105
2127;Misdrijven, totaal;De Bilt;2016;240;230;125
2128;Misdrijven, totaal;Binnenmaas;2001;170;175;80
2129;Misdrijven, totaal;Binnenmaas;2002;225;235;60
2130;Misdrijven, totaal;Binnenmaas;2003;225;225;85
