ID;Bestemming;Perioden;InvesteringenWerkelijkePrijzen_1;InvesteringenPrijsniveau2021_2;InvesteringenVolumemutatie_3;InvesteringenPrijsindexcijfers_4
1816;I Horeca;2013;804.0;896.0;-0.9;89.7
1817;I Horeca;2014;788.0;871.0;-2.7;90.4
1818;I Horeca;2015;871.0;948.0;8.8;91.9
1819;I Horeca;2016;1032.0;1128.0;19.1;91.5
1820;I Horeca;2017;1329.0;1444.0;28.0;92.0
1821;I Horeca;2018;1252.0;1336.0;-7.5;93.7
1822;I Horeca;2019;1346.0;1406.0;5.3;95.7
1823;I Horeca;2020;1066.0;1090.0;-22.5;97.8
1824;I Horeca;2021;1203.0;1203.0;10.4;100.0
1825;I Horeca;2022;1674.0;1581.0;31.4;105.9
1826;I Horeca;2023;;;;
1827;55 Logiesverstrekking;1995;;;;
1828;55 Logiesverstrekking;1996;;;;
1829;55 Logiesverstrekking;1997;;;;
1830;55 Logiesverstrekking;1998;;;;
1831;55 Logiesverstrekking;1999;;;;
1832;55 Logiesverstrekking;2000;;;;
1833;55 Logiesverstrekking;2001;;;;
1834;55 Logiesverstrekking;2002;;;;
1835;55 Logiesverstrekking;2003;;;;
1836;55 Logiesverstrekking;2004;;;;
1837;55 Logiesverstrekking;2005;;;;
1838;55 Logiesverstrekking;2006;;;;
1839;55 Logiesverstrekking;2007;;;;
1840;55 Logiesverstrekking;2008;;;;
1841;55 Logiesverstrekking;2009;;;;
1842;55 Logiesverstrekking;2010;;;;
1843;55 Logiesverstrekking;2011;;;;
1844;55 Logiesverstrekking;2012;;;;
1845;55 Logiesverstrekking;2013;;;;
1846;55 Logiesverstrekking;2014;;;;
1847;55 Logiesverstrekking;2015;399.0;435.0;;91.8
1848;55 Logiesverstrekking;2016;523.0;572.0;31.6;91.5
1849;55 Logiesverstrekking;2017;707.0;771.0;34.8;91.7
1850;55 Logiesverstrekking;2018;659.0;706.0;-8.3;93.3
1851;55 Logiesverstrekking;2019;744.0;783.0;10.8;95.1
1852;55 Logiesverstrekking;2020;577.0;592.0;-24.3;97.4
1853;55 Logiesverstrekking;2021;704.0;704.0;18.9;100.0
1854;55 Logiesverstrekking;2022;955.0;903.0;28.3;105.8
1855;55 Logiesverstrekking;2023;;;;
1856;56 Eet- en drinkgelegenheden;1995;;;;
1857;56 Eet- en drinkgelegenheden;1996;;;;
1858;56 Eet- en drinkgelegenheden;1997;;;;
1859;56 Eet- en drinkgelegenheden;1998;;;;
1860;56 Eet- en drinkgelegenheden;1999;;;;
1861;56 Eet- en drinkgelegenheden;2000;;;;
1862;56 Eet- en drinkgelegenheden;2001;;;;
1863;56 Eet- en drinkgelegenheden;2002;;;;
1864;56 Eet- en drinkgelegenheden;2003;;;;
1865;56 Eet- en drinkgelegenheden;2004;;;;
1866;56 Eet- en drinkgelegenheden;2005;;;;
1867;56 Eet- en drinkgelegenheden;2006;;;;
1868;56 Eet- en drinkgelegenheden;2007;;;;
1869;56 Eet- en drinkgelegenheden;2008;;;;
1870;56 Eet- en drinkgelegenheden;2009;;;;
1871;56 Eet- en drinkgelegenheden;2010;;;;
1872;56 Eet- en drinkgelegenheden;2011;;;;
1873;56 Eet- en drinkgelegenheden;2012;;;;
1874;56 Eet- en drinkgelegenheden;2013;;;;
1875;56 Eet- en drinkgelegenheden;2014;;;;
1876;56 Eet- en drinkgelegenheden;2015;472.0;513.0;;92.1
1877;56 Eet- en drinkgelegenheden;2016;509.0;556.0;8.5;91.5
1878;56 Eet- en drinkgelegenheden;2017;622.0;673.0;21.0;92.4
1879;56 Eet- en drinkgelegenheden;2018;593.0;629.0;-6.6;94.3
1880;56 Eet- en drinkgelegenheden;2019;602.0;623.0;-0.8;96.6
1881;56 Eet- en drinkgelegenheden;2020;489.0;497.0;-20.3;98.4
1882;56 Eet- en drinkgelegenheden;2021;499.0;499.0;0.4;100.0
1883;56 Eet- en drinkgelegenheden;2022;719.0;678.0;35.9;106.0
1884;56 Eet- en drinkgelegenheden;2023;;;;
1885;J Informatie en communicatie;1995;2313.0;2735.0;;84.6
1886;J Informatie en communicatie;1996;2871.0;3370.0;23.2;85.2
1887;J Informatie en communicatie;1997;3674.0;4270.0;26.7;86.0
1888;J Informatie en communicatie;1998;4801.0;5600.0;31.1;85.7
1889;J Informatie en communicatie;1999;6955.0;8175.0;46.0;85.1
1890;J Informatie en communicatie;2000;7301.0;8442.0;3.3;86.5
1891;J Informatie en communicatie;2001;6436.0;7383.0;-12.5;87.2
1892;J Informatie en communicatie;2002;4288.0;4829.0;-34.6;88.8
1893;J Informatie en communicatie;2003;3633.0;4105.0;-15.0;88.5
1894;J Informatie en communicatie;2004;4138.0;4681.0;14.0;88.4
1895;J Informatie en communicatie;2005;4713.0;5341.0;14.1;88.2
1896;J Informatie en communicatie;2006;5040.0;5667.0;6.1;88.9
1897;J Informatie en communicatie;2007;5757.0;6390.0;12.8;90.1
1898;J Informatie en communicatie;2008;5611.0;6135.0;-4.0;91.5
1899;J Informatie en communicatie;2009;5076.0;5550.0;-9.5;91.5
1900;J Informatie en communicatie;2010;5165.0;5510.0;-0.7;93.7
1901;J Informatie en communicatie;2011;5304.0;5690.0;3.3;93.2
1902;J Informatie en communicatie;2012;5554.0;5932.0;4.3;93.6
1903;J Informatie en communicatie;2013;5840.0;6261.0;5.5;93.3
1904;J Informatie en communicatie;2014;6255.0;6718.0;7.3;93.1
1905;J Informatie en communicatie;2015;6302.0;6805.0;1.3;92.6
1906;J Informatie en communicatie;2016;6874.0;7479.0;9.9;91.9
1907;J Informatie en communicatie;2017;7075.0;7628.0;2.0;92.7
1908;J Informatie en communicatie;2018;7166.0;7560.0;-0.9;94.8
1909;J Informatie en communicatie;2019;8470.0;8827.0;16.8;96.0
1910;J Informatie en communicatie;2020;9360.0;9625.0;9.0;97.2
1911;J Informatie en communicatie;2021;9101.0;9101.0;-5.4;100.0
1912;J Informatie en communicatie;2022;10567.0;9913.0;8.9;106.6
1913;J Informatie en communicatie;2023;10508.0;9514.0;-4.0;110.4
1914;58-60 Uitgeverijen, film, radio en TV;1995;279.0;245.0;;113.9
1915;58-60 Uitgeverijen, film, radio en TV;1996;276.0;259.0;5.7;106.6
1916;58-60 Uitgeverijen, film, radio en TV;1997;316.0;299.0;15.6;105.6
1917;58-60 Uitgeverijen, film, radio en TV;1998;405.0;407.0;36.1;99.5
1918;58-60 Uitgeverijen, film, radio en TV;1999;398.0;414.0;1.7;96.1
1919;58-60 Uitgeverijen, film, radio en TV;2000;420.0;444.0;7.3;94.5
1920;58-60 Uitgeverijen, film, radio en TV;2001;437.0;468.0;5.2;93.4
1921;58-60 Uitgeverijen, film, radio en TV;2002;397.0;428.0;-8.5;92.7
1922;58-60 Uitgeverijen, film, radio en TV;2003;351.0;386.0;-9.8;90.9
1923;58-60 Uitgeverijen, film, radio en TV;2004;403.0;444.0;15.1;90.7
1924;58-60 Uitgeverijen, film, radio en TV;2005;421.0;467.0;5.2;90.1
1925;58-60 Uitgeverijen, film, radio en TV;2006;459.0;503.0;7.6;91.3
1926;58-60 Uitgeverijen, film, radio en TV;2007;470.0;506.0;0.7;92.8
1927;58-60 Uitgeverijen, film, radio en TV;2008;554.0;592.0;17.0;93.5
1928;58-60 Uitgeverijen, film, radio en TV;2009;551.0;580.0;-2.2;95.1
1929;58-60 Uitgeverijen, film, radio en TV;2010;637.0;662.0;14.2;96.3
1930;58-60 Uitgeverijen, film, radio en TV;2011;569.0;601.0;-9.1;94.6
1931;58-60 Uitgeverijen, film, radio en TV;2012;531.0;563.0;-6.3;94.3
1932;58-60 Uitgeverijen, film, radio en TV;2013;558.0;591.0;4.9;94.4
1933;58-60 Uitgeverijen, film, radio en TV;2014;553.0;586.0;-0.9;94.4
1934;58-60 Uitgeverijen, film, radio en TV;2015;621.0;652.0;11.4;95.2
1935;58-60 Uitgeverijen, film, radio en TV;2016;653.0;690.0;5.8;94.6
1936;58-60 Uitgeverijen, film, radio en TV;2017;604.0;637.0;-7.7;94.8
1937;58-60 Uitgeverijen, film, radio en TV;2018;606.0;633.0;-0.7;95.7
1938;58-60 Uitgeverijen, film, radio en TV;2019;629.0;649.0;2.5;96.9
1939;58-60 Uitgeverijen, film, radio en TV;2020;598.0;611.0;-5.9;97.9
1940;58-60 Uitgeverijen, film, radio en TV;2021;724.0;724.0;18.6;100.0
1941;58-60 Uitgeverijen, film, radio en TV;2022;725.0;700.0;-3.3;103.6
1942;58-60 Uitgeverijen, film, radio en TV;2023;;;;
1943;58 Uitgeverijen;1995;154.0;128.0;;120.1
1944;58 Uitgeverijen;1996;153.0;138.0;7.8;110.7
1945;58 Uitgeverijen;1997;186.0;168.0;21.6;110.7
1946;58 Uitgeverijen;1998;245.0;238.0;41.4;103.1
1947;58 Uitgeverijen;1999;236.0;240.0;1.2;98.1
1948;58 Uitgeverijen;2000;254.0;264.0;9.7;96.2
1949;58 Uitgeverijen;2001;230.0;244.0;-7.5;94.2
1950;58 Uitgeverijen;2002;177.0;191.0;-21.7;92.6
1951;58 Uitgeverijen;2003;167.0;186.0;-2.8;89.9
1952;58 Uitgeverijen;2004;199.0;220.0;18.6;90.4
1953;58 Uitgeverijen;2005;225.0;249.0;13.1;90.4
1954;58 Uitgeverijen;2006;230.0;256.0;2.7;90.0
1955;58 Uitgeverijen;2007;253.0;272.0;6.5;92.9
1956;58 Uitgeverijen;2008;272.0;291.0;6.7;93.6
1957;58 Uitgeverijen;2009;268.0;285.0;-1.8;94.0
1958;58 Uitgeverijen;2010;366.0;377.0;32.1;97.2
1959;58 Uitgeverijen;2011;255.0;271.0;-28.1;94.2
1960;58 Uitgeverijen;2012;263.0;280.0;3.5;93.8
1961;58 Uitgeverijen;2013;258.0;275.0;-1.9;93.8
1962;58 Uitgeverijen;2014;240.0;256.0;-7.0;93.8
1963;58 Uitgeverijen;2015;204.0;215.0;-15.8;94.8
1964;58 Uitgeverijen;2016;228.0;243.0;12.7;94.0
1965;58 Uitgeverijen;2017;197.0;210.0;-13.6;94.0
1966;58 Uitgeverijen;2018;194.0;202.0;-3.6;95.9
1967;58 Uitgeverijen;2019;217.0;225.0;11.3;96.4
1968;58 Uitgeverijen;2020;205.0;210.0;-6.9;97.8
1969;58 Uitgeverijen;2021;228.0;228.0;8.8;100.0
1970;58 Uitgeverijen;2022;297.0;285.0;25.0;104.2
1971;58 Uitgeverijen;2023;;;;
1972;59-60 Film,TV en radio;1995;125.0;116.0;;107.6
1973;59-60 Film,TV en radio;1996;123.0;120.0;3.2;102.5
1974;59-60 Film,TV en radio;1997;130.0;130.0;8.1;100.2
1975;59-60 Film,TV en radio;1998;160.0;167.0;28.5;96.0
1976;59-60 Film,TV en radio;1999;162.0;171.0;2.5;94.9
1977;59-60 Film,TV en radio;2000;166.0;177.0;3.7;93.7
1978;59-60 Film,TV en radio;2001;207.0;221.0;24.7;93.7
1979;59-60 Film,TV en radio;2002;220.0;235.0;6.3;93.7
1980;59-60 Film,TV en radio;2003;184.0;198.0;-15.5;92.7
1981;59-60 Film,TV en radio;2004;204.0;222.0;12.0;91.8
1982;59-60 Film,TV en radio;2005;196.0;217.0;-2.5;90.4
1983;59-60 Film,TV en radio;2006;229.0;245.0;13.3;93.3
1984;59-60 Film,TV en radio;2007;217.0;233.0;-5.2;93.3
1985;59-60 Film,TV en radio;2008;282.0;300.0;29.0;94.0
1986;59-60 Film,TV en radio;2009;283.0;293.0;-2.5;96.7
1987;59-60 Film,TV en radio;2010;271.0;284.0;-2.8;95.3
1988;59-60 Film,TV en radio;2011;314.0;332.0;16.6;94.7
1989;59-60 Film,TV en radio;2012;268.0;284.0;-14.3;94.3
1990;59-60 Film,TV en radio;2013;300.0;317.0;11.6;94.6
1991;59-60 Film,TV en radio;2014;313.0;331.0;4.3;94.6
1992;59-60 Film,TV en radio;2015;417.0;437.0;32.3;95.3
1993;59-60 Film,TV en radio;2016;425.0;448.0;2.4;94.9
1994;59-60 Film,TV en radio;2017;407.0;428.0;-4.5;95.1
1995;59-60 Film,TV en radio;2018;412.0;431.0;0.7;95.6
1996;59-60 Film,TV en radio;2019;412.0;424.0;-1.7;97.2
1997;59-60 Film,TV en radio;2020;393.0;401.0;-5.3;98.0
1998;59-60 Film,TV en radio;2021;496.0;496.0;23.7;100.0
1999;59-60 Film,TV en radio;2022;428.0;415.0;-16.3;103.1
2000;59-60 Film,TV en radio;2023;;;;
2001;61 Telecommunicatie;1995;1556.0;2095.0;;74.3
2002;61 Telecommunicatie;1996;1921.0;2487.0;18.7;77.2
2003;61 Telecommunicatie;1997;2606.0;3321.0;33.5;78.5
2004;61 Telecommunicatie;1998;3434.0;4324.0;30.2;79.4
2005;61 Telecommunicatie;1999;5366.0;6754.0;56.2;79.4
2006;61 Telecommunicatie;2000;5650.0;6947.0;2.9;81.3
2007;61 Telecommunicatie;2001;4718.0;5719.0;-17.7;82.5
2008;61 Telecommunicatie;2002;2773.0;3288.0;-42.5;84.3
2009;61 Telecommunicatie;2003;2161.0;2576.0;-21.7;83.9
2010;61 Telecommunicatie;2004;2432.0;2896.0;12.4;84.0
2011;61 Telecommunicatie;2005;2862.0;3411.0;17.8;83.9
2012;61 Telecommunicatie;2006;3007.0;3550.0;4.1;84.7
2013;61 Telecommunicatie;2007;3335.0;3889.0;9.5;85.8
2014;61 Telecommunicatie;2008;3064.0;3479.0;-10.6;88.1
2015;61 Telecommunicatie;2009;2730.0;3112.0;-10.5;87.7
2016;61 Telecommunicatie;2010;2495.0;2741.0;-11.9;91.0
2017;61 Telecommunicatie;2011;2715.0;2974.0;8.5;91.3
2018;61 Telecommunicatie;2012;2809.0;3049.0;2.5;92.1
2019;61 Telecommunicatie;2013;3150.0;3446.0;13.0;91.4
2020;61 Telecommunicatie;2014;3543.0;3902.0;13.2;90.8
2021;61 Telecommunicatie;2015;3198.0;3582.0;-8.2;89.3
2022;61 Telecommunicatie;2016;3054.0;3437.0;-4.0;88.8
2023;61 Telecommunicatie;2017;3222.0;3563.0;3.7;90.4
2024;61 Telecommunicatie;2018;3045.0;3277.0;-8.0;92.9
2025;61 Telecommunicatie;2019;3260.0;3444.0;5.1;94.7
2026;61 Telecommunicatie;2020;3326.0;3474.0;0.9;95.7
2027;61 Telecommunicatie;2021;3394.0;3394.0;-2.3;100.0
2028;61 Telecommunicatie;2022;3925.0;3598.0;6.0;109.1
2029;61 Telecommunicatie;2023;;;;
2030;62-63 IT- en informatiedienstverlening;1995;478.0;462.0;;103.4
2031;62-63 IT- en informatiedienstverlening;1996;674.0;685.0;48.1;98.4
2032;62-63 IT- en informatiedienstverlening;1997;752.0;766.0;11.9;98.2
2033;62-63 IT- en informatiedienstverlening;1998;962.0;1013.0;32.3;94.9
2034;62-63 IT- en informatiedienstverlening;1999;1191.0;1299.0;28.2;91.7
2035;62-63 IT- en informatiedienstverlening;2000;1231.0;1348.0;3.8;91.3
2036;62-63 IT- en informatiedienstverlening;2001;1281.0;1415.0;5.0;90.5
2037;62-63 IT- en informatiedienstverlening;2002;1118.0;1212.0;-14.4;92.3
2038;62-63 IT- en informatiedienstverlening;2003;1121.0;1208.0;-0.3;92.8
2039;62-63 IT- en informatiedienstverlening;2004;1303.0;1411.0;16.8;92.3
2040;62-63 IT- en informatiedienstverlening;2005;1430.0;1552.0;10.0;92.2
2041;62-63 IT- en informatiedienstverlening;2006;1574.0;1703.0;9.7;92.4
2042;62-63 IT- en informatiedienstverlening;2007;1952.0;2084.0;22.4;93.6
2043;62-63 IT- en informatiedienstverlening;2008;1993.0;2129.0;2.2;93.6
2044;62-63 IT- en informatiedienstverlening;2009;1795.0;1916.0;-10.0;93.7
2045;62-63 IT- en informatiedienstverlening;2010;2033.0;2140.0;11.7;95.0
2046;62-63 IT- en informatiedienstverlening;2011;2020.0;2155.0;0.7;93.7
2047;62-63 IT- en informatiedienstverlening;2012;2214.0;2362.0;9.6;93.7
2048;62-63 IT- en informatiedienstverlening;2013;2132.0;2273.0;-3.8;93.8
2049;62-63 IT- en informatiedienstverlening;2014;2159.0;2288.0;0.7;94.4
2050;62-63 IT- en informatiedienstverlening;2015;2483.0;2615.0;14.3;94.9
2051;62-63 IT- en informatiedienstverlening;2016;3167.0;3370.0;28.9;94.0
2052;62-63 IT- en informatiedienstverlening;2017;3249.0;3450.0;2.4;94.2
2053;62-63 IT- en informatiedienstverlening;2018;3515.0;3663.0;6.2;96.0
2054;62-63 IT- en informatiedienstverlening;2019;4581.0;4737.0;29.3;96.7
2055;62-63 IT- en informatiedienstverlening;2020;5436.0;5537.0;16.9;98.2
2056;62-63 IT- en informatiedienstverlening;2021;4983.0;4983.0;-10.0;100.0
2057;62-63 IT- en informatiedienstverlening;2022;5917.0;5615.0;12.7;105.4
2058;62-63 IT- en informatiedienstverlening;2023;;;;
2059;62 IT-dienstverlening;1995;;;;
2060;62 IT-dienstverlening;1996;;;;
2061;62 IT-dienstverlening;1997;;;;
2062;62 IT-dienstverlening;1998;;;;
2063;62 IT-dienstverlening;1999;;;;
2064;62 IT-dienstverlening;2000;;;;
2065;62 IT-dienstverlening;2001;;;;
2066;62 IT-dienstverlening;2002;;;;
2067;62 IT-dienstverlening;2003;;;;
2068;62 IT-dienstverlening;2004;;;;
2069;62 IT-dienstverlening;2005;;;;
2070;62 IT-dienstverlening;2006;;;;
2071;62 IT-dienstverlening;2007;;;;
2072;62 IT-dienstverlening;2008;;;;
2073;62 IT-dienstverlening;2009;;;;
2074;62 IT-dienstverlening;2010;;;;
2075;62 IT-dienstverlening;2011;;;;
2076;62 IT-dienstverlening;2012;;;;
2077;62 IT-dienstverlening;2013;;;;
2078;62 IT-dienstverlening;2014;;;;
2079;62 IT-dienstverlening;2015;2135.0;2295.0;;93.0
2080;62 IT-dienstverlening;2016;2242.0;2434.0;6.1;92.1
2081;62 IT-dienstverlening;2017;2292.0;2477.0;1.7;92.5
2082;62 IT-dienstverlening;2018;2435.0;2570.0;3.8;94.8
2083;62 IT-dienstverlening;2019;2322.0;2406.0;-6.4;96.5
2084;62 IT-dienstverlening;2020;2391.0;2433.0;1.1;98.3
2085;62 IT-dienstverlening;2021;2380.0;2380.0;-2.2;100.0
2086;62 IT-dienstverlening;2022;2868.0;2727.0;14.6;105.2
2087;62 IT-dienstverlening;2023;;;;
2088;63 Diensten op het gebied van informatie;1995;;;;
2089;63 Diensten op het gebied van informatie;1996;;;;
2090;63 Diensten op het gebied van informatie;1997;;;;
2091;63 Diensten op het gebied van informatie;1998;;;;
2092;63 Diensten op het gebied van informatie;1999;;;;
2093;63 Diensten op het gebied van informatie;2000;;;;
2094;63 Diensten op het gebied van informatie;2001;;;;
2095;63 Diensten op het gebied van informatie;2002;;;;
2096;63 Diensten op het gebied van informatie;2003;;;;
2097;63 Diensten op het gebied van informatie;2004;;;;
2098;63 Diensten op het gebied van informatie;2005;;;;
2099;63 Diensten op het gebied van informatie;2006;;;;
2100;63 Diensten op het gebied van informatie;2007;;;;
2101;63 Diensten op het gebied van informatie;2008;;;;
2102;63 Diensten op het gebied van informatie;2009;;;;
2103;63 Diensten op het gebied van informatie;2010;;;;
2104;63 Diensten op het gebied van informatie;2011;;;;
2105;63 Diensten op het gebied van informatie;2012;;;;
2106;63 Diensten op het gebied van informatie;2013;;;;
2107;63 Diensten op het gebied van informatie;2014;;;;
2108;63 Diensten op het gebied van informatie;2015;348.0;356.0;;97.8
2109;63 Diensten op het gebied van informatie;2016;925.0;956.0;168.7;96.7
2110;63 Diensten op het gebied van informatie;2017;957.0;993.0;3.9;96.3
2111;63 Diensten op het gebied van informatie;2018;1080.0;1112.0;11.9;97.2
2112;63 Diensten op het gebied van informatie;2019;2259.0;2332.0;109.8;96.9
2113;63 Diensten op het gebied van informatie;2020;3045.0;3105.0;33.1;98.1
2114;63 Diensten op het gebied van informatie;2021;2603.0;2603.0;-16.2;100.0
2115;63 Diensten op het gebied van informatie;2022;3049.0;2888.0;10.9;105.6
2116;63 Diensten op het gebied van informatie;2023;;;;
2117;K Financiële dienstverlening;1995;3458.0;4500.0;;76.8
2118;K Financiële dienstverlening;1996;3822.0;5016.0;11.5;76.2
2119;K Financiële dienstverlening;1997;4127.0;5374.0;7.1;76.8
2120;K Financiële dienstverlening;1998;5260.0;6840.0;27.3;76.9
2121;K Financiële dienstverlening;1999;4839.0;6226.0;-9.0;77.7
2122;K Financiële dienstverlening;2000;7367.0;9113.0;46.4;80.8
2123;K Financiële dienstverlening;2001;6438.0;7644.0;-16.1;84.2
2124;K Financiële dienstverlening;2002;5398.0;6254.0;-18.2;86.3
2125;K Financiële dienstverlening;2003;3917.0;4515.0;-27.8;86.8
2126;K Financiële dienstverlening;2004;4551.0;5215.0;15.5;87.3
2127;K Financiële dienstverlening;2005;4158.0;4746.0;-9.0;87.6
2128;K Financiële dienstverlening;2006;4441.0;4997.0;5.3;88.9
2129;K Financiële dienstverlening;2007;4461.0;4944.0;-1.1;90.2
2130;K Financiële dienstverlening;2008;4399.0;4848.0;-2.0;90.7
2131;K Financiële dienstverlening;2009;4590.0;5017.0;3.5;91.5
2132;K Financiële dienstverlening;2010;5327.0;5779.0;15.2;92.2
2133;K Financiële dienstverlening;2011;5093.0;5578.0;-3.5;91.3
2134;K Financiële dienstverlening;2012;4169.0;4705.0;-15.6;88.6
2135;K Financiële dienstverlening;2013;4181.0;4691.0;-0.3;89.1
2136;K Financiële dienstverlening;2014;4106.0;4599.0;-2.0;89.3
2137;K Financiële dienstverlening;2015;4592.0;5135.0;11.6;89.4
2138;K Financiële dienstverlening;2016;4760.0;5354.0;4.3;88.9
2139;K Financiële dienstverlening;2017;6005.0;6700.0;25.1;89.6
2140;K Financiële dienstverlening;2018;6253.0;6796.0;1.4;92.0
2141;K Financiële dienstverlening;2019;7112.0;7543.0;11.0;94.3
2142;K Financiële dienstverlening;2020;7815.0;8034.0;6.5;97.3
2143;K Financiële dienstverlening;2021;6135.0;6135.0;-23.6;100.0
2144;K Financiële dienstverlening;2022;6306.0;6065.0;-1.1;104.0
2145;K Financiële dienstverlening;2023;6041.0;5629.0;-7.2;107.3
2146;64 Bankwezen;1995;1270.0;1406.0;;90.3
2147;64 Bankwezen;1996;1121.0;1307.0;-7.0;85.7
2148;64 Bankwezen;1997;1631.0;1909.0;46.0;85.4
2149;64 Bankwezen;1998;1819.0;2187.0;14.5;83.2
2150;64 Bankwezen;1999;1880.0;2256.0;3.2;83.3
2151;64 Bankwezen;2000;2216.0;2590.0;14.8;85.6
2152;64 Bankwezen;2001;2078.0;2376.0;-8.3;87.5
2153;64 Bankwezen;2002;1459.0;1658.0;-30.2;88.0
2154;64 Bankwezen;2003;1716.0;1956.0;18.0;87.7
2155;64 Bankwezen;2004;1688.0;1929.0;-1.3;87.5
2156;64 Bankwezen;2005;1886.0;2159.0;11.9;87.3
2157;64 Bankwezen;2006;1885.0;2135.0;-1.1;88.3
2158;64 Bankwezen;2007;2181.0;2432.0;13.9;89.7
2159;64 Bankwezen;2008;2406.0;2674.0;9.9;90.0
2160;64 Bankwezen;2009;2222.0;2447.0;-8.5;90.8
2161;64 Bankwezen;2010;4010.0;4381.0;79.0;91.5
2162;64 Bankwezen;2011;3607.0;3969.0;-9.4;90.9
2163;64 Bankwezen;2012;2726.0;3118.0;-21.5;87.4
2164;64 Bankwezen;2013;2819.0;3202.0;2.7;88.0
2165;64 Bankwezen;2014;2568.0;2913.0;-9.0;88.2
2166;64 Bankwezen;2015;3271.0;3704.0;27.2;88.3
2167;64 Bankwezen;2016;3179.0;3616.0;-2.4;87.9
2168;64 Bankwezen;2017;3807.0;4289.0;18.6;88.8
2169;64 Bankwezen;2018;4233.0;4637.0;8.1;91.3
2170;64 Bankwezen;2019;5367.0;5717.0;23.3;93.9
2171;64 Bankwezen;2020;5558.0;5722.0;0.1;97.1
2172;64 Bankwezen;2021;4508.0;4508.0;-21.2;100.0
2173;64 Bankwezen;2022;4532.0;4353.0;-3.4;104.1
2174;64 Bankwezen;2023;;;;
2175;65 Verzekeraars en pensioenfondsen;1995;2012.0;3143.0;;64.0
2176;65 Verzekeraars en pensioenfondsen;1996;2519.0;3871.0;23.2;65.1
2177;65 Verzekeraars en pensioenfondsen;1997;2300.0;3475.0;-10.2;66.2
2178;65 Verzekeraars en pensioenfondsen;1998;3163.0;4669.0;34.3;67.8
2179;65 Verzekeraars en pensioenfondsen;1999;2629.0;3796.0;-18.7;69.3
2180;65 Verzekeraars en pensioenfondsen;2000;4793.0;6589.0;73.6;72.7
2181;65 Verzekeraars en pensioenfondsen;2001;3980.0;5172.0;-21.5;77.0
2182;65 Verzekeraars en pensioenfondsen;2002;3567.0;4474.0;-13.5;79.7
2183;65 Verzekeraars en pensioenfondsen;2003;1829.0;2254.0;-49.6;81.2
2184;65 Verzekeraars en pensioenfondsen;2004;2479.0;3012.0;33.6;82.3
2185;65 Verzekeraars en pensioenfondsen;2005;1883.0;2258.0;-25.0;83.4
2186;65 Verzekeraars en pensioenfondsen;2006;2183.0;2564.0;13.5;85.1
2187;65 Verzekeraars en pensioenfondsen;2007;1743.0;2010.0;-21.6;86.7
2188;65 Verzekeraars en pensioenfondsen;2008;1461.0;1658.0;-17.5;88.1
2189;65 Verzekeraars en pensioenfondsen;2009;1626.0;1815.0;9.4;89.6
2190;65 Verzekeraars en pensioenfondsen;2010;842.0;926.0;-49.0;90.9
2191;65 Verzekeraars en pensioenfondsen;2011;999.0;1107.0;19.5;90.3
2192;65 Verzekeraars en pensioenfondsen;2012;944.0;1060.0;-4.2;89.0
2193;65 Verzekeraars en pensioenfondsen;2013;857.0;958.0;-9.6;89.5
2194;65 Verzekeraars en pensioenfondsen;2014;1010.0;1126.0;17.5;89.7
2195;65 Verzekeraars en pensioenfondsen;2015;767.0;849.0;-24.6;90.3
2196;65 Verzekeraars en pensioenfondsen;2016;1001.0;1116.0;31.4;89.7
2197;65 Verzekeraars en pensioenfondsen;2017;1526.0;1692.0;51.5;90.2
2198;65 Verzekeraars en pensioenfondsen;2018;1357.0;1463.0;-13.5;92.7
2199;65 Verzekeraars en pensioenfondsen;2019;1046.0;1103.0;-24.6;94.8
2200;65 Verzekeraars en pensioenfondsen;2020;1604.0;1645.0;49.1;97.5
2201;65 Verzekeraars en pensioenfondsen;2021;1000.0;1000.0;-39.2;100.0
2202;65 Verzekeraars en pensioenfondsen;2022;923.0;895.0;-10.5;103.1
2203;65 Verzekeraars en pensioenfondsen;2023;;;;
2204;66 Overige financiële dienstverlening;1995;176.0;135.0;;130.7
2205;66 Overige financiële dienstverlening;1996;182.0;149.0;10.8;122.0
2206;66 Overige financiële dienstverlening;1997;196.0;161.0;8.2;121.4
2207;66 Overige financiële dienstverlening;1998;278.0;243.0;50.5;114.4
2208;66 Overige financiële dienstverlening;1999;330.0;296.0;21.9;111.3
2209;66 Overige financiële dienstverlening;2000;358.0;324.0;9.4;110.4
2210;66 Overige financiële dienstverlening;2001;380.0;349.0;7.5;109.0
2211;66 Overige financiële dienstverlening;2002;372.0;343.0;-1.6;108.4
2212;66 Overige financiële dienstverlening;2003;372.0;350.0;1.9;106.4
2213;66 Overige financiële dienstverlening;2004;384.0;364.0;4.0;105.6
2214;66 Overige financiële dienstverlening;2005;389.0;373.0;2.6;104.2
2215;66 Overige financiële dienstverlening;2006;373.0;360.0;-3.6;103.7
2216;66 Overige financiële dienstverlening;2007;537.0;517.0;43.7;103.9
2217;66 Overige financiële dienstverlening;2008;532.0;518.0;0.2;102.7
2218;66 Overige financiële dienstverlening;2009;742.0;732.0;41.4;101.3
2219;66 Overige financiële dienstverlening;2010;475.0;473.0;-35.4;100.5
2220;66 Overige financiële dienstverlening;2011;487.0;499.0;5.7;97.5
2221;66 Overige financiële dienstverlening;2012;499.0;519.0;3.9;96.2
2222;66 Overige financiële dienstverlening;2013;505.0;524.0;1.0;96.3
