ID;GewichtspercentielBijZwangerschapsduur;Zwangerschapsduur;Perioden;Levendgeborenen_1;Overleden1eWeek_2;NeonataleSterfte_3;Zuigelingensterfte_4;Overleden1eWeek1000Levendgeborenen_5;NeonataleSterfte1000Levendgeborenen_6;Zuigelingensterfte1000Levendgeborenen_7
225;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2008;6790;;7.0;11.0;;1.1;1.6
226;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2009;6660;;;11.0;;;1.6
227;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2010;6120;;;;;;
228;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2011;6106;5.0;6.0;11.0;0.8;1.0;1.7
229;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2012;5678;;;8.0;;;1.4
230;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2013;5507;;;;;;
231;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2014;5745;;;;;;
232;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2015;5325;;5.0;5.0;;1.0;1.0
233;Gewichtspercentiel 15-<35 (iets lichter);41 weken of meer;2016;5680;;;11.0;;;2.0
234;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2004;62203;88.0;121.0;172.0;1.4;2.0;2.8
235;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2005;60583;80.0;116.0;172.0;1.3;1.9;2.8
236;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2006;59756;70.0;112.0;171.0;1.2;1.9;2.9
237;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2007;58708;75.0;113.0;149.0;1.3;1.9;2.5
238;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2008;59623;55.0;87.0;124.0;0.9;1.5;2.1
239;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2009;60023;47.0;77.0;122.0;0.8;1.3;2.0
240;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2010;60124;64.0;96.0;141.0;1.1;1.6;2.3
241;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2011;59158;58.0;77.0;118.0;1.0;1.3;2.0
242;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2012;58894;48.0;77.0;130.0;0.8;1.3;2.2
243;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2013;57213;56.0;74.0;99.0;1.0;1.3;1.7
244;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2014;58693;55.0;73.0;111.0;0.9;1.2;1.9
245;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2015;57310;50.0;72.0;107.0;0.9;1.3;1.9
246;Gewichtspercentiel 35-<65 (normaal);Totaal zwangerschapsduur 25 wkn of meer;2016;57800;56.0;78.0;112.0;1.0;1.4;1.9
247;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2004;79;11.0;14.0;15.0;134.9;177.3;190.0
248;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2005;66;16.0;20.0;24.0;241.5;304.7;366.8
249;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2006;79;10.0;21.0;25.0;120.8;264.9;315.9
250;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2007;79;21.0;31.0;33.0;261.4;393.4;419.9
251;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2008;88;10.0;19.0;21.0;109.5;213.7;237.3
252;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2009;83;6.0;15.0;20.0;67.7;182.1;243.3
253;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2010;63;11.0;16.0;19.0;183.4;250.9;300.2
254;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2011;89;13.0;16.0;17.0;148.5;185.5;196.8
255;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2012;81;7.0;18.0;21.0;91.7;219.7;258.1
256;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2013;85;11.0;16.0;22.0;129.4;188.2;258.8
257;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2014;79;9.0;11.0;17.0;118.9;144.5;209.9
258;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2015;78;9.0;15.0;20.0;112.2;189.2;255.0
259;Gewichtspercentiel 35-<65 (normaal);25 tot 28 weken;2016;80;9.0;10.0;12.0;116.2;128.8;153.8
260;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2004;259;14.0;17.0;18.0;55.4;67.4;71.3
261;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2005;299;10.0;21.0;22.0;35.0;69.3;72.6
262;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2006;281;7.0;16.0;18.0;26.1;55.7;62.9
263;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2007;287;13.0;20.0;22.0;47.1;68.5;76.1
264;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2008;267;;8.0;11.0;;30.7;42.9
265;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2009;295;8.0;11.0;13.0;25.7;36.2;43.1
266;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2010;276;6.0;13.0;15.0;22.3;45.6;52.9
267;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2011;253;;5.0;9.0;;21.2;37.3
268;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2012;257;7.0;10.0;15.0;29.0;37.0;56.9
269;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2013;262;8.0;10.0;12.0;30.5;38.2;45.8
270;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2014;276;11.0;14.0;18.0;39.0;50.4;65.8
271;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2015;239;5.0;8.0;10.0;23.0;31.4;39.7
272;Gewichtspercentiel 35-<65 (normaal);28 tot 32 weken;2016;247;5.0;8.0;12.0;21.7;33.9;47.5
273;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2004;3175;23.0;27.0;37.0;7.3;8.6;11.5
274;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2005;3215;26.0;31.0;39.0;8.2;9.8;12.0
275;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2006;3091;16.0;23.0;33.0;5.2;7.5;10.8
276;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2007;3091;12.0;18.0;20.0;4.0;5.7;6.4
277;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2008;3197;11.0;13.0;19.0;3.4;4.0;6.0
278;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2009;3265;11.0;16.0;24.0;3.4;5.0;7.3
279;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2010;3292;20.0;25.0;31.0;6.0;7.7;9.5
280;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2011;3103;15.0;17.0;21.0;4.9;5.6;6.9
281;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2012;3010;11.0;15.0;19.0;3.5;4.9;6.3
282;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2013;2963;11.0;14.0;16.0;3.7;4.7;5.4
283;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2014;3035;12.0;15.0;21.0;4.1;5.1;6.8
284;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2015;2866;13.0;16.0;23.0;4.4;5.5;8.0
285;Gewichtspercentiel 35-<65 (normaal);32 tot 37 weken;2016;2809;13.0;13.0;21.0;4.7;4.7;7.5
286;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2004;44570;25.0;37.0;70.0;0.6;0.8;1.6
287;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2005;42757;21.0;32.0;63.0;0.5;0.7;1.5
288;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2006;42707;28.0;41.0;78.0;0.7;1.0;1.8
289;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2007;42214;22.0;36.0;58.0;0.5;0.8;1.4
290;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2008;43536;23.0;32.0;52.0;0.5;0.7;1.2
291;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2009;44220;19.0;28.0;53.0;0.4;0.6;1.2
292;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2010;44925;21.0;34.0;64.0;0.5;0.8;1.4
293;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2011;44364;23.0;30.0;55.0;0.5;0.7;1.2
294;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2012;44640;18.0;28.0;62.0;0.4;0.6;1.4
295;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2013;43534;20.0;26.0;39.0;0.5;0.6;0.9
296;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2014;44911;17.0;26.0;47.0;0.4;0.6;1.0
297;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2015;44063;21.0;30.0;47.0;0.5;0.7;1.1
298;Gewichtspercentiel 35-<65 (normaal);37 tot 41 weken;2016;44199;22.0;40.0;58.0;0.5;0.9;1.3
299;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2004;14120;14.0;26.0;32.0;1.0;1.8;2.3
300;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2005;14246;6.0;12.0;24.0;0.4;0.8;1.7
301;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2006;13597;9.0;11.0;17.0;0.7;0.8;1.3
302;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2007;13037;6.0;9.0;16.0;0.4;0.7;1.2
303;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2008;12534;10.0;15.0;21.0;0.8;1.2;1.6
304;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2009;12159;;6.0;13.0;;0.5;1.0
305;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2010;11568;6.0;8.0;12.0;0.5;0.7;1.1
306;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2011;11350;;7.0;15.0;;0.7;1.3
307;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2012;10906;5.0;6.0;14.0;0.5;0.6;1.2
308;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2013;10369;7.0;8.0;10.0;0.7;0.8;1.0
309;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2014;10392;5.0;6.0;8.0;0.5;0.6;0.8
310;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2015;10062;;;7.0;;;0.7
311;Gewichtspercentiel 35-<65 (normaal);41 weken of meer;2016;10465;5.0;6.0;9.0;0.5;0.6;0.8
312;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2004;35568;41.0;58.0;85.0;1.2;1.6;2.4
313;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2005;34052;35.0;48.0;64.0;1.0;1.4;1.9
314;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2006;33619;51.0;69.0;85.0;1.5;2.0;2.5
315;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2007;33410;34.0;52.0;72.0;1.0;1.6;2.2
316;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2008;34708;36.0;45.0;70.0;1.0;1.3;2.0
317;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2009;34440;29.0;45.0;67.0;0.8;1.3;1.9
318;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2010;34654;26.0;37.0;62.0;0.8;1.1;1.8
319;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2011;34028;33.0;43.0;66.0;1.0;1.3;1.9
320;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2012;32863;33.0;42.0;61.0;1.0;1.3;1.8
321;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2013;31918;31.0;42.0;61.0;1.0;1.3;1.9
322;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2014;32595;26.0;40.0;57.0;0.8;1.2;1.8
323;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2015;31996;32.0;42.0;60.0;1.0;1.3;1.9
324;Gewichtspercentiel 65-<85(iets zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2016;32269;28.0;36.0;54.0;0.9;1.1;1.7
325;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2004;81;14.0;19.0;20.0;174.0;238.4;250.7
326;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2005;60;9.0;13.0;13.0;143.6;211.4;211.4
327;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2006;62;14.0;18.0;20.0;217.0;283.1;315.3
328;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2007;84;12.0;16.0;19.0;137.9;186.5;225.5
329;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2008;84;6.0;7.0;14.0;66.8;79.2;167.8
330;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2009;74;10.0;19.0;20.0;131.6;260.0;274.3
331;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2010;82;5.0;8.0;9.0;62.8;101.1;115.1
332;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2011;74;10.0;16.0;18.0;128.9;218.0;245.2
333;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2012;79;5.0;9.0;13.0;68.4;108.9;161.2
334;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2013;68;6.0;9.0;12.0;88.2;132.4;176.5
335;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2014;90;8.0;14.0;17.0;84.2;150.8;186.4
336;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2015;86;11.0;14.0;16.0;128.2;163.0;186.2
337;Gewichtspercentiel 65-<85(iets zwaarder);25 tot 28 weken;2016;85;8.0;9.0;10.0;89.4;101.2;113.2
338;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2004;238;7.0;9.0;12.0;27.8;37.5;51.4
339;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2005;206;;5.0;8.0;;26.5;36.4
340;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2006;226;9.0;11.0;12.0;41.0;49.8;54.3
341;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2007;246;9.0;11.0;15.0;37.7;46.1;63.0
342;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2008;239;5.0;9.0;10.0;22.5;35.9;40.4
343;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2009;222;6.0;6.0;10.0;27.6;27.6;45.9
344;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2010;222;5.0;7.0;10.0;23.0;32.5;46.3
345;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2011;234;;6.0;9.0;;26.3;39.3
346;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2012;205;7.0;8.0;9.0;35.9;40.8;45.9
347;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2013;249;12.0;14.0;14.0;48.2;56.2;56.2
348;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2014;241;5.0;8.0;10.0;21.2;34.5;43.4
349;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2015;207;10.0;12.0;13.0;50.7;55.5;60.7
350;Gewichtspercentiel 65-<85(iets zwaarder);28 tot 32 weken;2016;267;5.0;9.0;11.0;17.2;32.6;40.1
351;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2004;1795;;;8.0;;;4.7
352;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2005;1611;6.0;9.0;13.0;4.0;5.3;7.8
353;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2006;1696;7.0;10.0;11.0;4.3;5.6;6.2
354;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2007;1715;;5.0;5.0;;3.0;3.0
355;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2008;1702;6.0;7.0;10.0;3.8;4.4;5.6
356;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2009;1753;5.0;8.0;12.0;3.1;4.3;6.7
357;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2010;1746;6.0;7.0;10.0;3.6;4.2;5.9
358;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2011;1678;8.0;8.0;11.0;5.1;5.1;6.3
359;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2012;1627;9.0;10.0;13.0;5.3;5.9;7.8
360;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2013;1574;8.0;9.0;11.0;5.1;5.7;7.0
361;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2014;1543;5.0;5.0;7.0;3.5;3.5;4.8
362;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2015;1501;;;7.0;;;4.8
363;Gewichtspercentiel 65-<85(iets zwaarder);32 tot 37 weken;2016;1471;9.0;9.0;12.0;6.0;6.0;8.2
364;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2004;25115;12.0;20.0;36.0;0.5;0.8;1.4
365;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2005;23855;15.0;17.0;26.0;0.6;0.7;1.1
366;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2006;23560;20.0;26.0;37.0;0.8;1.1;1.6
367;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2007;23812;9.0;17.0;27.0;0.4;0.7;1.2
368;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2008;25019;17.0;20.0;30.0;0.7;0.8;1.2
369;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2009;25191;7.0;9.0;20.0;0.3;0.4;0.8
370;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2010;25586;9.0;13.0;30.0;0.3;0.5;1.2
371;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2011;25233;9.0;11.0;25.0;0.4;0.4;1.0
372;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2012;24610;11.0;15.0;22.0;0.4;0.6;0.9
373;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2013;24020;;7.0;21.0;;0.3;0.9
374;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2014;24478;6.0;9.0;15.0;0.3;0.4;0.6
375;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2015;24213;5.0;10.0;21.0;0.2;0.4;0.9
376;Gewichtspercentiel 65-<85(iets zwaarder);37 tot 41 weken;2016;24372;5.0;7.0;15.0;0.2;0.3;0.6
377;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2004;8339;6.0;7.0;8.0;0.7;0.8;0.9
378;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2005;8320;;5.0;6.0;;0.6;0.7
379;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2006;8075;;;6.0;;;0.8
380;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2007;7553;;;5.0;;;0.7
381;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2008;7664;;;6.0;;;0.8
382;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2009;7201;;;5.0;;;0.7
383;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2010;7019;;;;;;
384;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2011;6810;;;;;;
385;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2012;6342;;;;;;
386;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2013;6007;;;;;;
387;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2014;6244;;;7.0;;;1.2
388;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2015;5988;;;;;;
389;Gewichtspercentiel 65-<85(iets zwaarder);41 weken of meer;2016;6074;;;6.0;;;1.0
390;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2004;29217;34.0;47.0;68.0;1.2;1.6;2.3
391;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2005;27605;47.0;61.0;84.0;1.7;2.2;3.0
392;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2006;27252;36.0;52.0;69.0;1.3;1.9;2.5
393;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2007;27067;34.0;44.0;51.0;1.2;1.6;1.9
394;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2008;28511;42.0;54.0;70.0;1.5;1.9;2.5
395;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2009;28375;35.0;49.0;72.0;1.2;1.7;2.5
396;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2010;27782;24.0;38.0;57.0;0.9;1.4;2.1
397;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2011;26372;33.0;43.0;55.0;1.2;1.6;2.1
398;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2012;25148;29.0;35.0;54.0;1.1;1.4;2.1
399;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2013;23536;30.0;45.0;60.0;1.3;1.9;2.5
400;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2014;24228;26.0;44.0;54.0;1.1;1.8;2.2
401;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2015;23359;23.0;36.0;46.0;1.0;1.6;2.0
402;Gewichtspercentiel >= 85 (zwaarder);Totaal zwangerschapsduur 25 wkn of meer;2016;23488;34.0;43.0;61.0;1.4;1.8;2.6
403;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2004;54;9.0;11.0;15.0;161.0;205.1;280.9
404;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2005;62;9.0;14.0;15.0;151.1;219.1;235.6
405;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2006;45;;10.0;13.0;;228.9;296.3
406;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2007;54;5.0;7.0;8.0;94.9;133.0;153.2
407;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2008;51;;5.0;7.0;;105.9;146.9
408;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2009;52;8.0;11.0;13.0;152.6;212.1;253.1
409;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2010;54;5.0;8.0;11.0;97.6;157.7;195.8
410;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2011;67;5.0;11.0;13.0;76.8;168.0;197.8
411;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2012;49;9.0;9.0;9.0;192.0;192.0;192.0
412;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2013;68;9.0;13.0;14.0;132.4;191.2;205.9
413;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2014;59;6.0;11.0;11.0;94.3;181.6;181.6
414;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2015;55;5.0;15.0;17.0;99.0;267.7;305.4
415;Gewichtspercentiel >= 85 (zwaarder);25 tot 28 weken;2016;68;;6.0;8.0;;87.3;121.6
416;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2004;136;5.0;6.0;6.0;33.5;40.6;40.6
417;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2005;147;12.0;14.0;18.0;80.0;94.8;123.4
418;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2006;121;8.0;9.0;9.0;69.0;77.6;77.6
419;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2007;124;8.0;8.0;9.0;60.8;60.8;69.5
420;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2008;150;8.0;10.0;11.0;56.4;63.3;70.0
421;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2009;155;9.0;15.0;19.0;58.9;99.9;119.9
422;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2010;152;9.0;13.0;13.0;61.7;82.8;82.8
423;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2011;130;5.0;6.0;6.0;39.8;48.3;48.3
424;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2012;133;7.0;8.0;8.0;49.0;56.7;56.7
425;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2013;139;7.0;10.0;11.0;50.4;71.9;79.1
426;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2014;132;;5.0;5.0;;39.8;39.8
427;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2015;126;;5.0;5.0;;40.8;40.8
428;Gewichtspercentiel >= 85 (zwaarder);28 tot 32 weken;2016;178;9.0;12.0;12.0;48.1;66.1;66.1
429;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2004;1131;9.0;12.0;14.0;7.6;10.3;12.1
430;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2005;1076;12.0;14.0;20.0;10.8;12.7;18.5
431;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2006;1014;9.0;11.0;15.0;9.1;11.1;15.1
432;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2007;1007;5.0;9.0;11.0;5.1;9.2;11.3
433;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2008;1095;15.0;17.0;19.0;13.3;15.3;17.2
434;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2009;1132;7.0;7.0;10.0;6.0;6.0;8.7
435;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2010;1076;5.0;6.0;9.0;4.8;5.7;8.6
436;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2011;953;10.0;11.0;12.0;10.2;11.2;12.3
437;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2012;973;;;9.0;;;9.7
438;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2013;841;6.0;8.0;8.0;7.1;9.5;9.5
439;Gewichtspercentiel >= 85 (zwaarder);32 tot 37 weken;2014;874;12.0;14.0;16.0;13.5;15.9;18.2
