ID;SoortMisdrijf;SoortVerdachte;LeeftijdVerdachte;Perioden;IngeschrevenRechtbankstrafzaken_1;TotaalBeslissingenDoorOM_2;Dagvaarding_3;OproepenTerTerechtzittingNAVVerzet_4;TechnischSepot_5;AdministratiefSepot_6;OnvoorwaardelijkBeleidssepot_7;VoorwaardelijkBeleidssepot_8;Transactie_9;Strafbeschikking_10;Overdracht_11;OverhevelingNaarCompas_12;AdministratiefAfgehandeld_13;VoegingAdInformandum_14;VoegingTerBerechting_15;Onbekend_16;TotaalEindbeslissing_17;OnbevoegdverklaringVanDeRechter_18;NietOntvankelijkOpenbaarMinisterie_19;NietOntvankelijkeVerdachte_20;SchorsingVanDeVervolging_21;Vrijspraak_22;OntslagRechtsvervolgingMetMaatregel_23;OntslagRechtsvervolgingZonderMaatr_24;SchuldigverklaringZonderStraf_25;SchuldigverklaringMetStraf_26;Onbekend_27;TotaalOpgelegdeSancties_28;Hoofdstraffen_29;BijkomendeStraffen_30;Maatregelen_31
10;Misdrijven, totaal;Totaal;Totaal leeftijd;2004;273975;293570;165905.0;;14025;3220;10130;3860;78615;0;3750;;;1665;12305;95;136050;50;650;0;5;6155;0;420;855;127925;0;193580;148165;22525;22150
11;Misdrijven, totaal;Totaal;Totaal leeftijd;2005;266860;285770;162775.0;;13745;2865;9850;4770;76060;0;3585;;;950;11095;75;136345;60;750;0;5;7305;0;405;910;126915;0;191670;147360;21810;21840
12;Misdrijven, totaal;Totaal;Totaal leeftijd;2006;267710;287250;161155.0;;14320;2640;10835;5490;77860;0;3255;;;855;10730;105;137775;60;815;0;5;8805;0;505;1175;126410;0;190280;145440;22745;21380
13;Misdrijven, totaal;Totaal;Totaal leeftijd;2007;272655;281600;159325.0;;14665;2510;10170;5625;74210;0;3340;;;835;10750;170;131125;70;765;0;15;8745;0;525;1125;119885;0;180445;136190;22750;20700
14;Misdrijven, totaal;Totaal;Totaal leeftijd;2008;263015;275940;152160.0;0.0;17275;3140;10965;7155;69620;0;3580;15.0;0.0;700;11325;0;131540;145;760;0;15;9935;0;640;1380;118665;0;177640;134370;21390;21085
15;Misdrijven, totaal;Totaal;Totaal leeftijd;2009;232655;268235;145885.0;0.0;15920;3490;11800;7235;66550;5665;2940;115.0;0.0;480;8155;0;130980;95;785;0;5;9800;0;735;1435;118120;0;173225;132065;20135;20300
16;Misdrijven, totaal;Totaal;Totaal leeftijd;2010;212940;222170;129065.0;0.0;13370;1730;8670;6270;43015;12705;1830;325.0;0.0;225;4970;0;113535;65;710;5;5;9660;0;695;1415;100975;0;145290;113335;13545;17920
17;Misdrijven, totaal;Totaal;Totaal leeftijd;2011;232520;239405;128695.0;0.0;15760;1695;12640;6995;36505;30300;1345;815.0;0.0;230;4425;0;109450;50;825;5;5;9860;0;765;1715;96230;0;137030;107610;11205;17870
18;Misdrijven, totaal;Totaal;Totaal leeftijd;2012;226885;240395;117550.0;380.0;19600;1905;14360;9125;25820;44295;1310;1105.0;420.0;220;4300;0;104220;75;875;70;5;9715;0;720;1830;90935;0;131795;102465;11030;17970
19;Misdrijven, totaal;Totaal;Totaal leeftijd;2013;210565;224330;107505.0;1520.0;22740;2805;14120;9835;18195;41265;820;1815.0;645.0;175;2890;0;104610;110;915;130;5;9995;0;655;2055;90740;0;130585;102045;11120;17150
20;Misdrijven, totaal;Totaal;Totaal leeftijd;2014;212325;221805;109590.0;2145.0;20690;2915;16975;11105;14480;38265;360;2000.0;810.0;105;2365;0;102070;95;995;160;15;10475;0;655;2410;87270;0;124985;98855;9265;16645
21;Misdrijven, totaal;Totaal;Totaal leeftijd;2015;191450;203875;106005.0;1255.0;17465;2680;19180;9330;11905;30915;315;2275.0;760.0;80;1720;0;106375;95;1390;195;5;11820;0;675;3215;88980;0;126545;100690;9095;16595
22;Misdrijven, totaal;Totaal;Totaal leeftijd;2016;190850;202530;105280.0;2175.0;18700;2845;19105;8665;7350;33375;330;2030.0;760.0;75;1835;0;94350;60;970;145;5;10060;0;570;2295;80245;0;115780;91640;7985;16035
23;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;1994;24270;16420;;;3360;85;3945;1715;3655;0;950;;;1005;1655;50;6710;0;60;0;0;190;0;5;125;6325;0;7310;6565;165;390
24;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;1995;23660;15650;;;3365;95;3255;1495;3660;0;945;;;855;1850;135;7000;10;80;0;0;200;0;15;150;6550;0;7470;6760;105;390
25;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;1996;25955;16555;;;3180;105;2735;1740;4775;0;1020;;;815;2030;155;7570;10;45;0;0;255;0;10;130;7120;0;9165;8225;150;685
26;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;1997;27105;18195;;;3230;345;2615;1600;5825;0;1110;;;960;2415;95;7425;10;35;0;0;265;0;10;125;6985;0;9340;8245;155;855
27;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;1998;27270;17550;;;2805;355;2150;865;6685;0;1170;;;985;2435;100;7885;10;40;0;0;300;0;10;115;7405;0;10390;8920;155;1145
28;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;1999;26860;16350;;;2325;325;1820;775;7235;0;1190;;;665;1920;90;8295;5;60;0;0;375;0;10;105;7740;0;11345;9660;185;1385
29;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2000;26850;17485;;;2260;360;2180;730;7735;0;1130;;;550;2385;150;8985;10;70;0;0;450;0;15;120;8325;0;12105;10350;160;1480
30;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2001;27545;30455;11715.0;;2095;455;1900;980;9325;0;1060;;;480;2425;15;9170;15;130;0;0;415;0;20;115;8480;0;12895;10895;190;1720
31;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2002;28465;32480;13065.0;;1835;400;1450;1060;11025;0;995;;;330;2305;25;10460;15;135;0;0;545;0;15;160;9590;0;14985;12455;210;2215
32;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2003;31060;33530;13395.0;;1470;410;1310;1010;12665;0;915;;;330;1990;30;11230;20;100;0;0;570;0;15;150;10375;0;16495;13685;215;2480
33;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2004;33820;36270;15190.0;;1425;420;1230;1015;13440;0;1015;;;285;2235;20;12405;10;85;0;0;665;0;25;140;11480;0;18440;15270;235;2790
34;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2005;35875;38465;15300.0;;1520;410;1440;1220;14745;0;1045;;;250;2525;15;12895;10;145;0;0;775;0;15;165;11785;0;18580;15235;215;3040
35;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2006;36520;39970;16065.0;;1595;430;1790;1375;14680;0;1185;;;195;2650;10;12970;10;90;0;0;930;0;25;210;11705;0;17575;14540;205;2745
36;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2007;38925;41400;16835.0;;1850;445;1875;1330;14655;0;1320;;;165;2910;15;13475;10;100;0;0;950;0;25;215;12175;0;17620;14445;225;2835
37;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2008;36580;40450;16025.0;0.0;2235;490;1890;1525;13920;0;1295;0.0;0.0;140;2930;0;14175;15;135;0;0;1260;0;55;300;12415;0;17340;14270;260;2675
38;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2009;31740;35345;14335.0;0.0;2020;440;1515;1490;12050;10;1210;0.0;0.0;80;2190;0;12510;10;125;0;0;1140;0;50;285;10895;0;15010;12230;235;2430
39;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2010;28125;30880;12880.0;0.0;1760;295;1290;1520;9980;0;1125;25.0;0.0;55;1945;0;10730;10;120;0;0;1195;0;40;230;9140;0;12640;10115;195;2230
40;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2011;25905;28190;11670.0;0.0;1725;370;1400;1700;8600;25;930;25.0;0.0;40;1705;0;9845;5;125;0;0;1090;0;60;240;8320;0;11730;9170;200;2275
41;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2012;23095;25410;10425.0;10.0;1900;465;1295;1630;6900;285;835;30.0;15.0;45;1570;0;9140;10;120;0;0;1005;0;40;205;7760;0;11060;8565;290;2110
42;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2013;19265;20500;8710.0;20.0;2400;535;1455;1315;4055;375;390;75.0;60.0;40;1070;0;7280;15;110;0;0;885;0;40;195;6035;0;8595;6630;175;1735
43;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2014;16965;17355;8115.0;20.0;2250;620;1635;1205;2155;350;75;255.0;145.0;20;510;0;6440;5;75;0;0;825;0;30;270;5235;0;7345;5755;120;1435
44;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2015;15785;15745;7515.0;0.0;1840;525;1695;1090;1945;320;35;305.0;125.0;10;345;0;5745;5;75;0;0;760;0;30;260;4625;0;6655;5140;120;1380
45;Misdrijven, totaal;Totaal;Jonger dan 18 jaar;2016;15850;16385;7690.0;20.0;1920;620;2005;1090;1695;425;50;370.0;95.0;15;400;0;5640;5;50;0;0;735;0;35;270;4550;0;6465;4960;90;1405
46;Misdrijven, totaal;Totaal;18 tot 25 jaar;1994;65605;36770;;;8640;215;5630;700;10865;0;1600;;;3420;4990;710;25900;15;145;0;0;990;0;30;85;24630;0;34050;28975;2990;1925
47;Misdrijven, totaal;Totaal;18 tot 25 jaar;1995;58600;32660;;;7435;230;4665;625;10950;0;1160;;;2315;4600;680;26635;5;140;0;0;960;0;35;130;25360;0;34590;29855;2790;1815
48;Misdrijven, totaal;Totaal;18 tot 25 jaar;1996;54140;27665;;;6095;185;3225;625;10770;0;1145;;;1430;3535;660;25530;15;145;0;0;865;0;25;120;24360;0;34160;28625;2760;2640
49;Misdrijven, totaal;Totaal;18 tot 25 jaar;1997;51265;25475;;;5145;370;2950;475;10815;0;945;;;1000;3250;520;23995;10;160;0;0;795;0;45;120;22865;0;32550;26780;2715;2905
50;Misdrijven, totaal;Totaal;18 tot 25 jaar;1998;49490;23040;;;4155;365;2570;510;10710;0;615;;;940;2635;540;23275;15;85;0;0;890;0;35;95;22155;0;32390;26095;2635;3495
51;Misdrijven, totaal;Totaal;18 tot 25 jaar;1999;47765;21255;;;3200;325;1640;360;12345;0;720;;;565;1665;435;24910;10;110;0;0;1060;0;45;115;23570;0;34905;28095;2735;3925
52;Misdrijven, totaal;Totaal;18 tot 25 jaar;2000;48345;22860;;;3615;445;2470;385;11460;0;670;;;545;2310;960;24540;10;120;0;0;1105;0;40;100;23165;0;34060;27280;2795;3800
53;Misdrijven, totaal;Totaal;18 tot 25 jaar;2001;49640;54200;32880.0;;3265;555;1955;395;12305;0;420;;;325;2070;25;25875;20;230;0;5;1140;0;55;95;24330;0;36255;28695;2925;4530
54;Misdrijven, totaal;Totaal;18 tot 25 jaar;2002;53850;58035;35750.0;;2955;660;1995;385;13310;0;445;;;380;2145;15;27245;15;170;0;0;1095;0;65;125;25765;0;38900;30155;3370;5285
55;Misdrijven, totaal;Totaal;18 tot 25 jaar;2003;58065;62745;38050.0;;2870;600;2000;475;15820;0;425;;;325;2160;20;31420;15;205;0;5;1330;0;75;135;29660;0;44830;34505;3990;6215
56;Misdrijven, totaal;Totaal;18 tot 25 jaar;2004;60850;64980;39440.0;;3160;610;2085;595;16110;0;425;;;270;2260;20;31190;15;140;0;0;1350;0;70;135;29485;0;44605;34350;3800;6320
57;Misdrijven, totaal;Totaal;18 tot 25 jaar;2005;59930;63620;38535.0;;3040;565;1995;695;16065;0;435;;;180;2095;15;31570;15;160;0;5;1655;0;70;130;29535;0;44895;34685;3830;6280
58;Misdrijven, totaal;Totaal;18 tot 25 jaar;2006;62440;66345;39205.0;;3260;520;2065;850;17685;0;510;;;175;2040;25;32555;15;180;0;0;2035;0;110;195;30025;0;45975;34865;4900;6070
59;Misdrijven, totaal;Totaal;18 tot 25 jaar;2007;64835;66885;39630.0;;3530;545;1935;875;17450;0;530;;;175;2160;45;31885;15;155;0;5;2035;0;95;160;29420;0;45120;33645;5520;5805
60;Misdrijven, totaal;Totaal;18 tot 25 jaar;2008;63885;66400;38745.0;0.0;4080;695;2200;1210;16420;0;575;5.0;0.0;130;2340;0;32740;40;155;0;5;2475;0;140;210;29715;0;45570;34000;5325;6095
61;Misdrijven, totaal;Totaal;18 tot 25 jaar;2009;57880;65990;36730.0;0.0;3945;835;2405;1340;16500;2050;455;30.0;0.0;75;1630;0;32715;20;160;0;0;2370;0;150;255;29755;0;44495;33680;4555;6125
62;Misdrijven, totaal;Totaal;18 tot 25 jaar;2010;53530;55160;32955.0;0.0;3205;410;1755;1045;10285;4440;155;70.0;0.0;25;815;0;28955;10;145;0;0;2445;0;155;240;25955;0;37755;29525;2700;5430
63;Misdrijven, totaal;Totaal;18 tot 25 jaar;2011;59190;60540;32840.0;0.0;4015;370;2720;1190;8785;9520;120;245.0;0.0;50;685;0;28060;5;180;0;0;2545;0;170;320;24840;0;35980;28155;2360;5405
64;Misdrijven, totaal;Totaal;18 tot 25 jaar;2012;57590;61000;29660.0;90.0;5155;405;3280;1675;6105;13350;150;300.0;130.0;40;665;0;26320;15;160;20;0;2525;0;155;400;23045;0;34110;26345;2190;5520
65;Misdrijven, totaal;Totaal;18 tot 25 jaar;2013;51065;54580;26015.0;285.0;5500;580;3080;1885;4355;11640;110;465.0;185.0;20;460;0;26340;25;195;50;5;2620;0;145;395;22910;0;33670;26290;2150;5170
66;Misdrijven, totaal;Totaal;18 tot 25 jaar;2014;50000;52770;25360.0;445.0;5110;680;3705;2190;3715;10385;65;460.0;190.0;15;455;0;24290;20;240;40;5;2645;0;160;475;20710;0;30405;23845;1780;4745
67;Misdrijven, totaal;Totaal;18 tot 25 jaar;2015;43065;46420;23480.0;230.0;3985;540;4015;1790;2775;8500;55;500.0;165.0;25;355;0;24380;25;290;55;0;2925;0;140;650;20290;0;29625;23280;1735;4570
68;Misdrijven, totaal;Totaal;18 tot 25 jaar;2016;41725;44740;22805.0;360.0;4130;530;3955;1565;1350;8995;80;420.0;140.0;5;400;0;21045;15;215;45;0;2475;0;125;445;17730;0;26285;20535;1550;4180
69;Misdrijven, totaal;Totaal;25 of ouder;1994;158065;86550;;;18635;375;12515;1685;30155;0;3150;;;7285;10650;2100;60315;10;320;0;0;2550;0;160;265;57015;0;83795;64775;14255;4285
70;Misdrijven, totaal;Totaal;25 of ouder;1995;153170;80705;;;17505;380;10270;1510;30360;0;2475;;;5845;10580;1780;65570;10;400;0;0;2750;0;175;355;61880;0;89430;70345;14585;4065
71;Misdrijven, totaal;Totaal;25 of ouder;1996;149895;72710;;;15215;395;8075;1445;30565;0;2440;;;3955;9000;1620;68875;15;380;0;5;2860;0;155;420;65045;0;94995;73485;15730;5325
72;Misdrijven, totaal;Totaal;25 of ouder;1997;153180;73185;;;13900;1100;7605;1480;32980;0;2035;;;3445;9305;1340;71870;10;505;0;5;2845;0;155;455;67900;0;100065;76735;16720;6085
73;Misdrijven, totaal;Totaal;25 of ouder;1998;146155;63615;;;10845;980;6680;1425;30680;0;1775;;;2380;7430;1420;70945;25;315;0;0;2750;0;145;405;67310;0;100790;76530;16530;7075
74;Misdrijven, totaal;Totaal;25 of ouder;1999;142185;60390;;;8405;980;4765;1120;34745;0;2130;;;1690;5245;1310;75730;30;325;0;10;3055;0;200;385;71730;0;107195;82000;16575;8015
75;Misdrijven, totaal;Totaal;25 of ouder;2000;141115;62910;;;9915;1315;6930;1115;31125;0;1665;;;1470;6945;2435;75495;25;425;0;10;2995;0;170;390;71480;0;107245;81470;16705;8490
76;Misdrijven, totaal;Totaal;25 of ouder;2001;142525;156440;96505.0;;8915;1705;5475;1245;33360;0;1160;;;1075;6950;45;76340;20;595;0;0;3115;0;215;450;71940;0;108710;82120;16385;9850
77;Misdrijven, totaal;Totaal;25 of ouder;2002;153295;166000;102410.0;;8380;1945;6090;1410;35360;0;1340;;;1320;7705;35;78720;30;535;0;5;2940;0;200;435;74570;0;112950;84740;16810;11030
78;Misdrijven, totaal;Totaal;25 of ouder;2003;165380;178665;108840.0;;8185;1915;6015;1890;41780;0;1340;;;955;7700;45;91760;20;505;0;5;3820;0;240;560;86605;0;130425;97725;19455;12760
79;Misdrijven, totaal;Totaal;25 of ouder;2004;163240;174665;107565.0;;8625;1875;6100;2140;38290;0;1465;;;1075;7480;45;89525;15;390;0;5;3915;0;280;555;84360;0;127440;95860;18330;12835
80;Misdrijven, totaal;Totaal;25 of ouder;2005;158285;168225;105190.0;;8215;1590;5760;2750;36555;0;1460;;;500;6160;40;88805;30;405;0;0;4640;0;300;585;82845;0;124990;94615;17615;12335
81;Misdrijven, totaal;Totaal;25 of ouder;2006;158295;168820;102760.0;;8650;1455;6285;3195;38835;0;1225;;;475;5880;55;89365;30;490;0;5;5570;0;355;725;82200;0;123840;93480;17505;12395
82;Misdrijven, totaal;Totaal;25 of ouder;2007;159960;163410;100085.0;;8675;1335;5820;3360;36745;0;1270;;;485;5535;100;83285;35;475;0;10;5515;0;380;700;76170;0;115215;85925;16870;11915
83;Misdrijven, totaal;Totaal;25 of ouder;2008;154350;159920;95065.0;0.0;10325;1765;6350;4360;34255;0;1435;10.0;0.0;410;5955;0;82375;85;440;0;5;5955;0;430;820;74635;0;112550;84165;15720;12195
84;Misdrijven, totaal;Totaal;25 of ouder;2009;135875;158465;92435.0;0.0;9440;2060;7420;4320;33555;3600;1025;85.0;0.0;315;4215;0;83580;60;450;0;5;6045;0;505;865;75650;0;111595;84290;15245;11605
85;Misdrijven, totaal;Totaal;25 of ouder;2010;126065;130225;81165.0;0.0;8000;925;5205;3630;20070;8255;460;220.0;0.0;135;2155;0;72040;35;405;5;5;5810;0;485;925;64365;0;93200;72155;10600;10170
86;Misdrijven, totaal;Totaal;25 of ouder;2011;142200;144780;82625.0;0.0;9685;910;8110;4025;16660;19815;265;535.0;0.0;140;2025;0;69970;30;485;5;5;6020;0;520;1120;61790;0;87950;69000;8625;10125
87;Misdrijven, totaal;Totaal;25 of ouder;2012;141540;148930;76690.0;280.0;12235;990;9435;5725;12070;27970;315;760.0;275.0;130;2055;0;67470;45;555;45;5;6035;0;510;1190;59085;0;85475;66495;8530;10270
88;Misdrijven, totaal;Totaal;25 of ouder;2013;135330;144165;72155.0;1190.0;14560;1560;9285;6535;9330;26135;295;1260.0;400.0;115;1340;0;70030;70;585;75;0;6395;0;465;1440;61005;0;87460;68330;8785;10195
89;Misdrijven, totaal;Totaal;25 of ouder;2014;140675;146870;75380.0;1595.0;13040;1550;11280;7600;8225;24795;215;1270.0;470.0;65;1395;0;70165;65;650;100;10;6905;0;445;1615;60370;0;86170;68295;7340;10395
90;Misdrijven, totaal;Totaal;25 of ouder;2015;128530;137490;74315.0;985.0;11355;1545;13000;6345;6810;19965;210;1445.0;465.0;45;1005;0;75160;65;985;120;5;8040;0;500;2255;63190;0;89310;71390;7225;10590
91;Misdrijven, totaal;Totaal;25 of ouder;2016;128210;136385;74100.0;1615.0;12170;1605;12510;5900;3870;21605;185;1230.0;520.0;50;1020;0;66635;40;695;85;5;6765;0;400;1540;57110;0;82075;65285;6325;10380
92;Misdrijven, totaal;Totaal;Leeftijd onbekend;1994;25370;21345;;;1925;340;1680;95;13985;0;2370;;;140;475;335;3585;5;40;0;0;230;0;30;40;3240;0;3430;3175;95;80
93;Misdrijven, totaal;Totaal;Leeftijd onbekend;1995;22410;18455;;;1620;70;1405;135;12640;0;1720;;;205;390;270;3105;0;60;0;0;220;0;35;25;2760;0;3060;2755;205;55
94;Misdrijven, totaal;Totaal;Leeftijd onbekend;1996;20735;16830;;;1490;230;1180;80;11650;0;1410;;;110;445;240;2645;0;35;0;0;210;0;35;45;2320;0;2450;2270;60;60
95;Misdrijven, totaal;Totaal;Leeftijd onbekend;1997;19320;13940;;;1610;135;915;80;9520;0;1010;;;75;385;210;3085;0;50;0;0;230;0;10;15;2770;0;3065;2730;195;50
96;Misdrijven, totaal;Totaal;Leeftijd onbekend;1998;19570;16030;;;1155;145;1015;135;11230;0;1530;;;115;480;225;2925;0;40;0;0;170;0;25;25;2670;0;2810;2585;50;65
97;Misdrijven, totaal;Totaal;Leeftijd onbekend;1999;17865;16455;;;945;140;815;75;12520;0;1425;;;105;260;170;2375;5;30;0;5;165;0;30;25;2115;0;2220;2090;45;45
98;Misdrijven, totaal;Totaal;Leeftijd onbekend;2000;17015;15115;;;1190;155;775;80;11200;0;1030;;;45;335;300;2015;5;35;0;0;135;0;20;25;1795;0;1860;1765;35;30
99;Misdrijven, totaal;Totaal;Leeftijd onbekend;2001;16320;18530;2990.0;;1090;220;865;85;11950;0;930;;;75;320;10;1945;5;50;0;0;155;0;15;25;1695;0;1765;1670;30;40
100;Misdrijven, totaal;Totaal;Leeftijd onbekend;2002;15680;18850;3450.0;;1095;235;1045;110;11505;0;1095;;;35;275;5;2395;0;40;0;0;200;0;25;45;2080;0;2360;2110;105;110
101;Misdrijven, totaal;Totaal;Leeftijd onbekend;2003;15815;17640;3625.0;;920;260;740;105;10815;0;790;;;50;330;5;2940;5;45;0;0;175;0;25;45;2645;0;3115;2710;160;195
102;Misdrijven, totaal;Totaal;Leeftijd onbekend;2004;16065;17655;3705.0;;815;320;715;110;10770;0;845;;;35;330;10;2930;10;35;0;0;225;0;40;25;2595;0;3095;2685;160;205
103;Misdrijven, totaal;Totaal;Leeftijd onbekend;2005;12770;15460;3745.0;;970;295;655;105;8700;0;645;;;25;320;5;3075;5;40;0;0;230;0;20;30;2750;0;3200;2830;155;185
104;Misdrijven, totaal;Totaal;Leeftijd onbekend;2006;10455;12115;3130.0;;815;235;695;70;6660;0;330;;;10;160;10;2885;10;55;0;0;270;0;15;45;2485;0;2890;2555;135;170
105;Misdrijven, totaal;Totaal;Leeftijd onbekend;2007;8940;9905;2775.0;;610;180;545;55;5360;0;220;;;10;150;5;2485;10;35;0;0;250;0;25;45;2120;0;2490;2180;140;145
106;Misdrijven, totaal;Totaal;Leeftijd onbekend;2008;8195;9170;2325.0;0.0;635;195;525;65;5030;0;280;0.0;0.0;20;100;0;2245;5;30;0;0;240;0;15;55;1900;0;2175;1935;85;120
107;Misdrijven, totaal;Totaal;Leeftijd onbekend;2009;7155;8430;2385.0;0.0;515;155;460;85;4450;0;255;0.0;0.0;10;120;0;2175;5;45;0;0;245;0;30;30;1820;0;2125;1865;100;135
108;Misdrijven, totaal;Totaal;Leeftijd onbekend;2010;5225;5900;2065.0;0.0;400;105;415;75;2675;5;90;10.0;0.0;5;55;0;1810;10;40;0;0;210;0;15;25;1515;0;1695;1535;50;90
109;Misdrijven, totaal;Totaal;Leeftijd onbekend;2011;5225;5890;1560.0;0.0;340;50;410;85;2465;940;25;10.0;0.0;0;15;0;1570;5;35;0;0;200;0;20;35;1280;0;1370;1285;15;65
110;Misdrijven, totaal;Totaal;Leeftijd onbekend;2012;4660;5055;775.0;5.0;305;50;350;95;745;2690;15;10.0;0.0;10;10;0;1290;5;40;5;0;150;0;15;35;1040;0;1150;1055;25;65
111;Misdrijven, totaal;Totaal;Leeftijd onbekend;2013;4905;5085;625.0;25.0;285;130;300;95;460;3115;20;10.0;0.0;0;15;0;960;5;25;10;0;95;0;10;20;795;0;860;795;10;45
112;Misdrijven, totaal;Totaal;Leeftijd onbekend;2014;4685;4805;735.0;90.0;290;60;360;110;385;2735;10;20.0;5.0;0;5;0;1175;5;30;20;0;100;0;15;50;950;0;1065;960;25;75
113;Misdrijven, totaal;Totaal;Leeftijd onbekend;2015;4070;4220;695.0;40.0;280;70;465;105;375;2130;15;20.0;5.0;0;15;0;1085;0;40;15;0;95;0;5;55;875;0;960;885;20;50
114;Misdrijven, totaal;Totaal;Leeftijd onbekend;2016;5060;5015;685.0;180.0;475;95;635;110;435;2350;20;10.0;0.0;0;20;0;1030;0;15;15;0;90;0;15;35;860;0;950;865;20;70
115;Misdrijven, totaal;Rechtspersonen;Totaal leeftijd;1994;24150;20360;;;1615;40;1560;85;13805;0;2365;;;125;455;315;3195;5;35;0;0;210;0;30;35;2885;0;2980;2805;30;70
116;Misdrijven, totaal;Rechtspersonen;Totaal leeftijd;1995;21685;17815;;;1360;30;1330;130;12455;0;1715;;;185;360;255;2735;0;55;0;0;210;0;35;25;2415;0;2490;2360;40;45
117;Misdrijven, totaal;Rechtspersonen;Totaal leeftijd;1996;19725;16045;;;1280;50;1100;60;11375;0;1405;;;100;435;235;2520;0;30;0;0;205;0;30;45;2205;0;2285;2145;30;55
118;Misdrijven, totaal;Rechtspersonen;Totaal leeftijd;1997;18135;13225;;;1400;80;840;70;9205;0;1005;;;65;365;200;2685;0;45;0;0;220;0;10;15;2390;0;2460;2300;35;40
