ID;PrognoseInterval;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;Emigratie_4;Migratiesaldo_5
85;2;2039;124021;181406;65444;55077;-11380
86;2;2040;123349;181624;65444;56022;-10600
87;2;2041;120818;181804;65445;54697;-10943
88;2;2042;120199;183193;65441;55548;-10080
89;2;2043;116414;183618;65437;53973;-9595
90;2;2044;115777;185137;65436;53701;-9402
91;2;2045;114712;185420;65434;54867;-10249
92;2;2046;114818;186442;65433;55554;-10565
93;2;2047;113262;187065;65433;54760;-10525
94;2;2048;111731;187553;65423;54866;-10607
95;2;2049;109592;189989;65425;53857;-9980
96;3;2002;211175;151885;150660;97539;65067
97;3;2003;213198;158457;149879;101487;61718
98;3;2004;213017;162502;153067;103287;66425
99;3;2005;211275;167766;157519;105294;69405
100;3;2006;209713;171688;163439;106022;76383
101;3;2007;207328;176574;170597;107842;82354
102;3;2008;206446;180724;178277;109911;86814
103;3;2009;206928;183457;185437;111440;94463
104;3;2010;206888;185453;191608;113031;98212
105;3;2011;209346;187791;196356;117025;104213
106;3;2012;210641;190521;199579;118361;102191
107;3;2013;212252;193730;201917;120712;102329
108;3;2014;214943;196827;203703;122163;102693
109;3;2015;218511;201543;205400;122548;100971
110;3;2016;221420;203314;206808;124684;101997
111;3;2017;224717;206752;208108;125733;99561
112;3;2018;227643;209444;209188;127629;101628
113;3;2019;230466;212951;210165;127509;99249
114;3;2020;234101;215334;210920;130121;101741
115;3;2021;236123;219771;211607;131357;99456
116;3;2022;237986;220466;212229;131991;101347
117;3;2023;241403;224837;212813;132535;99701
118;3;2024;246530;226723;213289;134135;97151
119;3;2025;248097;230080;213751;135386;99342
120;3;2026;247939;236816;214159;135280;99045
121;3;2027;250683;238329;214482;136707;100705
122;3;2028;253861;241548;214807;136463;97319
123;3;2029;255975;246030;215091;138508;94808
124;3;2030;256137;250062;215425;137941;95722
125;3;2031;256649;254067;215623;139149;95684
126;3;2032;256438;254870;215823;139626;93407
127;3;2033;261112;255184;215975;141186;93351
128;3;2034;262996;261188;216198;139378;93677
129;3;2035;263747;263744;216350;142576;97329
130;3;2036;264254;266987;216477;144805;99439
131;3;2037;264917;268284;216595;145179;97386
132;3;2038;267613;270165;216693;142053;97842
133;3;2039;269140;272708;216797;141755;97045
134;3;2040;270086;274669;216894;145067;94480
135;3;2041;271511;275442;217016;145502;94676
136;3;2042;272975;277912;217068;143820;94637
137;3;2043;276193;273442;217124;146518;93652
138;3;2044;280302;274398;217181;145591;95068
139;3;2045;285719;277449;217241;145698;95586
140;3;2046;284671;277622;217295;147433;94014
141;3;2047;285038;279899;217335;143406;94210
142;3;2048;289574;279309;217361;146565;94301
143;3;2049;294070;280395;217413;146986;97831
144;4;2002;197862;135077;109071;82073;20511
145;4;2003;194568;134584;92479;80089;4779
146;4;2004;190292;135553;84539;77918;-1959
147;4;2005;185815;135599;80342;75874;-5197
148;4;2006;181196;136812;79145;75285;-5668
149;4;2007;177063;138205;80458;73133;-2787
150;4;2008;173650;139295;83179;73028;391
151;4;2009;171157;141715;86091;72429;2804
152;4;2010;168546;142703;88574;72866;6089
153;4;2011;167477;143917;90094;72617;6221
154;4;2012;165600;144843;90533;72344;7321
155;4;2013;165058;147213;90243;73348;6846
156;4;2014;165544;148469;89956;73130;6510
157;4;2015;165218;149949;89632;73612;6567
158;4;2016;165669;151495;89388;73368;6938
159;4;2017;166567;153311;89157;74597;6444
160;4;2018;167167;155171;88925;74083;6349
161;4;2019;168324;157304;88679;73434;5477
162;4;2020;168000;159536;88402;73591;5393
163;4;2021;168998;161959;88129;73642;5834
164;4;2022;169292;162855;87892;73947;5784
165;4;2023;169978;164573;87680;74464;5297
166;4;2024;169582;166497;87487;74497;4528
167;4;2025;169782;169069;87290;74403;4616
168;4;2026;169215;171878;87138;74647;4900
169;4;2027;169194;174160;87011;74156;4117
170;4;2028;169277;175959;86890;74105;4744
171;4;2029;168358;179001;86779;73799;4705
172;4;2030;169035;181947;86692;74257;4885
173;4;2031;167217;184466;86615;73462;5380
174;4;2032;166843;186058;86533;73074;5910
175;4;2033;165260;188821;86468;73591;5762
176;4;2034;164311;191429;86406;72504;5612
177;4;2035;162180;193456;86367;71909;5342
178;4;2036;159772;196818;86311;72119;6032
179;4;2037;158541;197922;86260;72360;5885
180;4;2038;158139;199414;86211;72395;6399
181;4;2039;156342;201001;86180;72396;6020
182;4;2040;153453;202154;86157;72091;6303
183;4;2041;151412;203558;86130;72047;5910
184;4;2042;150140;204800;86109;71648;6579
185;4;2043;149495;207337;86074;71821;6549
186;4;2044;149007;207304;86046;71794;6342
187;4;2045;148645;208266;86027;71642;5545
188;4;2046;147883;208340;86012;71237;6470
189;4;2047;147112;209026;85985;70841;6995
190;4;2048;146271;209523;85969;71961;5950
191;4;2049;146156;209458;85969;71429;6686
192;5;2002;206293;146259;134146;92517;47853
193;5;2003;206929;149583;127127;93947;41142
194;5;2004;205072;153868;125850;94878;40363
195;5;2005;202137;156435;126875;95107;41768
196;5;2006;200089;159253;129930;95422;44766
197;5;2007;197527;162926;134784;96182;49647
198;5;2008;195884;166194;140429;97076;54170
199;5;2009;195019;168018;145882;98475;57905
200;5;2010;194857;170245;150586;100201;62159
201;5;2011;194622;172555;154022;101320;65350
202;5;2012;195293;174294;156084;102973;65515
203;5;2013;197270;176930;157427;103290;64711
204;5;2014;198254;181027;158424;104455;65101
205;5;2015;199930;182915;159285;105403;64693
206;5;2016;201563;184812;160034;106097;63601
207;5;2017;203436;186751;160690;106600;63337
208;5;2018;205504;189879;161235;108890;63592
209;5;2019;207540;192441;161726;109547;61913
210;5;2020;210775;194098;162060;109189;62459
211;5;2021;212198;198513;162354;109958;61319
212;5;2022;213646;201345;162603;110600;62142
213;5;2023;214909;204111;162859;110226;60857
214;5;2024;216781;206570;163051;111119;60170
215;5;2025;218006;209856;163234;111525;60782
216;5;2026;218937;212189;163406;112220;60847
217;5;2027;220370;215431;163560;113355;59265
218;5;2028;221037;219360;163694;113702;59209
219;5;2029;222737;221837;163805;113666;59600
220;5;2030;223250;226314;163927;114431;59367
221;5;2031;223828;229609;164034;114192;59809
222;5;2032;224163;233076;164117;113632;59058
223;5;2033;223693;235999;164181;114594;59789
224;5;2034;224262;238911;164247;114124;59893
225;5;2035;224208;239924;164331;113976;60906
226;5;2036;224428;241592;164383;113595;60712
227;5;2037;224266;244439;164441;114694;59931
228;5;2038;223389;247049;164482;115821;59132
229;5;2039;223432;249458;164537;115055;59109
230;5;2040;225258;248804;164569;114746;57430
231;5;2041;225688;249012;164616;115005;58535
232;5;2042;224664;250059;164652;114380;58262
233;5;2043;226512;251435;164670;114804;58519
234;5;2044;226062;251832;164686;115710;59068
235;5;2045;228082;251949;164703;115877;59037
236;5;2046;228728;252824;164722;117291;58413
237;5;2047;229969;253069;164738;116376;57298
238;5;2048;230272;253264;164756;117380;56905
239;5;2049;233350;253169;164785;116785;57881
