ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
3237;Akkerbouw/veeteeltcombinaties;Oost-Nederland;1999;201;183;18;1321;203.0;164;39.0;166.0;127;39.0;37;1155;94;5;1;0;868;241;46;0;397;94;6;0;0;298;99;0;0;;1666;100;;1269;0;0;0;;;1269;85;2605;1083;94;1506;696;6;65;24;1441;96;672;45;963;14990;6116;4235;4639
3238;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2000;258;237;21;1620;248.0;201;47.0;202.0;155;47.0;46;1419;90;8;2;0;991;349;79;0;492;91;8;1;0;340;140;12;0;;1732;99;;1244;1;9;4;;;1240;76;2855;1173;90;1509;694;10;89;34;1420;87;660;40;952;16355;6402;3409;6543
3239;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2001;234;210;24;1504;235.0;186;49.0;192.0;143;49.0;43;1312;91;7;2;0;882;293;136;0;460;92;7;1;0;313;133;14;0;;1577;99;;1120;1;6;3;;;1117;73;2643;1082;92;1417;637;8;98;37;1319;87;600;39;882;15211;5631;3190;6389
3240;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2002;228;208;20;1423;228.0;181;46.0;190.0;143;46.0;38;1233;92;7;1;0;913;298;22;0;436;93;7;0;0;321;107;8;0;;1518;99;;1084;1;3;2;;;1082;71;2641;1088;92;1449;656;8;51;20;1398;92;636;42;834;15242;5794;3464;5984
3241;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2003;261;231;31;1673;272.0;216;56.0;226.0;170;56.0;46;1447;88;11;2;0;1048;347;52;0;534;89;11;1;0;375;146;12;0;;1581;98;;1056;2;10;9;;;1047;62;2974;1208;91;1580;691;9;65;31;1515;90;660;39;926;16782;6690;3923;6169
3242;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2004;289;258;31;1670;234.0;202;32.0;189.0;158;32.0;44;1481;91;9;0;0;1102;348;31;0;530;91;9;0;0;392;131;7;0;;1630;100;;1102;0;7;3;;;1100;64;3110;1256;94;1674;729;6;47;18;1626;94;712;41;908;17303;7253;3952;6097
3243;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2005;281;252;30;1620;219.0;158;61.0;176.0;115;61.0;43;1444;90;9;1;0;1084;297;64;0;521;90;10;0;0;384;135;2;0;;1499;98;;980;2;7;3;;;977;58;2985;1210;94;1588;698;6;55;21;1533;92;677;40;856;16745;6837;4448;5459
3244;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2006;272;247;25;1571;206.0;153;53.0;164.0;111;53.0;42;1407;92;7;0;0;1127;265;15;0;511;91;9;0;0;392;119;0;0;3034.0;1603;96;1647.0;1072;4;21;8;1627.0;96.0;1064;63;3034;1212;95;1646;705;5;24;10;1622;96;696;41;826;16933;6543;4434;5956
3245;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2007;276;251;25;1617;215.0;157;58.0;176.0;118;58.0;39;1441;90;8;1;0;1040;326;75;0;519;90;10;0;0;373;143;3;0;2959.0;1529;95;1568.0;989;5;50;19;1518.0;92.0;970;59;2959;1178;95;1567;667;5;51;19;1516;92;647;39;763;16532;6195;4465;5872
3246;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2008;251;230;21;1454;191.0;140;51.0;155.0;104;51.0;36;1299;94;6;1;0;1000;256;43;0;465;94;6;0;0;362;101;2;0;2807.0;1422;96;1541.0;939;4;33;12;1508.0;96.0;927;59;2807;1118;96;1540;657;4;34;12;1506;96;645;41;759;15704;5843;4448;5412
3247;Akkerbouw/veeteeltcombinaties;Oost-Nederland;2009;235;217;19;1313;172.0;126;46.0;140.0;94;46.0;32;1173;93;6;1;0;956;197;21;0;415;93;6;0;0;340;74;0;0;2823.0;1431;97;1667.0;1002;3;17;6;1650.0;105.0;996;63;2823;1130;97;1667;715;3;17;6;1650;105;709;45;737;15739;6205;4276;5258
3248;Akkerbouw/veeteeltcombinaties;West-Nederland;1994;246;227;19;1946;;210;;;150;;61;1796;77;18;6;0;915;631;250;0;518;88;11;1;0;360;145;14;0;;2055;100;;1537;0;0;0;;;1537;115;2292;944;77;700;402;23;207;61;494;37;341;25;559;13369;4721;1204;7444
3249;Akkerbouw/veeteeltcombinaties;West-Nederland;1995;252;232;20;1975;;214;;;151;;63;1824;76;18;5;0;1006;589;229;0;521;88;11;0;0;388;127;6;0;;1675;100;;1155;0;1;1;;;1154;86;2314;954;77;682;410;23;195;58;487;36;353;26;534;13445;4894;1195;7356
3250;Akkerbouw/veeteeltcombinaties;West-Nederland;1996;241;218;23;1892;;203;;;136;;67;1757;77;17;6;0;1014;535;207;0;442;94;5;1;0;383;49;10;0;;1557;99;;1116;1;3;1;;;1115;86;2253;932;79;661;442;21;166;42;495;38;399;31;536;13002;5063;1007;6932
3251;Akkerbouw/veeteeltcombinaties;West-Nederland;1997;246;221;25;1994;;216;;;145;;71;1849;73;20;7;0;891;633;324;0;478;92;8;0;0;386;91;0;0;;1582;100;;1105;0;0;0;;;1104;83;2285;946;74;644;403;26;208;54;436;33;349;26;521;13230;5067;1279;6883
3252;Akkerbouw/veeteeltcombinaties;West-Nederland;1998;254;230;24;1968;;189;;;123;;66;1845;73;21;6;0;912;609;323;0;518;91;8;1;0;386;118;13;0;;1476;99;;961;1;6;3;;;959;72;2309;957;76;675;400;24;213;63;461;35;338;25;512;13304;5289;1157;6858
3253;Akkerbouw/veeteeltcombinaties;West-Nederland;1999;258;232;26;1864;278.0;224;54.0;217.0;163;54.0;61;1647;84;11;4;0;1078;359;205;4;547;88;10;2;0;379;143;24;0;;1487;98;;946;2;16;6;;;940;70;2338;962;86;831;430;14;144;51;687;51;379;28;538;13413;5233;1329;6851
3254;Akkerbouw/veeteeltcombinaties;West-Nederland;2000;276;251;25;1932;286.0;229;57.0;222.0;165;57.0;64;1710;81;15;4;0;1053;556;98;3;563;86;13;1;0;391;161;10;1;;1511;99;;951;1;10;3;;;948;67;2491;1036;83;903;474;17;126;44;777;55;430;30;538;14185;6175;1184;6826
3255;Akkerbouw/veeteeltcombinaties;West-Nederland;2001;255;229;26;1791;266.0;212;54.0;207.0;152;54.0;59;1585;82;15;3;0;1005;513;67;0;529;86;13;1;0;380;138;11;0;;1475;99;;949;1;8;3;;;946;67;2479;1024;85;993;493;15;104;37;889;63;456;32;496;14168;5796;1141;7232
3256;Akkerbouw/veeteeltcombinaties;West-Nederland;2002;269;242;27;1832;274.0;219;55.0;216.0;160;55.0;59;1616;86;9;4;0;1165;268;184;0;540;88;11;1;0;393;134;14;0;;1516;98;;981;2;11;4;;;976;64;2655;1096;87;1157;580;13;120;43;1037;68;537;35;493;15183;6167;1249;7767
3257;Akkerbouw/veeteeltcombinaties;West-Nederland;2003;243;216;26;1670;252.0;199;53.0;195.0;143;53.0;57;1475;86;11;2;0;1059;335;71;11;510;88;11;1;0;378;118;13;0;;1343;98;;839;2;17;6;;;834;58;2527;1043;90;1128;548;10;82;30;1047;73;518;36;442;14272;6207;1235;6830
3258;Akkerbouw/veeteeltcombinaties;West-Nederland;2004;242;214;28;1499;211.0;180;31.0;164.0;133;31.0;47;1335;92;6;2;0;1050;220;65;0;479;92;7;1;0;372;92;14;0;;1390;98;;917;2;13;5;;;911;62;2627;1080;93;1349;613;7;60;22;1289;88;591;40;487;14717;6551;1320;6846
3259;Akkerbouw/veeteeltcombinaties;West-Nederland;2005;259;230;29;1608;213.0;156;57.0;162.0;105;57.0;51;1446;88;9;2;0;1046;307;93;0;515;89;11;1;0;368;143;5;0;;1318;98;;808;2;12;5;;;803;55;2633;1082;91;1255;577;9;70;26;1185;81;551;38;478;14628;6795;1374;6459
3260;Akkerbouw/veeteeltcombinaties;West-Nederland;2006;255;227;28;1544;202.0;148;54.0;152.0;98;54.0;50;1392;91;9;0;0;1066;302;24;0;498;91;9;0;0;384;114;0;0;2612.0;1396;93;1261.0;868;7;41;14;1220.0;84.0;853;59;2612;1066;92;1260;570;8;44;15;1217;84;555;38;465;14493;6555;1183;6756
3261;Akkerbouw/veeteeltcombinaties;West-Nederland;2007;240;210;30;1425;188.0;137;51.0;144.0;93;51.0;44;1281;91;8;1;0;1010;248;23;0;466;88;11;0;0;352;111;3;0;2492.0;1292;95;1244.0;809;5;33;12;1211.0;89.0;798;58;2492;1014;95;1244;551;5;35;13;1209;88;539;39;440;13685;6427;1093;6165
3262;Akkerbouw/veeteeltcombinaties;West-Nederland;2008;243;213;30;1444;190.0;138;52.0;145.0;94;52.0;45;1298;88;11;1;0;941;303;54;0;465;88;11;0;0;332;126;8;0;2460.0;1233;94;1217.0;751;6;56;20;1161.0;87.0;731;55;2460;992;93;1217;535;7;60;21;1157;86;514;38;431;13398;6267;1343;5788
3263;Akkerbouw/veeteeltcombinaties;West-Nederland;2009;208;185;23;1177;154.0;112;43.0;118.0;76;43.0;36;1058;91;9;1;0;871;171;16;0;374;91;9;1;0;299;71;4;0;2137.0;1066;95;1097.0;680;5;18;6;1079.0;93.0;673;58;2137;859;95;1097;485;5;20;7;1076;93;478;41;381;11575;5479;1092;5004
3264;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;1994;320;289;31;2383;;269;;;206;;63;2177;80;15;5;0;1052;766;359;0;669;88;11;2;0;422;191;56;0;;2832;100;;2168;0;10;4;;;2164;119;3103;1270;80;1210;622;20;290;99;920;51;522;29;1051;18151;6032;4447;7672
3265;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;1995;340;306;34;2492;;279;;;210;;69;2282;80;15;6;0;1069;845;368;0;681;89;9;2;0;465;158;57;0;;2302;98;;1626;2;14;5;;;1621;87;3183;1307;80;1198;625;20;301;97;898;48;529;28;1022;18630;6314;4384;7932
3266;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;1996;343;305;38;2528;;282;;;204;;77;2324;81;13;6;0;1223;689;411;0;621;93;6;1;0;452;125;43;0;;2287;99;;1669;1;8;2;;;1666;86;3336;1356;82;1316;718;18;306;89;1011;52;629;33;1073;19276;6657;4597;8021
3267;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;1997;325;290;35;2382;;269;;;200;;68;2182;81;13;6;0;1134;690;358;0;613;91;7;2;0;424;150;39;0;;2285;98;;1681;2;23;8;;;1672;87;3339;1354;81;1421;737;19;270;84;1152;60;654;34;1062;19287;6556;4764;7967
3268;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;1998;359;320;39;2527;;246;;;174;;72;2353;82;13;5;0;1374;621;358;0;687;91;7;1;0;504;130;53;0;;2228;98;;1554;2;36;13;;;1541;76;3475;1421;83;1390;740;17;271;86;1119;55;654;32;1067;20231;6892;4455;8883
3269;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;1999;385;344;40;2562;404.0;329;75.0;335.0;260;75.0;69;2227;85;11;3;0;1407;575;245;0;762;88;10;2;0;496;211;55;0;;2234;98;;1490;2;45;18;;;1472;73;3503;1425;86;1473;712;14;213;80;1260;62;632;31;1072;20281;6953;4830;8498
3270;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2000;411;364;47;2663;411.0;331;79.0;334.0;255;79.0;77;2329;85;11;4;0;1576;537;215;1;788;87;11;2;0;556;184;47;0;;2313;98;;1541;2;40;16;;;1525;69;3784;1552;84;1630;791;16;189;68;1441;66;722;33;1084;21958;7805;4328;9825
3271;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2001;363;319;44;2368;367.0;300;66.0;300.0;233;66.0;67;2069;83;14;4;0;1293;597;178;0;719;85;14;2;0;455;230;33;0;;2016;98;;1308;2;24;10;;;1297;67;3374;1368;82;1465;677;18;176;65;1289;66;612;31;1029;19499;6606;3775;9118
3272;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2002;361;318;43;2324;368.0;299;69.0;304.0;235;69.0;64;2020;87;10;3;0;1327;500;193;0;704;89;9;1;0;478;190;36;0;;1937;98;;1247;2;34;14;;;1233;63;3397;1377;87;1532;711;13;173;65;1359;70;645;33;1025;19523;6850;4093;8580
3273;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2003;396;346;50;2636;442.0;345;97.0;375.0;278;97.0;67;2261;84;13;3;0;1423;576;172;89;853;83;15;1;0;500;249;53;52;;1890;97;;1109;3;123;72;;;1037;52;3540;1425;85;1512;675;15;257;126;1254;63;549;27;976;20054;7391;4292;8370
3274;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2004;392;342;49;2333;337.0;290;47.0;277.0;230;47.0;60;2056;87;11;2;0;1520;442;94;0;743;87;12;1;0;534;197;11;0;;1914;98;;1177;2;13;5;;;1172;57;3601;1456;89;1646;736;11;108;42;1537;75;694;34;999;20414;7710;4442;8263
3275;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2005;429;375;54;2541;354.0;252;102.0;286.0;184;102.0;68;2255;85;12;3;0;1573;554;127;1;817;84;14;1;0;561;235;21;0;;1961;97;;1154;3;25;10;;;1144;52;3893;1577;88;1761;781;12;129;49;1632;74;732;33;1030;21947;8657;5291;7999
3276;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2006;453;396;57;2656;368.0;262;106.0;296.0;190;106.0;71;2359;87;12;1;0;1638;639;81;1;869;85;14;1;0;587;251;31;0;4087.0;2144;92;1829.0;1246;8;101;40;1727.0;76.0;1205;53;4087;1617;90;1827;783;10;118;48;1709;75;734;32;1023;22753;8407;5671;8675
3277;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2007;426;368;58;2542;354.0;249;105.0;288.0;183;105.0;66;2254;85;12;2;0;1623;539;91;1;832;82;17;1;0;535;282;14;0;3895.0;1988;91;1730.0;1134;9;89;34;1641.0;76.0;1100;51;3895;1531;90;1725;729;10;106;42;1619;75;687;32;990;21485;8078;5387;8020
3278;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2008;374;327;48;2214;307.0;214;93.0;249.0;156;93.0;58;1965;88;10;2;0;1507;397;60;1;711;88;11;1;0;531;169;10;0;3679.0;1840;93;1765.0;1107;7;51;19;1714.0;84.0;1088;54;3679;1446;92;1760;746;8;59;23;1700;84;724;36;947;20320;7554;5260;7506
3279;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;2009;374;328;46;2135;295.0;205;90.0;242.0;152;90.0;53;1893;87;11;2;0;1421;380;92;0;678;87;12;1;0;506;142;30;0;3430.0;1722;92;1611.0;1035;8;75;28;1536.0;81.0;1006;53;3430;1356;91;1608;701;9;85;33;1523;80;669;35;886;18979;7234;4643;7102
3280;Akkerbouw/veeteeltcombinaties;Groningen (provincie);1994;111;106;6;870;;97;;;72;;25;798;83;15;2;0;572;220;6;0;239;94;6;0;0;204;35;0;0;;986;100;;747;0;0;0;;;747;114;1125;455;85;362;210;15;36;12;326;50;198;30;163;6582;1999;531;4052
3281;Akkerbouw/veeteeltcombinaties;Groningen (provincie);1995;119;114;6;918;;101;;;75;;26;844;86;13;1;0;659;171;14;0;247;95;4;1;0;225;19;3;0;;877;99;;630;1;2;1;;;630;88;1229;497;87;415;239;13;29;9;385;54;230;32;165;7146;2265;595;4285
3282;Akkerbouw/veeteeltcombinaties;Groningen (provincie);1996;125;119;6;958;;106;;;75;;30;882;85;11;5;0;698;146;38;0;232;96;3;1;0;214;16;3;0;;875;99;;643;1;1;1;;;643;87;1265;517;85;417;271;15;34;10;382;52;260;35;177;7409;2411;611;4386
3283;Akkerbouw/veeteeltcombinaties;Groningen (provincie);1997;110;104;6;860;;95;;;68;;27;791;87;12;2;0;648;135;9;0;214;98;2;0;0;208;6;0;0;;800;100;;587;0;0;0;;;587;86;1160;472;87;382;242;13;13;4;369;54;239;35;163;6782;2172;684;3925
3284;Akkerbouw/veeteeltcombinaties;Groningen (provincie);1998;119;114;5;892;;87;;;61;;26;830;86;11;3;0;670;120;40;0;241;94;6;0;0;213;28;0;0;;788;100;;547;0;0;0;;;547;76;1234;500;86;434;252;14;30;9;403;56;243;34;159;7167;2345;621;4202
3285;Akkerbouw/veeteeltcombinaties;Groningen (provincie);1999;113;109;4;807;119.0;92;27.0;96.0;69;27.0;23;711;92;7;1;0;648;61;3;0;239;95;5;0;0;224;15;0;0;;721;100;;482;0;0;0;;;482;73;1123;459;94;420;216;6;8;3;412;63;213;33;156;6560;2164;548;3849
3286;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2000;122;117;5;820;123.0;95;28.0;100.0;73;28.0;23;720;92;6;1;0;656;60;3;0;244;94;6;1;0;219;25;0;0;;680;99;;436;1;0;0;;;436;68;1114;457;92;398;212;8;8;3;389;60;209;32;143;6449;2335;471;3643
3287;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2001;107;102;5;753;118.0;89;29.0;98.0;70;29.0;20;655;88;11;1;0;570;83;2;0;231;92;7;1;0;182;48;1;0;;608;99;;378;1;1;0;;;377;64;1017;409;91;368;176;9;9;4;358;61;172;29;130;5898;1826;517;3555
3288;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2002;104;99;5;715;115.0;85;30.0;97.0;67;30.0;18;618;91;6;3;0;538;39;41;0;217;93;6;2;0;181;35;1;0;;577;97;;362;3;5;2;;;361;62;1012;405;90;416;195;10;26;10;390;67;185;32;122;5849;1786;551;3511
3289;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2003;87;83;4;595;97.0;71;26.0;83.0;57;26.0;14;512;91;8;1;0;433;76;3;0;188;90;9;1;0;128;59;1;0;;467;99;;280;1;2;0;;;280;56;852;346;92;346;158;8;11;4;336;68;154;31;101;4955;1631;491;2833
3290;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2004;83;79;3;521;75.0;61;14.0;62.0;48;14.0;13;459;95;5;0;0;388;70;0;0;164;93;7;0;0;125;39;0;0;;425;99;;262;1;3;1;;;261;57;779;320;95;335;160;5;17;7;319;70;153;34;96;4540;1596;506;2438
3291;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2005;90;85;5;611;75.0;61;14.0;62.0;48;14.0;13;549;88;9;3;0;389;121;39;0;196;88;12;0;0;130;66;0;0;;467;97;;273;3;6;3;;;271;52;909;371;89;377;181;11;23;9;355;68;171;33;94;5251;1861;712;2679
3292;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2006;81;76;5;517;64.0;51;14.0;52.0;38;14.0;12;464;92;7;1;0;372;85;7;0;167;90;10;0;0;122;45;0;0;829.0;443;93;370.0;267;7;6;2;364.0;77.0;265;56;829;334;92;370;171;8;11;6;360;76;165;35;92;4723;1679;603;2440
3293;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2007;78;74;5;526;65.0;51;14.0;54.0;40;14.0;11;472;87;10;3;0;298;129;45;0;169;88;11;1;0;113;56;0;0;798.0;412;91;353.0;236;9;27;12;326.0;72.0;224;50;798;314;90;353;154;10;30;13;322;72;141;31;90;4494;1489;614;2391
3294;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2008;83;80;4;518;64.0;50;14.0;52.0;38;14.0;12;467;90;6;3;0;398;25;44;0;167;89;11;0;0;135;32;0;0;824.0;431;94;374.0;263;6;18;6;357.0;74.0;257;53;824;334;91;373;174;9;21;8;353;73;166;34;94;4807;1518;558;2730
3295;Akkerbouw/veeteeltcombinaties;Groningen (provincie);2009;71;69;2;405;49.0;38;10.0;39.0;29;10.0;9;366;96;4;0;0;348;18;0;0;127;95;5;0;0;120;7;0;0;765.0;399;98;400.0;270;2;2;1;399.0;90.0;270;61;765;310;96;400;183;4;2;1;399;90;182;41;82;4439;1453;442;2543
3296;Akkerbouw/veeteeltcombinaties;Friesland;1994;53;51;2;433;;46;;;32;;14;402;64;30;7;0;147;205;50;0;116;85;14;1;0;72;44;0;0;;439;100;;323;0;0;0;;;323;122;462;200;68;108;67;32;47;14;60;23;54;20;91;2645;1365;240;1040
3297;Akkerbouw/veeteeltcombinaties;Friesland;1995;51;50;1;403;;43;;;29;;14;373;66;30;4;0;140;195;39;0;105;90;9;1;0;77;27;1;0;;328;100;;223;0;0;0;;;223;88;444;189;69;110;66;31;40;11;70;28;55;22;91;2517;1266;238;1014
3298;Akkerbouw/veeteeltcombinaties;Friesland;1996;56;54;2;444;;47;;;30;;17;413;69;22;9;0;204;179;30;0;102;94;6;0;0;93;9;0;0;;369;100;;267;0;0;0;;;267;89;563;228;73;184;107;27;35;9;149;50;98;33;96;2994;1597;246;1151
3299;Akkerbouw/veeteeltcombinaties;Friesland;1997;47;45;2;368;;41;;;29;;12;339;69;21;9;1;165;123;44;6;89;88;10;0;1;74;14;0;2;;282;99;;195;1;6;2;;;193;83;411;172;73;113;72;27;41;11;72;31;62;27;77;2324;1071;188;1066
3300;Akkerbouw/veeteeltcombinaties;Friesland;1998;55;54;2;423;;41;;;27;;14;396;72;18;9;0;184;140;72;0;112;86;12;2;0;76;34;2;0;;307;98;;196;2;1;0;;;196;71;496;203;76;147;83;24;47;14;100;36;69;25;98;2741;1293;247;1201
3301;Akkerbouw/veeteeltcombinaties;Friesland;1999;39;37;3;284;41.0;32;9.0;32.0;23;9.0;9;252;81;17;2;0;167;83;3;0;83;86;14;0;0;59;24;0;0;;256;100;;173;0;0;0;;;173;76;423;172;85;181;85;15;10;3;171;76;82;36;84;2260;1223;200;837
3302;Akkerbouw/veeteeltcombinaties;Friesland;2000;51;49;2;359;54.0;41;13.0;43.0;29;13.0;11;317;81;14;4;0;212;97;8;0;104;88;12;0;0;79;26;0;0;;287;100;;183;0;0;0;;;183;69;487;201;82;190;95;18;20;7;170;64;88;33;90;2667;1353;246;1068
3303;Akkerbouw/veeteeltcombinaties;Friesland;2001;33;31;2;242;37.0;28;9.0;29.0;20;9.0;8;213;76;23;1;0;107;103;3;0;72;83;17;0;0;48;24;0;0;;202;100;;130;0;0;0;;;130;68;357;144;83;153;70;17;10;3;143;75;66;35;75;1920;960;234;727
3304;Akkerbouw/veeteeltcombinaties;Friesland;2002;51;48;3;347;58.0;42;15.0;49.0;33;15.0;9;298;72;21;7;0;147;110;41;0;105;72;28;0;0;51;54;0;0;;259;99;;154;1;0;0;;;154;59;470;188;72;197;87;28;29;10;167;65;76;29;86;2593;1087;305;1201
3305;Akkerbouw/veeteeltcombinaties;Friesland;2003;36;33;3;247;39.0;29;9.0;31.0;22;9.0;8;216;85;10;3;1;171;32;13;1;76;85;13;0;1;57;19;0;0;;242;99;;167;1;1;0;;;166;65;469;192;85;260;116;15;9;3;251;98;113;44;89;2574;1258;394;921
3306;Akkerbouw/veeteeltcombinaties;Friesland;2004;47;43;4;292;40.0;33;7.0;31.0;24;7.0;9;261;87;10;2;2;201;57;2;1;92;89;9;1;2;75;17;0;0;;315;96;;223;4;1;0;;;222;67;623;250;91;367;157;9;5;2;362;110;156;47;105;3305;1736;583;986
3307;Akkerbouw/veeteeltcombinaties;Friesland;2005;55;50;5;332;41.0;31;10.0;31.0;21;10.0;10;301;81;17;1;1;199;101;0;1;105;81;17;1;1;75;30;0;0;;276;97;;172;3;1;1;;;171;56;575;229;87;287;126;13;13;5;273;90;121;40;101;3054;1523;556;975
3308;Akkerbouw/veeteeltcombinaties;Friesland;2006;34;30;4;213;27.0;19;8.0;21.0;13;8.0;6;192;88;11;0;1;147;44;0;0;68;90;8;0;1;56;12;0;0;482.0;242;93;293.0;173;7;3;1;290.0;117.0;172;70;482;187;93;293;120;7;4;1;289;117;119;48;83;2472;1292;393;787
3309;Akkerbouw/veeteeltcombinaties;Friesland;2007;34;31;3;210;26.0;19;6.0;19.0;13;6.0;6;191;91;9;0;0;163;28;0;0;67;87;13;0;0;58;10;0;0;398.0;202;96;208.0;132;4;0;0;207.0;98.0;132;63;398;160;95;208;92;5;1;0;207;98;92;44;78;2112;1109;307;696
3310;Akkerbouw/veeteeltcombinaties;Friesland;2008;34;31;3;211;26.0;20;6.0;20.0;14;6.0;6;191;93;7;0;0;167;24;0;0;67;92;8;0;0;58;9;0;0;458.0;231;97;271.0;162;3;3;1;267.0;106.0;161;64;458;185;97;271;118;3;3;1;267;106;117;46;86;2519;1128;588;803
3311;Akkerbouw/veeteeltcombinaties;Friesland;2009;42;39;3;247;30.0;22;7.0;24.0;17;7.0;6;223;89;6;6;0;171;32;20;0;77;89;10;1;0;60;15;3;0;440.0;226;89;229.0;147;11;13;4;217.0;87.0;143;57;440;178;89;229;104;11;13;4;217;87;99;40;72;2498;937;706;854
3312;Akkerbouw/veeteeltcombinaties;Drenthe;1994;205;198;6;1566;;172;;;127;;45;1439;87;11;1;0;1123;310;6;0;423;96;3;0;0;393;29;1;0;;1813;100;;1390;0;0;0;;;1390;118;2010;828;88;613;386;12;43;14;571;49;372;32;331;11744;4103;1483;6158
3313;Akkerbouw/veeteeltcombinaties;Drenthe;1995;194;188;6;1466;;161;;;119;;42;1346;86;12;2;0;970;364;12;0;393;95;5;0;0;354;39;0;0;;1337;100;;944;0;0;0;;;944;87;1844;760;86;544;340;14;47;14;497;46;326;30;305;10799;3738;1258;5802
3314;Akkerbouw/veeteeltcombinaties;Drenthe;1996;194;186;8;1459;;162;;;119;;44;1340;85;13;2;0;962;339;38;0;355;97;3;0;0;322;33;0;0;;1277;100;;922;0;0;0;;;922;85;1854;755;86;580;376;14;66;19;514;48;356;33;303;10805;3556;1329;5920
3315;Akkerbouw/veeteeltcombinaties;Drenthe;1997;184;177;8;1435;;161;;;118;;43;1317;89;9;2;0;980;278;59;0;351;97;2;1;0;315;32;4;0;;1283;99;;932;1;0;0;;;932;86;1869;760;89;619;390;11;68;19;551;51;371;34;291;10828;3689;1409;5731
3316;Akkerbouw/veeteeltcombinaties;Drenthe;1998;187;177;10;1400;;137;;;99;;39;1301;90;8;3;0;1024;216;60;0;381;95;5;1;0;327;42;12;0;;1172;99;;794;1;7;3;;;791;74;1840;744;91;593;355;9;54;18;539;51;337;32;274;10665;3464;1227;5974
3317;Akkerbouw/veeteeltcombinaties;Drenthe;1999;177;168;9;1238;189.0;147;42.0;157.0;114;42.0;32;1081;94;4;2;0;970;74;38;0;372;96;4;1;0;335;22;15;0;;1081;99;;713;1;8;4;;;710;72;1692;683;95;637;320;5;28;12;610;62;308;31;257;9859;3059;1544;5256
