ID;SBI93;Perioden;Vacaturegraad_1
496;K Onroerend goed, zakelijke dienstv.;2001 1e kwartaal;48
497;K Onroerend goed, zakelijke dienstv.;2001 2e kwartaal;48
498;K Onroerend goed, zakelijke dienstv.;2001 3e kwartaal;34
499;K Onroerend goed, zakelijke dienstv.;2001 4e kwartaal;32
500;K Onroerend goed, zakelijke dienstv.;2002 1e kwartaal;33
501;K Onroerend goed, zakelijke dienstv.;2002 2e kwartaal;28
502;K Onroerend goed, zakelijke dienstv.;2002 3e kwartaal;21
503;K Onroerend goed, zakelijke dienstv.;2002 4e kwartaal;23
504;K Onroerend goed, zakelijke dienstv.;2003 1e kwartaal;24
505;K Onroerend goed, zakelijke dienstv.;2003 2e kwartaal;23
506;K Onroerend goed, zakelijke dienstv.;2003 3e kwartaal;15
507;K Onroerend goed, zakelijke dienstv.;2003 4e kwartaal;19
508;K Onroerend goed, zakelijke dienstv.;2004 1e kwartaal;27
509;K Onroerend goed, zakelijke dienstv.;2004 2e kwartaal;28
510;K Onroerend goed, zakelijke dienstv.;2004 3e kwartaal;24
511;K Onroerend goed, zakelijke dienstv.;2004 4e kwartaal;29
512;K Onroerend goed, zakelijke dienstv.;2005 1e kwartaal;38
513;K Onroerend goed, zakelijke dienstv.;2005 2e kwartaal;36
514;K Onroerend goed, zakelijke dienstv.;2005 3e kwartaal;36
515;K Onroerend goed, zakelijke dienstv.;2005 4e kwartaal;37
516;K Onroerend goed, zakelijke dienstv.;2006 1e kwartaal;41
517;K Onroerend goed, zakelijke dienstv.;2006 2e kwartaal;43
518;K Onroerend goed, zakelijke dienstv.;2006 3e kwartaal;41
519;K Onroerend goed, zakelijke dienstv.;2006 4e kwartaal*;43
520;L-O Niet-commerc.dienstv. (geen huish);1997 1e kwartaal;11
521;L-O Niet-commerc.dienstv. (geen huish);1997 2e kwartaal;12
522;L-O Niet-commerc.dienstv. (geen huish);1997 3e kwartaal;12
523;L-O Niet-commerc.dienstv. (geen huish);1997 4e kwartaal;13
524;L-O Niet-commerc.dienstv. (geen huish);1998 1e kwartaal;16
525;L-O Niet-commerc.dienstv. (geen huish);1998 2e kwartaal;18
526;L-O Niet-commerc.dienstv. (geen huish);1998 3e kwartaal;15
527;L-O Niet-commerc.dienstv. (geen huish);1998 4e kwartaal;16
528;L-O Niet-commerc.dienstv. (geen huish);1999 1e kwartaal;18
529;L-O Niet-commerc.dienstv. (geen huish);1999 2e kwartaal;20
530;L-O Niet-commerc.dienstv. (geen huish);1999 3e kwartaal;18
531;L-O Niet-commerc.dienstv. (geen huish);1999 4e kwartaal;20
532;L-O Niet-commerc.dienstv. (geen huish);2000 1e kwartaal;21
533;L-O Niet-commerc.dienstv. (geen huish);2000 2e kwartaal;22
534;L-O Niet-commerc.dienstv. (geen huish);2000 3e kwartaal;19
535;L-O Niet-commerc.dienstv. (geen huish);2000 4e kwartaal;21
536;L-O Niet-commerc.dienstv. (geen huish);2001 1e kwartaal;22
537;L-O Niet-commerc.dienstv. (geen huish);2001 2e kwartaal;24
538;L-O Niet-commerc.dienstv. (geen huish);2001 3e kwartaal;21
539;L-O Niet-commerc.dienstv. (geen huish);2001 4e kwartaal;21
540;L-O Niet-commerc.dienstv. (geen huish);2002 1e kwartaal;22
541;L-O Niet-commerc.dienstv. (geen huish);2002 2e kwartaal;20
542;L-O Niet-commerc.dienstv. (geen huish);2002 3e kwartaal;16
543;L-O Niet-commerc.dienstv. (geen huish);2002 4e kwartaal;17
544;L-O Niet-commerc.dienstv. (geen huish);2003 1e kwartaal;15
545;L-O Niet-commerc.dienstv. (geen huish);2003 2e kwartaal;15
546;L-O Niet-commerc.dienstv. (geen huish);2003 3e kwartaal;11
547;L-O Niet-commerc.dienstv. (geen huish);2003 4e kwartaal;11
548;L-O Niet-commerc.dienstv. (geen huish);2004 1e kwartaal;14
549;L-O Niet-commerc.dienstv. (geen huish);2004 2e kwartaal;16
550;L-O Niet-commerc.dienstv. (geen huish);2004 3e kwartaal;12
551;L-O Niet-commerc.dienstv. (geen huish);2004 4e kwartaal;13
552;L-O Niet-commerc.dienstv. (geen huish);2005 1e kwartaal;15
553;L-O Niet-commerc.dienstv. (geen huish);2005 2e kwartaal;16
554;L-O Niet-commerc.dienstv. (geen huish);2005 3e kwartaal;14
555;L-O Niet-commerc.dienstv. (geen huish);2005 4e kwartaal;16
556;L-O Niet-commerc.dienstv. (geen huish);2006 1e kwartaal;17
557;L-O Niet-commerc.dienstv. (geen huish);2006 2e kwartaal;20
558;L-O Niet-commerc.dienstv. (geen huish);2006 3e kwartaal;18
559;L-O Niet-commerc.dienstv. (geen huish);2006 4e kwartaal*;20
560;"L Openbaar bestuur; soc.verzekeringen";1997 1e kwartaal;12
561;"L Openbaar bestuur; soc.verzekeringen";1997 2e kwartaal;16
562;"L Openbaar bestuur; soc.verzekeringen";1997 3e kwartaal;14
563;"L Openbaar bestuur; soc.verzekeringen";1997 4e kwartaal;14
564;"L Openbaar bestuur; soc.verzekeringen";1998 1e kwartaal;16
565;"L Openbaar bestuur; soc.verzekeringen";1998 2e kwartaal;18
566;"L Openbaar bestuur; soc.verzekeringen";1998 3e kwartaal;16
567;"L Openbaar bestuur; soc.verzekeringen";1998 4e kwartaal;17
568;"L Openbaar bestuur; soc.verzekeringen";1999 1e kwartaal;19
569;"L Openbaar bestuur; soc.verzekeringen";1999 2e kwartaal;21
570;"L Openbaar bestuur; soc.verzekeringen";1999 3e kwartaal;20
571;"L Openbaar bestuur; soc.verzekeringen";1999 4e kwartaal;21
572;"L Openbaar bestuur; soc.verzekeringen";2000 1e kwartaal;20
573;"L Openbaar bestuur; soc.verzekeringen";2000 2e kwartaal;21
574;"L Openbaar bestuur; soc.verzekeringen";2000 3e kwartaal;18
575;"L Openbaar bestuur; soc.verzekeringen";2000 4e kwartaal;18
576;"L Openbaar bestuur; soc.verzekeringen";2001 1e kwartaal;20
577;"L Openbaar bestuur; soc.verzekeringen";2001 2e kwartaal;20
578;"L Openbaar bestuur; soc.verzekeringen";2001 3e kwartaal;18
579;"L Openbaar bestuur; soc.verzekeringen";2001 4e kwartaal;20
580;"L Openbaar bestuur; soc.verzekeringen";2002 1e kwartaal;20
581;"L Openbaar bestuur; soc.verzekeringen";2002 2e kwartaal;18
582;"L Openbaar bestuur; soc.verzekeringen";2002 3e kwartaal;14
583;"L Openbaar bestuur; soc.verzekeringen";2002 4e kwartaal;15
584;"L Openbaar bestuur; soc.verzekeringen";2003 1e kwartaal;13
585;"L Openbaar bestuur; soc.verzekeringen";2003 2e kwartaal;13
586;"L Openbaar bestuur; soc.verzekeringen";2003 3e kwartaal;11
587;"L Openbaar bestuur; soc.verzekeringen";2003 4e kwartaal;11
588;"L Openbaar bestuur; soc.verzekeringen";2004 1e kwartaal;13
589;"L Openbaar bestuur; soc.verzekeringen";2004 2e kwartaal;15
590;"L Openbaar bestuur; soc.verzekeringen";2004 3e kwartaal;10
591;"L Openbaar bestuur; soc.verzekeringen";2004 4e kwartaal;15
592;"L Openbaar bestuur; soc.verzekeringen";2005 1e kwartaal;13
593;"L Openbaar bestuur; soc.verzekeringen";2005 2e kwartaal;15
594;"L Openbaar bestuur; soc.verzekeringen";2005 3e kwartaal;10
595;"L Openbaar bestuur; soc.verzekeringen";2005 4e kwartaal;16
596;"L Openbaar bestuur; soc.verzekeringen";2006 1e kwartaal;16
597;"L Openbaar bestuur; soc.verzekeringen";2006 2e kwartaal;15
598;"L Openbaar bestuur; soc.verzekeringen";2006 3e kwartaal;17
599;"L Openbaar bestuur; soc.verzekeringen";2006 4e kwartaal*;19
600;M Onderwijs;1997 1e kwartaal;7
601;M Onderwijs;1997 2e kwartaal;7
602;M Onderwijs;1997 3e kwartaal;6
603;M Onderwijs;1997 4e kwartaal;7
604;M Onderwijs;1998 1e kwartaal;8
605;M Onderwijs;1998 2e kwartaal;11
606;M Onderwijs;1998 3e kwartaal;11
607;M Onderwijs;1998 4e kwartaal;12
608;M Onderwijs;1999 1e kwartaal;10
609;M Onderwijs;1999 2e kwartaal;13
610;M Onderwijs;1999 3e kwartaal;11
611;M Onderwijs;1999 4e kwartaal;11
612;M Onderwijs;2000 1e kwartaal;13
613;M Onderwijs;2000 2e kwartaal;17
614;M Onderwijs;2000 3e kwartaal;13
615;M Onderwijs;2000 4e kwartaal;11
616;M Onderwijs;2001 1e kwartaal;13
617;M Onderwijs;2001 2e kwartaal;16
618;M Onderwijs;2001 3e kwartaal;14
619;M Onderwijs;2001 4e kwartaal;14
620;M Onderwijs;2002 1e kwartaal;10
621;M Onderwijs;2002 2e kwartaal;13
622;M Onderwijs;2002 3e kwartaal;8
623;M Onderwijs;2002 4e kwartaal;8
624;M Onderwijs;2003 1e kwartaal;7
625;M Onderwijs;2003 2e kwartaal;9
626;M Onderwijs;2003 3e kwartaal;5
627;M Onderwijs;2003 4e kwartaal;5
628;M Onderwijs;2004 1e kwartaal;6
629;M Onderwijs;2004 2e kwartaal;9
630;M Onderwijs;2004 3e kwartaal;7
631;M Onderwijs;2004 4e kwartaal;6
632;M Onderwijs;2005 1e kwartaal;7
633;M Onderwijs;2005 2e kwartaal;13
634;M Onderwijs;2005 3e kwartaal;12
635;M Onderwijs;2005 4e kwartaal;11
636;M Onderwijs;2006 1e kwartaal;11
637;M Onderwijs;2006 2e kwartaal;15
638;M Onderwijs;2006 3e kwartaal;11
639;M Onderwijs;2006 4e kwartaal*;13
640;N Gezondheids- en welzijnszorg;1997 1e kwartaal;12
641;N Gezondheids- en welzijnszorg;1997 2e kwartaal;11
642;N Gezondheids- en welzijnszorg;1997 3e kwartaal;12
643;N Gezondheids- en welzijnszorg;1997 4e kwartaal;13
644;N Gezondheids- en welzijnszorg;1998 1e kwartaal;16
645;N Gezondheids- en welzijnszorg;1998 2e kwartaal;16
646;N Gezondheids- en welzijnszorg;1998 3e kwartaal;15
647;N Gezondheids- en welzijnszorg;1998 4e kwartaal;15
648;N Gezondheids- en welzijnszorg;1999 1e kwartaal;17
649;N Gezondheids- en welzijnszorg;1999 2e kwartaal;19
650;N Gezondheids- en welzijnszorg;1999 3e kwartaal;19
651;N Gezondheids- en welzijnszorg;1999 4e kwartaal;22
652;N Gezondheids- en welzijnszorg;2000 1e kwartaal;22
653;N Gezondheids- en welzijnszorg;2000 2e kwartaal;21
654;N Gezondheids- en welzijnszorg;2000 3e kwartaal;21
655;N Gezondheids- en welzijnszorg;2000 4e kwartaal;23
656;N Gezondheids- en welzijnszorg;2001 1e kwartaal;25
657;N Gezondheids- en welzijnszorg;2001 2e kwartaal;25
658;N Gezondheids- en welzijnszorg;2001 3e kwartaal;23
659;N Gezondheids- en welzijnszorg;2001 4e kwartaal;22
660;N Gezondheids- en welzijnszorg;2002 1e kwartaal;25
661;N Gezondheids- en welzijnszorg;2002 2e kwartaal;21
662;N Gezondheids- en welzijnszorg;2002 3e kwartaal;19
663;N Gezondheids- en welzijnszorg;2002 4e kwartaal;19
664;N Gezondheids- en welzijnszorg;2003 1e kwartaal;17
665;N Gezondheids- en welzijnszorg;2003 2e kwartaal;16
666;N Gezondheids- en welzijnszorg;2003 3e kwartaal;13
667;N Gezondheids- en welzijnszorg;2003 4e kwartaal;12
668;N Gezondheids- en welzijnszorg;2004 1e kwartaal;13
669;N Gezondheids- en welzijnszorg;2004 2e kwartaal;15
670;N Gezondheids- en welzijnszorg;2004 3e kwartaal;13
671;N Gezondheids- en welzijnszorg;2004 4e kwartaal;13
672;N Gezondheids- en welzijnszorg;2005 1e kwartaal;15
673;N Gezondheids- en welzijnszorg;2005 2e kwartaal;15
674;N Gezondheids- en welzijnszorg;2005 3e kwartaal;14
675;N Gezondheids- en welzijnszorg;2005 4e kwartaal;16
676;N Gezondheids- en welzijnszorg;2006 1e kwartaal;18
677;N Gezondheids- en welzijnszorg;2006 2e kwartaal;21
678;N Gezondheids- en welzijnszorg;2006 3e kwartaal;18
679;N Gezondheids- en welzijnszorg;2006 4e kwartaal*;20
680;O Cultuur, recreatie en ov. dienstverl.;1997 1e kwartaal;17
681;O Cultuur, recreatie en ov. dienstverl.;1997 2e kwartaal;19
682;O Cultuur, recreatie en ov. dienstverl.;1997 3e kwartaal;17
683;O Cultuur, recreatie en ov. dienstverl.;1997 4e kwartaal;20
684;O Cultuur, recreatie en ov. dienstverl.;1998 1e kwartaal;27
685;O Cultuur, recreatie en ov. dienstverl.;1998 2e kwartaal;37
686;O Cultuur, recreatie en ov. dienstverl.;1998 3e kwartaal;22
687;O Cultuur, recreatie en ov. dienstverl.;1998 4e kwartaal;28
688;O Cultuur, recreatie en ov. dienstverl.;1999 1e kwartaal;35
689;O Cultuur, recreatie en ov. dienstverl.;1999 2e kwartaal;34
690;O Cultuur, recreatie en ov. dienstverl.;1999 3e kwartaal;26
691;O Cultuur, recreatie en ov. dienstverl.;1999 4e kwartaal;31
692;O Cultuur, recreatie en ov. dienstverl.;2000 1e kwartaal;35
693;O Cultuur, recreatie en ov. dienstverl.;2000 2e kwartaal;33
694;O Cultuur, recreatie en ov. dienstverl.;2000 3e kwartaal;25
695;O Cultuur, recreatie en ov. dienstverl.;2000 4e kwartaal;33
696;O Cultuur, recreatie en ov. dienstverl.;2001 1e kwartaal;34
697;O Cultuur, recreatie en ov. dienstverl.;2001 2e kwartaal;38
698;O Cultuur, recreatie en ov. dienstverl.;2001 3e kwartaal;28
699;O Cultuur, recreatie en ov. dienstverl.;2001 4e kwartaal;30
700;O Cultuur, recreatie en ov. dienstverl.;2002 1e kwartaal;36
701;O Cultuur, recreatie en ov. dienstverl.;2002 2e kwartaal;30
702;O Cultuur, recreatie en ov. dienstverl.;2002 3e kwartaal;21
703;O Cultuur, recreatie en ov. dienstverl.;2002 4e kwartaal;24
704;O Cultuur, recreatie en ov. dienstverl.;2003 1e kwartaal;23
705;O Cultuur, recreatie en ov. dienstverl.;2003 2e kwartaal;25
706;O Cultuur, recreatie en ov. dienstverl.;2003 3e kwartaal;16
707;O Cultuur, recreatie en ov. dienstverl.;2003 4e kwartaal;20
708;O Cultuur, recreatie en ov. dienstverl.;2004 1e kwartaal;30
709;O Cultuur, recreatie en ov. dienstverl.;2004 2e kwartaal;33
710;O Cultuur, recreatie en ov. dienstverl.;2004 3e kwartaal;24
711;O Cultuur, recreatie en ov. dienstverl.;2004 4e kwartaal;20
712;O Cultuur, recreatie en ov. dienstverl.;2005 1e kwartaal;32
713;O Cultuur, recreatie en ov. dienstverl.;2005 2e kwartaal;27
714;O Cultuur, recreatie en ov. dienstverl.;2005 3e kwartaal;25
715;O Cultuur, recreatie en ov. dienstverl.;2005 4e kwartaal;24
716;O Cultuur, recreatie en ov. dienstverl.;2006 1e kwartaal;30
717;O Cultuur, recreatie en ov. dienstverl.;2006 2e kwartaal;35
718;O Cultuur, recreatie en ov. dienstverl.;2006 3e kwartaal;30
719;O Cultuur, recreatie en ov. dienstverl.;2006 4e kwartaal*;34
