ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
1792;421 Construction of roads and railways;10 or more persons employed;2006 2nd quarter;109.0;8.6
1793;421 Construction of roads and railways;10 or more persons employed;2006 July;100.0;4.9
1794;421 Construction of roads and railways;10 or more persons employed;2006 August;99.0;17.6
1795;421 Construction of roads and railways;10 or more persons employed;2006 September;130.0;13.4
1796;421 Construction of roads and railways;10 or more persons employed;2006 3rd quarter;110.0;11.8
1797;421 Construction of roads and railways;10 or more persons employed;2006 October;128.0;12.2
1798;421 Construction of roads and railways;10 or more persons employed;2006 November;140.0;12.1
1799;421 Construction of roads and railways;10 or more persons employed;2006 December;198.0;13.6
1800;421 Construction of roads and railways;10 or more persons employed;2006 4th quarter;155.0;12.8
1801;421 Construction of roads and railways;10 or more persons employed;2006;110.0;10.5
1802;421 Construction of roads and railways;10 or more persons employed;2007 January;54.0;24.3
1803;421 Construction of roads and railways;10 or more persons employed;2007 February;84.0;16.1
1804;421 Construction of roads and railways;10 or more persons employed;2007 March;98.0;10.0
1805;421 Construction of roads and railways;10 or more persons employed;2007 1st quarter;79.0;15.2
1806;421 Construction of roads and railways;10 or more persons employed;2007 April;96.0;5.5
1807;421 Construction of roads and railways;10 or more persons employed;2007 May;120.0;5.5
1808;421 Construction of roads and railways;10 or more persons employed;2007 June;127.0;4.1
1809;421 Construction of roads and railways;10 or more persons employed;2007 2nd quarter;114.0;5.0
1810;421 Construction of roads and railways;10 or more persons employed;2007 July;97.0;-3.5
1811;421 Construction of roads and railways;10 or more persons employed;2007 August;110.0;11.1
1812;421 Construction of roads and railways;10 or more persons employed;2007 September;124.0;-4.3
1813;421 Construction of roads and railways;10 or more persons employed;2007 3rd quarter;111.0;0.6
1814;421 Construction of roads and railways;10 or more persons employed;2007 October;135.0;5.2
1815;421 Construction of roads and railways;10 or more persons employed;2007 November;138.0;-1.3
1816;421 Construction of roads and railways;10 or more persons employed;2007 December;204.0;3.0
1817;421 Construction of roads and railways;10 or more persons employed;2007 4th quarter;159.0;2.3
1818;421 Construction of roads and railways;10 or more persons employed;2007;115.0;4.5
1819;421 Construction of roads and railways;10 or more persons employed;2008 January;55.0;1.0
1820;421 Construction of roads and railways;10 or more persons employed;2008 February;89.0;6.0
1821;421 Construction of roads and railways;10 or more persons employed;2008 March;104.0;6.5
1822;421 Construction of roads and railways;10 or more persons employed;2008 1st quarter;83.0;5.1
1823;421 Construction of roads and railways;10 or more persons employed;2008 April;115.0;19.3
1824;421 Construction of roads and railways;10 or more persons employed;2008 May;119.0;-0.6
1825;421 Construction of roads and railways;10 or more persons employed;2008 June;138.0;8.6
1826;421 Construction of roads and railways;10 or more persons employed;2008 2nd quarter;124.0;8.4
1827;421 Construction of roads and railways;10 or more persons employed;2008 July;103.0;6.7
1828;421 Construction of roads and railways;10 or more persons employed;2008 August;117.0;5.7
1829;421 Construction of roads and railways;10 or more persons employed;2008 September;134.0;8.1
1830;421 Construction of roads and railways;10 or more persons employed;2008 3rd quarter;118.0;6.9
1831;421 Construction of roads and railways;10 or more persons employed;2008 October;136.0;1.3
1832;421 Construction of roads and railways;10 or more persons employed;2008 November;133.0;-3.4
1833;421 Construction of roads and railways;10 or more persons employed;2008 December;200.0;-1.7
1834;421 Construction of roads and railways;10 or more persons employed;2008 4th quarter;156.0;-1.4
1835;421 Construction of roads and railways;10 or more persons employed;2008;120.0;4.1
1836;421 Construction of roads and railways;10 or more persons employed;2009 January;54.0;-1.1
1837;421 Construction of roads and railways;10 or more persons employed;2009 February;77.0;-12.9
1838;421 Construction of roads and railways;10 or more persons employed;2009 March;117.0;12.5
1839;421 Construction of roads and railways;10 or more persons employed;2009 1st quarter;83.0;0.4
1840;421 Construction of roads and railways;10 or more persons employed;2009 April;120.0;4.6
1841;421 Construction of roads and railways;10 or more persons employed;2009 May;118.0;-1.0
1842;421 Construction of roads and railways;10 or more persons employed;2009 June;126.0;-8.5
1843;421 Construction of roads and railways;10 or more persons employed;2009 2nd quarter;121.0;-2.1
1844;421 Construction of roads and railways;10 or more persons employed;2009 July;112.0;8.2
1845;421 Construction of roads and railways;10 or more persons employed;2009 August;117.0;0.7
1846;421 Construction of roads and railways;10 or more persons employed;2009 September;134.0;-0.1
1847;421 Construction of roads and railways;10 or more persons employed;2009 3rd quarter;121.0;2.6
1848;421 Construction of roads and railways;10 or more persons employed;2009 October;141.0;3.3
1849;421 Construction of roads and railways;10 or more persons employed;2009 November;132.0;-0.9
1850;421 Construction of roads and railways;10 or more persons employed;2009 December;184.0;-8.1
1851;421 Construction of roads and railways;10 or more persons employed;2009 4th quarter;152.0;-2.7
1852;421 Construction of roads and railways;10 or more persons employed;2009;119.0;-0.7
1853;421 Construction of roads and railways;10 or more persons employed;2010 January;56.0;2.4
1854;421 Construction of roads and railways;10 or more persons employed;2010 February;68.0;-12.4
1855;421 Construction of roads and railways;10 or more persons employed;2010 March;88.0;-25.3
1856;421 Construction of roads and railways;10 or more persons employed;2010 1st quarter;70.0;-15.2
1857;421 Construction of roads and railways;10 or more persons employed;2010 April;113.0;-6.0
1858;421 Construction of roads and railways;10 or more persons employed;2010 May;109.0;-7.5
1859;421 Construction of roads and railways;10 or more persons employed;2010 June;134.0;6.4
1860;421 Construction of roads and railways;10 or more persons employed;2010 2nd quarter;119.0;-2.2
1861;421 Construction of roads and railways;10 or more persons employed;2010 July;130.0;16.2
1862;421 Construction of roads and railways;10 or more persons employed;2010 August;86.0;-27.0
1863;421 Construction of roads and railways;10 or more persons employed;2010 September;120.0;-10.7
1864;421 Construction of roads and railways;10 or more persons employed;2010 3rd quarter;112.0;-7.7
1865;421 Construction of roads and railways;10 or more persons employed;2010 October;132.0;-6.1
1866;421 Construction of roads and railways;10 or more persons employed;2010 November;146.0;10.8
1867;421 Construction of roads and railways;10 or more persons employed;2010 December;175.0;-4.7
1868;421 Construction of roads and railways;10 or more persons employed;2010 4rd quarter;151.0;-0.7
1869;421 Construction of roads and railways;10 or more persons employed;2010;113.0;-5.4
1870;421 Construction of roads and railways;10 or more persons employed;2011 January;55.0;-0.3
1871;421 Construction of roads and railways;10 or more persons employed;2011 February;82.0;20.6
1872;421 Construction of roads and railways;10 or more persons employed;2011 March;114.0;29.9
1873;421 Construction of roads and railways;10 or more persons employed;2011 1st quarter;84.0;19.0
1874;421 Construction of roads and railways;10 or more persons employed;2011 April;117.0;3.7
1875;421 Construction of roads and railways;10 or more persons employed;2011 May;142.0;30.2
1876;421 Construction of roads and railways;10 or more persons employed;2011 June;124.0;-7.7
1877;421 Construction of roads and railways;10 or more persons employed;2011 2nd quarter;127.0;7.5
1878;421 Construction of roads and railways;10 or more persons employed;2011 July;125.0;-4.2
1879;421 Construction of roads and railways;10 or more persons employed;2011 August;95.0;11.0
1880;421 Construction of roads and railways;10 or more persons employed;2011 September;144.0;19.6
1881;421 Construction of roads and railways;10 or more persons employed;2011 3rd quarter;121.0;8.2
1882;421 Construction of roads and railways;10 or more persons employed;2011 October;143.0;8.2
1883;421 Construction of roads and railways;10 or more persons employed;2011 November;162.0;10.9
1884;421 Construction of roads and railways;10 or more persons employed;2011 December;199.0;13.4
1885;421 Construction of roads and railways;10 or more persons employed;2011 4rd quarter;168.0;11.1
1886;421 Construction of roads and railways;10 or more persons employed;2011;125.0;10.7
1887;421 Construction of roads and railways;10 or more persons employed;2012 January;59.0;6.3
1888;421 Construction of roads and railways;10 or more persons employed;2012 February;84.0;2.9
1889;421 Construction of roads and railways;10 or more persons employed;2012 March;118.0;3.7
1890;421 Construction of roads and railways;10 or more persons employed;2012 1st quarter;87.0;4.0
1891;421 Construction of roads and railways;10 or more persons employed;2012 April;121.0;3.7
1892;421 Construction of roads and railways;10 or more persons employed;2012 May;128.0;-9.8
1893;421 Construction of roads and railways;10 or more persons employed;2012 June;135.0;9.2
1894;421 Construction of roads and railways;10 or more persons employed;2012 2nd quarter;128.0;0.5
1895;421 Construction of roads and railways;10 or more persons employed;2012 July;119.0;-4.8
1896;421 Construction of roads and railways;10 or more persons employed;2012 August;91.0;-4.1
1897;421 Construction of roads and railways;10 or more persons employed;2012 September;156.0;8.8
1898;421 Construction of roads and railways;10 or more persons employed;2012 3rd quarter;122.0;0.8
1899;421 Construction of roads and railways;10 or more persons employed;2012 October;144.0;0.5
1900;421 Construction of roads and railways;10 or more persons employed;2012 November;169.0;4.0
1901;421 Construction of roads and railways;10 or more persons employed;2012 December;179.0;-10.0
1902;421 Construction of roads and railways;10 or more persons employed;2012 4th quarter;164.0;-2.5
1903;421 Construction of roads and railways;10 or more persons employed;2012;125.0;0.1
1904;422 Construction of utility projects;All enterprises;2005 January;62.0;9.5
1905;422 Construction of utility projects;All enterprises;2005 February;67.0;3.2
1906;422 Construction of utility projects;All enterprises;2005 March;72.0;-0.2
1907;422 Construction of utility projects;All enterprises;2005 1st quarter;67.0;3.8
1908;422 Construction of utility projects;All enterprises;2005 April;101.0;9.7
1909;422 Construction of utility projects;All enterprises;2005 May;94.0;6.5
1910;422 Construction of utility projects;All enterprises;2005 June;116.0;15.1
1911;422 Construction of utility projects;All enterprises;2005 2nd quarter;104.0;10.6
1912;422 Construction of utility projects;All enterprises;2005 July;120.0;17.0
1913;422 Construction of utility projects;All enterprises;2005 August;66.0;21.4
1914;422 Construction of utility projects;All enterprises;2005 September;111.0;7.9
1915;422 Construction of utility projects;All enterprises;2005 3rd quarter;99.0;14.3
1916;422 Construction of utility projects;All enterprises;2005 October;114.0;5.0
1917;422 Construction of utility projects;All enterprises;2005 November;130.0;10.1
1918;422 Construction of utility projects;All enterprises;2005 December;147.0;-1.6
1919;422 Construction of utility projects;All enterprises;2005 4th quarter;130.0;4.0
1920;422 Construction of utility projects;All enterprises;2005;100.0;8.1
1921;422 Construction of utility projects;All enterprises;2006 January;57.0;-7.7
1922;422 Construction of utility projects;All enterprises;2006 February;71.0;6.5
1923;422 Construction of utility projects;All enterprises;2006 March;84.0;16.3
1924;422 Construction of utility projects;All enterprises;2006 1st quarter;71.0;5.6
1925;422 Construction of utility projects;All enterprises;2006 April;101.0;-0.1
1926;422 Construction of utility projects;All enterprises;2006 May;113.0;20.4
1927;422 Construction of utility projects;All enterprises;2006 June;124.0;6.4
1928;422 Construction of utility projects;All enterprises;2006 2nd quarter;113.0;8.5
1929;422 Construction of utility projects;All enterprises;2006 July;126.0;5.2
1930;422 Construction of utility projects;All enterprises;2006 August;78.0;17.7
1931;422 Construction of utility projects;All enterprises;2006 September;126.0;13.4
1932;422 Construction of utility projects;All enterprises;2006 3rd quarter;110.0;11.0
1933;422 Construction of utility projects;All enterprises;2006 October;128.0;12.3
1934;422 Construction of utility projects;All enterprises;2006 November;146.0;12.5
1935;422 Construction of utility projects;All enterprises;2006 December;167.0;13.6
1936;422 Construction of utility projects;All enterprises;2006 4th quarter;147.0;12.9
1937;422 Construction of utility projects;All enterprises;2006;110.0;10.1
1938;422 Construction of utility projects;All enterprises;2007 January;71.0;24.2
1939;422 Construction of utility projects;All enterprises;2007 February;83.0;16.9
1940;422 Construction of utility projects;All enterprises;2007 March;93.0;11.1
1941;422 Construction of utility projects;All enterprises;2007 1st quarter;82.0;16.6
1942;422 Construction of utility projects;All enterprises;2007 April;108.0;6.4
1943;422 Construction of utility projects;All enterprises;2007 May;119.0;5.7
1944;422 Construction of utility projects;All enterprises;2007 June;129.0;4.6
1945;422 Construction of utility projects;All enterprises;2007 2nd quarter;119.0;5.5
1946;422 Construction of utility projects;All enterprises;2007 July;123.0;-2.6
1947;422 Construction of utility projects;All enterprises;2007 August;87.0;11.8
1948;422 Construction of utility projects;All enterprises;2007 September;122.0;-3.6
1949;422 Construction of utility projects;All enterprises;2007 3rd quarter;111.0;0.4
1950;422 Construction of utility projects;All enterprises;2007 October;135.0;5.6
1951;422 Construction of utility projects;All enterprises;2007 November;145.0;-0.8
1952;422 Construction of utility projects;All enterprises;2007 December;172.0;3.0
1953;422 Construction of utility projects;All enterprises;2007 4th quarter;151.0;2.5
1954;422 Construction of utility projects;All enterprises;2007;116.0;5.0
1955;422 Construction of utility projects;All enterprises;2008 January;73.0;2.8
1956;422 Construction of utility projects;All enterprises;2008 February;89.0;7.8
1957;422 Construction of utility projects;All enterprises;2008 March;100.0;7.7
1958;422 Construction of utility projects;All enterprises;2008 1st quarter;87.0;6.3
1959;422 Construction of utility projects;All enterprises;2008 April;129.0;19.8
1960;422 Construction of utility projects;All enterprises;2008 May;120.0;0.4
1961;422 Construction of utility projects;All enterprises;2008 June;142.0;9.4
1962;422 Construction of utility projects;All enterprises;2008 2nd quarter;130.0;9.5
1963;422 Construction of utility projects;All enterprises;2008 July;132.0;7.2
1964;422 Construction of utility projects;All enterprises;2008 August;92.0;6.1
1965;422 Construction of utility projects;All enterprises;2008 September;133.0;8.8
1966;422 Construction of utility projects;All enterprises;2008 3rd quarter;119.0;7.5
1967;422 Construction of utility projects;All enterprises;2008 October;138.0;2.4
1968;422 Construction of utility projects;All enterprises;2008 November;142.0;-2.4
1969;422 Construction of utility projects;All enterprises;2008 December;171.0;-0.7
1970;422 Construction of utility projects;All enterprises;2008 4th quarter;150.0;-0.3
1971;422 Construction of utility projects;All enterprises;2008;122.0;5.3
1972;422 Construction of utility projects;All enterprises;2009 January;83.0;14.3
1973;422 Construction of utility projects;All enterprises;2009 February;110.0;23.3
1974;422 Construction of utility projects;All enterprises;2009 March;148.0;48.0
1975;422 Construction of utility projects;All enterprises;2009 1st quarter;114.0;30.2
1976;422 Construction of utility projects;All enterprises;2009 April;147.0;13.6
1977;422 Construction of utility projects;All enterprises;2009 May;133.0;11.0
1978;422 Construction of utility projects;All enterprises;2009 June;159.0;12.5
1979;422 Construction of utility projects;All enterprises;2009 2nd quarter;146.0;12.4
1980;422 Construction of utility projects;All enterprises;2009 July;144.0;9.5
1981;422 Construction of utility projects;All enterprises;2009 August;130.0;40.8
1982;422 Construction of utility projects;All enterprises;2009 September;140.0;5.4
1983;422 Construction of utility projects;All enterprises;2009 3rd quarter;138.0;16.1
1984;422 Construction of utility projects;All enterprises;2009 October;172.0;24.4
1985;422 Construction of utility projects;All enterprises;2009 November;168.0;18.6
1986;422 Construction of utility projects;All enterprises;2009 December;175.0;2.4
1987;422 Construction of utility projects;All enterprises;2009 4th quarter;171.0;14.2
1988;422 Construction of utility projects;All enterprises;2009;142.0;17.1
1989;422 Construction of utility projects;All enterprises;2010 January;75.0;-10.6
1990;422 Construction of utility projects;All enterprises;2010 February;89.0;-19.0
1991;422 Construction of utility projects;All enterprises;2010 March;119.0;-19.3
1992;422 Construction of utility projects;All enterprises;2010 1st quarter;94.0;-17.1
1993;422 Construction of utility projects;All enterprises;2010 April;120.0;-18.5
1994;422 Construction of utility projects;All enterprises;2010 May;111.0;-16.5
1995;422 Construction of utility projects;All enterprises;2010 June;136.0;-14.5
1996;422 Construction of utility projects;All enterprises;2010 2nd quarter;122.0;-16.4
1997;422 Construction of utility projects;All enterprises;2010 July;124.0;-13.8
1998;422 Construction of utility projects;All enterprises;2010 August;94.0;-27.7
1999;422 Construction of utility projects;All enterprises;2010 September;134.0;-3.8
2000;422 Construction of utility projects;All enterprises;2010 3rd quarter;118.0;-14.8
2001;422 Construction of utility projects;All enterprises;2010 October;135.0;-21.4
2002;422 Construction of utility projects;All enterprises;2010 November;154.0;-8.6
2003;422 Construction of utility projects;All enterprises;2010 December;162.0;-7.0
2004;422 Construction of utility projects;All enterprises;2010 4rd quarter;150.0;-12.3
2005;422 Construction of utility projects;All enterprises;2010;121.0;-14.9
2006;422 Construction of utility projects;All enterprises;2011 January;75.0;0.4
2007;422 Construction of utility projects;All enterprises;2011 February;93.0;4.3
2008;422 Construction of utility projects;All enterprises;2011 March;124.0;3.6
2009;422 Construction of utility projects;All enterprises;2011 1st quarter;97.0;3.0
2010;422 Construction of utility projects;All enterprises;2011 April;116.0;-2.6
2011;422 Construction of utility projects;All enterprises;2011 May;125.0;12.2
2012;422 Construction of utility projects;All enterprises;2011 June;122.0;-10.4
2013;422 Construction of utility projects;All enterprises;2011 2nd quarter;121.0;-1.0
2014;422 Construction of utility projects;All enterprises;2011 July;113.0;-9.6
2015;422 Construction of utility projects;All enterprises;2011 August;95.0;1.3
2016;422 Construction of utility projects;All enterprises;2011 September;133.0;-0.8
2017;422 Construction of utility projects;All enterprises;2011 3rd quarter;114.0;-3.4
2018;422 Construction of utility projects;All enterprises;2011 October;130.0;-3.8
2019;422 Construction of utility projects;All enterprises;2011 November;148.0;-3.7
2020;422 Construction of utility projects;All enterprises;2011 December;171.0;5.1
2021;422 Construction of utility projects;All enterprises;2011 4rd quarter;150.0;-0.6
2022;422 Construction of utility projects;All enterprises;2011;120.0;-0.7
2023;422 Construction of utility projects;All enterprises;2012 January;75.0;0.5
2024;422 Construction of utility projects;All enterprises;2012 February;95.0;1.8
2025;422 Construction of utility projects;All enterprises;2012 March;121.0;-1.9
2026;422 Construction of utility projects;All enterprises;2012 1st quarter;97.0;-0.1
2027;422 Construction of utility projects;All enterprises;2012 April;117.0;0.5
2028;422 Construction of utility projects;All enterprises;2012 May;134.0;7.2
2029;422 Construction of utility projects;All enterprises;2012 June;144.0;17.8
2030;422 Construction of utility projects;All enterprises;2012 2nd quarter;131.0;8.6
2031;422 Construction of utility projects;All enterprises;2012 July;122.0;8.3
2032;422 Construction of utility projects;All enterprises;2012 August;108.0;13.9
2033;422 Construction of utility projects;All enterprises;2012 September;125.0;-6.3
2034;422 Construction of utility projects;All enterprises;2012 3rd quarter;118.0;4.1
2035;422 Construction of utility projects;All enterprises;2012 October;158.0;21.6
2036;422 Construction of utility projects;All enterprises;2012 November;169.0;14.4
2037;422 Construction of utility projects;All enterprises;2012 December;171.0;0.4
2038;422 Construction of utility projects;All enterprises;2012 4th quarter;166.0;11.1
2039;422 Construction of utility projects;All enterprises;2012;128.0;6.6
2040;422 Construction of utility projects;10 or more persons employed;2005 January;63.0;10.0
2041;422 Construction of utility projects;10 or more persons employed;2005 February;67.0;3.6
2042;422 Construction of utility projects;10 or more persons employed;2005 March;71.0;-0.1
2043;422 Construction of utility projects;10 or more persons employed;2005 1st quarter;67.0;4.1
2044;422 Construction of utility projects;10 or more persons employed;2005 April;102.0;9.8
2045;422 Construction of utility projects;10 or more persons employed;2005 May;94.0;6.6
2046;422 Construction of utility projects;10 or more persons employed;2005 June;116.0;14.9
2047;422 Construction of utility projects;10 or more persons employed;2005 2nd quarter;104.0;10.7
2048;422 Construction of utility projects;10 or more persons employed;2005 July;121.0;17.1
2049;422 Construction of utility projects;10 or more persons employed;2005 August;66.0;21.8
2050;422 Construction of utility projects;10 or more persons employed;2005 September;111.0;7.5
2051;422 Construction of utility projects;10 or more persons employed;2005 3rd quarter;99.0;14.3
2052;422 Construction of utility projects;10 or more persons employed;2005 October;113.0;4.5
2053;422 Construction of utility projects;10 or more persons employed;2005 November;131.0;10.4
2054;422 Construction of utility projects;10 or more persons employed;2005 December;146.0;-2.3
2055;422 Construction of utility projects;10 or more persons employed;2005 4th quarter;130.0;3.6
2056;422 Construction of utility projects;10 or more persons employed;2005;100.0;8.0
2057;422 Construction of utility projects;10 or more persons employed;2006 January;57.0;-8.6
2058;422 Construction of utility projects;10 or more persons employed;2006 February;71.0;6.3
2059;422 Construction of utility projects;10 or more persons employed;2006 March;83.0;16.2
2060;422 Construction of utility projects;10 or more persons employed;2006 1st quarter;70.0;5.1
2061;422 Construction of utility projects;10 or more persons employed;2006 April;101.0;-0.2
2062;422 Construction of utility projects;10 or more persons employed;2006 May;112.0;20.0
2063;422 Construction of utility projects;10 or more persons employed;2006 June;123.0;6.2
2064;422 Construction of utility projects;10 or more persons employed;2006 2nd quarter;112.0;8.3
2065;422 Construction of utility projects;10 or more persons employed;2006 July;127.0;5.0
2066;422 Construction of utility projects;10 or more persons employed;2006 August;78.0;17.6
2067;422 Construction of utility projects;10 or more persons employed;2006 September;126.0;13.4
2068;422 Construction of utility projects;10 or more persons employed;2006 3rd quarter;110.0;10.9
2069;422 Construction of utility projects;10 or more persons employed;2006 October;127.0;12.2
2070;422 Construction of utility projects;10 or more persons employed;2006 November;146.0;12.1
2071;422 Construction of utility projects;10 or more persons employed;2006 December;166.0;13.6
2072;422 Construction of utility projects;10 or more persons employed;2006 4th quarter;147.0;12.7
2073;422 Construction of utility projects;10 or more persons employed;2006;110.0;9.8
2074;422 Construction of utility projects;10 or more persons employed;2007 January;71.0;24.5
2075;422 Construction of utility projects;10 or more persons employed;2007 February;82.0;16.3
2076;422 Construction of utility projects;10 or more persons employed;2007 March;91.0;10.1
2077;422 Construction of utility projects;10 or more persons employed;2007 1st quarter;82.0;16.1
2078;422 Construction of utility projects;10 or more persons employed;2007 April;107.0;5.7
2079;422 Construction of utility projects;10 or more persons employed;2007 May;119.0;5.6
2080;422 Construction of utility projects;10 or more persons employed;2007 June;128.0;4.3
2081;422 Construction of utility projects;10 or more persons employed;2007 2nd quarter;118.0;5.2
2082;422 Construction of utility projects;10 or more persons employed;2007 July;122.0;-3.4
2083;422 Construction of utility projects;10 or more persons employed;2007 August;87.0;11.3
2084;422 Construction of utility projects;10 or more persons employed;2007 September;121.0;-4.2
2085;422 Construction of utility projects;10 or more persons employed;2007 3rd quarter;110.0;-0.2
2086;422 Construction of utility projects;10 or more persons employed;2007 October;134.0;5.4
2087;422 Construction of utility projects;10 or more persons employed;2007 November;145.0;-1.1
2088;422 Construction of utility projects;10 or more persons employed;2007 December;172.0;3.1
2089;422 Construction of utility projects;10 or more persons employed;2007 4th quarter;150.0;2.4
2090;422 Construction of utility projects;10 or more persons employed;2007;115.0;4.6
2091;422 Construction of utility projects;10 or more persons employed;2008 January;72.0;1.3
2092;422 Construction of utility projects;10 or more persons employed;2008 February;88.0;6.4
2093;422 Construction of utility projects;10 or more persons employed;2008 March;97.0;6.9
2094;422 Construction of utility projects;10 or more persons employed;2008 1st quarter;86.0;5.1
2095;422 Construction of utility projects;10 or more persons employed;2008 April;128.0;19.7
2096;422 Construction of utility projects;10 or more persons employed;2008 May;118.0;-0.3
2097;422 Construction of utility projects;10 or more persons employed;2008 June;140.0;8.9
2098;422 Construction of utility projects;10 or more persons employed;2008 2nd quarter;129.0;9.1
2099;422 Construction of utility projects;10 or more persons employed;2008 July;131.0;7.0
2100;422 Construction of utility projects;10 or more persons employed;2008 August;92.0;6.0
2101;422 Construction of utility projects;10 or more persons employed;2008 September;131.0;8.4
2102;422 Construction of utility projects;10 or more persons employed;2008 3rd quarter;118.0;7.3
2103;422 Construction of utility projects;10 or more persons employed;2008 October;136.0;1.6
2104;422 Construction of utility projects;10 or more persons employed;2008 November;140.0;-3.1
2105;422 Construction of utility projects;10 or more persons employed;2008 December;169.0;-1.4
2106;422 Construction of utility projects;10 or more persons employed;2008 4th quarter;149.0;-1.0
2107;422 Construction of utility projects;10 or more persons employed;2008;120.0;4.6
2108;422 Construction of utility projects;10 or more persons employed;2009 January;81.0;12.7
2109;422 Construction of utility projects;10 or more persons employed;2009 February;109.0;23.9
2110;422 Construction of utility projects;10 or more persons employed;2009 March;146.0;49.8
2111;422 Construction of utility projects;10 or more persons employed;2009 1st quarter;112.0;30.6
2112;422 Construction of utility projects;10 or more persons employed;2009 April;144.0;12.5
2113;422 Construction of utility projects;10 or more persons employed;2009 May;131.0;10.3
2114;422 Construction of utility projects;10 or more persons employed;2009 June;156.0;11.7
2115;422 Construction of utility projects;10 or more persons employed;2009 2nd quarter;144.0;11.5
2116;422 Construction of utility projects;10 or more persons employed;2009 July;141.0;8.0
2117;422 Construction of utility projects;10 or more persons employed;2009 August;128.0;39.2
2118;422 Construction of utility projects;10 or more persons employed;2009 September;136.0;4.0
2119;422 Construction of utility projects;10 or more persons employed;2009 3rd quarter;135.0;14.6
2120;422 Construction of utility projects;10 or more persons employed;2009 October;167.0;22.2
2121;422 Construction of utility projects;10 or more persons employed;2009 November;165.0;17.8
2122;422 Construction of utility projects;10 or more persons employed;2009 December;168.0;-1.0
2123;422 Construction of utility projects;10 or more persons employed;2009 4th quarter;167.0;12.0
2124;422 Construction of utility projects;10 or more persons employed;2009;139.0;15.8
2125;422 Construction of utility projects;10 or more persons employed;2010 January;74.0;-8.6
2126;422 Construction of utility projects;10 or more persons employed;2010 February;89.0;-18.3
2127;422 Construction of utility projects;10 or more persons employed;2010 March;117.0;-19.9
2128;422 Construction of utility projects;10 or more persons employed;2010 1st quarter;93.0;-16.6
2129;422 Construction of utility projects;10 or more persons employed;2010 April;117.0;-18.7
2130;422 Construction of utility projects;10 or more persons employed;2010 May;108.0;-17.6
2131;422 Construction of utility projects;10 or more persons employed;2010 June;133.0;-14.5
2132;422 Construction of utility projects;10 or more persons employed;2010 2nd quarter;119.0;-16.8
2133;422 Construction of utility projects;10 or more persons employed;2010 July;121.0;-14.4
2134;422 Construction of utility projects;10 or more persons employed;2010 August;91.0;-29.0
2135;422 Construction of utility projects;10 or more persons employed;2010 September;130.0;-4.1
2136;422 Construction of utility projects;10 or more persons employed;2010 3rd quarter;114.0;-15.6
2137;422 Construction of utility projects;10 or more persons employed;2010 October;132.0;-20.6
2138;422 Construction of utility projects;10 or more persons employed;2010 November;150.0;-9.3
2139;422 Construction of utility projects;10 or more persons employed;2010 December;160.0;-4.3
2140;422 Construction of utility projects;10 or more persons employed;2010 4rd quarter;148.0;-11.4
2141;422 Construction of utility projects;10 or more persons employed;2010;119.0;-14.9
2142;422 Construction of utility projects;10 or more persons employed;2011 January;71.0;-4.8
2143;422 Construction of utility projects;10 or more persons employed;2011 February;89.0;0.2
2144;422 Construction of utility projects;10 or more persons employed;2011 March;119.0;1.9
2145;422 Construction of utility projects;10 or more persons employed;2011 1st quarter;93.0;-0.4
2146;422 Construction of utility projects;10 or more persons employed;2011 April;112.0;-4.7
2147;422 Construction of utility projects;10 or more persons employed;2011 May;121.0;11.9
2148;422 Construction of utility projects;10 or more persons employed;2011 June;116.0;-12.9
2149;422 Construction of utility projects;10 or more persons employed;2011 2nd quarter;116.0;-2.7
2150;422 Construction of utility projects;10 or more persons employed;2011 July;106.0;-12.3
2151;422 Construction of utility projects;10 or more persons employed;2011 August;92.0;0.9
2152;422 Construction of utility projects;10 or more persons employed;2011 September;129.0;-0.9
2153;422 Construction of utility projects;10 or more persons employed;2011 3rd quarter;109.0;-4.4
2154;422 Construction of utility projects;10 or more persons employed;2011 October;124.0;-6.2
2155;422 Construction of utility projects;10 or more persons employed;2011 November;143.0;-5.0
2156;422 Construction of utility projects;10 or more persons employed;2011 December;168.0;5.0
2157;422 Construction of utility projects;10 or more persons employed;2011 4rd quarter;145.0;-1.7
2158;422 Construction of utility projects;10 or more persons employed;2011;116.0;-2.4
2159;422 Construction of utility projects;10 or more persons employed;2012 January;71.0;0.8
2160;422 Construction of utility projects;10 or more persons employed;2012 February;91.0;2.8
2161;422 Construction of utility projects;10 or more persons employed;2012 March;115.0;-3.8
2162;422 Construction of utility projects;10 or more persons employed;2012 1st quarter;92.0;-0.5
2163;422 Construction of utility projects;10 or more persons employed;2012 April;111.0;-0.5
2164;422 Construction of utility projects;10 or more persons employed;2012 May;130.0;7.5
2165;422 Construction of utility projects;10 or more persons employed;2012 June;139.0;20.1
2166;422 Construction of utility projects;10 or more persons employed;2012 2nd quarter;127.0;9.1
2167;422 Construction of utility projects;10 or more persons employed;2012 July;116.0;8.9
2168;422 Construction of utility projects;10 or more persons employed;2012 August;107.0;16.7
2169;422 Construction of utility projects;10 or more persons employed;2012 September;118.0;-8.7
2170;422 Construction of utility projects;10 or more persons employed;2012 3rd quarter;114.0;4.1
2171;422 Construction of utility projects;10 or more persons employed;2012 October;154.0;23.9
2172;422 Construction of utility projects;10 or more persons employed;2012 November;165.0;15.5
2173;422 Construction of utility projects;10 or more persons employed;2012 December;169.0;0.1
