ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
6535;Total male and female;1 year;Peruvian;2015;0.0
6536;Total male and female;1 year;Peruvian;2016;2.0
6537;Total male and female;1 year;Peruvian;2017;3.0
6538;Total male and female;1 year;Peruvian;2018;1.0
6539;Total male and female;1 year;Peruvian;2019;2.0
6540;Total male and female;1 year;Peruvian;2020;4.0
6541;Total male and female;1 year;Peruvian;2021;6.0
6542;Total male and female;1 year;Peruvian;2022;3.0
6543;Total male and female;1 year;Peruvian;2023;2.0
6544;Total male and female;1 year;Peruvian;2024;4.0
6545;Total male and female;1 year;Philippine;2014;25.0
6546;Total male and female;1 year;Philippine;2015;16.0
6547;Total male and female;1 year;Philippine;2016;16.0
6548;Total male and female;1 year;Philippine;2017;21.0
6549;Total male and female;1 year;Philippine;2018;23.0
6550;Total male and female;1 year;Philippine;2019;20.0
6551;Total male and female;1 year;Philippine;2020;13.0
6552;Total male and female;1 year;Philippine;2021;24.0
6553;Total male and female;1 year;Philippine;2022;21.0
6554;Total male and female;1 year;Philippine;2023;27.0
6555;Total male and female;1 year;Philippine;2024;22.0
6556;Total male and female;1 year;Polish;2014;1583.0
6557;Total male and female;1 year;Polish;2015;1742.0
6558;Total male and female;1 year;Polish;2016;2018.0
6559;Total male and female;1 year;Polish;2017;2153.0
6560;Total male and female;1 year;Polish;2018;2285.0
6561;Total male and female;1 year;Polish;2019;2604.0
6562;Total male and female;1 year;Polish;2020;2655.0
6563;Total male and female;1 year;Polish;2021;2575.0
6564;Total male and female;1 year;Polish;2022;2464.0
6565;Total male and female;1 year;Polish;2023;2443.0
6566;Total male and female;1 year;Polish;2024;2188.0
6567;Total male and female;1 year;Portuguese;2014;131.0
6568;Total male and female;1 year;Portuguese;2015;140.0
6569;Total male and female;1 year;Portuguese;2016;151.0
6570;Total male and female;1 year;Portuguese;2017;181.0
6571;Total male and female;1 year;Portuguese;2018;177.0
6572;Total male and female;1 year;Portuguese;2019;170.0
6573;Total male and female;1 year;Portuguese;2020;199.0
6574;Total male and female;1 year;Portuguese;2021;165.0
6575;Total male and female;1 year;Portuguese;2022;188.0
6576;Total male and female;1 year;Portuguese;2023;194.0
6577;Total male and female;1 year;Portuguese;2024;258.0
6578;Total male and female;1 year;Qatari;2014;0.0
6579;Total male and female;1 year;Qatari;2015;0.0
6580;Total male and female;1 year;Qatari;2016;0.0
6581;Total male and female;1 year;Qatari;2017;0.0
6582;Total male and female;1 year;Qatari;2018;0.0
6583;Total male and female;1 year;Qatari;2019;0.0
6584;Total male and female;1 year;Qatari;2020;0.0
6585;Total male and female;1 year;Qatari;2021;0.0
6586;Total male and female;1 year;Qatari;2022;0.0
6587;Total male and female;1 year;Qatari;2023;0.0
6588;Total male and female;1 year;Qatari;2024;0.0
6589;Total male and female;1 year;Romanian;2014;88.0
6590;Total male and female;1 year;Romanian;2015;122.0
6591;Total male and female;1 year;Romanian;2016;117.0
6592;Total male and female;1 year;Romanian;2017;172.0
6593;Total male and female;1 year;Romanian;2018;185.0
6594;Total male and female;1 year;Romanian;2019;243.0
6595;Total male and female;1 year;Romanian;2020;303.0
6596;Total male and female;1 year;Romanian;2021;346.0
6597;Total male and female;1 year;Romanian;2022;352.0
6598;Total male and female;1 year;Romanian;2023;484.0
6599;Total male and female;1 year;Romanian;2024;484.0
6600;Total male and female;1 year;Russian;2014;73.0
6601;Total male and female;1 year;Russian;2015;68.0
6602;Total male and female;1 year;Russian;2016;87.0
6603;Total male and female;1 year;Russian;2017;117.0
6604;Total male and female;1 year;Russian;2018;112.0
6605;Total male and female;1 year;Russian;2019;157.0
6606;Total male and female;1 year;Russian;2020;154.0
6607;Total male and female;1 year;Russian;2021;130.0
6608;Total male and female;1 year;Russian;2022;129.0
6609;Total male and female;1 year;Russian;2023;162.0
6610;Total male and female;1 year;Russian;2024;180.0
6611;Total male and female;1 year;Rwandan;2014;1.0
6612;Total male and female;1 year;Rwandan;2015;2.0
6613;Total male and female;1 year;Rwandan;2016;0.0
6614;Total male and female;1 year;Rwandan;2017;1.0
6615;Total male and female;1 year;Rwandan;2018;1.0
6616;Total male and female;1 year;Rwandan;2019;4.0
6617;Total male and female;1 year;Rwandan;2020;7.0
6618;Total male and female;1 year;Rwandan;2021;4.0
6619;Total male and female;1 year;Rwandan;2022;3.0
6620;Total male and female;1 year;Rwandan;2023;5.0
6621;Total male and female;1 year;Rwandan;2024;3.0
6622;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2014;0.0
6623;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2015;0.0
6624;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2016;0.0
6625;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2017;0.0
6626;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2018;0.0
6627;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2019;0.0
6628;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2020;0.0
6629;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2021;0.0
6630;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2022;0.0
6631;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2023;0.0
6632;Total male and female;1 year;Citizen of Saint Kitts-Nevis;2024;0.0
6633;Total male and female;1 year;Saint Lucian;2014;0.0
6634;Total male and female;1 year;Saint Lucian;2015;0.0
6635;Total male and female;1 year;Saint Lucian;2016;0.0
6636;Total male and female;1 year;Saint Lucian;2017;0.0
6637;Total male and female;1 year;Saint Lucian;2018;0.0
6638;Total male and female;1 year;Saint Lucian;2019;0.0
6639;Total male and female;1 year;Saint Lucian;2020;0.0
6640;Total male and female;1 year;Saint Lucian;2021;0.0
6641;Total male and female;1 year;Saint Lucian;2022;0.0
6642;Total male and female;1 year;Saint Lucian;2023;0.0
6643;Total male and female;1 year;Saint Lucian;2024;0.0
6644;Total male and female;1 year;Salvadorean;2014;0.0
6645;Total male and female;1 year;Salvadorean;2015;0.0
6646;Total male and female;1 year;Salvadorean;2016;0.0
6647;Total male and female;1 year;Salvadorean;2017;0.0
6648;Total male and female;1 year;Salvadorean;2018;0.0
6649;Total male and female;1 year;Salvadorean;2019;1.0
6650;Total male and female;1 year;Salvadorean;2020;1.0
6651;Total male and female;1 year;Salvadorean;2021;0.0
6652;Total male and female;1 year;Salvadorean;2022;5.0
6653;Total male and female;1 year;Salvadorean;2023;6.0
6654;Total male and female;1 year;Salvadorean;2024;3.0
6655;Total male and female;1 year;Samoan;2014;0.0
6656;Total male and female;1 year;Samoan;2015;1.0
6657;Total male and female;1 year;Samoan;2016;0.0
6658;Total male and female;1 year;Samoan;2017;0.0
6659;Total male and female;1 year;Samoan;2018;0.0
6660;Total male and female;1 year;Samoan;2019;0.0
6661;Total male and female;1 year;Samoan;2020;0.0
6662;Total male and female;1 year;Samoan;2021;0.0
6663;Total male and female;1 year;Samoan;2022;0.0
6664;Total male and female;1 year;Samoan;2023;0.0
6665;Total male and female;1 year;Samoan;2024;1.0
6666;Total male and female;1 year;San Marinese;2014;0.0
6667;Total male and female;1 year;San Marinese;2015;0.0
6668;Total male and female;1 year;San Marinese;2016;0.0
6669;Total male and female;1 year;San Marinese;2017;0.0
6670;Total male and female;1 year;San Marinese;2018;0.0
6671;Total male and female;1 year;San Marinese;2019;0.0
6672;Total male and female;1 year;San Marinese;2020;0.0
6673;Total male and female;1 year;San Marinese;2021;0.0
6674;Total male and female;1 year;San Marinese;2022;0.0
6675;Total male and female;1 year;San Marinese;2023;0.0
6676;Total male and female;1 year;San Marinese;2024;0.0
6677;Total male and female;1 year;Citizen of Sao Tomé and Principe;2014;0.0
6678;Total male and female;1 year;Citizen of Sao Tomé and Principe;2015;1.0
6679;Total male and female;1 year;Citizen of Sao Tomé and Principe;2016;0.0
6680;Total male and female;1 year;Citizen of Sao Tomé and Principe;2017;0.0
6681;Total male and female;1 year;Citizen of Sao Tomé and Principe;2018;0.0
6682;Total male and female;1 year;Citizen of Sao Tomé and Principe;2019;0.0
6683;Total male and female;1 year;Citizen of Sao Tomé and Principe;2020;0.0
6684;Total male and female;1 year;Citizen of Sao Tomé and Principe;2021;0.0
6685;Total male and female;1 year;Citizen of Sao Tomé and Principe;2022;0.0
6686;Total male and female;1 year;Citizen of Sao Tomé and Principe;2023;0.0
6687;Total male and female;1 year;Citizen of Sao Tomé and Principe;2024;0.0
6688;Total male and female;1 year;Saudi Arabian;2014;8.0
6689;Total male and female;1 year;Saudi Arabian;2015;7.0
6690;Total male and female;1 year;Saudi Arabian;2016;13.0
6691;Total male and female;1 year;Saudi Arabian;2017;13.0
6692;Total male and female;1 year;Saudi Arabian;2018;20.0
6693;Total male and female;1 year;Saudi Arabian;2019;13.0
6694;Total male and female;1 year;Saudi Arabian;2020;11.0
6695;Total male and female;1 year;Saudi Arabian;2021;12.0
6696;Total male and female;1 year;Saudi Arabian;2022;10.0
6697;Total male and female;1 year;Saudi Arabian;2023;10.0
6698;Total male and female;1 year;Saudi Arabian;2024;8.0
6699;Total male and female;1 year;Senegalese;2014;1.0
6700;Total male and female;1 year;Senegalese;2015;1.0
6701;Total male and female;1 year;Senegalese;2016;0.0
6702;Total male and female;1 year;Senegalese;2017;1.0
6703;Total male and female;1 year;Senegalese;2018;1.0
6704;Total male and female;1 year;Senegalese;2019;0.0
6705;Total male and female;1 year;Senegalese;2020;5.0
6706;Total male and female;1 year;Senegalese;2021;1.0
6707;Total male and female;1 year;Senegalese;2022;0.0
6708;Total male and female;1 year;Senegalese;2023;4.0
6709;Total male and female;1 year;Senegalese;2024;3.0
6710;Total male and female;1 year;Citizen of Serbia;2014;23.0
6711;Total male and female;1 year;Citizen of Serbia;2015;23.0
6712;Total male and female;1 year;Citizen of Serbia;2016;23.0
6713;Total male and female;1 year;Citizen of Serbia;2017;25.0
6714;Total male and female;1 year;Citizen of Serbia;2018;29.0
6715;Total male and female;1 year;Citizen of Serbia;2019;31.0
6716;Total male and female;1 year;Citizen of Serbia;2020;40.0
6717;Total male and female;1 year;Citizen of Serbia;2021;28.0
6718;Total male and female;1 year;Citizen of Serbia;2022;31.0
6719;Total male and female;1 year;Citizen of Serbia;2023;37.0
6720;Total male and female;1 year;Citizen of Serbia;2024;21.0
6721;Total male and female;1 year;Citizen of Serbia and Montenegro;2014;0.0
6722;Total male and female;1 year;Citizen of Serbia and Montenegro;2015;0.0
6723;Total male and female;1 year;Citizen of Serbia and Montenegro;2016;0.0
6724;Total male and female;1 year;Citizen of Serbia and Montenegro;2017;0.0
6725;Total male and female;1 year;Citizen of Serbia and Montenegro;2018;0.0
6726;Total male and female;1 year;Citizen of Serbia and Montenegro;2019;0.0
6727;Total male and female;1 year;Citizen of Serbia and Montenegro;2020;0.0
6728;Total male and female;1 year;Citizen of Serbia and Montenegro;2021;0.0
6729;Total male and female;1 year;Citizen of Serbia and Montenegro;2022;0.0
6730;Total male and female;1 year;Citizen of Serbia and Montenegro;2023;0.0
6731;Total male and female;1 year;Citizen of Serbia and Montenegro;2024;0.0
6732;Total male and female;1 year;Seychellois;2014;0.0
6733;Total male and female;1 year;Seychellois;2015;0.0
6734;Total male and female;1 year;Seychellois;2016;0.0
6735;Total male and female;1 year;Seychellois;2017;0.0
6736;Total male and female;1 year;Seychellois;2018;0.0
6737;Total male and female;1 year;Seychellois;2019;0.0
6738;Total male and female;1 year;Seychellois;2020;0.0
6739;Total male and female;1 year;Seychellois;2021;0.0
6740;Total male and female;1 year;Seychellois;2022;0.0
6741;Total male and female;1 year;Seychellois;2023;0.0
6742;Total male and female;1 year;Seychellois;2024;1.0
6743;Total male and female;1 year;Sierra Leonan;2014;16.0
6744;Total male and female;1 year;Sierra Leonan;2015;12.0
6745;Total male and female;1 year;Sierra Leonan;2016;12.0
6746;Total male and female;1 year;Sierra Leonan;2017;17.0
6747;Total male and female;1 year;Sierra Leonan;2018;8.0
6748;Total male and female;1 year;Sierra Leonan;2019;17.0
6749;Total male and female;1 year;Sierra Leonan;2020;11.0
6750;Total male and female;1 year;Sierra Leonan;2021;20.0
6751;Total male and female;1 year;Sierra Leonan;2022;15.0
6752;Total male and female;1 year;Sierra Leonan;2023;10.0
6753;Total male and female;1 year;Sierra Leonan;2024;16.0
6754;Total male and female;1 year;Singaporean;2014;0.0
6755;Total male and female;1 year;Singaporean;2015;6.0
6756;Total male and female;1 year;Singaporean;2016;5.0
6757;Total male and female;1 year;Singaporean;2017;4.0
6758;Total male and female;1 year;Singaporean;2018;10.0
6759;Total male and female;1 year;Singaporean;2019;2.0
6760;Total male and female;1 year;Singaporean;2020;3.0
6761;Total male and female;1 year;Singaporean;2021;0.0
6762;Total male and female;1 year;Singaporean;2022;5.0
6763;Total male and female;1 year;Singaporean;2023;6.0
6764;Total male and female;1 year;Singaporean;2024;2.0
6765;Total male and female;1 year;Slovak;2014;44.0
6766;Total male and female;1 year;Slovak;2015;68.0
6767;Total male and female;1 year;Slovak;2016;55.0
6768;Total male and female;1 year;Slovak;2017;55.0
6769;Total male and female;1 year;Slovak;2018;81.0
6770;Total male and female;1 year;Slovak;2019;86.0
6771;Total male and female;1 year;Slovak;2020;90.0
6772;Total male and female;1 year;Slovak;2021;84.0
6773;Total male and female;1 year;Slovak;2022;92.0
6774;Total male and female;1 year;Slovak;2023;102.0
6775;Total male and female;1 year;Slovak;2024;96.0
6776;Total male and female;1 year;Slovenian;2014;8.0
6777;Total male and female;1 year;Slovenian;2015;4.0
6778;Total male and female;1 year;Slovenian;2016;4.0
6779;Total male and female;1 year;Slovenian;2017;14.0
6780;Total male and female;1 year;Slovenian;2018;13.0
6781;Total male and female;1 year;Slovenian;2019;12.0
6782;Total male and female;1 year;Slovenian;2020;14.0
6783;Total male and female;1 year;Slovenian;2021;8.0
6784;Total male and female;1 year;Slovenian;2022;10.0
6785;Total male and female;1 year;Slovenian;2023;15.0
6786;Total male and female;1 year;Slovenian;2024;8.0
6787;Total male and female;1 year;Citizen of the Solomon Islands;2014;0.0
6788;Total male and female;1 year;Citizen of the Solomon Islands;2015;0.0
6789;Total male and female;1 year;Citizen of the Solomon Islands;2016;0.0
6790;Total male and female;1 year;Citizen of the Solomon Islands;2017;0.0
6791;Total male and female;1 year;Citizen of the Solomon Islands;2018;0.0
6792;Total male and female;1 year;Citizen of the Solomon Islands;2019;0.0
6793;Total male and female;1 year;Citizen of the Solomon Islands;2020;0.0
6794;Total male and female;1 year;Citizen of the Solomon Islands;2021;0.0
6795;Total male and female;1 year;Citizen of the Solomon Islands;2022;0.0
6796;Total male and female;1 year;Citizen of the Solomon Islands;2023;0.0
6797;Total male and female;1 year;Citizen of the Solomon Islands;2024;0.0
6798;Total male and female;1 year;Somali;2014;7.0
6799;Total male and female;1 year;Somali;2015;24.0
6800;Total male and female;1 year;Somali;2016;33.0
6801;Total male and female;1 year;Somali;2017;42.0
6802;Total male and female;1 year;Somali;2018;38.0
6803;Total male and female;1 year;Somali;2019;42.0
6804;Total male and female;1 year;Somali;2020;32.0
6805;Total male and female;1 year;Somali;2021;31.0
6806;Total male and female;1 year;Somali;2022;13.0
6807;Total male and female;1 year;Somali;2023;25.0
6808;Total male and female;1 year;Somali;2024;38.0
6809;Total male and female;1 year;South African;2014;20.0
6810;Total male and female;1 year;South African;2015;16.0
6811;Total male and female;1 year;South African;2016;17.0
6812;Total male and female;1 year;South African;2017;28.0
6813;Total male and female;1 year;South African;2018;29.0
6814;Total male and female;1 year;South African;2019;39.0
6815;Total male and female;1 year;South African;2020;68.0
6816;Total male and female;1 year;South African;2021;83.0
6817;Total male and female;1 year;South African;2022;118.0
6818;Total male and female;1 year;South African;2023;171.0
6819;Total male and female;1 year;South African;2024;205.0
