ID;BedrijfsklassenSBI93;Beroepsbevolking;Perioden;TotaleGroep_1;JaTotaal_2;JaRegelmatig_3;JaSoms_4;Nee_5;JaTotaal_6;JaRegelmatig_7;JaSoms_8;Nee_9;JaTotaal_10;JaRegelmatig_11;JaSoms_12;Nee_13;JaTotaal_14;JaRegelmatig_15;JaSoms_16;Nee_17;JaTotaal_18;JaRegelmatig_19;JaSoms_20;Nee_21;JaTotaal_22;JaRegelmatig_23;JaSoms_24;Nee_25;JaTotaal_26;JaRegelmatig_27;JaSoms_28;Nee_29;TotaleGroep100_30;JaTotaal_31;JaRegelmatig_32;JaSoms_33;Nee_34;JaTotaal_35;JaRegelmatig_36;JaSoms_37;Nee_38;JaTotaal_39;JaRegelmatig_40;JaSoms_41;Nee_42;JaTotaal_43;JaRegelmatig_44;JaSoms_45;Nee_46;JaTotaal_47;JaRegelmatig_48;JaSoms_49;Nee_50;JaTotaal_51;JaRegelmatig_52;JaSoms_53;Nee_54;JaTotaal_55;JaRegelmatig_56;JaSoms_57;Nee_58
244;8;Werkzame beroepsbevolking ;2001 voor revisie;81.0;28.0;15.0;14.0;59.0;47.0;23.0;24.0;34.0;27.0;17.0;10.0;60.0;19.0;13.0;6.0;69.0;16.0;8.0;9.0;70.0;29.0;14.0;15.0;57.0;71.0;46.0;25.0;17.0;81.0;35.0;18.0;17.0;73.0;58.0;29.0;29.0;42.0;34.0;21.0;12.0;74.0;23.0;16.0;7.0;85.0;20.0;10.0;11.0;86.0;36.0;17.0;19.0;71.0;87.0;57.0;30.0;20.0
245;8;Werkzame beroepsbevolking ;2001 na revisie;76.0;30.0;16.0;14.0;59.0;44.0;21.0;23.0;32.0;28.0;18.0;10.0;61.0;19.0;14.0;6.0;70.0;17.0;9.0;9.0;70.0;30.0;14.0;15.0;58.0;72.0;47.0;25.0;17.0;76.0;39.0;21.0;18.0;77.0;58.0;28.0;30.0;41.0;37.0;24.0;13.0;80.0;25.0;18.0;8.0;91.0;22.0;11.0;11.0;92.0;39.0;19.0;20.0;76.0;94.0;61.0;33.0;23.0
246;8;Werkzame beroepsbevolking ;2002;73.0;31.0;14.0;17.0;55.0;41.0;19.0;23.0;32.0;27.0;17.0;11.0;59.0;22.0;13.0;9.0;64.0;14.0;8.0;7.0;68.0;28.0;14.0;14.0;56.0;72.0;51.0;21.0;13.0;73.0;42.0;19.0;24.0;75.0;56.0;25.0;31.0;43.0;37.0;23.0;14.0;80.0;30.0;18.0;12.0;87.0;20.0;10.0;9.0;92.0;38.0;20.0;18.0;77.0;99.0;70.0;29.0;18.0
247;8;Werkzame beroepsbevolking ;2003;78.0;21.0;10.0;11.0;57.0;47.0;22.0;25.0;30.0;;;;;;;;;;;;;23.0;11.0;11.0;55.0;64.0;50.0;14.0;15.0;78.0;28.0;13.0;15.0;74.0;60.0;28.0;32.0;39.0;8.0;4.0;3.0;22.0;6.0;3.0;3.0;24.0;3.0;;2.0;27.0;29.0;15.0;14.0;71.0;82.0;64.0;18.0;19.0
248;8;Werkzame beroepsbevolking ;2004;80.0;24.0;14.0;11.0;62.0;50.0;21.0;29.0;29.0;;;;;;;;;;;;;27.0;14.0;12.0;60.0;74.0;57.0;17.0;13.0;80.0;30.0;17.0;13.0;78.0;63.0;26.0;37.0;37.0;;;;;;;;;;;;;33.0;18.0;15.0;74.0;92.0;71.0;21.0;16.0
249;8;Werkzame beroepsbevolking ;2005;85.0;30.0;19.0;11.0;56.0;;;;;;;;;;;;;;;;;30.0;16.0;14.0;55.0;;;;;85.0;36.0;22.0;13.0;65.0;;;;;;;;;;;;;;;;;35.0;19.0;17.0;65.0;;;;
250;8;Werknemers ;1997;92.0;27.0;15.0;13.0;65.0;60.0;30.0;30.0;32.0;24.0;15.0;9.0;68.0;18.0;10.0;8.0;74.0;14.0;7.0;6.0;76.0;29.0;16.0;13.0;62.0;73.0;55.0;18.0;19.0;92.0;29.0;16.0;14.0;71.0;65.0;33.0;32.0;34.0;26.0;16.0;10.0;74.0;19.0;11.0;8.0;80.0;15.0;8.0;7.0;83.0;31.0;17.0;14.0;68.0;79.0;60.0;19.0;21.0
251;8;Werknemers ;1998;96.0;28.0;14.0;14.0;68.0;64.0;31.0;33.0;31.0;28.0;18.0;10.0;68.0;20.0;12.0;8.0;76.0;16.0;10.0;6.0;78.0;28.0;14.0;14.0;67.0;76.0;56.0;20.0;20.0;96.0;29.0;15.0;14.0;71.0;67.0;33.0;34.0;33.0;29.0;19.0;11.0;70.0;21.0;12.0;8.0;79.0;17.0;10.0;7.0;81.0;29.0;15.0;14.0;70.0;79.0;59.0;20.0;21.0
252;8;Werknemers ;1999;84.0;25.0;10.0;15.0;58.0;60.0;29.0;31.0;24.0;23.0;14.0;9.0;59.0;17.0;10.0;7.0;65.0;13.0;8.0;4.0;69.0;28.0;14.0;14.0;54.0;70.0;56.0;13.0;13.0;84.0;30.0;12.0;18.0;70.0;71.0;34.0;36.0;28.0;28.0;17.0;11.0;72.0;21.0;12.0;9.0;79.0;16.0;10.0;5.0;84.0;34.0;18.0;17.0;65.0;85.0;68.0;16.0;15.0
253;8;Werknemers ;2000;86.0;22.0;13.0;9.0;58.0;53.0;28.0;25.0;32.0;22.0;13.0;8.0;58.0;15.0;10.0;5.0;65.0;15.0;8.0;7.0;63.0;28.0;13.0;15.0;51.0;66.0;49.0;17.0;13.0;86.0;25.0;15.0;10.0;67.0;61.0;33.0;29.0;38.0;25.0;16.0;10.0;67.0;17.0;12.0;5.0;76.0;17.0;9.0;8.0;73.0;33.0;15.0;18.0;59.0;77.0;57.0;20.0;15.0
254;8;Werknemers ;2001 voor revisie;81.0;28.0;15.0;14.0;59.0;47.0;23.0;24.0;34.0;27.0;17.0;10.0;60.0;19.0;13.0;6.0;69.0;16.0;8.0;9.0;70.0;29.0;14.0;15.0;57.0;71.0;46.0;25.0;17.0;81.0;35.0;18.0;17.0;73.0;58.0;29.0;29.0;42.0;34.0;21.0;12.0;74.0;23.0;16.0;7.0;85.0;20.0;10.0;11.0;86.0;36.0;17.0;19.0;71.0;87.0;57.0;30.0;20.0
255;8;Werknemers ;2001 na revisie;76.0;30.0;16.0;14.0;59.0;44.0;21.0;23.0;32.0;28.0;18.0;10.0;61.0;19.0;14.0;6.0;70.0;17.0;9.0;9.0;70.0;30.0;14.0;15.0;58.0;72.0;47.0;25.0;17.0;76.0;39.0;21.0;18.0;78.0;58.0;28.0;30.0;41.0;37.0;24.0;13.0;80.0;25.0;18.0;8.0;91.0;23.0;11.0;11.0;92.0;39.0;19.0;20.0;76.0;94.0;61.0;33.0;23.0
256;8;Werknemers ;2002;73.0;30.0;13.0;17.0;55.0;41.0;18.0;22.0;32.0;27.0;17.0;11.0;58.0;22.0;13.0;9.0;63.0;14.0;8.0;7.0;67.0;27.0;14.0;14.0;56.0;72.0;51.0;21.0;13.0;73.0;42.0;18.0;24.0;75.0;56.0;25.0;31.0;43.0;38.0;23.0;15.0;80.0;30.0;18.0;12.0;87.0;20.0;10.0;9.0;92.0;38.0;19.0;19.0;77.0;99.0;70.0;29.0;18.0
257;8;Werknemers ;2003;77.0;21.0;10.0;11.0;57.0;46.0;22.0;25.0;30.0;;;;;;;;;;;;;23.0;11.0;11.0;54.0;64.0;50.0;14.0;14.0;77.0;27.0;12.0;14.0;74.0;60.0;28.0;32.0;39.0;8.0;4.0;4.0;22.0;6.0;3.0;3.0;24.0;3.0;;2.0;26.0;29.0;15.0;15.0;71.0;83.0;65.0;18.0;18.0
258;8;Werknemers ;2004;79.0;24.0;13.0;11.0;62.0;50.0;21.0;29.0;29.0;;;;;;;;;;;;;26.0;14.0;12.0;59.0;73.0;57.0;16.0;13.0;79.0;30.0;17.0;13.0;78.0;63.0;26.0;37.0;37.0;;;;;;;;;;;;;33.0;18.0;16.0;74.0;92.0;72.0;21.0;16.0
259;8;Werknemers ;2005;84.0;30.0;19.0;11.0;55.0;;;;;;;;;;;;;;;;;30.0;16.0;14.0;54.0;;;;;84.0;35.0;22.0;13.0;65.0;;;;;;;;;;;;;;;;;36.0;19.0;17.0;64.0;;;;
260;8;Zelfstandigen ;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;8;Zelfstandigen ;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;8;Zelfstandigen ;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;8;Zelfstandigen ;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;8;Zelfstandigen ;2001 voor revisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;8;Zelfstandigen ;2001 na revisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;8;Zelfstandigen ;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;8;Zelfstandigen ;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;8;Zelfstandigen ;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;8;Zelfstandigen ;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;9;Werkzame beroepsbevolking ;1997;31.0;15.0;9.0;5.0;16.0;20.0;11.0;9.0;10.0;17.0;13.0;4.0;14.0;12.0;8.0;4.0;19.0;11.0;8.0;4.0;18.0;19.0;13.0;6.0;11.0;21.0;14.0;8.0;9.0;31.0;48.0;30.0;18.0;52.0;65.0;35.0;30.0;34.0;55.0;41.0;14.0;44.0;38.0;26.0;12.0;62.0;37.0;25.0;12.0;59.0;62.0;42.0;20.0;36.0;69.0;44.0;25.0;30.0
271;9;Werkzame beroepsbevolking ;1998;26.0;9.0;6.0;3.0;17.0;15.0;8.0;7.0;12.0;11.0;8.0;3.0;16.0;8.0;5.0;3.0;18.0;7.0;5.0;2.0;19.0;14.0;10.0;4.0;12.0;19.0;13.0;5.0;8.0;26.0;36.0;24.0;12.0;64.0;55.0;29.0;26.0;45.0;40.0;30.0;10.0;60.0;30.0;20.0;11.0;70.0;25.0;18.0;7.0;72.0;53.0;38.0;15.0;46.0;70.0;50.0;21.0;30.0
272;9;Werkzame beroepsbevolking ;1999;28.0;11.0;7.0;4.0;16.0;17.0;8.0;9.0;10.0;13.0;9.0;3.0;14.0;8.0;6.0;3.0;18.0;9.0;6.0;3.0;17.0;16.0;10.0;6.0;10.0;18.0;14.0;5.0;8.0;28.0;41.0;27.0;13.0;58.0;62.0;30.0;32.0;37.0;47.0;35.0;12.0;53.0;32.0;22.0;10.0;68.0;33.0;22.0;11.0;64.0;60.0;39.0;21.0;37.0;69.0;52.0;17.0;30.0
273;9;Werkzame beroepsbevolking ;2000;31.0;15.0;12.0;3.0;14.0;21.0;11.0;9.0;11.0;12.0;8.0;3.0;17.0;9.0;7.0;2.0;20.0;8.0;5.0;3.0;20.0;17.0;13.0;4.0;12.0;19.0;9.0;10.0;9.0;31.0;48.0;38.0;10.0;44.0;66.0;36.0;30.0;34.0;38.0;27.0;11.0;54.0;28.0;21.0;7.0;63.0;25.0;14.0;11.0;63.0;55.0;42.0;13.0;37.0;61.0;30.0;31.0;30.0
274;9;Werkzame beroepsbevolking ;2001 voor revisie;32.0;11.0;5.0;6.0;16.0;17.0;9.0;8.0;14.0;12.0;7.0;5.0;14.0;8.0;5.0;3.0;19.0;8.0;4.0;3.0;18.0;15.0;10.0;5.0;11.0;20.0;14.0;6.0;6.0;32.0;34.0;17.0;18.0;49.0;55.0;29.0;26.0;45.0;38.0;21.0;17.0;45.0;25.0;15.0;9.0;59.0;24.0;13.0;11.0;58.0;48.0;30.0;17.0;36.0;64.0;45.0;19.0;20.0
275;9;Werkzame beroepsbevolking ;2001 na revisie;34.0;11.0;5.0;6.0;21.0;19.0;11.0;8.0;15.0;12.0;7.0;5.0;20.0;8.0;5.0;3.0;24.0;8.0;4.0;3.0;24.0;15.0;10.0;5.0;11.0;26.0;20.0;6.0;6.0;34.0;32.0;16.0;16.0;62.0;57.0;34.0;23.0;43.0;36.0;20.0;16.0;59.0;23.0;14.0;9.0;71.0;22.0;12.0;10.0;70.0;44.0;28.0;16.0;34.0;76.0;58.0;18.0;18.0
276;9;Werkzame beroepsbevolking ;2002;25.0;13.0;8.0;5.0;13.0;15.0;8.0;8.0;10.0;13.0;9.0;5.0;13.0;9.0;5.0;4.0;17.0;10.0;5.0;4.0;15.0;14.0;8.0;7.0;11.0;19.0;12.0;7.0;7.0;25.0;52.0;30.0;21.0;53.0;62.0;31.0;30.0;38.0;53.0;34.0;19.0;51.0;36.0;21.0;15.0;69.0;39.0;21.0;18.0;61.0;58.0;31.0;27.0;43.0;75.0;49.0;26.0;29.0
277;9;Werkzame beroepsbevolking ;2003;23.0;13.0;6.0;7.0;10.0;14.0;6.0;8.0;9.0;;;;;;;;;;;;;14.0;11.0;3.0;9.0;17.0;12.0;5.0;6.0;23.0;55.0;26.0;29.0;44.0;60.0;27.0;33.0;39.0;16.0;13.0;;11.0;11.0;8.0;;16.0;14.0;8.0;;10.0;59.0;45.0;14.0;37.0;73.0;52.0;21.0;26.0
278;9;Werkzame beroepsbevolking ;2004;24.0;13.0;8.0;5.0;11.0;14.0;6.0;8.0;10.0;;;;;;;;;;;;;14.0;11.0;3.0;10.0;14.0;10.0;5.0;9.0;24.0;55.0;33.0;22.0;44.0;58.0;26.0;32.0;42.0;;;;;;;;;;;;;59.0;46.0;13.0;39.0;59.0;39.0;20.0;38.0
279;9;Werkzame beroepsbevolking ;2005;26.0;15.0;9.0;5.0;14.0;;;;;;;;;;;;;;;;;17.0;11.0;6.0;12.0;;;;;26.0;57.0;36.0;21.0;55.0;;;;;;;;;;;;;;;;;66.0;44.0;22.0;45.0;;;;
280;9;Werknemers ;1997;30.0;14.0;9.0;5.0;16.0;20.0;10.0;9.0;10.0;17.0;13.0;4.0;13.0;12.0;8.0;4.0;18.0;11.0;8.0;4.0;18.0;19.0;13.0;6.0;11.0;21.0;13.0;7.0;9.0;30.0;47.0;31.0;17.0;52.0;65.0;35.0;31.0;33.0;56.0;42.0;14.0;44.0;38.0;27.0;12.0;61.0;37.0;25.0;12.0;59.0;63.0;42.0;20.0;36.0;69.0;44.0;25.0;31.0
281;9;Werknemers ;1998;26.0;9.0;6.0;3.0;17.0;14.0;8.0;7.0;12.0;11.0;8.0;3.0;16.0;8.0;5.0;3.0;18.0;7.0;5.0;2.0;19.0;14.0;10.0;4.0;12.0;19.0;13.0;5.0;8.0;26.0;36.0;24.0;12.0;64.0;55.0;29.0;26.0;45.0;40.0;29.0;10.0;60.0;30.0;20.0;11.0;70.0;25.0;18.0;7.0;72.0;53.0;39.0;14.0;46.0;70.0;50.0;21.0;30.0
282;9;Werknemers ;1999;28.0;11.0;7.0;4.0;15.0;17.0;8.0;9.0;10.0;13.0;9.0;3.0;14.0;8.0;6.0;3.0;18.0;9.0;6.0;3.0;17.0;16.0;10.0;6.0;10.0;18.0;14.0;5.0;8.0;28.0;41.0;27.0;13.0;58.0;61.0;29.0;32.0;37.0;47.0;35.0;12.0;52.0;32.0;22.0;10.0;68.0;33.0;22.0;11.0;63.0;61.0;39.0;21.0;37.0;69.0;52.0;17.0;30.0
283;9;Werknemers ;2000;31.0;15.0;12.0;3.0;14.0;21.0;11.0;9.0;11.0;12.0;8.0;3.0;17.0;9.0;7.0;2.0;20.0;8.0;5.0;3.0;20.0;17.0;13.0;4.0;12.0;19.0;9.0;10.0;9.0;31.0;48.0;38.0;10.0;44.0;66.0;36.0;30.0;34.0;38.0;27.0;11.0;54.0;28.0;21.0;7.0;63.0;25.0;14.0;11.0;63.0;55.0;42.0;13.0;37.0;61.0;30.0;31.0;30.0
284;9;Werknemers ;2001 voor revisie;31.0;11.0;5.0;6.0;15.0;17.0;9.0;8.0;14.0;12.0;7.0;5.0;14.0;8.0;5.0;3.0;18.0;8.0;4.0;3.0;18.0;15.0;10.0;5.0;11.0;20.0;13.0;6.0;6.0;31.0;35.0;17.0;18.0;48.0;55.0;28.0;27.0;45.0;39.0;21.0;17.0;44.0;25.0;15.0;9.0;57.0;24.0;13.0;11.0;56.0;48.0;31.0;17.0;34.0;62.0;43.0;20.0;20.0
285;9;Werknemers ;2001 na revisie;34.0;11.0;5.0;6.0;20.0;19.0;11.0;8.0;15.0;12.0;7.0;5.0;19.0;8.0;5.0;3.0;23.0;8.0;4.0;3.0;23.0;15.0;10.0;5.0;11.0;25.0;19.0;6.0;6.0;34.0;32.0;16.0;16.0;60.0;57.0;34.0;23.0;43.0;36.0;20.0;16.0;57.0;23.0;14.0;9.0;70.0;23.0;12.0;10.0;68.0;45.0;28.0;16.0;32.0;74.0;56.0;18.0;18.0
286;9;Werknemers ;2002;25.0;13.0;8.0;5.0;13.0;15.0;8.0;8.0;10.0;13.0;9.0;5.0;13.0;9.0;5.0;4.0;17.0;10.0;5.0;4.0;15.0;14.0;8.0;7.0;11.0;19.0;12.0;7.0;7.0;25.0;52.0;30.0;21.0;53.0;62.0;31.0;30.0;38.0;53.0;34.0;19.0;51.0;36.0;21.0;15.0;69.0;39.0;21.0;18.0;61.0;58.0;31.0;27.0;43.0;75.0;49.0;26.0;29.0
287;9;Werknemers ;2003;23.0;13.0;6.0;7.0;10.0;14.0;6.0;8.0;9.0;;;;;;;;;;;;;14.0;11.0;3.0;9.0;17.0;12.0;5.0;6.0;23.0;55.0;26.0;29.0;44.0;60.0;27.0;33.0;39.0;16.0;13.0;;11.0;11.0;8.0;;16.0;14.0;8.0;;10.0;59.0;45.0;14.0;37.0;73.0;52.0;21.0;26.0
288;9;Werknemers ;2004;24.0;13.0;8.0;5.0;10.0;14.0;6.0;8.0;10.0;;;;;;;;;;;;;14.0;11.0;3.0;9.0;14.0;9.0;5.0;9.0;24.0;56.0;34.0;22.0;44.0;57.0;26.0;32.0;42.0;;;;;;;;;;;;;60.0;46.0;13.0;39.0;59.0;39.0;20.0;38.0
289;9;Werknemers ;2005;26.0;15.0;9.0;5.0;14.0;;;;;;;;;;;;;;;;;17.0;11.0;6.0;11.0;;;;;26.0;56.0;35.0;21.0;55.0;;;;;;;;;;;;;;;;;66.0;44.0;22.0;44.0;;;;
290;9;Zelfstandigen ;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;9;Zelfstandigen ;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;9;Zelfstandigen ;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;9;Zelfstandigen ;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;9;Zelfstandigen ;2001 voor revisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;9;Zelfstandigen ;2001 na revisie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;9;Zelfstandigen ;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;9;Zelfstandigen ;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;9;Zelfstandigen ;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;9;Zelfstandigen ;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;10;Werkzame beroepsbevolking ;1997;103.0;59.0;42.0;17.0;43.0;63.0;33.0;31.0;39.0;56.0;42.0;14.0;46.0;34.0;20.0;14.0;68.0;43.0;32.0;11.0;56.0;61.0;39.0;23.0;40.0;37.0;25.0;12.0;66.0;103.0;57.0;41.0;16.0;42.0;61.0;32.0;30.0;38.0;55.0;41.0;14.0;45.0;33.0;20.0;13.0;66.0;42.0;31.0;11.0;55.0;59.0;38.0;22.0;39.0;36.0;24.0;11.0;64.0
301;10;Werkzame beroepsbevolking ;1998;107.0;59.0;41.0;18.0;47.0;65.0;29.0;35.0;40.0;57.0;42.0;15.0;49.0;35.0;22.0;12.0;71.0;43.0;30.0;13.0;59.0;62.0;40.0;22.0;43.0;43.0;30.0;13.0;63.0;107.0;56.0;39.0;17.0;44.0;61.0;28.0;33.0;38.0;54.0;39.0;14.0;46.0;33.0;21.0;12.0;67.0;40.0;29.0;12.0;55.0;58.0;38.0;20.0;40.0;40.0;28.0;12.0;59.0
302;10;Werkzame beroepsbevolking ;1999;101.0;60.0;43.0;17.0;48.0;58.0;29.0;29.0;42.0;51.0;38.0;13.0;58.0;33.0;24.0;10.0;76.0;39.0;28.0;11.0;66.0;66.0;44.0;22.0;42.0;48.0;36.0;12.0;61.0;101.0;55.0;40.0;16.0;44.0;58.0;29.0;28.0;41.0;47.0;35.0;12.0;53.0;30.0;22.0;9.0;69.0;35.0;25.0;10.0;60.0;61.0;40.0;20.0;38.0;44.0;33.0;11.0;56.0
303;10;Werkzame beroepsbevolking ;2000;110.0;60.0;43.0;17.0;52.0;61.0;28.0;33.0;48.0;58.0;42.0;15.0;55.0;37.0;23.0;14.0;75.0;47.0;34.0;13.0;63.0;63.0;49.0;14.0;48.0;53.0;30.0;23.0;59.0;110.0;55.0;39.0;16.0;47.0;55.0;26.0;30.0;44.0;52.0;38.0;14.0;50.0;34.0;21.0;12.0;68.0;43.0;31.0;12.0;58.0;58.0;45.0;13.0;44.0;48.0;28.0;21.0;54.0
304;10;Werkzame beroepsbevolking ;2001 voor revisie;102.0;60.0;44.0;16.0;50.0;55.0;24.0;31.0;46.0;63.0;43.0;20.0;48.0;42.0;26.0;16.0;69.0;45.0;31.0;14.0;62.0;66.0;43.0;23.0;44.0;44.0;30.0;13.0;68.0;102.0;60.0;44.0;16.0;50.0;54.0;24.0;30.0;45.0;62.0;43.0;20.0;47.0;42.0;26.0;16.0;68.0;44.0;30.0;14.0;61.0;65.0;43.0;23.0;43.0;43.0;30.0;13.0;67.0
305;10;Werkzame beroepsbevolking ;2001 na revisie;103.0;62.0;44.0;17.0;52.0;55.0;24.0;32.0;47.0;64.0;44.0;20.0;50.0;42.0;26.0;16.0;71.0;46.0;31.0;14.0;64.0;68.0;43.0;25.0;45.0;44.0;31.0;13.0;69.0;103.0;60.0;43.0;17.0;50.0;54.0;23.0;31.0;45.0;62.0;43.0;19.0;48.0;41.0;26.0;16.0;69.0;44.0;30.0;14.0;62.0;66.0;42.0;24.0;44.0;43.0;30.0;13.0;68.0
306;10;Werkzame beroepsbevolking ;2002;106.0;52.0;37.0;15.0;42.0;62.0;22.0;40.0;43.0;45.0;34.0;11.0;49.0;29.0;20.0;9.0;65.0;34.0;24.0;10.0;57.0;53.0;40.0;14.0;39.0;42.0;31.0;11.0;52.0;106.0;49.0;35.0;14.0;40.0;59.0;21.0;38.0;41.0;42.0;32.0;10.0;47.0;28.0;19.0;9.0;61.0;33.0;23.0;10.0;54.0;50.0;38.0;13.0;37.0;40.0;29.0;10.0;49.0
307;10;Werkzame beroepsbevolking ;2003;105.0;55.0;37.0;18.0;51.0;57.0;25.0;32.0;46.0;;;;;;;;;;;;;62.0;47.0;15.0;42.0;51.0;36.0;15.0;55.0;105.0;53.0;36.0;17.0;48.0;54.0;24.0;31.0;44.0;14.0;9.0;5.0;15.0;8.0;5.0;3.0;21.0;10.0;7.0;3.0;18.0;59.0;44.0;15.0;40.0;49.0;34.0;15.0;52.0
308;10;Werkzame beroepsbevolking ;2004;116.0;64.0;47.0;17.0;48.0;68.0;30.0;38.0;46.0;;;;;;;;;;;;;64.0;47.0;18.0;45.0;54.0;39.0;15.0;58.0;116.0;56.0;41.0;15.0;41.0;59.0;26.0;33.0;40.0;;;;;;;;;;;;;56.0;40.0;15.0;39.0;47.0;34.0;13.0;50.0
309;10;Werkzame beroepsbevolking ;2005;109.0;60.0;43.0;17.0;48.0;;;;;;;;;;;;;;;;;60.0;44.0;15.0;47.0;;;;;109.0;55.0;40.0;15.0;44.0;;;;;;;;;;;;;;;;;55.0;41.0;14.0;43.0;;;;
310;10;Werknemers ;1997;97.0;56.0;41.0;15.0;41.0;59.0;30.0;29.0;38.0;54.0;40.0;14.0;43.0;33.0;20.0;13.0;64.0;41.0;30.0;11.0;53.0;58.0;38.0;20.0;37.0;34.0;23.0;11.0;63.0;97.0;58.0;42.0;16.0;42.0;60.0;31.0;29.0;39.0;56.0;41.0;14.0;44.0;34.0;20.0;13.0;66.0;43.0;31.0;11.0;54.0;60.0;39.0;21.0;38.0;35.0;24.0;11.0;65.0
311;10;Werknemers ;1998;100.0;55.0;38.0;17.0;44.0;60.0;28.0;33.0;38.0;53.0;39.0;14.0;46.0;32.0;21.0;11.0;67.0;40.0;28.0;12.0;56.0;59.0;39.0;20.0;38.0;38.0;27.0;11.0;61.0;100.0;55.0;38.0;17.0;44.0;60.0;28.0;33.0;38.0;53.0;39.0;14.0;46.0;32.0;21.0;11.0;67.0;40.0;28.0;12.0;56.0;59.0;39.0;20.0;38.0;38.0;27.0;11.0;61.0
312;10;Werknemers ;1999;95.0;55.0;39.0;16.0;45.0;54.0;26.0;28.0;39.0;48.0;36.0;11.0;53.0;31.0;22.0;9.0;69.0;36.0;26.0;10.0;60.0;61.0;41.0;20.0;39.0;45.0;34.0;11.0;56.0;95.0;54.0;38.0;16.0;45.0;57.0;28.0;29.0;42.0;47.0;36.0;11.0;52.0;31.0;22.0;9.0;69.0;36.0;26.0;10.0;60.0;60.0;41.0;20.0;39.0;45.0;34.0;11.0;55.0
313;10;Werknemers ;2000;104.0;56.0;40.0;16.0;50.0;56.0;25.0;31.0;47.0;54.0;39.0;15.0;53.0;34.0;21.0;13.0;72.0;43.0;30.0;12.0;62.0;60.0;48.0;12.0;46.0;51.0;29.0;22.0;56.0;104.0;54.0;39.0;15.0;48.0;54.0;25.0;30.0;45.0;52.0;37.0;14.0;51.0;33.0;20.0;12.0;69.0;41.0;29.0;12.0;60.0;58.0;46.0;12.0;45.0;49.0;28.0;21.0;54.0
314;10;Werknemers ;2001 voor revisie;96.0;56.0;40.0;15.0;48.0;52.0;22.0;29.0;44.0;58.0;39.0;19.0;46.0;39.0;23.0;16.0;65.0;39.0;28.0;12.0;60.0;62.0;40.0;21.0;41.0;40.0;28.0;12.0;64.0;96.0;58.0;42.0;16.0;50.0;54.0;23.0;30.0;46.0;60.0;41.0;19.0;48.0;41.0;24.0;16.0;67.0;41.0;29.0;12.0;63.0;64.0;42.0;22.0;43.0;41.0;29.0;12.0;67.0
315;10;Werknemers ;2001 na revisie;96.0;57.0;40.0;16.0;48.0;52.0;22.0;29.0;44.0;58.0;39.0;19.0;48.0;39.0;23.0;16.0;66.0;39.0;28.0;12.0;62.0;63.0;40.0;22.0;42.0;40.0;29.0;12.0;65.0;96.0;59.0;42.0;17.0;50.0;53.0;23.0;31.0;46.0;60.0;40.0;19.0;50.0;41.0;24.0;16.0;69.0;41.0;29.0;12.0;64.0;65.0;42.0;23.0;43.0;42.0;30.0;12.0;68.0
