ID;Amfibieen;Perioden;Index_1;TrendGehelePeriode_2
0;111;1997;79.0;.                             
1;111;1998;107.0;.                             
2;111;1999;76.0;.                             
3;111;2000;100.0;.                             
4;111;2001;94.0;.                             
5;111;2002;119.0;.                             
6;111;2003;129.0;.                             
7;111;2004;131.0;.                             
8;111;2005;161.0;Matige toename (p<0.01)       
9;112;1997;97.0;.                             
10;112;1998;112.0;.                             
11;112;1999;117.0;.                             
12;112;2000;100.0;.                             
13;112;2001;97.0;.                             
14;112;2002;103.0;.                             
15;112;2003;94.0;.                             
16;112;2004;120.0;.                             
17;112;2005;133.0;Onzeker                       
18;114;1997;93.0;.                             
19;114;1998;100.0;.                             
20;114;1999;98.0;.                             
21;114;2000;100.0;.                             
22;114;2001;87.0;.                             
23;114;2002;89.0;.                             
24;114;2003;87.0;.                             
25;114;2004;86.0;.                             
26;114;2005;93.0;Stabiel                       
27;211;1997;;.                             
28;211;1998;;.                             
29;211;1999;;.                             
30;211;2000;100.0;.                             
31;211;2001;241.0;.                             
32;211;2002;291.0;.                             
33;211;2003;227.0;.                             
34;211;2004;173.0;.                             
35;211;2005;163.0;Onzeker                       
36;231;1997;92.0;.                             
37;231;1998;106.0;.                             
38;231;1999;122.0;.                             
39;231;2000;100.0;.                             
40;231;2001;96.0;.                             
41;231;2002;109.0;.                             
42;231;2003;128.0;.                             
43;231;2004;139.0;.                             
44;231;2005;141.0;Matige toename (p<0.01)       
45;232;1997;101.0;.                             
46;232;1998;92.0;.                             
47;232;1999;101.0;.                             
48;232;2000;100.0;.                             
49;232;2001;94.0;.                             
50;232;2002;85.0;.                             
51;232;2003;77.0;.                             
52;232;2004;74.0;.                             
53;232;2005;77.0;Onzeker                       
54;241;1997;44.0;.                             
55;241;1998;69.0;.                             
56;241;1999;77.0;.                             
57;241;2000;100.0;.                             
58;241;2001;114.0;.                             
59;241;2002;162.0;.                             
60;241;2003;121.0;.                             
61;241;2004;192.0;.                             
62;241;2005;255.0;Sterke  toename (p<0.01)      
63;251;1997;83.0;.                             
64;251;1998;98.0;.                             
65;251;1999;106.0;.                             
66;251;2000;100.0;.                             
67;251;2001;78.0;.                             
68;251;2002;108.0;.                             
69;251;2003;108.0;.                             
70;251;2004;86.0;.                             
71;251;2005;112.0;Stabiel                       
72;252;1997;65.0;.                             
73;252;1998;78.0;.                             
74;252;1999;90.0;.                             
75;252;2000;100.0;.                             
76;252;2001;95.0;.                             
77;252;2002;88.0;.                             
78;252;2003;123.0;.                             
79;252;2004;110.0;.                             
80;252;2005;105.0;Matige toename (p<0.01)       
81;254;1997;72.0;.                             
82;254;1998;90.0;.                             
83;254;1999;101.0;.                             
84;254;2000;100.0;.                             
85;254;2001;95.0;.                             
86;254;2002;85.0;.                             
87;254;2003;88.0;.                             
88;254;2004;98.0;.                             
89;254;2005;92.0;Stabiel                       
90;259;1997;66.0;.                             
91;259;1998;86.0;.                             
92;259;1999;105.0;.                             
93;259;2000;100.0;.                             
94;259;2001;99.0;.                             
95;259;2002;101.0;.                             
96;259;2003;108.0;.                             
97;259;2004;104.0;.                             
98;259;2005;106.0;Matige toename (p<0.01)       
