ID;RegioS;Bedrijfstype;Perioden;Bedrijven_1;Omzet_2
0;Nederland;Totaal bedrijfstype;2018 1e kwartaal;53910;6800.6
1;Nederland;Totaal bedrijfstype;2018 2e kwartaal;53910;6971.8
2;Nederland;Totaal bedrijfstype;2018 3e kwartaal;53910;6385.2
3;Nederland;Totaal bedrijfstype;2018 4e kwartaal;53910;6597.0
4;Nederland;Totaal bedrijfstype;2018;53910;26754.0
5;Nederland;Totaal bedrijfstype;2019 1e kwartaal;53233;6230.1
6;Nederland;Totaal bedrijfstype;2019 2e kwartaal;53233;7352.8
7;Nederland;Totaal bedrijfstype;2019 3e kwartaal;53233;6738.2
8;Nederland;Totaal bedrijfstype;2019 4e kwartaal;53233;7041.7
9;Nederland;Totaal bedrijfstype;2019;53233;27362.0
10;Nederland;Totaal bedrijfstype;2020 1e kwartaal;52695;6641.1
11;Nederland;Totaal bedrijfstype;2020 2e kwartaal;52695;7118.3
12;Nederland;Totaal bedrijfstype;2020 3e kwartaal;52695;6439.0
13;Nederland;Totaal bedrijfstype;2020 4e kwartaal;52695;6508.5
14;Nederland;Totaal bedrijfstype;2020;52695;26706.0
15;Nederland;Totaal bedrijfstype;2021 1e kwartaal;52107;6499.3
16;Nederland;Totaal bedrijfstype;2021 2e kwartaal;52107;7725.9
17;Nederland;Totaal bedrijfstype;2021 3e kwartaal;52107;6802.5
18;Nederland;Totaal bedrijfstype;2021 4e kwartaal;52107;7262.1
19;Nederland;Totaal bedrijfstype;2021;52107;28289.0
20;Nederland;Totaal bedrijfstype;2022 1e kwartaal;50975;6969.2
21;Nederland;Totaal bedrijfstype;2022 2e kwartaal;50975;8716.2
22;Nederland;Totaal bedrijfstype;2022 3e kwartaal;50975;8500.9
23;Nederland;Totaal bedrijfstype;2022 4e kwartaal;50975;8851.6
24;Nederland;Totaal bedrijfstype;2022;50975;33037.9
25;Nederland;Totaal bedrijfstype;2023 1e kwartaal;50634;8444.3
26;Nederland;Totaal bedrijfstype;2023 2e kwartaal;50634;9113.8
27;Nederland;Totaal bedrijfstype;2023 3e kwartaal;50634;7839.0
28;Nederland;Totaal bedrijfstype;2023 4e kwartaal;50634;7948.4
29;Nederland;Totaal bedrijfstype;2023;50634;33345.5
30;Nederland;Totaal bedrijfstype;2024 1e kwartaal;49900;7965.2
31;Nederland;Totaal bedrijfstype;2024 2e kwartaal;49900;9085.1
32;Nederland;Totaal bedrijfstype;2024 3e kwartaal;49900;8143.4
33;Nederland;Totaal bedrijfstype;2024 4e kwartaal;49900;8721.4
34;Nederland;Totaal bedrijfstype;2024;49900;33915.1
35;Nederland;Akkerbouwbedrijven;2018 1e kwartaal;10834;
36;Nederland;Akkerbouwbedrijven;2018 2e kwartaal;10834;
37;Nederland;Akkerbouwbedrijven;2018 3e kwartaal;10834;
38;Nederland;Akkerbouwbedrijven;2018 4e kwartaal;10834;
39;Nederland;Akkerbouwbedrijven;2018;10834;
40;Nederland;Akkerbouwbedrijven;2019 1e kwartaal;10979;
41;Nederland;Akkerbouwbedrijven;2019 2e kwartaal;10979;
42;Nederland;Akkerbouwbedrijven;2019 3e kwartaal;10979;
43;Nederland;Akkerbouwbedrijven;2019 4e kwartaal;10979;
44;Nederland;Akkerbouwbedrijven;2019;10979;
45;Nederland;Akkerbouwbedrijven;2020 1e kwartaal;11174;
46;Nederland;Akkerbouwbedrijven;2020 2e kwartaal;11174;
47;Nederland;Akkerbouwbedrijven;2020 3e kwartaal;11174;
48;Nederland;Akkerbouwbedrijven;2020 4e kwartaal;11174;
49;Nederland;Akkerbouwbedrijven;2020;11174;
50;Nederland;Akkerbouwbedrijven;2021 1e kwartaal;11189;
51;Nederland;Akkerbouwbedrijven;2021 2e kwartaal;11189;
52;Nederland;Akkerbouwbedrijven;2021 3e kwartaal;11189;
53;Nederland;Akkerbouwbedrijven;2021 4e kwartaal;11189;
54;Nederland;Akkerbouwbedrijven;2021;11189;
55;Nederland;Akkerbouwbedrijven;2022 1e kwartaal;12921;
56;Nederland;Akkerbouwbedrijven;2022 2e kwartaal;12921;
57;Nederland;Akkerbouwbedrijven;2022 3e kwartaal;12921;
58;Nederland;Akkerbouwbedrijven;2022 4e kwartaal;12921;
59;Nederland;Akkerbouwbedrijven;2022;12921;
60;Nederland;Akkerbouwbedrijven;2023 1e kwartaal;11431;
61;Nederland;Akkerbouwbedrijven;2023 2e kwartaal;11431;
62;Nederland;Akkerbouwbedrijven;2023 3e kwartaal;11431;
63;Nederland;Akkerbouwbedrijven;2023 4e kwartaal;11431;
64;Nederland;Akkerbouwbedrijven;2023;11431;
65;Nederland;Akkerbouwbedrijven;2024 1e kwartaal;11271;
66;Nederland;Akkerbouwbedrijven;2024 2e kwartaal;11271;
67;Nederland;Akkerbouwbedrijven;2024 3e kwartaal;11271;
68;Nederland;Akkerbouwbedrijven;2024 4e kwartaal;11271;
69;Nederland;Akkerbouwbedrijven;2024;11271;
70;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2018 1e kwartaal;643;37.0
71;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2018 2e kwartaal;643;21.0
72;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2018 3e kwartaal;643;30.4
73;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2018 4e kwartaal;643;32.1
74;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2018;643;120.5
75;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2019 1e kwartaal;727;35.6
76;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2019 2e kwartaal;727;28.4
77;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2019 3e kwartaal;727;30.1
78;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2019 4e kwartaal;727;26.9
79;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2019;727;121.0
80;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2020 1e kwartaal;801;20.3
81;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2020 2e kwartaal;801;23.1
82;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2020 3e kwartaal;801;23.7
83;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2020 4e kwartaal;801;24.1
84;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2020;801;91.2
85;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2021 1e kwartaal;852;19.2
86;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2021 2e kwartaal;852;24.6
87;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2021 3e kwartaal;852;27.5
88;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2021 4e kwartaal;852;36.4
89;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2021;852;107.7
90;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2022 1e kwartaal;906;25.6
91;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2022 2e kwartaal;906;26.1
92;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2022 3e kwartaal;906;37.4
93;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2022 4e kwartaal;906;38.9
94;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2022;906;128.0
95;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2023 1e kwartaal;912;26.6
96;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2023 2e kwartaal;912;36.1
97;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2023 3e kwartaal;912;32.6
98;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2023 4e kwartaal;912;33.2
99;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2023;912;128.4
100;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2024 1e kwartaal;708;15.5
101;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2024 2e kwartaal;708;16.9
102;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2024 3e kwartaal;708;18.2
103;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2024 4e kwartaal;708;15.4
104;Nederland;Graan-, oliezaad- en eiwitgewasbedrijven;2024;708;65.8
105;Nederland;Zetmeelaardappelbedrijven;2018 1e kwartaal;794;64.5
106;Nederland;Zetmeelaardappelbedrijven;2018 2e kwartaal;794;44.3
107;Nederland;Zetmeelaardappelbedrijven;2018 3e kwartaal;794;40.5
108;Nederland;Zetmeelaardappelbedrijven;2018 4e kwartaal;794;62.9
109;Nederland;Zetmeelaardappelbedrijven;2018;794;212.2
110;Nederland;Zetmeelaardappelbedrijven;2019 1e kwartaal;818;47.0
111;Nederland;Zetmeelaardappelbedrijven;2019 2e kwartaal;818;35.8
112;Nederland;Zetmeelaardappelbedrijven;2019 3e kwartaal;818;39.3
113;Nederland;Zetmeelaardappelbedrijven;2019 4e kwartaal;818;72.3
114;Nederland;Zetmeelaardappelbedrijven;2019;818;194.4
115;Nederland;Zetmeelaardappelbedrijven;2020 1e kwartaal;847;53.1
116;Nederland;Zetmeelaardappelbedrijven;2020 2e kwartaal;847;40.2
117;Nederland;Zetmeelaardappelbedrijven;2020 3e kwartaal;847;41.5
118;Nederland;Zetmeelaardappelbedrijven;2020 4e kwartaal;847;74.9
119;Nederland;Zetmeelaardappelbedrijven;2020;847;209.8
120;Nederland;Zetmeelaardappelbedrijven;2021 1e kwartaal;846;59.1
121;Nederland;Zetmeelaardappelbedrijven;2021 2e kwartaal;846;41.1
122;Nederland;Zetmeelaardappelbedrijven;2021 3e kwartaal;846;45.0
123;Nederland;Zetmeelaardappelbedrijven;2021 4e kwartaal;846;83.5
124;Nederland;Zetmeelaardappelbedrijven;2021;846;228.7
125;Nederland;Zetmeelaardappelbedrijven;2022 1e kwartaal;829;57.1
126;Nederland;Zetmeelaardappelbedrijven;2022 2e kwartaal;829;48.0
127;Nederland;Zetmeelaardappelbedrijven;2022 3e kwartaal;829;56.6
128;Nederland;Zetmeelaardappelbedrijven;2022 4e kwartaal;829;101.9
129;Nederland;Zetmeelaardappelbedrijven;2022;829;263.5
130;Nederland;Zetmeelaardappelbedrijven;2023 1e kwartaal;834;105.9
131;Nederland;Zetmeelaardappelbedrijven;2023 2e kwartaal;834;68.8
132;Nederland;Zetmeelaardappelbedrijven;2023 3e kwartaal;834;56.8
133;Nederland;Zetmeelaardappelbedrijven;2023 4e kwartaal;834;119.6
134;Nederland;Zetmeelaardappelbedrijven;2023;834;351.1
135;Nederland;Zetmeelaardappelbedrijven;2024 1e kwartaal;782;92.8
136;Nederland;Zetmeelaardappelbedrijven;2024 2e kwartaal;782;48.0
137;Nederland;Zetmeelaardappelbedrijven;2024 3e kwartaal;782;51.0
138;Nederland;Zetmeelaardappelbedrijven;2024 4e kwartaal;782;102.9
139;Nederland;Zetmeelaardappelbedrijven;2024;782;294.6
140;Nederland;Akkerbouwgroentebedrijven;2018 1e kwartaal;1061;116.5
141;Nederland;Akkerbouwgroentebedrijven;2018 2e kwartaal;1061;104.5
142;Nederland;Akkerbouwgroentebedrijven;2018 3e kwartaal;1061;114.3
143;Nederland;Akkerbouwgroentebedrijven;2018 4e kwartaal;1061;126.5
144;Nederland;Akkerbouwgroentebedrijven;2018;1061;461.9
145;Nederland;Akkerbouwgroentebedrijven;2019 1e kwartaal;1070;106.9
146;Nederland;Akkerbouwgroentebedrijven;2019 2e kwartaal;1070;112.2
147;Nederland;Akkerbouwgroentebedrijven;2019 3e kwartaal;1070;101.1
148;Nederland;Akkerbouwgroentebedrijven;2019 4e kwartaal;1070;102.1
149;Nederland;Akkerbouwgroentebedrijven;2019;1070;422.2
150;Nederland;Akkerbouwgroentebedrijven;2020 1e kwartaal;1297;109.6
151;Nederland;Akkerbouwgroentebedrijven;2020 2e kwartaal;1297;117.3
152;Nederland;Akkerbouwgroentebedrijven;2020 3e kwartaal;1297;126.5
153;Nederland;Akkerbouwgroentebedrijven;2020 4e kwartaal;1297;127.0
154;Nederland;Akkerbouwgroentebedrijven;2020;1297;480.3
155;Nederland;Akkerbouwgroentebedrijven;2021 1e kwartaal;1389;104.9
156;Nederland;Akkerbouwgroentebedrijven;2021 2e kwartaal;1389;106.0
157;Nederland;Akkerbouwgroentebedrijven;2021 3e kwartaal;1389;117.0
158;Nederland;Akkerbouwgroentebedrijven;2021 4e kwartaal;1389;139.1
159;Nederland;Akkerbouwgroentebedrijven;2021;1389;467.1
160;Nederland;Akkerbouwgroentebedrijven;2022 1e kwartaal;1202;97.6
161;Nederland;Akkerbouwgroentebedrijven;2022 2e kwartaal;1202;118.2
162;Nederland;Akkerbouwgroentebedrijven;2022 3e kwartaal;1202;161.0
163;Nederland;Akkerbouwgroentebedrijven;2022 4e kwartaal;1202;166.7
164;Nederland;Akkerbouwgroentebedrijven;2022;1202;543.5
165;Nederland;Akkerbouwgroentebedrijven;2023 1e kwartaal;1147;145.8
166;Nederland;Akkerbouwgroentebedrijven;2023 2e kwartaal;1147;167.7
167;Nederland;Akkerbouwgroentebedrijven;2023 3e kwartaal;1147;141.1
168;Nederland;Akkerbouwgroentebedrijven;2023 4e kwartaal;1147;147.0
169;Nederland;Akkerbouwgroentebedrijven;2023;1147;601.6
170;Nederland;Akkerbouwgroentebedrijven;2024 1e kwartaal;1302;175.1
171;Nederland;Akkerbouwgroentebedrijven;2024 2e kwartaal;1302;180.7
172;Nederland;Akkerbouwgroentebedrijven;2024 3e kwartaal;1302;149.7
173;Nederland;Akkerbouwgroentebedrijven;2024 4e kwartaal;1302;184.4
174;Nederland;Akkerbouwgroentebedrijven;2024;1302;689.9
175;Nederland;Akkerbouwbedr. met vooral voedergewassen;2018 1e kwartaal;2749;152.0
176;Nederland;Akkerbouwbedr. met vooral voedergewassen;2018 2e kwartaal;2749;109.6
177;Nederland;Akkerbouwbedr. met vooral voedergewassen;2018 3e kwartaal;2749;105.0
178;Nederland;Akkerbouwbedr. met vooral voedergewassen;2018 4e kwartaal;2749;116.9
179;Nederland;Akkerbouwbedr. met vooral voedergewassen;2018;2749;483.6
180;Nederland;Akkerbouwbedr. met vooral voedergewassen;2019 1e kwartaal;2626;79.9
181;Nederland;Akkerbouwbedr. met vooral voedergewassen;2019 2e kwartaal;2626;106.4
182;Nederland;Akkerbouwbedr. met vooral voedergewassen;2019 3e kwartaal;2626;102.7
183;Nederland;Akkerbouwbedr. met vooral voedergewassen;2019 4e kwartaal;2626;128.3
184;Nederland;Akkerbouwbedr. met vooral voedergewassen;2019;2626;417.4
185;Nederland;Akkerbouwbedr. met vooral voedergewassen;2020 1e kwartaal;2706;76.0
186;Nederland;Akkerbouwbedr. met vooral voedergewassen;2020 2e kwartaal;2706;98.2
187;Nederland;Akkerbouwbedr. met vooral voedergewassen;2020 3e kwartaal;2706;93.7
188;Nederland;Akkerbouwbedr. met vooral voedergewassen;2020 4e kwartaal;2706;115.6
189;Nederland;Akkerbouwbedr. met vooral voedergewassen;2020;2706;383.5
190;Nederland;Akkerbouwbedr. met vooral voedergewassen;2021 1e kwartaal;2706;67.6
191;Nederland;Akkerbouwbedr. met vooral voedergewassen;2021 2e kwartaal;2706;88.3
192;Nederland;Akkerbouwbedr. met vooral voedergewassen;2021 3e kwartaal;2706;80.7
193;Nederland;Akkerbouwbedr. met vooral voedergewassen;2021 4e kwartaal;2706;114.1
194;Nederland;Akkerbouwbedr. met vooral voedergewassen;2021;2706;350.7
195;Nederland;Akkerbouwbedr. met vooral voedergewassen;2022 1e kwartaal;4147;124.6
196;Nederland;Akkerbouwbedr. met vooral voedergewassen;2022 2e kwartaal;4147;164.3
197;Nederland;Akkerbouwbedr. met vooral voedergewassen;2022 3e kwartaal;4147;170.3
198;Nederland;Akkerbouwbedr. met vooral voedergewassen;2022 4e kwartaal;4147;196.6
199;Nederland;Akkerbouwbedr. met vooral voedergewassen;2022;4147;655.9
200;Nederland;Akkerbouwbedr. met vooral voedergewassen;2023 1e kwartaal;2779;77.5
201;Nederland;Akkerbouwbedr. met vooral voedergewassen;2023 2e kwartaal;2779;88.2
202;Nederland;Akkerbouwbedr. met vooral voedergewassen;2023 3e kwartaal;2779;92.2
203;Nederland;Akkerbouwbedr. met vooral voedergewassen;2023 4e kwartaal;2779;121.8
204;Nederland;Akkerbouwbedr. met vooral voedergewassen;2023;2779;379.8
205;Nederland;Akkerbouwbedr. met vooral voedergewassen;2024 1e kwartaal;3029;75.8
206;Nederland;Akkerbouwbedr. met vooral voedergewassen;2024 2e kwartaal;3029;93.4
207;Nederland;Akkerbouwbedr. met vooral voedergewassen;2024 3e kwartaal;3029;92.7
208;Nederland;Akkerbouwbedr. met vooral voedergewassen;2024 4e kwartaal;3029;140.8
209;Nederland;Akkerbouwbedr. met vooral voedergewassen;2024;3029;402.7
210;Nederland;Overige akkerbouwbedrijven;2018 1e kwartaal;5587;441.9
211;Nederland;Overige akkerbouwbedrijven;2018 2e kwartaal;5587;454.8
212;Nederland;Overige akkerbouwbedrijven;2018 3e kwartaal;5587;435.9
213;Nederland;Overige akkerbouwbedrijven;2018 4e kwartaal;5587;479.3
214;Nederland;Overige akkerbouwbedrijven;2018;5587;1812.0
215;Nederland;Overige akkerbouwbedrijven;2019 1e kwartaal;5738;492.9
216;Nederland;Overige akkerbouwbedrijven;2019 2e kwartaal;5738;545.6
217;Nederland;Overige akkerbouwbedrijven;2019 3e kwartaal;5738;422.8
218;Nederland;Overige akkerbouwbedrijven;2019 4e kwartaal;5738;488.4
219;Nederland;Overige akkerbouwbedrijven;2019;5738;1949.8
220;Nederland;Overige akkerbouwbedrijven;2020 1e kwartaal;5523;435.2
221;Nederland;Overige akkerbouwbedrijven;2020 2e kwartaal;5523;463.4
222;Nederland;Overige akkerbouwbedrijven;2020 3e kwartaal;5523;368.3
223;Nederland;Overige akkerbouwbedrijven;2020 4e kwartaal;5523;425.5
224;Nederland;Overige akkerbouwbedrijven;2020;5523;1692.4
225;Nederland;Overige akkerbouwbedrijven;2021 1e kwartaal;5396;380.8
226;Nederland;Overige akkerbouwbedrijven;2021 2e kwartaal;5396;409.8
227;Nederland;Overige akkerbouwbedrijven;2021 3e kwartaal;5396;364.9
228;Nederland;Overige akkerbouwbedrijven;2021 4e kwartaal;5396;482.5
229;Nederland;Overige akkerbouwbedrijven;2021;5396;1637.9
230;Nederland;Overige akkerbouwbedrijven;2022 1e kwartaal;5837;428.6
231;Nederland;Overige akkerbouwbedrijven;2022 2e kwartaal;5837;543.3
232;Nederland;Overige akkerbouwbedrijven;2022 3e kwartaal;5837;546.0
233;Nederland;Overige akkerbouwbedrijven;2022 4e kwartaal;5837;629.5
234;Nederland;Overige akkerbouwbedrijven;2022;5837;2147.5
235;Nederland;Overige akkerbouwbedrijven;2023 1e kwartaal;5759;619.4
236;Nederland;Overige akkerbouwbedrijven;2023 2e kwartaal;5759;706.1
237;Nederland;Overige akkerbouwbedrijven;2023 3e kwartaal;5759;507.3
238;Nederland;Overige akkerbouwbedrijven;2023 4e kwartaal;5759;605.1
239;Nederland;Overige akkerbouwbedrijven;2023;5759;2437.9
240;Nederland;Overige akkerbouwbedrijven;2024 1e kwartaal;5450;617.2
241;Nederland;Overige akkerbouwbedrijven;2024 2e kwartaal;5450;639.6
242;Nederland;Overige akkerbouwbedrijven;2024 3e kwartaal;5450;467.2
243;Nederland;Overige akkerbouwbedrijven;2024 4e kwartaal;5450;614.6
244;Nederland;Overige akkerbouwbedrijven;2024;5450;2338.6
245;Nederland;Tuinbouwbedrijven;2018 1e kwartaal;6742;
246;Nederland;Tuinbouwbedrijven;2018 2e kwartaal;6742;
247;Nederland;Tuinbouwbedrijven;2018 3e kwartaal;6742;
248;Nederland;Tuinbouwbedrijven;2018 4e kwartaal;6742;
249;Nederland;Tuinbouwbedrijven;2018;6742;
250;Nederland;Tuinbouwbedrijven;2019 1e kwartaal;6786;
251;Nederland;Tuinbouwbedrijven;2019 2e kwartaal;6786;
252;Nederland;Tuinbouwbedrijven;2019 3e kwartaal;6786;
253;Nederland;Tuinbouwbedrijven;2019 4e kwartaal;6786;
254;Nederland;Tuinbouwbedrijven;2019;6786;
255;Nederland;Tuinbouwbedrijven;2020 1e kwartaal;6920;
256;Nederland;Tuinbouwbedrijven;2020 2e kwartaal;6920;
257;Nederland;Tuinbouwbedrijven;2020 3e kwartaal;6920;
258;Nederland;Tuinbouwbedrijven;2020 4e kwartaal;6920;
259;Nederland;Tuinbouwbedrijven;2020;6920;
260;Nederland;Tuinbouwbedrijven;2021 1e kwartaal;6995;
261;Nederland;Tuinbouwbedrijven;2021 2e kwartaal;6995;
262;Nederland;Tuinbouwbedrijven;2021 3e kwartaal;6995;
263;Nederland;Tuinbouwbedrijven;2021 4e kwartaal;6995;
264;Nederland;Tuinbouwbedrijven;2021;6995;
265;Nederland;Tuinbouwbedrijven;2022 1e kwartaal;6998;
266;Nederland;Tuinbouwbedrijven;2022 2e kwartaal;6998;
267;Nederland;Tuinbouwbedrijven;2022 3e kwartaal;6998;
268;Nederland;Tuinbouwbedrijven;2022 4e kwartaal;6998;
269;Nederland;Tuinbouwbedrijven;2022;6998;
270;Nederland;Tuinbouwbedrijven;2023 1e kwartaal;6768;
271;Nederland;Tuinbouwbedrijven;2023 2e kwartaal;6768;
272;Nederland;Tuinbouwbedrijven;2023 3e kwartaal;6768;
273;Nederland;Tuinbouwbedrijven;2023 4e kwartaal;6768;
274;Nederland;Tuinbouwbedrijven;2023;6768;
275;Nederland;Tuinbouwbedrijven;2024 1e kwartaal;6623;
276;Nederland;Tuinbouwbedrijven;2024 2e kwartaal;6623;
277;Nederland;Tuinbouwbedrijven;2024 3e kwartaal;6623;
278;Nederland;Tuinbouwbedrijven;2024 4e kwartaal;6623;
279;Nederland;Tuinbouwbedrijven;2024;6623;
280;Nederland;Glasgroentebedrijven;2018 1e kwartaal;832;277.1
281;Nederland;Glasgroentebedrijven;2018 2e kwartaal;832;776.8
282;Nederland;Glasgroentebedrijven;2018 3e kwartaal;832;678.0
283;Nederland;Glasgroentebedrijven;2018 4e kwartaal;832;404.6
284;Nederland;Glasgroentebedrijven;2018;832;2136.5
285;Nederland;Glasgroentebedrijven;2019 1e kwartaal;821;262.2
286;Nederland;Glasgroentebedrijven;2019 2e kwartaal;821;744.6
287;Nederland;Glasgroentebedrijven;2019 3e kwartaal;821;754.6
288;Nederland;Glasgroentebedrijven;2019 4e kwartaal;821;367.9
289;Nederland;Glasgroentebedrijven;2019;821;2129.3
290;Nederland;Glasgroentebedrijven;2020 1e kwartaal;850;269.2
291;Nederland;Glasgroentebedrijven;2020 2e kwartaal;850;850.4
292;Nederland;Glasgroentebedrijven;2020 3e kwartaal;850;728.8
293;Nederland;Glasgroentebedrijven;2020 4e kwartaal;850;407.9
294;Nederland;Glasgroentebedrijven;2020;850;2256.4
295;Nederland;Glasgroentebedrijven;2021 1e kwartaal;822;316.9
296;Nederland;Glasgroentebedrijven;2021 2e kwartaal;822;915.9
297;Nederland;Glasgroentebedrijven;2021 3e kwartaal;822;800.8
298;Nederland;Glasgroentebedrijven;2021 4e kwartaal;822;422.1
299;Nederland;Glasgroentebedrijven;2021;822;2455.7
300;Nederland;Glasgroentebedrijven;2022 1e kwartaal;781;245.8
301;Nederland;Glasgroentebedrijven;2022 2e kwartaal;781;1000.1
302;Nederland;Glasgroentebedrijven;2022 3e kwartaal;781;972.8
303;Nederland;Glasgroentebedrijven;2022 4e kwartaal;781;486.8
304;Nederland;Glasgroentebedrijven;2022;781;2705.5
305;Nederland;Glasgroentebedrijven;2023 1e kwartaal;754;224.2
306;Nederland;Glasgroentebedrijven;2023 2e kwartaal;754;839.7
307;Nederland;Glasgroentebedrijven;2023 3e kwartaal;754;756.5
308;Nederland;Glasgroentebedrijven;2023 4e kwartaal;754;401.8
309;Nederland;Glasgroentebedrijven;2023;754;2222.0
310;Nederland;Glasgroentebedrijven;2024 1e kwartaal;745;232.6
311;Nederland;Glasgroentebedrijven;2024 2e kwartaal;745;944.3
312;Nederland;Glasgroentebedrijven;2024 3e kwartaal;745;966.6
313;Nederland;Glasgroentebedrijven;2024 4e kwartaal;745;499.0
314;Nederland;Glasgroentebedrijven;2024;745;2642.5
315;Nederland;Snijbloemenbedrijven;2018 1e kwartaal;822;426.4
316;Nederland;Snijbloemenbedrijven;2018 2e kwartaal;822;311.3
317;Nederland;Snijbloemenbedrijven;2018 3e kwartaal;822;235.8
318;Nederland;Snijbloemenbedrijven;2018 4e kwartaal;822;305.7
319;Nederland;Snijbloemenbedrijven;2018;822;1279.2
320;Nederland;Snijbloemenbedrijven;2019 1e kwartaal;856;486.8
321;Nederland;Snijbloemenbedrijven;2019 2e kwartaal;856;373.8
322;Nederland;Snijbloemenbedrijven;2019 3e kwartaal;856;264.5
323;Nederland;Snijbloemenbedrijven;2019 4e kwartaal;856;393.0
324;Nederland;Snijbloemenbedrijven;2019;856;1518.1
325;Nederland;Snijbloemenbedrijven;2020 1e kwartaal;902;455.8
326;Nederland;Snijbloemenbedrijven;2020 2e kwartaal;902;319.9
327;Nederland;Snijbloemenbedrijven;2020 3e kwartaal;902;330.7
328;Nederland;Snijbloemenbedrijven;2020 4e kwartaal;902;396.2
329;Nederland;Snijbloemenbedrijven;2020;902;1502.6
330;Nederland;Snijbloemenbedrijven;2021 1e kwartaal;901;613.7
331;Nederland;Snijbloemenbedrijven;2021 2e kwartaal;901;513.5
332;Nederland;Snijbloemenbedrijven;2021 3e kwartaal;901;396.0
333;Nederland;Snijbloemenbedrijven;2021 4e kwartaal;901;523.0
334;Nederland;Snijbloemenbedrijven;2021;901;2046.3
335;Nederland;Snijbloemenbedrijven;2022 1e kwartaal;919;633.8
336;Nederland;Snijbloemenbedrijven;2022 2e kwartaal;919;511.1
337;Nederland;Snijbloemenbedrijven;2022 3e kwartaal;919;377.7
338;Nederland;Snijbloemenbedrijven;2022 4e kwartaal;919;487.7
339;Nederland;Snijbloemenbedrijven;2022;919;2010.3
340;Nederland;Snijbloemenbedrijven;2023 1e kwartaal;909;593.5
341;Nederland;Snijbloemenbedrijven;2023 2e kwartaal;909;450.2
342;Nederland;Snijbloemenbedrijven;2023 3e kwartaal;909;310.0
343;Nederland;Snijbloemenbedrijven;2023 4e kwartaal;909;424.6
344;Nederland;Snijbloemenbedrijven;2023;909;1778.3
345;Nederland;Snijbloemenbedrijven;2024 1e kwartaal;876;624.3
346;Nederland;Snijbloemenbedrijven;2024 2e kwartaal;876;507.0
347;Nederland;Snijbloemenbedrijven;2024 3e kwartaal;876;416.4
348;Nederland;Snijbloemenbedrijven;2024 4e kwartaal;876;462.2
349;Nederland;Snijbloemenbedrijven;2024;876;2010.1
350;Nederland;Pot- en perkplantenbedrijven;2018 1e kwartaal;581;406.0
351;Nederland;Pot- en perkplantenbedrijven;2018 2e kwartaal;581;534.4
352;Nederland;Pot- en perkplantenbedrijven;2018 3e kwartaal;581;349.4
353;Nederland;Pot- en perkplantenbedrijven;2018 4e kwartaal;581;364.0
354;Nederland;Pot- en perkplantenbedrijven;2018;581;1653.7
355;Nederland;Pot- en perkplantenbedrijven;2019 1e kwartaal;611;440.0
356;Nederland;Pot- en perkplantenbedrijven;2019 2e kwartaal;611;563.8
357;Nederland;Pot- en perkplantenbedrijven;2019 3e kwartaal;611;387.6
358;Nederland;Pot- en perkplantenbedrijven;2019 4e kwartaal;611;398.4
359;Nederland;Pot- en perkplantenbedrijven;2019;611;1789.8
360;Nederland;Pot- en perkplantenbedrijven;2020 1e kwartaal;636;416.2
361;Nederland;Pot- en perkplantenbedrijven;2020 2e kwartaal;636;577.9
362;Nederland;Pot- en perkplantenbedrijven;2020 3e kwartaal;636;449.8
363;Nederland;Pot- en perkplantenbedrijven;2020 4e kwartaal;636;393.7
