ID;VormenVanJeugdzorg;Regio;Perioden;BegroteKosten_1;GerealiseerdeKosten_2;BegroteKostenPer1000Inwoners_3;GerealiseerdeKostenPer1000Inwoners_4
7212;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2e halfjaar 2016;;;;
7213;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2016;;;;
7214;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;1e halfjaar 2017;;;;
7215;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2e halfjaar 2017;;;;
7216;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2017;;;;
7217;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;1e halfjaar 2018;;;;
7218;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2e halfjaar 2018;;;;
7219;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2018;;;;
7220;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2019;20579.0;25646.0;185.0;231.0
7221;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2020;;;;
7222;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2021;27760.0;27449.0;246.0;243.0
7223;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2022;26287.0;26023.0;232.0;230.0
7224;JH 1 Totaal jeugdhulp;Alphen aan den Rijn;2023;31046.0;31168.0;271.0;272.0
7225;JH 1 Totaal jeugdhulp;Alphen-Chaam;1e halfjaar 2015;;;;
7226;JH 1 Totaal jeugdhulp;Alphen-Chaam;2e halfjaar 2015;;;;
7227;JH 1 Totaal jeugdhulp;Alphen-Chaam;2015;;;;
7228;JH 1 Totaal jeugdhulp;Alphen-Chaam;1e halfjaar 2016;;;;
7229;JH 1 Totaal jeugdhulp;Alphen-Chaam;2e halfjaar 2016;;;;
7230;JH 1 Totaal jeugdhulp;Alphen-Chaam;2016;;;;
7231;JH 1 Totaal jeugdhulp;Alphen-Chaam;1e halfjaar 2017;;;;
7232;JH 1 Totaal jeugdhulp;Alphen-Chaam;2e halfjaar 2017;;;;
7233;JH 1 Totaal jeugdhulp;Alphen-Chaam;2017;;;;
7234;JH 1 Totaal jeugdhulp;Alphen-Chaam;1e halfjaar 2018;;;;
7235;JH 1 Totaal jeugdhulp;Alphen-Chaam;2e halfjaar 2018;;;;
7236;JH 1 Totaal jeugdhulp;Alphen-Chaam;2018;2829.0;3133.0;280.0;310.0
7237;JH 1 Totaal jeugdhulp;Alphen-Chaam;2019;2387.0;2637.0;235.0;259.0
7238;JH 1 Totaal jeugdhulp;Alphen-Chaam;2020;1889.0;2149.0;184.0;210.0
7239;JH 1 Totaal jeugdhulp;Alphen-Chaam;2021;2261.0;1826.0;217.0;176.0
7240;JH 1 Totaal jeugdhulp;Alphen-Chaam;2022;1853.0;1841.0;177.0;176.0
7241;JH 1 Totaal jeugdhulp;Alphen-Chaam;2023;1233.0;1244.0;117.0;118.0
7242;JH 1 Totaal jeugdhulp;Altena;1e halfjaar 2015;;;;
7243;JH 1 Totaal jeugdhulp;Altena;2e halfjaar 2015;;;;
7244;JH 1 Totaal jeugdhulp;Altena;2015;;;;
7245;JH 1 Totaal jeugdhulp;Altena;1e halfjaar 2016;;;;
7246;JH 1 Totaal jeugdhulp;Altena;2e halfjaar 2016;;;;
7247;JH 1 Totaal jeugdhulp;Altena;2016;;;;
7248;JH 1 Totaal jeugdhulp;Altena;1e halfjaar 2017;;;;
7249;JH 1 Totaal jeugdhulp;Altena;2e halfjaar 2017;;;;
7250;JH 1 Totaal jeugdhulp;Altena;2017;;;;
7251;JH 1 Totaal jeugdhulp;Altena;1e halfjaar 2018;;;;
7252;JH 1 Totaal jeugdhulp;Altena;2e halfjaar 2018;;;;
7253;JH 1 Totaal jeugdhulp;Altena;2018;;;;
7254;JH 1 Totaal jeugdhulp;Altena;2019;8568.0;9147.0;154.0;165.0
7255;JH 1 Totaal jeugdhulp;Altena;2020;10399.0;10591.0;185.0;189.0
7256;JH 1 Totaal jeugdhulp;Altena;2021;12069.0;12418.0;214.0;220.0
7257;JH 1 Totaal jeugdhulp;Altena;2022;10560.0;11092.0;185.0;194.0
7258;JH 1 Totaal jeugdhulp;Altena;2023;10556.0;10977.0;182.0;190.0
7259;JH 1 Totaal jeugdhulp;Ameland;1e halfjaar 2015;;;;
7260;JH 1 Totaal jeugdhulp;Ameland;2e halfjaar 2015;;;;
7261;JH 1 Totaal jeugdhulp;Ameland;2015;;;;
7262;JH 1 Totaal jeugdhulp;Ameland;1e halfjaar 2016;;;;
7263;JH 1 Totaal jeugdhulp;Ameland;2e halfjaar 2016;;;;
7264;JH 1 Totaal jeugdhulp;Ameland;2016;;;;
7265;JH 1 Totaal jeugdhulp;Ameland;1e halfjaar 2017;;;;
7266;JH 1 Totaal jeugdhulp;Ameland;2e halfjaar 2017;;;;
7267;JH 1 Totaal jeugdhulp;Ameland;2017;;;;
7268;JH 1 Totaal jeugdhulp;Ameland;1e halfjaar 2018;;;;
7269;JH 1 Totaal jeugdhulp;Ameland;2e halfjaar 2018;;;;
7270;JH 1 Totaal jeugdhulp;Ameland;2018;;;;
7271;JH 1 Totaal jeugdhulp;Ameland;2019;492.0;426.0;134.0;116.0
7272;JH 1 Totaal jeugdhulp;Ameland;2020;525.0;645.0;141.0;173.0
7273;JH 1 Totaal jeugdhulp;Ameland;2021;510.0;516.0;136.0;137.0
7274;JH 1 Totaal jeugdhulp;Ameland;2022;573.0;584.0;152.0;155.0
7275;JH 1 Totaal jeugdhulp;Ameland;2023;422.0;415.0;110.0;108.0
7276;JH 1 Totaal jeugdhulp;Amersfoort;1e halfjaar 2015;;;;
7277;JH 1 Totaal jeugdhulp;Amersfoort;2e halfjaar 2015;;;;
7278;JH 1 Totaal jeugdhulp;Amersfoort;2015;;;;
7279;JH 1 Totaal jeugdhulp;Amersfoort;1e halfjaar 2016;;;;
7280;JH 1 Totaal jeugdhulp;Amersfoort;2e halfjaar 2016;;;;
7281;JH 1 Totaal jeugdhulp;Amersfoort;2016;;;;
7282;JH 1 Totaal jeugdhulp;Amersfoort;1e halfjaar 2017;;;;
7283;JH 1 Totaal jeugdhulp;Amersfoort;2e halfjaar 2017;;;;
7284;JH 1 Totaal jeugdhulp;Amersfoort;2017;;;;
7285;JH 1 Totaal jeugdhulp;Amersfoort;1e halfjaar 2018;;;;
7286;JH 1 Totaal jeugdhulp;Amersfoort;2e halfjaar 2018;;;;
7287;JH 1 Totaal jeugdhulp;Amersfoort;2018;;;;
7288;JH 1 Totaal jeugdhulp;Amersfoort;2019;;;;
7289;JH 1 Totaal jeugdhulp;Amersfoort;2020;;;;
7290;JH 1 Totaal jeugdhulp;Amersfoort;2021;37709.0;40467.0;239.0;257.0
7291;JH 1 Totaal jeugdhulp;Amersfoort;2022;37947.0;44488.0;239.0;280.0
7292;JH 1 Totaal jeugdhulp;Amersfoort;2023;44644.0;51558.0;277.0;320.0
7293;JH 1 Totaal jeugdhulp;Amstelveen;1e halfjaar 2015;;;;
7294;JH 1 Totaal jeugdhulp;Amstelveen;2e halfjaar 2015;;;;
7295;JH 1 Totaal jeugdhulp;Amstelveen;2015;;;;
7296;JH 1 Totaal jeugdhulp;Amstelveen;1e halfjaar 2016;;;;
7297;JH 1 Totaal jeugdhulp;Amstelveen;2e halfjaar 2016;;;;
7298;JH 1 Totaal jeugdhulp;Amstelveen;2016;;;;
7299;JH 1 Totaal jeugdhulp;Amstelveen;1e halfjaar 2017;;;;
7300;JH 1 Totaal jeugdhulp;Amstelveen;2e halfjaar 2017;;;;
7301;JH 1 Totaal jeugdhulp;Amstelveen;2017;;;;
7302;JH 1 Totaal jeugdhulp;Amstelveen;1e halfjaar 2018;;;;
7303;JH 1 Totaal jeugdhulp;Amstelveen;2e halfjaar 2018;;;;
7304;JH 1 Totaal jeugdhulp;Amstelveen;2018;15738.0;15841.0;175.0;176.0
7305;JH 1 Totaal jeugdhulp;Amstelveen;2019;15945.0;17570.0;175.0;193.0
7306;JH 1 Totaal jeugdhulp;Amstelveen;2020;18681.0;20331.0;203.0;221.0
7307;JH 1 Totaal jeugdhulp;Amstelveen;2021;20939.0;20722.0;230.0;228.0
7308;JH 1 Totaal jeugdhulp;Amstelveen;2022;22103.0;17702.0;239.0;191.0
7309;JH 1 Totaal jeugdhulp;Amstelveen;2023;20517.0;22335.0;217.0;236.0
7310;JH 1 Totaal jeugdhulp;Amsterdam;1e halfjaar 2015;;;;
7311;JH 1 Totaal jeugdhulp;Amsterdam;2e halfjaar 2015;;;;
7312;JH 1 Totaal jeugdhulp;Amsterdam;2015;;;;
7313;JH 1 Totaal jeugdhulp;Amsterdam;1e halfjaar 2016;;;;
7314;JH 1 Totaal jeugdhulp;Amsterdam;2e halfjaar 2016;;;;
7315;JH 1 Totaal jeugdhulp;Amsterdam;2016;;;;
7316;JH 1 Totaal jeugdhulp;Amsterdam;1e halfjaar 2017;;;;
7317;JH 1 Totaal jeugdhulp;Amsterdam;2e halfjaar 2017;;;;
7318;JH 1 Totaal jeugdhulp;Amsterdam;2017;;;;
7319;JH 1 Totaal jeugdhulp;Amsterdam;1e halfjaar 2018;;;;
7320;JH 1 Totaal jeugdhulp;Amsterdam;2e halfjaar 2018;;;;
7321;JH 1 Totaal jeugdhulp;Amsterdam;2018;;;;
7322;JH 1 Totaal jeugdhulp;Amsterdam;2019;;;;
7323;JH 1 Totaal jeugdhulp;Amsterdam;2020;;307500.0;;352.0
7324;JH 1 Totaal jeugdhulp;Amsterdam;2021;274362.0;267423.0;314.0;306.0
7325;JH 1 Totaal jeugdhulp;Amsterdam;2022;297347.0;299170.0;336.0;338.0
7326;JH 1 Totaal jeugdhulp;Amsterdam;2023;326245.0;330198.0;355.0;359.0
7327;JH 1 Totaal jeugdhulp;Apeldoorn;1e halfjaar 2015;;;;
7328;JH 1 Totaal jeugdhulp;Apeldoorn;2e halfjaar 2015;;;;
7329;JH 1 Totaal jeugdhulp;Apeldoorn;2015;;;;
7330;JH 1 Totaal jeugdhulp;Apeldoorn;1e halfjaar 2016;;;;
7331;JH 1 Totaal jeugdhulp;Apeldoorn;2e halfjaar 2016;;;;
7332;JH 1 Totaal jeugdhulp;Apeldoorn;2016;;;;
7333;JH 1 Totaal jeugdhulp;Apeldoorn;1e halfjaar 2017;;;;
7334;JH 1 Totaal jeugdhulp;Apeldoorn;2e halfjaar 2017;;;;
7335;JH 1 Totaal jeugdhulp;Apeldoorn;2017;;;;
7336;JH 1 Totaal jeugdhulp;Apeldoorn;1e halfjaar 2018;;;;
7337;JH 1 Totaal jeugdhulp;Apeldoorn;2e halfjaar 2018;;;;
7338;JH 1 Totaal jeugdhulp;Apeldoorn;2018;;;;
7339;JH 1 Totaal jeugdhulp;Apeldoorn;2019;;;;
7340;JH 1 Totaal jeugdhulp;Apeldoorn;2020;43383.0;45494.0;264.0;277.0
7341;JH 1 Totaal jeugdhulp;Apeldoorn;2021;;;;
7342;JH 1 Totaal jeugdhulp;Apeldoorn;2022;53632.0;53581.0;323.0;323.0
7343;JH 1 Totaal jeugdhulp;Apeldoorn;2023;57386.0;61572.0;343.0;368.0
7344;JH 1 Totaal jeugdhulp;Appingedam;1e halfjaar 2015;;;;
7345;JH 1 Totaal jeugdhulp;Appingedam;2e halfjaar 2015;;;;
7346;JH 1 Totaal jeugdhulp;Appingedam;2015;;;;
7347;JH 1 Totaal jeugdhulp;Appingedam;1e halfjaar 2016;;;;
7348;JH 1 Totaal jeugdhulp;Appingedam;2e halfjaar 2016;;;;
7349;JH 1 Totaal jeugdhulp;Appingedam;2016;;;;
7350;JH 1 Totaal jeugdhulp;Appingedam;1e halfjaar 2017;;;;
7351;JH 1 Totaal jeugdhulp;Appingedam;2e halfjaar 2017;;;;
7352;JH 1 Totaal jeugdhulp;Appingedam;2017;;;;
7353;JH 1 Totaal jeugdhulp;Appingedam;1e halfjaar 2018;;;;
7354;JH 1 Totaal jeugdhulp;Appingedam;2e halfjaar 2018;;;;
7355;JH 1 Totaal jeugdhulp;Appingedam;2018;3460.0;3853.0;293.0;326.0
7356;JH 1 Totaal jeugdhulp;Appingedam;2019;4332.0;5061.0;369.0;431.0
7357;JH 1 Totaal jeugdhulp;Appingedam;2020;4721.0;4553.0;405.0;391.0
7358;JH 1 Totaal jeugdhulp;Appingedam;2021;;;;
7359;JH 1 Totaal jeugdhulp;Appingedam;2022;;;;
7360;JH 1 Totaal jeugdhulp;Appingedam;2023;;;;
7361;JH 1 Totaal jeugdhulp;Arnhem;1e halfjaar 2015;;;;
7362;JH 1 Totaal jeugdhulp;Arnhem;2e halfjaar 2015;;;;
7363;JH 1 Totaal jeugdhulp;Arnhem;2015;;;;
7364;JH 1 Totaal jeugdhulp;Arnhem;1e halfjaar 2016;;;;
7365;JH 1 Totaal jeugdhulp;Arnhem;2e halfjaar 2016;;;;
7366;JH 1 Totaal jeugdhulp;Arnhem;2016;;;;
7367;JH 1 Totaal jeugdhulp;Arnhem;1e halfjaar 2017;;;;
7368;JH 1 Totaal jeugdhulp;Arnhem;2e halfjaar 2017;;;;
7369;JH 1 Totaal jeugdhulp;Arnhem;2017;;;;
7370;JH 1 Totaal jeugdhulp;Arnhem;1e halfjaar 2018;;;;
7371;JH 1 Totaal jeugdhulp;Arnhem;2e halfjaar 2018;;;;
7372;JH 1 Totaal jeugdhulp;Arnhem;2018;32522.0;41291.0;206.0;262.0
7373;JH 1 Totaal jeugdhulp;Arnhem;2019;31831.0;47231.0;199.0;296.0
7374;JH 1 Totaal jeugdhulp;Arnhem;2020;;;;
7375;JH 1 Totaal jeugdhulp;Arnhem;2021;44509.0;45102.0;274.0;277.0
7376;JH 1 Totaal jeugdhulp;Arnhem;2022;48326.0;52670.0;294.0;321.0
7377;JH 1 Totaal jeugdhulp;Arnhem;2023;36206.0;47784.0;218.0;288.0
7378;JH 1 Totaal jeugdhulp;Assen;1e halfjaar 2015;;;;
7379;JH 1 Totaal jeugdhulp;Assen;2e halfjaar 2015;;;;
7380;JH 1 Totaal jeugdhulp;Assen;2015;;;;
7381;JH 1 Totaal jeugdhulp;Assen;1e halfjaar 2016;;;;
7382;JH 1 Totaal jeugdhulp;Assen;2e halfjaar 2016;;;;
7383;JH 1 Totaal jeugdhulp;Assen;2016;;;;
7384;JH 1 Totaal jeugdhulp;Assen;1e halfjaar 2017;;;;
7385;JH 1 Totaal jeugdhulp;Assen;2e halfjaar 2017;;;;
7386;JH 1 Totaal jeugdhulp;Assen;2017;;;;
7387;JH 1 Totaal jeugdhulp;Assen;1e halfjaar 2018;;;;
7388;JH 1 Totaal jeugdhulp;Assen;2e halfjaar 2018;;;;
7389;JH 1 Totaal jeugdhulp;Assen;2018;26877.0;23392.0;396.0;345.0
7390;JH 1 Totaal jeugdhulp;Assen;2019;26360.0;;387.0;
7391;JH 1 Totaal jeugdhulp;Assen;2020;27638.0;24033.0;402.0;350.0
7392;JH 1 Totaal jeugdhulp;Assen;2021;26303.0;24482.0;382.0;355.0
7393;JH 1 Totaal jeugdhulp;Assen;2022;23993.0;25271.0;347.0;366.0
7394;JH 1 Totaal jeugdhulp;Assen;2023;25479.0;26755.0;367.0;385.0
7395;JH 1 Totaal jeugdhulp;Asten;1e halfjaar 2015;;;;
7396;JH 1 Totaal jeugdhulp;Asten;2e halfjaar 2015;;;;
7397;JH 1 Totaal jeugdhulp;Asten;2015;;;;
7398;JH 1 Totaal jeugdhulp;Asten;1e halfjaar 2016;;;;
7399;JH 1 Totaal jeugdhulp;Asten;2e halfjaar 2016;;;;
7400;JH 1 Totaal jeugdhulp;Asten;2016;;;;
7401;JH 1 Totaal jeugdhulp;Asten;1e halfjaar 2017;;;;
7402;JH 1 Totaal jeugdhulp;Asten;2e halfjaar 2017;;;;
7403;JH 1 Totaal jeugdhulp;Asten;2017;;;;
7404;JH 1 Totaal jeugdhulp;Asten;1e halfjaar 2018;;;;
7405;JH 1 Totaal jeugdhulp;Asten;2e halfjaar 2018;;;;
7406;JH 1 Totaal jeugdhulp;Asten;2018;;;;
7407;JH 1 Totaal jeugdhulp;Asten;2019;2945.0;3341.0;176.0;199.0
7408;JH 1 Totaal jeugdhulp;Asten;2020;3466.0;3938.0;207.0;235.0
7409;JH 1 Totaal jeugdhulp;Asten;2021;3951.0;4278.0;234.0;254.0
7410;JH 1 Totaal jeugdhulp;Asten;2022;3376.0;3697.0;197.0;216.0
7411;JH 1 Totaal jeugdhulp;Asten;2023;3646.0;4860.0;211.0;281.0
7412;JH 1 Totaal jeugdhulp;Baarle-Nassau;1e halfjaar 2015;;;;
7413;JH 1 Totaal jeugdhulp;Baarle-Nassau;2e halfjaar 2015;;;;
7414;JH 1 Totaal jeugdhulp;Baarle-Nassau;2015;;;;
7415;JH 1 Totaal jeugdhulp;Baarle-Nassau;1e halfjaar 2016;;;;
7416;JH 1 Totaal jeugdhulp;Baarle-Nassau;2e halfjaar 2016;;;;
7417;JH 1 Totaal jeugdhulp;Baarle-Nassau;2016;;;;
7418;JH 1 Totaal jeugdhulp;Baarle-Nassau;1e halfjaar 2017;;;;
7419;JH 1 Totaal jeugdhulp;Baarle-Nassau;2e halfjaar 2017;;;;
7420;JH 1 Totaal jeugdhulp;Baarle-Nassau;2017;;;;
7421;JH 1 Totaal jeugdhulp;Baarle-Nassau;1e halfjaar 2018;;;;
7422;JH 1 Totaal jeugdhulp;Baarle-Nassau;2e halfjaar 2018;;;;
7423;JH 1 Totaal jeugdhulp;Baarle-Nassau;2018;1024.0;945.0;150.0;139.0
7424;JH 1 Totaal jeugdhulp;Baarle-Nassau;2019;944.0;981.0;137.0;143.0
7425;JH 1 Totaal jeugdhulp;Baarle-Nassau;2020;1013.0;1083.0;147.0;157.0
7426;JH 1 Totaal jeugdhulp;Baarle-Nassau;2021;1270.0;1368.0;184.0;198.0
7427;JH 1 Totaal jeugdhulp;Baarle-Nassau;2022;1137.0;1468.0;164.0;211.0
7428;JH 1 Totaal jeugdhulp;Baarle-Nassau;2023;1152.0;1346.0;163.0;190.0
7429;JH 1 Totaal jeugdhulp;Baarn;1e halfjaar 2015;;;;
7430;JH 1 Totaal jeugdhulp;Baarn;2e halfjaar 2015;;;;
7431;JH 1 Totaal jeugdhulp;Baarn;2015;;;;
7432;JH 1 Totaal jeugdhulp;Baarn;1e halfjaar 2016;;;;
7433;JH 1 Totaal jeugdhulp;Baarn;2e halfjaar 2016;;;;
7434;JH 1 Totaal jeugdhulp;Baarn;2016;;;;
7435;JH 1 Totaal jeugdhulp;Baarn;1e halfjaar 2017;;;;
7436;JH 1 Totaal jeugdhulp;Baarn;2e halfjaar 2017;;;;
7437;JH 1 Totaal jeugdhulp;Baarn;2017;;;;
7438;JH 1 Totaal jeugdhulp;Baarn;1e halfjaar 2018;;;;
7439;JH 1 Totaal jeugdhulp;Baarn;2e halfjaar 2018;;;;
7440;JH 1 Totaal jeugdhulp;Baarn;2018;2483.0;3369.0;100.0;136.0
7441;JH 1 Totaal jeugdhulp;Baarn;2019;2284.0;4387.0;92.0;177.0
7442;JH 1 Totaal jeugdhulp;Baarn;2020;4710.0;4963.0;189.0;199.0
7443;JH 1 Totaal jeugdhulp;Baarn;2021;5181.0;5569.0;209.0;224.0
7444;JH 1 Totaal jeugdhulp;Baarn;2022;5437.0;6319.0;218.0;254.0
7445;JH 1 Totaal jeugdhulp;Baarn;2023;5220.0;6816.0;208.0;272.0
7446;JH 1 Totaal jeugdhulp;Barendrecht;1e halfjaar 2015;;;;
7447;JH 1 Totaal jeugdhulp;Barendrecht;2e halfjaar 2015;;;;
7448;JH 1 Totaal jeugdhulp;Barendrecht;2015;;;;
7449;JH 1 Totaal jeugdhulp;Barendrecht;1e halfjaar 2016;;;;
7450;JH 1 Totaal jeugdhulp;Barendrecht;2e halfjaar 2016;;;;
7451;JH 1 Totaal jeugdhulp;Barendrecht;2016;;;;
7452;JH 1 Totaal jeugdhulp;Barendrecht;1e halfjaar 2017;;;;
7453;JH 1 Totaal jeugdhulp;Barendrecht;2e halfjaar 2017;;;;
7454;JH 1 Totaal jeugdhulp;Barendrecht;2017;;;;
7455;JH 1 Totaal jeugdhulp;Barendrecht;1e halfjaar 2018;;;;
7456;JH 1 Totaal jeugdhulp;Barendrecht;2e halfjaar 2018;;;;
7457;JH 1 Totaal jeugdhulp;Barendrecht;2018;;2908.0;;60.0
7458;JH 1 Totaal jeugdhulp;Barendrecht;2019;3216.0;3934.0;66.0;80.0
7459;JH 1 Totaal jeugdhulp;Barendrecht;2020;4144.0;4633.0;85.0;95.0
7460;JH 1 Totaal jeugdhulp;Barendrecht;2021;4938.0;4954.0;101.0;101.0
7461;JH 1 Totaal jeugdhulp;Barendrecht;2022;4778.0;4772.0;98.0;97.0
7462;JH 1 Totaal jeugdhulp;Barendrecht;2023;4613.0;4269.0;94.0;87.0
7463;JH 1 Totaal jeugdhulp;Barneveld;1e halfjaar 2015;;;;
7464;JH 1 Totaal jeugdhulp;Barneveld;2e halfjaar 2015;;;;
7465;JH 1 Totaal jeugdhulp;Barneveld;2015;;;;
7466;JH 1 Totaal jeugdhulp;Barneveld;1e halfjaar 2016;;;;
7467;JH 1 Totaal jeugdhulp;Barneveld;2e halfjaar 2016;;;;
7468;JH 1 Totaal jeugdhulp;Barneveld;2016;;;;
7469;JH 1 Totaal jeugdhulp;Barneveld;1e halfjaar 2017;;;;
7470;JH 1 Totaal jeugdhulp;Barneveld;2e halfjaar 2017;;;;
7471;JH 1 Totaal jeugdhulp;Barneveld;2017;;;;
7472;JH 1 Totaal jeugdhulp;Barneveld;1e halfjaar 2018;;;;
7473;JH 1 Totaal jeugdhulp;Barneveld;2e halfjaar 2018;;;;
7474;JH 1 Totaal jeugdhulp;Barneveld;2018;17553.0;17478.0;306.0;304.0
7475;JH 1 Totaal jeugdhulp;Barneveld;2019;19356.0;19370.0;333.0;334.0
7476;JH 1 Totaal jeugdhulp;Barneveld;2020;21537.0;22780.0;364.0;385.0
7477;JH 1 Totaal jeugdhulp;Barneveld;2021;25294.0;21738.0;421.0;362.0
7478;JH 1 Totaal jeugdhulp;Barneveld;2022;15246.0;13165.0;251.0;217.0
7479;JH 1 Totaal jeugdhulp;Barneveld;2023;16501.0;16090.0;267.0;260.0
7480;JH 1 Totaal jeugdhulp;Bedum;1e halfjaar 2015;;;;
7481;JH 1 Totaal jeugdhulp;Bedum;2e halfjaar 2015;;;;
7482;JH 1 Totaal jeugdhulp;Bedum;2015;;;;
7483;JH 1 Totaal jeugdhulp;Bedum;1e halfjaar 2016;;;;
7484;JH 1 Totaal jeugdhulp;Bedum;2e halfjaar 2016;;;;
7485;JH 1 Totaal jeugdhulp;Bedum;2016;;;;
7486;JH 1 Totaal jeugdhulp;Bedum;1e halfjaar 2017;;;;
7487;JH 1 Totaal jeugdhulp;Bedum;2e halfjaar 2017;;;;
7488;JH 1 Totaal jeugdhulp;Bedum;2017;;;;
7489;JH 1 Totaal jeugdhulp;Bedum;1e halfjaar 2018;;;;
7490;JH 1 Totaal jeugdhulp;Bedum;2e halfjaar 2018;;;;
7491;JH 1 Totaal jeugdhulp;Bedum;2018;;;;
7492;JH 1 Totaal jeugdhulp;Bedum;2019;;;;
7493;JH 1 Totaal jeugdhulp;Bedum;2020;;;;
7494;JH 1 Totaal jeugdhulp;Bedum;2021;;;;
7495;JH 1 Totaal jeugdhulp;Bedum;2022;;;;
7496;JH 1 Totaal jeugdhulp;Bedum;2023;;;;
7497;JH 1 Totaal jeugdhulp;Beek (L.);1e halfjaar 2015;;;;
7498;JH 1 Totaal jeugdhulp;Beek (L.);2e halfjaar 2015;;;;
7499;JH 1 Totaal jeugdhulp;Beek (L.);2015;;;;
7500;JH 1 Totaal jeugdhulp;Beek (L.);1e halfjaar 2016;;;;
7501;JH 1 Totaal jeugdhulp;Beek (L.);2e halfjaar 2016;;;;
7502;JH 1 Totaal jeugdhulp;Beek (L.);2016;;;;
7503;JH 1 Totaal jeugdhulp;Beek (L.);1e halfjaar 2017;;;;
7504;JH 1 Totaal jeugdhulp;Beek (L.);2e halfjaar 2017;;;;
7505;JH 1 Totaal jeugdhulp;Beek (L.);2017;;;;
7506;JH 1 Totaal jeugdhulp;Beek (L.);1e halfjaar 2018;;;;
7507;JH 1 Totaal jeugdhulp;Beek (L.);2e halfjaar 2018;;;;
7508;JH 1 Totaal jeugdhulp;Beek (L.);2018;3074.0;3190.0;193.0;200.0
7509;JH 1 Totaal jeugdhulp;Beek (L.);2019;3071.0;2909.0;192.0;182.0
7510;JH 1 Totaal jeugdhulp;Beek (L.);2020;2936.0;3093.0;185.0;194.0
7511;JH 1 Totaal jeugdhulp;Beek (L.);2021;3732.0;3830.0;235.0;241.0
7512;JH 1 Totaal jeugdhulp;Beek (L.);2022;4011.0;3734.0;253.0;236.0
7513;JH 1 Totaal jeugdhulp;Beek (L.);2023;4319.0;4496.0;267.0;278.0
7514;JH 1 Totaal jeugdhulp;Beekdaelen;1e halfjaar 2015;;;;
7515;JH 1 Totaal jeugdhulp;Beekdaelen;2e halfjaar 2015;;;;
7516;JH 1 Totaal jeugdhulp;Beekdaelen;2015;;;;
7517;JH 1 Totaal jeugdhulp;Beekdaelen;1e halfjaar 2016;;;;
7518;JH 1 Totaal jeugdhulp;Beekdaelen;2e halfjaar 2016;;;;
7519;JH 1 Totaal jeugdhulp;Beekdaelen;2016;;;;
7520;JH 1 Totaal jeugdhulp;Beekdaelen;1e halfjaar 2017;;;;
7521;JH 1 Totaal jeugdhulp;Beekdaelen;2e halfjaar 2017;;;;
7522;JH 1 Totaal jeugdhulp;Beekdaelen;2017;;;;
7523;JH 1 Totaal jeugdhulp;Beekdaelen;1e halfjaar 2018;;;;
7524;JH 1 Totaal jeugdhulp;Beekdaelen;2e halfjaar 2018;;;;
7525;JH 1 Totaal jeugdhulp;Beekdaelen;2018;;;;
7526;JH 1 Totaal jeugdhulp;Beekdaelen;2019;6909.0;8882.0;193.0;248.0
7527;JH 1 Totaal jeugdhulp;Beekdaelen;2020;10181.0;9583.0;283.0;266.0
7528;JH 1 Totaal jeugdhulp;Beekdaelen;2021;10067.0;10004.0;279.0;277.0
7529;JH 1 Totaal jeugdhulp;Beekdaelen;2022;10514.0;9786.0;292.0;272.0
7530;JH 1 Totaal jeugdhulp;Beekdaelen;2023;11107.0;11303.0;308.0;314.0
7531;JH 1 Totaal jeugdhulp;Beemster;1e halfjaar 2015;;;;
7532;JH 1 Totaal jeugdhulp;Beemster;2e halfjaar 2015;;;;
7533;JH 1 Totaal jeugdhulp;Beemster;2015;;;;
7534;JH 1 Totaal jeugdhulp;Beemster;1e halfjaar 2016;;;;
7535;JH 1 Totaal jeugdhulp;Beemster;2e halfjaar 2016;;;;
7536;JH 1 Totaal jeugdhulp;Beemster;2016;;;;
7537;JH 1 Totaal jeugdhulp;Beemster;1e halfjaar 2017;;;;
7538;JH 1 Totaal jeugdhulp;Beemster;2e halfjaar 2017;;;;
7539;JH 1 Totaal jeugdhulp;Beemster;2017;;;;
7540;JH 1 Totaal jeugdhulp;Beemster;1e halfjaar 2018;;;;
7541;JH 1 Totaal jeugdhulp;Beemster;2e halfjaar 2018;;;;
7542;JH 1 Totaal jeugdhulp;Beemster;2018;;;;
7543;JH 1 Totaal jeugdhulp;Beemster;2019;;;;
7544;JH 1 Totaal jeugdhulp;Beemster;2020;1865.0;1883.0;186.0;187.0
7545;JH 1 Totaal jeugdhulp;Beemster;2021;2150.0;2168.0;212.0;214.0
7546;JH 1 Totaal jeugdhulp;Beemster;2022;;;;
7547;JH 1 Totaal jeugdhulp;Beemster;2023;;;;
7548;JH 1 Totaal jeugdhulp;Beesel;1e halfjaar 2015;;;;
7549;JH 1 Totaal jeugdhulp;Beesel;2e halfjaar 2015;;;;
7550;JH 1 Totaal jeugdhulp;Beesel;2015;;;;
