ID;Geslacht;LeeftijdOp31December;Perioden;Overledenen_1
2231;Mannen en Vrouwen;47 jaar;2037;214
2232;Mannen en Vrouwen;47 jaar;2038;211
2233;Mannen en Vrouwen;47 jaar;2039;205
2234;Mannen en Vrouwen;47 jaar;2040;200
2235;Mannen en Vrouwen;47 jaar;2041;197
2236;Mannen en Vrouwen;47 jaar;2042;189
2237;Mannen en Vrouwen;47 jaar;2043;185
2238;Mannen en Vrouwen;47 jaar;2044;183
2239;Mannen en Vrouwen;47 jaar;2045;185
2240;Mannen en Vrouwen;47 jaar;2046;183
2241;Mannen en Vrouwen;47 jaar;2047;183
2242;Mannen en Vrouwen;47 jaar;2048;177
2243;Mannen en Vrouwen;47 jaar;2049;173
2244;Mannen en Vrouwen;47 jaar;2050;169
2245;Mannen en Vrouwen;47 jaar;2051;161
2246;Mannen en Vrouwen;47 jaar;2052;154
2247;Mannen en Vrouwen;47 jaar;2053;150
2248;Mannen en Vrouwen;47 jaar;2054;145
2249;Mannen en Vrouwen;47 jaar;2055;144
2250;Mannen en Vrouwen;47 jaar;2056;141
2251;Mannen en Vrouwen;47 jaar;2057;138
2252;Mannen en Vrouwen;47 jaar;2058;133
2253;Mannen en Vrouwen;47 jaar;2059;128
2254;Mannen en Vrouwen;48 jaar;2014;436
2255;Mannen en Vrouwen;48 jaar;2015;422
2256;Mannen en Vrouwen;48 jaar;2016;417
2257;Mannen en Vrouwen;48 jaar;2017;426
2258;Mannen en Vrouwen;48 jaar;2018;408
2259;Mannen en Vrouwen;48 jaar;2019;384
2260;Mannen en Vrouwen;48 jaar;2020;358
2261;Mannen en Vrouwen;48 jaar;2021;324
2262;Mannen en Vrouwen;48 jaar;2022;306
2263;Mannen en Vrouwen;48 jaar;2023;288
2264;Mannen en Vrouwen;48 jaar;2024;279
2265;Mannen en Vrouwen;48 jaar;2025;271
2266;Mannen en Vrouwen;48 jaar;2026;268
2267;Mannen en Vrouwen;48 jaar;2027;262
2268;Mannen en Vrouwen;48 jaar;2028;265
2269;Mannen en Vrouwen;48 jaar;2029;256
2270;Mannen en Vrouwen;48 jaar;2030;244
2271;Mannen en Vrouwen;48 jaar;2031;238
2272;Mannen en Vrouwen;48 jaar;2032;239
2273;Mannen en Vrouwen;48 jaar;2033;239
2274;Mannen en Vrouwen;48 jaar;2034;240
2275;Mannen en Vrouwen;48 jaar;2035;237
2276;Mannen en Vrouwen;48 jaar;2036;232
2277;Mannen en Vrouwen;48 jaar;2037;230
2278;Mannen en Vrouwen;48 jaar;2038;234
2279;Mannen en Vrouwen;48 jaar;2039;229
2280;Mannen en Vrouwen;48 jaar;2040;223
2281;Mannen en Vrouwen;48 jaar;2041;217
2282;Mannen en Vrouwen;48 jaar;2042;214
2283;Mannen en Vrouwen;48 jaar;2043;206
2284;Mannen en Vrouwen;48 jaar;2044;201
2285;Mannen en Vrouwen;48 jaar;2045;199
2286;Mannen en Vrouwen;48 jaar;2046;201
2287;Mannen en Vrouwen;48 jaar;2047;199
2288;Mannen en Vrouwen;48 jaar;2048;199
2289;Mannen en Vrouwen;48 jaar;2049;193
2290;Mannen en Vrouwen;48 jaar;2050;187
2291;Mannen en Vrouwen;48 jaar;2051;183
2292;Mannen en Vrouwen;48 jaar;2052;175
2293;Mannen en Vrouwen;48 jaar;2053;166
2294;Mannen en Vrouwen;48 jaar;2054;162
2295;Mannen en Vrouwen;48 jaar;2055;157
2296;Mannen en Vrouwen;48 jaar;2056;156
2297;Mannen en Vrouwen;48 jaar;2057;153
2298;Mannen en Vrouwen;48 jaar;2058;149
2299;Mannen en Vrouwen;48 jaar;2059;143
2300;Mannen en Vrouwen;49 jaar;2014;496
2301;Mannen en Vrouwen;49 jaar;2015;477
2302;Mannen en Vrouwen;49 jaar;2016;464
2303;Mannen en Vrouwen;49 jaar;2017;458
2304;Mannen en Vrouwen;49 jaar;2018;468
2305;Mannen en Vrouwen;49 jaar;2019;448
2306;Mannen en Vrouwen;49 jaar;2020;422
2307;Mannen en Vrouwen;49 jaar;2021;393
2308;Mannen en Vrouwen;49 jaar;2022;355
2309;Mannen en Vrouwen;49 jaar;2023;336
2310;Mannen en Vrouwen;49 jaar;2024;315
2311;Mannen en Vrouwen;49 jaar;2025;306
2312;Mannen en Vrouwen;49 jaar;2026;296
2313;Mannen en Vrouwen;49 jaar;2027;294
2314;Mannen en Vrouwen;49 jaar;2028;287
2315;Mannen en Vrouwen;49 jaar;2029;290
2316;Mannen en Vrouwen;49 jaar;2030;280
2317;Mannen en Vrouwen;49 jaar;2031;268
2318;Mannen en Vrouwen;49 jaar;2032;260
2319;Mannen en Vrouwen;49 jaar;2033;261
2320;Mannen en Vrouwen;49 jaar;2034;261
2321;Mannen en Vrouwen;49 jaar;2035;262
2322;Mannen en Vrouwen;49 jaar;2036;259
2323;Mannen en Vrouwen;49 jaar;2037;252
2324;Mannen en Vrouwen;49 jaar;2038;250
2325;Mannen en Vrouwen;49 jaar;2039;255
2326;Mannen en Vrouwen;49 jaar;2040;250
2327;Mannen en Vrouwen;49 jaar;2041;243
2328;Mannen en Vrouwen;49 jaar;2042;237
2329;Mannen en Vrouwen;49 jaar;2043;233
2330;Mannen en Vrouwen;49 jaar;2044;224
2331;Mannen en Vrouwen;49 jaar;2045;219
2332;Mannen en Vrouwen;49 jaar;2046;217
2333;Mannen en Vrouwen;49 jaar;2047;219
2334;Mannen en Vrouwen;49 jaar;2048;217
2335;Mannen en Vrouwen;49 jaar;2049;217
2336;Mannen en Vrouwen;49 jaar;2050;209
2337;Mannen en Vrouwen;49 jaar;2051;204
2338;Mannen en Vrouwen;49 jaar;2052;199
2339;Mannen en Vrouwen;49 jaar;2053;190
2340;Mannen en Vrouwen;49 jaar;2054;181
2341;Mannen en Vrouwen;49 jaar;2055;177
2342;Mannen en Vrouwen;49 jaar;2056;170
2343;Mannen en Vrouwen;49 jaar;2057;169
2344;Mannen en Vrouwen;49 jaar;2058;166
2345;Mannen en Vrouwen;49 jaar;2059;162
2346;Mannen en Vrouwen;50 jaar;2014;566
2347;Mannen en Vrouwen;50 jaar;2015;542
2348;Mannen en Vrouwen;50 jaar;2016;522
2349;Mannen en Vrouwen;50 jaar;2017;508
2350;Mannen en Vrouwen;50 jaar;2018;503
2351;Mannen en Vrouwen;50 jaar;2019;513
2352;Mannen en Vrouwen;50 jaar;2020;491
2353;Mannen en Vrouwen;50 jaar;2021;461
2354;Mannen en Vrouwen;50 jaar;2022;429
2355;Mannen en Vrouwen;50 jaar;2023;388
2356;Mannen en Vrouwen;50 jaar;2024;366
2357;Mannen en Vrouwen;50 jaar;2025;344
2358;Mannen en Vrouwen;50 jaar;2026;334
2359;Mannen en Vrouwen;50 jaar;2027;323
2360;Mannen en Vrouwen;50 jaar;2028;320
2361;Mannen en Vrouwen;50 jaar;2029;313
2362;Mannen en Vrouwen;50 jaar;2030;316
2363;Mannen en Vrouwen;50 jaar;2031;305
2364;Mannen en Vrouwen;50 jaar;2032;292
2365;Mannen en Vrouwen;50 jaar;2033;284
2366;Mannen en Vrouwen;50 jaar;2034;285
2367;Mannen en Vrouwen;50 jaar;2035;284
2368;Mannen en Vrouwen;50 jaar;2036;285
2369;Mannen en Vrouwen;50 jaar;2037;281
2370;Mannen en Vrouwen;50 jaar;2038;274
2371;Mannen en Vrouwen;50 jaar;2039;272
2372;Mannen en Vrouwen;50 jaar;2040;277
2373;Mannen en Vrouwen;50 jaar;2041;272
2374;Mannen en Vrouwen;50 jaar;2042;264
2375;Mannen en Vrouwen;50 jaar;2043;258
2376;Mannen en Vrouwen;50 jaar;2044;253
2377;Mannen en Vrouwen;50 jaar;2045;243
2378;Mannen en Vrouwen;50 jaar;2046;238
2379;Mannen en Vrouwen;50 jaar;2047;235
2380;Mannen en Vrouwen;50 jaar;2048;238
2381;Mannen en Vrouwen;50 jaar;2049;235
2382;Mannen en Vrouwen;50 jaar;2050;234
2383;Mannen en Vrouwen;50 jaar;2051;228
2384;Mannen en Vrouwen;50 jaar;2052;221
2385;Mannen en Vrouwen;50 jaar;2053;216
2386;Mannen en Vrouwen;50 jaar;2054;206
2387;Mannen en Vrouwen;50 jaar;2055;196
2388;Mannen en Vrouwen;50 jaar;2056;191
2389;Mannen en Vrouwen;50 jaar;2057;184
2390;Mannen en Vrouwen;50 jaar;2058;184
2391;Mannen en Vrouwen;50 jaar;2059;180
2392;Mannen en Vrouwen;51 jaar;2014;621
2393;Mannen en Vrouwen;51 jaar;2015;615
2394;Mannen en Vrouwen;51 jaar;2016;592
2395;Mannen en Vrouwen;51 jaar;2017;570
2396;Mannen en Vrouwen;51 jaar;2018;554
2397;Mannen en Vrouwen;51 jaar;2019;547
2398;Mannen en Vrouwen;51 jaar;2020;559
2399;Mannen en Vrouwen;51 jaar;2021;535
2400;Mannen en Vrouwen;51 jaar;2022;501
2401;Mannen en Vrouwen;51 jaar;2023;466
2402;Mannen en Vrouwen;51 jaar;2024;422
2403;Mannen en Vrouwen;51 jaar;2025;398
2404;Mannen en Vrouwen;51 jaar;2026;374
2405;Mannen en Vrouwen;51 jaar;2027;363
2406;Mannen en Vrouwen;51 jaar;2028;351
2407;Mannen en Vrouwen;51 jaar;2029;348
2408;Mannen en Vrouwen;51 jaar;2030;340
2409;Mannen en Vrouwen;51 jaar;2031;343
2410;Mannen en Vrouwen;51 jaar;2032;331
2411;Mannen en Vrouwen;51 jaar;2033;316
2412;Mannen en Vrouwen;51 jaar;2034;308
2413;Mannen en Vrouwen;51 jaar;2035;309
2414;Mannen en Vrouwen;51 jaar;2036;307
2415;Mannen en Vrouwen;51 jaar;2037;308
2416;Mannen en Vrouwen;51 jaar;2038;304
2417;Mannen en Vrouwen;51 jaar;2039;297
2418;Mannen en Vrouwen;51 jaar;2040;295
2419;Mannen en Vrouwen;51 jaar;2041;300
2420;Mannen en Vrouwen;51 jaar;2042;294
2421;Mannen en Vrouwen;51 jaar;2043;286
2422;Mannen en Vrouwen;51 jaar;2044;279
2423;Mannen en Vrouwen;51 jaar;2045;275
2424;Mannen en Vrouwen;51 jaar;2046;263
2425;Mannen en Vrouwen;51 jaar;2047;258
2426;Mannen en Vrouwen;51 jaar;2048;254
2427;Mannen en Vrouwen;51 jaar;2049;257
2428;Mannen en Vrouwen;51 jaar;2050;254
2429;Mannen en Vrouwen;51 jaar;2051;254
2430;Mannen en Vrouwen;51 jaar;2052;246
2431;Mannen en Vrouwen;51 jaar;2053;239
2432;Mannen en Vrouwen;51 jaar;2054;234
2433;Mannen en Vrouwen;51 jaar;2055;222
2434;Mannen en Vrouwen;51 jaar;2056;212
2435;Mannen en Vrouwen;51 jaar;2057;206
2436;Mannen en Vrouwen;51 jaar;2058;199
2437;Mannen en Vrouwen;51 jaar;2059;198
2438;Mannen en Vrouwen;52 jaar;2014;679
2439;Mannen en Vrouwen;52 jaar;2015;672
2440;Mannen en Vrouwen;52 jaar;2016;669
2441;Mannen en Vrouwen;52 jaar;2017;643
2442;Mannen en Vrouwen;52 jaar;2018;620
2443;Mannen en Vrouwen;52 jaar;2019;602
2444;Mannen en Vrouwen;52 jaar;2020;595
2445;Mannen en Vrouwen;52 jaar;2021;607
2446;Mannen en Vrouwen;52 jaar;2022;579
2447;Mannen en Vrouwen;52 jaar;2023;542
2448;Mannen en Vrouwen;52 jaar;2024;505
2449;Mannen en Vrouwen;52 jaar;2025;457
2450;Mannen en Vrouwen;52 jaar;2026;431
2451;Mannen en Vrouwen;52 jaar;2027;404
2452;Mannen en Vrouwen;52 jaar;2028;393
2453;Mannen en Vrouwen;52 jaar;2029;380
2454;Mannen en Vrouwen;52 jaar;2030;377
2455;Mannen en Vrouwen;52 jaar;2031;367
2456;Mannen en Vrouwen;52 jaar;2032;371
2457;Mannen en Vrouwen;52 jaar;2033;358
2458;Mannen en Vrouwen;52 jaar;2034;342
2459;Mannen en Vrouwen;52 jaar;2035;333
2460;Mannen en Vrouwen;52 jaar;2036;333
2461;Mannen en Vrouwen;52 jaar;2037;332
2462;Mannen en Vrouwen;52 jaar;2038;333
2463;Mannen en Vrouwen;52 jaar;2039;329
2464;Mannen en Vrouwen;52 jaar;2040;322
2465;Mannen en Vrouwen;52 jaar;2041;318
2466;Mannen en Vrouwen;52 jaar;2042;323
2467;Mannen en Vrouwen;52 jaar;2043;318
2468;Mannen en Vrouwen;52 jaar;2044;308
2469;Mannen en Vrouwen;52 jaar;2045;300
2470;Mannen en Vrouwen;52 jaar;2046;296
2471;Mannen en Vrouwen;52 jaar;2047;284
2472;Mannen en Vrouwen;52 jaar;2048;277
2473;Mannen en Vrouwen;52 jaar;2049;275
2474;Mannen en Vrouwen;52 jaar;2050;277
2475;Mannen en Vrouwen;52 jaar;2051;273
2476;Mannen en Vrouwen;52 jaar;2052;273
2477;Mannen en Vrouwen;52 jaar;2053;265
2478;Mannen en Vrouwen;52 jaar;2054;258
2479;Mannen en Vrouwen;52 jaar;2055;251
2480;Mannen en Vrouwen;52 jaar;2056;240
2481;Mannen en Vrouwen;52 jaar;2057;228
2482;Mannen en Vrouwen;52 jaar;2058;222
2483;Mannen en Vrouwen;52 jaar;2059;214
2484;Mannen en Vrouwen;53 jaar;2014;746
2485;Mannen en Vrouwen;53 jaar;2015;734
2486;Mannen en Vrouwen;53 jaar;2016;730
2487;Mannen en Vrouwen;53 jaar;2017;726
2488;Mannen en Vrouwen;53 jaar;2018;697
2489;Mannen en Vrouwen;53 jaar;2019;672
2490;Mannen en Vrouwen;53 jaar;2020;653
2491;Mannen en Vrouwen;53 jaar;2021;643
2492;Mannen en Vrouwen;53 jaar;2022;656
2493;Mannen en Vrouwen;53 jaar;2023;626
2494;Mannen en Vrouwen;53 jaar;2024;586
2495;Mannen en Vrouwen;53 jaar;2025;546
2496;Mannen en Vrouwen;53 jaar;2026;493
2497;Mannen en Vrouwen;53 jaar;2027;466
2498;Mannen en Vrouwen;53 jaar;2028;436
2499;Mannen en Vrouwen;53 jaar;2029;424
2500;Mannen en Vrouwen;53 jaar;2030;410
2501;Mannen en Vrouwen;53 jaar;2031;407
2502;Mannen en Vrouwen;53 jaar;2032;397
2503;Mannen en Vrouwen;53 jaar;2033;399
2504;Mannen en Vrouwen;53 jaar;2034;386
2505;Mannen en Vrouwen;53 jaar;2035;368
2506;Mannen en Vrouwen;53 jaar;2036;358
2507;Mannen en Vrouwen;53 jaar;2037;360
2508;Mannen en Vrouwen;53 jaar;2038;358
2509;Mannen en Vrouwen;53 jaar;2039;359
2510;Mannen en Vrouwen;53 jaar;2040;355
2511;Mannen en Vrouwen;53 jaar;2041;346
2512;Mannen en Vrouwen;53 jaar;2042;343
2513;Mannen en Vrouwen;53 jaar;2043;349
2514;Mannen en Vrouwen;53 jaar;2044;342
2515;Mannen en Vrouwen;53 jaar;2045;332
2516;Mannen en Vrouwen;53 jaar;2046;323
2517;Mannen en Vrouwen;53 jaar;2047;318
2518;Mannen en Vrouwen;53 jaar;2048;305
2519;Mannen en Vrouwen;53 jaar;2049;298
2520;Mannen en Vrouwen;53 jaar;2050;295
2521;Mannen en Vrouwen;53 jaar;2051;298
2522;Mannen en Vrouwen;53 jaar;2052;294
2523;Mannen en Vrouwen;53 jaar;2053;294
2524;Mannen en Vrouwen;53 jaar;2054;285
2525;Mannen en Vrouwen;53 jaar;2055;276
2526;Mannen en Vrouwen;53 jaar;2056;271
2527;Mannen en Vrouwen;53 jaar;2057;257
2528;Mannen en Vrouwen;53 jaar;2058;246
2529;Mannen en Vrouwen;53 jaar;2059;239
2530;Mannen en Vrouwen;54 jaar;2014;806
2531;Mannen en Vrouwen;54 jaar;2015;804
2532;Mannen en Vrouwen;54 jaar;2016;794
2533;Mannen en Vrouwen;54 jaar;2017;789
2534;Mannen en Vrouwen;54 jaar;2018;783
2535;Mannen en Vrouwen;54 jaar;2019;752
2536;Mannen en Vrouwen;54 jaar;2020;725
2537;Mannen en Vrouwen;54 jaar;2021;703
2538;Mannen en Vrouwen;54 jaar;2022;693
2539;Mannen en Vrouwen;54 jaar;2023;706
2540;Mannen en Vrouwen;54 jaar;2024;674
2541;Mannen en Vrouwen;54 jaar;2025;632
2542;Mannen en Vrouwen;54 jaar;2026;588
2543;Mannen en Vrouwen;54 jaar;2027;531
2544;Mannen en Vrouwen;54 jaar;2028;501
2545;Mannen en Vrouwen;54 jaar;2029;470
2546;Mannen en Vrouwen;54 jaar;2030;457
2547;Mannen en Vrouwen;54 jaar;2031;441
2548;Mannen en Vrouwen;54 jaar;2032;436
2549;Mannen en Vrouwen;54 jaar;2033;426
2550;Mannen en Vrouwen;54 jaar;2034;430
2551;Mannen en Vrouwen;54 jaar;2035;414
2552;Mannen en Vrouwen;54 jaar;2036;395
2553;Mannen en Vrouwen;54 jaar;2037;385
2554;Mannen en Vrouwen;54 jaar;2038;386
2555;Mannen en Vrouwen;54 jaar;2039;384
2556;Mannen en Vrouwen;54 jaar;2040;385
2557;Mannen en Vrouwen;54 jaar;2041;380
2558;Mannen en Vrouwen;54 jaar;2042;371
2559;Mannen en Vrouwen;54 jaar;2043;367
2560;Mannen en Vrouwen;54 jaar;2044;374
2561;Mannen en Vrouwen;54 jaar;2045;366
2562;Mannen en Vrouwen;54 jaar;2046;356
2563;Mannen en Vrouwen;54 jaar;2047;347
2564;Mannen en Vrouwen;54 jaar;2048;341
2565;Mannen en Vrouwen;54 jaar;2049;327
2566;Mannen en Vrouwen;54 jaar;2050;320
2567;Mannen en Vrouwen;54 jaar;2051;315
2568;Mannen en Vrouwen;54 jaar;2052;319
2569;Mannen en Vrouwen;54 jaar;2053;315
2570;Mannen en Vrouwen;54 jaar;2054;315
2571;Mannen en Vrouwen;54 jaar;2055;304
2572;Mannen en Vrouwen;54 jaar;2056;297
2573;Mannen en Vrouwen;54 jaar;2057;289
2574;Mannen en Vrouwen;54 jaar;2058;274
2575;Mannen en Vrouwen;54 jaar;2059;262
2576;Mannen en Vrouwen;55 jaar;2014;884
2577;Mannen en Vrouwen;55 jaar;2015;867
2578;Mannen en Vrouwen;55 jaar;2016;868
2579;Mannen en Vrouwen;55 jaar;2017;856
2580;Mannen en Vrouwen;55 jaar;2018;850
2581;Mannen en Vrouwen;55 jaar;2019;844
2582;Mannen en Vrouwen;55 jaar;2020;811
2583;Mannen en Vrouwen;55 jaar;2021;779
2584;Mannen en Vrouwen;55 jaar;2022;757
2585;Mannen en Vrouwen;55 jaar;2023;745
2586;Mannen en Vrouwen;55 jaar;2024;760
2587;Mannen en Vrouwen;55 jaar;2025;725
2588;Mannen en Vrouwen;55 jaar;2026;679
2589;Mannen en Vrouwen;55 jaar;2027;631
2590;Mannen en Vrouwen;55 jaar;2028;570
2591;Mannen en Vrouwen;55 jaar;2029;538
2592;Mannen en Vrouwen;55 jaar;2030;504
2593;Mannen en Vrouwen;55 jaar;2031;490
2594;Mannen en Vrouwen;55 jaar;2032;473
2595;Mannen en Vrouwen;55 jaar;2033;469
2596;Mannen en Vrouwen;55 jaar;2034;457
2597;Mannen en Vrouwen;55 jaar;2035;461
2598;Mannen en Vrouwen;55 jaar;2036;444
2599;Mannen en Vrouwen;55 jaar;2037;424
2600;Mannen en Vrouwen;55 jaar;2038;413
2601;Mannen en Vrouwen;55 jaar;2039;414
2602;Mannen en Vrouwen;55 jaar;2040;411
2603;Mannen en Vrouwen;55 jaar;2041;413
2604;Mannen en Vrouwen;55 jaar;2042;407
2605;Mannen en Vrouwen;55 jaar;2043;398
2606;Mannen en Vrouwen;55 jaar;2044;394
2607;Mannen en Vrouwen;55 jaar;2045;400
2608;Mannen en Vrouwen;55 jaar;2046;393
2609;Mannen en Vrouwen;55 jaar;2047;381
2610;Mannen en Vrouwen;55 jaar;2048;371
2611;Mannen en Vrouwen;55 jaar;2049;366
2612;Mannen en Vrouwen;55 jaar;2050;350
2613;Mannen en Vrouwen;55 jaar;2051;342
2614;Mannen en Vrouwen;55 jaar;2052;337
2615;Mannen en Vrouwen;55 jaar;2053;341
2616;Mannen en Vrouwen;55 jaar;2054;336
2617;Mannen en Vrouwen;55 jaar;2055;336
2618;Mannen en Vrouwen;55 jaar;2056;326
2619;Mannen en Vrouwen;55 jaar;2057;317
2620;Mannen en Vrouwen;55 jaar;2058;309
2621;Mannen en Vrouwen;55 jaar;2059;293
2622;Mannen en Vrouwen;56 jaar;2014;951
2623;Mannen en Vrouwen;56 jaar;2015;949
2624;Mannen en Vrouwen;56 jaar;2016;932
2625;Mannen en Vrouwen;56 jaar;2017;933
2626;Mannen en Vrouwen;56 jaar;2018;920
2627;Mannen en Vrouwen;56 jaar;2019;914
2628;Mannen en Vrouwen;56 jaar;2020;908
2629;Mannen en Vrouwen;56 jaar;2021;871
2630;Mannen en Vrouwen;56 jaar;2022;837
2631;Mannen en Vrouwen;56 jaar;2023;813
2632;Mannen en Vrouwen;56 jaar;2024;800
2633;Mannen en Vrouwen;56 jaar;2025;815
2634;Mannen en Vrouwen;56 jaar;2026;778
2635;Mannen en Vrouwen;56 jaar;2027;728
2636;Mannen en Vrouwen;56 jaar;2028;677
2637;Mannen en Vrouwen;56 jaar;2029;611
2638;Mannen en Vrouwen;56 jaar;2030;577
2639;Mannen en Vrouwen;56 jaar;2031;541
2640;Mannen en Vrouwen;56 jaar;2032;526
2641;Mannen en Vrouwen;56 jaar;2033;507
2642;Mannen en Vrouwen;56 jaar;2034;502
2643;Mannen en Vrouwen;56 jaar;2035;490
2644;Mannen en Vrouwen;56 jaar;2036;494
2645;Mannen en Vrouwen;56 jaar;2037;476
2646;Mannen en Vrouwen;56 jaar;2038;454
2647;Mannen en Vrouwen;56 jaar;2039;441
2648;Mannen en Vrouwen;56 jaar;2040;443
2649;Mannen en Vrouwen;56 jaar;2041;440
2650;Mannen en Vrouwen;56 jaar;2042;442
2651;Mannen en Vrouwen;56 jaar;2043;436
2652;Mannen en Vrouwen;56 jaar;2044;426
2653;Mannen en Vrouwen;56 jaar;2045;421
2654;Mannen en Vrouwen;56 jaar;2046;428
2655;Mannen en Vrouwen;56 jaar;2047;419
2656;Mannen en Vrouwen;56 jaar;2048;408
2657;Mannen en Vrouwen;56 jaar;2049;397
2658;Mannen en Vrouwen;56 jaar;2050;390
2659;Mannen en Vrouwen;56 jaar;2051;374
2660;Mannen en Vrouwen;56 jaar;2052;366
2661;Mannen en Vrouwen;56 jaar;2053;361
2662;Mannen en Vrouwen;56 jaar;2054;364
2663;Mannen en Vrouwen;56 jaar;2055;359
2664;Mannen en Vrouwen;56 jaar;2056;359
2665;Mannen en Vrouwen;56 jaar;2057;347
2666;Mannen en Vrouwen;56 jaar;2058;337
2667;Mannen en Vrouwen;56 jaar;2059;330
2668;Mannen en Vrouwen;57 jaar;2014;1027
2669;Mannen en Vrouwen;57 jaar;2015;1018
2670;Mannen en Vrouwen;57 jaar;2016;1019
2671;Mannen en Vrouwen;57 jaar;2017;1000
2672;Mannen en Vrouwen;57 jaar;2018;1001
2673;Mannen en Vrouwen;57 jaar;2019;987
2674;Mannen en Vrouwen;57 jaar;2020;981
2675;Mannen en Vrouwen;57 jaar;2021;974
2676;Mannen en Vrouwen;57 jaar;2022;934
2677;Mannen en Vrouwen;57 jaar;2023;897
2678;Mannen en Vrouwen;57 jaar;2024;871
2679;Mannen en Vrouwen;57 jaar;2025;856
2680;Mannen en Vrouwen;57 jaar;2026;873
2681;Mannen en Vrouwen;57 jaar;2027;832
2682;Mannen en Vrouwen;57 jaar;2028;779
2683;Mannen en Vrouwen;57 jaar;2029;724
2684;Mannen en Vrouwen;57 jaar;2030;655
2685;Mannen en Vrouwen;57 jaar;2031;617
2686;Mannen en Vrouwen;57 jaar;2032;578
2687;Mannen en Vrouwen;57 jaar;2033;562
2688;Mannen en Vrouwen;57 jaar;2034;543
2689;Mannen en Vrouwen;57 jaar;2035;536
2690;Mannen en Vrouwen;57 jaar;2036;523
2691;Mannen en Vrouwen;57 jaar;2037;528
2692;Mannen en Vrouwen;57 jaar;2038;509
2693;Mannen en Vrouwen;57 jaar;2039;485
2694;Mannen en Vrouwen;57 jaar;2040;471
2695;Mannen en Vrouwen;57 jaar;2041;472
2696;Mannen en Vrouwen;57 jaar;2042;470
2697;Mannen en Vrouwen;57 jaar;2043;471
2698;Mannen en Vrouwen;57 jaar;2044;466
2699;Mannen en Vrouwen;57 jaar;2045;454
2700;Mannen en Vrouwen;57 jaar;2046;448
2701;Mannen en Vrouwen;57 jaar;2047;456
2702;Mannen en Vrouwen;57 jaar;2048;448
2703;Mannen en Vrouwen;57 jaar;2049;434
2704;Mannen en Vrouwen;57 jaar;2050;423
2705;Mannen en Vrouwen;57 jaar;2051;416
2706;Mannen en Vrouwen;57 jaar;2052;399
2707;Mannen en Vrouwen;57 jaar;2053;390
2708;Mannen en Vrouwen;57 jaar;2054;384
2709;Mannen en Vrouwen;57 jaar;2055;388
2710;Mannen en Vrouwen;57 jaar;2056;382
2711;Mannen en Vrouwen;57 jaar;2057;382
2712;Mannen en Vrouwen;57 jaar;2058;370
2713;Mannen en Vrouwen;57 jaar;2059;360
2714;Mannen en Vrouwen;58 jaar;2014;1112
2715;Mannen en Vrouwen;58 jaar;2015;1098
2716;Mannen en Vrouwen;58 jaar;2016;1091
2717;Mannen en Vrouwen;58 jaar;2017;1093
2718;Mannen en Vrouwen;58 jaar;2018;1075
2719;Mannen en Vrouwen;58 jaar;2019;1077
2720;Mannen en Vrouwen;58 jaar;2020;1062
2721;Mannen en Vrouwen;58 jaar;2021;1054
2722;Mannen en Vrouwen;58 jaar;2022;1046
2723;Mannen en Vrouwen;58 jaar;2023;1002
2724;Mannen en Vrouwen;58 jaar;2024;962
2725;Mannen en Vrouwen;58 jaar;2025;933
2726;Mannen en Vrouwen;58 jaar;2026;918
2727;Mannen en Vrouwen;58 jaar;2027;935
2728;Mannen en Vrouwen;58 jaar;2028;892
2729;Mannen en Vrouwen;58 jaar;2029;835
2730;Mannen en Vrouwen;58 jaar;2030;776
2731;Mannen en Vrouwen;58 jaar;2031;701
2732;Mannen en Vrouwen;58 jaar;2032;660
2733;Mannen en Vrouwen;58 jaar;2033;619
2734;Mannen en Vrouwen;58 jaar;2034;602
2735;Mannen en Vrouwen;58 jaar;2035;580
2736;Mannen en Vrouwen;58 jaar;2036;575
2737;Mannen en Vrouwen;58 jaar;2037;560
2738;Mannen en Vrouwen;58 jaar;2038;564
2739;Mannen en Vrouwen;58 jaar;2039;544
2740;Mannen en Vrouwen;58 jaar;2040;518
2741;Mannen en Vrouwen;58 jaar;2041;504
2742;Mannen en Vrouwen;58 jaar;2042;505
2743;Mannen en Vrouwen;58 jaar;2043;502
2744;Mannen en Vrouwen;58 jaar;2044;504
2745;Mannen en Vrouwen;58 jaar;2045;497
2746;Mannen en Vrouwen;58 jaar;2046;484
2747;Mannen en Vrouwen;58 jaar;2047;479
2748;Mannen en Vrouwen;58 jaar;2048;487
2749;Mannen en Vrouwen;58 jaar;2049;478
2750;Mannen en Vrouwen;58 jaar;2050;464
2751;Mannen en Vrouwen;58 jaar;2051;451
2752;Mannen en Vrouwen;58 jaar;2052;444
2753;Mannen en Vrouwen;58 jaar;2053;425
2754;Mannen en Vrouwen;58 jaar;2054;415
2755;Mannen en Vrouwen;58 jaar;2055;410
2756;Mannen en Vrouwen;58 jaar;2056;413
2757;Mannen en Vrouwen;58 jaar;2057;408
2758;Mannen en Vrouwen;58 jaar;2058;407
2759;Mannen en Vrouwen;58 jaar;2059;394
2760;Mannen en Vrouwen;59 jaar;2014;1189
2761;Mannen en Vrouwen;59 jaar;2015;1188
2762;Mannen en Vrouwen;59 jaar;2016;1179
2763;Mannen en Vrouwen;59 jaar;2017;1175
2764;Mannen en Vrouwen;59 jaar;2018;1179
2765;Mannen en Vrouwen;59 jaar;2019;1159
2766;Mannen en Vrouwen;59 jaar;2020;1162
