ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
4701;Defence works ;Midden-Noord-Brabant (CR);2014;8
4702;Defence works ;Midden-Noord-Brabant (CR);2015;31
4703;Defence works ;Midden-Noord-Brabant (CR);2016;28
4704;Defence works ;Midden-Noord-Brabant (CR);2017;28
4705;Defence works ;Noordoost-Noord-Brabant (CR);2013;132
4706;Defence works ;Noordoost-Noord-Brabant (CR);2014;131
4707;Defence works ;Noordoost-Noord-Brabant (CR);2015;132
4708;Defence works ;Noordoost-Noord-Brabant (CR);2016;132
4709;Defence works ;Noordoost-Noord-Brabant (CR);2017;131
4710;Defence works ;Zuidoost-Noord-Brabant (CR);2013;8
4711;Defence works ;Zuidoost-Noord-Brabant (CR);2014;8
4712;Defence works ;Zuidoost-Noord-Brabant (CR);2015;8
4713;Defence works ;Zuidoost-Noord-Brabant (CR);2016;8
4714;Defence works ;Zuidoost-Noord-Brabant (CR);2017;8
4715;Defence works ;Noord-Limburg (CR);2013;66
4716;Defence works ;Noord-Limburg (CR);2014;66
4717;Defence works ;Noord-Limburg (CR);2015;66
4718;Defence works ;Noord-Limburg (CR);2016;66
4719;Defence works ;Noord-Limburg (CR);2017;66
4720;Defence works ;Midden-Limburg (CR);2013;39
4721;Defence works ;Midden-Limburg (CR);2014;37
4722;Defence works ;Midden-Limburg (CR);2015;36
4723;Defence works ;Midden-Limburg (CR);2016;36
4724;Defence works ;Midden-Limburg (CR);2017;36
4725;Defence works ;Zuid-Limburg (CR);2013;44
4726;Defence works ;Zuid-Limburg (CR);2014;44
4727;Defence works ;Zuid-Limburg (CR);2015;44
4728;Defence works ;Zuid-Limburg (CR);2016;44
4729;Defence works ;Zuid-Limburg (CR);2017;44
4730;Defence works ;Flevoland (CR);2013;0
4731;Defence works ;Flevoland (CR);2014;0
4732;Defence works ;Flevoland (CR);2015;0
4733;Defence works ;Flevoland (CR);2016;0
4734;Defence works ;Flevoland (CR);2017;0
4735;Defence works ;Aa en Hunze;2013;1
4736;Defence works ;Aa en Hunze;2014;1
4737;Defence works ;Aa en Hunze;2015;1
4738;Defence works ;Aa en Hunze;2016;1
4739;Defence works ;Aa en Hunze;2017;1
4740;Defence works ;Aalburg;2013;0
4741;Defence works ;Aalburg;2014;0
4742;Defence works ;Aalburg;2015;0
4743;Defence works ;Aalburg;2016;0
4744;Defence works ;Aalburg;2017;0
4745;Defence works ;Aalsmeer;2013;1
4746;Defence works ;Aalsmeer;2014;1
4747;Defence works ;Aalsmeer;2015;1
4748;Defence works ;Aalsmeer;2016;1
4749;Defence works ;Aalsmeer;2017;1
4750;Defence works ;Aalten;2013;2
4751;Defence works ;Aalten;2014;2
4752;Defence works ;Aalten;2015;2
4753;Defence works ;Aalten;2016;2
4754;Defence works ;Aalten;2017;2
4755;Defence works ;Achtkarspelen;2013;0
4756;Defence works ;Achtkarspelen;2014;0
4757;Defence works ;Achtkarspelen;2015;0
4758;Defence works ;Achtkarspelen;2016;0
4759;Defence works ;Achtkarspelen;2017;0
4760;Defence works ;Alblasserdam;2013;0
4761;Defence works ;Alblasserdam;2014;0
4762;Defence works ;Alblasserdam;2015;0
4763;Defence works ;Alblasserdam;2016;0
4764;Defence works ;Alblasserdam;2017;0
4765;Defence works ;Albrandswaard;2013;0
4766;Defence works ;Albrandswaard;2014;0
4767;Defence works ;Albrandswaard;2015;0
4768;Defence works ;Albrandswaard;2016;0
4769;Defence works ;Albrandswaard;2017;0
4770;Defence works ;Alkmaar;2013;3
4771;Defence works ;Alkmaar;2014;3
4772;Defence works ;Alkmaar;2015;3
4773;Defence works ;Alkmaar;2016;3
4774;Defence works ;Alkmaar;2017;3
4775;Defence works ;Almelo;2013;1
4776;Defence works ;Almelo;2014;1
4777;Defence works ;Almelo;2015;1
4778;Defence works ;Almelo;2016;1
4779;Defence works ;Almelo;2017;1
4780;Defence works ;Almere;2013;0
4781;Defence works ;Almere;2014;0
4782;Defence works ;Almere;2015;0
4783;Defence works ;Almere;2016;0
4784;Defence works ;Almere;2017;0
4785;Defence works ;Alphen aan den Rijn;2013;0
4786;Defence works ;Alphen aan den Rijn;2014;0
4787;Defence works ;Alphen aan den Rijn;2015;0
4788;Defence works ;Alphen aan den Rijn;2016;0
4789;Defence works ;Alphen aan den Rijn;2017;0
4790;Defence works ;Alphen-Chaam;2013;0
4791;Defence works ;Alphen-Chaam;2014;0
4792;Defence works ;Alphen-Chaam;2015;0
4793;Defence works ;Alphen-Chaam;2016;0
4794;Defence works ;Alphen-Chaam;2017;0
4795;Defence works ;Ameland;2013;0
4796;Defence works ;Ameland;2014;0
4797;Defence works ;Ameland;2015;0
4798;Defence works ;Ameland;2016;0
4799;Defence works ;Ameland;2017;0
4800;Defence works ;Amersfoort;2013;32
4801;Defence works ;Amersfoort;2014;32
4802;Defence works ;Amersfoort;2015;32
4803;Defence works ;Amersfoort;2016;32
4804;Defence works ;Amersfoort;2017;32
4805;Defence works ;Amstelveen;2013;0
4806;Defence works ;Amstelveen;2014;0
4807;Defence works ;Amstelveen;2015;0
4808;Defence works ;Amstelveen;2016;0
4809;Defence works ;Amstelveen;2017;0
4810;Defence works ;Amsterdam;2013;8
4811;Defence works ;Amsterdam;2014;8
4812;Defence works ;Amsterdam;2015;8
4813;Defence works ;Amsterdam;2016;8
4814;Defence works ;Amsterdam;2017;8
4815;Defence works ;Apeldoorn;2013;2
4816;Defence works ;Apeldoorn;2014;2
4817;Defence works ;Apeldoorn;2015;2
4818;Defence works ;Apeldoorn;2016;2
4819;Defence works ;Apeldoorn;2017;2
4820;Defence works ;Appingedam;2013;1
4821;Defence works ;Appingedam;2014;1
4822;Defence works ;Appingedam;2015;1
4823;Defence works ;Appingedam;2016;1
4824;Defence works ;Appingedam;2017;1
4825;Defence works ;Arnhem;2013;92
4826;Defence works ;Arnhem;2014;92
4827;Defence works ;Arnhem;2015;92
4828;Defence works ;Arnhem;2016;92
4829;Defence works ;Arnhem;2017;92
4830;Defence works ;Assen;2013;1
4831;Defence works ;Assen;2014;1
4832;Defence works ;Assen;2015;1
4833;Defence works ;Assen;2016;1
4834;Defence works ;Assen;2017;1
4835;Defence works ;Asten;2013;0
4836;Defence works ;Asten;2014;0
4837;Defence works ;Asten;2015;0
4838;Defence works ;Asten;2016;0
4839;Defence works ;Asten;2017;0
4840;Defence works ;Baarle-Nassau;2013;0
4841;Defence works ;Baarle-Nassau;2014;0
4842;Defence works ;Baarle-Nassau;2015;0
4843;Defence works ;Baarle-Nassau;2016;0
4844;Defence works ;Baarle-Nassau;2017;0
4845;Defence works ;Baarn;2013;0
4846;Defence works ;Baarn;2014;0
4847;Defence works ;Baarn;2015;0
4848;Defence works ;Baarn;2016;0
4849;Defence works ;Baarn;2017;0
4850;Defence works ;Barendrecht;2013;0
4851;Defence works ;Barendrecht;2014;0
4852;Defence works ;Barendrecht;2015;0
4853;Defence works ;Barendrecht;2016;0
4854;Defence works ;Barendrecht;2017;0
4855;Defence works ;Barneveld;2013;0
4856;Defence works ;Barneveld;2014;0
4857;Defence works ;Barneveld;2015;0
4858;Defence works ;Barneveld;2016;0
4859;Defence works ;Barneveld;2017;0
4860;Defence works ;Bedum;2013;0
4861;Defence works ;Bedum;2014;0
4862;Defence works ;Bedum;2015;0
4863;Defence works ;Bedum;2016;0
4864;Defence works ;Bedum;2017;0
4865;Defence works ;Beek (L.);2013;0
4866;Defence works ;Beek (L.);2014;0
4867;Defence works ;Beek (L.);2015;0
4868;Defence works ;Beek (L.);2016;0
4869;Defence works ;Beek (L.);2017;0
4870;Defence works ;Beemster;2013;0
4871;Defence works ;Beemster;2014;0
4872;Defence works ;Beemster;2015;0
4873;Defence works ;Beemster;2016;0
4874;Defence works ;Beemster;2017;0
4875;Defence works ;Beesel;2013;1
4876;Defence works ;Beesel;2014;1
4877;Defence works ;Beesel;2015;1
4878;Defence works ;Beesel;2016;1
4879;Defence works ;Beesel;2017;1
4880;Defence works ;Bellingwedde;2013;5
4881;Defence works ;Bellingwedde;2014;5
4882;Defence works ;Bellingwedde;2015;5
4883;Defence works ;Bellingwedde;2016;5
4884;Defence works ;Bellingwedde;2017;5
4885;Defence works ;Berg en Dal;2013;0
4886;Defence works ;Berg en Dal;2014;0
4887;Defence works ;Berg en Dal;2015;0
4888;Defence works ;Berg en Dal;2016;0
4889;Defence works ;Berg en Dal;2017;0
4890;Defence works ;Bergeijk;2013;0
4891;Defence works ;Bergeijk;2014;0
4892;Defence works ;Bergeijk;2015;0
4893;Defence works ;Bergeijk;2016;0
4894;Defence works ;Bergeijk;2017;0
4895;Defence works ;Bergen (L.);2013;0
4896;Defence works ;Bergen (L.);2014;0
4897;Defence works ;Bergen (L.);2015;0
4898;Defence works ;Bergen (L.);2016;0
4899;Defence works ;Bergen (L.);2017;0
4900;Defence works ;Bergen (NH.);2013;0
4901;Defence works ;Bergen (NH.);2014;0
4902;Defence works ;Bergen (NH.);2015;0
4903;Defence works ;Bergen (NH.);2016;0
4904;Defence works ;Bergen (NH.);2017;0
4905;Defence works ;Bergen op Zoom;2013;9
4906;Defence works ;Bergen op Zoom;2014;7
4907;Defence works ;Bergen op Zoom;2015;7
4908;Defence works ;Bergen op Zoom;2016;6
4909;Defence works ;Bergen op Zoom;2017;6
4910;Defence works ;Berkelland;2013;1
4911;Defence works ;Berkelland;2014;1
4912;Defence works ;Berkelland;2015;1
4913;Defence works ;Berkelland;2016;1
4914;Defence works ;Berkelland;2017;1
4915;Defence works ;Bernheze;2013;0
4916;Defence works ;Bernheze;2014;0
4917;Defence works ;Bernheze;2015;0
4918;Defence works ;Bernheze;2016;0
4919;Defence works ;Bernheze;2017;0
4920;Defence works ;Best;2013;0
4921;Defence works ;Best;2014;0
4922;Defence works ;Best;2015;0
4923;Defence works ;Best;2016;0
4924;Defence works ;Best;2017;0
4925;Defence works ;Beuningen;2013;0
4926;Defence works ;Beuningen;2014;0
4927;Defence works ;Beuningen;2015;0
4928;Defence works ;Beuningen;2016;0
4929;Defence works ;Beuningen;2017;0
4930;Defence works ;Beverwijk;2013;2
4931;Defence works ;Beverwijk;2014;2
4932;Defence works ;Beverwijk;2015;2
4933;Defence works ;Beverwijk;2016;2
4934;Defence works ;Beverwijk;2017;2
4935;Defence works ;het Bildt;2013;0
4936;Defence works ;het Bildt;2014;0
4937;Defence works ;het Bildt;2015;0
4938;Defence works ;het Bildt;2016;0
4939;Defence works ;het Bildt;2017;0
4940;Defence works ;De Bilt;2013;10
4941;Defence works ;De Bilt;2014;10
4942;Defence works ;De Bilt;2015;10
4943;Defence works ;De Bilt;2016;32
4944;Defence works ;De Bilt;2017;32
4945;Defence works ;Binnenmaas;2013;0
4946;Defence works ;Binnenmaas;2014;0
4947;Defence works ;Binnenmaas;2015;0
4948;Defence works ;Binnenmaas;2016;0
4949;Defence works ;Binnenmaas;2017;0
4950;Defence works ;Bladel;2013;0
4951;Defence works ;Bladel;2014;0
4952;Defence works ;Bladel;2015;0
4953;Defence works ;Bladel;2016;0
4954;Defence works ;Bladel;2017;0
4955;Defence works ;Blaricum;2013;0
4956;Defence works ;Blaricum;2014;0
4957;Defence works ;Blaricum;2015;0
4958;Defence works ;Blaricum;2016;0
4959;Defence works ;Blaricum;2017;0
4960;Defence works ;Bloemendaal;2013;0
4961;Defence works ;Bloemendaal;2014;0
4962;Defence works ;Bloemendaal;2015;0
4963;Defence works ;Bloemendaal;2016;0
4964;Defence works ;Bloemendaal;2017;0
4965;Defence works ;Bodegraven-Reeuwijk;2013;1
4966;Defence works ;Bodegraven-Reeuwijk;2014;1
4967;Defence works ;Bodegraven-Reeuwijk;2015;1
4968;Defence works ;Bodegraven-Reeuwijk;2016;1
4969;Defence works ;Bodegraven-Reeuwijk;2017;1
4970;Defence works ;Boekel;2013;0
4971;Defence works ;Boekel;2014;0
4972;Defence works ;Boekel;2015;0
4973;Defence works ;Boekel;2016;0
4974;Defence works ;Boekel;2017;0
4975;Defence works ;Ten Boer;2013;0
4976;Defence works ;Ten Boer;2014;0
4977;Defence works ;Ten Boer;2015;0
4978;Defence works ;Ten Boer;2016;0
4979;Defence works ;Ten Boer;2017;0
4980;Defence works ;Borger-Odoorn;2013;0
4981;Defence works ;Borger-Odoorn;2014;0
4982;Defence works ;Borger-Odoorn;2015;0
4983;Defence works ;Borger-Odoorn;2016;0
4984;Defence works ;Borger-Odoorn;2017;0
4985;Defence works ;Borne;2013;0
4986;Defence works ;Borne;2014;0
4987;Defence works ;Borne;2015;0
4988;Defence works ;Borne;2016;0
4989;Defence works ;Borne;2017;0
4990;Defence works ;Borsele;2013;1
4991;Defence works ;Borsele;2014;1
4992;Defence works ;Borsele;2015;1
4993;Defence works ;Borsele;2016;1
4994;Defence works ;Borsele;2017;1
4995;Defence works ;Boxmeer;2013;4
4996;Defence works ;Boxmeer;2014;4
4997;Defence works ;Boxmeer;2015;4
4998;Defence works ;Boxmeer;2016;4
4999;Defence works ;Boxmeer;2017;4
5000;Defence works ;Boxtel;2013;0
5001;Defence works ;Boxtel;2014;0
5002;Defence works ;Boxtel;2015;0
5003;Defence works ;Boxtel;2016;0
5004;Defence works ;Boxtel;2017;0
5005;Defence works ;Breda;2013;4
5006;Defence works ;Breda;2014;4
5007;Defence works ;Breda;2015;4
5008;Defence works ;Breda;2016;4
5009;Defence works ;Breda;2017;4
5010;Defence works ;Brielle;2013;5
5011;Defence works ;Brielle;2014;5
5012;Defence works ;Brielle;2015;6
5013;Defence works ;Brielle;2016;6
5014;Defence works ;Brielle;2017;6
5015;Defence works ;Bronckhorst;2013;0
5016;Defence works ;Bronckhorst;2014;0
5017;Defence works ;Bronckhorst;2015;0
5018;Defence works ;Bronckhorst;2016;0
5019;Defence works ;Bronckhorst;2017;0
5020;Defence works ;Brummen;2013;0
5021;Defence works ;Brummen;2014;0
5022;Defence works ;Brummen;2015;0
5023;Defence works ;Brummen;2016;0
5024;Defence works ;Brummen;2017;0
5025;Defence works ;Brunssum;2013;0
5026;Defence works ;Brunssum;2014;0
5027;Defence works ;Brunssum;2015;0
5028;Defence works ;Brunssum;2016;0
5029;Defence works ;Brunssum;2017;0
5030;Defence works ;Bunnik;2013;60
5031;Defence works ;Bunnik;2014;60
5032;Defence works ;Bunnik;2015;61
5033;Defence works ;Bunnik;2016;64
5034;Defence works ;Bunnik;2017;64
5035;Defence works ;Bunschoten;2013;0
5036;Defence works ;Bunschoten;2014;0
5037;Defence works ;Bunschoten;2015;0
5038;Defence works ;Bunschoten;2016;0
5039;Defence works ;Bunschoten;2017;0
5040;Defence works ;Buren;2013;8
5041;Defence works ;Buren;2014;8
5042;Defence works ;Buren;2015;8
5043;Defence works ;Buren;2016;8
5044;Defence works ;Buren;2017;8
5045;Defence works ;Capelle aan den IJssel;2013;0
5046;Defence works ;Capelle aan den IJssel;2014;0
5047;Defence works ;Capelle aan den IJssel;2015;0
5048;Defence works ;Capelle aan den IJssel;2016;0
5049;Defence works ;Capelle aan den IJssel;2017;0
5050;Defence works ;Castricum;2013;0
5051;Defence works ;Castricum;2014;0
5052;Defence works ;Castricum;2015;0
5053;Defence works ;Castricum;2016;0
5054;Defence works ;Castricum;2017;0
5055;Defence works ;Coevorden;2013;2
5056;Defence works ;Coevorden;2014;2
5057;Defence works ;Coevorden;2015;2
5058;Defence works ;Coevorden;2016;2
5059;Defence works ;Coevorden;2017;2
5060;Defence works ;Cranendonck;2013;0
5061;Defence works ;Cranendonck;2014;0
5062;Defence works ;Cranendonck;2015;0
5063;Defence works ;Cranendonck;2016;0
5064;Defence works ;Cranendonck;2017;0
5065;Defence works ;Cromstrijen;2013;0
5066;Defence works ;Cromstrijen;2014;0
5067;Defence works ;Cromstrijen;2015;0
5068;Defence works ;Cromstrijen;2016;0
5069;Defence works ;Cromstrijen;2017;0
5070;Defence works ;Cuijk;2013;2
5071;Defence works ;Cuijk;2014;2
5072;Defence works ;Cuijk;2015;2
5073;Defence works ;Cuijk;2016;2
5074;Defence works ;Cuijk;2017;2
5075;Defence works ;Culemborg;2013;13
5076;Defence works ;Culemborg;2014;34
5077;Defence works ;Culemborg;2015;42
5078;Defence works ;Culemborg;2016;42
5079;Defence works ;Culemborg;2017;42
5080;Defence works ;Dalfsen;2013;0
5081;Defence works ;Dalfsen;2014;0
5082;Defence works ;Dalfsen;2015;0
5083;Defence works ;Dalfsen;2016;0
5084;Defence works ;Dalfsen;2017;0
5085;Defence works ;Dantumadiel;2013;1
5086;Defence works ;Dantumadiel;2014;1
5087;Defence works ;Dantumadiel;2015;1
5088;Defence works ;Dantumadiel;2016;1
5089;Defence works ;Dantumadiel;2017;1
5090;Defence works ;Delft;2013;5
5091;Defence works ;Delft;2014;5
5092;Defence works ;Delft;2015;5
5093;Defence works ;Delft;2016;5
5094;Defence works ;Delft;2017;5
5095;Defence works ;Delfzijl;2013;1
5096;Defence works ;Delfzijl;2014;1
5097;Defence works ;Delfzijl;2015;1
5098;Defence works ;Delfzijl;2016;1
5099;Defence works ;Delfzijl;2017;1
5100;Defence works ;Deurne;2013;7
5101;Defence works ;Deurne;2014;7
5102;Defence works ;Deurne;2015;7
5103;Defence works ;Deurne;2016;7
5104;Defence works ;Deurne;2017;7
5105;Defence works ;Deventer;2013;18
5106;Defence works ;Deventer;2014;18
5107;Defence works ;Deventer;2015;19
5108;Defence works ;Deventer;2016;19
5109;Defence works ;Deventer;2017;19
5110;Defence works ;Diemen;2013;0
5111;Defence works ;Diemen;2014;0
5112;Defence works ;Diemen;2015;0
5113;Defence works ;Diemen;2016;0
5114;Defence works ;Diemen;2017;0
5115;Defence works ;Dinkelland;2013;1
5116;Defence works ;Dinkelland;2014;1
5117;Defence works ;Dinkelland;2015;1
5118;Defence works ;Dinkelland;2016;1
5119;Defence works ;Dinkelland;2017;1
5120;Defence works ;Doesburg;2013;4
5121;Defence works ;Doesburg;2014;4
5122;Defence works ;Doesburg;2015;4
5123;Defence works ;Doesburg;2016;4
5124;Defence works ;Doesburg;2017;4
5125;Defence works ;Doetinchem;2013;0
5126;Defence works ;Doetinchem;2014;0
5127;Defence works ;Doetinchem;2015;0
5128;Defence works ;Doetinchem;2016;0
5129;Defence works ;Doetinchem;2017;0
5130;Defence works ;Dongen;2013;0
5131;Defence works ;Dongen;2014;0
5132;Defence works ;Dongen;2015;0
5133;Defence works ;Dongen;2016;0
5134;Defence works ;Dongen;2017;0
5135;Defence works ;Dongeradeel;2013;19
5136;Defence works ;Dongeradeel;2014;16
5137;Defence works ;Dongeradeel;2015;16
5138;Defence works ;Dongeradeel;2016;16
5139;Defence works ;Dongeradeel;2017;16
5140;Defence works ;Dordrecht;2013;2
5141;Defence works ;Dordrecht;2014;2
5142;Defence works ;Dordrecht;2015;2
5143;Defence works ;Dordrecht;2016;2
5144;Defence works ;Dordrecht;2017;2
5145;Defence works ;Drechterland;2013;0
5146;Defence works ;Drechterland;2014;0
5147;Defence works ;Drechterland;2015;0
5148;Defence works ;Drechterland;2016;0
5149;Defence works ;Drechterland;2017;0
5150;Defence works ;Drimmelen;2013;4
5151;Defence works ;Drimmelen;2014;4
5152;Defence works ;Drimmelen;2015;5
5153;Defence works ;Drimmelen;2016;5
5154;Defence works ;Drimmelen;2017;5
5155;Defence works ;Dronten;2013;0
5156;Defence works ;Dronten;2014;0
5157;Defence works ;Dronten;2015;0
5158;Defence works ;Dronten;2016;0
5159;Defence works ;Dronten;2017;0
5160;Defence works ;Druten;2013;0
5161;Defence works ;Druten;2014;0
5162;Defence works ;Druten;2015;0
5163;Defence works ;Druten;2016;0
5164;Defence works ;Druten;2017;0
5165;Defence works ;Duiven;2013;0
5166;Defence works ;Duiven;2014;0
5167;Defence works ;Duiven;2015;0
5168;Defence works ;Duiven;2016;0
5169;Defence works ;Duiven;2017;0
5170;Defence works ;Echt-Susteren;2013;0
5171;Defence works ;Echt-Susteren;2014;0
5172;Defence works ;Echt-Susteren;2015;0
5173;Defence works ;Echt-Susteren;2016;0
5174;Defence works ;Echt-Susteren;2017;0
5175;Defence works ;Edam-Volendam;2013;1
5176;Defence works ;Edam-Volendam;2014;1
5177;Defence works ;Edam-Volendam;2015;1
5178;Defence works ;Edam-Volendam;2016;1
5179;Defence works ;Edam-Volendam;2017;1
5180;Defence works ;Ede;2013;15
5181;Defence works ;Ede;2014;16
5182;Defence works ;Ede;2015;16
5183;Defence works ;Ede;2016;16
5184;Defence works ;Ede;2017;16
5185;Defence works ;Eemnes;2013;0
5186;Defence works ;Eemnes;2014;0
5187;Defence works ;Eemnes;2015;0
5188;Defence works ;Eemnes;2016;0
5189;Defence works ;Eemnes;2017;0
5190;Defence works ;Eemsmond;2013;0
5191;Defence works ;Eemsmond;2014;0
5192;Defence works ;Eemsmond;2015;0
5193;Defence works ;Eemsmond;2016;0
5194;Defence works ;Eemsmond;2017;0
5195;Defence works ;Eersel;2013;0
5196;Defence works ;Eersel;2014;0
5197;Defence works ;Eersel;2015;0
5198;Defence works ;Eersel;2016;0
5199;Defence works ;Eersel;2017;0
5200;Defence works ;Eijsden-Margraten;2013;0
5201;Defence works ;Eijsden-Margraten;2014;0
5202;Defence works ;Eijsden-Margraten;2015;0
5203;Defence works ;Eijsden-Margraten;2016;0
5204;Defence works ;Eijsden-Margraten;2017;0
5205;Defence works ;Eindhoven;2013;0
5206;Defence works ;Eindhoven;2014;0
5207;Defence works ;Eindhoven;2015;0
5208;Defence works ;Eindhoven;2016;0
5209;Defence works ;Eindhoven;2017;0
5210;Defence works ;Elburg;2013;8
5211;Defence works ;Elburg;2014;8
5212;Defence works ;Elburg;2015;8
5213;Defence works ;Elburg;2016;8
5214;Defence works ;Elburg;2017;8
5215;Defence works ;Emmen;2013;1
5216;Defence works ;Emmen;2014;1
5217;Defence works ;Emmen;2015;1
5218;Defence works ;Emmen;2016;1
5219;Defence works ;Emmen;2017;1
5220;Defence works ;Enkhuizen;2013;14
5221;Defence works ;Enkhuizen;2014;14
5222;Defence works ;Enkhuizen;2015;14
5223;Defence works ;Enkhuizen;2016;14
5224;Defence works ;Enkhuizen;2017;14
5225;Defence works ;Enschede;2013;0
5226;Defence works ;Enschede;2014;0
5227;Defence works ;Enschede;2015;0
5228;Defence works ;Enschede;2016;0
5229;Defence works ;Enschede;2017;0
5230;Defence works ;Epe;2013;0
5231;Defence works ;Epe;2014;0
5232;Defence works ;Epe;2015;0
5233;Defence works ;Epe;2016;0
5234;Defence works ;Epe;2017;0
5235;Defence works ;Ermelo;2013;1
5236;Defence works ;Ermelo;2014;1
5237;Defence works ;Ermelo;2015;1
5238;Defence works ;Ermelo;2016;1
5239;Defence works ;Ermelo;2017;1
5240;Defence works ;Etten-Leur;2013;0
5241;Defence works ;Etten-Leur;2014;0
5242;Defence works ;Etten-Leur;2015;0
5243;Defence works ;Etten-Leur;2016;0
5244;Defence works ;Etten-Leur;2017;0
5245;Defence works ;Ferwerderadiel;2013;0
5246;Defence works ;Ferwerderadiel;2014;0
5247;Defence works ;Ferwerderadiel;2015;0
5248;Defence works ;Ferwerderadiel;2016;0
5249;Defence works ;Ferwerderadiel;2017;0
5250;Defence works ;Franekeradeel;2013;1
5251;Defence works ;Franekeradeel;2014;1
5252;Defence works ;Franekeradeel;2015;1
5253;Defence works ;Franekeradeel;2016;1
5254;Defence works ;Franekeradeel;2017;1
5255;Defence works ;De Fryske Marren;2013;2
5256;Defence works ;De Fryske Marren;2014;2
5257;Defence works ;De Fryske Marren;2015;2
5258;Defence works ;De Fryske Marren;2016;2
5259;Defence works ;De Fryske Marren;2017;2
5260;Defence works ;Geertruidenberg;2013;4
5261;Defence works ;Geertruidenberg;2014;4
5262;Defence works ;Geertruidenberg;2015;4
5263;Defence works ;Geertruidenberg;2016;4
5264;Defence works ;Geertruidenberg;2017;4
5265;Defence works ;Geldermalsen;2013;4
5266;Defence works ;Geldermalsen;2014;18
5267;Defence works ;Geldermalsen;2015;18
5268;Defence works ;Geldermalsen;2016;18
5269;Defence works ;Geldermalsen;2017;18
5270;Defence works ;Geldrop-Mierlo;2013;0
5271;Defence works ;Geldrop-Mierlo;2014;0
5272;Defence works ;Geldrop-Mierlo;2015;0
5273;Defence works ;Geldrop-Mierlo;2016;0
5274;Defence works ;Geldrop-Mierlo;2017;0
5275;Defence works ;Gemert-Bakel;2013;0
5276;Defence works ;Gemert-Bakel;2014;0
5277;Defence works ;Gemert-Bakel;2015;0
5278;Defence works ;Gemert-Bakel;2016;0
5279;Defence works ;Gemert-Bakel;2017;0
5280;Defence works ;Gennep;2013;3
5281;Defence works ;Gennep;2014;3
5282;Defence works ;Gennep;2015;3
5283;Defence works ;Gennep;2016;3
5284;Defence works ;Gennep;2017;3
5285;Defence works ;Giessenlanden;2013;0
5286;Defence works ;Giessenlanden;2014;0
5287;Defence works ;Giessenlanden;2015;0
5288;Defence works ;Giessenlanden;2016;0
5289;Defence works ;Giessenlanden;2017;0
5290;Defence works ;Gilze en Rijen;2013;0
5291;Defence works ;Gilze en Rijen;2014;0
5292;Defence works ;Gilze en Rijen;2015;0
5293;Defence works ;Gilze en Rijen;2016;0
5294;Defence works ;Gilze en Rijen;2017;0
5295;Defence works ;Goeree-Overflakkee;2013;7
5296;Defence works ;Goeree-Overflakkee;2014;7
5297;Defence works ;Goeree-Overflakkee;2015;7
5298;Defence works ;Goeree-Overflakkee;2016;7
5299;Defence works ;Goeree-Overflakkee;2017;7
5300;Defence works ;Goes;2013;1
5301;Defence works ;Goes;2014;1
5302;Defence works ;Goes;2015;1
5303;Defence works ;Goes;2016;1
5304;Defence works ;Goes;2017;1
5305;Defence works ;Goirle;2013;0
5306;Defence works ;Goirle;2014;0
5307;Defence works ;Goirle;2015;0
5308;Defence works ;Goirle;2016;0
5309;Defence works ;Goirle;2017;0
5310;Defence works ;Gooise Meren;2013;61
5311;Defence works ;Gooise Meren;2014;51
5312;Defence works ;Gooise Meren;2015;51
5313;Defence works ;Gooise Meren;2016;51
5314;Defence works ;Gooise Meren;2017;51
5315;Defence works ;Gorinchem;2013;24
5316;Defence works ;Gorinchem;2014;25
5317;Defence works ;Gorinchem;2015;25
5318;Defence works ;Gorinchem;2016;25
5319;Defence works ;Gorinchem;2017;25
5320;Defence works ;Gouda;2013;0
5321;Defence works ;Gouda;2014;0
5322;Defence works ;Gouda;2015;0
5323;Defence works ;Gouda;2016;0
5324;Defence works ;Gouda;2017;0
5325;Defence works ;Grave;2013;14
5326;Defence works ;Grave;2014;14
5327;Defence works ;Grave;2015;15
5328;Defence works ;Grave;2016;15
5329;Defence works ;Grave;2017;15
5330;Defence works ;'s-Gravenhage (The Hague) (municipality);2013;0
5331;Defence works ;'s-Gravenhage (The Hague) (municipality);2014;0
5332;Defence works ;'s-Gravenhage (The Hague) (municipality);2015;0
5333;Defence works ;'s-Gravenhage (The Hague) (municipality);2016;0
5334;Defence works ;'s-Gravenhage (The Hague) (municipality);2017;0
5335;Defence works ;Groningen (municipality);2013;2
5336;Defence works ;Groningen (municipality);2014;2
5337;Defence works ;Groningen (municipality);2015;3
5338;Defence works ;Groningen (municipality);2016;3
5339;Defence works ;Groningen (municipality);2017;3
5340;Defence works ;Grootegast;2013;0
5341;Defence works ;Grootegast;2014;0
5342;Defence works ;Grootegast;2015;0
5343;Defence works ;Grootegast;2016;0
5344;Defence works ;Grootegast;2017;0
5345;Defence works ;Gulpen-Wittem;2013;0
5346;Defence works ;Gulpen-Wittem;2014;0
5347;Defence works ;Gulpen-Wittem;2015;0
5348;Defence works ;Gulpen-Wittem;2016;0
5349;Defence works ;Gulpen-Wittem;2017;0
5350;Defence works ;Haaksbergen;2013;1
5351;Defence works ;Haaksbergen;2014;1
5352;Defence works ;Haaksbergen;2015;1
5353;Defence works ;Haaksbergen;2016;1
5354;Defence works ;Haaksbergen;2017;1
5355;Defence works ;Haaren;2013;0
