ID;KenmerkenBaanBedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
420;Totaal;S Overige dienstverlening;2009;146.2;14.0;18.9;25.0;31.0;36.5;47.2;106.8;8.8;11.9;16.1;20.3;23.9;31.2
421;Totaal;S Overige dienstverlening;2010;151.9;15.7;21.1;27.5;33.5;38.9;49.8;109.5;9.7;13.2;17.6;21.7;25.3;32.5
422;Totaal;S Overige dienstverlening;2011;146.5;14.2;19.6;25.7;31.6;36.9;47.9;104.4;8.6;12.1;16.3;20.3;23.7;31.1
423;Totaal;S Overige dienstverlening;2012;141.6;13.1;18.2;24.3;30.3;35.5;46.4;100.5;7.8;11.1;15.1;19.2;22.6;29.8
424;Totaal;S Overige dienstverlening;2013;136.4;13.0;18.6;24.7;30.7;36.0;46.8;96.0;7.8;11.3;15.4;19.2;22.7;29.8
425;Totaal;S Overige dienstverlening;2014;132.1;13.0;18.6;24.5;30.4;35.7;46.2;92.8;7.8;11.2;15.0;18.8;22.3;29.2
426;Totaal;S Overige dienstverlening;2015;128.2;10.9;16.2;22.2;28.0;33.2;43.4;89.7;6.5;9.8;13.6;17.3;20.7;27.3
427;Totaal;S Overige dienstverlening;2016;129.3;10.8;16.1;22.5;28.4;33.6;44.2;90.5;6.5;9.7;13.7;17.5;20.7;27.7
428;Totaal;S Overige dienstverlening;2017;131.3;10.0;15.4;21.3;26.0;31.0;45.4;91.5;5.8;8.9;12.5;15.4;18.6;27.8
429;Totaal;S Overige dienstverlening;2018;133.6;9.9;16.4;22.7;27.8;32.7;47.3;93.7;5.8;9.7;13.5;16.7;19.8;29.2
430;Totaal;S Overige dienstverlening;2019;134.7;9.6;16.4;22.9;28.0;32.8;47.2;94.6;5.5;9.8;13.6;16.8;19.8;29.1
431;Totaal;S Overige dienstverlening;2020;132.0;9.4;15.8;21.9;26.6;31.0;44.2;93.9;5.6;9.7;13.5;16.3;19.2;27.7
432;Totaal;S Overige dienstverlening;2021;129.8;9.5;15.3;20.6;25.2;29.7;43.8;93.5;5.9;9.6;12.9;15.8;18.9;27.9
433;Totaal;S Overige dienstverlening;2022;128.4;8.4;13.6;18.8;23.6;28.3;41.3;92.1;5.2;8.4;11.5;14.6;17.6;25.9
434;Totaal;S Overige dienstverlening;2023;129.0;9.1;15.3;21.6;28.4;35.7;46.4;92.7;5.5;9.3;13.2;17.6;22.2;29.2
435;Dienstverband: voltijd;A-U Alle economische activiteiten;2009;3892.7;135.9;174.9;224.0;279.0;347.4;501.9;3892.7;135.9;174.9;224.0;279.0;347.4;501.9
436;Dienstverband: voltijd;A-U Alle economische activiteiten;2010;3891.0;150.4;194.5;249.3;307.5;379.2;535.2;3890.9;150.4;194.5;249.3;307.5;379.2;535.2
437;Dienstverband: voltijd;A-U Alle economische activiteiten;2011;3792.4;138.3;183.4;236.6;292.8;362.6;511.9;3792.4;138.3;183.4;236.6;292.8;362.6;511.9
438;Dienstverband: voltijd;A-U Alle economische activiteiten;2012;3702.7;127.3;173.7;224.9;276.5;341.1;481.4;3702.7;127.3;173.7;224.9;276.5;341.1;481.4
439;Dienstverband: voltijd;A-U Alle economische activiteiten;2013;3619.9;130.4;180.8;227.8;275.5;337.3;473.5;3619.9;130.4;180.8;227.8;275.5;337.3;473.5
440;Dienstverband: voltijd;A-U Alle economische activiteiten;2014;3572.2;132.7;187.5;235.9;292.1;351.7;487.9;3572.2;132.7;187.5;235.9;292.1;351.7;487.9
441;Dienstverband: voltijd;A-U Alle economische activiteiten;2015;3571.4;130.9;187.4;236.8;289.5;351.6;483.0;3571.4;130.9;187.4;236.8;289.5;351.6;483.0
442;Dienstverband: voltijd;A-U Alle economische activiteiten;2016;3638.3;142.1;202.3;252.9;312.3;375.2;513.2;3638.3;142.1;202.3;252.9;312.3;375.2;513.2
443;Dienstverband: voltijd;A-U Alle economische activiteiten;2017;3651.4;138.5;201.4;257.3;321.6;388.0;539.3;3651.4;138.5;201.4;257.3;321.6;388.0;539.3
444;Dienstverband: voltijd;A-U Alle economische activiteiten;2018;3753.1;137.9;194.9;255.9;324.3;393.8;553.8;3753.1;137.9;194.9;255.9;324.3;393.8;553.8
445;Dienstverband: voltijd;A-U Alle economische activiteiten;2019;3810.1;123.3;189.5;249.6;319.4;391.3;555.3;3810.1;123.3;189.5;249.6;319.4;391.3;555.3
446;Dienstverband: voltijd;A-U Alle economische activiteiten;2020;3757.4;115.4;172.3;229.3;293.5;364.6;515.9;3757.4;115.4;172.3;229.3;293.5;364.6;515.9
447;Dienstverband: voltijd;A-U Alle economische activiteiten;2021;3857.8;120.3;176.3;233.1;298.9;372.5;526.3;3857.8;120.3;176.3;233.1;298.9;372.5;526.3
448;Dienstverband: voltijd;A-U Alle economische activiteiten;2022;3969.5;116.2;160.2;211.1;275.1;343.3;496.6;3969.5;116.2;160.2;211.1;275.1;343.3;496.6
449;Dienstverband: voltijd;A-U Alle economische activiteiten;2023;4009.3;131.1;195.9;268.0;346.5;432.0;621.9;4009.3;131.1;195.9;268.0;346.5;432.0;621.9
450;Dienstverband: voltijd;A-F Landbouw en nijverheid;2009;982.6;22.5;31.0;42.2;54.1;72.2;108.5;982.6;22.5;31.0;42.2;54.1;72.2;108.5
451;Dienstverband: voltijd;A-F Landbouw en nijverheid;2010;976.8;23.3;33.0;45.3;58.2;76.1;111.3;976.8;23.3;33.0;45.3;58.2;76.1;111.3
452;Dienstverband: voltijd;A-F Landbouw en nijverheid;2011;948.7;22.2;32.2;44.6;56.7;74.9;107.3;948.7;22.2;32.2;44.6;56.7;74.9;107.3
453;Dienstverband: voltijd;A-F Landbouw en nijverheid;2012;925.0;20.0;31.8;43.9;54.5;71.6;102.5;925.0;20.0;31.8;43.9;54.5;71.6;102.5
454;Dienstverband: voltijd;A-F Landbouw en nijverheid;2013;896.6;19.6;33.9;44.1;53.6;69.2;100.3;896.6;19.6;33.9;44.1;53.6;69.2;100.3
455;Dienstverband: voltijd;A-F Landbouw en nijverheid;2014;872.1;19.5;35.5;45.5;59.3;72.7;102.7;872.1;19.5;35.5;45.5;59.3;72.7;102.7
456;Dienstverband: voltijd;A-F Landbouw en nijverheid;2015;861.6;20.1;36.8;47.9;60.3;74.9;102.2;861.6;20.1;36.8;47.9;60.3;74.9;102.2
457;Dienstverband: voltijd;A-F Landbouw en nijverheid;2016;868.8;21.7;39.4;48.1;61.8;75.4;102.2;868.8;21.7;39.4;48.1;61.8;75.4;102.2
458;Dienstverband: voltijd;A-F Landbouw en nijverheid;2017;883.5;21.4;39.0;48.0;62.5;75.8;105.1;883.5;21.4;39.0;48.0;62.5;75.8;105.1
459;Dienstverband: voltijd;A-F Landbouw en nijverheid;2018;902.3;22.5;35.9;47.0;61.3;74.3;104.0;902.3;22.5;35.9;47.0;61.3;74.3;104.0
460;Dienstverband: voltijd;A-F Landbouw en nijverheid;2019;922.7;19.9;35.2;46.3;60.8;74.0;104.3;922.7;19.9;35.2;46.3;60.8;74.0;104.3
461;Dienstverband: voltijd;A-F Landbouw en nijverheid;2020;914.2;19.6;33.1;44.0;57.3;70.9;99.6;914.2;19.6;33.1;44.0;57.3;70.9;99.6
462;Dienstverband: voltijd;A-F Landbouw en nijverheid;2021;919.6;19.7;31.9;41.8;55.4;69.4;97.6;919.6;19.7;31.9;41.8;55.4;69.4;97.6
463;Dienstverband: voltijd;A-F Landbouw en nijverheid;2022;928.9;18.9;28.3;37.2;49.8;62.3;88.9;928.9;18.9;28.3;37.2;49.8;62.3;88.9
464;Dienstverband: voltijd;A-F Landbouw en nijverheid;2023;937.5;21.9;35.6;48.8;62.2;76.8;114.0;937.5;21.9;35.6;48.8;62.2;76.8;114.0
465;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2009;47.2;3.0;4.0;5.2;6.4;7.8;10.8;47.2;3.0;4.0;5.2;6.4;7.8;10.8
466;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2010;50.1;3.5;4.8;6.4;7.8;9.4;12.7;50.1;3.5;4.8;6.4;7.8;9.4;12.7
467;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2011;48.9;3.2;4.5;5.9;7.3;8.9;12.2;48.9;3.2;4.5;5.9;7.3;8.9;12.2
468;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2012;48.4;2.7;4.0;5.3;6.6;8.1;11.4;48.4;2.7;4.0;5.3;6.6;8.1;11.4
469;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2013;50.3;3.5;4.8;6.2;7.6;9.1;12.7;50.3;3.5;4.8;6.2;7.6;9.1;12.7
470;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2014;49.7;3.6;5.0;6.5;7.9;9.5;13.0;49.7;3.6;5.0;6.5;7.9;9.5;13.0
471;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2015;48.2;3.7;5.2;6.6;8.0;9.6;13.0;48.2;3.7;5.2;6.6;8.0;9.6;13.0
472;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2016;49.4;3.9;5.3;6.9;8.5;10.1;13.8;49.4;3.9;5.3;6.9;8.5;10.1;13.8
473;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2017;52.2;3.9;5.5;7.3;9.2;11.2;15.3;52.2;3.9;5.5;7.3;9.2;11.2;15.3
474;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2018;54.5;3.7;5.3;7.2;9.1;11.2;15.6;54.5;3.7;5.3;7.2;9.1;11.2;15.6
475;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2019;56.1;3.4;5.3;7.3;9.4;11.6;16.2;56.1;3.4;5.3;7.3;9.4;11.6;16.2
476;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2020;56.9;3.4;5.3;7.4;9.7;12.0;16.8;56.9;3.4;5.3;7.4;9.7;12.0;16.8
477;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2021;57.7;3.4;5.2;7.3;9.5;11.8;16.8;57.7;3.4;5.2;7.3;9.5;11.8;16.8
478;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2022;57.3;2.5;4.1;6.1;8.2;10.5;15.4;57.3;2.5;4.1;6.1;8.2;10.5;15.4
479;Dienstverband: voltijd;A Landbouw, bosbouw en visserij;2023;57.0;2.7;4.6;7.1;9.8;12.6;18.2;57.0;2.7;4.6;7.1;9.8;12.6;18.2
480;Dienstverband: voltijd;B-F Nijverheid en energie;2009;935.4;19.6;27.0;37.0;47.7;64.4;97.6;935.4;19.6;27.0;37.0;47.7;64.4;97.6
481;Dienstverband: voltijd;B-F Nijverheid en energie;2010;926.7;19.8;28.1;38.9;50.4;66.7;98.6;926.7;19.8;28.1;38.9;50.4;66.7;98.6
482;Dienstverband: voltijd;B-F Nijverheid en energie;2011;899.8;19.0;27.6;38.7;49.4;66.0;95.1;899.8;19.0;27.6;38.7;49.4;66.0;95.1
483;Dienstverband: voltijd;B-F Nijverheid en energie;2012;876.6;17.3;27.9;38.6;48.0;63.5;91.0;876.6;17.3;27.9;38.6;48.0;63.5;91.0
484;Dienstverband: voltijd;B-F Nijverheid en energie;2013;846.3;16.1;29.1;37.8;45.9;60.1;87.6;846.3;16.1;29.1;37.8;45.9;60.1;87.6
485;Dienstverband: voltijd;B-F Nijverheid en energie;2014;822.4;15.9;30.5;39.0;51.4;63.2;89.7;822.4;15.9;30.5;39.0;51.4;63.2;89.7
486;Dienstverband: voltijd;B-F Nijverheid en energie;2015;813.4;16.4;31.7;41.3;52.3;65.3;89.2;813.4;16.4;31.7;41.3;52.3;65.3;89.2
487;Dienstverband: voltijd;B-F Nijverheid en energie;2016;819.4;17.8;34.1;41.2;53.4;65.3;88.3;819.4;17.8;34.1;41.2;53.4;65.3;88.3
488;Dienstverband: voltijd;B-F Nijverheid en energie;2017;831.3;17.5;33.5;40.7;53.3;64.6;89.8;831.3;17.5;33.5;40.7;53.3;64.6;89.8
489;Dienstverband: voltijd;B-F Nijverheid en energie;2018;847.8;18.8;30.6;39.8;52.2;63.0;88.4;847.8;18.8;30.6;39.8;52.2;63.0;88.4
490;Dienstverband: voltijd;B-F Nijverheid en energie;2019;866.5;16.5;29.9;38.9;51.4;62.4;88.2;866.5;16.5;29.9;38.9;51.4;62.4;88.2
491;Dienstverband: voltijd;B-F Nijverheid en energie;2020;857.3;16.2;27.8;36.6;47.6;58.9;82.8;857.3;16.2;27.8;36.6;47.6;58.9;82.8
492;Dienstverband: voltijd;B-F Nijverheid en energie;2021;861.9;16.3;26.7;34.5;46.0;57.5;80.8;861.9;16.3;26.7;34.5;46.0;57.5;80.8
493;Dienstverband: voltijd;B-F Nijverheid en energie;2022;871.6;16.4;24.2;31.2;41.6;51.8;73.5;871.6;16.4;24.2;31.2;41.6;51.8;73.5
494;Dienstverband: voltijd;B-F Nijverheid en energie;2023;880.5;19.2;31.0;41.7;52.4;64.2;95.8;880.5;19.2;31.0;41.7;52.4;64.2;95.8
495;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2009;637.3;15.8;22.3;31.3;40.9;55.9;84.0;637.3;15.8;22.3;31.3;40.9;55.9;84.0
496;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2010;628.2;15.5;22.9;32.6;42.8;57.2;83.3;628.2;15.5;22.9;32.6;42.8;57.2;83.3
497;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2011;608.9;15.1;22.6;32.7;42.1;56.8;80.2;608.9;15.1;22.6;32.7;42.1;56.8;80.2
498;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2012;599.4;13.2;22.7;32.3;40.4;54.2;76.2;599.4;13.2;22.7;32.3;40.4;54.2;76.2
499;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2013;590.2;12.2;24.0;31.8;38.7;51.3;73.8;590.2;12.2;24.0;31.8;38.7;51.3;73.8
500;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2014;582.0;12.2;25.7;33.4;44.7;55.1;76.7;582.0;12.2;25.7;33.4;44.7;55.1;76.7
501;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2015;579.2;12.7;26.8;35.6;45.6;57.2;76.4;579.2;12.7;26.8;35.6;45.6;57.2;76.4
502;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2016;585.3;14.1;29.3;35.4;46.6;57.2;75.7;585.3;14.1;29.3;35.4;46.6;57.2;75.7
503;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2017;586.1;13.7;28.4;34.5;45.8;55.6;75.7;586.1;13.7;28.4;34.5;45.8;55.6;75.7
504;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2018;594.6;14.8;25.5;33.5;44.6;54.0;74.2;594.6;14.8;25.5;33.5;44.6;54.0;74.2
505;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2019;605.5;12.8;24.4;32.2;43.1;52.2;72.4;605.5;12.8;24.4;32.2;43.1;52.2;72.4
506;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2020;595.4;12.4;22.3;29.8;39.3;48.9;67.5;595.4;12.4;22.3;29.8;39.3;48.9;67.5
507;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2021;595.7;12.2;21.0;27.5;37.4;47.2;65.3;595.7;12.2;21.0;27.5;37.4;47.2;65.3
508;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2022;601.9;12.2;19.0;24.7;33.7;42.3;59.1;601.9;12.2;19.0;24.7;33.7;42.3;59.1
509;Dienstverband: voltijd;B-E Nijverheid (geen bouw) en energie;2023;608.8;14.7;24.7;33.9;42.6;51.5;74.7;608.8;14.7;24.7;33.9;42.6;51.5;74.7
510;Dienstverband: voltijd;B Delfstoffenwinning;2009;6.4;0.1;0.1;0.1;0.1;0.1;0.1;6.4;0.1;0.1;0.1;0.1;0.1;0.1
511;Dienstverband: voltijd;B Delfstoffenwinning;2010;6.4;0.1;0.1;0.1;0.1;0.1;0.2;6.4;0.1;0.1;0.1;0.1;0.1;0.2
512;Dienstverband: voltijd;B Delfstoffenwinning;2011;6.8;0.1;0.1;0.1;0.1;0.1;0.2;6.8;0.1;0.1;0.1;0.1;0.1;0.2
513;Dienstverband: voltijd;B Delfstoffenwinning;2012;7.0;0.1;0.1;0.1;0.1;0.2;0.2;7.0;0.1;0.1;0.1;0.1;0.2;0.2
514;Dienstverband: voltijd;B Delfstoffenwinning;2013;8.3;0.1;0.1;0.2;0.2;0.2;0.3;8.3;0.1;0.1;0.2;0.2;0.2;0.3
515;Dienstverband: voltijd;B Delfstoffenwinning;2014;9.0;0.1;0.1;0.1;0.2;0.2;0.3;9.0;0.1;0.1;0.1;0.2;0.2;0.3
516;Dienstverband: voltijd;B Delfstoffenwinning;2015;9.0;0.1;0.1;0.1;0.2;0.2;0.2;9.0;0.1;0.1;0.1;0.2;0.2;0.2
517;Dienstverband: voltijd;B Delfstoffenwinning;2016;8.4;0.1;0.1;0.1;0.2;0.2;0.2;8.4;0.1;0.1;0.1;0.2;0.2;0.2
518;Dienstverband: voltijd;B Delfstoffenwinning;2017;7.0;0.1;0.1;0.1;0.1;0.1;0.2;7.0;0.1;0.1;0.1;0.1;0.1;0.2
519;Dienstverband: voltijd;B Delfstoffenwinning;2018;6.7;0.1;0.1;0.1;0.1;0.1;0.1;6.7;0.1;0.1;0.1;0.1;0.1;0.1
520;Dienstverband: voltijd;B Delfstoffenwinning;2019;6.7;0.1;0.1;0.1;0.1;0.1;0.1;6.7;0.1;0.1;0.1;0.1;0.1;0.1
521;Dienstverband: voltijd;B Delfstoffenwinning;2020;6.6;0.1;0.1;0.1;0.1;0.1;0.1;6.6;0.1;0.1;0.1;0.1;0.1;0.1
522;Dienstverband: voltijd;B Delfstoffenwinning;2021;6.1;0.1;0.1;0.1;0.1;0.1;0.1;6.1;0.1;0.1;0.1;0.1;0.1;0.1
523;Dienstverband: voltijd;B Delfstoffenwinning;2022;6.2;0.1;0.1;0.1;0.1;0.1;0.1;6.2;0.1;0.1;0.1;0.1;0.1;0.1
524;Dienstverband: voltijd;B Delfstoffenwinning;2023;6.4;0.1;0.1;0.1;0.1;0.1;0.2;6.4;0.1;0.1;0.1;0.1;0.1;0.2
525;Dienstverband: voltijd;C Industrie;2009;585.5;15.1;21.5;30.3;39.7;54.6;82.1;585.5;15.1;21.5;30.3;39.7;54.6;82.1
526;Dienstverband: voltijd;C Industrie;2010;575.9;14.8;22.1;31.6;41.6;55.9;81.4;575.9;14.8;22.1;31.6;41.6;55.9;81.4
527;Dienstverband: voltijd;C Industrie;2011;556.9;14.3;21.8;31.7;41.0;55.5;78.2;556.9;14.3;21.8;31.7;41.0;55.5;78.2
528;Dienstverband: voltijd;C Industrie;2012;545.6;12.5;21.8;31.3;39.2;52.8;74.2;545.6;12.5;21.8;31.3;39.2;52.8;74.2
529;Dienstverband: voltijd;C Industrie;2013;537.7;11.4;23.1;30.8;37.6;49.9;71.8;537.7;11.4;23.1;30.8;37.6;49.9;71.8
530;Dienstverband: voltijd;C Industrie;2014;529.6;11.4;24.8;32.4;43.5;53.7;74.8;529.6;11.4;24.8;32.4;43.5;53.7;74.8
531;Dienstverband: voltijd;C Industrie;2015;526.8;11.9;25.9;34.5;44.4;55.7;74.4;526.8;11.9;25.9;34.5;44.4;55.7;74.4
532;Dienstverband: voltijd;C Industrie;2016;533.1;13.3;28.3;34.3;45.4;55.8;73.7;533.1;13.3;28.3;34.3;45.4;55.8;73.7
533;Dienstverband: voltijd;C Industrie;2017;533.7;13.0;27.5;33.4;44.6;54.2;73.6;533.7;13.0;27.5;33.4;44.6;54.2;73.6
534;Dienstverband: voltijd;C Industrie;2018;541.2;14.1;24.6;32.5;43.4;52.6;72.1;541.2;14.1;24.6;32.5;43.4;52.6;72.1
535;Dienstverband: voltijd;C Industrie;2019;551.9;12.2;23.6;31.2;42.0;50.9;70.3;551.9;12.2;23.6;31.2;42.0;50.9;70.3
536;Dienstverband: voltijd;C Industrie;2020;542.7;11.7;21.5;28.8;38.2;47.5;65.4;542.7;11.7;21.5;28.8;38.2;47.5;65.4
537;Dienstverband: voltijd;C Industrie;2021;541.5;11.5;20.1;26.5;36.2;45.7;63.1;541.5;11.5;20.1;26.5;36.2;45.7;63.1
538;Dienstverband: voltijd;C Industrie;2022;546.6;11.6;18.2;23.8;32.5;40.9;57.0;546.6;11.6;18.2;23.8;32.5;40.9;57.0
539;Dienstverband: voltijd;C Industrie;2023;551.9;14.0;23.8;32.8;41.3;50.0;72.1;551.9;14.0;23.8;32.8;41.3;50.0;72.1
540;Dienstverband: voltijd;D Energievoorziening;2009;17.0;0.2;0.2;0.2;0.2;0.2;0.3;17.0;0.2;0.2;0.2;0.2;0.2;0.3
541;Dienstverband: voltijd;D Energievoorziening;2010;16.9;0.2;0.2;0.2;0.2;0.3;0.3;16.9;0.2;0.2;0.2;0.2;0.3;0.3
542;Dienstverband: voltijd;D Energievoorziening;2011;17.7;0.3;0.3;0.3;0.3;0.3;0.4;17.7;0.3;0.3;0.3;0.3;0.3;0.4
543;Dienstverband: voltijd;D Energievoorziening;2012;19.6;0.3;0.3;0.3;0.3;0.3;0.4;19.6;0.3;0.3;0.3;0.3;0.3;0.4
544;Dienstverband: voltijd;D Energievoorziening;2013;19.6;0.3;0.3;0.3;0.3;0.4;0.4;19.6;0.3;0.3;0.3;0.3;0.4;0.4
545;Dienstverband: voltijd;D Energievoorziening;2014;19.6;0.3;0.3;0.3;0.3;0.3;0.4;19.6;0.3;0.3;0.3;0.3;0.3;0.4
546;Dienstverband: voltijd;D Energievoorziening;2015;19.9;0.2;0.3;0.3;0.3;0.4;0.4;19.9;0.2;0.3;0.3;0.3;0.4;0.4
547;Dienstverband: voltijd;D Energievoorziening;2016;19.7;0.3;0.3;0.3;0.3;0.4;0.5;19.7;0.3;0.3;0.3;0.3;0.4;0.5
548;Dienstverband: voltijd;D Energievoorziening;2017;19.9;0.3;0.3;0.3;0.4;0.4;0.5;19.9;0.3;0.3;0.3;0.4;0.4;0.5
549;Dienstverband: voltijd;D Energievoorziening;2018;20.3;0.3;0.3;0.3;0.3;0.4;0.5;20.3;0.3;0.3;0.3;0.3;0.4;0.5
550;Dienstverband: voltijd;D Energievoorziening;2019;20.1;0.2;0.3;0.3;0.3;0.3;0.4;20.1;0.2;0.3;0.3;0.3;0.3;0.4
551;Dienstverband: voltijd;D Energievoorziening;2020;19.4;0.2;0.3;0.3;0.3;0.3;0.4;19.4;0.2;0.3;0.3;0.3;0.3;0.4
552;Dienstverband: voltijd;D Energievoorziening;2021;20.8;0.3;0.3;0.3;0.3;0.3;0.4;20.8;0.3;0.3;0.3;0.3;0.3;0.4
553;Dienstverband: voltijd;D Energievoorziening;2022;21.2;0.3;0.3;0.3;0.3;0.3;0.5;21.2;0.3;0.3;0.3;0.3;0.3;0.5
554;Dienstverband: voltijd;D Energievoorziening;2023;23.1;0.3;0.3;0.3;0.4;0.4;0.6;23.1;0.3;0.3;0.3;0.4;0.4;0.6
555;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2009;28.4;0.5;0.6;0.7;0.8;1.0;1.5;28.4;0.5;0.6;0.7;0.8;1.0;1.5
556;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2010;28.9;0.5;0.6;0.7;0.8;1.0;1.5;28.9;0.5;0.6;0.7;0.8;1.0;1.5
557;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2011;27.5;0.4;0.5;0.6;0.7;0.9;1.4;27.5;0.4;0.5;0.6;0.7;0.9;1.4
558;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2012;27.2;0.4;0.5;0.6;0.7;0.9;1.4;27.2;0.4;0.5;0.6;0.7;0.9;1.4
559;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2013;24.6;0.4;0.5;0.6;0.7;0.8;1.2;24.6;0.4;0.5;0.6;0.7;0.8;1.2
560;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2014;23.8;0.4;0.5;0.6;0.7;0.8;1.3;23.8;0.4;0.5;0.6;0.7;0.8;1.3
561;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2015;23.5;0.4;0.5;0.6;0.7;0.9;1.3;23.5;0.4;0.5;0.6;0.7;0.9;1.3
562;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2016;24.0;0.4;0.5;0.6;0.7;0.9;1.3;24.0;0.4;0.5;0.6;0.7;0.9;1.3
563;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2017;25.6;0.4;0.5;0.6;0.7;0.9;1.5;25.6;0.4;0.5;0.6;0.7;0.9;1.5
564;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2018;26.4;0.4;0.5;0.6;0.8;0.9;1.5;26.4;0.4;0.5;0.6;0.8;0.9;1.5
565;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2019;26.7;0.3;0.5;0.6;0.7;0.9;1.5;26.7;0.3;0.5;0.6;0.7;0.9;1.5
566;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2020;26.7;0.3;0.5;0.6;0.7;0.9;1.5;26.7;0.3;0.5;0.6;0.7;0.9;1.5
567;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2021;27.3;0.4;0.5;0.6;0.8;1.0;1.7;27.3;0.4;0.5;0.6;0.8;1.0;1.7
568;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2022;27.8;0.3;0.4;0.6;0.7;0.9;1.5;27.8;0.3;0.4;0.6;0.7;0.9;1.5
569;Dienstverband: voltijd;E Waterbedrijven en afvalbeheer;2023;27.5;0.4;0.5;0.6;0.8;1.0;1.8;27.5;0.4;0.5;0.6;0.8;1.0;1.8
570;Dienstverband: voltijd;F Bouwnijverheid;2009;298.1;3.7;4.7;5.7;6.9;8.5;13.6;298.1;3.7;4.7;5.7;6.9;8.5;13.6
571;Dienstverband: voltijd;F Bouwnijverheid;2010;298.5;4.2;5.2;6.3;7.6;9.5;15.3;298.5;4.2;5.2;6.3;7.6;9.5;15.3
572;Dienstverband: voltijd;F Bouwnijverheid;2011;290.9;4.0;5.0;6.0;7.3;9.2;14.9;290.9;4.0;5.0;6.0;7.3;9.2;14.9
573;Dienstverband: voltijd;F Bouwnijverheid;2012;277.2;4.1;5.2;6.3;7.6;9.3;14.8;277.2;4.1;5.2;6.3;7.6;9.3;14.8
574;Dienstverband: voltijd;F Bouwnijverheid;2013;256.1;3.9;5.1;6.0;7.2;8.8;13.8;256.1;3.9;5.1;6.0;7.2;8.8;13.8
575;Dienstverband: voltijd;F Bouwnijverheid;2014;240.3;3.6;4.8;5.6;6.7;8.1;12.9;240.3;3.6;4.8;5.6;6.7;8.1;12.9
576;Dienstverband: voltijd;F Bouwnijverheid;2015;234.2;3.7;4.8;5.7;6.7;8.1;12.8;234.2;3.7;4.8;5.7;6.7;8.1;12.8
577;Dienstverband: voltijd;F Bouwnijverheid;2016;234.1;3.7;4.8;5.7;6.8;8.1;12.6;234.1;3.7;4.8;5.7;6.8;8.1;12.6
578;Dienstverband: voltijd;F Bouwnijverheid;2017;245.2;3.8;5.1;6.2;7.5;9.0;14.0;245.2;3.8;5.1;6.2;7.5;9.0;14.0
579;Dienstverband: voltijd;F Bouwnijverheid;2018;253.2;4.0;5.1;6.3;7.6;9.0;14.2;253.2;4.0;5.1;6.3;7.6;9.0;14.2
