ID;Woningkenmerken;RegioS;Perioden;GemiddeldAardgasverbruik_1;GemiddeldeElektriciteitslevering_2;GemiddeldeNettoElektriciteitslevering_3;Stadsverwarming_4
2536;Totaal woningen;Heerlen;2012;1500.0;3050.0;;
2537;Totaal woningen;Heerlen;2013;1600.0;3000.0;;
2538;Totaal woningen;Heerlen;2014;1200.0;2900.0;;
2539;Totaal woningen;Heerlen;2015;1260.0;2840.0;;3.9
2540;Totaal woningen;Heerlen;2016;1320.0;2800.0;;3.9
2541;Totaal woningen;Heerlen;2017;1270.0;2770.0;;3.6
2542;Totaal woningen;Heerlen;2018;1250.0;2670.0;;
2543;Totaal woningen;Heerlen;2019;1170.0;2590.0;;3.3
2544;Totaal woningen;Heerlen;2020;1100.0;2580.0;;3.7
2545;Totaal woningen;Heerlen;2021;1240.0;2610.0;2340.0;3.6
2546;Totaal woningen;Heerlen;2022;970.0;2510.0;2170.0;4.0
2547;Totaal woningen;Heerlen;2023;820.0;2410.0;1970.0;4.5
2548;Totaal woningen;Heeze-Leende;2010;2500.0;4100.0;;
2549;Totaal woningen;Heeze-Leende;2011;2000.0;4000.0;;
2550;Totaal woningen;Heeze-Leende;2012;2000.0;4000.0;;
2551;Totaal woningen;Heeze-Leende;2013;2150.0;3950.0;;
2552;Totaal woningen;Heeze-Leende;2014;1600.0;3800.0;;
2553;Totaal woningen;Heeze-Leende;2015;1760.0;3740.0;;
2554;Totaal woningen;Heeze-Leende;2016;1800.0;3650.0;;
2555;Totaal woningen;Heeze-Leende;2017;1740.0;3550.0;;
2556;Totaal woningen;Heeze-Leende;2018;1750.0;3470.0;;
2557;Totaal woningen;Heeze-Leende;2019;1630.0;3390.0;;
2558;Totaal woningen;Heeze-Leende;2020;1510.0;3400.0;;
2559;Totaal woningen;Heeze-Leende;2021;1710.0;3430.0;2810.0;
2560;Totaal woningen;Heeze-Leende;2022;1330.0;3220.0;2360.0;
2561;Totaal woningen;Heeze-Leende;2023;1090.0;3090.0;1950.0;
2562;Totaal woningen;Heiloo;2010;2200.0;3450.0;;
2563;Totaal woningen;Heiloo;2011;1750.0;3450.0;;
2564;Totaal woningen;Heiloo;2012;1850.0;3400.0;;
2565;Totaal woningen;Heiloo;2013;1900.0;3300.0;;
2566;Totaal woningen;Heiloo;2014;1450.0;3200.0;;
2567;Totaal woningen;Heiloo;2015;1510.0;3040.0;;
2568;Totaal woningen;Heiloo;2016;1590.0;2990.0;;
2569;Totaal woningen;Heiloo;2017;1500.0;3000.0;;
2570;Totaal woningen;Heiloo;2018;1530.0;2840.0;;
2571;Totaal woningen;Heiloo;2019;1420.0;2820.0;;
2572;Totaal woningen;Heiloo;2020;1310.0;2810.0;;
2573;Totaal woningen;Heiloo;2021;1480.0;2860.0;2370.0;
2574;Totaal woningen;Heiloo;2022;1140.0;2660.0;2060.0;
2575;Totaal woningen;Heiloo;2023;980.0;2510.0;1770.0;
2576;Totaal woningen;Den Helder;2010;1750.0;2950.0;;
2577;Totaal woningen;Den Helder;2011;1400.0;2950.0;;
2578;Totaal woningen;Den Helder;2012;1500.0;2900.0;;
2579;Totaal woningen;Den Helder;2013;1600.0;2800.0;;
2580;Totaal woningen;Den Helder;2014;1200.0;2650.0;;
2581;Totaal woningen;Den Helder;2015;1260.0;2620.0;;
2582;Totaal woningen;Den Helder;2016;1320.0;2540.0;;
2583;Totaal woningen;Den Helder;2017;1230.0;2470.0;;
2584;Totaal woningen;Den Helder;2018;1270.0;2400.0;;
2585;Totaal woningen;Den Helder;2019;1180.0;2380.0;;
2586;Totaal woningen;Den Helder;2020;1120.0;2400.0;;
2587;Totaal woningen;Den Helder;2021;1270.0;2420.0;2110.0;
2588;Totaal woningen;Den Helder;2022;980.0;2240.0;1840.0;
2589;Totaal woningen;Den Helder;2023;850.0;2130.0;1630.0;
2590;Totaal woningen;Hellendoorn;2010;2300.0;3700.0;;
2591;Totaal woningen;Hellendoorn;2011;1800.0;3650.0;;
2592;Totaal woningen;Hellendoorn;2012;1850.0;3600.0;;
2593;Totaal woningen;Hellendoorn;2013;1950.0;3550.0;;
2594;Totaal woningen;Hellendoorn;2014;1500.0;3400.0;;
2595;Totaal woningen;Hellendoorn;2015;1570.0;3300.0;;
2596;Totaal woningen;Hellendoorn;2016;1670.0;3250.0;;
2597;Totaal woningen;Hellendoorn;2017;1600.0;3210.0;;
2598;Totaal woningen;Hellendoorn;2018;1610.0;3180.0;;
2599;Totaal woningen;Hellendoorn;2019;1480.0;3090.0;;
2600;Totaal woningen;Hellendoorn;2020;1380.0;3110.0;;
2601;Totaal woningen;Hellendoorn;2021;1550.0;3150.0;2650.0;
2602;Totaal woningen;Hellendoorn;2022;1200.0;2970.0;2260.0;
2603;Totaal woningen;Hellendoorn;2023;1000.0;2850.0;1890.0;
2604;Totaal woningen;Hellevoetsluis;2010;1650.0;3600.0;;
2605;Totaal woningen;Hellevoetsluis;2011;1300.0;3550.0;;
2606;Totaal woningen;Hellevoetsluis;2012;1350.0;3500.0;;
2607;Totaal woningen;Hellevoetsluis;2013;1450.0;3450.0;;
2608;Totaal woningen;Hellevoetsluis;2014;1100.0;3300.0;;
2609;Totaal woningen;Hellevoetsluis;2015;1150.0;3220.0;;
2610;Totaal woningen;Hellevoetsluis;2016;1180.0;3150.0;;
2611;Totaal woningen;Hellevoetsluis;2017;1130.0;3110.0;;
2612;Totaal woningen;Hellevoetsluis;2018;1170.0;3070.0;;
2613;Totaal woningen;Hellevoetsluis;2019;1070.0;2980.0;;
2614;Totaal woningen;Hellevoetsluis;2020;1030.0;2960.0;;
2615;Totaal woningen;Hellevoetsluis;2021;1150.0;2990.0;2700.0;
2616;Totaal woningen;Hellevoetsluis;2022;870.0;2800.0;2380.0;
2617;Totaal woningen;Hellevoetsluis;2023;;;;
2618;Totaal woningen;Helmond;2010;1500.0;3500.0;;17.0
2619;Totaal woningen;Helmond;2011;1150.0;3450.0;;17.0
2620;Totaal woningen;Helmond;2012;1200.0;3400.0;;16.4
2621;Totaal woningen;Helmond;2013;1350.0;3400.0;;16.5
2622;Totaal woningen;Helmond;2014;1000.0;3250.0;;16.0
2623;Totaal woningen;Helmond;2015;1050.0;3200.0;;16.0
2624;Totaal woningen;Helmond;2016;1100.0;3170.0;;15.9
2625;Totaal woningen;Helmond;2017;1060.0;3150.0;;15.7
2626;Totaal woningen;Helmond;2018;1090.0;3040.0;;
2627;Totaal woningen;Helmond;2019;1040.0;2960.0;;15.5
2628;Totaal woningen;Helmond;2020;970.0;2960.0;;15.7
2629;Totaal woningen;Helmond;2021;1090.0;2950.0;2600.0;15.5
2630;Totaal woningen;Helmond;2022;860.0;2770.0;2310.0;13.8
2631;Totaal woningen;Helmond;2023;730.0;2620.0;2010.0;13.6
2632;Totaal woningen;Hendrik-Ido-Ambacht;2010;1800.0;3450.0;;
2633;Totaal woningen;Hendrik-Ido-Ambacht;2011;1350.0;3400.0;;
2634;Totaal woningen;Hendrik-Ido-Ambacht;2012;1450.0;3400.0;;
2635;Totaal woningen;Hendrik-Ido-Ambacht;2013;1500.0;3350.0;;
2636;Totaal woningen;Hendrik-Ido-Ambacht;2014;1150.0;3250.0;;
2637;Totaal woningen;Hendrik-Ido-Ambacht;2015;1220.0;3260.0;;
2638;Totaal woningen;Hendrik-Ido-Ambacht;2016;1240.0;3190.0;;
2639;Totaal woningen;Hendrik-Ido-Ambacht;2017;1190.0;3090.0;;
2640;Totaal woningen;Hendrik-Ido-Ambacht;2018;1180.0;3030.0;;
2641;Totaal woningen;Hendrik-Ido-Ambacht;2019;1080.0;2950.0;;
2642;Totaal woningen;Hendrik-Ido-Ambacht;2020;1030.0;2960.0;;
2643;Totaal woningen;Hendrik-Ido-Ambacht;2021;1160.0;3040.0;2740.0;
2644;Totaal woningen;Hendrik-Ido-Ambacht;2022;880.0;2850.0;2400.0;2.0
2645;Totaal woningen;Hendrik-Ido-Ambacht;2023;760.0;2680.0;2030.0;2.5
2646;Totaal woningen;Hengelo (O.);2010;2000.0;3350.0;;
2647;Totaal woningen;Hengelo (O.);2011;1600.0;3350.0;;
2648;Totaal woningen;Hengelo (O.);2012;1750.0;3350.0;;
2649;Totaal woningen;Hengelo (O.);2013;1800.0;3300.0;;
2650;Totaal woningen;Hengelo (O.);2014;1250.0;3150.0;;
2651;Totaal woningen;Hengelo (O.);2015;1360.0;3070.0;;
2652;Totaal woningen;Hengelo (O.);2016;1410.0;3030.0;;
2653;Totaal woningen;Hengelo (O.);2017;1370.0;2970.0;;
2654;Totaal woningen;Hengelo (O.);2018;1350.0;2830.0;;
2655;Totaal woningen;Hengelo (O.);2019;1220.0;2740.0;;
2656;Totaal woningen;Hengelo (O.);2020;1160.0;2760.0;;
2657;Totaal woningen;Hengelo (O.);2021;1330.0;2790.0;2500.0;
2658;Totaal woningen;Hengelo (O.);2022;1040.0;2630.0;2210.0;2.6
2659;Totaal woningen;Hengelo (O.);2023;870.0;2510.0;1920.0;2.6
2660;Totaal woningen;'s-Hertogenbosch;2010;1800.0;3300.0;;
2661;Totaal woningen;'s-Hertogenbosch;2011;1350.0;3250.0;;
2662;Totaal woningen;'s-Hertogenbosch;2012;1450.0;3200.0;;
2663;Totaal woningen;'s-Hertogenbosch;2013;1550.0;3200.0;;
2664;Totaal woningen;'s-Hertogenbosch;2014;1100.0;3100.0;;
2665;Totaal woningen;'s-Hertogenbosch;2015;1210.0;3070.0;;
2666;Totaal woningen;'s-Hertogenbosch;2016;1260.0;3030.0;;
2667;Totaal woningen;'s-Hertogenbosch;2017;1220.0;3020.0;;
2668;Totaal woningen;'s-Hertogenbosch;2018;1220.0;2910.0;;
2669;Totaal woningen;'s-Hertogenbosch;2019;1140.0;2830.0;;
2670;Totaal woningen;'s-Hertogenbosch;2020;1070.0;2830.0;;
2671;Totaal woningen;'s-Hertogenbosch;2021;1200.0;2870.0;2590.0;
2672;Totaal woningen;'s-Hertogenbosch;2022;930.0;2690.0;2290.0;2.9
2673;Totaal woningen;'s-Hertogenbosch;2023;800.0;2540.0;1980.0;2.9
2674;Totaal woningen;Heumen;2010;2300.0;3900.0;;
2675;Totaal woningen;Heumen;2011;1800.0;3900.0;;
2676;Totaal woningen;Heumen;2012;1850.0;3800.0;;
2677;Totaal woningen;Heumen;2013;2000.0;3700.0;;
2678;Totaal woningen;Heumen;2014;1450.0;3550.0;;
2679;Totaal woningen;Heumen;2015;1590.0;3460.0;;
2680;Totaal woningen;Heumen;2016;1640.0;3300.0;;
2681;Totaal woningen;Heumen;2017;1590.0;3210.0;;
2682;Totaal woningen;Heumen;2018;1570.0;3090.0;;
2683;Totaal woningen;Heumen;2019;1470.0;3090.0;;
2684;Totaal woningen;Heumen;2020;1360.0;3080.0;;
2685;Totaal woningen;Heumen;2021;1550.0;3120.0;2500.0;
2686;Totaal woningen;Heumen;2022;1220.0;2940.0;2150.0;
2687;Totaal woningen;Heumen;2023;990.0;2820.0;1850.0;
2688;Totaal woningen;Heusden;2010;2200.0;3900.0;;
2689;Totaal woningen;Heusden;2011;1650.0;3900.0;;
2690;Totaal woningen;Heusden;2012;1750.0;3800.0;;
2691;Totaal woningen;Heusden;2013;1900.0;3750.0;;
2692;Totaal woningen;Heusden;2014;1400.0;3650.0;;
2693;Totaal woningen;Heusden;2015;1500.0;3550.0;;
2694;Totaal woningen;Heusden;2016;1510.0;3520.0;;
2695;Totaal woningen;Heusden;2017;1490.0;3450.0;;
2696;Totaal woningen;Heusden;2018;1490.0;3370.0;;
2697;Totaal woningen;Heusden;2019;1410.0;3280.0;;
2698;Totaal woningen;Heusden;2020;1320.0;3240.0;;
2699;Totaal woningen;Heusden;2021;1470.0;3310.0;2890.0;
2700;Totaal woningen;Heusden;2022;1140.0;3110.0;2540.0;
2701;Totaal woningen;Heusden;2023;950.0;2930.0;2100.0;
2702;Totaal woningen;Hillegom;2010;1800.0;3250.0;;
2703;Totaal woningen;Hillegom;2011;1450.0;3300.0;;
2704;Totaal woningen;Hillegom;2012;1500.0;3250.0;;
2705;Totaal woningen;Hillegom;2013;1600.0;3200.0;;
2706;Totaal woningen;Hillegom;2014;1250.0;3150.0;;
2707;Totaal woningen;Hillegom;2015;1380.0;3060.0;;
2708;Totaal woningen;Hillegom;2016;1350.0;2990.0;;
2709;Totaal woningen;Hillegom;2017;1280.0;2960.0;;
2710;Totaal woningen;Hillegom;2018;1240.0;2870.0;;
2711;Totaal woningen;Hillegom;2019;1160.0;2840.0;;
2712;Totaal woningen;Hillegom;2020;1110.0;2840.0;;
2713;Totaal woningen;Hillegom;2021;1240.0;2880.0;2580.0;
2714;Totaal woningen;Hillegom;2022;970.0;2690.0;2290.0;
2715;Totaal woningen;Hillegom;2023;830.0;2510.0;2000.0;
2716;Totaal woningen;Hilvarenbeek;2010;2450.0;4150.0;;
2717;Totaal woningen;Hilvarenbeek;2011;1850.0;4100.0;;
2718;Totaal woningen;Hilvarenbeek;2012;2000.0;4000.0;;
2719;Totaal woningen;Hilvarenbeek;2013;2150.0;4000.0;;
2720;Totaal woningen;Hilvarenbeek;2014;1550.0;3750.0;;
2721;Totaal woningen;Hilvarenbeek;2015;1680.0;3680.0;;
2722;Totaal woningen;Hilvarenbeek;2016;1710.0;3630.0;;
2723;Totaal woningen;Hilvarenbeek;2017;1650.0;3550.0;;
2724;Totaal woningen;Hilvarenbeek;2018;1660.0;3490.0;;
2725;Totaal woningen;Hilvarenbeek;2019;1550.0;3380.0;;
2726;Totaal woningen;Hilvarenbeek;2020;1450.0;3420.0;;
2727;Totaal woningen;Hilvarenbeek;2021;1620.0;3440.0;2930.0;
2728;Totaal woningen;Hilvarenbeek;2022;1260.0;3230.0;2540.0;
2729;Totaal woningen;Hilvarenbeek;2023;1040.0;3060.0;2100.0;
2730;Totaal woningen;Hilversum;2010;2100.0;3050.0;;
2731;Totaal woningen;Hilversum;2011;1700.0;3100.0;;
2732;Totaal woningen;Hilversum;2012;1750.0;3000.0;;
2733;Totaal woningen;Hilversum;2013;1900.0;2950.0;;
2734;Totaal woningen;Hilversum;2014;1400.0;2900.0;;
2735;Totaal woningen;Hilversum;2015;1450.0;2850.0;;
2736;Totaal woningen;Hilversum;2016;1490.0;2780.0;;
2737;Totaal woningen;Hilversum;2017;1430.0;2730.0;;
2738;Totaal woningen;Hilversum;2018;1450.0;2640.0;;
2739;Totaal woningen;Hilversum;2019;1340.0;2590.0;;
2740;Totaal woningen;Hilversum;2020;1240.0;2620.0;;
2741;Totaal woningen;Hilversum;2021;1420.0;2700.0;2550.0;
2742;Totaal woningen;Hilversum;2022;1110.0;2540.0;2340.0;1.1
2743;Totaal woningen;Hilversum;2023;950.0;2400.0;2130.0;1.1
2744;Totaal woningen;Hoeksche Waard;2010;;;;
2745;Totaal woningen;Hoeksche Waard;2011;;;;
2746;Totaal woningen;Hoeksche Waard;2012;;;;
2747;Totaal woningen;Hoeksche Waard;2013;;;;
2748;Totaal woningen;Hoeksche Waard;2014;;;;
2749;Totaal woningen;Hoeksche Waard;2015;;;;
2750;Totaal woningen;Hoeksche Waard;2016;;;;
2751;Totaal woningen;Hoeksche Waard;2017;;;;
2752;Totaal woningen;Hoeksche Waard;2018;;;;
2753;Totaal woningen;Hoeksche Waard;2019;1230.0;3000.0;;
2754;Totaal woningen;Hoeksche Waard;2020;1180.0;3010.0;;
2755;Totaal woningen;Hoeksche Waard;2021;1330.0;3080.0;2670.0;
2756;Totaal woningen;Hoeksche Waard;2022;1000.0;2870.0;2270.0;
2757;Totaal woningen;Hoeksche Waard;2023;850.0;2720.0;1890.0;
2758;Totaal woningen;Hof van Twente;2010;2400.0;3800.0;;
2759;Totaal woningen;Hof van Twente;2011;2100.0;3800.0;;
2760;Totaal woningen;Hof van Twente;2012;2200.0;3800.0;;
2761;Totaal woningen;Hof van Twente;2013;2400.0;3700.0;;
2762;Totaal woningen;Hof van Twente;2014;1600.0;3550.0;;
2763;Totaal woningen;Hof van Twente;2015;1670.0;3510.0;;
2764;Totaal woningen;Hof van Twente;2016;1690.0;3380.0;;
2765;Totaal woningen;Hof van Twente;2017;1660.0;3280.0;;
2766;Totaal woningen;Hof van Twente;2018;1680.0;3260.0;;
2767;Totaal woningen;Hof van Twente;2019;1470.0;3150.0;;
2768;Totaal woningen;Hof van Twente;2020;1430.0;3200.0;;
2769;Totaal woningen;Hof van Twente;2021;1700.0;3260.0;2780.0;
2770;Totaal woningen;Hof van Twente;2022;1330.0;3090.0;2360.0;
2771;Totaal woningen;Hof van Twente;2023;1090.0;2980.0;1990.0;
2772;Totaal woningen;Het Hogeland;2010;;;;
2773;Totaal woningen;Het Hogeland;2011;;;;
2774;Totaal woningen;Het Hogeland;2012;;;;
2775;Totaal woningen;Het Hogeland;2013;;;;
2776;Totaal woningen;Het Hogeland;2014;;;;
2777;Totaal woningen;Het Hogeland;2015;;;;
2778;Totaal woningen;Het Hogeland;2016;;;;
2779;Totaal woningen;Het Hogeland;2017;;;;
2780;Totaal woningen;Het Hogeland;2018;;;;
2781;Totaal woningen;Het Hogeland;2019;1530.0;2490.0;;
2782;Totaal woningen;Het Hogeland;2020;1490.0;2620.0;;
2783;Totaal woningen;Het Hogeland;2021;1670.0;2680.0;2170.0;
2784;Totaal woningen;Het Hogeland;2022;1300.0;2540.0;1840.0;
2785;Totaal woningen;Het Hogeland;2023;1070.0;2490.0;1610.0;
2786;Totaal woningen;Hollands Kroon;2010;;;;
2787;Totaal woningen;Hollands Kroon;2011;;;;
2788;Totaal woningen;Hollands Kroon;2012;1750.0;3600.0;;
2789;Totaal woningen;Hollands Kroon;2013;1850.0;3450.0;;
2790;Totaal woningen;Hollands Kroon;2014;1400.0;3300.0;;
2791;Totaal woningen;Hollands Kroon;2015;1480.0;3210.0;;
2792;Totaal woningen;Hollands Kroon;2016;1540.0;3130.0;;
2793;Totaal woningen;Hollands Kroon;2017;1450.0;3050.0;;
2794;Totaal woningen;Hollands Kroon;2018;1520.0;3000.0;;
2795;Totaal woningen;Hollands Kroon;2019;1390.0;3020.0;;
2796;Totaal woningen;Hollands Kroon;2020;1340.0;3060.0;;
2797;Totaal woningen;Hollands Kroon;2021;1510.0;3120.0;2640.0;
2798;Totaal woningen;Hollands Kroon;2022;1150.0;2930.0;2250.0;
2799;Totaal woningen;Hollands Kroon;2023;970.0;2800.0;1930.0;
2800;Totaal woningen;Hoogeveen;2010;2100.0;3300.0;;
2801;Totaal woningen;Hoogeveen;2011;1650.0;3300.0;;
2802;Totaal woningen;Hoogeveen;2012;1750.0;3250.0;;
2803;Totaal woningen;Hoogeveen;2013;1850.0;3200.0;;
2804;Totaal woningen;Hoogeveen;2014;1350.0;3000.0;;
2805;Totaal woningen;Hoogeveen;2015;1480.0;3000.0;;
2806;Totaal woningen;Hoogeveen;2016;1540.0;2920.0;;
2807;Totaal woningen;Hoogeveen;2017;1460.0;2860.0;;
2808;Totaal woningen;Hoogeveen;2018;1470.0;2780.0;;
2809;Totaal woningen;Hoogeveen;2019;1330.0;2690.0;;
2810;Totaal woningen;Hoogeveen;2020;1280.0;2710.0;;
2811;Totaal woningen;Hoogeveen;2021;1430.0;2750.0;2290.0;
2812;Totaal woningen;Hoogeveen;2022;1130.0;2630.0;2050.0;
2813;Totaal woningen;Hoogeveen;2023;940.0;2540.0;1800.0;
2814;Totaal woningen;Hoogezand-Sappemeer;2010;2100.0;3150.0;;
2815;Totaal woningen;Hoogezand-Sappemeer;2011;1650.0;3150.0;;
2816;Totaal woningen;Hoogezand-Sappemeer;2012;1750.0;3100.0;;
2817;Totaal woningen;Hoogezand-Sappemeer;2013;1850.0;3050.0;;
2818;Totaal woningen;Hoogezand-Sappemeer;2014;1400.0;2950.0;;
2819;Totaal woningen;Hoogezand-Sappemeer;2015;1490.0;2830.0;;
2820;Totaal woningen;Hoogezand-Sappemeer;2016;1560.0;2760.0;;
2821;Totaal woningen;Hoogezand-Sappemeer;2017;1470.0;2730.0;;
2822;Totaal woningen;Hoogezand-Sappemeer;2018;;;;
2823;Totaal woningen;Hoogezand-Sappemeer;2019;;;;
2824;Totaal woningen;Hoogezand-Sappemeer;2020;;;;
2825;Totaal woningen;Hoogezand-Sappemeer;2021;;;;
2826;Totaal woningen;Hoogezand-Sappemeer;2022;;;;
2827;Totaal woningen;Hoogezand-Sappemeer;2023;;;;
2828;Totaal woningen;Hoorn;2010;1700.0;3250.0;;
2829;Totaal woningen;Hoorn;2011;1350.0;3300.0;;
2830;Totaal woningen;Hoorn;2012;1400.0;3200.0;;
2831;Totaal woningen;Hoorn;2013;1500.0;3150.0;;
2832;Totaal woningen;Hoorn;2014;1150.0;3000.0;;
2833;Totaal woningen;Hoorn;2015;1200.0;2930.0;;
2834;Totaal woningen;Hoorn;2016;1240.0;2840.0;;
2835;Totaal woningen;Hoorn;2017;1180.0;2780.0;;
2836;Totaal woningen;Hoorn;2018;1200.0;2700.0;;
2837;Totaal woningen;Hoorn;2019;1120.0;2660.0;;
2838;Totaal woningen;Hoorn;2020;1070.0;2690.0;;
2839;Totaal woningen;Hoorn;2021;1200.0;2720.0;2440.0;
2840;Totaal woningen;Hoorn;2022;940.0;2550.0;2180.0;
2841;Totaal woningen;Hoorn;2023;810.0;2400.0;1940.0;
2842;Totaal woningen;Horst aan de Maas;2010;2400.0;4250.0;;
2843;Totaal woningen;Horst aan de Maas;2011;1850.0;4150.0;;
2844;Totaal woningen;Horst aan de Maas;2012;1950.0;4100.0;;
2845;Totaal woningen;Horst aan de Maas;2013;2050.0;4050.0;;
2846;Totaal woningen;Horst aan de Maas;2014;1500.0;3800.0;;
2847;Totaal woningen;Horst aan de Maas;2015;1630.0;3740.0;;
2848;Totaal woningen;Horst aan de Maas;2016;1690.0;3620.0;;
2849;Totaal woningen;Horst aan de Maas;2017;1620.0;3580.0;;
2850;Totaal woningen;Horst aan de Maas;2018;1640.0;3520.0;;
2851;Totaal woningen;Horst aan de Maas;2019;1530.0;3420.0;;
2852;Totaal woningen;Horst aan de Maas;2020;1440.0;3350.0;;
2853;Totaal woningen;Horst aan de Maas;2021;1620.0;3390.0;2660.0;
2854;Totaal woningen;Horst aan de Maas;2022;1250.0;3180.0;2210.0;
2855;Totaal woningen;Horst aan de Maas;2023;1010.0;3050.0;1810.0;
2856;Totaal woningen;Houten;2010;1450.0;3800.0;;18.0
2857;Totaal woningen;Houten;2011;1100.0;3750.0;;17.0
2858;Totaal woningen;Houten;2012;1100.0;3600.0;;20.6
2859;Totaal woningen;Houten;2013;1200.0;3500.0;;19.9
2860;Totaal woningen;Houten;2014;900.0;3350.0;;19.7
2861;Totaal woningen;Houten;2015;940.0;3290.0;;20.2
2862;Totaal woningen;Houten;2016;970.0;3240.0;;20.4
2863;Totaal woningen;Houten;2017;940.0;3170.0;;20.3
2864;Totaal woningen;Houten;2018;950.0;3090.0;;
2865;Totaal woningen;Houten;2019;900.0;2990.0;;18.4
2866;Totaal woningen;Houten;2020;860.0;3000.0;;19.2
2867;Totaal woningen;Houten;2021;950.0;3040.0;2610.0;18.7
2868;Totaal woningen;Houten;2022;730.0;2830.0;2240.0;16.5
2869;Totaal woningen;Houten;2023;620.0;2630.0;1870.0;16.6
2870;Totaal woningen;Huizen;2010;2000.0;3500.0;;
2871;Totaal woningen;Huizen;2011;1550.0;3400.0;;
2872;Totaal woningen;Huizen;2012;1650.0;3350.0;;
2873;Totaal woningen;Huizen;2013;1750.0;3300.0;;
2874;Totaal woningen;Huizen;2014;1300.0;3150.0;;
2875;Totaal woningen;Huizen;2015;1410.0;3120.0;;
2876;Totaal woningen;Huizen;2016;1470.0;3040.0;;
2877;Totaal woningen;Huizen;2017;1410.0;2970.0;;
2878;Totaal woningen;Huizen;2018;1390.0;2850.0;;
2879;Totaal woningen;Huizen;2019;1300.0;2800.0;;
2880;Totaal woningen;Huizen;2020;1210.0;2810.0;;
2881;Totaal woningen;Huizen;2021;1380.0;2870.0;2550.0;
2882;Totaal woningen;Huizen;2022;1080.0;2660.0;2260.0;
2883;Totaal woningen;Huizen;2023;930.0;2500.0;1980.0;
2884;Totaal woningen;Hulst;2010;2050.0;3200.0;;
2885;Totaal woningen;Hulst;2011;1600.0;3200.0;;
2886;Totaal woningen;Hulst;2012;1700.0;3100.0;;
2887;Totaal woningen;Hulst;2013;1850.0;3100.0;;
2888;Totaal woningen;Hulst;2014;1400.0;2900.0;;
2889;Totaal woningen;Hulst;2015;1480.0;2930.0;;
2890;Totaal woningen;Hulst;2016;1530.0;2820.0;;
2891;Totaal woningen;Hulst;2017;1430.0;2780.0;;
2892;Totaal woningen;Hulst;2018;1460.0;2720.0;;
2893;Totaal woningen;Hulst;2019;1340.0;2670.0;;
2894;Totaal woningen;Hulst;2020;1290.0;2670.0;;
2895;Totaal woningen;Hulst;2021;1490.0;2880.0;2380.0;
2896;Totaal woningen;Hulst;2022;1170.0;2720.0;2050.0;1.2
2897;Totaal woningen;Hulst;2023;990.0;2610.0;1740.0;1.2
2898;Totaal woningen;IJsselstein;2010;1650.0;3700.0;;
2899;Totaal woningen;IJsselstein;2011;1250.0;3650.0;;
2900;Totaal woningen;IJsselstein;2012;1350.0;3550.0;;
2901;Totaal woningen;IJsselstein;2013;1400.0;3500.0;;
2902;Totaal woningen;IJsselstein;2014;1050.0;3350.0;;
2903;Totaal woningen;IJsselstein;2015;1140.0;3280.0;;
2904;Totaal woningen;IJsselstein;2016;1180.0;3240.0;;
2905;Totaal woningen;IJsselstein;2017;1150.0;3150.0;;
2906;Totaal woningen;IJsselstein;2018;1150.0;3030.0;;
2907;Totaal woningen;IJsselstein;2019;1090.0;2950.0;;
2908;Totaal woningen;IJsselstein;2020;1030.0;2960.0;;
2909;Totaal woningen;IJsselstein;2021;1190.0;3000.0;2710.0;
2910;Totaal woningen;IJsselstein;2022;920.0;2800.0;2390.0;
2911;Totaal woningen;IJsselstein;2023;800.0;2620.0;2050.0;
2912;Totaal woningen;Kaag en Braassem;2010;2050.0;3750.0;;
2913;Totaal woningen;Kaag en Braassem;2011;1600.0;3700.0;;
2914;Totaal woningen;Kaag en Braassem;2012;1650.0;3600.0;;
2915;Totaal woningen;Kaag en Braassem;2013;1750.0;3500.0;;
2916;Totaal woningen;Kaag en Braassem;2014;1300.0;3350.0;;
2917;Totaal woningen;Kaag en Braassem;2015;1400.0;3350.0;;
2918;Totaal woningen;Kaag en Braassem;2016;1440.0;3250.0;;
2919;Totaal woningen;Kaag en Braassem;2017;1390.0;3200.0;;
2920;Totaal woningen;Kaag en Braassem;2018;1400.0;3110.0;;
2921;Totaal woningen;Kaag en Braassem;2019;1290.0;3060.0;;
2922;Totaal woningen;Kaag en Braassem;2020;1220.0;3080.0;;
2923;Totaal woningen;Kaag en Braassem;2021;1350.0;3120.0;2590.0;
2924;Totaal woningen;Kaag en Braassem;2022;1020.0;2890.0;2190.0;
2925;Totaal woningen;Kaag en Braassem;2023;870.0;2730.0;1860.0;
2926;Totaal woningen;Kampen;2010;2000.0;3250.0;;
2927;Totaal woningen;Kampen;2011;1550.0;3200.0;;
2928;Totaal woningen;Kampen;2012;1600.0;3100.0;;
2929;Totaal woningen;Kampen;2013;1700.0;3100.0;;
2930;Totaal woningen;Kampen;2014;1300.0;2950.0;;
2931;Totaal woningen;Kampen;2015;1360.0;2930.0;;
2932;Totaal woningen;Kampen;2016;1440.0;2880.0;;
2933;Totaal woningen;Kampen;2017;1330.0;2780.0;;
2934;Totaal woningen;Kampen;2018;1370.0;2760.0;;
2935;Totaal woningen;Kampen;2019;1260.0;2670.0;;
2936;Totaal woningen;Kampen;2020;1180.0;2690.0;;
2937;Totaal woningen;Kampen;2021;1350.0;2750.0;2350.0;
2938;Totaal woningen;Kampen;2022;1050.0;2600.0;2050.0;
2939;Totaal woningen;Kampen;2023;880.0;2500.0;1790.0;
