ID;Brandstofsoort;Bouwjaar;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
53;Totaal;Bouwjaar 2018;2023;54210.0;37494.0;15539.0;1074.0;103.0
54;Totaal;Bouwjaar 2018;2024;51941.0;32324.0;18482.0;1052.0;83.0
55;Totaal;Bouwjaar 2018;2025;49054.0;28811.0;19131.0;1036.0;76.0
56;Totaal;Bouwjaar 2017;2019;80999.0;61492.0;18513.0;873.0;121.0
57;Totaal;Bouwjaar 2017;2020;80368.0;61002.0;18397.0;867.0;102.0
58;Totaal;Bouwjaar 2017;2021;79356.0;60303.0;17933.0;1024.0;96.0
59;Totaal;Bouwjaar 2017;2022;77559.0;58747.0;17656.0;1062.0;94.0
60;Totaal;Bouwjaar 2017;2023;75387.0;56032.0;18187.0;1066.0;102.0
61;Totaal;Bouwjaar 2017;2024;71655.0;47951.0;22569.0;1049.0;86.0
62;Totaal;Bouwjaar 2017;2025;67046.0;42408.0;23518.0;1036.0;84.0
63;Totaal;Bouwjaar 2016;2019;64109.0;47538.0;15626.0;825.0;120.0
64;Totaal;Bouwjaar 2016;2020;62692.0;46614.0;15130.0;829.0;119.0
65;Totaal;Bouwjaar 2016;2021;61211.0;45702.0;14485.0;909.0;115.0
66;Totaal;Bouwjaar 2016;2022;59478.0;44292.0;14142.0;933.0;111.0
67;Totaal;Bouwjaar 2016;2023;57395.0;42030.0;14328.0;930.0;107.0
68;Totaal;Bouwjaar 2016;2024;54049.0;35708.0;17312.0;922.0;107.0
69;Totaal;Bouwjaar 2016;2025;50318.0;31282.0;18002.0;930.0;104.0
70;Totaal;Bouwjaar 2015;2019;60416.0;44244.0;15327.0;728.0;117.0
71;Totaal;Bouwjaar 2015;2020;58760.0;43222.0;14697.0;726.0;115.0
72;Totaal;Bouwjaar 2015;2021;57029.0;42214.0;13962.0;745.0;108.0
73;Totaal;Bouwjaar 2015;2022;55089.0;40765.0;13459.0;757.0;108.0
74;Totaal;Bouwjaar 2015;2023;52614.0;38509.0;13263.0;738.0;104.0
75;Totaal;Bouwjaar 2015;2024;49076.0;32757.0;15506.0;716.0;97.0
76;Totaal;Bouwjaar 2015;2025;45370.0;28520.0;16051.0;708.0;91.0
77;Totaal;Bouwjaar 2014;2019;56738.0;42380.0;13473.0;744.0;141.0
78;Totaal;Bouwjaar 2014;2020;55177.0;41427.0;12892.0;725.0;133.0
79;Totaal;Bouwjaar 2014;2021;53488.0;40347.0;12298.0;715.0;128.0
80;Totaal;Bouwjaar 2014;2022;51418.0;38825.0;11760.0;707.0;126.0
81;Totaal;Bouwjaar 2014;2023;49058.0;36669.0;11588.0;677.0;124.0
82;Totaal;Bouwjaar 2014;2024;45322.0;31139.0;13419.0;643.0;121.0
83;Totaal;Bouwjaar 2014;2025;41362.0;26971.0;13640.0;639.0;112.0
84;Totaal;Bouwjaar 2013;2019;52237.0;40019.0;11313.0;803.0;102.0
85;Totaal;Bouwjaar 2013;2020;50613.0;38909.0;10810.0;793.0;101.0
86;Totaal;Bouwjaar 2013;2021;49021.0;37874.0;10279.0;773.0;95.0
87;Totaal;Bouwjaar 2013;2022;47023.0;36402.0;9771.0;756.0;94.0
88;Totaal;Bouwjaar 2013;2023;44637.0;34223.0;9607.0;717.0;90.0
89;Totaal;Bouwjaar 2013;2024;41017.0;28972.0;11292.0;667.0;86.0
90;Totaal;Bouwjaar 2013;2025;37232.0;24938.0;11559.0;649.0;86.0
91;Totaal;Bouwjaar 2012;2019;57840.0;44222.0;12544.0;908.0;166.0
92;Totaal;Bouwjaar 2012;2020;55865.0;42908.0;11879.0;914.0;164.0
93;Totaal;Bouwjaar 2012;2021;53899.0;41622.0;11224.0;897.0;156.0
94;Totaal;Bouwjaar 2012;2022;51323.0;39699.0;10639.0;840.0;145.0
95;Totaal;Bouwjaar 2012;2023;48471.0;37188.0;10337.0;804.0;142.0
96;Totaal;Bouwjaar 2012;2024;44100.0;31427.0;11767.0;770.0;136.0
97;Totaal;Bouwjaar 2012;2025;39673.0;26925.0;11911.0;709.0;128.0
98;Totaal;Bouwjaar 2011;2019;66724.0;49801.0;15753.0;1016.0;154.0
99;Totaal;Bouwjaar 2011;2020;64037.0;48004.0;14897.0;990.0;146.0
100;Totaal;Bouwjaar 2011;2021;61467.0;46332.0;14033.0;963.0;139.0
101;Totaal;Bouwjaar 2011;2022;58249.0;44075.0;13141.0;908.0;125.0
102;Totaal;Bouwjaar 2011;2023;54695.0;41093.0;12629.0;852.0;121.0
103;Totaal;Bouwjaar 2011;2024;49384.0;34583.0;13861.0;824.0;116.0
104;Totaal;Bouwjaar 2011;2025;44380.0;29577.0;13912.0;776.0;115.0
105;Totaal;Bouwjaar 2010;2019;72721.0;50583.0;20928.0;1023.0;187.0
106;Totaal;Bouwjaar 2010;2020;69232.0;48627.0;19454.0;972.0;179.0
107;Totaal;Bouwjaar 2010;2021;65634.0;46568.0;17981.0;909.0;176.0
108;Totaal;Bouwjaar 2010;2022;61605.0;44080.0;16495.0;877.0;153.0
109;Totaal;Bouwjaar 2010;2023;57427.0;40897.0;15545.0;834.0;151.0
110;Totaal;Bouwjaar 2010;2024;51592.0;34560.0;16110.0;776.0;146.0
111;Totaal;Bouwjaar 2010;2025;45635.0;29187.0;15577.0;726.0;145.0
112;Totaal;Bouwjaar 2009;2019;67624.0;43427.0;22834.0;1217.0;146.0
113;Totaal;Bouwjaar 2009;2020;63736.0;41456.0;20996.0;1152.0;132.0
114;Totaal;Bouwjaar 2009;2021;60029.0;39472.0;19330.0;1092.0;135.0
115;Totaal;Bouwjaar 2009;2022;55899.0;36995.0;17729.0;1051.0;124.0
116;Totaal;Bouwjaar 2009;2023;51811.0;34168.0;16549.0;977.0;117.0
117;Totaal;Bouwjaar 2009;2024;46105.0;28550.0;16537.0;903.0;115.0
118;Totaal;Bouwjaar 2009;2025;40781.0;23995.0;15825.0;857.0;104.0
119;Totaal;Bouwjaar 2008;2019;59293.0;35460.0;22468.0;1156.0;209.0
120;Totaal;Bouwjaar 2008;2020;55152.0;33542.0;20353.0;1069.0;188.0
121;Totaal;Bouwjaar 2008;2021;51563.0;31760.0;18639.0;988.0;176.0
122;Totaal;Bouwjaar 2008;2022;47739.0;29731.0;16935.0;913.0;160.0
123;Totaal;Bouwjaar 2008;2023;43910.0;27315.0;15634.0;815.0;146.0
124;Totaal;Bouwjaar 2008;2024;38748.0;22776.0;15095.0;744.0;133.0
125;Totaal;Bouwjaar 2008;2025;34223.0;19111.0;14282.0;689.0;141.0
126;Totaal;Bouwjaar 2007;2019;41803.0;24263.0;16116.0;1261.0;163.0
127;Totaal;Bouwjaar 2007;2020;38821.0;22981.0;14512.0;1171.0;157.0
128;Totaal;Bouwjaar 2007;2021;36099.0;21664.0;13205.0;1088.0;142.0
129;Totaal;Bouwjaar 2007;2022;33263.0;20262.0;11861.0;1001.0;139.0
130;Totaal;Bouwjaar 2007;2023;30605.0;18607.0;10954.0;911.0;133.0
131;Totaal;Bouwjaar 2007;2024;27111.0;15678.0;10486.0;823.0;124.0
132;Totaal;Bouwjaar 2007;2025;23972.0;13192.0;9901.0;768.0;111.0
133;Totaal;Bouwjaar 2006;2019;29224.0;16865.0;11167.0;1066.0;126.0
134;Totaal;Bouwjaar 2006;2020;26995.0;15906.0;10010.0;962.0;117.0
135;Totaal;Bouwjaar 2006;2021;25172.0;15008.0;9176.0;885.0;103.0
136;Totaal;Bouwjaar 2006;2022;23222.0;14024.0;8274.0;831.0;93.0
137;Totaal;Bouwjaar 2006;2023;21325.0;12890.0;7596.0;747.0;92.0
138;Totaal;Bouwjaar 2006;2024;19070.0;11006.0;7288.0;694.0;82.0
139;Totaal;Bouwjaar 2006;2025;16968.0;9347.0;6912.0;629.0;80.0
140;Totaal;Bouwjaren tot en met 2005;2019;357717.0;174545.0;175752.0;5224.0;2196.0
141;Totaal;Bouwjaren tot en met 2005;2020;337687.0;164171.0;166908.0;4425.0;2183.0
142;Totaal;Bouwjaren tot en met 2005;2021;322305.0;155477.0;160915.0;3780.0;2133.0
143;Totaal;Bouwjaren tot en met 2005;2022;307465.0;146199.0;155956.0;3248.0;2062.0
144;Totaal;Bouwjaren tot en met 2005;2023;294760.0;136844.0;153018.0;2861.0;2037.0
145;Totaal;Bouwjaren tot en met 2005;2024;278341.0;122978.0;150863.0;2526.0;1974.0
146;Totaal;Bouwjaren tot en met 2005;2025;264807.0;110937.0;149656.0;2284.0;1930.0
147;Benzine;Totaal alle bouwjaren;2019;1065032.0;679753.0;381524.0;0.0;3755.0
148;Benzine;Totaal alle bouwjaren;2020;1066873.0;685870.0;377293.0;0.0;3710.0
149;Benzine;Totaal alle bouwjaren;2021;1087497.0;707380.0;376499.0;0.0;3618.0
150;Benzine;Totaal alle bouwjaren;2022;1089035.0;708584.0;376938.0;0.0;3513.0
151;Benzine;Totaal alle bouwjaren;2023;1073772.0;681249.0;389027.0;0.0;3496.0
152;Benzine;Totaal alle bouwjaren;2024;1023768.0;587425.0;432983.0;0.0;3360.0
153;Benzine;Totaal alle bouwjaren;2025;973540.0;518834.0;451428.0;0.0;3278.0
154;Benzine;Bouwjaar 2024;2019;;;;;
155;Benzine;Bouwjaar 2024;2020;;;;;
156;Benzine;Bouwjaar 2024;2021;;;;;
157;Benzine;Bouwjaar 2024;2022;;;;;
158;Benzine;Bouwjaar 2024;2023;;;;;
159;Benzine;Bouwjaar 2024;2024;;;;;
160;Benzine;Bouwjaar 2024;2025;18899.0;3786.0;15096.0;0.0;17.0
161;Benzine;Bouwjaar 2023;2019;;;;;
162;Benzine;Bouwjaar 2023;2020;;;;;
163;Benzine;Bouwjaar 2023;2021;;;;;
164;Benzine;Bouwjaar 2023;2022;;;;;
165;Benzine;Bouwjaar 2023;2023;;;;;
166;Benzine;Bouwjaar 2023;2024;19630.0;4341.0;15268.0;0.0;21.0
167;Benzine;Bouwjaar 2023;2025;19269.0;4074.0;15174.0;0.0;21.0
168;Benzine;Bouwjaar 2022;2019;;;;;
169;Benzine;Bouwjaar 2022;2020;;;;;
170;Benzine;Bouwjaar 2022;2021;;;;;
171;Benzine;Bouwjaar 2022;2022;;;;;
172;Benzine;Bouwjaar 2022;2023;32319.0;14392.0;17887.0;0.0;40.0
173;Benzine;Bouwjaar 2022;2024;31860.0;12338.0;19482.0;0.0;40.0
174;Benzine;Bouwjaar 2022;2025;31131.0;11294.0;19802.0;0.0;35.0
175;Benzine;Bouwjaar 2021;2019;;;;;
176;Benzine;Bouwjaar 2021;2020;;;;;
177;Benzine;Bouwjaar 2021;2021;;;;;
178;Benzine;Bouwjaar 2021;2022;45555.0;30097.0;15410.0;0.0;48.0
179;Benzine;Bouwjaar 2021;2023;45262.0;29018.0;16198.0;0.0;46.0
180;Benzine;Bouwjaar 2021;2024;44327.0;24724.0;19557.0;0.0;46.0
181;Benzine;Bouwjaar 2021;2025;43150.0;22537.0;20568.0;0.0;45.0
182;Benzine;Bouwjaar 2020;2019;;;;;
183;Benzine;Bouwjaar 2020;2020;;;;;
184;Benzine;Bouwjaar 2020;2021;62017.0;45109.0;16877.0;0.0;31.0
185;Benzine;Bouwjaar 2020;2022;63977.0;46315.0;17631.0;0.0;31.0
186;Benzine;Bouwjaar 2020;2023;63254.0;44631.0;18594.0;0.0;29.0
187;Benzine;Bouwjaar 2020;2024;61577.0;38004.0;23547.0;0.0;26.0
188;Benzine;Bouwjaar 2020;2025;59520.0;34327.0;25166.0;0.0;27.0
189;Benzine;Bouwjaar 2019;2019;1.0;0.0;1.0;0.0;0.0
190;Benzine;Bouwjaar 2019;2020;48264.0;31624.0;16592.0;0.0;48.0
191;Benzine;Bouwjaar 2019;2021;47577.0;31208.0;16322.0;0.0;47.0
192;Benzine;Bouwjaar 2019;2022;46710.0;30504.0;16159.0;0.0;47.0
193;Benzine;Bouwjaar 2019;2023;45761.0;29130.0;16585.0;0.0;46.0
194;Benzine;Bouwjaar 2019;2024;44181.0;24892.0;19245.0;0.0;44.0
195;Benzine;Bouwjaar 2019;2025;42199.0;22161.0;19994.0;0.0;44.0
196;Benzine;Bouwjaar 2018;2019;49945.0;37115.0;12791.0;0.0;39.0
197;Benzine;Bouwjaar 2018;2020;48905.0;36291.0;12574.0;0.0;40.0
198;Benzine;Bouwjaar 2018;2021;48106.0;35848.0;12221.0;0.0;37.0
199;Benzine;Bouwjaar 2018;2022;47110.0;34947.0;12126.0;0.0;37.0
200;Benzine;Bouwjaar 2018;2023;45928.0;33333.0;12559.0;0.0;36.0
201;Benzine;Bouwjaar 2018;2024;44056.0;28405.0;15619.0;0.0;32.0
202;Benzine;Bouwjaar 2018;2025;41647.0;25172.0;16447.0;0.0;28.0
203;Benzine;Bouwjaar 2017;2019;73865.0;56068.0;17709.0;0.0;88.0
204;Benzine;Bouwjaar 2017;2020;73131.0;55460.0;17596.0;0.0;75.0
205;Benzine;Bouwjaar 2017;2021;72178.0;54886.0;17221.0;0.0;71.0
206;Benzine;Bouwjaar 2017;2022;70459.0;53462.0;16927.0;0.0;70.0
207;Benzine;Bouwjaar 2017;2023;68477.0;50882.0;17516.0;0.0;79.0
208;Benzine;Bouwjaar 2017;2024;65101.0;43037.0;22002.0;0.0;62.0
209;Benzine;Bouwjaar 2017;2025;60905.0;37766.0;23080.0;0.0;59.0
210;Benzine;Bouwjaar 2016;2019;58500.0;43056.0;15343.0;0.0;101.0
211;Benzine;Bouwjaar 2016;2020;57213.0;42254.0;14858.0;0.0;101.0
212;Benzine;Bouwjaar 2016;2021;55838.0;41456.0;14282.0;0.0;100.0
213;Benzine;Bouwjaar 2016;2022;54250.0;40198.0;13955.0;0.0;97.0
214;Benzine;Bouwjaar 2016;2023;52323.0;38079.0;14150.0;0.0;94.0
215;Benzine;Bouwjaar 2016;2024;49243.0;32009.0;17141.0;0.0;93.0
216;Benzine;Bouwjaar 2016;2025;45838.0;27876.0;17874.0;0.0;88.0
217;Benzine;Bouwjaar 2015;2019;54731.0;39567.0;15065.0;0.0;99.0
218;Benzine;Bouwjaar 2015;2020;53267.0;38693.0;14475.0;0.0;99.0
219;Benzine;Bouwjaar 2015;2021;51788.0;37927.0;13769.0;0.0;92.0
220;Benzine;Bouwjaar 2015;2022;50065.0;36678.0;13294.0;0.0;93.0
221;Benzine;Bouwjaar 2015;2023;47856.0;34650.0;13117.0;0.0;89.0
222;Benzine;Bouwjaar 2015;2024;44651.0;29200.0;15369.0;0.0;82.0
223;Benzine;Bouwjaar 2015;2025;41317.0;25309.0;15932.0;0.0;76.0
224;Benzine;Bouwjaar 2014;2019;51627.0;38356.0;13159.0;0.0;112.0
225;Benzine;Bouwjaar 2014;2020;50270.0;37545.0;12617.0;0.0;108.0
226;Benzine;Bouwjaar 2014;2021;48892.0;36700.0;12090.0;0.0;102.0
227;Benzine;Bouwjaar 2014;2022;47062.0;35372.0;11589.0;0.0;101.0
228;Benzine;Bouwjaar 2014;2023;44965.0;33415.0;11450.0;0.0;100.0
229;Benzine;Bouwjaar 2014;2024;41582.0;28182.0;13302.0;0.0;98.0
230;Benzine;Bouwjaar 2014;2025;37970.0;24336.0;13544.0;0.0;90.0
231;Benzine;Bouwjaar 2013;2019;49085.0;37900.0;11091.0;0.0;94.0
232;Benzine;Bouwjaar 2013;2020;47622.0;36912.0;10618.0;0.0;92.0
233;Benzine;Bouwjaar 2013;2021;46264.0;36046.0;10131.0;0.0;87.0
234;Benzine;Bouwjaar 2013;2022;44466.0;34740.0;9640.0;0.0;86.0
235;Benzine;Bouwjaar 2013;2023;42269.0;32706.0;9481.0;0.0;82.0
236;Benzine;Bouwjaar 2013;2024;38886.0;27651.0;11156.0;0.0;79.0
237;Benzine;Bouwjaar 2013;2025;35308.0;23800.0;11428.0;0.0;80.0
238;Benzine;Bouwjaar 2012;2019;53922.0;41496.0;12297.0;0.0;129.0
239;Benzine;Bouwjaar 2012;2020;52129.0;40340.0;11660.0;0.0;129.0
240;Benzine;Bouwjaar 2012;2021;50345.0;39191.0;11028.0;0.0;126.0
241;Benzine;Bouwjaar 2012;2022;48057.0;37485.0;10455.0;0.0;117.0
242;Benzine;Bouwjaar 2012;2023;45446.0;35157.0;10172.0;0.0;117.0
243;Benzine;Bouwjaar 2012;2024;41385.0;29660.0;11615.0;0.0;110.0
244;Benzine;Bouwjaar 2012;2025;37281.0;25414.0;11764.0;0.0;103.0
245;Benzine;Bouwjaar 2011;2019;62520.0;46899.0;15493.0;0.0;128.0
246;Benzine;Bouwjaar 2011;2020;60171.0;45375.0;14677.0;0.0;119.0
247;Benzine;Bouwjaar 2011;2021;57864.0;43911.0;13838.0;0.0;115.0
248;Benzine;Bouwjaar 2011;2022;54943.0;41867.0;12972.0;0.0;104.0
249;Benzine;Bouwjaar 2011;2023;51663.0;39093.0;12467.0;0.0;103.0
250;Benzine;Bouwjaar 2011;2024;46671.0;32865.0;13707.0;0.0;99.0
251;Benzine;Bouwjaar 2011;2025;41980.0;28113.0;13767.0;0.0;100.0
252;Benzine;Bouwjaar 2010;2019;69045.0;48167.0;20713.0;0.0;165.0
253;Benzine;Bouwjaar 2010;2020;65852.0;46421.0;19273.0;0.0;158.0
254;Benzine;Bouwjaar 2010;2021;62515.0;44529.0;17832.0;0.0;154.0
255;Benzine;Bouwjaar 2010;2022;58736.0;42235.0;16367.0;0.0;134.0
256;Benzine;Bouwjaar 2010;2023;54783.0;39223.0;15424.0;0.0;136.0
257;Benzine;Bouwjaar 2010;2024;49226.0;33100.0;15996.0;0.0;130.0
258;Benzine;Bouwjaar 2010;2025;43574.0;27973.0;15470.0;0.0;131.0
259;Benzine;Bouwjaar 2009;2019;64659.0;41905.0;22617.0;0.0;137.0
260;Benzine;Bouwjaar 2009;2020;61005.0;40074.0;20807.0;0.0;124.0
261;Benzine;Bouwjaar 2009;2021;57487.0;38196.0;19164.0;0.0;127.0
262;Benzine;Bouwjaar 2009;2022;53549.0;35851.0;17581.0;0.0;117.0
263;Benzine;Bouwjaar 2009;2023;49665.0;33135.0;16420.0;0.0;110.0
264;Benzine;Bouwjaar 2009;2024;44191.0;27655.0;16428.0;0.0;108.0
265;Benzine;Bouwjaar 2009;2025;39057.0;23236.0;15725.0;0.0;96.0
266;Benzine;Bouwjaar 2008;2019;57347.0;34790.0;22352.0;0.0;205.0
267;Benzine;Bouwjaar 2008;2020;53385.0;32947.0;20254.0;0.0;184.0
268;Benzine;Bouwjaar 2008;2021;49948.0;31222.0;18553.0;0.0;173.0
269;Benzine;Bouwjaar 2008;2022;46265.0;29245.0;16863.0;0.0;157.0
270;Benzine;Bouwjaar 2008;2023;42579.0;26872.0;15563.0;0.0;144.0
271;Benzine;Bouwjaar 2008;2024;37570.0;22401.0;15037.0;0.0;132.0
272;Benzine;Bouwjaar 2008;2025;33172.0;18797.0;14235.0;0.0;140.0
273;Benzine;Bouwjaar 2007;2019;40185.0;23978.0;16048.0;0.0;159.0
274;Benzine;Bouwjaar 2007;2020;37327.0;22728.0;14446.0;0.0;153.0
275;Benzine;Bouwjaar 2007;2021;34734.0;21450.0;13146.0;0.0;138.0
276;Benzine;Bouwjaar 2007;2022;32006.0;20064.0;11807.0;0.0;135.0
277;Benzine;Bouwjaar 2007;2023;29464.0;18429.0;10906.0;0.0;129.0
278;Benzine;Bouwjaar 2007;2024;26086.0;15527.0;10439.0;0.0;120.0
279;Benzine;Bouwjaar 2007;2025;23037.0;13065.0;9864.0;0.0;108.0
280;Benzine;Bouwjaar 2006;2019;28007.0;16721.0;11163.0;0.0;123.0
281;Benzine;Bouwjaar 2006;2020;25900.0;15780.0;10006.0;0.0;114.0
282;Benzine;Bouwjaar 2006;2021;24172.0;14899.0;9172.0;0.0;101.0
283;Benzine;Bouwjaar 2006;2022;22290.0;13930.0;8269.0;0.0;91.0
284;Benzine;Bouwjaar 2006;2023;20489.0;12807.0;7592.0;0.0;90.0
285;Benzine;Bouwjaar 2006;2024;18299.0;10935.0;7284.0;0.0;80.0
286;Benzine;Bouwjaar 2006;2025;16278.0;9292.0;6908.0;0.0;78.0
287;Benzine;Bouwjaren tot en met 2005;2019;351593.0;173735.0;175682.0;0.0;2176.0
288;Benzine;Bouwjaren tot en met 2005;2020;332432.0;163426.0;166840.0;0.0;2166.0
289;Benzine;Bouwjaren tot en met 2005;2021;317772.0;154802.0;160853.0;0.0;2117.0
290;Benzine;Bouwjaren tot en met 2005;2022;303535.0;145594.0;155893.0;0.0;2048.0
291;Benzine;Bouwjaren tot en met 2005;2023;291269.0;136297.0;152946.0;0.0;2026.0
292;Benzine;Bouwjaren tot en met 2005;2024;275246.0;122499.0;150789.0;0.0;1958.0
293;Benzine;Bouwjaren tot en met 2005;2025;262008.0;110506.0;149590.0;0.0;1912.0
294;Diesel;Totaal alle bouwjaren;2019;17478.0;41.0;12.0;17420.0;5.0
295;Diesel;Totaal alle bouwjaren;2020;17085.0;36.0;12.0;17031.0;6.0
296;Diesel;Totaal alle bouwjaren;2021;16799.0;35.0;12.0;16746.0;6.0
297;Diesel;Totaal alle bouwjaren;2022;17027.0;33.0;11.0;16978.0;5.0
298;Diesel;Totaal alle bouwjaren;2023;16804.0;33.0;12.0;16756.0;3.0
299;Diesel;Totaal alle bouwjaren;2024;16756.0;33.0;12.0;16708.0;3.0
300;Diesel;Totaal alle bouwjaren;2025;17021.0;33.0;11.0;16973.0;4.0
301;Diesel;Bouwjaar 2024;2019;;;;;
302;Diesel;Bouwjaar 2024;2020;;;;;
303;Diesel;Bouwjaar 2024;2021;;;;;
304;Diesel;Bouwjaar 2024;2022;;;;;
305;Diesel;Bouwjaar 2024;2023;;;;;
306;Diesel;Bouwjaar 2024;2024;;;;;
307;Diesel;Bouwjaar 2024;2025;921.0;0.0;0.0;921.0;0.0
308;Diesel;Bouwjaar 2023;2019;;;;;
309;Diesel;Bouwjaar 2023;2020;;;;;
310;Diesel;Bouwjaar 2023;2021;;;;;
311;Diesel;Bouwjaar 2023;2022;;;;;
312;Diesel;Bouwjaar 2023;2023;;;;;
313;Diesel;Bouwjaar 2023;2024;864.0;0.0;0.0;864.0;0.0
314;Diesel;Bouwjaar 2023;2025;859.0;0.0;0.0;859.0;0.0
315;Diesel;Bouwjaar 2022;2019;;;;;
316;Diesel;Bouwjaar 2022;2020;;;;;
317;Diesel;Bouwjaar 2022;2021;;;;;
318;Diesel;Bouwjaar 2022;2022;;;;;
319;Diesel;Bouwjaar 2022;2023;856.0;0.0;0.0;856.0;0.0
320;Diesel;Bouwjaar 2022;2024;838.0;0.0;0.0;838.0;0.0
321;Diesel;Bouwjaar 2022;2025;851.0;0.0;0.0;851.0;0.0
322;Diesel;Bouwjaar 2021;2019;;;;;
323;Diesel;Bouwjaar 2021;2020;;;;;
324;Diesel;Bouwjaar 2021;2021;;;;;
325;Diesel;Bouwjaar 2021;2022;1161.0;0.0;0.0;1161.0;0.0
326;Diesel;Bouwjaar 2021;2023;1120.0;0.0;0.0;1120.0;0.0
327;Diesel;Bouwjaar 2021;2024;1091.0;0.0;0.0;1091.0;0.0
328;Diesel;Bouwjaar 2021;2025;1099.0;0.0;0.0;1099.0;0.0
329;Diesel;Bouwjaar 2020;2019;;;;;
330;Diesel;Bouwjaar 2020;2020;;;;;
331;Diesel;Bouwjaar 2020;2021;882.0;0.0;0.0;882.0;0.0
332;Diesel;Bouwjaar 2020;2022;863.0;0.0;0.0;863.0;0.0
333;Diesel;Bouwjaar 2020;2023;832.0;0.0;0.0;832.0;0.0
334;Diesel;Bouwjaar 2020;2024;839.0;0.0;0.0;839.0;0.0
