ID;Geslacht;Regeling;VorigeNationaliteit;Perioden;Nationaliteitswijzigingen_1
4536;Mannen;Nederlanderschap door erkenning;Fijisch;2022;0.0
4537;Mannen;Nederlanderschap door erkenning;Fijisch;2023;0.0
4538;Mannen;Nederlanderschap door erkenning;Filippijns;2022;2.0
4539;Mannen;Nederlanderschap door erkenning;Filippijns;2023;0.0
4540;Mannen;Nederlanderschap door erkenning;Fins;2022;0.0
4541;Mannen;Nederlanderschap door erkenning;Fins;2023;0.0
4542;Mannen;Nederlanderschap door erkenning;Frans;2022;3.0
4543;Mannen;Nederlanderschap door erkenning;Frans;2023;3.0
4544;Mannen;Nederlanderschap door erkenning;Gabonees;2022;0.0
4545;Mannen;Nederlanderschap door erkenning;Gabonees;2023;0.0
4546;Mannen;Nederlanderschap door erkenning;Gambiaans;2022;0.0
4547;Mannen;Nederlanderschap door erkenning;Gambiaans;2023;0.0
4548;Mannen;Nederlanderschap door erkenning;Georgisch;2022;0.0
4549;Mannen;Nederlanderschap door erkenning;Georgisch;2023;0.0
4550;Mannen;Nederlanderschap door erkenning;Ghanees;2022;5.0
4551;Mannen;Nederlanderschap door erkenning;Ghanees;2023;0.0
4552;Mannen;Nederlanderschap door erkenning;Grenadaans;2022;0.0
4553;Mannen;Nederlanderschap door erkenning;Grenadaans;2023;0.0
4554;Mannen;Nederlanderschap door erkenning;Grieks;2022;1.0
4555;Mannen;Nederlanderschap door erkenning;Grieks;2023;1.0
4556;Mannen;Nederlanderschap door erkenning;Guatemalaans;2022;0.0
4557;Mannen;Nederlanderschap door erkenning;Guatemalaans;2023;0.0
4558;Mannen;Nederlanderschap door erkenning;Guinee-Bissaus;2022;0.0
4559;Mannen;Nederlanderschap door erkenning;Guinee-Bissaus;2023;0.0
4560;Mannen;Nederlanderschap door erkenning;Guinees;2022;0.0
4561;Mannen;Nederlanderschap door erkenning;Guinees;2023;0.0
4562;Mannen;Nederlanderschap door erkenning;Guyaans;2022;0.0
4563;Mannen;Nederlanderschap door erkenning;Guyaans;2023;0.0
4564;Mannen;Nederlanderschap door erkenning;Haïtiaans;2022;0.0
4565;Mannen;Nederlanderschap door erkenning;Haïtiaans;2023;0.0
4566;Mannen;Nederlanderschap door erkenning;Hondurees;2022;0.0
4567;Mannen;Nederlanderschap door erkenning;Hondurees;2023;0.0
4568;Mannen;Nederlanderschap door erkenning;Hongaars;2022;1.0
4569;Mannen;Nederlanderschap door erkenning;Hongaars;2023;1.0
4570;Mannen;Nederlanderschap door erkenning;Iers;2022;0.0
4571;Mannen;Nederlanderschap door erkenning;Iers;2023;0.0
4572;Mannen;Nederlanderschap door erkenning;IJslands;2022;0.0
4573;Mannen;Nederlanderschap door erkenning;IJslands;2023;0.0
4574;Mannen;Nederlanderschap door erkenning;Indiaas;2022;1.0
4575;Mannen;Nederlanderschap door erkenning;Indiaas;2023;0.0
4576;Mannen;Nederlanderschap door erkenning;Indonesisch;2022;1.0
4577;Mannen;Nederlanderschap door erkenning;Indonesisch;2023;0.0
4578;Mannen;Nederlanderschap door erkenning;Iraaks;2022;1.0
4579;Mannen;Nederlanderschap door erkenning;Iraaks;2023;3.0
4580;Mannen;Nederlanderschap door erkenning;Iraans;2022;0.0
4581;Mannen;Nederlanderschap door erkenning;Iraans;2023;1.0
4582;Mannen;Nederlanderschap door erkenning;Israëlisch;2022;0.0
4583;Mannen;Nederlanderschap door erkenning;Israëlisch;2023;0.0
4584;Mannen;Nederlanderschap door erkenning;Italiaans;2022;3.0
4585;Mannen;Nederlanderschap door erkenning;Italiaans;2023;2.0
4586;Mannen;Nederlanderschap door erkenning;Ivoriaans;2022;0.0
4587;Mannen;Nederlanderschap door erkenning;Ivoriaans;2023;1.0
4588;Mannen;Nederlanderschap door erkenning;Jamaicaans;2022;0.0
4589;Mannen;Nederlanderschap door erkenning;Jamaicaans;2023;0.0
4590;Mannen;Nederlanderschap door erkenning;Japans;2022;0.0
4591;Mannen;Nederlanderschap door erkenning;Japans;2023;0.0
4592;Mannen;Nederlanderschap door erkenning;Jemenitisch;2022;0.0
4593;Mannen;Nederlanderschap door erkenning;Jemenitisch;2023;0.0
4594;Mannen;Nederlanderschap door erkenning;Joegoslavisch;2022;0.0
4595;Mannen;Nederlanderschap door erkenning;Joegoslavisch;2023;0.0
4596;Mannen;Nederlanderschap door erkenning;(voormalig) Joegoslavië;2022;1.0
4597;Mannen;Nederlanderschap door erkenning;(voormalig) Joegoslavië;2023;1.0
4598;Mannen;Nederlanderschap door erkenning;Jordaans;2022;0.0
4599;Mannen;Nederlanderschap door erkenning;Jordaans;2023;0.0
4600;Mannen;Nederlanderschap door erkenning;Kaapverdisch;2022;0.0
4601;Mannen;Nederlanderschap door erkenning;Kaapverdisch;2023;1.0
4602;Mannen;Nederlanderschap door erkenning;Kameroens;2022;0.0
4603;Mannen;Nederlanderschap door erkenning;Kameroens;2023;0.0
4604;Mannen;Nederlanderschap door erkenning;Kazachs;2022;0.0
4605;Mannen;Nederlanderschap door erkenning;Kazachs;2023;0.0
4606;Mannen;Nederlanderschap door erkenning;Keniaans;2022;0.0
4607;Mannen;Nederlanderschap door erkenning;Keniaans;2023;1.0
4608;Mannen;Nederlanderschap door erkenning;Kirgizisch;2022;0.0
4609;Mannen;Nederlanderschap door erkenning;Kirgizisch;2023;0.0
4610;Mannen;Nederlanderschap door erkenning;Kiribatisch;2022;0.0
4611;Mannen;Nederlanderschap door erkenning;Kiribatisch;2023;0.0
4612;Mannen;Nederlanderschap door erkenning;Koeweits;2022;0.0
4613;Mannen;Nederlanderschap door erkenning;Koeweits;2023;0.0
4614;Mannen;Nederlanderschap door erkenning;Kosovaars;2022;0.0
4615;Mannen;Nederlanderschap door erkenning;Kosovaars;2023;0.0
4616;Mannen;Nederlanderschap door erkenning;Kroatisch;2022;0.0
4617;Mannen;Nederlanderschap door erkenning;Kroatisch;2023;0.0
4618;Mannen;Nederlanderschap door erkenning;Laotiaans;2022;0.0
4619;Mannen;Nederlanderschap door erkenning;Laotiaans;2023;0.0
4620;Mannen;Nederlanderschap door erkenning;Lesothaans;2022;0.0
4621;Mannen;Nederlanderschap door erkenning;Lesothaans;2023;0.0
4622;Mannen;Nederlanderschap door erkenning;Lets;2022;1.0
4623;Mannen;Nederlanderschap door erkenning;Lets;2023;1.0
4624;Mannen;Nederlanderschap door erkenning;Libanees;2022;0.0
4625;Mannen;Nederlanderschap door erkenning;Libanees;2023;0.0
4626;Mannen;Nederlanderschap door erkenning;Liberiaans;2022;0.0
4627;Mannen;Nederlanderschap door erkenning;Liberiaans;2023;0.0
4628;Mannen;Nederlanderschap door erkenning;Libisch;2022;0.0
4629;Mannen;Nederlanderschap door erkenning;Libisch;2023;0.0
4630;Mannen;Nederlanderschap door erkenning;Liechtensteins;2022;0.0
4631;Mannen;Nederlanderschap door erkenning;Liechtensteins;2023;0.0
4632;Mannen;Nederlanderschap door erkenning;Litouws;2022;0.0
4633;Mannen;Nederlanderschap door erkenning;Litouws;2023;1.0
4634;Mannen;Nederlanderschap door erkenning;Luxemburgs;2022;0.0
4635;Mannen;Nederlanderschap door erkenning;Luxemburgs;2023;0.0
4636;Mannen;Nederlanderschap door erkenning;Macedonisch;2022;
4637;Mannen;Nederlanderschap door erkenning;Macedonisch;2023;
4638;Mannen;Nederlanderschap door erkenning;Burger van Republiek Noord-Macedonië;2022;0.0
4639;Mannen;Nederlanderschap door erkenning;Burger van Republiek Noord-Macedonië;2023;0.0
4640;Mannen;Nederlanderschap door erkenning;Madagaskisch;2022;0.0
4641;Mannen;Nederlanderschap door erkenning;Madagaskisch;2023;0.0
4642;Mannen;Nederlanderschap door erkenning;Malawisch;2022;0.0
4643;Mannen;Nederlanderschap door erkenning;Malawisch;2023;0.0
4644;Mannen;Nederlanderschap door erkenning;Maledivisch;2022;0.0
4645;Mannen;Nederlanderschap door erkenning;Maledivisch;2023;0.0
4646;Mannen;Nederlanderschap door erkenning;Maleisisch;2022;0.0
4647;Mannen;Nederlanderschap door erkenning;Maleisisch;2023;0.0
4648;Mannen;Nederlanderschap door erkenning;Malinees;2022;0.0
4649;Mannen;Nederlanderschap door erkenning;Malinees;2023;0.0
4650;Mannen;Nederlanderschap door erkenning;Maltees;2022;0.0
4651;Mannen;Nederlanderschap door erkenning;Maltees;2023;0.0
4652;Mannen;Nederlanderschap door erkenning;Marshalleilands;2022;0.0
4653;Mannen;Nederlanderschap door erkenning;Marshalleilands;2023;0.0
4654;Mannen;Nederlanderschap door erkenning;Marokkaans;2022;4.0
4655;Mannen;Nederlanderschap door erkenning;Marokkaans;2023;2.0
4656;Mannen;Nederlanderschap door erkenning;Mauritaans;2022;0.0
4657;Mannen;Nederlanderschap door erkenning;Mauritaans;2023;1.0
4658;Mannen;Nederlanderschap door erkenning;Mauritiaans;2022;0.0
4659;Mannen;Nederlanderschap door erkenning;Mauritiaans;2023;0.0
4660;Mannen;Nederlanderschap door erkenning;Mexicaans;2022;0.0
4661;Mannen;Nederlanderschap door erkenning;Mexicaans;2023;0.0
4662;Mannen;Nederlanderschap door erkenning;Micronesische;2022;0.0
4663;Mannen;Nederlanderschap door erkenning;Micronesische;2023;0.0
4664;Mannen;Nederlanderschap door erkenning;Moldavisch;2022;0.0
4665;Mannen;Nederlanderschap door erkenning;Moldavisch;2023;0.0
4666;Mannen;Nederlanderschap door erkenning;Monegaskisch;2022;0.0
4667;Mannen;Nederlanderschap door erkenning;Monegaskisch;2023;0.0
4668;Mannen;Nederlanderschap door erkenning;Mongools;2022;0.0
4669;Mannen;Nederlanderschap door erkenning;Mongools;2023;0.0
4670;Mannen;Nederlanderschap door erkenning;Montenegrijns;2022;0.0
4671;Mannen;Nederlanderschap door erkenning;Montenegrijns;2023;1.0
4672;Mannen;Nederlanderschap door erkenning;Mozambikaans;2022;0.0
4673;Mannen;Nederlanderschap door erkenning;Mozambikaans;2023;0.0
4674;Mannen;Nederlanderschap door erkenning;Myanmarees;2022;0.0
4675;Mannen;Nederlanderschap door erkenning;Myanmarees;2023;1.0
4676;Mannen;Nederlanderschap door erkenning;Namibisch;2022;0.0
4677;Mannen;Nederlanderschap door erkenning;Namibisch;2023;0.0
4678;Mannen;Nederlanderschap door erkenning;Nauruaans;2022;0.0
4679;Mannen;Nederlanderschap door erkenning;Nauruaans;2023;0.0
4680;Mannen;Nederlanderschap door erkenning;Nepalees;2022;0.0
4681;Mannen;Nederlanderschap door erkenning;Nepalees;2023;0.0
4682;Mannen;Nederlanderschap door erkenning;Nicaraguaans;2022;0.0
4683;Mannen;Nederlanderschap door erkenning;Nicaraguaans;2023;0.0
4684;Mannen;Nederlanderschap door erkenning;Nieuw-Zeelands;2022;0.0
4685;Mannen;Nederlanderschap door erkenning;Nieuw-Zeelands;2023;0.0
4686;Mannen;Nederlanderschap door erkenning;Nigerees;2022;0.0
4687;Mannen;Nederlanderschap door erkenning;Nigerees;2023;0.0
4688;Mannen;Nederlanderschap door erkenning;Nigeriaans;2022;4.0
4689;Mannen;Nederlanderschap door erkenning;Nigeriaans;2023;1.0
4690;Mannen;Nederlanderschap door erkenning;Noord-Koreaans;2022;0.0
4691;Mannen;Nederlanderschap door erkenning;Noord-Koreaans;2023;0.0
4692;Mannen;Nederlanderschap door erkenning;Noors;2022;0.0
4693;Mannen;Nederlanderschap door erkenning;Noors;2023;0.0
4694;Mannen;Nederlanderschap door erkenning;Oekraïens;2022;0.0
4695;Mannen;Nederlanderschap door erkenning;Oekraïens;2023;3.0
4696;Mannen;Nederlanderschap door erkenning;Oezbeeks;2022;0.0
4697;Mannen;Nederlanderschap door erkenning;Oezbeeks;2023;0.0
4698;Mannen;Nederlanderschap door erkenning;Omaans;2022;0.0
4699;Mannen;Nederlanderschap door erkenning;Omaans;2023;0.0
4700;Mannen;Nederlanderschap door erkenning;Oostenrijks;2022;0.0
4701;Mannen;Nederlanderschap door erkenning;Oostenrijks;2023;0.0
4702;Mannen;Nederlanderschap door erkenning;Pakistaans;2022;0.0
4703;Mannen;Nederlanderschap door erkenning;Pakistaans;2023;0.0
4704;Mannen;Nederlanderschap door erkenning;Palause;2022;0.0
4705;Mannen;Nederlanderschap door erkenning;Palause;2023;0.0
4706;Mannen;Nederlanderschap door erkenning;Panamees;2022;0.0
4707;Mannen;Nederlanderschap door erkenning;Panamees;2023;0.0
4708;Mannen;Nederlanderschap door erkenning;Papoea-Nieuw-Guinees;2022;0.0
4709;Mannen;Nederlanderschap door erkenning;Papoea-Nieuw-Guinees;2023;0.0
4710;Mannen;Nederlanderschap door erkenning;Paraguayaans;2022;0.0
4711;Mannen;Nederlanderschap door erkenning;Paraguayaans;2023;0.0
4712;Mannen;Nederlanderschap door erkenning;Peruaans;2022;0.0
4713;Mannen;Nederlanderschap door erkenning;Peruaans;2023;0.0
4714;Mannen;Nederlanderschap door erkenning;Pools;2022;28.0
4715;Mannen;Nederlanderschap door erkenning;Pools;2023;10.0
4716;Mannen;Nederlanderschap door erkenning;Portugees;2022;2.0
4717;Mannen;Nederlanderschap door erkenning;Portugees;2023;1.0
4718;Mannen;Nederlanderschap door erkenning;Qatarees;2022;0.0
4719;Mannen;Nederlanderschap door erkenning;Qatarees;2023;0.0
4720;Mannen;Nederlanderschap door erkenning;Roemeens;2022;3.0
4721;Mannen;Nederlanderschap door erkenning;Roemeens;2023;5.0
4722;Mannen;Nederlanderschap door erkenning;Russisch;2022;2.0
4723;Mannen;Nederlanderschap door erkenning;Russisch;2023;0.0
4724;Mannen;Nederlanderschap door erkenning;Rwandees;2022;0.0
4725;Mannen;Nederlanderschap door erkenning;Rwandees;2023;0.0
4726;Mannen;Nederlanderschap door erkenning;Burger Saint Kitts en Nevis;2022;0.0
4727;Mannen;Nederlanderschap door erkenning;Burger Saint Kitts en Nevis;2023;0.0
4728;Mannen;Nederlanderschap door erkenning;Saint Luciaans;2022;0.0
4729;Mannen;Nederlanderschap door erkenning;Saint Luciaans;2023;0.0
4730;Mannen;Nederlanderschap door erkenning;Salomonseilands;2022;0.0
4731;Mannen;Nederlanderschap door erkenning;Salomonseilands;2023;0.0
4732;Mannen;Nederlanderschap door erkenning;Salvadoraans;2022;0.0
4733;Mannen;Nederlanderschap door erkenning;Salvadoraans;2023;0.0
4734;Mannen;Nederlanderschap door erkenning;Samoaans;2022;0.0
4735;Mannen;Nederlanderschap door erkenning;Samoaans;2023;0.0
4736;Mannen;Nederlanderschap door erkenning;San Marinees;2022;0.0
4737;Mannen;Nederlanderschap door erkenning;San Marinees;2023;0.0
4738;Mannen;Nederlanderschap door erkenning;Saoedi-Arabisch;2022;0.0
4739;Mannen;Nederlanderschap door erkenning;Saoedi-Arabisch;2023;0.0
4740;Mannen;Nederlanderschap door erkenning;Burger van São Tomé en Principe;2022;0.0
4741;Mannen;Nederlanderschap door erkenning;Burger van São Tomé en Principe;2023;0.0
4742;Mannen;Nederlanderschap door erkenning;Senegalees;2022;0.0
4743;Mannen;Nederlanderschap door erkenning;Senegalees;2023;0.0
4744;Mannen;Nederlanderschap door erkenning;Servisch;2022;1.0
4745;Mannen;Nederlanderschap door erkenning;Servisch;2023;0.0
4746;Mannen;Nederlanderschap door erkenning;Burger van Servië en Montenegro;2022;0.0
4747;Mannen;Nederlanderschap door erkenning;Burger van Servië en Montenegro;2023;0.0
4748;Mannen;Nederlanderschap door erkenning;Seychels;2022;0.0
4749;Mannen;Nederlanderschap door erkenning;Seychels;2023;0.0
4750;Mannen;Nederlanderschap door erkenning;Sierra Leoons;2022;0.0
4751;Mannen;Nederlanderschap door erkenning;Sierra Leoons;2023;0.0
4752;Mannen;Nederlanderschap door erkenning;Singaporees;2022;0.0
4753;Mannen;Nederlanderschap door erkenning;Singaporees;2023;0.0
4754;Mannen;Nederlanderschap door erkenning;Burger Sint Vincent en Grenadines;2022;0.0
4755;Mannen;Nederlanderschap door erkenning;Burger Sint Vincent en Grenadines;2023;0.0
4756;Mannen;Nederlanderschap door erkenning;Sloveens;2022;0.0
4757;Mannen;Nederlanderschap door erkenning;Sloveens;2023;0.0
4758;Mannen;Nederlanderschap door erkenning;Slowaaks;2022;0.0
4759;Mannen;Nederlanderschap door erkenning;Slowaaks;2023;0.0
4760;Mannen;Nederlanderschap door erkenning;Soedanees;2022;0.0
4761;Mannen;Nederlanderschap door erkenning;Soedanees;2023;0.0
4762;Mannen;Nederlanderschap door erkenning;Somalisch;2022;1.0
4763;Mannen;Nederlanderschap door erkenning;Somalisch;2023;0.0
4764;Mannen;Nederlanderschap door erkenning;Burger van de Sovjet-Unie;2022;0.0
4765;Mannen;Nederlanderschap door erkenning;Burger van de Sovjet-Unie;2023;0.0
4766;Mannen;Nederlanderschap door erkenning;(voormalige) Sovjet-Unie;2022;3.0
4767;Mannen;Nederlanderschap door erkenning;(voormalige) Sovjet-Unie;2023;6.0
4768;Mannen;Nederlanderschap door erkenning;Spaans;2022;9.0
4769;Mannen;Nederlanderschap door erkenning;Spaans;2023;10.0
4770;Mannen;Nederlanderschap door erkenning;Sri Lankaans;2022;0.0
4771;Mannen;Nederlanderschap door erkenning;Sri Lankaans;2023;0.0
4772;Mannen;Nederlanderschap door erkenning;Surinaams;2022;5.0
4773;Mannen;Nederlanderschap door erkenning;Surinaams;2023;10.0
4774;Mannen;Nederlanderschap door erkenning;Swazisch;2022;
4775;Mannen;Nederlanderschap door erkenning;Swazisch;2023;
4776;Mannen;Nederlanderschap door erkenning;Syrisch;2022;5.0
4777;Mannen;Nederlanderschap door erkenning;Syrisch;2023;3.0
4778;Mannen;Nederlanderschap door erkenning;Tadzjieks;2022;0.0
4779;Mannen;Nederlanderschap door erkenning;Tadzjieks;2023;0.0
4780;Mannen;Nederlanderschap door erkenning;Taiwanees;2022;0.0
4781;Mannen;Nederlanderschap door erkenning;Taiwanees;2023;0.0
4782;Mannen;Nederlanderschap door erkenning;Tanzaniaans;2022;0.0
4783;Mannen;Nederlanderschap door erkenning;Tanzaniaans;2023;0.0
4784;Mannen;Nederlanderschap door erkenning;Thais;2022;0.0
4785;Mannen;Nederlanderschap door erkenning;Thais;2023;2.0
4786;Mannen;Nederlanderschap door erkenning;Burger van Timor Leste;2022;0.0
4787;Mannen;Nederlanderschap door erkenning;Burger van Timor Leste;2023;0.0
4788;Mannen;Nederlanderschap door erkenning;Togolees;2022;0.0
4789;Mannen;Nederlanderschap door erkenning;Togolees;2023;0.0
4790;Mannen;Nederlanderschap door erkenning;Tongaans;2022;0.0
4791;Mannen;Nederlanderschap door erkenning;Tongaans;2023;0.0
4792;Mannen;Nederlanderschap door erkenning;Burger van Trinidad en Tobago;2022;0.0
4793;Mannen;Nederlanderschap door erkenning;Burger van Trinidad en Tobago;2023;0.0
4794;Mannen;Nederlanderschap door erkenning;Tsjadisch;2022;0.0
4795;Mannen;Nederlanderschap door erkenning;Tsjadisch;2023;0.0
4796;Mannen;Nederlanderschap door erkenning;Tsjechisch;2022;0.0
4797;Mannen;Nederlanderschap door erkenning;Tsjechisch;2023;0.0
4798;Mannen;Nederlanderschap door erkenning;Tsjecho-Slowaaks;2022;0.0
4799;Mannen;Nederlanderschap door erkenning;Tsjecho-Slowaaks;2023;0.0
4800;Mannen;Nederlanderschap door erkenning;(voormalig) Tsjecho-slowakije;2022;0.0
4801;Mannen;Nederlanderschap door erkenning;(voormalig) Tsjecho-slowakije;2023;0.0
4802;Mannen;Nederlanderschap door erkenning;Tunesisch;2022;0.0
4803;Mannen;Nederlanderschap door erkenning;Tunesisch;2023;0.0
4804;Mannen;Nederlanderschap door erkenning;Turkmeens;2022;0.0
4805;Mannen;Nederlanderschap door erkenning;Turkmeens;2023;0.0
4806;Mannen;Nederlanderschap door erkenning;Turks;2022;2.0
4807;Mannen;Nederlanderschap door erkenning;Turks;2023;1.0
4808;Mannen;Nederlanderschap door erkenning;Tuvaluaans;2022;0.0
4809;Mannen;Nederlanderschap door erkenning;Tuvaluaans;2023;0.0
4810;Mannen;Nederlanderschap door erkenning;Ugandees;2022;1.0
4811;Mannen;Nederlanderschap door erkenning;Ugandees;2023;3.0
4812;Mannen;Nederlanderschap door erkenning;Uruguayaans;2022;0.0
4813;Mannen;Nederlanderschap door erkenning;Uruguayaans;2023;0.0
4814;Mannen;Nederlanderschap door erkenning;Vanuatuaans;2022;0.0
4815;Mannen;Nederlanderschap door erkenning;Vanuatuaans;2023;0.0
4816;Mannen;Nederlanderschap door erkenning;Vaticaans;2022;0.0
4817;Mannen;Nederlanderschap door erkenning;Vaticaans;2023;0.0
4818;Mannen;Nederlanderschap door erkenning;Venezolaans;2022;1.0
4819;Mannen;Nederlanderschap door erkenning;Venezolaans;2023;1.0
4820;Mannen;Nederlanderschap door erkenning;Burger Verenigde Arabische Emiraten;2022;0.0
4821;Mannen;Nederlanderschap door erkenning;Burger Verenigde Arabische Emiraten;2023;0.0
4822;Mannen;Nederlanderschap door erkenning;Vietnamees;2022;2.0
4823;Mannen;Nederlanderschap door erkenning;Vietnamees;2023;0.0
4824;Mannen;Nederlanderschap door erkenning;Zambiaans;2022;0.0
4825;Mannen;Nederlanderschap door erkenning;Zambiaans;2023;0.0
4826;Mannen;Nederlanderschap door erkenning;Zimbabwaans;2022;0.0
4827;Mannen;Nederlanderschap door erkenning;Zimbabwaans;2023;0.0
4828;Mannen;Nederlanderschap door erkenning;Zuid-Afrikaans;2022;0.0
4829;Mannen;Nederlanderschap door erkenning;Zuid-Afrikaans;2023;0.0
4830;Mannen;Nederlanderschap door erkenning;Zuid-Koreaans;2022;0.0
4831;Mannen;Nederlanderschap door erkenning;Zuid-Koreaans;2023;0.0
4832;Mannen;Nederlanderschap door erkenning;Zuid-Soedanees;2022;0.0
4833;Mannen;Nederlanderschap door erkenning;Zuid-Soedanees;2023;0.0
4834;Mannen;Nederlanderschap door erkenning;Zweeds;2022;1.0
4835;Mannen;Nederlanderschap door erkenning;Zweeds;2023;0.0
4836;Mannen;Nederlanderschap door erkenning;Zwitsers;2022;0.0
4837;Mannen;Nederlanderschap door erkenning;Zwitsers;2023;1.0
4838;Mannen;Nederlanderschap door erkenning;Staatloos / onbekend;2022;49.0
4839;Mannen;Nederlanderschap door erkenning;Staatloos / onbekend;2023;43.0
4840;Mannen;Nederlanderschap van rechtswege: totaal;Totaal;2022;61.0
4841;Mannen;Nederlanderschap van rechtswege: totaal;Totaal;2023;41.0
4842;Mannen;Nederlanderschap van rechtswege: totaal;Behandeld als Nederlander;2022;0.0
4843;Mannen;Nederlanderschap van rechtswege: totaal;Behandeld als Nederlander;2023;0.0
4844;Mannen;Nederlanderschap van rechtswege: totaal;Totaal niet-Nederlandse nationaliteit;2022;61.0
4845;Mannen;Nederlanderschap van rechtswege: totaal;Totaal niet-Nederlandse nationaliteit;2023;41.0
4846;Mannen;Nederlanderschap van rechtswege: totaal;Afrika;2022;18.0
4847;Mannen;Nederlanderschap van rechtswege: totaal;Afrika;2023;3.0
4848;Mannen;Nederlanderschap van rechtswege: totaal;Amerika;2022;9.0
4849;Mannen;Nederlanderschap van rechtswege: totaal;Amerika;2023;11.0
4850;Mannen;Nederlanderschap van rechtswege: totaal;Azië;2022;17.0
4851;Mannen;Nederlanderschap van rechtswege: totaal;Azië;2023;12.0
4852;Mannen;Nederlanderschap van rechtswege: totaal;Europa (exclusief Nederlands);2022;11.0
4853;Mannen;Nederlanderschap van rechtswege: totaal;Europa (exclusief Nederlands);2023;10.0
4854;Mannen;Nederlanderschap van rechtswege: totaal;Buiten-Europa;2022;44.0
4855;Mannen;Nederlanderschap van rechtswege: totaal;Buiten-Europa;2023;26.0
4856;Mannen;Nederlanderschap van rechtswege: totaal;Oceanië;2022;0.0
4857;Mannen;Nederlanderschap van rechtswege: totaal;Oceanië;2023;0.0
4858;Mannen;Nederlanderschap van rechtswege: totaal;Europese Unie (exclusief Nederlands);2022;11.0
4859;Mannen;Nederlanderschap van rechtswege: totaal;Europese Unie (exclusief Nederlands);2023;9.0
4860;Mannen;Nederlanderschap van rechtswege: totaal;Midden- en Oost-Europese nat. in de EU;2022;9.0
4861;Mannen;Nederlanderschap van rechtswege: totaal;Midden- en Oost-Europese nat. in de EU;2023;4.0
4862;Mannen;Nederlanderschap van rechtswege: totaal;GIPS-Nationaliteiten in de EU;2022;0.0
4863;Mannen;Nederlanderschap van rechtswege: totaal;GIPS-Nationaliteiten in de EU;2023;1.0
4864;Mannen;Nederlanderschap van rechtswege: totaal;Afrika (exclusief Marokkaans);2022;17.0
4865;Mannen;Nederlanderschap van rechtswege: totaal;Afrika (exclusief Marokkaans);2023;3.0
4866;Mannen;Nederlanderschap van rechtswege: totaal;Azië (exclusief Indonesisch en Turks);2022;14.0
4867;Mannen;Nederlanderschap van rechtswege: totaal;Azië (exclusief Indonesisch en Turks);2023;11.0
4868;Mannen;Nederlanderschap van rechtswege: totaal;Amerika en Oceanië (exclusief Surinaams);2022;9.0
4869;Mannen;Nederlanderschap van rechtswege: totaal;Amerika en Oceanië (exclusief Surinaams);2023;11.0
4870;Mannen;Nederlanderschap van rechtswege: totaal;Afghaans;2022;0.0
4871;Mannen;Nederlanderschap van rechtswege: totaal;Afghaans;2023;0.0
4872;Mannen;Nederlanderschap van rechtswege: totaal;Albanees;2022;0.0
4873;Mannen;Nederlanderschap van rechtswege: totaal;Albanees;2023;0.0
4874;Mannen;Nederlanderschap van rechtswege: totaal;Algerijns;2022;0.0
4875;Mannen;Nederlanderschap van rechtswege: totaal;Algerijns;2023;0.0
4876;Mannen;Nederlanderschap van rechtswege: totaal;Amerikaans;2022;5.0
4877;Mannen;Nederlanderschap van rechtswege: totaal;Amerikaans;2023;10.0
4878;Mannen;Nederlanderschap van rechtswege: totaal;Andorrees;2022;0.0
4879;Mannen;Nederlanderschap van rechtswege: totaal;Andorrees;2023;0.0
4880;Mannen;Nederlanderschap van rechtswege: totaal;Angolees;2022;0.0
4881;Mannen;Nederlanderschap van rechtswege: totaal;Angolees;2023;0.0
4882;Mannen;Nederlanderschap van rechtswege: totaal;Burger van Antigua en Barbuda;2022;0.0
4883;Mannen;Nederlanderschap van rechtswege: totaal;Burger van Antigua en Barbuda;2023;0.0
4884;Mannen;Nederlanderschap van rechtswege: totaal;Argentijns;2022;0.0
4885;Mannen;Nederlanderschap van rechtswege: totaal;Argentijns;2023;0.0
4886;Mannen;Nederlanderschap van rechtswege: totaal;Armeens;2022;0.0
4887;Mannen;Nederlanderschap van rechtswege: totaal;Armeens;2023;0.0
4888;Mannen;Nederlanderschap van rechtswege: totaal;Australisch;2022;0.0
4889;Mannen;Nederlanderschap van rechtswege: totaal;Australisch;2023;0.0
4890;Mannen;Nederlanderschap van rechtswege: totaal;Azerbeidzjaans;2022;0.0
4891;Mannen;Nederlanderschap van rechtswege: totaal;Azerbeidzjaans;2023;0.0
4892;Mannen;Nederlanderschap van rechtswege: totaal;Bahamaans;2022;0.0
4893;Mannen;Nederlanderschap van rechtswege: totaal;Bahamaans;2023;0.0
4894;Mannen;Nederlanderschap van rechtswege: totaal;Bahreins;2022;0.0
4895;Mannen;Nederlanderschap van rechtswege: totaal;Bahreins;2023;0.0
4896;Mannen;Nederlanderschap van rechtswege: totaal;Barbadaans;2022;0.0
4897;Mannen;Nederlanderschap van rechtswege: totaal;Barbadaans;2023;0.0
4898;Mannen;Nederlanderschap van rechtswege: totaal;Belarussisch;2022;0.0
4899;Mannen;Nederlanderschap van rechtswege: totaal;Belarussisch;2023;0.0
4900;Mannen;Nederlanderschap van rechtswege: totaal;Belgisch;2022;0.0
4901;Mannen;Nederlanderschap van rechtswege: totaal;Belgisch;2023;1.0
4902;Mannen;Nederlanderschap van rechtswege: totaal;Belizaans;2022;0.0
4903;Mannen;Nederlanderschap van rechtswege: totaal;Belizaans;2023;0.0
4904;Mannen;Nederlanderschap van rechtswege: totaal;Bengalees;2022;0.0
