ID;Mineralen;Mestsoorten;Perioden;TotaalAfzetBuitenDeLandbouw_1;MestexportNetto_2;HobbybedrijvenEnParticulieren_3;Natuurterreinen_4;Mestverwerking_5
648;Stikstof (N);Overige producten van pluimveemest;1992;0.0;0.0;0.0;;0.0
649;Stikstof (N);Overige producten van pluimveemest;1993;0.0;0.0;0.0;;0.0
650;Stikstof (N);Overige producten van pluimveemest;1994;1.5;0.0;0.0;;1.5
651;Stikstof (N);Overige producten van pluimveemest;1995;1.1;0.0;0.0;;1.1
652;Stikstof (N);Overige producten van pluimveemest;1996;0.7;0.0;0.0;;0.7
653;Stikstof (N);Overige producten van pluimveemest;1997;0.6;0.0;0.0;;0.6
654;Stikstof (N);Overige producten van pluimveemest;1998;2.0;0.0;0.0;;2.0
655;Stikstof (N);Overige producten van pluimveemest;1999;2.5;0.0;0.0;;2.5
656;Stikstof (N);Overige producten van pluimveemest;2000;1.9;0.0;0.0;;1.9
657;Stikstof (N);Overige producten van pluimveemest;2001;1.8;0.0;0.0;;1.8
658;Stikstof (N);Overige producten van pluimveemest;2002;2.5;0.0;0.0;;2.5
659;Stikstof (N);Overige producten van pluimveemest;2003;2.1;0.0;0.0;;2.1
660;Stikstof (N);Overige producten van pluimveemest;2004;2.8;0.0;0.0;;2.8
661;Stikstof (N);Overige producten van pluimveemest;2005;2.5;0.0;0.0;;2.5
662;Stikstof (N);Overige producten van pluimveemest;2006;2.3;2.2;0.1;0.0;0.0
663;Stikstof (N);Overige producten van pluimveemest;2007;2.4;2.3;0.1;0.0;0.0
664;Stikstof (N);Overige producten van pluimveemest;2008;2.6;2.5;0.1;0.0;0.0
665;Stikstof (N);Overige producten van pluimveemest;2009;2.3;2.2;0.1;0.0;0.0
666;Stikstof (N);Overige producten van pluimveemest;2010;1.8;1.6;0.3;0.0;0.0
667;Stikstof (N);Overige producten van pluimveemest;2011;2.6;2.3;0.3;0.0;0.0
668;Stikstof (N);Overige producten van pluimveemest;2012;2.1;1.9;0.3;0.0;0.0
669;Stikstof (N);Overige producten van pluimveemest;2013;2.2;1.9;0.3;0.0;0.0
670;Stikstof (N);Overige producten van pluimveemest;2014;2.1;1.8;0.3;0.0;0.0
671;Stikstof (N);Overige producten van pluimveemest;2015;1.6;1.4;0.2;0.0;0.0
672;Stikstof (N);Overige producten van pluimveemest;2016;1.8;1.5;0.3;0.0;0.0
673;Stikstof (N);Overige producten van pluimveemest;2017;1.5;1.3;0.3;0.0;0.0
674;Stikstof (N);Overige producten van pluimveemest;2018;1.7;1.5;0.2;0.0;0.0
675;Stikstof (N);Overige producten van pluimveemest;2019;1.6;1.4;0.2;0.0;0.0
676;Stikstof (N);Overige producten van pluimveemest;2020;1.6;1.4;0.2;0.0;0.0
677;Stikstof (N);Overige producten van pluimveemest;2021;1.8;1.6;0.2;0.0;0.0
678;Stikstof (N);Overige producten van pluimveemest;2022;2.1;1.9;0.2;0.0;0.0
679;Stikstof (N);Overige producten van pluimveemest;2023;3.6;3.5;0.1;0.0;0.0
680;Stikstof (N);Mest van paarden en pony's;1990;0.0;0.0;0.0;;0.0
681;Stikstof (N);Mest van paarden en pony's;1991;0.0;0.0;0.0;;0.0
682;Stikstof (N);Mest van paarden en pony's;1992;0.0;0.0;0.0;;0.0
683;Stikstof (N);Mest van paarden en pony's;1993;0.0;0.0;0.0;;0.0
684;Stikstof (N);Mest van paarden en pony's;1994;0.0;0.0;0.0;;0.0
685;Stikstof (N);Mest van paarden en pony's;1995;0.0;0.0;0.0;;0.0
686;Stikstof (N);Mest van paarden en pony's;1996;0.0;0.0;0.0;;0.0
687;Stikstof (N);Mest van paarden en pony's;1997;0.0;0.0;0.0;;0.0
688;Stikstof (N);Mest van paarden en pony's;1998;0.0;0.0;0.0;;0.0
689;Stikstof (N);Mest van paarden en pony's;1999;0.0;0.0;0.0;;0.0
690;Stikstof (N);Mest van paarden en pony's;2000;0.0;0.0;0.0;;0.0
691;Stikstof (N);Mest van paarden en pony's;2001;0.0;0.0;0.0;;0.0
692;Stikstof (N);Mest van paarden en pony's;2002;0.0;0.0;0.0;;0.0
693;Stikstof (N);Mest van paarden en pony's;2003;0.0;0.0;0.0;;0.0
694;Stikstof (N);Mest van paarden en pony's;2004;0.0;0.0;0.0;;0.0
695;Stikstof (N);Mest van paarden en pony's;2005;0.4;0.0;0.0;;0.4
696;Stikstof (N);Mest van paarden en pony's;2006;1.2;1.0;0.1;0.1;0.0
697;Stikstof (N);Mest van paarden en pony's;2007;1.1;0.9;0.1;0.1;0.0
698;Stikstof (N);Mest van paarden en pony's;2008;1.2;1.0;0.1;0.1;0.0
699;Stikstof (N);Mest van paarden en pony's;2009;1.1;0.9;0.1;0.1;0.0
700;Stikstof (N);Mest van paarden en pony's;2010;0.3;0.2;0.0;0.1;0.0
701;Stikstof (N);Mest van paarden en pony's;2011;0.3;0.1;0.1;0.1;0.0
702;Stikstof (N);Mest van paarden en pony's;2012;0.2;0.1;0.1;0.1;0.0
703;Stikstof (N);Mest van paarden en pony's;2013;0.2;0.1;0.1;0.1;0.0
704;Stikstof (N);Mest van paarden en pony's;2014;0.3;0.1;0.0;0.1;0.0
705;Stikstof (N);Mest van paarden en pony's;2015;0.2;0.1;0.0;0.1;0.0
706;Stikstof (N);Mest van paarden en pony's;2016;0.2;0.1;0.0;0.1;0.0
707;Stikstof (N);Mest van paarden en pony's;2017;0.3;0.2;0.0;0.1;0.0
708;Stikstof (N);Mest van paarden en pony's;2018;0.8;0.6;0.1;0.1;0.0
709;Stikstof (N);Mest van paarden en pony's;2019;0.9;0.7;0.1;0.1;0.0
710;Stikstof (N);Mest van paarden en pony's;2020;1.0;0.7;0.1;0.2;0.0
711;Stikstof (N);Mest van paarden en pony's;2021;1.0;0.7;0.1;0.2;0.0
712;Stikstof (N);Mest van paarden en pony's;2022;1.1;0.9;0.1;0.2;0.0
713;Stikstof (N);Mest van paarden en pony's;2023;1.5;1.3;0.1;0.1;0.0
714;Stikstof (N);Schapenmest;1990;0.1;0.0;0.1;;0.0
715;Stikstof (N);Schapenmest;1991;0.0;0.0;0.0;;0.0
716;Stikstof (N);Schapenmest;1992;0.0;0.0;0.0;;0.0
717;Stikstof (N);Schapenmest;1993;0.0;0.0;0.0;;0.0
718;Stikstof (N);Schapenmest;1994;0.0;0.0;0.0;;0.0
719;Stikstof (N);Schapenmest;1995;0.0;0.0;0.0;;0.0
720;Stikstof (N);Schapenmest;1996;0.0;0.0;0.0;;0.0
721;Stikstof (N);Schapenmest;1997;0.0;0.0;0.0;;0.0
722;Stikstof (N);Schapenmest;1998;0.0;0.0;0.0;;0.0
723;Stikstof (N);Schapenmest;1999;0.0;0.0;0.0;;0.0
724;Stikstof (N);Schapenmest;2000;0.0;0.0;0.0;;0.0
725;Stikstof (N);Schapenmest;2001;0.0;0.0;0.0;;0.0
726;Stikstof (N);Schapenmest;2002;0.0;0.0;0.0;;0.0
727;Stikstof (N);Schapenmest;2003;0.0;0.0;0.0;;0.0
728;Stikstof (N);Schapenmest;2004;0.0;0.0;0.0;;0.0
729;Stikstof (N);Schapenmest;2005;0.6;0.0;0.6;;0.0
730;Stikstof (N);Schapenmest;2006;0.3;0.0;0.2;0.2;0.0
731;Stikstof (N);Schapenmest;2007;0.2;0.0;0.0;0.2;0.0
732;Stikstof (N);Schapenmest;2008;0.2;0.0;0.0;0.2;0.0
733;Stikstof (N);Schapenmest;2009;0.3;0.0;0.1;0.2;0.0
734;Stikstof (N);Schapenmest;2010;0.3;0.0;0.0;0.2;0.0
735;Stikstof (N);Schapenmest;2011;0.3;0.0;0.0;0.3;0.0
736;Stikstof (N);Schapenmest;2012;0.3;0.0;0.0;0.3;0.0
737;Stikstof (N);Schapenmest;2013;0.3;0.0;0.0;0.3;0.0
738;Stikstof (N);Schapenmest;2014;0.3;0.0;0.0;0.3;0.0
739;Stikstof (N);Schapenmest;2015;0.2;0.0;0.0;0.2;0.0
740;Stikstof (N);Schapenmest;2016;0.3;0.0;0.0;0.3;0.0
741;Stikstof (N);Schapenmest;2017;0.3;0.0;0.0;0.3;0.0
742;Stikstof (N);Schapenmest;2018;0.4;0.0;0.0;0.3;0.0
743;Stikstof (N);Schapenmest;2019;0.4;0.0;0.0;0.4;0.0
744;Stikstof (N);Schapenmest;2020;0.4;0.0;0.0;0.4;0.0
745;Stikstof (N);Schapenmest;2021;0.4;0.0;0.0;0.3;0.0
746;Stikstof (N);Schapenmest;2022;0.4;0.0;0.0;0.3;0.0
747;Stikstof (N);Schapenmest;2023;0.3;0.0;0.0;0.3;0.0
748;Stikstof (N);Geitenmest;1990;0.0;0.0;0.0;;0.0
749;Stikstof (N);Geitenmest;1991;0.0;0.0;0.0;;0.0
750;Stikstof (N);Geitenmest;1992;0.0;0.0;0.0;;0.0
751;Stikstof (N);Geitenmest;1993;0.0;0.0;0.0;;0.0
752;Stikstof (N);Geitenmest;1994;0.0;0.0;0.0;;0.0
753;Stikstof (N);Geitenmest;1995;0.0;0.0;0.0;;0.0
754;Stikstof (N);Geitenmest;1996;0.0;0.0;0.0;;0.0
755;Stikstof (N);Geitenmest;1997;0.0;0.0;0.0;;0.0
756;Stikstof (N);Geitenmest;1998;0.0;0.0;0.0;;0.0
757;Stikstof (N);Geitenmest;1999;0.0;0.0;0.0;;0.0
758;Stikstof (N);Geitenmest;2000;0.0;0.0;0.0;;0.0
759;Stikstof (N);Geitenmest;2001;0.0;0.0;0.0;;0.0
760;Stikstof (N);Geitenmest;2002;0.0;0.0;0.0;;0.0
761;Stikstof (N);Geitenmest;2003;0.0;0.0;0.0;;0.0
762;Stikstof (N);Geitenmest;2004;0.0;0.0;0.0;;0.0
763;Stikstof (N);Geitenmest;2005;0.0;0.0;0.0;;0.0
764;Stikstof (N);Geitenmest;2006;0.0;0.0;0.0;0.0;0.0
765;Stikstof (N);Geitenmest;2007;0.1;0.0;0.0;0.0;0.0
766;Stikstof (N);Geitenmest;2008;0.0;0.0;0.0;0.0;0.0
767;Stikstof (N);Geitenmest;2009;0.0;0.0;0.0;0.0;0.0
768;Stikstof (N);Geitenmest;2010;0.2;0.0;0.1;0.0;0.0
769;Stikstof (N);Geitenmest;2011;0.2;0.0;0.2;0.0;0.0
770;Stikstof (N);Geitenmest;2012;0.3;0.1;0.2;0.0;0.0
771;Stikstof (N);Geitenmest;2013;0.2;0.0;0.2;0.0;0.0
772;Stikstof (N);Geitenmest;2014;0.1;0.0;0.1;0.0;0.0
773;Stikstof (N);Geitenmest;2015;0.3;0.1;0.1;0.0;0.0
774;Stikstof (N);Geitenmest;2016;0.3;0.1;0.1;0.0;0.0
775;Stikstof (N);Geitenmest;2017;0.2;0.1;0.1;0.0;0.0
776;Stikstof (N);Geitenmest;2018;0.3;0.1;0.1;0.0;0.0
777;Stikstof (N);Geitenmest;2019;0.4;0.2;0.1;0.0;0.0
778;Stikstof (N);Geitenmest;2020;0.5;0.3;0.1;0.0;0.0
779;Stikstof (N);Geitenmest;2021;0.4;0.3;0.1;0.0;0.0
780;Stikstof (N);Geitenmest;2022;0.4;0.3;0.1;0.0;0.0
781;Stikstof (N);Geitenmest;2023;0.4;0.3;0.1;0.0;0.0
782;Stikstof (N);Konijnenmest;1990;0.0;0.0;0.0;;0.0
783;Stikstof (N);Konijnenmest;1991;0.0;0.0;0.0;;0.0
784;Stikstof (N);Konijnenmest;1992;0.0;0.0;0.0;;0.0
785;Stikstof (N);Konijnenmest;1993;0.0;0.0;0.0;;0.0
786;Stikstof (N);Konijnenmest;1994;0.0;0.0;0.0;;0.0
787;Stikstof (N);Konijnenmest;1995;0.0;0.0;0.0;;0.0
788;Stikstof (N);Konijnenmest;1996;0.0;0.0;0.0;;0.0
789;Stikstof (N);Konijnenmest;1997;0.0;0.0;0.0;;0.0
790;Stikstof (N);Konijnenmest;1998;0.0;0.0;0.0;;0.0
791;Stikstof (N);Konijnenmest;1999;0.0;0.0;0.0;;0.0
792;Stikstof (N);Konijnenmest;2000;0.0;0.0;0.0;;0.0
793;Stikstof (N);Konijnenmest;2001;0.0;0.0;0.0;;0.0
794;Stikstof (N);Konijnenmest;2002;0.0;0.0;0.0;;0.0
795;Stikstof (N);Konijnenmest;2003;0.2;0.2;0.0;;0.0
796;Stikstof (N);Konijnenmest;2004;0.3;0.3;0.0;;0.0
797;Stikstof (N);Konijnenmest;2005;0.0;0.0;0.0;;0.0
798;Stikstof (N);Konijnenmest;2006;0.1;0.0;0.1;0.0;0.0
799;Stikstof (N);Konijnenmest;2007;0.1;0.0;0.1;0.0;0.0
800;Stikstof (N);Konijnenmest;2008;0.1;0.1;0.1;0.0;0.0
801;Stikstof (N);Konijnenmest;2009;0.1;0.1;0.1;0.0;0.0
802;Stikstof (N);Konijnenmest;2010;0.1;0.1;0.0;0.0;0.0
803;Stikstof (N);Konijnenmest;2011;0.1;0.0;0.0;0.0;0.0
804;Stikstof (N);Konijnenmest;2012;0.0;0.0;0.0;0.0;0.0
805;Stikstof (N);Konijnenmest;2013;0.0;0.0;0.0;0.0;0.0
806;Stikstof (N);Konijnenmest;2014;0.1;0.1;0.0;0.0;0.0
807;Stikstof (N);Konijnenmest;2015;0.2;0.1;0.0;0.0;0.0
808;Stikstof (N);Konijnenmest;2016;0.2;0.2;0.0;0.0;0.0
809;Stikstof (N);Konijnenmest;2017;0.2;0.1;0.0;0.0;0.0
810;Stikstof (N);Konijnenmest;2018;0.1;0.1;0.0;0.0;0.0
811;Stikstof (N);Konijnenmest;2019;0.1;0.1;0.0;0.0;0.0
812;Stikstof (N);Konijnenmest;2020;0.1;0.1;0.0;0.0;0.0
813;Stikstof (N);Konijnenmest;2021;0.1;0.1;0.0;0.0;0.0
814;Stikstof (N);Konijnenmest;2022;0.1;0.1;0.0;0.0;0.0
815;Stikstof (N);Konijnenmest;2023;0.1;0.1;0.0;0.0;0.0
816;Stikstof (N);Pelsdierenmest;1990;0.0;0.0;0.0;;0.0
817;Stikstof (N);Pelsdierenmest;1991;0.0;0.0;0.0;;0.0
818;Stikstof (N);Pelsdierenmest;1992;0.0;0.0;0.0;;0.0
819;Stikstof (N);Pelsdierenmest;1993;0.0;0.0;0.0;;0.0
820;Stikstof (N);Pelsdierenmest;1994;0.5;0.5;0.0;;0.0
821;Stikstof (N);Pelsdierenmest;1995;0.5;0.5;0.0;;0.0
822;Stikstof (N);Pelsdierenmest;1996;0.4;0.4;0.0;;0.0
823;Stikstof (N);Pelsdierenmest;1997;0.0;0.0;0.0;;0.0
824;Stikstof (N);Pelsdierenmest;1998;0.2;0.2;0.0;;0.0
825;Stikstof (N);Pelsdierenmest;1999;0.3;0.3;0.0;;0.0
826;Stikstof (N);Pelsdierenmest;2000;0.5;0.5;0.0;;0.0
827;Stikstof (N);Pelsdierenmest;2001;1.2;1.2;0.0;;0.0
828;Stikstof (N);Pelsdierenmest;2002;1.7;1.7;0.0;;0.0
829;Stikstof (N);Pelsdierenmest;2003;1.6;1.6;0.0;;0.0
830;Stikstof (N);Pelsdierenmest;2004;1.6;1.6;0.0;;0.0
831;Stikstof (N);Pelsdierenmest;2005;0.0;0.0;0.0;;0.0
832;Stikstof (N);Pelsdierenmest;2006;0.1;0.1;0.0;0.0;0.0
833;Stikstof (N);Pelsdierenmest;2007;0.2;0.2;0.0;0.0;0.0
834;Stikstof (N);Pelsdierenmest;2008;0.5;0.5;0.0;0.0;0.0
835;Stikstof (N);Pelsdierenmest;2009;0.5;0.5;0.0;0.0;0.0
836;Stikstof (N);Pelsdierenmest;2010;1.9;1.8;0.1;0.0;0.0
837;Stikstof (N);Pelsdierenmest;2011;2.0;1.8;0.1;0.0;0.0
838;Stikstof (N);Pelsdierenmest;2012;1.4;1.3;0.1;0.0;0.0
839;Stikstof (N);Pelsdierenmest;2013;1.2;1.1;0.1;0.0;0.0
840;Stikstof (N);Pelsdierenmest;2014;1.0;0.9;0.0;0.0;0.0
841;Stikstof (N);Pelsdierenmest;2015;1.3;1.3;0.0;0.0;0.0
842;Stikstof (N);Pelsdierenmest;2016;1.1;1.1;0.0;0.0;0.0
843;Stikstof (N);Pelsdierenmest;2017;1.2;1.2;0.0;0.0;0.0
844;Stikstof (N);Pelsdierenmest;2018;1.2;1.1;0.0;0.0;0.0
845;Stikstof (N);Pelsdierenmest;2019;1.0;1.0;0.0;0.0;0.0
846;Stikstof (N);Pelsdierenmest;2020;0.4;0.3;0.0;0.0;0.0
847;Stikstof (N);Pelsdierenmest;2021;0.0;0.0;0.0;0.0;0.0
848;Stikstof (N);Pelsdierenmest;2022;0.0;0.0;0.0;0.0;0.0
849;Stikstof (N);Pelsdierenmest;2023;0.0;0.0;0.0;0.0;0.0
850;Fosfaat (P2O5);Totaal mestsoorten;1990;11.1;3.2;5.8;;2.1
851;Fosfaat (P2O5);Totaal mestsoorten;1991;9.2;3.4;5.8;;0.0
852;Fosfaat (P2O5);Totaal mestsoorten;1992;11.4;5.6;5.8;;0.0
853;Fosfaat (P2O5);Totaal mestsoorten;1993;13.5;7.7;5.8;;0.0
854;Fosfaat (P2O5);Totaal mestsoorten;1994;19.1;11.7;5.8;;1.7
855;Fosfaat (P2O5);Totaal mestsoorten;1995;18.1;11.4;5.8;;0.9
856;Fosfaat (P2O5);Totaal mestsoorten;1996;13.0;6.6;5.8;;0.6
857;Fosfaat (P2O5);Totaal mestsoorten;1997;12.8;5.4;6.8;;0.6
858;Fosfaat (P2O5);Totaal mestsoorten;1998;15.4;6.6;6.9;;1.9
859;Fosfaat (P2O5);Totaal mestsoorten;1999;17.5;10.4;4.9;;2.2
860;Fosfaat (P2O5);Totaal mestsoorten;2000;17.8;13.1;3.0;;1.7
861;Fosfaat (P2O5);Totaal mestsoorten;2001;24.7;15.9;6.9;;1.9
862;Fosfaat (P2O5);Totaal mestsoorten;2002;24.9;16.5;5.8;;2.7
863;Fosfaat (P2O5);Totaal mestsoorten;2003;16.8;9.1;5.7;;2.0
864;Fosfaat (P2O5);Totaal mestsoorten;2004;20.2;11.9;5.7;;2.6
865;Fosfaat (P2O5);Totaal mestsoorten;2005;26.5;17.3;6.6;;2.6
866;Fosfaat (P2O5);Totaal mestsoorten;2006;21.5;14.6;5.9;0.7;0.3
867;Fosfaat (P2O5);Totaal mestsoorten;2007;26.6;20.5;5.4;0.7;0.0
868;Fosfaat (P2O5);Totaal mestsoorten;2008;33.7;23.4;5.2;0.7;4.4
869;Fosfaat (P2O5);Totaal mestsoorten;2009;36.6;22.8;5.4;0.7;7.7
870;Fosfaat (P2O5);Totaal mestsoorten;2010;37.4;22.0;4.7;1.0;9.6
871;Fosfaat (P2O5);Totaal mestsoorten;2011;37.1;22.0;5.2;1.0;8.8
872;Fosfaat (P2O5);Totaal mestsoorten;2012;36.4;20.4;5.2;1.1;9.7
873;Fosfaat (P2O5);Totaal mestsoorten;2013;38.5;22.4;5.6;1.1;9.4
874;Fosfaat (P2O5);Totaal mestsoorten;2014;39.9;26.2;3.7;1.1;8.9
875;Fosfaat (P2O5);Totaal mestsoorten;2015;44.4;31.2;3.2;1.1;8.8
876;Fosfaat (P2O5);Totaal mestsoorten;2016;48.9;35.9;3.3;1.1;8.5
877;Fosfaat (P2O5);Totaal mestsoorten;2017;47.7;34.9;3.4;1.1;8.2
878;Fosfaat (P2O5);Totaal mestsoorten;2018;43.3;33.7;3.1;1.1;5.4
879;Fosfaat (P2O5);Totaal mestsoorten;2019;45.2;34.1;2.8;1.1;7.1
880;Fosfaat (P2O5);Totaal mestsoorten;2020;44.0;33.2;2.7;1.1;7.0
881;Fosfaat (P2O5);Totaal mestsoorten;2021;40.0;30.3;2.5;1.1;6.1
882;Fosfaat (P2O5);Totaal mestsoorten;2022;38.2;28.5;2.4;1.1;6.1
883;Fosfaat (P2O5);Totaal mestsoorten;2023;38.9;29.9;2.0;1.1;6.0
884;Fosfaat (P2O5);Totaal rundveemest;1990;0.7;0.0;0.7;;0.0
885;Fosfaat (P2O5);Totaal rundveemest;1991;1.4;0.0;1.4;;0.0
886;Fosfaat (P2O5);Totaal rundveemest;1992;1.4;0.0;1.4;;0.0
887;Fosfaat (P2O5);Totaal rundveemest;1993;1.4;0.0;1.4;;0.0
888;Fosfaat (P2O5);Totaal rundveemest;1994;1.6;0.1;1.4;;0.1
889;Fosfaat (P2O5);Totaal rundveemest;1995;1.6;0.1;1.4;;0.1
890;Fosfaat (P2O5);Totaal rundveemest;1996;1.5;0.0;1.4;;0.1
891;Fosfaat (P2O5);Totaal rundveemest;1997;1.8;0.0;1.7;;0.1
892;Fosfaat (P2O5);Totaal rundveemest;1998;2.2;0.0;1.9;;0.3
893;Fosfaat (P2O5);Totaal rundveemest;1999;1.9;0.1;1.5;;0.3
894;Fosfaat (P2O5);Totaal rundveemest;2000;1.4;0.3;1.0;;0.1
895;Fosfaat (P2O5);Totaal rundveemest;2001;1.3;0.3;0.9;;0.1
896;Fosfaat (P2O5);Totaal rundveemest;2002;1.9;0.2;1.6;;0.1
897;Fosfaat (P2O5);Totaal rundveemest;2003;1.5;0.0;1.5;;0.0
898;Fosfaat (P2O5);Totaal rundveemest;2004;0.9;0.0;0.9;;0.0
899;Fosfaat (P2O5);Totaal rundveemest;2005;2.3;0.2;2.1;;0.0
900;Fosfaat (P2O5);Totaal rundveemest;2006;2.1;0.1;1.5;0.6;0.0
901;Fosfaat (P2O5);Totaal rundveemest;2007;1.9;0.1;1.2;0.6;0.0
902;Fosfaat (P2O5);Totaal rundveemest;2008;3.1;0.5;2.0;0.6;0.0
903;Fosfaat (P2O5);Totaal rundveemest;2009;3.2;0.4;2.2;0.6;0.0
904;Fosfaat (P2O5);Totaal rundveemest;2010;2.4;0.2;1.0;0.9;0.3
905;Fosfaat (P2O5);Totaal rundveemest;2011;2.5;0.4;1.0;0.9;0.3
906;Fosfaat (P2O5);Totaal rundveemest;2012;2.6;0.3;1.1;0.9;0.3
907;Fosfaat (P2O5);Totaal rundveemest;2013;2.9;0.4;1.3;0.9;0.3
908;Fosfaat (P2O5);Totaal rundveemest;2014;3.2;0.9;1.1;1.0;0.3
909;Fosfaat (P2O5);Totaal rundveemest;2015;4.0;1.6;1.1;1.0;0.3
910;Fosfaat (P2O5);Totaal rundveemest;2016;4.7;1.9;1.4;1.0;0.4
911;Fosfaat (P2O5);Totaal rundveemest;2017;4.5;1.7;1.3;1.0;0.5
912;Fosfaat (P2O5);Totaal rundveemest;2018;3.6;1.3;1.3;1.0;0.0
913;Fosfaat (P2O5);Totaal rundveemest;2019;3.3;1.2;1.1;1.0;0.0
914;Fosfaat (P2O5);Totaal rundveemest;2020;3.4;1.3;1.1;0.9;0.0
915;Fosfaat (P2O5);Totaal rundveemest;2021;3.0;1.1;1.0;0.9;0.0
916;Fosfaat (P2O5);Totaal rundveemest;2022;3.0;1.0;1.0;1.0;0.0
917;Fosfaat (P2O5);Totaal rundveemest;2023;2.9;1.1;0.9;0.9;0.0
918;Fosfaat (P2O5);Totaal varkensmest;1990;2.4;0.2;2.2;;0.0
919;Fosfaat (P2O5);Totaal varkensmest;1991;4.2;0.0;4.2;;0.0
920;Fosfaat (P2O5);Totaal varkensmest;1992;4.2;0.0;4.2;;0.0
921;Fosfaat (P2O5);Totaal varkensmest;1993;4.2;0.0;4.2;;0.0
922;Fosfaat (P2O5);Totaal varkensmest;1994;5.0;0.4;4.2;;0.4
923;Fosfaat (P2O5);Totaal varkensmest;1995;4.8;0.6;4.2;;0.0
924;Fosfaat (P2O5);Totaal varkensmest;1996;4.4;0.2;4.2;;0.0
925;Fosfaat (P2O5);Totaal varkensmest;1997;5.2;0.2;4.9;;0.1
926;Fosfaat (P2O5);Totaal varkensmest;1998;5.0;0.1;4.8;;0.1
927;Fosfaat (P2O5);Totaal varkensmest;1999;3.6;0.3;3.3;;0.0
928;Fosfaat (P2O5);Totaal varkensmest;2000;2.0;0.0;1.9;;0.1
929;Fosfaat (P2O5);Totaal varkensmest;2001;7.1;1.2;5.9;;0.0
930;Fosfaat (P2O5);Totaal varkensmest;2002;5.0;0.9;4.1;;0.0
931;Fosfaat (P2O5);Totaal varkensmest;2003;4.6;0.7;3.9;;0.0
932;Fosfaat (P2O5);Totaal varkensmest;2004;5.2;0.6;4.6;;0.0
933;Fosfaat (P2O5);Totaal varkensmest;2005;6.0;1.9;4.1;;0.0
934;Fosfaat (P2O5);Totaal varkensmest;2006;4.8;0.7;4.1;0.0;0.0
935;Fosfaat (P2O5);Totaal varkensmest;2007;5.2;1.3;3.9;0.0;0.0
936;Fosfaat (P2O5);Totaal varkensmest;2008;7.3;4.3;3.0;0.0;0.0
937;Fosfaat (P2O5);Totaal varkensmest;2009;7.3;4.3;3.0;0.0;0.0
938;Fosfaat (P2O5);Totaal varkensmest;2010;5.7;2.8;2.9;0.0;0.0
939;Fosfaat (P2O5);Totaal varkensmest;2011;6.3;3.0;3.2;0.0;0.0
940;Fosfaat (P2O5);Totaal varkensmest;2012;7.7;4.7;3.0;0.0;0.0
941;Fosfaat (P2O5);Totaal varkensmest;2013;8.4;5.1;3.3;0.0;0.0
942;Fosfaat (P2O5);Totaal varkensmest;2014;9.6;7.5;2.1;0.0;0.0
943;Fosfaat (P2O5);Totaal varkensmest;2015;12.1;10.6;1.5;0.0;0.0
944;Fosfaat (P2O5);Totaal varkensmest;2016;15.5;14.2;1.3;0.0;0.0
945;Fosfaat (P2O5);Totaal varkensmest;2017;15.8;14.5;1.4;0.0;0.0
946;Fosfaat (P2O5);Totaal varkensmest;2018;15.3;14.1;1.2;0.0;0.0
947;Fosfaat (P2O5);Totaal varkensmest;2019;16.9;15.8;1.2;0.0;0.0
948;Fosfaat (P2O5);Totaal varkensmest;2020;16.6;15.5;1.0;0.0;0.0
949;Fosfaat (P2O5);Totaal varkensmest;2021;14.9;14.0;0.9;0.0;0.0
950;Fosfaat (P2O5);Totaal varkensmest;2022;14.3;13.5;0.8;0.0;0.0
951;Fosfaat (P2O5);Totaal varkensmest;2023;12.6;12.1;0.5;0.0;0.0
952;Fosfaat (P2O5);Totaal pluimveemest;1990;7.9;3.0;2.8;;2.1
953;Fosfaat (P2O5);Totaal pluimveemest;1991;3.6;3.4;0.2;;0.0
954;Fosfaat (P2O5);Totaal pluimveemest;1992;5.8;5.6;0.2;;0.0
955;Fosfaat (P2O5);Totaal pluimveemest;1993;7.9;7.7;0.2;;0.0
956;Fosfaat (P2O5);Totaal pluimveemest;1994;12.1;10.8;0.2;;1.2
957;Fosfaat (P2O5);Totaal pluimveemest;1995;11.3;10.3;0.2;;0.8
958;Fosfaat (P2O5);Totaal pluimveemest;1996;6.8;6.1;0.2;;0.5
959;Fosfaat (P2O5);Totaal pluimveemest;1997;5.8;5.2;0.2;;0.4
960;Fosfaat (P2O5);Totaal pluimveemest;1998;8.1;6.4;0.2;;1.5
961;Fosfaat (P2O5);Totaal pluimveemest;1999;11.9;9.8;0.2;;1.9
962;Fosfaat (P2O5);Totaal pluimveemest;2000;14.2;12.5;0.2;;1.5
963;Fosfaat (P2O5);Totaal pluimveemest;2001;15.4;13.6;0.0;;1.8
964;Fosfaat (P2O5);Totaal pluimveemest;2002;16.7;14.1;0.0;;2.6
965;Fosfaat (P2O5);Totaal pluimveemest;2003;9.4;7.1;0.3;;2.0
966;Fosfaat (P2O5);Totaal pluimveemest;2004;12.7;9.9;0.2;;2.6
967;Fosfaat (P2O5);Totaal pluimveemest;2005;17.8;15.2;0.2;;2.4
968;Fosfaat (P2O5);Totaal pluimveemest;2006;13.8;13.4;0.1;0.0;0.3
969;Fosfaat (P2O5);Totaal pluimveemest;2007;18.6;18.5;0.1;0.0;0.0
970;Fosfaat (P2O5);Totaal pluimveemest;2008;22.3;17.8;0.1;0.0;4.4
971;Fosfaat (P2O5);Totaal pluimveemest;2009;25.0;17.3;0.1;0.0;7.7
