ID;Vervoerstromen;Landen;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
1113;Totaal aan- en afvoer;Verenigd Koninkrijk;Roro-eenheden;2021;36546
1114;Totaal aan- en afvoer;Verenigd Koninkrijk;Roro-eenheden;2022;36621
1115;Totaal aan- en afvoer;Verenigd Koninkrijk;Roro-eenheden;2023;34341
1116;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2015;778
1117;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2016;842
1118;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2017;701
1119;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2018;654
1120;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2019;779
1121;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2020;871
1122;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2021;1553
1123;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2022;1750
1124;Totaal aan- en afvoer;Verenigd Koninkrijk;Stukgoederen/Overig;2023;1480
1125;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2015;38
1126;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2016;52
1127;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2017;39
1128;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2018;36
1129;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2019;27
1130;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2020;53
1131;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2021;56
1132;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2022;112
1133;Totaal aan- en afvoer;Verenigd Koninkrijk;Onbekende verschijningsvorm;2023;112
1134;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2015;40393
1135;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2016;37744
1136;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2017;37273
1137;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2018;44819
1138;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2019;50987
1139;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2020;44716
1140;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2021;52013
1141;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2022;59082
1142;Totaal aan- en afvoer;Verenigde Staten;Totaal lading;2023;71570
1143;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2015;15326
1144;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2016;13568
1145;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2017;13853
1146;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2018;15723
1147;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2019;11678
1148;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2020;8050
1149;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2021;10410
1150;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2022;15516
1151;Totaal aan- en afvoer;Verenigde Staten;Droge bulk lading;2023;13818
1152;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2015;16462
1153;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2016;15925
1154;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2017;14935
1155;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2018;19776
1156;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2019;30378
1157;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2020;27964
1158;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2021;32390
1159;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2022;34443
1160;Totaal aan- en afvoer;Verenigde Staten;Natte bulk lading;2023;49267
1161;Totaal aan- en afvoer;Verenigde Staten;Containers;2015;7448
1162;Totaal aan- en afvoer;Verenigde Staten;Containers;2016;7403
1163;Totaal aan- en afvoer;Verenigde Staten;Containers;2017;7729
1164;Totaal aan- en afvoer;Verenigde Staten;Containers;2018;8426
1165;Totaal aan- en afvoer;Verenigde Staten;Containers;2019;8193
1166;Totaal aan- en afvoer;Verenigde Staten;Containers;2020;7551
1167;Totaal aan- en afvoer;Verenigde Staten;Containers;2021;7393
1168;Totaal aan- en afvoer;Verenigde Staten;Containers;2022;6525
1169;Totaal aan- en afvoer;Verenigde Staten;Containers;2023;6306
1170;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2015;1
1171;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2016;1
1172;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2017;0
1173;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2018;0
1174;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2019;30
1175;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2020;3
1176;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2021;0
1177;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2022;1
1178;Totaal aan- en afvoer;Verenigde Staten;Roro-eenheden;2023;12
1179;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2015;1036
1180;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2016;815
1181;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2017;752
1182;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2018;857
1183;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2019;703
1184;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2020;1149
1185;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2021;1762
1186;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2022;2548
1187;Totaal aan- en afvoer;Verenigde Staten;Stukgoederen/Overig;2023;2155
1188;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2015;120
1189;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2016;33
1190;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2017;3
1191;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2018;37
1192;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2019;5
1193;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2020;0
1194;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2021;58
1195;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2022;49
1196;Totaal aan- en afvoer;Verenigde Staten;Onbekende verschijningsvorm;2023;12
1197;Totaal aan- en afvoer;Onbekend;Totaal lading;2015;29270
1198;Totaal aan- en afvoer;Onbekend;Totaal lading;2016;31316
1199;Totaal aan- en afvoer;Onbekend;Totaal lading;2017;32941
1200;Totaal aan- en afvoer;Onbekend;Totaal lading;2018;32700
1201;Totaal aan- en afvoer;Onbekend;Totaal lading;2019;34593
1202;Totaal aan- en afvoer;Onbekend;Totaal lading;2020;30093
1203;Totaal aan- en afvoer;Onbekend;Totaal lading;2021;27554
1204;Totaal aan- en afvoer;Onbekend;Totaal lading;2022;32226
1205;Totaal aan- en afvoer;Onbekend;Totaal lading;2023;26819
1206;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2015;5833
1207;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2016;5496
1208;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2017;6245
1209;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2018;5537
1210;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2019;5832
1211;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2020;5045
1212;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2021;4286
1213;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2022;5580
1214;Totaal aan- en afvoer;Onbekend;Droge bulk lading;2023;5035
1215;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2015;5254
1216;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2016;6662
1217;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2017;5021
1218;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2018;5733
1219;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2019;7514
1220;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2020;4410
1221;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2021;6396
1222;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2022;9723
1223;Totaal aan- en afvoer;Onbekend;Natte bulk lading;2023;6033
1224;Totaal aan- en afvoer;Onbekend;Containers;2015;14771
1225;Totaal aan- en afvoer;Onbekend;Containers;2016;15678
1226;Totaal aan- en afvoer;Onbekend;Containers;2017;17848
1227;Totaal aan- en afvoer;Onbekend;Containers;2018;17533
1228;Totaal aan- en afvoer;Onbekend;Containers;2019;17556
1229;Totaal aan- en afvoer;Onbekend;Containers;2020;17163
1230;Totaal aan- en afvoer;Onbekend;Containers;2021;13660
1231;Totaal aan- en afvoer;Onbekend;Containers;2022;13713
1232;Totaal aan- en afvoer;Onbekend;Containers;2023;11239
1233;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2015;90
1234;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2016;111
1235;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2017;35
1236;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2018;37
1237;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2019;64
1238;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2020;40
1239;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2021;135
1240;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2022;107
1241;Totaal aan- en afvoer;Onbekend;Roro-eenheden;2023;77
1242;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2015;2885
1243;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2016;2989
1244;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2017;3395
1245;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2018;3480
1246;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2019;3089
1247;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2020;3046
1248;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2021;2407
1249;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2022;2535
1250;Totaal aan- en afvoer;Onbekend;Stukgoederen/Overig;2023;3856
1251;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2015;437
1252;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2016;380
1253;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2017;396
1254;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2018;380
1255;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2019;539
1256;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2020;390
1257;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2021;670
1258;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2022;568
1259;Totaal aan- en afvoer;Onbekend;Onbekende verschijningsvorm;2023;579
1260;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2015;2
1261;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2016;2
1262;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2017;0
1263;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2018;1
1264;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2019;1
1265;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2020;0
1266;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2021;0
1267;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2022;0
1268;Totaal aan- en afvoer;Overige niet elders genoemde landen;Totaal lading;2023;0
1269;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2015;0
1270;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2016;0
1271;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2017;0
1272;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2018;0
1273;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2019;0
1274;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2020;0
1275;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2021;0
1276;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2022;0
1277;Totaal aan- en afvoer;Overige niet elders genoemde landen;Droge bulk lading;2023;0
1278;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2015;0
1279;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2016;0
1280;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2017;0
1281;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2018;0
1282;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2019;0
1283;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2020;0
1284;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2021;0
1285;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2022;0
1286;Totaal aan- en afvoer;Overige niet elders genoemde landen;Natte bulk lading;2023;0
1287;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2015;2
1288;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2016;2
1289;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2017;0
1290;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2018;1
1291;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2019;0
1292;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2020;0
1293;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2021;0
1294;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2022;0
1295;Totaal aan- en afvoer;Overige niet elders genoemde landen;Containers;2023;0
1296;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2015;0
1297;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2016;0
1298;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2017;0
1299;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2018;0
1300;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2019;0
1301;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2020;0
1302;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2021;0
1303;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2022;0
1304;Totaal aan- en afvoer;Overige niet elders genoemde landen;Roro-eenheden;2023;0
1305;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2015;0
1306;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2016;0
1307;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2017;0
1308;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2018;0
1309;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2019;0
1310;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2020;0
1311;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2021;0
1312;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2022;0
1313;Totaal aan- en afvoer;Overige niet elders genoemde landen;Stukgoederen/Overig;2023;0
1314;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2015;0
1315;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2016;0
1316;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2017;0
1317;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2018;0
1318;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2019;0
1319;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2020;0
1320;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2021;0
1321;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2022;0
1322;Totaal aan- en afvoer;Overige niet elders genoemde landen;Onbekende verschijningsvorm;2023;0
1323;Aanvoer naar Nederland;Totaal landen;Totaal lading;2015;430128
1324;Aanvoer naar Nederland;Totaal landen;Totaal lading;2016;417749
1325;Aanvoer naar Nederland;Totaal landen;Totaal lading;2017;428266
1326;Aanvoer naar Nederland;Totaal landen;Totaal lading;2018;433795
1327;Aanvoer naar Nederland;Totaal landen;Totaal lading;2019;436319
1328;Aanvoer naar Nederland;Totaal landen;Totaal lading;2020;387440
1329;Aanvoer naar Nederland;Totaal landen;Totaal lading;2021;418483
1330;Aanvoer naar Nederland;Totaal landen;Totaal lading;2022;437842
1331;Aanvoer naar Nederland;Totaal landen;Totaal lading;2023;400180
1332;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2015;140633
1333;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2016;132418
1334;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2017;134654
1335;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2018;134119
1336;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2019;127589
1337;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2020;101570
1338;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2021;124197
1339;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2022;131476
1340;Aanvoer naar Nederland;Totaal landen;Droge bulk lading;2023;109050
1341;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2015;202892
1342;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2016;197611
1343;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2017;195933
1344;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2018;196403
1345;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2019;202667
1346;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2020;181261
1347;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2021;185774
1348;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2022;201950
1349;Aanvoer naar Nederland;Totaal landen;Natte bulk lading;2023;194829
1350;Aanvoer naar Nederland;Totaal landen;Containers;2015;61584
1351;Aanvoer naar Nederland;Totaal landen;Containers;2016;62852
1352;Aanvoer naar Nederland;Totaal landen;Containers;2017;71785
1353;Aanvoer naar Nederland;Totaal landen;Containers;2018;77487
1354;Aanvoer naar Nederland;Totaal landen;Containers;2019;79330
1355;Aanvoer naar Nederland;Totaal landen;Containers;2020;77646
1356;Aanvoer naar Nederland;Totaal landen;Containers;2021;81054
1357;Aanvoer naar Nederland;Totaal landen;Containers;2022;75236
1358;Aanvoer naar Nederland;Totaal landen;Containers;2023;71768
1359;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2015;15373
1360;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2016;15563
1361;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2017;16309
1362;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2018;15557
1363;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2019;16611
1364;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2020;15777
1365;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2021;15211
1366;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2022;15540
1367;Aanvoer naar Nederland;Totaal landen;Roro-eenheden;2023;14334
1368;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2015;9098
1369;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2016;8714
1370;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2017;8924
1371;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2018;9456
1372;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2019;9431
1373;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2020;10622
1374;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2021;11608
1375;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2022;13051
1376;Aanvoer naar Nederland;Totaal landen;Stukgoederen/Overig;2023;9393
1377;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2015;549
1378;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2016;590
1379;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2017;660
1380;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2018;774
1381;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2019;692
1382;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2020;565
1383;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2021;638
1384;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2022;588
1385;Aanvoer naar Nederland;Totaal landen;Onbekende verschijningsvorm;2023;806
1386;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2015;214591
1387;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2016;213264
1388;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2017;225417
1389;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2018;228058
1390;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2019;226569
1391;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2020;208072
1392;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2021;221442
1393;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2022;193735
1394;Aanvoer naar Nederland;Europa (exclusief Nederland);Totaal lading;2023;142570
1395;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2015;45755
1396;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2016;41729
1397;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2017;50830
1398;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2018;53674
1399;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2019;57087
1400;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2020;48764
1401;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2021;54055
1402;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2022;44211
1403;Aanvoer naar Nederland;Europa (exclusief Nederland);Droge bulk lading;2023;30439
1404;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2015;125051
1405;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2016;127281
1406;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2017;125529
1407;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2018;125034
1408;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2019;118881
1409;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2020;108617
1410;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2021;116384
1411;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2022;103908
1412;Aanvoer naar Nederland;Europa (exclusief Nederland);Natte bulk lading;2023;72458
1413;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2015;21598
1414;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2016;21966
1415;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2017;25683
1416;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2018;26338
1417;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2019;26595
1418;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2020;27213
1419;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2021;27357
1420;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2022;23031
1421;Aanvoer naar Nederland;Europa (exclusief Nederland);Containers;2023;19877
1422;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2015;15239
1423;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2016;15418
1424;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2017;16146
1425;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2018;15430
1426;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2019;16455
1427;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2020;15661
1428;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2021;15120
1429;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2022;15426
1430;Aanvoer naar Nederland;Europa (exclusief Nederland);Roro-eenheden;2023;14154
1431;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2015;6535
1432;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2016;6368
1433;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2017;6704
1434;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2018;6956
1435;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2019;7216
1436;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2020;7293
1437;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2021;7965
1438;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2022;6662
1439;Aanvoer naar Nederland;Europa (exclusief Nederland);Stukgoederen/Overig;2023;4881
1440;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2015;413
1441;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2016;502
1442;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2017;526
1443;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2018;626
1444;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2019;336
1445;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2020;524
1446;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2021;561
1447;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2022;499
1448;Aanvoer naar Nederland;Europa (exclusief Nederland);Onbekende verschijningsvorm;2023;761
1449;Aanvoer naar Nederland;Niet nader bepaalde landen EU;Totaal lading;2015;31
1450;Aanvoer naar Nederland;Niet nader bepaalde landen EU;Totaal lading;2016;16
1451;Aanvoer naar Nederland;Niet nader bepaalde landen EU;Totaal lading;2017;35
1452;Aanvoer naar Nederland;Niet nader bepaalde landen EU;Totaal lading;2018;77
