ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
6726;Total traffic, transportation and wate..;Zuidwest-Gelderland (CR);2020;3;39;-35;13;156;-143
6727;Total traffic, transportation and wate..;Zuidwest-Gelderland (CR);2021;4;53;-49;15;212;-198
6728;Total traffic, transportation and wate..;Zuidwest-Gelderland (CR);2022;4;40;-36;15;159;-144
6729;Total traffic, transportation and wate..;Zuidwest-Gelderland (CR);2023;4;47;-43;15;185;-170
6730;Total traffic, transportation and wate..;Zuidwest-Gelderland (CR);2024;4;51;-47;17;199;-183
6731;Total traffic, transportation and wate..;Zuidwest-Gelderland (CR);2025;4;50;-45;16;193;-177
6732;Total traffic, transportation and wate..;Utrecht (CR);2017;31;224;-193;24;175;-150
6733;Total traffic, transportation and wate..;Utrecht (CR);2018;65;272;-207;50;210;-160
6734;Total traffic, transportation and wate..;Utrecht (CR);2019;54;292;-238;40;217;-177
6735;Total traffic, transportation and wate..;Utrecht (CR);2020;40;263;-222;30;194;-164
6736;Total traffic, transportation and wate..;Utrecht (CR);2021;43;266;-223;31;195;-164
6737;Total traffic, transportation and wate..;Utrecht (CR);2022;54;295;-241;39;215;-176
6738;Total traffic, transportation and wate..;Utrecht (CR);2023;47;314;-267;34;226;-193
6739;Total traffic, transportation and wate..;Utrecht (CR);2024;50;340;-289;36;243;-207
6740;Total traffic, transportation and wate..;Utrecht (CR);2025;79;363;-285;56;258;-202
6741;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2017;5;51;-47;12;137;-125
6742;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2018;5;56;-51;14;149;-136
6743;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2019;5;60;-55;14;159;-145
6744;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2020;5;61;-56;13;161;-147
6745;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2021;4;60;-55;12;158;-146
6746;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2022;18;65;-47;48;171;-123
6747;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2023;10;76;-66;26;196;-170
6748;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2024;6;85;-79;15;220;-205
6749;Total traffic, transportation and wate..;Kop van Noord-Holland (CR);2025;7;93;-86;18;239;-222
6750;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2017;2;48;-46;8;198;-190
6751;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2018;2;45;-43;10;184;-175
6752;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2019;6;47;-41;25;192;-167
6753;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2020;2;48;-47;6;193;-187
6754;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2021;2;51;-49;8;203;-195
6755;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2022;2;50;-48;9;198;-189
6756;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2023;3;55;-52;10;215;-205
6757;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2024;3;64;-61;11;250;-239
6758;Total traffic, transportation and wate..;Alkmaar en omgeving (CR);2025;3;68;-64;13;262;-249
6759;Total traffic, transportation and wate..;IJmond (CR);2017;3;28;-26;13;144;-131
6760;Total traffic, transportation and wate..;IJmond (CR);2018;2;29;-26;12;145;-133
6761;Total traffic, transportation and wate..;IJmond (CR);2019;3;30;-27;16;152;-137
6762;Total traffic, transportation and wate..;IJmond (CR);2020;3;30;-27;14;151;-137
6763;Total traffic, transportation and wate..;IJmond (CR);2021;3;31;-28;14;156;-142
6764;Total traffic, transportation and wate..;IJmond (CR);2022;3;31;-28;15;155;-139
6765;Total traffic, transportation and wate..;IJmond (CR);2023;3;34;-31;16;170;-154
6766;Total traffic, transportation and wate..;IJmond (CR);2024;3;37;-34;16;185;-169
6767;Total traffic, transportation and wate..;IJmond (CR);2025;3;43;-40;17;215;-198
6768;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2017;3;51;-48;14;221;-207
6769;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2018;22;54;-32;94;230;-136
6770;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2019;28;61;-33;122;265;-144
6771;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2020;29;65;-35;126;280;-153
6772;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2021;30;65;-35;129;281;-153
6773;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2022;33;65;-33;141;281;-141
6774;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2023;35;68;-33;149;291;-142
6775;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2024;39;81;-42;165;342;-177
6776;Total traffic, transportation and wate..;Agglomeratie Haarlem (CR);2025;42;85;-43;178;360;-182
6777;Total traffic, transportation and wate..;Zaanstreek (CR);2017;2;22;-20;10;127;-117
6778;Total traffic, transportation and wate..;Zaanstreek (CR);2018;2;23;-22;10;137;-127
6779;Total traffic, transportation and wate..;Zaanstreek (CR);2019;3;28;-25;18;165;-147
6780;Total traffic, transportation and wate..;Zaanstreek (CR);2020;3;32;-29;15;183;-168
6781;Total traffic, transportation and wate..;Zaanstreek (CR);2021;3;33;-30;18;190;-172
6782;Total traffic, transportation and wate..;Zaanstreek (CR);2022;6;35;-30;32;205;-173
6783;Total traffic, transportation and wate..;Zaanstreek (CR);2023;5;41;-35;31;232;-201
6784;Total traffic, transportation and wate..;Zaanstreek (CR);2024;6;49;-43;34;276;-242
6785;Total traffic, transportation and wate..;Zaanstreek (CR);2025;7;53;-45;41;295;-254
6786;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2017;167;638;-471;124;473;-349
6787;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2018;162;636;-474;119;468;-348
6788;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2019;209;770;-561;152;559;-407
6789;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2020;237;852;-615;170;612;-442
6790;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2021;279;850;-571;200;609;-409
6791;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2022;140;699;-559;99;495;-396
6792;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2023;141;702;-561;97;481;-384
6793;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2024;154;791;-638;104;536;-432
6794;Total traffic, transportation and wate..;Groot-Amsterdam (CR);2025;188;891;-704;127;601;-475
6795;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2017;2;37;-34;9;147;-137
6796;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2018;3;39;-36;13;156;-143
6797;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2019;4;41;-36;16;159;-143
6798;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2020;4;41;-37;14;159;-145
6799;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2021;6;45;-39;22;172;-150
6800;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2022;7;46;-40;25;177;-152
6801;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2023;7;48;-41;27;198;-170
6802;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2024;7;55;-48;28;224;-196
6803;Total traffic, transportation and wate..;Het Gooi en Vechtstreek (CR);2025;4;54;-50;18;219;-202
6804;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2017;6;93;-87;14;220;-206
6805;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2018;6;99;-94;13;234;-220
6806;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2019;6;104;-98;13;244;-231
6807;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2020;5;97;-92;13;226;-213
6808;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2021;5;100;-95;13;232;-219
6809;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2022;6;104;-98;13;239;-226
6810;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2023;6;113;-107;14;257;-243
6811;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2024;8;122;-115;17;275;-258
6812;Total traffic, transportation and wate..;Agglomeratie Leiden en Bollenstreek (CR);2025;10;131;-122;22;294;-271
6813;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2017;40;272;-232;47;319;-272
6814;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2018;30;259;-229;35;300;-266
6815;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2019;11;220;-209;12;252;-239
6816;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2020;10;205;-195;12;233;-221
6817;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2021;11;229;-218;13;258;-246
6818;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2022;11;249;-238;12;278;-265
6819;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2023;11;294;-283;12;323;-311
6820;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2024;11;336;-325;13;367;-354
6821;Total traffic, transportation and wate..;Agglomeratie 's-Gravenhage (CR);2025;17;356;-338;19;385;-367
6822;Total traffic, transportation and wate..;Delft en Westland (CR);2017;3;42;-39;13;188;-175
6823;Total traffic, transportation and wate..;Delft en Westland (CR);2018;2;41;-39;9;178;-169
6824;Total traffic, transportation and wate..;Delft en Westland (CR);2019;8;61;-53;36;265;-230
6825;Total traffic, transportation and wate..;Delft en Westland (CR);2020;6;44;-38;26;187;-161
6826;Total traffic, transportation and wate..;Delft en Westland (CR);2021;7;46;-39;31;195;-164
6827;Total traffic, transportation and wate..;Delft en Westland (CR);2022;7;51;-43;31;215;-184
6828;Total traffic, transportation and wate..;Delft en Westland (CR);2023;11;68;-57;48;283;-236
6829;Total traffic, transportation and wate..;Delft en Westland (CR);2024;14;78;-64;56;317;-261
6830;Total traffic, transportation and wate..;Delft en Westland (CR);2025;9;60;-50;38;242;-204
6831;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2017;5;59;-54;17;183;-166
6832;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2018;5;62;-58;14;190;-176
6833;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2019;5;64;-60;14;194;-180
6834;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2020;5;63;-58;14;189;-175
6835;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2021;5;76;-71;15;224;-209
6836;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2022;5;75;-70;14;221;-207
6837;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2023;6;85;-79;17;247;-230
6838;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2024;8;94;-86;23;270;-247
6839;Total traffic, transportation and wate..;Oost-Zuid-Holland (CR);2025;7;97;-90;20;275;-255
6840;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2017;236;511;-274;166;358;-192
6841;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2018;99;369;-269;69;258;-188
6842;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2019;75;372;-297;52;258;-206
6843;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2020;82;414;-331;56;284;-228
6844;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2021;63;440;-377;43;301;-258
6845;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2022;48;427;-379;33;290;-258
6846;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2023;50;412;-362;34;277;-243
6847;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2024;55;467;-412;36;310;-274
6848;Total traffic, transportation and wate..;Groot-Rijnmond (CR);2025;59;491;-432;39;325;-286
6849;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2017;14;69;-55;35;171;-136
6850;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2018;14;70;-56;34;172;-138
6851;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2019;13;66;-53;36;179;-143
6852;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2020;14;68;-55;36;183;-147
6853;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2021;13;73;-60;36;197;-161
6854;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2022;15;79;-64;41;210;-170
6855;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2023;18;85;-67;47;224;-177
6856;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2024;17;90;-73;45;236;-191
6857;Total traffic, transportation and wate..;Zuidoost-Zuid-Holland (CR);2025;19;95;-76;50;249;-199
6858;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2017;0;24;-23;4;225;-221
6859;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2018;0;22;-22;4;213;-209
6860;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2019;1;23;-23;5;222;-217
6861;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2020;1;24;-23;5;225;-220
6862;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2021;1;25;-24;7;237;-230
6863;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2022;1;25;-25;8;242;-234
6864;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2023;1;27;-26;9;255;-246
6865;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2024;1;29;-28;7;270;-263
6866;Total traffic, transportation and wate..;Zeeuwsch-Vlaanderen (CR);2025;1;30;-29;7;283;-276
6867;Total traffic, transportation and wate..;Overig Zeeland (CR);2017;6;59;-53;21;215;-193
6868;Total traffic, transportation and wate..;Overig Zeeland (CR);2018;6;62;-55;23;223;-199
6869;Total traffic, transportation and wate..;Overig Zeeland (CR);2019;6;63;-56;23;227;-203
6870;Total traffic, transportation and wate..;Overig Zeeland (CR);2020;7;68;-61;26;245;-218
6871;Total traffic, transportation and wate..;Overig Zeeland (CR);2021;8;71;-64;28;255;-227
6872;Total traffic, transportation and wate..;Overig Zeeland (CR);2022;8;72;-65;28;257;-229
6873;Total traffic, transportation and wate..;Overig Zeeland (CR);2023;8;79;-71;28;277;-248
6874;Total traffic, transportation and wate..;Overig Zeeland (CR);2024;9;87;-78;31;303;-272
6875;Total traffic, transportation and wate..;Overig Zeeland (CR);2025;10;88;-78;33;307;-274
6876;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2017;18;109;-91;29;173;-144
6877;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2018;18;107;-89;28;169;-141
6878;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2019;17;114;-98;26;180;-154
6879;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2020;19;114;-96;29;180;-150
6880;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2021;19;117;-98;30;184;-154
6881;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2022;20;125;-105;31;195;-164
6882;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2023;19;135;-116;30;209;-180
6883;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2024;19;156;-136;30;239;-209
6884;Total traffic, transportation and wate..;West-Noord-Brabant (CR);2025;23;158;-135;36;242;-206
6885;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2017;16;105;-89;34;222;-189
6886;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2018;15;83;-68;32;175;-143
6887;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2019;13;83;-70;27;174;-147
6888;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2020;13;83;-70;28;172;-144
6889;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2021;18;84;-66;36;171;-135
6890;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2022;13;87;-74;26;175;-150
6891;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2023;14;99;-85;27;196;-169
6892;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2024;15;117;-102;29;230;-201
6893;Total traffic, transportation and wate..;Midden-Noord-Brabant (CR);2025;16;119;-104;31;233;-202
6894;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2017;4;99;-96;6;153;-147
6895;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2018;5;95;-90;8;145;-137
6896;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2019;8;125;-117;12;190;-178
6897;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2020;6;123;-117;9;186;-177
6898;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2021;7;116;-109;11;176;-165
6899;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2022;6;125;-119;10;188;-179
6900;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2023;7;143;-135;11;212;-201
6901;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2024;9;148;-140;13;219;-206
6902;Total traffic, transportation and wate..;Noordoost-Noord-Brabant (CR);2025;20;151;-131;30;222;-192
6903;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2017;38;138;-100;51;182;-131
6904;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2018;45;119;-73;59;155;-96
6905;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2019;9;115;-106;12;149;-137
6906;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2020;9;117;-107;12;150;-138
6907;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2021;8;123;-115;11;157;-146
6908;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2022;10;128;-118;13;161;-149
6909;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2023;9;136;-126;12;169;-157
6910;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2024;10;169;-159;12;209;-197
6911;Total traffic, transportation and wate..;Zuidoost-Noord-Brabant (CR);2025;11;175;-165;13;215;-202
6912;Total traffic, transportation and wate..;Noord-Limburg (CR);2017;3;48;-45;9;171;-161
6913;Total traffic, transportation and wate..;Noord-Limburg (CR);2018;2;46;-44;9;164;-155
6914;Total traffic, transportation and wate..;Noord-Limburg (CR);2019;3;44;-42;10;158;-148
6915;Total traffic, transportation and wate..;Noord-Limburg (CR);2020;3;47;-44;11;168;-157
6916;Total traffic, transportation and wate..;Noord-Limburg (CR);2021;4;47;-43;13;166;-153
6917;Total traffic, transportation and wate..;Noord-Limburg (CR);2022;4;48;-45;13;169;-156
6918;Total traffic, transportation and wate..;Noord-Limburg (CR);2023;4;54;-51;12;188;-175
6919;Total traffic, transportation and wate..;Noord-Limburg (CR);2024;8;60;-52;27;208;-181
6920;Total traffic, transportation and wate..;Noord-Limburg (CR);2025;5;65;-60;16;222;-206
6921;Total traffic, transportation and wate..;Midden-Limburg (CR);2017;2;35;-32;10;146;-136
6922;Total traffic, transportation and wate..;Midden-Limburg (CR);2018;3;35;-32;12;149;-136
6923;Total traffic, transportation and wate..;Midden-Limburg (CR);2019;3;37;-34;13;156;-143
6924;Total traffic, transportation and wate..;Midden-Limburg (CR);2020;3;37;-34;13;157;-144
6925;Total traffic, transportation and wate..;Midden-Limburg (CR);2021;4;40;-36;17;169;-153
6926;Total traffic, transportation and wate..;Midden-Limburg (CR);2022;4;42;-38;15;174;-159
6927;Total traffic, transportation and wate..;Midden-Limburg (CR);2023;3;44;-40;14;181;-166
6928;Total traffic, transportation and wate..;Midden-Limburg (CR);2024;3;48;-45;13;199;-186
6929;Total traffic, transportation and wate..;Midden-Limburg (CR);2025;4;52;-48;14;212;-197
6930;Total traffic, transportation and wate..;Zuid-Limburg (CR);2017;6;100;-94;10;167;-157
6931;Total traffic, transportation and wate..;Zuid-Limburg (CR);2018;13;95;-81;22;158;-136
6932;Total traffic, transportation and wate..;Zuid-Limburg (CR);2019;15;96;-81;25;161;-136
6933;Total traffic, transportation and wate..;Zuid-Limburg (CR);2020;21;102;-81;35;171;-135
6934;Total traffic, transportation and wate..;Zuid-Limburg (CR);2021;12;110;-98;20;186;-165
6935;Total traffic, transportation and wate..;Zuid-Limburg (CR);2022;12;111;-99;20;186;-167
6936;Total traffic, transportation and wate..;Zuid-Limburg (CR);2023;12;119;-107;20;200;-180
6937;Total traffic, transportation and wate..;Zuid-Limburg (CR);2024;14;137;-124;23;229;-206
6938;Total traffic, transportation and wate..;Zuid-Limburg (CR);2025;16;150;-135;26;251;-224
6939;Total traffic, transportation and wate..;Flevoland (CR);2017;48;120;-72;118;293;-176
6940;Total traffic, transportation and wate..;Flevoland (CR);2018;44;109;-65;107;265;-158
6941;Total traffic, transportation and wate..;Flevoland (CR);2019;44;109;-66;105;262;-157
6942;Total traffic, transportation and wate..;Flevoland (CR);2020;43;116;-73;102;274;-172
6943;Total traffic, transportation and wate..;Flevoland (CR);2021;33;102;-69;77;237;-160
6944;Total traffic, transportation and wate..;Flevoland (CR);2022;31;106;-75;72;243;-172
6945;Total traffic, transportation and wate..;Flevoland (CR);2023;31;125;-93;70;280;-210
6946;Total traffic, transportation and wate..;Flevoland (CR);2024;32;130;-98;72;288;-216
6947;Total traffic, transportation and wate..;Flevoland (CR);2025;34;141;-107;74;309;-235
6948;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2017;1;4;-3;90;329;-239
6949;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2018;1;5;-4;112;417;-305
6950;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2019;1;5;-3;104;388;-285
6951;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2020;1;5;-4;96;392;-296
6952;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2021;2;5;-4;133;422;-289
6953;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2022;2;6;-4;136;462;-326
6954;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2023;2;6;-4;131;464;-333
6955;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2024;2;6;-5;124;499;-376
6956;Total traffic, transportation and wate..;Fewer than 5,000 inhabitants;2025;1;7;-6;103;563;-460
6957;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2017;2;21;-20;12;152;-140
6958;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2018;1;21;-19;11;157;-147
6959;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2019;2;18;-16;16;156;-140
6960;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2020;1;12;-11;11;164;-153
6961;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2021;4;13;-9;80;238;-158
6962;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2022;1;10;-9;15;179;-164
6963;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2023;3;13;-10;58;228;-169
6964;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2024;2;13;-10;39;219;-180
6965;Total traffic, transportation and wate..;5,000 to 9,999 inhabitants;2025;1;9;-8;19;191;-173
6966;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2017;24;208;-184;17;147;-131
6967;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2018;17;190;-173;13;144;-131
6968;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2019;17;155;-138;17;148;-131
6969;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2020;16;157;-141;16;154;-138
6970;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2021;17;159;-142;17;161;-144
6971;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2022;18;156;-137;20;167;-147
6972;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2023;22;151;-129;27;183;-156
6973;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2024;25;167;-142;31;207;-176
6974;Total traffic, transportation and wate..;10,000 to 19,999 inhabitants;2025;25;184;-159;30;218;-188
6975;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2017;58;826;-768;10;138;-128
6976;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2018;58;866;-808;10;143;-134
6977;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2019;61;936;-876;10;154;-144
6978;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2020;59;935;-876;10;156;-147
6979;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2021;60;952;-891;10;157;-147
6980;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2022;84;972;-887;14;163;-149
6981;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2023;73;1059;-986;12;177;-164
6982;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2024;73;1138;-1065;12;193;-181
6983;Total traffic, transportation and wate..;20,000 to 49,999 inhabitants;2025;90;1172;-1082;15;200;-185
6984;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2017;61;640;-579;19;195;-177
6985;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2018;69;646;-578;20;193;-172
6986;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2019;74;669;-594;20;184;-164
6987;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2020;83;687;-604;22;183;-161
6988;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2021;75;697;-622;20;185;-165
6989;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2022;71;740;-669;18;186;-168
6990;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2023;73;830;-757;18;200;-182
6991;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2024;83;970;-887;19;224;-204
6992;Total traffic, transportation and wate..;50,000 to 99,999 inhabitants;2025;92;1032;-940;21;234;-213
6993;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2017;66;357;-291;41;221;-180
6994;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2018;59;350;-290;36;214;-177
6995;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2019;53;366;-312;32;221;-189
6996;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2020;47;334;-287;29;208;-178
6997;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2021;42;351;-309;26;218;-192
6998;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2022;46;373;-327;28;230;-202
6999;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2023;52;416;-364;31;253;-222
7000;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2024;61;475;-413;37;286;-249
7001;Total traffic, transportation and wate..;100,000 to 149,999 inhabitants;2025;61;490;-430;36;294;-257
7002;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2017;131;535;-403;57;233;-176
7003;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2018;160;483;-324;69;209;-140
7004;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2019;125;504;-379;53;214;-161
7005;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2020;138;562;-424;55;222;-167
7006;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2021;133;565;-432;52;222;-170
7007;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2022;150;598;-449;58;233;-175
7008;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2023;152;661;-509;58;254;-196
7009;Total traffic, transportation and wate..;150,000 to 249,999 inhabitants;2024;158;742;-584;60;282;-222
