ID;BestemmingEnSeizoen;Vakantiekenmerken;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;Totaal_3;GemiddeldPerNederlander_4;GemiddeldPerDeelnemer_5;Totaal_6;GemiddeldPerNederlander_7;GemiddeldPerDeelnemer_8;GemiddeldPerVakantie_9;Totaal_10;GemiddeldPerNederlander_11;GemiddeldPerDeelnemer_12;GemiddeldPerVakantie_13;Totaal_14;GemiddeldPerNederlander_15;GemiddeldPerDeelnemer_16;GemiddeldPerPersoonPerVakantie_17;GemiddeldPerPersoonPerVakantiedag_18
129;Totaal vakanties;Vakantieduur: 5 tot 9 dagen;2018;8243.0;48.6;12634.0;0.7;1.5;83.4;4.9;10.1;6.6;70.8;4.2;8.6;5.6;5298.0;313.0;643.0;419.0;63.0
130;Totaal vakanties;Vakantieduur: 5 tot 9 dagen;2019;8295.0;48.7;12821.0;0.8;1.5;84.7;5.0;10.2;6.6;71.8;4.2;8.7;5.6;5695.0;334.0;687.0;444.0;67.0
131;Totaal vakanties;Vakantieduur: 5 tot 9 dagen;2020;6568.0;38.3;9434.0;0.5;1.4;62.0;3.6;9.4;6.6;52.5;3.1;8.0;5.6;3112.0;181.0;474.0;330.0;50.0
132;Totaal vakanties;Vakantieduur: 9 tot 16 dagen;2017;6001.0;35.6;7505.0;0.4;1.3;89.4;5.3;14.9;11.9;81.9;4.9;13.7;10.9;5842.0;347.0;974.0;778.0;65.0
133;Totaal vakanties;Vakantieduur: 9 tot 16 dagen;2018;6050.0;35.7;7669.0;0.5;1.3;90.8;5.4;15.0;11.8;83.1;4.9;13.7;10.8;5971.0;352.0;987.0;779.0;66.0
134;Totaal vakanties;Vakantieduur: 9 tot 16 dagen;2019;5927.0;34.8;7476.0;0.4;1.3;87.8;5.2;14.8;11.7;80.4;4.7;13.6;10.7;6310.0;370.0;1065.0;844.0;72.0
135;Totaal vakanties;Vakantieduur: 9 tot 16 dagen;2020;3730.0;21.7;4409.0;0.3;1.2;51.9;3.0;13.9;11.8;47.5;2.8;12.7;10.8;2681.0;156.0;719.0;608.0;52.0
136;Totaal vakanties;Vakantieduur: 16 of meer dagen;2017;4897.0;29.1;5697.0;0.3;1.2;144.7;8.6;29.5;25.4;139.0;8.3;28.4;24.4;6942.0;412.0;1418.0;1219.0;48.0
137;Totaal vakanties;Vakantieduur: 16 of meer dagen;2018;4895.0;28.9;5784.0;0.3;1.2;148.5;8.8;30.3;25.7;142.7;8.4;29.1;24.7;7175.0;423.0;1466.0;1241.0;48.0
138;Totaal vakanties;Vakantieduur: 16 of meer dagen;2019;4745.0;27.8;5481.0;0.3;1.2;135.9;8.0;28.7;24.8;130.5;7.7;27.5;23.8;7384.0;433.0;1556.0;1347.0;54.0
139;Totaal vakanties;Vakantieduur: 16 of meer dagen;2020;2470.0;14.4;2790.0;0.2;1.1;67.1;3.9;27.2;24.1;64.3;3.7;26.0;23.1;2604.0;152.0;1054.0;933.0;39.0
140;Totaal vakanties;Vervoerwijze: auto;2017;11152.0;66.2;26920.0;1.6;2.4;208.9;12.4;18.7;7.8;181.9;10.8;16.3;6.8;7795.0;463.0;699.0;290.0;37.0
141;Totaal vakanties;Vervoerwijze: auto;2018;11320.0;66.8;26824.0;1.6;2.4;219.0;12.9;19.3;8.2;192.1;11.3;17.0;7.2;8493.0;501.0;750.0;317.0;39.0
142;Totaal vakanties;Vervoerwijze: auto;2019;11282.0;66.2;25707.0;1.5;2.3;196.8;11.5;17.4;7.7;171.1;10.0;15.2;6.7;8358.0;490.0;741.0;325.0;42.0
143;Totaal vakanties;Vervoerwijze: auto;2020;10175.0;59.3;21288.0;1.2;2.1;151.6;8.8;14.9;7.1;130.3;7.6;12.8;6.1;4908.0;286.0;482.0;231.0;32.0
144;Totaal vakanties;Vervoerwijze: vliegtuig;2017;6351.0;37.7;10114.0;0.6;1.6;125.5;7.5;19.8;12.4;115.4;6.9;18.2;11.4;11203.0;665.0;1764.0;1108.0;89.0
145;Totaal vakanties;Vervoerwijze: vliegtuig;2018;6175.0;36.4;9832.0;0.6;1.6;116.6;6.9;18.9;11.9;106.8;6.3;17.3;10.9;11072.0;653.0;1793.0;1126.0;95.0
146;Totaal vakanties;Vervoerwijze: vliegtuig;2019;6427.0;37.7;10503.0;0.6;1.6;124.1;7.3;19.3;11.8;113.6;6.7;17.7;10.8;12072.0;708.0;1878.0;1149.0;97.0
147;Totaal vakanties;Vervoerwijze: vliegtuig;2020;3230.0;18.8;4332.0;0.3;1.3;46.8;2.7;14.5;10.8;42.5;2.5;13.2;9.8;4664.0;272.0;1444.0;1076.0;100.0
148;Totaal vakanties;Vervoerwijze: trein;2017;1223.0;7.3;1742.0;0.1;1.4;8.8;0.5;7.2;5.1;7.1;0.4;5.8;4.1;558.0;33.0;457.0;320.0;63.0
149;Totaal vakanties;Vervoerwijze: trein;2018;1224.0;7.2;1706.0;0.1;1.4;9.1;0.5;7.5;5.4;7.4;0.4;6.1;4.4;639.0;38.0;522.0;374.0;70.0
150;Totaal vakanties;Vervoerwijze: trein;2019;1396.0;8.2;2053.0;0.1;1.5;10.4;0.6;7.4;5.1;8.3;0.5;6.0;4.1;721.0;42.0;517.0;351.0;69.0
151;Totaal vakanties;Vervoerwijze: trein;2020;922.0;5.4;1289.0;0.1;1.4;6.3;0.4;6.8;4.9;5.0;0.3;5.4;3.9;325.0;19.0;352.0;252.0;51.0
152;Totaal vakanties;Vervoerwijze: overige ;2017;1715.0;10.2;2476.0;0.1;1.4;21.7;1.3;12.7;8.8;19.2;1.1;11.2;7.8;1080.0;64.0;630.0;436.0;50.0
153;Totaal vakanties;Vervoerwijze: overige ;2018;1706.0;10.1;2594.0;0.2;1.5;24.3;1.4;14.2;9.4;21.7;1.3;12.7;8.4;1306.0;77.0;766.0;503.0;54.0
154;Totaal vakanties;Vervoerwijze: overige ;2019;1730.0;10.2;2650.0;0.2;1.5;24.0;1.4;13.9;9.1;21.4;1.3;12.4;8.1;1302.0;76.0;753.0;491.0;54.0
155;Totaal vakanties;Vervoerwijze: overige ;2020;1199.0;7.0;1768.0;0.1;1.5;13.5;0.8;11.2;7.6;11.7;0.7;9.8;6.6;367.0;21.0;306.0;208.0;27.0
156;Vakantiebestemming: Nederland;Totaal vakanties;2017;8786.0;52.2;19168.0;1.1;2.2;118.3;7.0;13.5;6.2;99.2;5.9;11.3;5.2;3486.0;207.0;397.0;182.0;29.0
157;Vakantiebestemming: Nederland;Totaal vakanties;2018;8847.0;52.2;18681.0;1.1;2.1;120.6;7.1;13.6;6.5;101.9;6.0;11.5;5.5;3913.0;231.0;442.0;209.0;32.0
158;Vakantiebestemming: Nederland;Totaal vakanties;2019;8772.0;51.5;17989.0;1.1;2.1;106.2;6.2;12.1;5.9;88.2;5.2;10.1;4.9;3729.0;219.0;425.0;207.0;35.0
159;Vakantiebestemming: Nederland;Totaal vakanties;2020;8559.0;49.9;16958.0;1.0;2.0;105.6;6.2;12.3;6.2;88.7;5.2;10.4;5.2;2707.0;158.0;316.0;160.0;26.0
160;Vakantiebestemming: Nederland;Accommodatie: hotel, pension, B&B;2017;3330.0;19.8;5077.0;0.3;1.5;17.0;1.0;5.1;3.3;11.9;0.7;3.6;2.3;1047.0;62.0;314.0;206.0;62.0
161;Vakantiebestemming: Nederland;Accommodatie: hotel, pension, B&B;2018;3218.0;19.0;4896.0;0.3;1.5;17.5;1.0;5.4;3.6;12.6;0.7;3.9;2.6;1216.0;72.0;378.0;248.0;70.0
162;Vakantiebestemming: Nederland;Accommodatie: hotel, pension, B&B;2019;3249.0;19.1;4953.0;0.3;1.5;16.5;1.0;5.1;3.3;11.6;0.7;3.6;2.3;1150.0;67.0;354.0;232.0;70.0
163;Vakantiebestemming: Nederland;Accommodatie: hotel, pension, B&B;2020;3331.0;19.4;4994.0;0.3;1.5;17.7;1.0;5.3;3.5;12.7;0.7;3.8;2.5;930.0;54.0;279.0;186.0;53.0
164;Vakantiebestemming: Nederland;Accommodatie: vakantiehuis, stacaravan;2017;4462.0;26.5;8035.0;0.5;1.8;54.7;3.2;12.3;6.8;46.6;2.8;10.5;5.8;1416.0;84.0;317.0;176.0;26.0
165;Vakantiebestemming: Nederland;Accommodatie: vakantiehuis, stacaravan;2018;4445.0;26.2;7822.0;0.5;1.8;54.6;3.2;12.3;7.0;46.8;2.8;10.5;6.0;1558.0;92.0;351.0;199.0;29.0
166;Vakantiebestemming: Nederland;Accommodatie: vakantiehuis, stacaravan;2019;4383.0;25.7;7095.0;0.4;1.6;43.9;2.6;10.0;6.2;36.8;2.2;8.4;5.2;1449.0;85.0;331.0;204.0;33.0
167;Vakantiebestemming: Nederland;Accommodatie: vakantiehuis, stacaravan;2020;4273.0;24.9;6566.0;0.4;1.5;45.2;2.6;10.6;6.9;38.6;2.2;9.0;5.9;1189.0;69.0;278.0;181.0;26.0
168;Vakantiebestemming: Nederland;Accommodatie: appartement;2017;260.0;1.5;269.0;0.0;1.0;1.5;0.1;5.9;5.7;1.3;0.1;4.9;4.7;75.0;4.0;287.0;278.0;49.0
169;Vakantiebestemming: Nederland;Accommodatie: appartement;2018;278.0;1.6;296.0;0.0;1.1;1.9;0.1;6.8;6.4;1.6;0.1;5.8;5.4;103.0;6.0;370.0;347.0;54.0
170;Vakantiebestemming: Nederland;Accommodatie: appartement;2019;218.0;1.3;229.0;0.0;1.0;1.4;0.1;6.3;6.0;1.2;0.1;5.3;5.0;74.0;4.0;338.0;323.0;53.0
171;Vakantiebestemming: Nederland;Accommodatie: appartement;2020;218.0;1.3;247.0;0.0;1.1;1.3;0.1;6.2;5.4;1.1;0.1;5.0;4.4;63.0;4.0;288.0;254.0;47.0
172;Vakantiebestemming: Nederland;Accommodatie: kampeerverblijf;2017;1694.0;10.1;2900.0;0.2;1.7;27.4;1.6;16.2;9.5;24.5;1.5;14.5;8.5;487.0;29.0;288.0;168.0;18.0
173;Vakantiebestemming: Nederland;Accommodatie: kampeerverblijf;2018;1750.0;10.3;2880.0;0.2;1.6;30.7;1.8;17.5;10.7;27.8;1.6;15.9;9.7;548.0;32.0;313.0;190.0;18.0
174;Vakantiebestemming: Nederland;Accommodatie: kampeerverblijf;2019;1727.0;10.1;3030.0;0.2;1.8;29.3;1.7;17.0;9.7;26.3;1.5;15.2;8.7;575.0;34.0;333.0;190.0;20.0
175;Vakantiebestemming: Nederland;Accommodatie: kampeerverblijf;2020;1649.0;9.6;2665.0;0.2;1.6;25.5;1.5;15.5;9.6;22.8;1.3;13.9;8.6;178.0;10.0;108.0;67.0;7.0
176;Vakantiebestemming: Nederland;Accommodatie: particulier (alle);2017;1489.0;8.8;2001.0;0.1;1.3;11.7;0.7;7.9;5.9;9.7;0.6;6.5;4.9;324.0;19.0;218.0;162.0;28.0
177;Vakantiebestemming: Nederland;Accommodatie: particulier (alle);2018;1484.0;8.8;1974.0;0.1;1.3;11.4;0.7;7.7;5.8;9.4;0.6;6.4;4.8;363.0;21.0;245.0;184.0;32.0
178;Vakantiebestemming: Nederland;Accommodatie: particulier (alle);2019;1558.0;9.1;2039.0;0.1;1.3;11.2;0.7;7.2;5.5;9.1;0.5;5.9;4.5;349.0;20.0;224.0;171.0;31.0
179;Vakantiebestemming: Nederland;Accommodatie: particulier (alle);2020;1558.0;9.1;1967.0;0.1;1.3;12.0;0.7;7.7;6.1;10.0;0.6;6.4;5.1;269.0;16.0;173.0;137.0;23.0
180;Vakantiebestemming: Nederland;Accommodatie: overig, onbekend;2017;527.0;3.1;886.0;0.1;1.7;6.0;0.4;11.4;6.7;5.1;0.3;9.7;5.7;137.0;8.0;260.0;155.0;23.0
181;Vakantiebestemming: Nederland;Accommodatie: overig, onbekend;2018;494.0;2.9;813.0;0.0;1.6;4.5;0.3;9.1;5.5;3.7;0.2;7.5;4.5;124.0;7.0;250.0;152.0;27.0
182;Vakantiebestemming: Nederland;Accommodatie: overig, onbekend;2019;463.0;2.7;642.0;0.0;1.4;3.9;0.2;8.3;6.0;3.2;0.2;7.0;5.0;132.0;8.0;285.0;205.0;34.0
183;Vakantiebestemming: Nederland;Accommodatie: overig, onbekend;2020;367.0;2.1;520.0;0.0;1.4;4.0;0.2;10.8;7.6;3.4;0.2;9.4;6.6;80.0;5.0;217.0;153.0;20.0
184;Vakantiebestemming: Nederland;Organisatie: eigen recreatieve accom.;2017;1177.0;7.0;3943.0;0.2;3.3;33.1;2.0;28.1;8.4;29.1;1.7;24.7;7.4;369.0;22.0;313.0;94.0;11.0
185;Vakantiebestemming: Nederland;Organisatie: eigen recreatieve accom.;2018;1179.0;7.0;3713.0;0.2;3.2;34.9;2.1;29.6;9.4;31.2;1.8;26.4;8.4;397.0;23.0;337.0;107.0;11.0
186;Vakantiebestemming: Nederland;Organisatie: eigen recreatieve accom.;2019;953.0;5.6;2853.0;0.2;3.0;22.3;1.3;23.3;7.8;19.4;1.1;20.4;6.8;280.0;16.0;293.0;98.0;13.0
187;Vakantiebestemming: Nederland;Organisatie: eigen recreatieve accom.;2020;944.0;5.5;2301.0;0.1;2.4;20.3;1.2;21.5;8.8;18.0;1.0;19.1;7.8;224.0;13.0;237.0;97.0;11.0
188;Vakantiebestemming: Nederland;Organisatie: accommodatie en vervoer;2017;390.0;2.3;452.0;0.0;1.2;2.4;0.1;6.3;5.4;2.0;0.1;5.1;4.4;136.0;8.0;350.0;302.0;56.0
189;Vakantiebestemming: Nederland;Organisatie: accommodatie en vervoer;2018;399.0;2.4;488.0;0.0;1.2;2.4;0.1;5.9;4.9;1.9;0.1;4.7;3.9;181.0;11.0;455.0;372.0;77.0
190;Vakantiebestemming: Nederland;Organisatie: accommodatie en vervoer;2019;416.0;2.4;502.0;0.0;1.2;2.4;0.1;5.8;4.8;1.9;0.1;4.6;3.8;198.0;12.0;476.0;394.0;82.0
191;Vakantiebestemming: Nederland;Organisatie: accommodatie en vervoer;2020;313.0;1.8;362.0;0.0;1.2;1.6;0.1;5.1;4.4;1.2;0.1;4.0;3.4;94.0;5.0;300.0;259.0;58.0
192;Vakantiebestemming: Nederland;Organisatie: pakketreis;2017;;;;;;;;;;;;;;;;;;
193;Vakantiebestemming: Nederland;Organisatie: pakketreis;2018;;;;;;;;;;;;;;;;;;
194;Vakantiebestemming: Nederland;Organisatie: pakketreis;2019;;;;;;;;;;;;;;;;;;
195;Vakantiebestemming: Nederland;Organisatie: pakketreis;2020;;;;;;;;;;;;;;;;;;
196;Vakantiebestemming: Nederland;Organisatie: samengestelde reis;2017;247.0;1.5;297.0;0.0;1.2;1.6;0.1;6.4;5.3;1.3;0.1;5.2;4.3;74.0;4.0;299.0;248.0;47.0
197;Vakantiebestemming: Nederland;Organisatie: samengestelde reis;2018;308.0;1.8;355.0;0.0;1.2;1.8;0.1;6.0;5.2;1.5;0.1;4.8;4.2;126.0;7.0;410.0;356.0;69.0
198;Vakantiebestemming: Nederland;Organisatie: samengestelde reis;2019;307.0;1.8;366.0;0.0;1.2;1.7;0.1;5.6;4.7;1.4;0.1;4.4;3.7;116.0;7.0;378.0;318.0;67.0
199;Vakantiebestemming: Nederland;Organisatie: samengestelde reis;2020;219.0;1.3;239.0;0.0;1.1;1.1;0.1;5.1;4.6;0.9;0.1;4.0;3.6;57.0;3.0;262.0;240.0;52.0
200;Vakantiebestemming: Nederland;Organisatie: alleen accommodatie;2017;6224.0;37.0;10218.0;0.6;1.6;54.8;3.3;8.8;5.4;44.6;2.6;7.2;4.4;2190.0;130.0;352.0;214.0;40.0
201;Vakantiebestemming: Nederland;Organisatie: alleen accommodatie;2018;6738.0;39.8;11214.0;0.7;1.7;63.4;3.7;9.4;5.7;52.2;3.1;7.7;4.7;2717.0;160.0;403.0;242.0;43.0
202;Vakantiebestemming: Nederland;Organisatie: alleen accommodatie;2019;6827.0;40.1;11453.0;0.7;1.7;62.7;3.7;9.2;5.5;51.2;3.0;7.5;4.5;2691.0;158.0;394.0;235.0;43.0
203;Vakantiebestemming: Nederland;Organisatie: alleen accommodatie;2020;6646.0;38.7;11301.0;0.7;1.7;65.6;3.8;9.9;5.8;54.3;3.2;8.2;4.8;2034.0;118.0;306.0;180.0;31.0
204;Vakantiebestemming: Nederland;Organisatie: alleen vervoer;2017;;;;;;;;;;;;;;;;;;
205;Vakantiebestemming: Nederland;Organisatie: alleen vervoer;2018;;;;;;;;;;;;;;;;;;
206;Vakantiebestemming: Nederland;Organisatie: alleen vervoer;2019;;;;;;;;;;;;;;;;;;
207;Vakantiebestemming: Nederland;Organisatie: alleen vervoer;2020;;;;;;;;;;;;;;;;;;
208;Vakantiebestemming: Nederland;Organisatie: op de bonnefooi;2017;3132.0;18.6;4440.0;0.3;1.4;27.4;1.6;8.7;6.2;23.0;1.4;7.3;5.2;765.0;45.0;244.0;172.0;28.0
209;Vakantiebestemming: Nederland;Organisatie: op de bonnefooi;2018;2275.0;13.4;3121.0;0.2;1.4;19.0;1.1;8.3;6.1;15.8;0.9;7.0;5.1;577.0;34.0;254.0;185.0;30.0
210;Vakantiebestemming: Nederland;Organisatie: op de bonnefooi;2019;2275.0;13.3;3071.0;0.2;1.4;18.3;1.1;8.1;6.0;15.2;0.9;6.7;5.0;539.0;32.0;237.0;176.0;29.0
211;Vakantiebestemming: Nederland;Organisatie: op de bonnefooi;2020;2273.0;13.2;2919.0;0.2;1.3;17.6;1.0;7.7;6.0;14.7;0.9;6.5;5.0;343.0;20.0;151.0;118.0;19.0
212;Vakantiebestemming: Nederland;Reisgezelschap: alleenreizende;2017;608.0;3.6;1001.0;0.1;1.6;5.3;0.3;8.8;5.3;4.3;0.3;7.1;4.3;173.0;10.0;284.0;173.0;32.0
213;Vakantiebestemming: Nederland;Reisgezelschap: alleenreizende;2018;623.0;3.7;1268.0;0.1;2.0;6.8;0.4;11.0;5.4;5.6;0.3;9.0;4.4;269.0;16.0;432.0;212.0;39.0
214;Vakantiebestemming: Nederland;Reisgezelschap: alleenreizende;2019;683.0;4.0;1203.0;0.1;1.8;6.4;0.4;9.4;5.3;5.2;0.3;7.6;4.3;265.0;16.0;388.0;220.0;41.0
215;Vakantiebestemming: Nederland;Reisgezelschap: alleenreizende;2020;644.0;3.8;1025.0;0.1;1.6;5.2;0.3;8.0;5.0;4.1;0.2;6.4;4.0;165.0;10.0;256.0;161.0;32.0
216;Vakantiebestemming: Nederland;Reisgezelschap: paar zonder kinderen;2017;3613.0;21.5;7451.0;0.4;2.1;51.2;3.0;14.2;6.9;43.7;2.6;12.1;5.9;1511.0;90.0;418.0;203.0;30.0
217;Vakantiebestemming: Nederland;Reisgezelschap: paar zonder kinderen;2018;3376.0;19.9;6734.0;0.4;2.0;47.4;2.8;14.0;7.0;40.7;2.4;12.0;6.0;1577.0;93.0;467.0;234.0;33.0
218;Vakantiebestemming: Nederland;Reisgezelschap: paar zonder kinderen;2019;3436.0;20.2;6014.0;0.4;1.8;38.9;2.3;11.3;6.5;32.9;1.9;9.6;5.5;1464.0;86.0;426.0;243.0;38.0
219;Vakantiebestemming: Nederland;Reisgezelschap: paar zonder kinderen;2020;3536.0;20.6;6171.0;0.4;1.7;39.6;2.3;11.2;6.4;33.5;1.9;9.5;5.4;1047.0;61.0;296.0;170.0;26.0
220;Vakantiebestemming: Nederland;Reisgezelschap: volwassene en kind(eren);2017;3903.0;23.2;7132.0;0.4;1.8;44.3;2.6;11.3;6.2;37.1;2.2;9.5;5.2;1111.0;66.0;285.0;156.0;25.0
221;Vakantiebestemming: Nederland;Reisgezelschap: volwassene en kind(eren);2018;4015.0;23.7;7119.0;0.4;1.8;48.2;2.8;12.0;6.8;41.1;2.4;10.2;5.8;1227.0;72.0;306.0;172.0;25.0
222;Vakantiebestemming: Nederland;Reisgezelschap: volwassene en kind(eren);2019;3784.0;22.2;6461.0;0.4;1.7;39.1;2.3;10.3;6.0;32.6;1.9;8.6;5.0;1151.0;68.0;304.0;178.0;29.0
223;Vakantiebestemming: Nederland;Reisgezelschap: volwassene en kind(eren);2020;3568.0;20.8;5789.0;0.3;1.6;39.5;2.3;11.1;6.8;33.8;2.0;9.5;5.8;898.0;52.0;252.0;155.0;23.0
224;Vakantiebestemming: Nederland;Reisgezelschap: familie, anderen;2017;1649.0;9.8;2287.0;0.1;1.4;12.2;0.7;7.4;5.3;9.9;0.6;6.0;4.3;454.0;27.0;275.0;199.0;37.0
225;Vakantiebestemming: Nederland;Reisgezelschap: familie, anderen;2018;1644.0;9.7;2244.0;0.1;1.4;12.5;0.7;7.6;5.6;10.2;0.6;6.2;4.6;492.0;29.0;299.0;219.0;39.0
226;Vakantiebestemming: Nederland;Reisgezelschap: familie, anderen;2019;1719.0;10.1;2240.0;0.1;1.3;11.6;0.7;6.8;5.2;9.4;0.6;5.5;4.2;491.0;29.0;286.0;219.0;42.0
227;Vakantiebestemming: Nederland;Reisgezelschap: familie, anderen;2020;1637.0;9.5;2134.0;0.1;1.3;11.7;0.7;7.1;5.5;9.5;0.6;5.8;4.5;379.0;22.0;231.0;178.0;32.0
228;Vakantiebestemming: Nederland;Reisgezelschap: vrienden, bekenden, e.a.;2017;941.0;5.6;1296.0;0.1;1.4;5.4;0.3;5.7;4.2;4.1;0.2;4.4;3.2;237.0;14.0;252.0;183.0;44.0
229;Vakantiebestemming: Nederland;Reisgezelschap: vrienden, bekenden, e.a.;2018;998.0;5.9;1316.0;0.1;1.3;5.7;0.3;5.7;4.3;4.3;0.3;4.4;3.3;347.0;20.0;348.0;264.0;61.0
230;Vakantiebestemming: Nederland;Reisgezelschap: vrienden, bekenden, e.a.;2019;1249.0;7.3;2070.0;0.1;1.7;10.2;0.6;8.2;4.9;8.2;0.5;6.5;3.9;357.0;21.0;286.0;173.0;35.0
231;Vakantiebestemming: Nederland;Reisgezelschap: vrienden, bekenden, e.a.;2020;1093.0;6.4;1839.0;0.1;1.7;9.6;0.6;8.8;5.2;7.8;0.5;7.1;4.2;219.0;13.0;200.0;119.0;23.0
232;Vakantiebestemming: Nederland;Soort vakantie: eigen recreatieve accom.;2017;1177.0;7.0;3943.0;0.2;3.3;33.1;2.0;28.1;8.4;29.1;1.7;24.7;7.4;369.0;22.0;313.0;94.0;11.0
233;Vakantiebestemming: Nederland;Soort vakantie: eigen recreatieve accom.;2018;1179.0;7.0;3713.0;0.2;3.2;34.9;2.1;29.6;9.4;31.2;1.8;26.4;8.4;397.0;23.0;337.0;107.0;11.0
234;Vakantiebestemming: Nederland;Soort vakantie: eigen recreatieve accom.;2019;953.0;5.6;2853.0;0.2;3.0;22.3;1.3;23.3;7.8;19.4;1.1;20.4;6.8;280.0;16.0;293.0;98.0;13.0
235;Vakantiebestemming: Nederland;Soort vakantie: eigen recreatieve accom.;2020;944.0;5.5;2301.0;0.1;2.4;20.3;1.2;21.5;8.8;18.0;1.0;19.1;7.8;224.0;13.0;237.0;97.0;11.0
236;Vakantiebestemming: Nederland;Soort vakantie: actief;2017;2396.0;14.2;3332.0;0.2;1.4;22.3;1.3;9.3;6.7;18.9;1.1;7.9;5.7;786.0;47.0;328.0;236.0;35.0
237;Vakantiebestemming: Nederland;Soort vakantie: actief;2018;2127.0;12.5;2925.0;0.2;1.4;18.9;1.1;8.9;6.5;16.0;0.9;7.5;5.5;770.0;45.0;362.0;263.0;41.0
238;Vakantiebestemming: Nederland;Soort vakantie: actief;2019;1545.0;9.1;2194.0;0.1;1.4;14.4;0.8;9.3;6.6;12.2;0.7;7.9;5.6;590.0;35.0;382.0;269.0;41.0
239;Vakantiebestemming: Nederland;Soort vakantie: actief;2020;1773.0;10.3;2506.0;0.1;1.4;16.2;0.9;9.1;6.5;13.7;0.8;7.7;5.5;451.0;26.0;254.0;180.0;28.0
240;Vakantiebestemming: Nederland;Soort vakantie: strand;2017;904.0;5.4;1047.0;0.1;1.2;7.8;0.5;8.6;7.4;6.7;0.4;7.4;6.4;252.0;15.0;279.0;240.0;32.0
241;Vakantiebestemming: Nederland;Soort vakantie: strand;2018;1047.0;6.2;1200.0;0.1;1.1;8.3;0.5;7.9;6.9;7.1;0.4;6.8;5.9;333.0;20.0;318.0;277.0;40.0
242;Vakantiebestemming: Nederland;Soort vakantie: strand;2019;527.0;3.1;575.0;0.0;1.1;4.2;0.2;8.0;7.3;3.6;0.2;6.9;6.3;169.0;10.0;320.0;293.0;40.0
243;Vakantiebestemming: Nederland;Soort vakantie: strand;2020;680.0;4.0;759.0;0.0;1.1;5.7;0.3;8.3;7.5;4.9;0.3;7.2;6.5;150.0;9.0;221.0;198.0;27.0
244;Vakantiebestemming: Nederland;Soort vakantie: steden;2017;1086.0;6.5;1346.0;0.1;1.2;5.0;0.3;4.6;3.7;3.6;0.2;3.3;2.7;259.0;15.0;239.0;193.0;52.0
245;Vakantiebestemming: Nederland;Soort vakantie: steden;2018;1007.0;5.9;1201.0;0.1;1.2;4.6;0.3;4.6;3.9;3.4;0.2;3.4;2.9;274.0;16.0;272.0;228.0;59.0
246;Vakantiebestemming: Nederland;Soort vakantie: steden;2019;722.0;4.2;857.0;0.1;1.2;2.7;0.2;3.8;3.2;1.9;0.1;2.6;2.2;180.0;11.0;250.0;211.0;66.0
247;Vakantiebestemming: Nederland;Soort vakantie: steden;2020;823.0;4.8;955.0;0.1;1.2;3.2;0.2;3.9;3.4;2.3;0.1;2.8;2.4;157.0;9.0;191.0;164.0;49.0
248;Vakantiebestemming: Nederland;Soort vakantie: natuur;2017;1029.0;6.1;1267.0;0.1;1.2;9.5;0.6;9.2;7.5;8.2;0.5;8.0;6.5;307.0;18.0;298.0;243.0;32.0
249;Vakantiebestemming: Nederland;Soort vakantie: natuur;2018;1039.0;6.1;1276.0;0.1;1.2;9.6;0.6;9.2;7.5;8.3;0.5;8.0;6.5;342.0;20.0;329.0;268.0;36.0
250;Vakantiebestemming: Nederland;Soort vakantie: natuur;2019;445.0;2.6;527.0;0.0;1.2;3.8;0.2;8.6;7.3;3.3;0.2;7.4;6.3;162.0;9.0;364.0;307.0;42.0
251;Vakantiebestemming: Nederland;Soort vakantie: natuur;2020;441.0;2.6;497.0;0.0;1.1;3.5;0.2;8.0;7.1;3.0;0.2;6.9;6.1;115.0;7.0;261.0;232.0;32.0
252;Vakantiebestemming: Nederland;Soort vakantie: cultuur;2017;741.0;4.4;883.0;0.1;1.2;3.5;0.2;4.7;4.0;2.6;0.2;3.6;3.0;188.0;11.0;254.0;213.0;53.0
253;Vakantiebestemming: Nederland;Soort vakantie: cultuur;2018;830.0;4.9;1014.0;0.1;1.2;3.9;0.2;4.6;3.8;2.8;0.2;3.4;2.8;244.0;14.0;294.0;240.0;63.0
254;Vakantiebestemming: Nederland;Soort vakantie: cultuur;2019;620.0;3.6;710.0;0.0;1.1;2.6;0.2;4.2;3.7;1.9;0.1;3.1;2.7;158.0;9.0;255.0;223.0;61.0
255;Vakantiebestemming: Nederland;Soort vakantie: cultuur;2020;372.0;2.2;403.0;0.0;1.1;1.5;0.1;4.0;3.7;1.1;0.1;2.9;2.7;66.0;4.0;178.0;164.0;44.0
256;Vakantiebestemming: Nederland;Soort vakantie: recreatie;2017;991.0;5.9;1144.0;0.1;1.2;4.5;0.3;4.5;3.9;3.3;0.2;3.3;2.9;232.0;14.0;234.0;203.0;52.0
257;Vakantiebestemming: Nederland;Soort vakantie: recreatie;2018;596.0;3.5;655.0;0.0;1.1;2.6;0.2;4.3;4.0;1.9;0.1;3.2;3.0;132.0;8.0;221.0;201.0;51.0
258;Vakantiebestemming: Nederland;Soort vakantie: recreatie;2019;469.0;2.8;503.0;0.0;1.1;1.9;0.1;4.0;3.8;1.4;0.1;3.0;2.8;113.0;7.0;241.0;225.0;60.0
259;Vakantiebestemming: Nederland;Soort vakantie: recreatie;2020;342.0;2.0;381.0;0.0;1.1;1.4;0.1;4.1;3.7;1.0;0.1;3.0;2.7;63.0;4.0;183.0;164.0;45.0
